OpenedYear,Status,PracticeCode,PracticeName,NAICS,NAICS Name,BusinessStreetLine1,BusinessCity,BusinessState,PracticeId,id
2019,New,999,Other/Miscellaneous,454100-Electronic Shopping & Mail Order Houses,,PO Box 81226,Seattle,WA,60,60000553452
2020,Closed,17,Imposter scam,993000-Phishing,,This is the ALL major,,  ,194,194000584401
2018,Closed,203,Internet & Mobile device based transaction,454100-Electronic Shopping & Mail Order Houses,,2145 Hamilton Ave,San Jose,CA,27,27000538568
2013,Closed,404,Collection Practices,561440-Collection Agencies,,,,  ,46,46000436573
2020,New,999,Other/Miscellaneous,454100-Electronic Shopping & Mail Order Houses,,3760 Fernandina Rd,West Columbia,SC,60,60000575628
2020,Closed,998,Governement agency complaint,"922000-Justice, Public Order & Safety",,PO Box 121011,San Diego,CA,179,179000559477
2019,Closed,104,Non-Fulfillment,531390-Timeshare exchange services,,220 120th Ave NE,Bellevue,WA,23,23000552976
2016,Closed,61,Phishing,532299-Rental (Consumer Goods),,,Kent,WA,111,111000493879
2020,Closed,203,Internet & Mobile device based transaction,522320-Financial Transaction Processing,,12312 Port Grace Blvd,Lavista,NE,27,27000575555
2014,Closed,316,Billing Issues,511000-Publishing Industries,Publishing Industries,1950 S State St,Tacoma,WA,107,107000458982
2017,Closed,642,Landlord/Tenant - Residential,531311-Residential property managers (includes landlords),,10333 Main St, Bellevue,WA,159,159000510793
2017,Closed,303,Questionable Quality Product/Service,441100-Automotive Dealers,,1516 Auburn Wy N,Auburn,WA,35,35000512828
2017,Closed,316,Billing Issues,524000-Insurance Carriers & Related Activities,,500 NE Multnomah St Ste 100,Portland,OR,107,107000516943
2017,Closed,316,Billing Issues,513320-Telecommunications/Wireless,,6955 S Morelos Pl,Chandler,AZ,107,107000522746
2018,Closed,316,Billing Issues,"233000-General Contracting, building, & developing",,19309 68th Ave S #R106,Kent,WA,107,107000540940
2014,Closed,444,Foreclosure Issue,522390-Real Estate Loan Servicing,Real Estate Loan Servicing,PO Box 5432,Mount Laurel,NJ,155,155000441639
2016,Closed,404,Collection Practices,561440-Collection Agencies,Collection Agencies,270 Spagnoli Rd Ste 110,Melville,NY,46,46000493968
2015,Closed,999,Other/Miscellaneous,522390-Real Estate Loan Servicing,Real Estate Loan Servicing,1400 Landmark Towers,St Paul,MN,60,60000465768
2016,New,999,Other/Miscellaneous,811212,Computer & office machine system repair & maintena,12 Desbrosses St 3rd Fl,New York,NY,60,60000490544
2020,Closed,414,Tech Support Scam,999000-Tech Support Scam,,This is the ALL major,,  ,202,202000578249
2017,Closed,316,Billing Issues,513200-Cable Networks & Program Distribution,,1323 34th Ave,Fife,WA,107,107000505817
2014,Closed,203,Internet & Mobile device based transaction,518210-Web Hosting,,,Woodinville,WA,27,27000444789
2021,New,999,Other/Miscellaneous,454100-Electronic Shopping & Mail Order Houses,,PO Box 81226,Seattle,WA,60,60000595056
2018,New,999,Other/Miscellaneous,523930-Financial Planning,,,Spokane Valley,WA,60,60000541667
2018,Closed,301,Failure To Deliver/Perform,484210-Moving Companies,,,Las Vegas,NV,33,33000534763
2016,Closed,316,Billing Issues,513200-Cable Networks & Program Distribution,Cable Networks & Program Distribution,1323 34th Ave,Fife,WA,107,107000493970
2014,Closed,320,Unsatisfactory Repair/Service,"235000-Special trade Contractors (includes plumbers, elec",,,Des Moines,WA,42,42000442084
2016,New,999,Other/Miscellaneous,993000-Phishing,,This is the ALL Major,,  ,60,60000484825
2018,Closed,301,Failure To Deliver/Perform,441210-RV Dealers,,55470 County Rd 1,Elkhart,IN,33,33000533696
2020,Closed,204,Unsolicited E-mail,518112-Internet Search Engines,,1600 Amphitheatre Pkwy,Mountain View,CA,28,28000564766
2020,Closed,61,Phishing,990000-Unclassified Establishments,,,,  ,111,111000576533
2018,Closed,412,Alleged criminal activity,531311-Residential property managers (includes landlords),,1414 S Mildred St,Tacoma,WA,196,196000530535
2019,Closed,999,Other/Miscellaneous,990000-Unclassified Establishments,,,,  ,60,60000543246
2018,Closed,316,Billing Issues,541920-Photographic Services,,,Napavine,WA,107,107000529772
2014,Closed,444,Foreclosure Issue,522390-Real Estate Loan Servicing,Real Estate Loan Servicing,1000 Technology Dr MS 20-1-372,O'Fallon,MO,155,155000446705
2019,Closed,22,Failure To Adjust/Refund,522390-Real Estate Loan Servicing,,1000 Samoset Dr,Newark,DE,16,16000550608
2019,New,999,Other/Miscellaneous,532000-Rental & leasing services,,1119 SW 7th St,Renton,WA,60,60000548377
2018,Closed,7,Warranty,513320-Telecommunications/Wireless,,6955 S Morelos Pl,Chandler,AZ,6,6000541163
2013,Closed,999,Other/Miscellaneous,990000-Unclassified Establishments,Unclassified Establishments,,,  ,60,60000434260
2019,New,999,Other/Miscellaneous,921190-Government (General),,,,  ,60,60000551975
2013,Closed,7,Warranty,441100-Automotive Dealers,Automotive Dealers,13105 NE 124th St,Kirkland,WA,6,6000432055
2017,Closed,301,Failure To Deliver/Perform,441210-RV Dealers,,,Sumner,WA,33,33000520601
2014,Closed,632,Rules & enforcement,531190-MHU Use Only - MH landlord,MHU Use Only - MH landlord,1754 Mesford RD NE #51B,Poulsbo,WA,147,147000456024
2020,New,999,Other/Miscellaneous,441100-Automotive Dealers,,3080 148th Ave SE,Bellevue,WA,60,60000564046
2020,New,999,Other/Miscellaneous,920000-Public Administration,,PO Box 9046,Olympia,WA,60,60000575516
2015,Closed,316,Billing Issues,"221100-Electric Power Generation, Transmission & Distribu","Electric Power Generation, Transmission & Distribu",PO Box 90868,Bellevue,WA,107,107000474084
2016,Closed,301,Failure To Deliver/Perform,513310-Wired Telecommunications Carriers,Wired Telecommunications Carriers,1800 41st St Fl 5,Everett,WA,33,33000487723
2019,Closed,17,Imposter scam,990000-Unclassified Establishments,,,,  ,194,194000556919
2018,Closed,303,Questionable Quality Product/Service,454100-Electronic Shopping & Mail Order Houses,,600 W Chicago Ave Ste 620,Chicago,IL,35,35000531048
2019,New,999,Other/Miscellaneous,454100-Electronic Shopping & Mail Order Houses,,PO Box 81226,Seattle,WA,60,60000555386
2013,Closed,301,Failure To Deliver/Perform,541990-Credit repair and Counseling,,,Newport Beach,CA,33,33000429009
2020,Closed,62,Price Gouging,454100-Electronic Shopping & Mail Order Houses,,PO Box 81226,Seattle,WA,116,116000566879
2017,New,999,Other/Miscellaneous,812199-Dating Clubs and Social Networking,,,"Waterloo, Ontario, Canada",  ,60,60000515406
2021,New,999,Other/Miscellaneous,441100-Automotive Dealers,,,Marysville ,WA,60,60000586848
2016,Closed,301,Failure To Deliver/Perform,454100-Electronic Shopping & Mail Order Houses,Electronic Shopping & Mail Order Houses,PO Box 2148,Auburn,WA,33,33000483623
2013,Closed,320,Unsatisfactory Repair/Service,"335000-Electronic Equip., Appliance & Component Mfg'ring ","Electronic Equip., Appliance & Component Mfg'ring ",740 New Cir Rd NW,Lexington,KY,42,42000438114
2019,New,999,Other/Miscellaneous,561520-Tour Operators,,300 Elliott Ave W Ste 100,Seattle,WA,60,60000551969
2019,Closed,998,Governement agency complaint,920000-Public Administration,,PO Box 40002,Olympia,WA,179,179000552706
2016,Closed,26,Advertising,522320-Financial Transaction Processing,,,Gig Harbor,WA,19,19000493889
2017,Closed,22,Failure To Adjust/Refund,561590-Other Travel  services (includes travel clubs),,,Scottsdale,AZ,16,16000511392
2019,New,999,Other/Miscellaneous,454100-Electronic Shopping & Mail Order Houses,,c/o Vital Records Direct SL,Barcelona Spain 08005,ZZ,60,60000545530
2020,Closed,301,Failure To Deliver/Perform,812199-Dating Clubs and Social Networking,,,Palo Alto,CA,33,33000564956
2014,Closed,18,Service Representation,513200-Cable Networks & Program Distribution,Cable Networks & Program Distribution,PO Box 9040,Littleton,CO,12,12000449856
2017,Closed,301,Failure To Deliver/Perform,"611310-Colleges, Universities & Professional Schools",,9709 3rd Ave NE #400,Seattle,WA,33,33000516900
2017,Closed,301,Failure To Deliver/Perform,524000-Insurance Carriers & Related Activities,,ATTN.: Compliance,Tacoma,WA,33,33000508221
2019,Closed,404,Collection Practices,611000-Educational Services,,2030 S 314th St,Federal Way,WA,46,46000555096
2019,Open,999,Other/Miscellaneous,611000-Educational Services,,PO Box 69184,Harrisburg,PA,60,60000546017
2017,Closed,640,Fees,"453000-Misc. Stores (incl. florists, office supplies, gif",,3001 Summer St,Stamford,CT,157,157000505781
2020,Closed,22,Failure To Adjust/Refund,561510-Travel Agents,,,Tacoma,WA,16,16000567105
2016,Closed,320,Unsatisfactory Repair/Service,811100-Automotive Repair & Maintenance,Automotive Repair & Maintenance,105 Decker Ct Ste 900,Irving,TX,42,42000492168
2014,Closed,316,Billing Issues,522110-Commercial Banking,Commercial Banking,200 S 6th St,Minneapolis,MN,107,107000451743
2016,Closed,404,Collection Practices,442110-Furniture stores,Furniture stores,6365 Consolidated Wy,San Diego,CA,46,46000481572
2014,Closed,301,Failure To Deliver/Perform,621200-Offices of Dentists,,,Lynnwood,  ,33,33000443524
2017,Closed,301,Failure To Deliver/Perform,611000-Educational Services,,1411 Railroad Ave,Bellingham,WA,33,33000505225
2020,Closed,303,Questionable Quality Product/Service,522110-Commercial Banking,,Wells Fargo Bank ,Charlotte,NC,35,35000571758
2019,Closed,13,Misrepresentation of product or service,"560000-Admin. & support services (office admin., faciliti",,,San Francisco,CA,10,10000551754
2013,Closed,320,Unsatisfactory Repair/Service,522291-Consumer Lending (includes Payday Lenders),Consumer Lending (includes Payday Lenders),1050 Woodward Ave,Detroit,MI,42,42000431625
2021,Open,301,Failure To Deliver/Perform,522210-Credit Card Issuing,,6001 Bollinger Canyon Rd,San Ramon,CA,33,33000593116
2015,Closed,58,Telemarketing,561422-Telemarketing,Telemarketing,,,  ,20,20000474168
2013,Closed,316,Billing Issues,454100-Electronic Shopping & Mail Order Houses,Electronic Shopping & Mail Order Houses,PO Box 81226,Seattle,WA,107,107000435194
2019,Closed,404,Collection Practices,561440-Collection Agencies,,3451 Harry S Truman Blvd,St Charles,MO,46,46000556015
2020,Closed,22,Failure To Adjust/Refund,481000-Air Transportation,,1030 Delta Blvd,Atlanta,GA,16,16000573632
2014,Closed,640,Fees,531190-MHU Use Only - MH landlord,MHU Use Only - MH landlord,PO Box 11927,Santa Ana,CA,157,157000448332
2014,Closed,222,Advance Fee Fraud,992000-Advance Fee Fraud,,,Patchogue,NY,114,114000442705
2019,Closed,203,Internet & Mobile device based transaction,334111-Computer Manufacturing,,One Apple Park Wy,Cupertino,CA,27,27000552586
2020,Closed,999,Other/Miscellaneous,522210-Credit Card Issuing,,PO Box 85870,Richmond,VA,60,60000585274
2020,Closed,28,Other Vulnerable Audience Exploitation,522220-Sales financing (installment or short-term business),,5201 Rufe Snow Dr,North Richland Hills,TX,103,103000573580
2016,Closed,104,Non-Fulfillment,513200-Cable Networks & Program Distribution,Cable Networks & Program Distribution,1323 34th Ave,Fife,WA,23,23000495540
2015,Closed,316,Billing Issues,511000-Publishing Industries,Publishing Industries,14 NE 1st Ave 2nd Fl,Miami,FL,107,107000466752
2015,Closed,301,Failure To Deliver/Perform,531390-Timeshare exchange services,Timeshare exchange services,6277 Sea Harbor Dr,Orlando,FL,33,33000468948
2020,Closed,448,Student Loan Issue,920000-Public Administration,,400 Maryland Ave SW,Washington,DC,187,187000580187
2017,Closed,26,Advertising,454100-Electronic Shopping & Mail Order Houses,,PO Box 81226,Seattle,WA,19,19000514310
2016,Closed,317,Charge Above Estimate,514191-Internet service providers/info. services (doesn't,Internet service providers/info. services (doesn't,401 Kirkland Parkplace Ste 500,Kirkland,WA,39,39000483630
2017,Closed,58,Telemarketing,561422-Telemarketing,,,,  ,20,20000500259
2020,New,999,Other/Miscellaneous,522130-Credit Unions,,,Vashon Island,WA,60,60000577997
2014,Closed,320,Unsatisfactory Repair/Service,442110-Furniture stores,,,Mount Vernon,WA,42,42000448500
2018,Closed,206,Right To Cancel,513200-Cable Networks & Program Distribution,,Office of the President,Dallas,TX,30,30000532210
2021,Open,22,Failure To Adjust/Refund,454100-Electronic Shopping & Mail Order Houses,,3933 Lk Washington Blvd NE Ste 350,Kirkland,WA,16,16000592827
2017,Closed,302,Not As Ordered,722000-Restaurants and Bars,,,Bothell,WA,34,34000515602
2018,Closed,316,Billing Issues,513200-Cable Networks & Program Distribution,,1323 34th Ave,Fife,WA,107,107000531626
2020,Closed,318,Charge:Service Not Performed/Product not delivered,562000-Waste Management Services,,,Ephrata,WA,40,40000560558
2016,New,999,Other/Miscellaneous,336111,Automobile Manufacturing,PO Box 21-8004,Auburn Hills,MI,60,60000490940
2017,Closed,213,Free to Pay,454100-Electronic Shopping & Mail Order Houses,,4910 Longley Ln #101,Reno,NV,164,164000499343
2020,Closed,318,Charge:Service Not Performed/Product not delivered,522210-Credit Card Issuing,,PO Box 17019,Wilmington,DE,40,40000570413
2020,Closed,22,Failure To Adjust/Refund,454100-Electronic Shopping & Mail Order Houses,,,,WA,16,16000582951
2013,Closed,22,Failure To Adjust/Refund,"560000-Admin. & support services (office admin., faciliti","Admin. & support services (office admin., faciliti",6400 NE Hwy 99 Ste G-291,Vancouver,WA,16,16000423700
2020,Closed,7,Warranty,"444000-Building materials (incl. plumbing stores), garden",,2455 Paces Ferry Rd B3,Atlanta,GA,6,6000569418
2020,Closed,100,Misrepresentation of Terms,441100-Automotive Dealers,,1100 Iowa St,Bellingham,WA,22,22000561670
2017,Closed,203,Internet & Mobile device based transaction,992000-Advance Fee Fraud,,,,  ,27,27000503083
2018,Closed,301,Failure To Deliver/Perform,441100-Automotive Dealers,,PO Box 1686,Woodinville,WA,33,33000528653
2018,New,999,Other/Miscellaneous,721100-Travel Accomodations,,,Clayton,ID,60,60000528995
2015,Closed,320,Unsatisfactory Repair/Service,454000-Nonstore Retailers,Nonstore Retailers,PO Box 91258,Bellevue,WA,42,42000467846
2021,Closed,320,Unsatisfactory Repair/Service,811100-Automotive Repair & Maintenance,,,Tacoma,WA,42,42000591883
2018,Closed,203,Internet & Mobile device based transaction,454100-Electronic Shopping & Mail Order Houses,,,Hemel Hempstead Herts Buckinghamshire UKHP2 7DN,  ,27,27000530235
2020,New,999,Other/Miscellaneous,990000-Unclassified Establishments,,,,  ,60,60000571190
2021,New,998,Governement agency complaint,922110-Courts,,516 3rd Ave Rm C-203,Seattle,WA,179,179000594892
2017,New,999,Other/Miscellaneous,441100,Automotive Dealers,5955 20th St E,Fife,WA,60,60000498047
2021,Open,203,Internet & Mobile device based transaction,454100-Electronic Shopping & Mail Order Houses,,PO Box 81226,Seattle,WA,27,27000592105
2014,Closed,26,Advertising,452000-General Merchandise Stores,General Merchandise Stores,PO Box 42121,Portland,OR,19,19000452729
2018,Closed,206,Right To Cancel,513200-Cable Networks & Program Distribution,,Office of the President,Dallas,TX,30,30000538089
2017,New,999,Other/Miscellaneous,811100-Automotive Repair & Maintenance,,PO Box 5350,Bend,OR,60,60000502432
2014,Closed,19,Inadequate Disclosure,441100-Automotive Dealers,Automotive Dealers,1950 NW Louisiana Ave,Chehalis,WA,13,13000452025
2018,New,999,Other/Miscellaneous,721214-Recreational & Vacation Camps,,12015 Marine Dr,Tulalip,WA,60,60000539478
2018,Closed,316,Billing Issues,513200-Cable Networks & Program Distribution,,Office of the President,Dallas,TX,107,107000542179
2020,New,999,Other/Miscellaneous,522320-Financial Transaction Processing,,1455 Market St Ste 600,San Francisco,CA,60,60000565258
2014,Closed,627,Privacy Issues,522110-Commercial Banking,Commercial Banking,PO Box 182025,Columbus,OH,141,141000455051
2021,Closed,316,Billing Issues,454300-Direct Selling Establishments (including home fuel,,900 S Industrial Wy,Ellensburg,WA,107,107000591025
2014,Closed,7,Warranty,441222-Boat Dealers,Boat Dealers,423 Auburn Ave,Auburn,WA,6,6000452197
2014,Closed,25,Refund Policies,454100-Electronic Shopping & Mail Order Houses,Electronic Shopping & Mail Order Houses,2145 Hamilton Ave,San Jose,CA,18,18000451709
2015,Closed,404,Collection Practices,561440-Collection Agencies,Collection Agencies,1291 Galleria Dr Ste 170,Henderson,NV,46,46000472334
2018,New,999,Other/Miscellaneous,"233000-General Contracting, building, & developing",,1 Campus Dr,Parsippany,NJ,60,60000538471
2019,New,999,Other/Miscellaneous,522291-Consumer Lending (includes Payday Lenders),,6801 Colwell Blvd,Irving,TX,60,60000545448
2013,Closed,58,Telemarketing,561422-Telemarketing,Telemarketing,93 S Jackson St Ste 38-480,Seattle,WA,20,20000425307
2015,Closed,22,Failure To Adjust/Refund,454100-Electronic Shopping & Mail Order Houses,Electronic Shopping & Mail Order Houses,1800 W Fourth Plain Blvd Ste 120-B,Vancouver,WA,16,16000462180
2016,Closed,402,Collections - Threatening behavior includes arrest,561440-Collection Agencies,,,Amherst,NY,184,184000489047
2020,Closed,13,Misrepresentation of product or service,454100-Electronic Shopping & Mail Order Houses,,,"Xian, China",  ,10,10000584428
2019,Closed,203,Internet & Mobile device based transaction,454100-Electronic Shopping & Mail Order Houses,,PO Box 81226,Seattle,WA,27,27000548365
2015,Closed,222,Advance Fee Fraud,992000-Advance Fee Fraud,Advance Fee Fraud,,,  ,114,114000467257
2013,Closed,444,Foreclosure Issue,522390-Real Estate Loan Servicing,Real Estate Loan Servicing,13555 SE 36th St Ste 200,Bellevue,WA,155,155000431489
2016,Closed,999,Other/Miscellaneous,513110-Radio & Television Broadcasting,,,St Paul,MN,60,60000478406
2019,Closed,25,Refund Policies,441210-RV Dealers,,9145 Saint Thomas Dr,Pasco,WA,18,18000550548
2018,Closed,318,Charge:Service Not Performed/Product not delivered,513320-Telecommunications/Wireless,,PO Box 37380,Albuquerque,NM,40,40000526949
2014,Closed,104,Non-Fulfillment,"453000-Misc. Stores (incl. florists, office supplies, gif","Misc. Stores (incl. florists, office supplies, gif",6600 N Military Trail,Boca Raton,FL,23,23000446825
2020,Closed,443,Foreclosure Escalation,990000-Unclassified Establishments,,,,  ,192,192000562104
2018,New,999,Other/Miscellaneous,441100-Automotive Dealers,,1620 River Rd,Puyallup,WA,60,60000530460
2014,Closed,25,Refund Policies,454100-Electronic Shopping & Mail Order Houses,Electronic Shopping & Mail Order Houses,PO Box 81226,Seattle,WA,18,18000450026
2016,New,999,Other/Miscellaneous,441100-Automotive Dealers,,,Vancouver,WA,60,60000485213
2020,Closed,415,Unemployment Fraud,920000-Public Administration,,PO Box 9046,Olympia,WA,218,218000570736
2020,Closed,100,Misrepresentation of Terms,441100-Automotive Dealers,,120 S Spokane St,Seattle,WA,22,22000562019
2020,Closed,62,Price Gouging,"310000-Food, beverage, tobacco, textiles, apparel Manufac",,,,  ,116,116000567320
2016,Closed,7,Warranty,"335000-Electronic Equip., Appliance & Component Mfg'ring ","Electronic Equip., Appliance & Component Mfg'ring ",308 Occidental Ave S 3rd Fl,Seattle,WA,6,6000485820
2020,New,999,Other/Miscellaneous,511210-Software Publishers,,One Microsoft Wy,Redmond,WA,60,60000567241
2014,Closed,422,Credit/Financing,531311-Residential property managers (includes landlords),,,Tacoma,WA,49,49000448930
2014,Closed,320,Unsatisfactory Repair/Service,513200-Cable Networks & Program Distribution,Cable Networks & Program Distribution,1323 34th Ave,Fife,WA,42,42000443297
2014,Closed,203,Internet & Mobile device based transaction,541511-Website Design,Website Design,12100 NE 195th St Ste 315,Bothell,WA,27,27000454461
2017,New,999,Other/Miscellaneous,611000-Educational Services,,231 N Martingale Rd,Schaumburg,IL,60,60000508912
2017,New,999,Other/Miscellaneous,522390-Real Estate Loan Servicing,,600 Grant St,Pittsburgh,PA,60,60000505887
2020,Closed,13,Misrepresentation of product or service,441100-Automotive Dealers,,,Puyallup,WA,10,10000584385
2019,Closed,22,Failure To Adjust/Refund,454100-Electronic Shopping & Mail Order Houses,,830 E Parkridge Ave,Corona,CA,16,16000543540
2015,Closed,206,Right To Cancel,513320-Telecommunications/Wireless,Telecommunications/Wireless,PO Box 169014,Irving,TX,30,30000471713
2016,Closed,206,Right To Cancel,513310-Wired Telecommunications Carriers,Wired Telecommunications Carriers,6704 N Nevada St Ste #6,Spokane,WA,30,30000496692
2019,Closed,13,Misrepresentation of product or service,713990-Amusement & Recreational Industries,,,Issaquah,WA,10,10000550566
2015,Closed,22,Failure To Adjust/Refund,532299-Rental (Consumer Goods),Rental (Consumer Goods),2727 N Central Ave,Phoenix,AZ,16,16000459388
2015,Closed,997,Employment Issue,713940-Fitness & Recreational Industries,Fitness & Recreational Industries,,,WA,183,183000475258
2019,Closed,999,Other/Miscellaneous,513200-Cable Networks & Program Distribution,,1323 34th Ave,Fife,WA,60,60000550939
2019,New,999,Other/Miscellaneous,621200-Offices of Dentists,,,Seattle,WA,60,60000546680
2020,Closed,206,Right To Cancel,513200-Cable Networks & Program Distribution,,2500 Broadway Fl 2,Santa Monica,CA,30,30000581924
2018,Closed,642,Landlord/Tenant - Residential,531311-Residential property managers (includes landlords),,,Oak Harbor,WA,159,159000538313
2017,Closed,301,Failure To Deliver/Perform,513320-Telecommunications/Wireless,,PO Box 7175,Pasadena,CA,33,33000510147
2018,New,999,Other/Miscellaneous,"560000-Admin. & support services (office admin., faciliti",,PO Box 610584,North Miami,FL,60,60000533622
2020,Closed,642,Landlord/Tenant - Residential,454100-Electronic Shopping & Mail Order Houses,,PO Box 81226,Seattle,WA,159,159000562819
2015,Closed,421,Repossession,441100-Automotive Dealers,Automotive Dealers,16200 Aurora Ave N,Shoreline,WA,48,48000463335
2017,New,999,Other/Miscellaneous,561450-Credit Bureaus,,,Atlanta,GA,60,60000514742
2020,Closed,996,COVID-19,481000-Air Transportation,,PO Box 68900,Seattle,WA,216,216000579135
2016,Closed,301,Failure To Deliver/Perform,522130-Credit Unions,Credit Unions,Attn: Carrie Davis,Seattle,WA,33,33000487411
2017,Closed,206,Right To Cancel,713940-Fitness & Recreational Industries,,18524 Bothell Everett Hwy,Bothell,WA,30,30000506067
2013,Closed,321,Unnecessary Repair/Service,531390-Timeshare exchange services,,,Loredo,TX,43,43000440394
2016,Closed,22,Failure To Adjust/Refund,721100-Travel Accomodations,,100 Fordham Rd Bldg C 2nd Fl,Wilmington,MA,16,16000489144
2020,Closed,999,Other/Miscellaneous,920000-Public Administration,,PO Box 9046,Olympia,WA,60,60000576950
2017,Closed,203,Internet & Mobile device based transaction,454100-Electronic Shopping & Mail Order Houses,,, Bohemia,NY,27,27000503317
2017,New,999,Other/Miscellaneous,990000-Unclassified Establishments,,,,  ,60,60000517295
2015,Closed,22,Failure To Adjust/Refund,454000-Nonstore Retailers,Nonstore Retailers,PO Box 91258,Bellevue,WA,16,16000468322
2021,New,999,Other/Miscellaneous,621500-Medical & Diagnostic Labs,,PO Box 2240,Burlington,NC,60,60000587430
2018,Closed,61,Phishing,993000-Phishing,,This is the ALL Major,,  ,111,111000533705
2018,Closed,7,Warranty,"335000-Electronic Equip., Appliance & Component Mfg'ring ",,1819 Central Ave S Ste 52,Kent,WA,6,6000528908
2020,Closed,443,Unsolicited Text Message,513320-Telecommunications/Wireless,,6955 S Morelos Pl,Chandler,AZ,165,165000574678
2018,Closed,422,Credit/Financing,441100-Automotive Dealers,,PO Box 1679,Vancouver,WA,49,49000541936
2021,New,999,Other/Miscellaneous,"335000-Electronic Equip., Appliance & Component Mfg'ring ",,,Washougal,WA,60,60000593656
2016,New,999,Other/Miscellaneous,993000,Phishing,This is the ALL Major,,  ,60,60000490393
2017,New,999,Other/Miscellaneous,"235000-Special trade Contractors (includes plumbers, elec",,13912 18th Ave E,Parkland,WA,60,60000520230
2017,Closed,27,Senior Exploitation,541100-Legal Services- Attorneys,,,Kennewick,WA,105,105000510453
2015,Closed,303,Questionable Quality Product/Service,511210-Software Publishers,Software Publishers,One Microsoft Wy,Redmond,WA,35,35000469118
2021,Closed,320,Unsatisfactory Repair/Service,441100-Automotive Dealers,,3701 E Valley Rd,Renton,WA,42,42000592926
2017,New,999,Other/Miscellaneous,561450-Credit Bureaus,,,Atlanta,GA,60,60000514378
2013,Closed,444,Foreclosure Issue,522390-Real Estate Loan Servicing,Real Estate Loan Servicing,1000 Samoset Dr,Newark,DE,155,155000427816
2021,New,999,Other/Miscellaneous,"235000-Special trade Contractors (includes plumbers, elec",,1595 Georgetown Rd Ste G,Hudson,OH,60,60000590624
2021,New,999,Other/Miscellaneous,454100-Electronic Shopping & Mail Order Houses,,PO Box 81226,Seattle,WA,60,60000594944
2019,Closed,303,Questionable Quality Product/Service,441310-Automotive Parts & Access. Stores - Retail,,233 S Patterson Ave,Springfield,MO,35,35000542609
2013,Closed,22,Failure To Adjust/Refund,812112-Beauty Salons,,,Olympia ,WA,16,16000427151
2015,Closed,13,Misrepresentation of product or service,513200-Cable Networks & Program Distribution,Cable Networks & Program Distribution,Office of the President,Dallas,TX,10,10000470426
2018,Closed,318,Charge:Service Not Performed/Product not delivered,812100-Personal Care Services,,2505 S 38th St #109,Tacoma,WA,40,40000538483
2020,New,999,Other/Miscellaneous,522110-Commercial Banking,,,,NY,60,60000580681
2015,Closed,442,Short Sale,454100-Electronic Shopping & Mail Order Houses,Electronic Shopping & Mail Order Houses,344 N Ogden Ave 4th Fl,Chicago,IL,189,189000461624
2021,Closed,996,COVID-19,722000-Restaurants and Bars,,,Seattle,WA,216,216000587795
2017,New,999,Other/Miscellaneous,513320-Telecommunications/Wireless,,6955 S Morelos Pl,Chandler,AZ,60,60000522702
2018,Closed,320,Unsatisfactory Repair/Service,"235000-Special trade Contractors (includes plumbers, elec",,,Marysville,WA,42,42000538297
2014,Closed,997,Employment Issue,454100-Electronic Shopping & Mail Order Houses,Electronic Shopping & Mail Order Houses,PO Box 81226,Seattle,WA,183,183000456799
2017,Closed,999,Other/Miscellaneous,561450-Credit Bureaus,,PO Box 105139,Atlanta,GA,60,60000510281
2019,Closed,316,Billing Issues,513200-Cable Networks & Program Distribution,,1323 34th Ave,Fife,WA,107,107000552450
2015,Closed,316,Billing Issues,513310-Wired Telecommunications Carriers,,,Midvale,ID,107,107000465263
2020,Closed,628,Rent raise,531311-Residential property managers (includes landlords),,,Spokane,WA,143,143000567174
2019,New,999,Other/Miscellaneous,513200-Cable Networks & Program Distribution,,1323 34th Ave,Fife,WA,60,60000544067
2018,Closed,19,Inadequate Disclosure,441100-Automotive Dealers,,3817 N Division St,Spokane,WA,13,13000541318
2018,Closed,403,Collection Activity (Fraudulent or mistaken ID),621500-Medical & Diagnostic Labs,,725 Canton St,Norwood,MA,177,177000529979
2015,Closed,997,Employment Issue,"235000-Special trade Contractors (includes plumbers, elec",,,Portland,OR,183,183000474242
2020,Closed,303,Questionable Quality Product/Service,811100-Automotive Repair & Maintenance,,10630 Evergreen Way,Everett,WA,35,35000572196
2019,Closed,303,Questionable Quality Product/Service,811100-Automotive Repair & Maintenance,,105 Decker Ct Ste 900,Irving,TX,35,35000556525
2017,Closed,316,Billing Issues,522291-Consumer Lending (includes Payday Lenders),,220 Lasley Ave,Wilkes-Barre,PA,107,107000500693
2019,Closed,443,Foreclosure Escalation,522390-Real Estate Loan Servicing,,PO Box 1077,Hartford,CT,192,192000542072
2015,Closed,998,Governement agency complaint,921190-Government (General),Government (General),810 Jefferson St SE,Olympia,WA,179,179000462315
2020,Closed,318,Charge:Service Not Performed/Product not delivered,454100-Electronic Shopping & Mail Order Houses,,,Vancouver,WA,40,40000570929
2015,Closed,642,Landlord/Tenant - Residential,531311-Residential property managers (includes landlords),Residential property managers (includes landlords),2829 Rucker Ave Ste 100,Everett,WA,159,159000470032
2019,New,999,Other/Miscellaneous,441100-Automotive Dealers,,,Wenatchee,WA,60,60000544790
2017,Closed,301,Failure To Deliver/Perform,"560000-Admin. & support services (office admin., faciliti",,4773 Mangels Blvd,Fairfield,CA,33,33000515589
2016,New,999,Other/Miscellaneous,513200,Cable Networks & Program Distribution,AT&T Office of the President,Dallas,TX,60,60000491856
