OpenedYear,Status,PracticeCode,PracticeName,NAICS,NAICS Name,BusinessStreetLine1,BusinessCity,BusinessState,PracticeId,id
2013,Closed,404,Collection Practices,561440-Collection Agencies,Collection Agencies,5005 W 81st Pl Ste 200,Westminster,CO,46,46000436508
2020,Closed,213,Free to Pay,454100-Electronic Shopping & Mail Order Houses,,,,  ,164,164000559742
2017,New,999,Other/Miscellaneous,441310-Automotive Parts & Access. Stores - Retail,,,Lynnwood,WA,60,60000519252
2018,Closed,320,Unsatisfactory Repair/Service,811212-Computer & office machine system repair & maintena,,,Lewiston ,ID,42,42000527033
2018,New,999,Other/Miscellaneous,541800-Advertising & Related Services (includes coupon bo,,113 Cherry St #33058,Seattle,WA,60,60000524421
2015,Closed,19,Inadequate Disclosure,513320-Telecommunications/Wireless,,,Yakima,WA,13,13000466787
2019,Closed,448,Student Loan Issue,990000-Unclassified Establishments,,,,  ,187,187000546459
2019,Closed,414,Tech Support Scam,999000-Tech Support Scam,,This is the ALL major,,  ,202,202000550348
2017,Closed,17,Imposter scam,993000-Phishing,,This is the ALL major,,  ,194,194000517887
2020,Closed,206,Right To Cancel,721100-Travel Accomodations,,,Seattle,WA,30,30000566850
2013,Closed,206,Right To Cancel,513310-Wired Telecommunications Carriers,Wired Telecommunications Carriers,1800 41st St Fl 5,Everett,WA,30,30000432694
2018,Closed,997,Employment Issue,"233000-General Contracting, building, & developing",,,Bellingham,WA,183,183000534063
2015,Closed,303,Questionable Quality Product/Service,441100-Automotive Dealers,Automotive Dealers,18225 Hwy 99 Ste A,Lynnwood,WA,35,35000460641
2014,Closed,625,Notice of rent increase,531190-MHU Use Only - MH landlord,MHU Use Only - MH landlord,201 Union Ave SE,Renton,WA,139,139000448359
2019,Closed,61,Phishing,990000-Unclassified Establishments,,,,  ,111,111000547877
2017,New,999,Other/Miscellaneous,445110-Supermarkets,,PO Box 523,Clackamas,OR,60,60000508084
2018,Closed,22,Failure To Adjust/Refund,"235000-Special trade Contractors (includes plumbers, elec",,,,  ,16,16000530736
2013,Closed,58,Telemarketing,561422-Telemarketing,Telemarketing,93 S Jackson St Ste 38-480,Seattle,WA,20,20000428588
2018,Closed,104,Non-Fulfillment,"233000-General Contracting, building, & developing",,2120 Bickford Ave,Snohomish,WA,23,23000541080
2013,Closed,320,Unsatisfactory Repair/Service,524000-Insurance Carriers & Related Activities,Insurance Carriers & Related Activities,,New York,NY,42,42000435985
2016,New,999,Other/Miscellaneous,325400-Pharmaceutical & Medicine Manufacturing,,One Johnson & Johnson Plaza,New Brunswick,NJ,60,60000487192
2019,New,999,Other/Miscellaneous,513320-Telecommunications/Wireless,,PO Box 169014,Irving,TX,60,60000556880
2019,New,999,Other/Miscellaneous,441100-Automotive Dealers,,,Spokane,WA,60,60000545375
2019,Closed,22,Failure To Adjust/Refund,522210-Credit Card Issuing,,1521 1st Ave S Ste 500 ,Seattle,WA,16,16000551556
2020,New,999,Other/Miscellaneous,518112-Internet Search Engines,,1600 Amphitheatre Pkwy,Mountain View,CA,60,60000564969
2017,Open,999,Other/Miscellaneous,561440-Collection Agencies,,3740 Beach Blvd Ste 307A,Jacksonville,FL,60,60000510430
2018,Closed,61,Phishing,993000-Phishing,,This is the ALL major,,  ,111,111000527872
2021,Closed,410,Discrimination,990000-Unclassified Establishments,,,,  ,47,47000594195
2020,Closed,18,Service Representation,541511-Website Design,,,Las Vegas,NV,12,12000583044
2015,Closed,316,Billing Issues,513320-Telecommunications/Wireless,Telecommunications/Wireless,6955 S Morelos Pl,Chandler,AZ,107,107000474301
2013,Closed,100,Misrepresentation of Terms,513320-Telecommunications/Wireless,Telecommunications/Wireless,PO Box 169014,Irving,TX,22,22000435206
2013,Closed,301,Failure To Deliver/Perform,454100-Electronic Shopping & Mail Order Houses,Electronic Shopping & Mail Order Houses,18710 Meridian E Ste 115-83,Puyallup,WA,33,33000440995
2017,Closed,410,Discrimination,713940-Fitness & Recreational Industries,,,Seattle,WA,47,47000501765
2020,Closed,318,Charge:Service Not Performed/Product not delivered,513310-Wired Telecommunications Carriers,,Operations Center,Mobile,AL,40,40000560994
2020,Closed,998,Governement agency complaint,922110-Courts,,,Morrilton,AR,179,179000572037
2019,Closed,26,Advertising,518210-Web Hosting,,,Newport Beach,CA,19,19000555579
2020,New,999,Other/Miscellaneous,"711300-Promoters of performing arts, sports & similar eve",,220 Nickerson St,Seattle,WA,60,60000582525
2019,New,999,Other/Miscellaneous,"511100-Newspaper, Periodicals, Book & Database Publishers",,219 1st Ave S Ste 220,Seattle,WA,60,60000549234
2019,New,999,Other/Miscellaneous,920000-Public Administration,,PO Box 45131,Olympia,WA,60,60000543470
2017,Open,201,Unsolicited Mail,511000-Publishing Industries,,1663 Liberty Dr Ste 200,Bloomington,IN,191,191000502961
2019,Closed,316,Billing Issues,513310-Wired Telecommunications Carriers,,6704 N Nevada St Ste #6,Spokane,WA,107,107000552974
2019,New,999,Other/Miscellaneous,990000-Unclassified Establishments,,,,  ,60,60000555067
2015,Closed,61,Phishing,993000-Phishing,Phishing,,,  ,111,111000464581
2013,Closed,444,Foreclosure Issue,522390-Real Estate Loan Servicing,,,Chelan,WA,155,155000440806
2018,Closed,316,Billing Issues,221000-Utilities,,,Silverdale,WA,107,107000531418
2018,New,999,Other/Miscellaneous,561450-Credit Bureaus,,PO Box 105139,Atlanta,GA,60,60000531592
2020,Closed,998,Governement agency complaint,920000-Public Administration,,600 Washington St SE,Olympia,WA,179,179000576799
2020,Closed,996,COVID-19,445110-Supermarkets,,1121 124th Ave NE,Bellevue,WA,216,216000583789
2017,Closed,999,Other/Miscellaneous,611000-Educational Services,,,West Hempstead,NY,60,60000512338
2021,New,999,Other/Miscellaneous,531311-Residential property managers (includes landlords),,,95113-1837,WA,60,60000592221
2017,Closed,206,Right To Cancel,513320-Telecommunications/Wireless,,PO Box 37380,Albuquerque,NM,30,30000498914
2018,Closed,18,Service Representation,452910-Warehouse Clubs & Superstores,,702 SW 8th St,Bentonville,AR,12,12000525763
2015,Closed,316,Billing Issues,522130-Credit Unions,Credit Unions,1418 15th Ave,Longview,WA,107,107000469773
2017,New,999,Other/Miscellaneous,"221300-Water, Sewage & Other Systems",,PO Box 336,Gig Harbor,WA,60,60000511777
2020,Closed,22,Failure To Adjust/Refund,811200-Electronic & Precision Equip. Repair & Maintenance,,1924 SW 110th St Ofc,Seattle,WA,16,16000577715
2014,Closed,642,Landlord/Tenant - Residential,531312-Non-residential property managers,,,Seattle,WA,159,159000453539
2015,Closed,203,Internet & Mobile device based transaction,454100-Electronic Shopping & Mail Order Houses,Electronic Shopping & Mail Order Houses,,Bayside Hills,NY,27,27000466710
2014,Closed,325,Property Seizure by Lien,"233000-General Contracting, building, & developing",,2522 N Proctor # 32,Tacoma,WA,45,45000449695
2019,Closed,60,Unauthorized Debit,513310-Wired Telecommunications Carriers,,6922 Hollywood Blvd 5th Fl,Los Angeles,CA,109,109000551636
2015,Closed,405,Credit Reporting Error,522390-Real Estate Loan Servicing,,,Lake Zurich,IL,108,108000463063
2016,Closed,316,Billing Issues,513200-Cable Networks & Program Distribution,Cable Networks & Program Distribution,1323 34th Ave,Fife,WA,107,107000492632
2020,Closed,301,Failure To Deliver/Perform,511210-Software Publishers,,1567 Highlands Dr NE Ste 1,Issaquah,WA,33,33000564427
2020,New,999,Other/Miscellaneous,561450-Credit Bureaus,,PO Box 105139,Atlanta,GA,60,60000562968
2020,New,999,Other/Miscellaneous,561710-Exterminating & pest control Services,,159 Pine Ave,Snohomish,WA,60,60000583645
2016,Closed,320,Unsatisfactory Repair/Service,811100-Automotive Repair & Maintenance,,,Lakewood,WA,42,42000482731
2018,Closed,444,Foreclosure Issue,522390-Real Estate Loan Servicing,,PO Box 10826,Greenville,SC,155,155000531762
2014,Closed,26,Advertising,513320-Telecommunications/Wireless,Telecommunications/Wireless,6955 S Morelos Pl,Chandler,AZ,19,19000446967
2013,Closed,303,Questionable Quality Product/Service,443000-Electronics/appliance stores,,,Muskegon,WI,35,35000436886
2019,Closed,100,Misrepresentation of Terms,443111-Household Appliance Stores,,11611 Airport Rd #B4,Everett,WA,22,22000553108
2016,Closed,203,Internet & Mobile device based transaction,454100-Electronic Shopping & Mail Order Houses,Electronic Shopping & Mail Order Houses,,Walnut,CA,27,27000494881
2018,Closed,999,Other/Miscellaneous,621300-Offices of Other Health Professionals,,1145 Broadway Plaza Ste 1150,Tacoma,WA,60,60000541275
2020,Closed,301,Failure To Deliver/Perform,531390-Timeshare exchange services,,1 Wapato Pt Pkwy,Manson,WA,33,33000576404
2019,Open,999,Other/Miscellaneous,621100-Office of Physicians,,PO Box 5299,Tacoma,WA,60,60000554596
2015,Closed,203,Internet & Mobile device based transaction,513200-Cable Networks & Program Distribution,Cable Networks & Program Distribution,1323 34th Ave,Fife,WA,27,27000461453
2018,Closed,22,Failure To Adjust/Refund,522390-Real Estate Loan Servicing,,26642 Towne Centre Dr,Foothill Ranch,CA,16,16000537123
2017,Closed,203,Internet & Mobile device based transaction,561510-Travel Agents,,1111 Expedia Group Way W,Seattle,WA,27,27000501982
2020,Closed,22,Failure To Adjust/Refund,523930-Financial Planning,,202 E Spokane Fls Blvd,Spokane,WA,16,16000583951
2013,Closed,58,Telemarketing,561422-Telemarketing,Telemarketing,,,CA,20,20000423568
2020,Closed,203,Internet & Mobile device based transaction,452910-Warehouse Clubs & Superstores,,999 Lake Dr,Issaquah,WA,27,27000561153
2018,Closed,203,Internet & Mobile device based transaction,518112-Internet Search Engines,,701 1st Ave,Sunnyvale,CA,27,27000534202
2020,Closed,414,Tech Support Scam,999000-Tech Support Scam,,This is the ALL major,,  ,202,202000581468
2015,Closed,998,Governement agency complaint,921190-Government (General),,PO Box 40220,Olympia,WA,179,179000460177
2020,Closed,998,Governement agency complaint,920000-Public Administration,,,Oklahoma City,OK,179,179000572535
2019,New,999,Other/Miscellaneous,"523999-Transfer Agents, securities:  Misc (Money Transfer",,2828 N Harwood St 15th Fl,Dallas,TX,60,60000545578
2014,Closed,26,Advertising,441100-Automotive Dealers,Automotive Dealers,200 SW 1st Ave #1400,Fort Lauderdale,FL,19,19000450367
2016,Closed,104,Non-Fulfillment,522390-Real Estate Loan Servicing,,,Lynnwood,WA,23,23000495724
2020,Closed,22,Failure To Adjust/Refund,492110-Couriers & Express Delivery Services,,55 Glenlake Pkwy NE Dept #1936,Atlanta,GA,16,16000583539
2019,New,999,Other/Miscellaneous,441100-Automotive Dealers,,1601 40th Ave Ct E,Fife,WA,60,60000547041
2018,New,999,Other/Miscellaneous,813990-Home and Condo owner associations,,,Port Orchard,WA,60,60000535440
2013,Closed,421,Repossession,441100-Automotive Dealers,Automotive Dealers,,Vancouver,WA,48,48000429151
2018,New,999,Other/Miscellaneous,811100-Automotive Repair & Maintenance,,7450 E Progress Pl,Greenwood Village,CO,60,60000535584
2020,New,999,Other/Miscellaneous,"711300-Promoters of performing arts, sports & similar eve",,220 Nickerson St,Seattle,WA,60,60000574414
2017,Closed,316,Billing Issues,622000-Hospitals,,,Seattle,WA,107,107000506358
2019,Closed,303,Questionable Quality Product/Service,441310-Automotive Parts & Access. Stores - Retail,,,Greenacres,WA,35,35000550730
2020,New,999,Other/Miscellaneous,561310-Employment Placement Agencies,,,Tysons,VA,60,60000575734
2021,New,999,Other/Miscellaneous,621200-Offices of Dentists,,401 Vly Mall Pkwy,East Wenatchee,WA,60,60000595299
2013,Closed,316,Billing Issues,531311-Residential property managers (includes landlords),Residential property managers (includes landlords),PO Box 2706,Lynnwood,WA,107,107000428247
2019,New,999,Other/Miscellaneous,441100-Automotive Dealers,,,Tempe,AZ,60,60000549361
2020,Closed,13,Misrepresentation of product or service,441100-Automotive Dealers,,3310 Slater Rd,Ferndale,WA,10,10000571347
2017,Closed,301,Failure To Deliver/Perform,513310-Wired Telecommunications Carriers,,308 S Akard St Rm 1110,Dallas,TX,33,33000510751
2018,Closed,642,Landlord/Tenant - Residential,531311-Residential property managers (includes landlords),,,Medical Lake,WA,159,159000534614
2014,Closed,997,Employment Issue,513320-Telecommunications/Wireless,Telecommunications/Wireless,8410 W Bryn Mawr Ave,Chicago,IL,183,183000453550
2013,Closed,320,Unsatisfactory Repair/Service,"560000-Admin. & support services (office admin., faciliti","Admin. & support services (office admin., faciliti",715 Seafarers Way Ste 201A,Anacortes,WA,42,42000440852
2019,Closed,104,Non-Fulfillment,541800-Advertising & Related Services (includes coupon bo,,8807 Oliver Rd,Pasco,WA,23,23000557516
2018,Closed,100,Misrepresentation of Terms,513200-Cable Networks & Program Distribution,,Office of the President,Dallas,TX,22,22000529909
2015,Closed,508,Unordered/Unsolicited Merchandise,454100-Electronic Shopping & Mail Order Houses,Electronic Shopping & Mail Order Houses,,,  ,50,50000476055
2019,New,999,Other/Miscellaneous,"235000-Special trade Contractors (includes plumbers, elec",,,Spanaway,WA,60,60000549790
2016,Closed,316,Billing Issues,513310-Wired Telecommunications Carriers,Wired Telecommunications Carriers,1800 41st St Fl 5,Everett,WA,107,107000492496
2020,Closed,301,Failure To Deliver/Perform,"711300-Promoters of performing arts, sports & similar eve",,220 Nickerson St,Seattle,WA,33,33000575257
2019,Closed,316,Billing Issues,621100-Office of Physicians,,,,WA,107,107000547803
2018,Closed,316,Billing Issues,513320-Telecommunications/Wireless,,1290-B E Arlington Blvd,Greenville,NC,107,107000539806
2014,Closed,62,Price Gouging,441100-Automotive Dealers,Automotive Dealers,1170 Commerce Ave,Longview,WA,116,116000445464
2019,Closed,104,Non-Fulfillment,441100-Automotive Dealers,,PO Box 867,Lynnwood,WA,23,23000552315
2019,New,999,Other/Miscellaneous,611000-Educational Services,,20 Channel Center St,Boston,MA,60,60000553623
2019,Closed,222,Advance Fee Fraud,993000-Phishing,,,,  ,114,114000546322
2014,Closed,206,Right To Cancel,513200-Cable Networks & Program Distribution,Cable Networks & Program Distribution,PO Box 9040,Littleton,CO,30,30000454883
2014,Closed,403,Collection Activity (Fraudulent or mistaken ID),990000-Unclassified Establishments,Unclassified Establishments,,,  ,177,177000447979
2018,Closed,26,Advertising,813300-Social Advocacy Organizations,,650 F St NW,Washington,DC,19,19000539163
2013,Closed,301,Failure To Deliver/Perform,454100-Electronic Shopping & Mail Order Houses,Electronic Shopping & Mail Order Houses,1200 Wilson Dr,West Chester,PA,33,33000427604
2017,Closed,303,Questionable Quality Product/Service,221200-Natural Gas Distribution,,,Olympia,WA,35,35000506339
2020,Closed,320,Unsatisfactory Repair/Service,513310-Wired Telecommunications Carriers,,9700 NW 112th Ave,Miami,FL,42,42000577473
2016,Closed,19,Inadequate Disclosure,441100-Automotive Dealers,Automotive Dealers,PO Box 44010,Tacoma,WA,13,13000478120
2014,Closed,316,Billing Issues,623000-Nursing & Residential Care Facilities,Nursing & Residential Care Facilities,5520 Bridgeport Wy W,University Place,WA,107,107000453592
2017,Closed,22,Failure To Adjust/Refund,443000-Electronics/appliance stores,,PO Box 9312,Minneapolis,MN,16,16000499795
2013,Closed,316,Billing Issues,522110-Commercial Banking,Commercial Banking,200 S 6th St,Minneapolis,MN,107,107000430402
2014,Closed,58,Telemarketing,561422-Telemarketing,Telemarketing,93 S Jackson St Ste 38-480,Seattle,WA,20,20000442737
2014,Closed,320,Unsatisfactory Repair/Service,811200-Electronic & Precision Equip. Repair & Maintenance,,,Spokane,WA,42,42000452083
2019,Closed,100,Misrepresentation of Terms,454100-Electronic Shopping & Mail Order Houses,,PO Box 81226,Seattle,WA,22,22000554779
2017,Closed,518,Unregistered or Unlicensed Business,"235000-Special trade Contractors (includes plumbers, elec",,,Seattle,WA,55,55000505895
2020,New,999,Other/Miscellaneous,522320-Financial Transaction Processing,,,Lacey,WA,60,60000577156
2013,Closed,316,Billing Issues,"235000-Special trade Contractors (includes plumbers, elec",,,Enumclaw,WA,107,107000427979
2016,Closed,316,Billing Issues,522210-Credit Card Issuing,Credit Card Issuing,PO Box 965031,Orlando,FL,107,107000487873
2016,Closed,28,Other Vulnerable Audience Exploitation,522390-Real Estate Loan Servicing,Real Estate Loan Servicing,1700 7th Ave Ste 2100,Seattle,WA,103,103000477740
2018,Closed,203,Internet & Mobile device based transaction,518112-Internet Search Engines,,1600 Amphitheatre Pkwy,Mountain View,CA,27,27000540351
2019,Closed,316,Billing Issues,562000-Waste Management Services,,720 4th Ave Ste 400,Kirkland,WA,107,107000543941
2013,Closed,301,Failure To Deliver/Perform,"444000-Building materials (incl. plumbing stores), garden",,,Houston,TX,33,33000436852
2019,Closed,316,Billing Issues,513320-Telecommunications/Wireless,,,Covington,GA,107,107000557050
2017,Closed,58,Telemarketing,524000-Insurance Carriers & Related Activities,,"Regulatory Consumer Affairs, MN014-E300",Minnetonka,MN,20,20000501146
2020,Closed,22,Failure To Adjust/Refund,531390-Timeshare exchange services,,6277 Sea Harbor Dr,Orlando,FL,16,16000577301
2016,Closed,203,Internet & Mobile device based transaction,481000-Air Transportation,Air Transportation,PO Box 619612 MD2400,Fort Worth,TX,27,27000494805
2013,Closed,320,Unsatisfactory Repair/Service,621200-Offices of Dentists,,,Tacoma,WA,42,42000438326
2020,Closed,22,Failure To Adjust/Refund,452910-Warehouse Clubs & Superstores,,702 SW 8th St,Bentonville,AR,16,16000566369
2016,Closed,316,Billing Issues,513200-Cable Networks & Program Distribution,Cable Networks & Program Distribution,1323 34th Ave,Fife,WA,107,107000494813
2015,Closed,212,Spyware / Malware,811212-Computer & office machine system repair & maintena,Computer & office machine system repair & maintena,12 Desbrosses St 3rd Fl,New York,NY,113,113000477249
2019,Closed,58,Telemarketing,561422-Telemarketing,,,,  ,20,20000545536
2013,Closed,316,Billing Issues,513320-Telecommunications/Wireless,Telecommunications/Wireless,PO Box 37380,Albuquerque,NM,107,107000424318
2017,Closed,212,Spyware / Malware,811212-Computer & office machine system repair & maintena,,,,WA,113,113000510402
2015,Closed,320,Unsatisfactory Repair/Service,812100-Personal Care Services,,,Marysville,WA,42,42000470733
2017,New,999,Other/Miscellaneous,561440-Collection Agencies,,1215 120th Ave NE Ste #101,Bellevue,WA,60,60000519112
2020,New,999,Other/Miscellaneous,561450-Credit Bureaus,,PO Box 105139,Atlanta,GA,60,60000578231
2013,Closed,301,Failure To Deliver/Perform,811100-Automotive Repair & Maintenance,,,Tacoma,WA,33,33000425278
2014,Closed,58,Telemarketing,454300-Direct Selling Establishments (including home fuel,Direct Selling Establishments (including home fuel,,,  ,20,20000455304
2014,Closed,303,Questionable Quality Product/Service,441100-Automotive Dealers,Automotive Dealers,16004 Aurora Ave N,Seattle,WA,35,35000456357
2019,Closed,203,Internet & Mobile device based transaction,454100-Electronic Shopping & Mail Order Houses,,PO Box 81226,Seattle,WA,27,27000544377
2021,New,999,Other/Miscellaneous,"233000-General Contracting, building, & developing",,,Graham ,WA,60,60000590599
2017,Closed,316,Billing Issues,611000-Educational Services,,709 Mall Blvd,Savannah,GA,107,107000500052
2020,Closed,996,COVID-19,481000-Air Transportation,,300 Jericho Quadrangle #130,Jericho,NY,216,216000573295
2020,New,999,Other/Miscellaneous,611000-Educational Services,,PO Box 69184,Harrisburg,PA,60,60000565670
2018,Closed,303,Questionable Quality Product/Service,336111-Automobile Manufacturing,,P-3C,Franklin,TN,35,35000532460
2017,Closed,316,Billing Issues,561620-Security Systems (including locksmiths),,1280 S 800 E Ste 200,Orem,UT,107,107000508035
2019,Closed,404,Collection Practices,561440-Collection Agencies,,2245 152nd Ave NE,Redmond,WA,46,46000548355
2015,Closed,22,Failure To Adjust/Refund,518210-Web Hosting,Web Hosting,9840 Willows Rd NE Ste 100,Redmond,WA,16,16000467171
2020,New,999,Other/Miscellaneous,920000-Public Administration,,106 2nd St SE,Yelm,WA,60,60000580052
2020,Closed,996,COVID-19,812930-Parking Lots & Garages,,500 108th Ave NE #A100  ,Bellevue,WA,216,216000577798
2017,Closed,316,Billing Issues,621500-Medical & Diagnostic Labs,,PO Box 1535,Tacoma,WA,107,107000501217
2018,Closed,301,Failure To Deliver/Perform,524000-Insurance Carriers & Related Activities,,199909 120th Ave NE Ste 200,Bothell,WA,33,33000529786
2016,Closed,13,Misrepresentation of product or service,441100-Automotive Dealers,Automotive Dealers,6027 S Tacoma Wy,Tacoma,WA,10,10000478663
2017,Closed,701,Homeowner/Condo Association complaint or concern,813990-Home and Condo owner associations,,,Bellevue,WA,181,181000519443
2016,Closed,404,Collection Practices,561440-Collection Agencies,Collection Agencies,PO Box 821330,Vancouver,WA,46,46000493123
2016,Closed,301,Failure To Deliver/Perform,488400-Motor Vehicle Towing,Motor Vehicle Towing,1022 S 30th St,Tacoma,WA,33,33000479616
2018,Closed,303,Questionable Quality Product/Service,"235000-Special trade Contractors (includes plumbers, elec",,315 Grand Blvd Ste 100,Vancouver,WA,35,35000526712
2015,Closed,13,Misrepresentation of product or service,"115210-Breeders, Stables and Livestock Boarding","Breeders, Stables and Livestock Boarding",20730 95th Ave SE,Snohomish,WA,10,10000467046
2013,Closed,421,Repossession,441100-Automotive Dealers,Automotive Dealers,7401 S Tacoma Wy,Tacoma,WA,48,48000431443
2013,Closed,316,Billing Issues,621100-Office of Physicians,,,Redmond,WA,107,107000435856
2017,Closed,999,Other/Miscellaneous,522390-Real Estate Loan Servicing,,Office of the Consumer Ombudsman,Orlando,FL,60,60000512290
2013,Closed,203,Internet & Mobile device based transaction,454100-Electronic Shopping & Mail Order Houses,Electronic Shopping & Mail Order Houses,127 Broadway E,Seattle,WA,27,27000424508
2020,Closed,203,Internet & Mobile device based transaction,990000-Unclassified Establishments,,,,  ,27,27000582824
2016,Closed,316,Billing Issues,621300-Offices of Other Health Professionals,,,Everett,WA,107,107000486081
2017,Closed,22,Failure To Adjust/Refund,"238220-Duct Cleaning, Heating and Air-Conditioning",,4227 S Meridian #250,Puyallup,WA,16,16000511050
2018,New,999,Other/Miscellaneous,621100-Office of Physicians,,,Puyallup,WA,60,60000529739
2020,Closed,301,Failure To Deliver/Perform,454100-Electronic Shopping & Mail Order Houses,,16120 Woodinville Redmond Rd NE #15A,Woodinville,WA,33,33000579797
2014,Closed,60,Unauthorized Debit,454100-Electronic Shopping & Mail Order Houses,,,Santa Ana,CA,109,109000455738
2014,Closed,303,Questionable Quality Product/Service,336111-Automobile Manufacturing,Automobile Manufacturing,PO Box 21-8004,Auburn Hills,MI,35,35000458685
2020,Closed,316,Billing Issues,561510-Travel Agents,,135 W 50th St Ste 500,New York,NY,107,107000560361
2018,Closed,404,Collection Practices,561440-Collection Agencies,,,,  ,46,46000534216
2018,Closed,316,Billing Issues,532000-Rental & leasing services,,PO Box 626,San Francisco,CA,107,107000539248
2020,Closed,203,Internet & Mobile device based transaction,514191-Internet service providers/info. services (doesn't,,Regulatory Compliance - Dept 5771,Sterling,VA,27,27000581362
2015,Closed,213,Free to Pay,454100-Electronic Shopping & Mail Order Houses,,,Cheyenne,WY,164,164000474503
2018,Closed,301,Failure To Deliver/Perform,454100-Electronic Shopping & Mail Order Houses,,PO Box 81226,Seattle,WA,33,33000534873
2018,Closed,316,Billing Issues,513320-Telecommunications/Wireless,,6955 S Morelos Pl,Chandler,AZ,107,107000542125
2015,Closed,642,Landlord/Tenant - Residential,531311-Residential property managers (includes landlords),Residential property managers (includes landlords),2405 N 202nd Pl,Shoreline,WA,159,159000473849
2018,New,999,Other/Miscellaneous,513320-Telecommunications/Wireless,,PO Box 601119,Dallas,TX,60,60000537404
2015,Closed,405,Credit Reporting Error,522110-Commercial Banking,Commercial Banking,PO Box 6000,Sioux Falls,SD,108,108000466261
2018,Closed,203,Internet & Mobile device based transaction,518210-Web Hosting,,12101 Tukwila International Blvd #320 ,Seattle,WA,27,27000540874
2021,New,999,Other/Miscellaneous,990000-Unclassified Establishments,,,,  ,60,60000590424
2016,Closed,27,Senior Exploitation,513200-Cable Networks & Program Distribution,Cable Networks & Program Distribution,1323 34th Ave,Fife,WA,105,105000480053
2015,Closed,642,Landlord/Tenant - Residential,531311-Residential property managers (includes landlords),Residential property managers (includes landlords),9601 Provost Rd NW Ste 201,Silverdale,WA,159,159000471541
2020,Closed,999,Other/Miscellaneous,454100-Electronic Shopping & Mail Order Houses,,6100 4th Ave S Ste 500,Seattle,WA,60,60000574016
2021,Closed,17,Imposter scam,990000-Unclassified Establishments,,,,  ,194,194000588092
2016,Closed,301,Failure To Deliver/Perform,811100-Automotive Repair & Maintenance,,,Monroe,WA,33,33000479486
2018,Open,629,General maintenance,531190-MHU Use Only - MH landlord,,2100 Iron St,Bellingham,WA,144,144000540207
2018,Closed,997,Employment Issue,485000-Transit & ground passenger transportation,,14120 Tukwila International Blvd,Tukwila,WA,183,183000531090
2020,New,999,Other/Miscellaneous,513200-Cable Networks & Program Distribution,,1323 34th Ave,Fife,WA,60,60000586151
2015,Closed,316,Billing Issues,513200-Cable Networks & Program Distribution,Cable Networks & Program Distribution,1323 34th Ave,Fife,WA,107,107000461080
2018,Closed,403,Collection Activity (Fraudulent or mistaken ID),561440-Collection Agencies,,This is the ALL major,,  ,177,177000529593
2014,Closed,633,Permanent residence RVs,531190-MHU Use Only - MH landlord,,740 W Washington St,Sequim,WA,148,148000450626
2014,Closed,61,Phishing,993000-Phishing,,,,  ,111,111000451745
2017,New,999,Other/Miscellaneous,513310-Wired Telecommunications Carriers,,999 Main St 9th Fl,Boise,ID,60,60000500240
2021,Closed,13,Misrepresentation of product or service,"560000-Admin. & support services (office admin., faciliti",,1420 Marvin Rd NE Ste C #348,Lacey,WA,10,10000589900
2020,Closed,996,COVID-19,"711300-Promoters of performing arts, sports & similar eve",,220 Nickerson St,Seattle,WA,216,216000571639
2020,New,999,Other/Miscellaneous,812199-Dating Clubs and Social Networking,,,"Vaughan, Ontario Canada",  ,60,60000561425
2019,Closed,303,Questionable Quality Product/Service,561710-Exterminating & pest control Services,,,,  ,35,35000545223
2021,Closed,100,Misrepresentation of Terms,484210-Moving Companies,,,Mission,KS,22,22000590328
2020,New,996,COVID-19,511210-Software Publishers,,1567 Highlands Dr NE Ste 1,Issaquah,WA,216,216000568907
2014,Closed,203,Internet & Mobile device based transaction,452000-General Merchandise Stores,General Merchandise Stores,3333 Beverly Rd,Hoffman Estates,IL,27,27000454432
2021,New,999,Other/Miscellaneous,511210-Software Publishers,,275 7th Ave,New York,NY,60,60000593832
2018,Closed,316,Billing Issues,513310-Wired Telecommunications Carriers,,6704 N Nevada St Ste #6,Spokane,WA,107,107000542077
2015,Closed,18,Service Representation,561620-Security Systems (including locksmiths),Security Systems (including locksmiths),1990 Wittington Pl,Farmers Branch,TX,12,12000463752
2019,Closed,316,Billing Issues,621100-Office of Physicians,,PO Box 35191,Seattle,WA,107,107000545408
2019,New,999,Other/Miscellaneous,522310-Mortgage Brokers,,,Studio City,CA,60,60000543990
2018,Closed,999,Other/Miscellaneous,511000-Publishing Industries,,200 Commonwealth Dr Ste 200,Cary,NC,60,60000526965
2016,Closed,61,Phishing,993000-Phishing,Phishing,,,  ,111,111000491292
2019,Closed,448,Student Loan Issue,522291-Consumer Lending (includes Payday Lenders),,220 Lasley Ave,Wilkes-Barre,PA,187,187000559180
2015,Closed,203,Internet & Mobile device based transaction,454100-Electronic Shopping & Mail Order Houses,Electronic Shopping & Mail Order Houses,,,WA,27,27000462067
2018,Closed,410,Discrimination,813300-Social Advocacy Organizations,,,Olympia,WA,47,47000541082
2019,Closed,7,Warranty,336111-Automobile Manufacturing,,PO Box 1270,Melbourne,FL,6,6000544741
2017,Closed,58,Telemarketing,561422-Telemarketing,,,,  ,20,20000511607
2013,Closed,28,Other Vulnerable Audience Exploitation,522130-Credit Unions,,2400 Evergreen Pk Dr SW,Olympia,WA,103,103000440836
2021,Closed,203,Internet & Mobile device based transaction,454100-Electronic Shopping & Mail Order Houses,,PO Box 81226,Seattle,WA,27,27000590191
