PlaceRef,PropDesc,RateableVal,AccountName,LiabStart,PropAddress1,PropAddress2,PropAddress3,PropAddress4,PropAddress5,PropPostCode,Address1,Address2,Address3,Address4,Address5,PostCode,MandRlfCd,DiscRlfCd,AddRlfCd,MandRlf,DiscRlf,AdditionalRlf,SBRRlf,TRDisc/SSBCd,TRDisc/SSBAmt
715003929,OFFICES AND PREMISES,2550,IMS EURO LTD,16/11/2018,BLOCK 47 F3 & F5,EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0RT,BUILDING 47,EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0XA,,,,0.0,0.0,0.0,0.0,,0.0
715008299,WAREHOUSE AND PREMISES,11500,IMS EURO LTD,05/09/2016,BLOCK 50,EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0XA,BUILDING 47,EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0XA,,,,0.0,0.0,0.0,0.0,,0.0
715008289,WAREHOUSE AND PREMISES,11500,IMS EURO LTD,01/03/2016,BLOCK 51,EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0XA,BUILDING 47,EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0XA,,,,0.0,0.0,0.0,0.0,,0.0
715002929,WORKSHOP,7400,IMS EURO LTD,01/08/2017,BLOCK 52 G1,EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0RT,BUILDING 47,EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0XA,,,,0.0,0.0,0.0,0.0,,0.0
715002939,WORKSHOP,2700,IMS EURO LTD,01/08/2017,BLOCK 52 G2,EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0RT,BUILDING 47,EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0XA,,,,0.0,0.0,0.0,0.0,,0.0
715008279,STORAGE CONTAINER,300,IMS EURO LTD,01/03/2016,IMS EURO CONTAINER,EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0RT,BUILDING 47,EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0XA,,,,0.0,0.0,0.0,0.0,,0.0
715008269,STORAGE CONTAINERS,2125,IMS EURO LTD,01/03/2016,IMS EURO STORAGE CONTAINERS (14),EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0RT,BUILDING 47,EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0XA,,,,0.0,0.0,0.0,0.0,,0.0
715011419,WAREHOUSE AND PREMISES,20750,IMS EURO LTD,14/02/2018,REAR UNIT SOUTH SIDE EUROPEAN LAMINATE GLASS,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,,SK3 0SA,BUILDING 47,EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0XA,,,,0.0,0.0,0.0,0.0,,0.0
715005199,OFFICES AND PREMISES,8700,CBD ULTRA LTD,01/12/2018,T3 A BLOCK 67,EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0RT,T3 A BLOCK 67,EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0RT,,,,0.0,0.0,0.0,4341.3,,0.0
715005189,OFFICES AND PREMISES,6000,CBD SPORT LTD,01/12/2018,T3 B BLOCK 67,EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0RT,T3 B BLOCK 67,EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0RT,,,,0.0,0.0,0.0,2994.0,,0.0
715008219,OFFICES AND PREMISES,60000,SANTIAGO HOLDINGS LTD,29/07/2016,HOPE HOUSE UNIT B2,HERCULES OFFICE PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0UX,HOPE HOUSE UNIT B2,HERCULES OFFICE PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0UX,,,,0.0,0.0,0.0,0.0,,0.0
715008239,OFFICES AND PREMISES,111000,DSG FINANCIAL SERVICES LTD,05/10/2015,UNIT E,HERCULES OFFICE PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0UX,UNIT E,HERCULES OFFICE PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0UX,,,,0.0,0.0,0.0,0.0,,0.0
715000019,WAREHOUSE AND PREMISES,22750,JOINERY STOCKISTS LTD,11/11/2014,UNIT BE,MCKENZIE IND ESTATE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0XB,UNIT BE,MCKENZIE IND ESTATE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0SB,,,,0.0,0.0,0.0,0.0,,0.0
715011259,WORKSHOP AND PREMISES,2375,MARK STEELES DEVELOPMENTS LTD,01/04/2016,UNIT 2F,MCKENZIE INDUSTRIAL ESTATE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0SB,UNIT 2F,MCKENZIE INDUSTRIAL ESTATE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0SB,,,,0.0,0.0,0.0,1185.13,,0.0
715016089,OFFICES WORKSHOP AND PREMISES,74000,CAE TRAINING & SERVICES UK LTD,01/03/2019,PT UNIT 2,ORION BUSINESS CENTRE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0RS,PART UNIT 2,ORION BUS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0RS,,,,0.0,0.0,0.0,0.0,,0.0
715016079,OFFICES WORKSHOP AND PREMISES,257500,CAE TRAINING & SERVICES UK LTD,01/03/2019,PART UNIT 2,ORION BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0RS,PART UNIT 2,ORION BUS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0RS,,,,0.0,0.0,0.0,0.0,,0.0
715011549,CAR PARKING SPACES,4500,WORLEY GROUP UK LTD,22/07/2019,18 CAR SPACES,1ST FLOOR PARK SQUARE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0AA,FAO FACILITY LEAD,PARK SQUARE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0XF,,,,0.0,0.0,0.0,0.0,,0.0
715011499,CAR PARKING SPACES,6000,WORLEY GROUP UK LTD,29/05/2019,JACOBS 24 CAR SPACES,1ST FLOOR PARK SQUARE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0AA,FAO FACILITY LEAD,PARK SQUARE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0XF,,,,0.0,0.0,0.0,0.0,,0.0
715010949,CAR PARKING SPACES,30000,WORLEY GROUP UK LTD,29/05/2019,JACOBS 2ND FLR CAR SPACES 120,PARK SQUARE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0AA,FAO FACILITY LEAD,PARK SQUARE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0XF,,,,0.0,0.0,0.0,0.0,,0.0
715010939,CAR PARKING SPACES,30000,WORLEY GROUP UK LTD,29/05/2019,JACOBS 3RD FLR CAR SPACES 120,PARK SQUARE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0AA,FAO FACILITY LEAD,PARK SQUARE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0XF,,,,0.0,0.0,0.0,0.0,,0.0
715010929,CAR PARKING SPACES,30000,WORLEY GROUP UK LTD,29/05/2019,JACOBS 4TH FLR CAR SPACES 120,PARK SQUARE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0AA,FAO FACILITY LEAD,PARK SQUARE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0XF,,,,0.0,0.0,0.0,0.0,,0.0
715010919,CAR PARKING SPACES,30750,WORLEY GROUP UK LTD,29/05/2019,JACOBS 5TH FLR CAR SPACES 123,PARK SQUARE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0AA,FAO FACILITY LEAD,PARK SQUARE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0XF,,,,0.0,0.0,0.0,0.0,,0.0
715010769,CAR PARKING SPACE,250,WORLEY GROUP UK LTD,29/05/2019,JACOBS CAR SPACE DISABLED 1,PARK SQUARE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0AA,FAO FACILITY LEAD,PARK SQUARE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0XF,,,,0.0,0.0,0.0,0.0,,0.0
715010749,CAR PARKING SPACE,2750,WORLEY GROUP UK LTD,29/05/2019,JACOBS CAR SPACES 11,PARK SQUARE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0AA,FAO FACILITY LEAD,PARK SQUARE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0XF,,,,0.0,0.0,0.0,0.0,,0.0
715010759,CAR PARKING SPACE,4750,WORLEY GROUP UK LTD,29/05/2019,JACOBS CAR SPACES 19,PARK SQUARE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0AA,FAO FACILITY LEAD,PARK SQUARE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0XF,,,,0.0,0.0,0.0,0.0,,0.0
715010969,CAR PARKING SPACES,10500,WORLEY GROUP UK LTD,29/05/2019,JACOBS GND FLR CAR SPACES 42,PARK SQUARE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0AA,FAO FACILITY LEAD,PARK SQUARE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0XF,,,,0.0,0.0,0.0,0.0,,0.0
715010979,CAR PARKING SPACES,1500,WORLEY GROUP UK LTD,29/05/2019,JACOBS GND FLR CAR SPACES 6,PARK SQUARE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0AA,FAO FACILITY LEAD,PARK SQUARE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0XF,,,,0.0,0.0,0.0,0.0,,0.0
715010719,CAR PARKING SPACE,13250,MYCSP LTD,01/05/2015,MYCSP CAR SPACES,53 PARK SQUARE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0AA,PART 1ST FLOOR,PARK SQUARE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0AA,,,,0.0,0.0,0.0,0.0,,0.0
715010709,CAR PARKING SPACE,250,MYCSP LTD,01/05/2015,MYCSP CAR SPACE DISABLED 1,PARK SQUARE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0AA,PART 1ST FLOOR,PARK SQUARE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0AA,,,,0.0,0.0,0.0,0.0,,0.0
715011329,CAR PARKING SPACES,750,MYCSP LTD,20/02/2017,MYCSP CAR SPACES 3,PARK SQUARE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0AA,PART 1ST FLOOR,PARK SQUARE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0AA,,,,0.0,0.0,0.0,0.0,,0.0
715011319,CAR PARKING SPACES,8000,MYCSP LTD,20/02/2017,MYCSP CAR SPACES 32,PARK SQUARE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0AA,PART 1ST FLOOR,PARK SQUARE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0AA,,,,0.0,0.0,0.0,0.0,,0.0
715010699,CAR PARKING SPACE,2000,MYCSP LTD,01/05/2015,MYCSP CAR SPACES 8,PARK SQUARE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0AA,PART 1ST FLOOR,PARK SQUARE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0AA,,,,0.0,0.0,0.0,0.0,,0.0
715010409,OFFICES AND PREMISES,69500,MYCSP LTD,11/04/2013,PART 1ST FLOOR PARK SQUARE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,,SK3 0AA,PART 1ST FLOOR,PARK SQUARE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0AA,,,,0.0,0.0,0.0,0.0,,0.0
715010659,CAR PARKING SPACE,3500,ON THE BEACH LTD,01/04/2015,ON THE BEACH CAR SPACES 14,PARK SQUARE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0AA,PART GROUND FLOOR,PARK SQUARE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0AA,,,,0.0,0.0,0.0,0.0,,0.0
715010619,CAR PARKING SPACE,13500,ON THE BEACH LTD,01/04/2015,ON THE BEACH CAR SPACES 54,PARK SQUARE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0AA,PART GROUND FLOOR,PARK SQUARE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0AA,,,,0.0,0.0,0.0,0.0,,0.0
715010649,CAR PARKING SPACE,1500,ON THE BEACH LTD,01/04/2015,ON THE BEACH CAR SPACES 6,PARK SQUARE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0AA,PART GROUND FLOOR,PARK SQUARE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0AA,,,,0.0,0.0,0.0,0.0,,0.0
715010149,CAR PARKING SPACES,10750,ON THE BEACH LTD,10/11/2015,ON THE BEACH GND FLR CAR SPACES 43,PARK SQUARE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0AA,PART GROUND FLOOR,PARK SQUARE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0AA,,,,0.0,0.0,0.0,0.0,,0.0
715010519,OFFICES AND PREMISES,124000,ON THE BEACH LTD,05/10/2012,PART GROUND FLOOR,PARK SQUARE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0AA,PART GROUND FLOOR,PARK SQUARE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0AA,,,,0.0,0.0,0.0,0.0,,0.0
9932005019,OFFICES AND PREMISES,37250,PURE INNOVATIONS LTD,01/06/2017,GROUND FLOOR UNIT 5,RHINO COURT,STATION VIEW,HAZEL GROVE,STOCKPORT,SK7 5ER,FINANCE DEPARTMENT,SANDERLING BUILDING,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0RF,MAN,,,15257.6,0.0,0.0,0.0,,0.0
2787002099,CAFE AND PREMISES,20500,PURE INNOVATIONS LTD,20/01/2020,CAFE AT,CORNERSTONE,2 EDWARD STREET,MIDDLE HILLGATE,STOCKPORT,SK1 3NQ,FINANCE DEPARTMENT,SANDERLING BUILDING,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0RF,MAN,,RETDSC,8396.8,0.0,2099.2,0.0,,0.0
6256089009,OFFICES AND PREMISES,17750,PURE INNOVATIONS LTD,01/01/2017,89 OLD ROAD,HEATON NORRIS,STOCKPORT,,,SK4 1TE,FINANCE DEPARTMENT,SANDERLING BUILDING,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0RF,MAN,,,7270.4,0.0,0.0,0.0,,0.0
715011009,WORKSHOP OFFICE AND PREMISES,11750,SILVERWOOD GRINDING LTD,14/07/2006,UNIT 2 MCKENZIE INDUSTRIAL PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,,SK3 0SB,UNIT 2,MCKENZIE INDUSTRIAL PARK,BIRDHALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0SB,,,,0.0,0.0,0.0,5863.25,,0.0
72010009,WAREHOUSE OFFICE AND PREMISES,19750,DYER ENVIROMENTAL CONTROLS LTD,01/02/2003,UNIT 10,ASHURST DRIVE,LAWNHURST TRADING ESTATE,CHEADLE HEATH,STOCKPORT,SK3 0SD,UNIT 10,ASHURST DRIVE,LAWNHURST TRADING ESTATE,CHEADLE HEATH,STOCKPORT,SK3 0SD,,,,0.0,0.0,0.0,0.0,,0.0
212099029,SECONDARY AGGREGATE PROCESSING PLANT AND PREMISES,71000,TOTALLY LOCAL COMPANY LIMITED,01/04/2007,ECO CENTRE,ADSWOOD ROAD,CHEADLE HULME,CHEADLE,,SK8 5QA,1.16622E+16,ENTERPRISE HOUSE OAKHURST DRIVE,OFF BIRDHALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0XT,,,,0.0,0.0,0.0,0.0,,0.0
4953015369,OFFICE AND PREMISES,2475,WILKINSON COWAN PARTNERSHIP LTD,01/06/2019,OFFICE 1,1ST FLOOR,15-17 LADYBRIDGE ROAD,CHEADLE HULME,CHEADLE,SK8 5BL,OFFICE 1,1ST FLOOR,15-17 LADYBRIDGE ROAD,CHEADLE HULME,CHEADLE,SK8 5BL,,,,0.0,0.0,0.0,0.0,,0.0
4953015209,OFFICES AND PREMISES,2000,PERCEPTIONS SALES & MARKETING LTD,18/06/2007,OFFICE 4,2ND FLOOR,15-17 LADYBRIDGE ROAD,CHEADLE HULME,CHEADLE,SK8 5BL,OFFICE 4,2ND FLOOR,15-17 LADYBRIDGE ROAD,CHEADLE HULME,CHEADLE,SK8 5BL,,,,0.0,0.0,0.0,998.0,,0.0
4953016169,OFFICES AND PREMISES,1875,ADDISON ELECTRICAL CONTRACTING LIMITED,20/07/2015,OFFICE 6,2ND FLOOR,15-17 LADYBRIDGE ROAD,CHEADLE HULME,CHEADLE,SK8 5BL,OFFICE 6,2ND FLOOR,15-17 LADYBRIDGE ROAD,CHEADLE HULME,CHEADLE,SK8 5BL,,,,0.0,0.0,0.0,935.63,,0.0
3517016039,OFFICES AND PREMISES,9100,PLASTER PLUS INTERIORS LTD,29/08/2017,GROUND FLOOR,GROSVENOR HOUSE,16 GROSVENOR ROAD,CHEADLE HULME,CHEADLE,SK8 5QJ,GROUND FLOOR,GROSVENOR HOUSE,16 GROSVENOR ROAD,CHEADLE HULME,CHEADLE,SK8 5QJ,,,,0.0,0.0,0.0,4540.9,,0.0
7376051149,WORKSHOP AND PREMISES,1375,JAK CONSTRUCTION LTD,04/03/2019,UNIT 2,THE COURTYARD,51 STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7AA,UNIT 2,THE COURTYARD,51 STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7AA,,,,0.0,0.0,0.0,686.13,,0.0
6257014029,WAREHOUSE AND PREMISES,75500,HAMILTON PHARMACEUTICAL LTD,27/01/2014,UNITS 14 & 15,LAWNHURST TRADING ESTATE,BIRD HALL LANE,CHEADLE HULME,CHEADLE,SK3 0XT,UNITS 14 & 15,LAWNHURST TRADING ESTATE,BIRD HALL LANE,CHEADLE HULME,CHEADLE,SK3 0XT,,,,0.0,0.0,0.0,0.0,,0.0
715011109,WORKSHOP OFFICES AND PREMISES,37000,WINDMILL TAPES LTD,01/04/1990,6,MCKENZIE INDUSTRIAL  ESTATE,BIRD HALL LANE,CHEADLE HULME,STOCKPORT,SK3 0SB,6,MCKENZIE INDUSTRIAL  ESTATE,BIRD HALL LANE,CHEADLE HULME,STOCKPORT,SK3 0SB,,,,0.0,0.0,0.0,0.0,,0.0
715001049,FACTORY OFFICE AND PREMISES,78500,WINDMILL TAPES LTD,13/11/2013,58 MCKENZIE IND ESTATE,BIRD HALL LANE,STOCKPORT,,,SK3 0SB,6,MCKENZIE INDUSTRIAL  ESTATE,BIRD HALL LANE,CHEADLE HULME,STOCKPORT,SK3 0SB,,,,0.0,0.0,0.0,0.0,,0.0
2543000269,RETAIL UNIT AND PREMISES,7100,HOUSEOFHOORAYCHESHIRE LTD,31/08/2018,G001 UNIT 3A,STANLEY GREEN TRADING ESTATE,DUKE AVENUE,CHEADLE HULME,CHEADLE,SK8 6QY,G001 UNIT 3A,STANLEY GREEN TRADING ESTATE,DUKE AVENUE,CHEADLE HULME,CHEADLE,SK8 6QY,,,,0.0,0.0,0.0,3542.9,,0.0
2543000279,RETAIL UNIT AND PREMISES,7100,SCZ ELECTRICAL SERVICES LIMITED,10/02/2020,G002 UNIT 3A,STANLEY GREEN TRADING ESTATE,DUKE AVENUE,CHEADLE HULME,CHEADLE,SK8 6QY,G002 UNIT 3A,STANLEY GREEN TRADING ESTATE,DUKE AVENUE,CHEADLE HULME,CHEADLE,SK8 6QY,,,,0.0,0.0,0.0,3542.9,,0.0
2543000239,RETAIL UNIT AND PREMISES,6900,JOLA BLINDS LTD,01/04/2017,G005 UNIT 3A,STANLEY GREEN TRADING ESTATE,DUKE AVENUE,CHEADLE HULME,CHEADLE,SK8 6QY,G005 UNIT 3A,STANLEY GREEN TRADING ESTATE,DUKE AVENUE,CHEADLE HULME,CHEADLE,SK8 6QY,,,,0.0,0.0,0.0,3443.1,,0.0
2543000299,RETAIL UNIT AND PREMISES,7100,TAYLOR PROPERTY SERVICES LIMITED,09/06/2020,G038 UNIT 3A,STANLEY GREEN TRADING ESTATE,DUKE AVENUE,CHEADLE HULME,CHEADLE,SK8 6QY,G038 UNIT 3A,STANLEY GREEN TRADING ESTATE,DUKE AVENUE,CHEADLE HULME,CHEADLE,SK8 6QY,,,,0.0,0.0,0.0,0.0,,0.0
2543000249,FITNESS SUITE,11000,THE YOGA BEE LTD,14/10/2019,G003 UNIT 3A,STANLEY GREEN TRADING ESTATE,DUKE AVENUE,CHEADLE HULME,CHEADLE,SK8 6QY,SUITE 12 MAIN RECEPTION APEX HOUSE,STANLEY GREEN TRADING ESTATE,DUKE AVENUE,CHEADLE HULME,CHEADLE,SK8 6QY,,,,0.0,0.0,0.0,5489.0,,0.0
2543000189,WORKSHOP AND PREMISES,16750,FACTORY KITCHENS NW LTD,01/10/2013,UNIT 2D,STANLEY GREEN TRADING ESTATE,DUKE AVENUE,CHEADLE HULME,CHEADLE,SK8 6QY,UNIT 2D,STANLEY GREEN TRADING ESTATE,DUKE AVENUE,CHEADLE HULME,CHEADLE,SK8 6QY,,,RETDSC,0.0,0.0,7923.73,0.0,,0.0
2543000099,WAREHOUSE AND PREMISES,38750,REAL EARTH LTD,17/03/2013,UNIT 4B,STANLEY GREEN TRADING ESTATE,DUKE AVENUE,CHEADLE HULME,CHEADLE,SK8 6RX,UNIT 4B,STANLEY GREEN TRADING ESTATE,DUKE AVENUE,CHEADLE HULME,CHEADLE,SK8 6RX,,,RETDSC,0.0,0.0,19336.25,0.0,,0.0
2751000809,RETAIL UNIT,9000,COLOSSOLNUTRITION LTD,01/04/2017,UNIT OD03 AT,ARMADILLO SELF STORAGE,EARL ROAD,CHEADLE HULME,CHEADLE,SK8 6PT,UNIT OD03 AT,ARMADILLO SELF STORAGE,EARL ROAD,CHEADLE HULME,CHEADLE,SK8 6PT,,,,0.0,0.0,0.0,4491.0,,0.0
2751000799,GYM AND PREMISES,13750,FUSION HEALTH & FITNESS LTD,01/04/2017,UNIT OD04 AT,ARMADILLO SELF STORAGE,EARL ROAD,CHEADLE HULME,CHEADLE,SK8 6PT,UNIT OD04 AT,ARMADILLO SELF STORAGE,EARL ROAD,CHEADLE HULME,CHEADLE,SK8 6PT,,,RETDSC,0.0,0.0,4003.06,2858.19,,0.0
7884020009,SHOP AND PREMISES,14500,MILLIES TRUST,05/09/2017,20 THE PRECINCT,STATION ROAD,CHEADLE HULME,CHEADLE,,SK8 5BB,LANDSDOWNE HOUSE,OAK GREEN BUSINESS PARK,EARL ROAD,CHEADLE HULME,CHEADLE,SK8 6QL,MAN,,RETDSC,5939.2,0.0,1484.8,0.0,,0.0
7376000809,CAR PARKING SPACE,350,MILLIES TRUST,05/09/2017,CAR SPACE 47,SINCLAIR HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 5AF,LANDSDOWNE HOUSE,OAK GREEN BUSINESS PARK,EARL ROAD,CHEADLE HULME,CHEADLE,SK8 6QL,MAN,,,143.36,0.0,0.0,0.0,,0.0
2751000519,OFFICES AND PREMISES,63500,WRIGHT MOTTERSHAW LYDON CONSULTING LTD,02/01/2009,UNIT 8 STANLEY GREEN BUS PARK,OAK GREEN,EARL ROAD,CHEADLE HULME,CHEADLE,SK8 6QL,8 OAK GREEN,STANLEY GREEN BUSINESS PARK,EARL ROAD,CHEADLE HULME,CHEADLE,SK8 6QL,,,,0.0,0.0,0.0,0.0,,0.0
2751000369,OFFICES AND PREMISES,56000,STOPFORDIAN LTD,07/03/2014,LINCOLNS VIEW,STANLEY GREEN BUSINESS PARK,EARL ROAD,CHEADLE HULME,CHEADLE,SK8 6QL,LINCOLNS VIEW,STANLEY GREEN BUSINESS PARK,EARL ROAD,CHEADLE HULME,CHEADLE,SK8 6QL,,,,0.0,0.0,0.0,0.0,,0.0
2751000419,OFFICES AND PREMISES,24750,UNITED ROAD TRANSPORT UNION,28/08/2007,ALMOND HOUSE,STANLEY GREEN BUSINESS PARK OAK GREEN,EARL ROAD,CHEADLE HULME,CHEADLE,SK8 6QL,ALMOND HOUSE,STANLEY GREEN BUSINESS PARK OAK GREEN,EARL ROAD,CHEADLE HULME,CHEADLE,SK8 6QL,,,,0.0,0.0,0.0,0.0,,0.0
2751000479,OFFICES AND PREMISES,14750,FOOD INNOVATIONS HOLDINGS,11/07/2017,PT 1ST FLOOR OAK GREEN HOUSE,STANLEY GREEN BUSINESS PARK OAK GREEN,EARL ROAD,CHEADLE HULME,CHEADLE,SK8 6QL,PT 1ST FLOOR OAK GREEN HOUSE,STANLEY GREEN BUSINESS PARK OAK GREEN,EARL ROAD,CHEADLE HULME,CHEADLE,SK8 6QL,,,,0.0,0.0,0.0,0.0,,0.0
2751099099,OFFICES AND PREMISES,65000,ELEMENTAR UK LTD,22/03/2011,UNIT K3 & K4,STANLEY GREEN INDUSTRIAL ESTATE,EARL ROAD,CHEADLE HULME,CHEADLE,SK8 6PT,UNIT K3 & K4,STANLEY GREEN INDUSTRIAL ESTATE,EARL ROAD,CHEADLE HULME,CHEADLE,SK8 6PT,,,,0.0,0.0,0.0,0.0,,0.0
2751000299,SHOWROOM AND PREMISES,43000,I G & J B FLOORING LTD T/A UNITED CARPET,24/10/2014,UNIT 1A MILTON HOUSE,STANLEY GREEN TRADING ESTATE,EARL ROAD,CHEADLE HULME,CHEADLE,SK8 6PT,UNIT 1A MILTON HOUSE,STANLEY GREEN TRADING ESTATE,EARL ROAD,CHEADLE HULME,CHEADLE,SK8 6PT,,,RETDSC,0.0,0.0,21457.0,0.0,,0.0
2751000169,SHOWROOM WAREHOUSE AND PREMISES,37000,CHESHIRE TILE & BATHROOM LTD,12/05/2014,UNIT 1C,STANLEY GREEN TRADING ESTATE,EARL ROAD,CHEADLE HULME,CHEADLE,SK8 6PT,UNIT 1C,STANLEY GREEN TRADING ESTATE,EARL ROAD,CHEADLE HULME,CHEADLE,SK8 6PT,,,RETDSC,0.0,0.0,18463.0,0.0,,0.0
2751000739,OFFICES AND PREMISES,5800,MONEY CLAIMS 4 U LIMITED,18/12/2019,OAK GREEN HOUSE,SUITE 2 GROUND FLOOR,EARL ROAD,CHEADLE HULME,CHEADLE,SK8 6AL,OAK GREEN HOUSE,SUITE 2 GROUND FLOOR,EARL ROAD,CHEADLE HULME,CHEADLE,SK8 6AL,,,,0.0,0.0,0.0,2894.2,,0.0
