UID,Client,Pro Class,Contract Title,Route to Market,Agreement Type,Contract Start Date,Contract Term (Months),Maximum Duration of Contract (Months),Contract End Date,Ext. Applied to Contract,Maximum Extend Date,Review Date,Estimated Annual Value,Estimated Total Value,Supplier Name,Supplier Type,Registered Number,Postcode,Council Directorate
4362,Stockport Council,271440-Information Communication Technology : Software : ,Data Assessment Package for Schools,Exemption,Contract,01-Feb-18,36,36,31-Jan-21,,31-Jan-21,01-Oct-20,"Â£3,975.00","Â£11,925.00",Board Works Ltd,Small,4064340,OX4 1LF,Stockport- Services to People
4368,Stockport Council,201800-Financial Services : Insurance : ,Insurance: Lot 6: Liability & Lot 12: Directors & Officers,OJEU Tender,Contract,01-Dec-17,36,60,30-Nov-20,No,29-Nov-22,30-Nov-19,"Â£375,500.00","Â£1,763,685.00",Risk Management Partners Ltd,Large,2989025,EC4N 8AW,Stockport- Corporate & Support Services
4369,Stockport Council,201820-Financial Services : Insurance : Property,Insurance: Lot 3: Leaseholders Property,OJEU Tender,Contract,01-Dec-17,36,60,30-Nov-20,No,29-Nov-22,30-Nov-19,"Â£59,626.94","Â£298,134.70",NIG: Arthur J. Gallagher Insurance Brokers Ltd,Large,SC108909,G2 7AT,Stockport- Corporate & Support Services
4370,Stockport Council,201800-Financial Services : Insurance : ,Insurance: Lot 4: All Risks (art & regalia),OJEU Tender,Contract,01-Dec-17,36,60,30-Nov-20,No,29-Nov-22,30-Nov-19,"Â£4,594.60","Â£22,973.00",AXA Art Insurance UK SE,Large,HRB91336,"51067 Koln, Germany",Stockport- Corporate & Support Services
4371,Stockport Council,201800-Financial Services : Insurance : ,Insurance: Lot 5: Terrorism,OJEU Tender,Contract,01-Dec-17,36,60,30-Nov-20,,29-Nov-22,30-Nov-19,"Â£28,500.00","Â£142,500.00",Chaucer Syndicates Limited,Large,9588515,E5 9AB,Stockport- Corporate & Support Services
4384,Stockport Council,271200-Information Communication Technology : Hardware : ,Open Library System ,Call Off (External),Contract,21-Jan-18,60,60,01-Feb-23,,01-Feb-23,01-Aug-22,"Â£9,936.46","Â£157,825.80",Bibliotheca,Large,2983151,SK8 7BS,Stockport- Corporate & Support Services
4397,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,"Children's Rights, Independent Visitors and Advocacy Services",Tender,Contract,01-Apr-18,36,48,31-Mar-21,Yes,31-Mar-22,01-Oct-21,"Â£30,000.00","Â£120,000.00",Coram Voice,VCSE,3050826,WC1N 2QA,Stockport- Services to People
4413,Stockport Council,271440-Information Communication Technology : Software : ,E Learning Tool,Exemption,Contract,14-Mar-18,36,48,13-Mar-21,No,13-Mar-22,09-Sep-19,"Â£28,741.00","Â£114,964.00",Learning Pool Limited,Medium,NI060102 ,BT48 7EL ,Stockport- Corporate & Support Services
4422,Stockport Council,201800-Financial Services : Insurance : ,Loss Adjustment Services - Loss adjusting services for our property damage claims as well as for our Balance of Risk claims,RBS - Low/Med - Simple (RFQ),Contract,01-Apr-19,19,43,28-Nov-20,No,28-Nov-22,01-Aug-20,"Â£6,700.00","Â£33,333.00",McClarens ,SME,2561541,EC3N 1DY,Stockport- Corporate & Support Services
4433,Stockport Council,151812-Information Communication Technology : Services : Project Management,Going Beyond Digital - assist in the digital transformation across the Council ,Call Off (External),Contract,01-Jan-19,6,18,01-Jul-20,No,01-Jul-20,01-May-19,"Â£249,990.00","Â£249,990.00",Futuregov,SME,-,SE1 9RG,Stockport- Corporate & Support Services
4437,Stockport Council,271440-Information Communication Technology : Software : ,BIM Software and Specialist Training Service,RBS - Low/Med - Simple (RFQ),Contract,01-Apr-18,36,48,31-Mar-21,No,31-Mar-22,01-Oct-19,"Â£30,000.00","Â£120,000.00",Cadassist Ltd,Small,1994562,SK7 1AH,Stockport- Services to Place
4442,Stockport Council,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",Acorn Training Ltd,Medium,6517343,ST6 6BD,Stockport- Services to People
4461,Stockport Council,121300-Cemetery & Crematorium : Body Transport Service : ,Coroners' Body Removal Service (South Coronial District),OJEU Tender,Framework Agreement,01-Apr-18,24,24,31-Mar-22,,31-Mar-20,31-Mar-19,"Â£141,460.00","Â£565,840.00",Kane Funeral Service,SME,10703888,WA10 2JJ,Stockport- Corporate & Support Services
4471,Stockport Council,271440-Information Communication Technology : Software : ,Locta Tracing Solution Software,Exemption,Contract,01-Apr-18,60,60,31-Mar-23,,31-Mar-23,01-Dec-22,"Â£2,800.00","Â£14,000.00",Magnet Solutions Ltd,Small,4304138,M3 3EB,Stockport- Corporate & Support Services
4476,Stockport Council,181700-Environmental Services : Street Lighting : ,Stockport Festive Lights Programme,OJEU Tender,Contract,28-Sep-18,28,63,15-Jan-21,No,15-Jan-24,01-Sep-20,"Â£77,600.00","Â£388,000.00","Blachere Illumination Ltd - Lot 1
 Gala Lights Ltd - Lot 2",Small,"Blachere - SC152939, 
Gala Lights - 2927734","KY15 7LB, ME20 7NT",Stockport- Services to Place
4479,Stockport Council,271440-Information Communication Technology : Software : ,"LACHS Claim Handling System Update, Support and Maintenance",Exemption,Contract,30-Apr-18,60,60,29-Apr-23,,29-Apr-23,01-Dec-22,"Â£4,999.00","Â£31,495.00",JC Applications Developments Ltd,Small,7000813,GU33 6JS,Stockport- Corporate & Support Services
4504,Stockport Council,321000Â  Social Community Care Supplies & Services - Adult,Citizen Advice Service,Local Services,Contract,01-Apr-19,12,36,31-Mar-20,No,31-Mar-22,01-Dec-19,"Â£200,000.00","Â£1,953,000.00",Pennine West Citizens Advice Bureau Ltd TA Citizens Advice Stockport,VCSE,8290395,OL1 1HP,Stockport- Services to People
4579,Stockport Council,321000Â  Social Community Care Supplies & Services - Adult,Provision of Framework for Residential & Nursing Care for Older People,Procured by Other,Contract,01-Jun-19,48,48,31-May-23,-,31-May-23,01-Jan-23,,,Various,Various,Various,Various,Stockport- Services to People
4582,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Therapy Services Â Valley School at Overdale Centre,Quote (DO NOT USE),Contract,01-Sep-18,11,22,31-Jul-20,Yes,31-Jul-20,31-Jan-19,"Â£25,000.00","Â£50,000.00",SpeechWise Therapy and Manchester Occupational Therapy Services (MOTS),SME,10936222,SK5 7DL,Stockport- Services to People
4630,Stockport Council,321000Â  Social Community Care Supplies & Services - Adult,Mental Health Services - Lot 1,OJEU Tender (Light Touch),Contract,01-May-19,35,47,31-Mar-22,No,31-Mar-23,01-May-21,"Â£180,000.00","Â£720,000.00",Stockport Progress and Recovery Centre (SPARC),VCSE,1862257,SK2 6RE,Stockport- Services to People
4631,Stockport Council,321000Â  Social Community Care Supplies & Services - Adult,Mental Health Services - Lot 2,OJEU Tender (Light Touch),Contract,01-Apr-19,35,47,31-Mar-22,no,31-Mar-23,01-May-21,"Â£152,000.00","Â£608,000.00",Pure Innovation Limited,VCSE,5241249,SK7 5ER,Stockport- Services to People
4662,Stockport Council,171040-Education : Educational Placements : ,Additional support provided to an individual via the high needs funding to allow this individual to attend the Oldham College. ,Procured by Other,Contract,-,-,-,-,-,-,-,"Â£7,578.60","Â£7,578.60",Oldham College,Large,-,OL9 6AA,Stockport- Services to Place
4665,Stockport Council,151513-Healthcare : Public Health : GP Surgery Services,Locally Commissioned Services - GPs only,Exemption,Contract,01-Apr-19,24,24,31-Mar-21,No,31-Mar-21,01-Oct-20,"Â£298,000.00","Â£596,000.00",Any GP within the borough of Stockport,Various,Various,Various,Stockport- Services to People
4666,Stockport Council,151513-Healthcare : Public Health : GP Surgery Services,Locally Commissioned Services - Pharmacies only,Exemption,Contract,01-Apr-19,24,24,31-Mar-21,No,31-Mar-21,01-Oct-20,"Â£37,216.00","Â£74,432.00",Any Pharmacy within the borough of Stockport,Various,Various,Various,Stockport- Services to Place
4763,Stockport Council,311100-Healthcare : Counselling : ,Samaritans - Suicide Prevention Programme,Exemption,Contract,01-Apr-19,24,24,31-Mar-21,No,31-Mar-21,01-Sep-20,"Â£10,000.00","Â£20,000.00",Samaritans,VCSE,757372,SK4 3LD,Stockport- Services to Place
4790,Stockport Council,310000Â  Healthcare,PaSH GM (SHIP) Contract,Procured by Other,Contract,01-Jul-17,24,48,30-Jun-21,Yes,31Jun21,01-Nov-20,"Â£33,596.00","Â£100,788.00",BHA For Equality,Large,3818058,LS1 5RD,Stockport- Services to People
4797,Stockport Council,321100Â  Social Community Care Supplies & Services - Children,Art Alternative Education Programme,Exemption,-,01-Sep-19,-,-,31-jun-20,-,-,-,-,"Â£15,210.00",Project Inc,-,-,-,-
5011,Stockport Council,371010-Utilities : Electricity : Street Lighting,Street Lighting,Call Off (External),Contract,01-Apr-19,36,48,31-Mar-22,No,21-Mar-23,01-Dec-20,"Â£2,264,674.00","Â£9,058,696.00",Npower,Large,3652377,SN5 6BP,Stockport- Corporate & Support Services
5023,Stockport Council,182011-Environmental Services : Waste Management : Consumables (was Equipment),Refuse Sacks,Call Off (External),Contract,01-May-19,24,24,30-Apr-21,No,30-Apr-21,01-Oct-20,"Â£9,263.00","Â£18,526.00",Cromwell Polythene Ltd,SME,2230104,LS25 6PL,Stockport- Services to Place
5072,Stockport Council,331200-Sports & Playground Equipment & Maintenance : Sports Equipment Maintenance : ,Maintenance of Gymnasium / Sports Hall Equipment,OJEU Tender,Contract,01-Apr-18,36,48,31-Mar-21,No,31-Mar-22,01-Dec-20,"Â£3,891.00","Â£15,564.00",Sportsafe UK Ltd,SME,3370067,C01 2TJ,Stockport- Services to Place
5104,Stockport Council,181500-Environmental Services : Animal Services : Pest & Animal Control,Pest Control Chemicals,Call Off (External),Framework Agreement,01-Nov-17,36,48,31-Oct-20,No,31-Oct-21,01-Jul-20,"Â£7,800.00","Â£23,400.00",Killgerm Chemicals Ltd,SME,2794829,WF5 9AR,Stockport- Services to Place
5132,Stockport Council,192213-Facilities & Management Services : Security : Manned Guarding,Recruitment of SIA Registered Security Staff,RBS - Low/Med - Simple (RFQ),Contract,01-Sep-18,36,36,31-Aug-21,No,31-Aug-23,01-Jan-21,"Â£10,500.00","Â£35,000.00",The Exclusec Group Ltd,SME,7342491,BL1 4TQ,Stockport- Services to Place
5172,Stockport Council,"391110-Works - Construction, Repair & Maintenance : Buildings : Construction",Development of Altrincham Leisure Centre,OJEU Tender,Contract,26-Feb-19,24,24,31-Jan-22,No,,,"Â£20,070,124.00","Â£20,070,124.00",ISG Construction,Large,450103,EC3N 1AG,Trafford- Finance & Systems
5240,Stockport Council,"391411-Works - Construction, Repair & Maintenance : Roads : Repair & Maintenance",Street Scene Alliance Contract Extension,Exemption,Contract,01-Apr-19,12,18,30-Sep-20,Yes,30-Sep-20,19-Mar-19,"Â£9,000,000.00","Â£9,000,000.00",Various,Various,Various,Various,Stockport- Services to Place
5243,Stockport Council,211200-Furniture & Soft Furnishings : Office Furniture : ,Office Furniture ,Call Off (External),Contract,01-Dec-18,24,48,31/11/2020,No,31/11/2022,01-Aug-20,"Â£50,000.00","Â£200,000.00",H Jenkinson & Co Ltd,SME,169844,L34 9JR ,Stockport- Services to Place
5280,Stockport Council,"391100-Works - Construction, Repair & Maintenance : Buildings : ",Priestnall Secondary School & Priestnall Recreation Centre Roofing System,RBS - Med/High - Advanced (Restricted),Contract,01-Jul-19,12,12,01-Jul-20,No,,,"Â£1,238,909.00","Â£1,238,909.00",Permicoat Ltd,SME,8793226,PR1 5LN,Stockport- Corporate & Support Services
5299,Stockport Council,"390000Â  Works - Construction, Repair & Maintenance","Re Roofing works - Ectchells Primary, High Lane Primary, Nevill Road Infants, Valley Special Schools & Romiley Recreation Centre ",RBS - Med/High - Advanced (Restricted),Contract,01-Jul-19,12,12,30-Jun-20,No,,-,"Â£1,060,236.10","Â£1,060,236.10",Liquid Roofing Ltd,SME,-,-,Stockport- Services to Place
5300,Stockport Council,"390000Â  Works - Construction, Repair & Maintenance","Re Roofing works - St Marys, Woodley and Ladybrook",RBS - Med/High - Advanced (Restricted),Contract,01-Jul-19,12,12,30-Jun-20,No,,-,"Â£1,138,640.00","Â£1,138,640.00",Designed Roof Systems Ltd,SME,3392877,PR2 9ZG,Stockport- Services to Place
5307,Stockport Council,230000Â  Highway Equipment & Materials,Automatic Bollards in Stockport Town Centre,Exemption,Contract,10-Jun-19,60,60,09-Jun-24,No,,,"Â£40,421.00","Â£40,421.00",ATG Access Ltd,SME,2643622,WA11 9TP,Stockport- Services to Place
6005,Stockport Council,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",Ashley Hunter Ltd,Medium,7564626,0L1 1TE,Stockport- Services to People
6006,Stockport Council,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",Axia Solutions Ltd,Medium,3737341,ST4 4RJ,Stockport- Services to People
6007,Stockport Council,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",Baltic Training Services Ltd,Medium,5868493,TS25 1PW,Stockport- Services to People
6008,Stockport Council,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",Bespoke Consultancy and Education Ltd,Medium,8730523,BS24 8EE,Stockport- Services to People
6009,Stockport Council,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",Blackburn College,Medium,,BB2 1LH,Stockport- Services to People
6010,Stockport Council,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",Blackrock (London) Ltd,Medium,10478695,TN12 6UT,Stockport- Services to People
6011,Stockport Council,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",Learning Curve Group Ltd (LCG),Medium,5233487,DL14 6XB,Stockport- Services to People
6012,Stockport Council,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",Damar Ltd,Medium,1469426,SK1 1HE,Stockport- Services to People
6013,Stockport Council,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",Dawn Hodge Associates Limited,Medium,4130146,CH64 3RU,Stockport- Services to People
6014,Stockport Council,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",Essential Learning Company Limited,Medium,4171904,CV1 2EL,Stockport- Services to People
6015,Stockport Council,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",Expanse Group Limited,Medium,8475076,WN7 4JY,Stockport- Services to People
6016,Stockport Council,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",FLM Training Limited,Medium,8384009,WN3 6XU,Stockport- Services to People
6017,Stockport Council,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",G P Strategies Training Limited,Medium,8003851,WA14 2DT,Stockport- Services to People
6018,Stockport Council,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",HIT Training Limited,Medium,5765957,BN43 5FF,Stockport- Services to People
6020,Stockport Council,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",Lifetime Training Group Limited,Medium,3263608,BS8 1EJ,Stockport- Services to People
6021,Stockport Council,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",Macclesfield College,Medium,-,SK11 8LF,Stockport- Services to People
6022,Stockport Council,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",Mantra Learning Limited,Medium,2743170,M24 1RU,Stockport- Services to People
6023,Stockport Council,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",MBKB Limited,Medium,7349835,WV14 9RL,Stockport- Services to People
6024,Stockport Council,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",North Lancs Training Group Limited,Medium,1948169,BB5 1EQ,Stockport- Services to People
6025,Stockport Council,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",People Plus Group Limited,Medium,5722765,NG2 1AE,Stockport- Services to People
6026,Stockport Council,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",Project Management (Staffordshire) Limited,Medium,1620399,ST5 0QW,Stockport- Services to People
6027,Stockport Council,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,Approved supplier list maintained by the Council. Contact STAR Procurement for further details,Approved supplier list maintained by the Council. Contact STAR Procurement for further details,Premier People Solutions Limited,Medium,5997338,DN4 5NL,Stockport- Services to People
6028,Stockport Council,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",QA Limited,Medium,2413137,SL1 1SG,Stockport- Services to People
6029,Stockport Council,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",Rochdale Training Association Limited,Medium,897078,OL16 5NA,Stockport- Services to People
6030,Stockport Council,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",SHL Training Solutions Limited,Medium,6566149,SK6 6DE,Stockport- Services to People
6031,Stockport Council,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",Cheshire College - South and West (South Cheshire College and West Cheshire College),Medium,-,CW2 8AB,Stockport- Services to People
6032,Stockport Council,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",The Big Life Company Limited,Medium,4227431,M16 9AB,Stockport- Services to People
6033,Stockport Council,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",The Care Learning Centre Limited,Medium,4213323,PO30 5BF,Stockport- Services to People
6034,Stockport Council,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",Total People Limited,Medium,6380764,M11 2WH,Stockport- Services to People
6035,Stockport Council,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",Training Synergy Limited T/A Escalla,Medium,5333127,SW1P 2AL,Stockport- Services to People
6036,Stockport Council,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",University of Chester,Medium,-,CH1 4BJ,Stockport- Services to People
6037,Stockport Council,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",West Nottinghamshire College Educational Trust t/a Vision Business,Medium,8337041,NG18 5BH,Stockport- Services to People
6038,Stockport Council,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",ALDER CARE TRAINING LIMITED,Medium,5200309,L1 5AY,Stockport- Services to People
6039,Stockport Council,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",THE GROWTH COMPANY LIMITED,Medium,2443911,M1 5JW,Stockport- Services to People
6040,Stockport Council,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",REMIT GROUP LIMITED,Medium,6552314,W1W 5AB,Stockport- Services to People
6041,Stockport Council,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",SOLVO VIR LIMITED,Medium,7943590,M33 3HD,Stockport- Services to People
6042,Stockport Council,261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",BARNSLEY COLLEGE,Medium,-,S70 2YW,Stockport- Services to People
6051,Stockport Council,271440-Information Communication Technology : Software : ,ÂBetter-OffÂ software,Exemption,Contract,30-Apr-18,36,36,31-Mar-21,,31-Mar-21,30-Apr-19,"Â£18,000.00","Â£54,000.00",Looking Local Ltd,Small,11061996,TW11 8HG,Stockport- Corporate & Support Services
6057,Stockport Council,171113-Education : Library Books : ,Supply and servicing of materials for public library authorities - all Lots,Mini Competition (External),Contract,01-Jun-19,36,48,31-May-22,No,31-May-23,01-Jun-20,"Â£5,715,171.00","Â£22,860,684.00",Various - see below,Various - see below,Various - see below,Various - see below,Stockport- Corporate & Support Services
6076,Stockport Council,271440-Information Communication Technology : Software : ,Trojan Caspar Money Management Software,RBS - Low - Quick Quote,Contract,29-May-18,60,60,29-May-23,No,29-May-23,29-May-22,"Â£25,000.00","Â£25,000.00",Trojan Consultants Limited,Medium,1542629,B60 4DJ,Stockport- Corporate & Support Services
6090,Stockport Council,271516-Information Communication Technology : Services : Cloud Services,Remote Call Centre,Procured by Other,Contract,01-Apr-19,36,48,31-Mar-21,No,31-Mar-23,01-Sep-20,"Â£100,954.00","Â£504,770.00",Netcall Limited,Medium,2831215,HP1 1BB,Stockport- Services to Place
6108,Stockport Council,271501-Information Communication Technology : Services : ,Revenue and Benefits Enterprise License,Call Off (External),Contract,03-Aug-18,60,60,02-Aug-23,,02-Aug-23,02-Jan-22,"Â£120,000.00","Â£750,000.00",Civiva UK Limited,Large,1628868,SW15 6AR,Stockport- Corporate & Support Services
6213,Stockport Council,201100-Financial Services : Audit : ,"Assurance Audit: Housing Benefit (Subsidy), Assurance Process (HBAP), TeachersÂ Pension Scheme Assurance, and Use of Capital Receipts Assurance",Mini Competition (External),Contract,23-Aug-18,12,60,22-Aug-20,No,22-Aug-23,,"Â£16,948.00","Â£84,740.00",KPMG,Large,0301540OC,E14 5GL,Stockport- Corporate & Support Services
6229,Stockport Council,201200-Financial Services : Banking : ,Stockport Council Bill Payment Services,Exemption,Contract,-,-,-,-,-,-,-,"Â£6,000.00","Â£6,000.00",PayPoint Network Ltd,-,-,AL7 1EL,Stockport- Services to People
6263,Stockport Council,109999-Building Construction Materials : Not Elsewhere Classified : ,Topographical Surveying Framework for use by the CouncilÂs in-house Survey Team to assist in the delivery of a range of capital projects,RBS - Med/High - Advanced (Open),Framework Agreement,01-Aug-19,12,24,31-Aug-20,-,31-Aug-21,01-Apr-20,"Â£75,000.00","Â£150,000.00",IDS Land Survey,SME,N/A Sole Trader,M19 1FX,Stockport- Services to Place
6264,Stockport Council,171113-Education : Library Books : ,Supply and servicing of materials for public library authorities-Government Information Lot,Exemption,Contract,01-Jun-19,24,24,31-May-21,,31-May-21,01-Jun-20,"Â£22,707.00","Â£45,414.00",Dandy Booksellers,SME,4846829,NW6 7UP,Stockport- Corporate & Support Services
6286,Stockport Council,261400-Human Resources : Temporary & Agency Staff : ,Specialist EAL Support,Procured by Other,Contract,01-Sep-18,11,11,31-Jul-20,,31-Jul-20,31/09/2019,"Â£14,625.00","Â£14,625.00",Oleg Mamedov,SME,,Redacted,Stockport- Services to People
6289,Stockport Council,381600-Vehicle Management : Leasing : ,Car Slary Sacrifice Scheme - Provision of car leasing for employees via a salary sacrifice arrangement,Call Off (External),Contract,01-Jan-19,48,72,01-Jan-23,No,01-Jan-25,04-Jan-22,Â£0.00,Â£0.00,NHS Northumbria Fleet Solutions,,Supplier does not have company number,NE27 0QJ,Stockport- Corporate & Support Services
6304,Stockport Council,152200-Consultancy : Technical & Feasibility : ,Landscape architecture services - Stopford Car Park Piazza,Procured by Other,Contract,-,-,-,-,-,-,-,"Â£12,220.00","Â£12,220.00",Gillespies,-,-,-,Stockport- Services to Place
