PracNo,PracticeName,Address1,Address2,Address3,Postcode,LCG,Registered Patients
410,Dr Overend & Partners,MAGHERA MEDICAL CENTRE,25 CHURCH STREET,MAGHERA,BT46 5EA,Northern,8296.0
412,Drs Ramsey & Johnston,THE DIAMOND MEDICAL CENTRE,MARKET SQUARE,MAGHERAFELT,BT45 6ED,Northern,9031.0
413,Dr R Graham,LOY BUILDINGS,18 LOY STREET,COOKSTOWN,BT80 8PE,Northern,2385.0
417,Dr Barker & Partners,THE SURGERY,STATION ROAD,"CASTLEDAWSON, MAGHERAFELT",BT45 8AZ,Northern,6835.0
419,Dr M A Charlton,FAIR HILL HEALTH CENTRE,MAGHERAFELT,CO LONDONDERRY,BT45 6BL,Northern,1775.0
420,Drs Miller & Kuriacose,MONEYMORE  MEDICAL PRACTICE,3 FAIRHILL,MONEYMORE,BT45 7LJ,Northern,5643.0
431,DR. CROSBIE AND PARTNERS,WHITEHOUSE MEDICAL GROUP PRACTICE,"UNIT 29A, FIRST FLOOR, ABBEYCENTRE","LONGWOOD ROAD, NEWTOWNABBEY",BT37 9UH,Northern,9111.0
433,Dr Rafferty & Partners,THE HEALTH CENTRE,GEORGE AVENUE,BALLYCLARE,BT39 9HL,Northern,15077.0
434,Dr Farrell & Partners,ABBOTS CROSS MEDICAL PRACTICE,92 DOAGH ROAD,NEWTOWNABBEY,BT37 9QW,Northern,7878.0
438,Dr Neary & Partners,TRAMWAYS MEDICAL CENTRE,FARMLEY ROAD,NEWTOWNABBEY,BT36 7XX,Northern,10420.0
440,DR. A.J. DARRAH AND PARTNERS,NOTTING HILL MEDICAL PRACTICE,DOAGH ROAD,NEWTOWNABBEY,BT37 9QN,Northern,10380.0
451,,BROWNLOW HEALTH CENTRE,1 LEGAHORY CENTRE,"LEGAHORY, CRAIGAVON",BT65 5BE,Southern,5806.0
453,,BANBRIDGE GROUP SURGERY,1 OLD HOSPITAL ROAD,BANBRIDGE,BT32 3GN,Southern,3982.0
454,Dr Cupples & Partners,THE SURGERY,11 MAIN STREET,"LOUGHBRICKLAND, BANBRIDGE",BT32 3NQ,Southern,8703.0
455,Dr Logan & Partners,THE HEALTH CENTRE,CASTLEVIEW,"GILFORD, CRAIGAVON",BT63 6JS,Southern,5282.0
457,Dr Rice & Partners,WYNNE HILL SURGERY,51 HILL STREET,"LURGAN, CRAIGAVON",BT66 6BW,Southern,11836.0
458,Drs Gray & Troughton,THE HEALTH CENTRE,TAVANAGH AVENUE,PORTADOWN,BT62 3BU,Southern,5113.0
460,,60A MAIN STREET,DONAGHCLONEY,CRAIGAVON,BT66 7LR,Southern,4340.0
461,Drs McAuley & Moore,THE HEALTH CENTRE,TAVANAGH AVENUE,"PORTADOWN, CRAIGAVON",BT62 3BU,Southern,3403.0
462,Dr Davidson & Partners,60 HIGH STREET,LURGAN,CRAIGAVON,BT66 8BA,Southern,9504.0
463,Dr Wilson & Partners,THE SURGERY,7 MOORES LANE,"LURGAN, CRAIGAVON",BT66 8DW,Southern,4686.0
464,Drs McAnallen & McAnallen,THE HEALTH CENTRE,TAVANAGH AVENUE,"PORTADOWN, CRAIGAVON",BT62 3BU,Southern,4951.0
465,Dr Wilson & Partners,28 CHURCH WALK,LURGAN,CRAIGAVON,BT67 9AA,Southern,8280.0
467,Drs Southwell & Zubier,87/89 WILLIAM STREET,LURGAN,CRAIGAVON,BT66 6JB,Southern,5363.0
469,,BANBRIDGE GROUP SURGERY,1 OLD HOSPITAL ROAD,BANBRIDGE,BT32 3GN,Southern,8517.0
470,Dr Adams & Partners,THE HEALTH CENTRE,TAVANAGH AVENUE,"PORTADOWN, CRAIGAVON",BT62 3BU,Southern,13837.0
471,Dr Connolly & Partners,BANBRIDGE GROUP SURGERY,1 OLD HOSPITAL ROAD,BANBRIDGE,BT32 3GN,Southern,7702.0
472,Drs Murray & Mullan,SCARVA STREET SURGERY,60 SCARVA STREET,"LOUGHBRICKLAND, BANBRIDGE",BT32 3NH,Southern,2913.0
473,Dr Davis & Partners,52 MAIN STREET,MOIRA,CRAIGAVON,BT67 0LQ,South Eastern,9100.0
474,Dr McNeice & Partners,50 GALLOWS STREET,DROMORE,CO DOWN,BT25 1BD,Southern,7796.0
475,Dr Wilson & Partners,8a LURGAN ROAD,AGHALEE,CRAIGAVON,BT67 0DD,South Eastern,5119.0
476,Dr J A J Chestnutt,THE SURGERY,32 STATION ROAD,"BALLYWARD, CASTLEWELLAN",BT31 9TU,Southern,2434.0
477,Dr McConnell & Partners,THE HEALTH CENTRE,TAVANAGH AVENUE,"PORTADOWN, CRAIGAVON",BT62 3BU,Southern,4884.0
478,Dr Good & Partners,THE HEALTH CENTRE,TAVANAGH AVENUE,"PORTADOWN, CRAIGAVON",BT62 3BU,Southern,5249.0
479,Dr Burnett & Partners,THE HEALTH CENTRE,TAVANAGH AVENUE,"PORTADOWN, CRAIGAVON",BT62 3BU,Southern,8059.0
481,Dr J D Adams,THE HEALTH CENTRE,TAVANAGH AVENUE,"PORTADOWN, CRAIGAVON",BT62 3BU,Southern,
482,Drs Gormley & McCloskey,THE OLD SCHOOL HOUSE MEDICAL CENTRE,1 ANTRIM ROAD,"LURGAN, CRAIGAVON",BT67 9BW,Southern,4484.0
491,Dr Beckett & Partners,ABBEY COURT SURGERY,DOBBIN LANE,ARMAGH,BT61 7QG,Southern,7771.0
493,,NORTHLAND SURGERY,79 CUNNINGHAMS LANE,DUNGANNON,BT71 6BX,Southern,8715.0
494,Dr Boyd & Partners,THE VALLEY MEDICAL PRACTICE,20 COONEEN ROAD,FIVEMILETOWN,BT75 0ND,Southern,4297.0
495,Dr Ahmed & Partners,CAMPBELL SURGERY,10 QUARRY LANE,DUNGANNON,BT70 1HX,Southern,9754.0
497,DR. MS CHAMBERS AND PARTNERS,WILLOWBANK,KEADY,CO ARMAGH,BT60 3RL,Southern,9161.0
498,DR. LA HOBSON AND PARTNER,MCSHANE AND CAMPBELL PRACTICE,"MOY HEALTH CENTRE, CHARLEMONT STREET",MOY,BT71 7SL,Southern,3643.0
499,Drs Nugent & Irvine,ERRIGAL MEDICAL CENTRE,OLD DUNGANNON ROAD,"BALLYGAWLEY,DUNGANNON",BT70 2EY,Southern,3665.0
500,,22 BARRACK STREET,COALISLAND,DUNGANNON,BT71 4LS,Southern,2195.0
501,Dr McConville & Partners,MOY MEDICAL PRACTICE,CHARLEMONT STREET,MOY,BT71 7SL,Southern,2447.0
502,ers,15 DARTAN REE,TYNAN,ARMAGH,BT60 4QT,Southern,5490.0
503,Dr Wright & Partners,THE HEALTH CENTRE,NEWRY STREET,"MARKETHILL, ARMAGH",BT60 1TA,Southern,6101.0
504,,MOY MEDICAL CENTRE,CHARLEMONT STREET,"MOY, DUNGANNON",BT71 7SL,Southern,3508.0
505,Drs O'Loughlin & Partners,PARKVIEW SURGERY,"SOUTH TYRONE HOSPITAL SITE, CARLAND ROAD,",DUNGANNON,BT71 4AU,Southern,9383.0
506,Drs McCord & Gribben,2 SYDNEY LANE,AUGHNACLOY,CO TYRONE,BT69 6AF,Southern,4920.0
507,Dr B Watters,THE HEALTH CENTRE,24A TASSAGH ROAD,KEADY,BT60 3TU,Southern,2648.0
508,Drs Good & Good,TANDRAGEE MEDICAL CENTRE,3 MONTAGUE STREET,"TANDRAGEE, CRAIGAVON",BT62 2AN,Southern,3644.0
509,Dr McKay & Partners,57 THOMAS STREET,DUNGANNON,CO TYRONE,BT70 1HW,Southern,6063.0
512,,THE MEDICAL CENTRE,15 BARRACK STREET,"COALISLAND, DUNGANNON",BT71 4LS,Southern,4322.0
514,Dr Garvin & Partners,THE ARCHWAY SURGERY,DOBBIN LANE,ARMAGH,BT61 7QG,Southern,7853.0
515,Dr Turtle & Partners,THE HEALTH CENTRE,"6 GREENVIEW, MAYNOOTH ROAD","RICHHILL,  ARMAGH",BT61 9PD,Southern,5371.0
516,,THE FRIARY SURGERY,DOBBIN LANE,ARMAGH,BT61 7QG,Southern,9150.0
517,Dr S R C Murty,39 THOMAS STREET,DUNGANNON,CO TYRONE,BT70 1HN,Southern,2297.0
519,Dr McKenna & Partners,THE SURGERY,10A LINESIDE,"COALISLAND, DUNGANNON",BT71 4LP,Southern,3926.0
526,Drs Henry & McAreavy,CORNMARKET SURGERY,NEWRY HEALTH VILLAGE,"MONAGHAN STREET, NEWRY",BT35 6BW,Southern,4952.0
528,,THE HEALTH CENTRE,MCCORMICK PLACE,"CROSSMAGLEN, NEWRY",BT35 9HD,Southern,4983.0
529,Dr Mackle & Partners,CORNMARKET SURGERY,NEWRY HEALTH VILLAGE,"MONAGHAN STREET, NEWRY",BT35 6BW,Southern,6382.0
530,,THE HEALTH CENTRE,JOHN STREET,"RATHFRILAND, NEWRY",BT34 5QH,Southern,2113.0
531,Drs Allen & Keown,14 KILKEEL ROAD,ANNALONG,NEWRY,BT34 4TH,Southern,4103.0
532,Dr Woods & Partners,KILKEEL PRIMARY CARE CENTRE,GREENCASTLE STREET,"KILKEEL, NEWRY",BT34 4BH,Southern,3841.0
533,,6 DRUMINTEE ROAD,MEIGH,NEWRY,BT35 8SJ,Southern,2634.0
534,Dr Digney & Partners,CLANRYE SURGERY,NEWRY HEALTH VILLAGE,"MONAGHAN STREET, NEWRY",BT35 6BW,Southern,8923.0
535,,THE HEALTH CENTRE,JOHN STREET,"RATHFRILAND, NEWRY",BT34 5QH,Southern,3626.0
536,DR. DH GAW AND PARTNERS,SUMMER HILL SURGERY,50 GREAT GEORGES STREET,"WARRENPOINT, NEWRY",BT34 3HS,Southern,8000.0
537,Dr McVerry & Partners,MCVERRY/MCEVOY MEDICAL CENTRE,NEWRY HEALTH VILLAGE,"MONAGHAN STREET, NEWRY",BT35 6BW,Southern,9491.0
539,Drs McDowell & Forshaw,CLANRYE SURGERY,NEWRY HEALTH VILLAGE,"MONAGHAN STREET, NEWRY",BT35 6BW,Southern,4591.0
540,Dr O'Neill & Partners,MEADOWLANDS SURGERY,MONAGHAN STREET,NEWRY,BT35 6BW,Southern,7310.0
541,,RATHFRILAND SURGERY,9 CASTLEWELLAN ROAD,"RATHFRILAND, NEWRY",BT34 5LY,Southern,2673.0
542,Dr O'Leary & Partners,53 DUNDALK STREET,NEWTOWNHAMILTON,NEWRY,BT35 0PB,Southern,3739.0
543,,THE HEALTH CENTRE,SUMMERHILL,"WARRENPOINT, NEWRY",BT34 3JD,Southern,4504.0
544,Dr Reynolds & Partners,CORNMARKET SURGERY,NEWRY HEALTH VILLAGE,"MONAGHAN STREET, NEWRY",BT35 6BW,Southern,7084.0
545,Drs Maguire & Deane,MAPHONER SURGERY,2A FORKHILL ROAD,"MULLAGHBAWN, NEWRY",BT35 9RA,Southern,5060.0
546,,CLANRYE SURGERY,NEWRY HEALTH VILLAGE,"MONAGHAN STREET, NEWRY",BT35 6BW,Southern,2451.0
547,Drs Shannon & Shannon,THE HEALTH CENTRE,JOHN STREET,"RATHFRILAND, NEWRY",BT34 5QH,Southern,3016.0
549,DR. AO MULHOLLAND AND PARTNER,THE HEALTH CENTRE,2A MARKETHILL ROAD,"NEWTOWNHAMILTON, NEWRY",BT35 0BE,Southern,4258.0
551,Dr P M Fee,RATHKEELAND HOUSE,1 BLANEY ROAD,"CROSSMAGLEN, NEWRY",BT35 9JJ,Southern,3707.0
553,Dr M Bonner,MARINA SURGERY,15 HAVELOCK PLACE,"WARRENPOINT, NEWRY",BT34 3NE,Southern,2208.0
554,Drs Poots & O'Loughlin,MOURNE FAMILY SURGERY,"MOURNE HOSPITAL, NEWRY STREET","KILKEEL,NEWRY",BT34 4DN,Southern,4043.0
555,,KILKEEL PRIMARY CARE CENTRE,GREENCASTLE STREET,"KILKEEL, NEWRY",BT34 4BH,Southern,1830.0
556,DR. J MERCER AND PARTNERS,SHANLIEVE SURGERY,"KILKEEL PRIMARY CARE CENTRE, GREENCASTLE STREET","KILKEEL, NEWRY",BT34 4BH,Southern,3449.0
557,,ARBOR FAMILY PRACTICE,BROWNLOW HEALTH CENTRE,"1 LEGAHORY CENTRE, LEGAHORY, CRAIGAVON",BT65 5BE,Southern,2963.0
561,Dr R T Leary,THE HEALTH CENTRE,DRUMHAW,"LISNASKEA, ENNISKILLEN",BT92 0FP,Western,2257.0
562,Dr Armstrong & Partners (2),THE HEALTH CENTRE,ERNE ROAD,ENNISKILLEN,BT74 6NN,Western,4264.0
563,Dr Mulligan & Partners,"DEVENISH PRACTICE, THE HEALTH CENTRE",ERNE ROAD,ENNISKILLEN,BT74 6NN,Western,3998.0
564,Dr Davidson & Partners,LAKESIDE MEDICAL PRACTICE,ERNE ROAD,ENNISKILLEN,BT74 6NN,Western,7174.0
566,Dr Hutchinson & Partners,IRVINESTOWN HEALTH CENTRE,CHURCH STREET,IRVINESTOWN,BT94 1EH,Western,7726.0
568,Drs Mallon & Mcconville,THE HEALTH CENTRE,ERNE ROAD,ENNISKILLEN,BT74 6NN,Western,2958.0
569,Dr K F Devlin,LURGANBOY PARK,CLONES ROAD,"NEWTOWNBUTLER, ENNISKILLEN",BT92 6JT,Western,1921.0
571,Dr Cathcart & Partners,THE HEALTH CENTRE,ERNE ROAD,ENNISKILLEN,BT74 6NN,Western,7170.0
574,Dr George & Partners,MAPLE GROUP PRACTICE,DRUMHAW,"LISNASKEA, ENNISKILLEN",BT92 0FP,Western,8825.0
576,Dr Deeny & Partners,RATHMORE CLINIC,BELLEEK,ENNISKILLEN,BT93 3FY,Western,3985.0
578,Dr M Mellotte,THE SURGERY,EDERNEY,ENNISKILLEN,BT93 0AR,Western,
579,DR. ME CAMPBELL,20 UPPER MAIN ST,ROSLEA,ENNISKILLEN,BT92 7LT,Western,1496.0
581,Drs Kirby & Kirby,75 MAIN STREET,DERRYLIN,ENNISKILLEN,BT92 9LB,Western,2163.0
582,Dr M Smyth,THE SURGERY,DRUMGOON,"MAGUIRESBRIDGE, ENNISKILLEN",BT94 4PB,Western,1905.0
583,Drs Groves-Raines & Khew,32 MAIN STREET,DERRYGONNELLY,ENNISKILLEN,BT93 6HW,Western,1767.0
584,DR. MJ SCOTT AND PARTNER,BROOKEBOROUGH SURGERY,9 TANYARD LANE,"BROOKEBOROUGH, ENNISKILLEN",BT94 4JG,Western,3243.0
585,Dr K Sweeney,BENAUGHLIN HEALTH CENTRE,DRUMLAGHY,"FLORENCECOURT, ENNISKILLEN",BT92 1BZ,Western,3325.0
586,Dr J McCusker,TEMPO MEDICAL CENTRE,EDENMORE,"TEMPO, ENNISKILLEN",BT94 3LU,Western,1569.0
596,,"CITYVIEW MEDICAL, WATERSIDE HEALTH CENTRE",SPENCER ROAD,LONDONDERRY,BT47 6AH,Western,9660.0
597,Dr Finlay & Partners,BOVALLY MEDICAL CENTRE,2 ROSSAIR ROAD,LIMAVADY,BT49 0TE,Western,6030.0
598,Dr Cosgrove & Partners,QUAYSIDE MEDICAL PRACTICE,80 - 84 STRAND ROAD,LONDONDERRY,BT48 7NN,Western,12128.0
599,DR. IP SINGH AND PARTNERS,"PARK MEDICAL, THE HEALTH CENTRE",GREAT JAMES STREET,LONDONDERRY,BT48 7DH,Western,8094.0
600,Dr Gordon & Partners,THE HEALTH CENTRE,IRWIN CRESCENT,"CLAUDY, LONDONDERRY",BT47 4AB,Western,4875.0
601,,MOURNESIDE MEDICAL CENTRE,1A BALLYCOLMAN AVENUE,STRABANE,BT82 9AF,Western,10914.0
602,Dr Casey & Partners,OAKLEAF MEDICAL PRACTICE,GREAT JAMES STREET,LONDONDERRY,BT48 7DH,Western,10498.0
603,Drs Mariswamy & Byrne,THE HEALTH CENTRE,FEENY,LONDONDERRY,BT47 4TD,Western,5722.0
604,Dr McCloskey & Partners,THE ABERFOYLE SURGERY,120 STRAND ROAD,LONDONDERRY,BT48 7NY,Western,11467.0
605,Dr Fullerton,256 BERRYHILL ROAD,DUNAMANAGH,STRABANE,BT82 0NB,Western,3846.0
606,Dr Magnier & Partners,BRIDGE STREET MEDICAL CENTRE,BRIDGE STREET,LONDONDERRY,BT48 6LD,Western,4806.0
608,DR. NR BRENNAN AND PARTNERS,ABBEY MEDICAL PRACTICE,ABBEY STREET,LONDONDERRY,BT48 9DN,Western,6991.0
609,Dr McCleery & Partners,ROSSAIR FAMILY PRACTICE,2 ROSSAIR ROAD,LIMAVADY,BT49 0TE,Western,6560.0
610,Dr Quigley & Partners,STRABANE HEALTH CENTRE,UPPER MAIN STREET,STRABANE,BT82 8AS,Western,7759.0
614,Drs Johnston & Murphy,DUNGIVEN HEALTH CENTRE,DUNGIVEN,LONDONDERRY,BT47 4RS,Western,3518.0
615,,CLARENDON MEDICAL,35 NORTHLAND AVENUE,LONDONDERRY,BT48 7GW,Western,10828.0
616,,CASTLEDERG GROUP SURGERY,13A LOWER STRABANE ROAD,CASTLEDERG,BT81 7AZ,Western,14649.0
617,Drs Thompson & Greene,MEDICAL CENTRE,5 MILLBROOK STREET,"NEWTOWNSTEWART, OMAGH",BT78 4BW,Western,
618,Dr P Doherty,49 CLARENDON STREET,LONDONDERRY,,BT48 7ER,Western,2974.0
619,Dr McKenny & Partners,THE HEALTH CENTRE,SCROGGY ROAD,LIMAVADY,BT49 0NA,Western,5931.0
620,Dr Watson & Partners,STRABANE HEALTH CENTRE,UPPER MAIN STREET,STRABANE,BT82 8AS,Western,6418.0
621,Drs Ahmed & Deane,NORTHSIDE MEDICAL PRACTICE,"SHANTALLOW HEALTH CENTRE, RACECOURSE ROAD",LONDONDERRY,BT48 8NL,Western,3528.0
622,Dr Brennan & Partners,"RACECOURSE MEDICAL, SHANTALLOW HEALTH CENTRE",RACECOURSE ROAD,LONDONDERRY,BT48 8NL,Western,4691.0
623,DR. TJM CRAIG AND PARTNERS,FOYLESIDE FAMILY PRACTICE,BRIDGE STREET MEDICAL CENTRE,"BRIDGE STREET, LONDONDERRY",BT48 6LD,Western,6021.0
624,Dr Ashenhurst & Partners,"GLENDERMOTT MEDICAL, WATERSIDE HEALTH CENTRE",SPENCER ROAD,LONDONDERRY,BT47 6AH,Western,7617.0
625,Dr Abbot & Partners,BAYVIEW MEDICAL CENTRE,3 BAYVIEW TERRACE,LONDONDERRY,BT48 7EE,Western,3898.0
626,DR DF CONNOLLY AND PARTNERS,"RIVERFRONT MEDICAL, WATERSIDE HEALTH CENTRE",SPENCER ROAD,LONDONDERRY,BT47 6AH,Western,8937.0
627,Dr Hetherington & Partners,EGLINTON MEDICAL PRACTICE,29 MAIN STREET,"EGLINTON, LONDONDERRY",BT47 3AB,Western,7304.0
629,Dr Heaney & Partners,THE HEALTH CENTRE,SCROGGY ROAD,LIMAVADY,BT49 0NA,Western,6990.0
651,Dr Magfhogartai & Partners,FINTONA GROUP PRACTICE,33 DROMORE ROAD,"FINTONA, OMAGH",BT78 2BB,Western,6596.0
652,DR I D RITCHIE,2H MAIN STREET,DRUMQUIN,CO TYRONE,BT78 4SB,Western,1976.0
654,Dr Pollock & Partners,"GRANGE FAMILY PRACTICE, THE HEALTH CENTRE",MOUNTJOY ROAD,OMAGH,BT79 7BA,Western,6520.0
655,Dr P Scully,23 OMAGH ROAD,DRUMQUIN,OMAGH,BT78 4QY,Western,1610.0
657,,"THREE SPIRES SURGERY, THE HEALTH CENTRE",MOUNTJOY ROAD,OMAGH,BT79 7BA,Western,10174.0
660,Dr Deeny & Partners,CARRICKMORE HEALTH CENTRE,TERMON ROAD,"CARRICKMORE, OMAGH",BT79 9JR,Western,9101.0
661,Drs Burke & Reilly,DROMORE SURGERY,16 CAMDERRY ROAD,"DROMORE, OMAGH",BT78 3AU,Western,5626.0
662,,"DRUMRAGH FAMILY PRACTICE, THE HEALTH CENTRE",MOUNTJOY ROAD,OMAGH,BT79 7BA,Western,10667.0
663,,"STRULE MEDICAL, THE HEALTH CENTRE",MOUNTJOY ROAD,OMAGH,BT79 7BA,Western,3062.0
664,Drs Hicks & Singh,41 MAIN STREET,PLUMBRIDGE,OMAGH,BT79 8DL,Western,3282.0
