Production Year,Operator,County,Town,Producing Formation,Active Gas Wells,Inactive Gas Wells,Purchaser Codes
1988,"Eastern States Energy, Inc.",Erie,AURORA,MEDINA,3,0,GK
1998,Seneca Resources Corporation,Chautauqua,ARKWRIGHT,MEDINA,9,1,GK
1998,Belden & Blake Corporation,Chautauqua,PORTLAND,MEDINA,97,0,GK
1985,Quaker State Corp.,Cattaraugus,OLEAN,BRADFORD,0,0,OB
1975,Columbia Gas Transmission Corp.,Steuben,WEST UNION,ORISKANY,0,1,
1999,"Menichino, Joseph A. & Elizabeth A.",Allegany,ALFRED,UPPER DEVONIAN SHALE,1,1,
1992,"Eagle Oil Field Supply, Inc. d/b/a Eagle S & T",Chautauqua,BUSTI,GLADE,0,0,OC
1970,Consolidated Gas Supply Corp.,Livingston,LEICESTER,MEDINA,8,0,GX
1989,"McKenica, Richard E.",Erie,ORCHARD PARK,MEDINA,1,0,
1985,Byron-Bergen Central School,Genesee,BERGEN,MEDINA,2,0,
1974,"Hanes,  Merlin",Cattaraugus,CARROLLTON,CHIPMUNK,0,0,OA
1986,Carol Holly Oil Corp.,Chautauqua,CARROLL,MEDINA,4,1,GK
1976,"Bucher Drilling Co., Inc.",Allegany,BOLIVAR,RICHBURG,0,0,OB
1987,Maynard Oil Co.,Erie,BRANT,MEDINA,4,1,"GK,GX"
1991,Weaver Gas Well Management,Genesee,PAVILION,MEDINA,6,0,GK
1991,Maple Oil Co.,Allegany,BOLIVAR,RICHBURG,0,0,OB
1986,Big Tree Energy Partners,Wyoming,PERRY,MEDINA,11,2,GH
1981,Ellis Hill Oil Co.,Cattaraugus,OTTO,MEDINA,8,0,GK
1991,"Trahan Petroleum, Inc.",Chautauqua,BUSTI,MEDINA,4,1,GX
1974,"Mooney, Thomas L.",Allegany,,RICHBURG,0,0,OB
1991,"Gomez, John",Allegany,GENESEE,RICHBURG,0,0,
1990,"Ebenezer Oil Co., Inc.",Allegany,SCIO,RICHBURG,0,0,OB
1970,"Taylor, Mrs. C. Nell",Allegany,BOLIVAR,RICHBURG,0,0,OB
1995,Seneca Resources Corporation,Cattaraugus,OTTO,MEDINA,2,0,GK
1997,"GFS Energy, Inc.",Chautauqua,DUNKIRK,MEDINA,6,0,GK
1995,L. W. Resources,Erie,NEWSTEAD,MEDINA,8,1,"GE,GX"
1990,Carol Holly Oil Corp.,Chautauqua,CARROLL,MEDINA,4,0,"GK,GX"
1999,Avoca Farms Ltd,Steuben,AVOCA,MARCELLUS,2,0,
1990,"Kidder Exploration, Inc.",Chautauqua,POLAND,ONONDAGA,2,0,GK
1999,"Mills, Richard E.",Genesee,PAVILION,MEDINA,1,0,
1990,Tipperary Oil & Gas Corp.,Onondaga,LYSANDER,TRENTON,0,1,
1986,"Templeton Energy,  Inc.",Erie,HAMBURG,MEDINA,2,0,GK
1978,National Fuel Gas Supply Corp.,Erie,WEST SENECA,MEDINA,4,0,
1993,"Energy Control Unlimited, Inc.",Erie,EVANS,MEDINA,12,1,GK
1991,Dominion Energy Corp.,Erie,ELMA,MEDINA,1,1,GK
1978,"P & S Drilling, Inc.",Cattaraugus,OTTO,MEDINA,0,1,
1980,"Jennings, Earl",Allegany,WIRT,RICHBURG,0,0,OB
1998,"Allnatt, Philip H.",Chautauqua,CHERRY CREEK,MEDINA,1,0,
1983,"Doran & Associates, Inc.",Chautauqua,CLYMER,BASS ISLAND,1,14,
1998,"Nornew, Inc.",Cattaraugus,LEON,MEDINA,0,2,
1971,"Pennsylvania Gas Co.,  Inc.",Chautauqua,GERRY,MEDINA,0,1,
1983,"Abarta Oil & Gas, Inc.",Allegany,ANDOVER,PENNY & FULMER VALLEY,0,0,
1990,J G & A Co-Venture,Allegany,ANDOVER,PENNY & FULMER VALLEY,0,0,OB
1991,National Fuel Gas Supply Corp.,Erie,ALDEN,MEDINA,8,0,GK
1984,"Kayak Gas & Oil Co.,  Inc.",Chautauqua,EVANS,MEDINA,9,1,GK
1995,Miller Brewing Co.,Cayuga,THROOP,QUEENSTON,8,0,GB
1990,"Cordova Resources, Inc.",Cattaraugus,CARROLLTON,CHIPMUNK,0,0,OA
1999,"RSE Partners-I, L.P.",Onondaga,LYSANDER,DRY WILDCAT,0,1,
1996,"Peterson, JoAnn, Kunn, Nancy/Dutka Estate",Cattaraugus,CARROLLTON,BRADFORD,0,0,OC
1993,Frank H. Stephan Oil Group,Cattaraugus,OLEAN,BRADFORD,0,0,OC
1978,"Borglum, Elsie J.",Yates,BENTON,QUEENSTON,1,0,
1999,Estate of Edward Eckstrom,Chautauqua,BUSTI,GLADE,0,0,OX
1981,"Heintz Gas & Oil Co., Inc.",Chautauqua,DUNKIRK,MEDINA,3,0,GK
1993,"Frey Well Drilling, Inc.",Erie,LANCASTER,MEDINA,2,0,GK
1990,U S Energy Development Corp.,Chautauqua,GERRY,ONONDAGA-BASS ISLAND,2,0,"GH,GK,OB"
1971,Iroquois Gas Corp.,Erie,ORCHARD PARK,MEDINA,10,2,GX
1987,Ashland Farms LLC,Cayuga,LEDYARD,QUEENSTON,0,1,
1987,"Eclipse Management Assoc., Inc",Chautauqua,WESTFIELD,MEDINA,31,0,GK
1984,Gastec Energy Corp.,Erie,EDEN,MEDINA,0,11,
1992,Empire Energies,Erie,NORTH COLLINS,AKRON,0,4,
1973,Valley Gas Corp.,Genesee,PAVILION,MEDINA,5,0,GX
1983,"American Penn Energy,  Inc.",Erie,EVANS,MEDINA,12,0,
1989,D & C Energy Iv,Chautauqua,WESTFIELD,MEDINA,3,0,GK
1989,Mitchell Exploration Corp.,Allegany,GRANGER,MEDINA,0,1,
1979,"Doran & Associates, Inc.",Chautauqua,WESTFIELD,MEDINA,0,1,
1989,"Aerospace Industrial Center, Inc.",Erie,BUFFALO,MEDINA,0,1,
1990,"Universal Resources Holdings, Incorporated",Chautauqua,HANOVER,MEDINA,2,0,GK
1981,"Atwood Energy, Inc.",Chautauqua,ELLERY,MEDINA,5,0,GH
1989,"Lenape Resources Corp., The",Wyoming,COVINGTON,MEDINA,11,1,GK
1988,"Tomaka-Bay Energy Co., Inc.",Erie,HAMBURG,MEDINA,1,0,GK
1995,"Shelex Drilling, Inc.",Chautauqua,SHERMAN,MEDINA,2,0,GX
1999,Great Lakes Energy Partners,Chautauqua,PORTLAND,MEDINA,11,0,GK
1988,"Ebenezer Oil Co., Inc.",Allegany,SCIO,RICHBURG,0,0,OB
1996,"Oil, Gas & Land Services, Inc.",Chautauqua,GERRY,ONONDAGA,2,0,"GH,OA"
1987,"Dudar, John",Allegany,ALMA,RICHBURG,0,0,OB
1993,"Eagle Oil Field Supply, Inc. d/b/a Eagle S & T",Chautauqua,BUSTI,GLADE,0,0,OC
1967,"Mountain, Dr. Edward R.",Cattaraugus,CARROLLTON,CHIPMUNK,0,0,
1997,United States Gypsum Co.,Wyoming,SHELDON,MEDINA,33,0,"GH,GR"
1983,Don Angle Co.,Chautauqua,BUSTI,GLADE,0,0,
1996,Farm Energy Trust,Wyoming,GENESEE FALLS,WHIRLPOOL,0,1,
1983,Bay Energy Co-1,Erie,ELMA,MEDINA,0,1,
1999,"Cordova Resources, Inc.",Cattaraugus,ALLEGANY,BRADFORD & CHIPMUNK,0,0,OD
1995,Fault Line Oil Corporation,Cattaraugus,FREEDOM,MEDINA,3,1,GX
1997,"Vandermark Exploration, Inc.",Steuben,HOWARD,ORISKANY,1,0,GK
1977,Miller Oil Co.,Cattaraugus,OLEAN,BRADFORD,0,0,OA
1996,"Frey Well Drilling, Inc.",Erie,MARILLA,MEDINA,0,1,
1990,New York Energy,Chautauqua,STOCKTON,MEDINA,1,0,GK
1981,Oxford Exploration Co.,Cattaraugus,FREEDOM,MEDINA,0,5,
1971,Reese Oil Co.,Cattaraugus,ALLEGANY,CHIPMUNK,0,0,OC
1979,Wood Oil Co.,Cattaraugus,OLEAN,BRADFORD,0,0,OA
1992,Estate of Richard E. Howard,Allegany,WIRT,RICHBURG,0,0,"OB,OC"
1991,Arkema Inc.,Erie,TONAWANDA,MEDINA,5,1,
1987,Walker Exploration & Production Corp.,Chautauqua,HANOVER,MEDINA,3,0,GK
1993,"Taylor, Mrs. C. Nell",Allegany,BOLIVAR,RICHBURG,0,0,OC
1995,Seneca Resources Corporation,Chautauqua,POLAND,MEDINA,8,0,GK
1999,"Trahan Petroleum, Inc.",Chautauqua,HARMONY,MEDINA,14,8,GK
1984,Pepsi Cola Buffalo Bottling Corp.,Erie,CHEEKTOWAGA,MEDINA,1,0,
1988,"American Penn Energy,  Inc.",Chautauqua,CHARLOTTE,MEDINA,3,1,GH
1986,Perry Energy II,Wyoming,PERRY,MEDINA,4,0,"GH,GP"
1988,TGX Corp.,Erie,BRANT,MEDINA,4,2,GK
1989,"Frey Well Drilling, Inc.",Erie,ALDEN,MEDINA,2,1,"GK,GX"
1973,Lippert Oil Corp.,Cattaraugus,ALLEGANY,BRADFORD,0,0,OC
1975,Reliagas Co.,Chautauqua,SHERIDAN,MEDINA,0,1,
1984,"Hitchcock, Glen",Cattaraugus,ALLEGANY,BRADFORD,0,0,
1993,National Fuel Gas Supply Corp.,Allegany,ALMA,ORISKANY,4,0,GK
1999,"Duvall, George P.",Ontario,EAST BLOOMFIELD,MEDINA,1,0,
1977,K-Arcy Corp.,Allegany,ALMA,RICHBURG,0,0,OB
1981,"Energy Oil, Inc.",Genesee,PEMBROKE,MEDINA,4,0,"GK,GQ"
1999,"Galliford, J. Daniel & Clara R.",Genesee,BETHANY,MEDINA,1,0,
1998,A. J. Lease Account,Cattaraugus,FREEDOM,ONONDAGA,0,0,"GX,OA"
1992,"Weil Resources, Inc.",Cattaraugus,EAST OTTO,MEDINA,4,2,GK
1998,National Fuel Gas Supply Corp.,Chautauqua,ARKWRIGHT,MEDINA,0,2,
1987,"Midwest Exploration, Inc.",Erie,BRANT,MEDINA,2,0,GX
1978,"Nicholas,  John & Ivy",Erie,CLARENCE,MEDINA,0,0,
1984,"Mathis, Edna Joyce",Erie,ELMA,MEDINA,1,0,
1983,"Stephan, Phillip D.",Cattaraugus,ALLEGANY,,0,0,
1993,"Joyce, Christine M.",Allegany,ANDOVER,PENNY & FULMER VALLEY,0,0,OC
1989,Pangea Petroleum Co.,Erie,COLDEN,MEDINA,2,1,GK
1977,"Envirogas, Inc.",Chautauqua,CHAUTAUQUA,MEDINA,0,1,
1994,Carey Hollow Oil Co.,Cattaraugus,ALLEGANY,BRADFORD,0,0,OC
1999,"Dunnewold, Roger, E.",Chautauqua,FRENCH CREEK,MEDINA,1,0,
1973,Bradley Producing Corp.,Allegany,WILLING,RICHBURG,0,0,OB
1986,Sisters of St. Joseph,Erie,CLARENCE,MEDINA,1,0,
1998,"Excel Industries, Inc.",Erie,NEWSTEAD,MEDINA,0,1,
1981,"Boswell, Estate of James B.",Chautauqua,BUSTI,MEDINA,12,0,OA
1991,National Fuel Gas Supply Corp.,Erie,EVANS,MEDINA,3,0,GK
1988,"Kidder Exploration, Inc.",Cattaraugus,LEON,MEDINA,1,0,GK
1985,"Envirogas, Inc.",Chautauqua,GERRY,MEDINA,4,0,"GH,GK,GX"
1982,"Abarta Oil & Gas, Inc.",Allegany,ANDOVER,FULMER VALLEY,0,0,OB
1987,"Perry, Gerald W",Allegany,ANDOVER,PENNY,0,0,
1968,Frank H. Stephan Oil Group,Cattaraugus,ALLEGANY,BRADFORD,0,0,OC
1992,"Industrial Patterns, Inc.",Allegany,GENESEE,RICHBURG,2,0,
1997,"Hopewell Oil & Gas, Inc.",Allegany,WIRT,WAUGH & PORTER,0,0,OD
1984,"J M Resources, Inc.",Chautauqua,ARKWRIGHT,MEDINA,1,0,GX
1995,"Mansour, Robert L",Cattaraugus,OLEAN,BRADFORD,0,0,OA
1979,Shanley Montara Petroleum Co.,Erie,JAVA,MEDINA,0,13,
1999,United States Gypsum Co.,Genesee,DARIEN,MEDINA,14,0,"GH,GK,GR"
1977,"Bucher Drilling Co., Inc.",Allegany,BOLIVAR,RICHBURG,0,0,OB
1989,Silver Creek Drilling Corp.,Livingston,AVON,MEDINA,15,1,GK
1999,New York Gas & Oil Drilling Co,Wyoming,BENNINGTON,MEDINA,1,1,GK
1992,Douglas Oil & Gas Limited Partnership,Chautauqua,HARMONY,MEDINA,0,2,
1983,Oilmark & Co.,Chautauqua,DUNKIRK,MEDINA,5,0,
1995,"Cotton Well Drilling Company,  Inc.",Chautauqua,MINA,MEDINA,3,0,GK
1982,"Hugoton Petroleum,  Inc.",Chautauqua,RIPLEY,MEDINA,0,1,
1986,Clover Oil & Gas Co.,Genesee,DARIEN,MEDINA,2,0,"GK,GN"
1989,Oxford Exploration Co.,Cattaraugus,FREEDOM,MEDINA,1,4,GX
1993,"Kerr, Allan A. and Shirley A.",Cattaraugus,DAYTON,MEDINA,1,0,
1981,"Youngberg, Larry",Chautauqua,HANOVER,MEDINA,1,0,GK
1998,"Sturm, Jerrold L.",Livingston,YORK,MEDINA,2,0,
1994,United States Gypsum Co.,Genesee,DARIEN,MEDINA,21,0,GR
1984,National Fuel Gas Supply Corp.,Chautauqua,POMFRET,MEDINA,2,0,
1991,Vineyard Oil & Gas Company,Chautauqua,SHERMAN,MEDINA,4,1,GX
1988,"Empire Exploration, Inc.",Ontario,EAST BLOOMFIELD,MEDINA,8,5,"GK,GX"
1995,Frontier Central School,Erie,HAMBURG,MEDINA,4,0,
1986,"Crooks, John C",Allegany,GENESEE,RICHBURG,0,0,
1994,"Evinczik, Joseph A",Chautauqua,BUSTI,GLADE,2,0,
1994,Cone Brothers,Genesee,STAFFORD,MEDINA,1,0,
1999,Greatbatch Ltd.,Erie,CLARENCE,MEDINA,1,0,
1994,Cal Ban Corp.,Cattaraugus,OLEAN,CHIPMUNK,0,0,OA
1969,Felmont Oil Corp.,Cattaraugus,,ORISKANY,8,3,OC
1983,Shawnee Operating Co.,Erie,NORTH COLLINS,MEDINA,2,0,
1983,"Whirlpool Gas & Oil Co., Inc.",Chautauqua,ELLERY,MEDINA,1,0,
1969,D-Y-M Corp.,Steuben,WEST UNION,FULMER VALLEY,0,0,OB
1980,"Johnson, Daniel H",Chautauqua,BUSTI,GLADE,0,0,
1972,"Geise, Lawrence J.",Cattaraugus,ALLEGANY,BRADFORD,0,0,"OA,OC"
1969,"Yahn & Yahn, Inc.",Steuben,WEST UNION,FULMER VALLEY,0,0,OB
1977,National Fuel Gas Supply Corp.,Erie,COLLINS,MEDINA,3,11,
1997,United States Gypsum Co.,Erie,ALDEN,MEDINA,4,0,GR
1989,"Winter, Edwin R. Estate of",Erie,NORTH COLLINS,MEDINA,2,0,
1999,"Marieff Petroleum, Inc.",Chautauqua,WESTFIELD,MEDINA,1,0,GX
1997,Belden & Blake Corporation,Chautauqua,RIPLEY,MEDINA,71,18,GK
1987,"American Penn Energy,  Inc.",Chautauqua,CHERRY CREEK,MEDINA,2,0,GH
1994,United Processing Corp.,Allegany,ANDOVER,FULMER VALLEY,0,0,
1978,Great Lakes Color Printing Co.,Chautauqua,DUNKIRK,MEDINA,1,0,
1974,National Fuel Gas Supply Corp.,Chautauqua,ARKWRIGHT,MEDINA,3,0,
1996,"Bower, Edwin L.",Livingston,PORTAGE,MEDINA,1,0,
1999,"Perry, Gerald W",Allegany,ANDOVER,PENNY,1,0,
1998,"Weil Resources, Inc.",Wyoming,JAVA,MEDINA,6,0,GK
1979,Exolon-Esk Co.,Erie,TONAWANDA,MEDINA,1,0,
1986,"Thompson, Kenneth L",Erie,CLARENCE,MEDINA,1,0,
1984,"Bath, Village of",Steuben,BATH,MARCELLUS,3,0,GI
1998,"Industrial Patterns, Inc.",Allegany,GENESEE,WAUGH & PORTER,1,0,
1973,Goodman Pipe Co.,Cattaraugus,,BRADFORD,0,0,
1996,"Lefort, Marian G.",Wyoming,SHELDON,MEDINA,1,0,
1978,"Plants and Goodwin, Inc.",Allegany,WIRT,RICHBURG,0,0,OB
1983,"Chautauqua Natural Gas Co., Inc",Chautauqua,VILLENOVA,MEDINA,4,0,
1982,"Hugoton Petroleum,  Inc.",Chautauqua,JAMESTOWN,ONONDAGA,0,1,
1992,"Pero Farms, Inc.",Erie,BRANT,MEDINA,1,0,
1990,Midwest O & G Ltd Partnership,Erie,NEWSTEAD,MEDINA,1,0,GX
1999,"Cooper, Brian C",Allegany,BOLIVAR,RICHBURG,0,0,
1995,"Loree, Ann E.",Yates,BENTON,QUEENSTON,0,1,
1992,"Chautauqua Energy, Inc.",Chautauqua,PORTLAND,MEDINA,3,0,GA
1982,Arcata Graphics Buffalo,Erie,LANCASTER,MEDINA,4,0,
1989,"Otis Eastern Service, Inc.",Allegany,WIRT,WAUGH & PORTER,0,0,
1997,"Weil Resources, Inc.",Chautauqua,POMFRET,MEDINA,2,2,GK
1977,Pennzoil Products Co.,Cattaraugus,OLEAN,BRADFORD,0,1,OA
1986,Gypsum Energy Management Co.,Genesee,DARIEN,MEDINA,2,0,"GR,GX"
1970,"Hull, Daniel B.",Erie,,,1,0,
1974,National Fuel Gas Supply Corp.,Genesee,STAFFORD,MEDINA,1,0,
1983,Miller Brewing Co.,Cayuga,SENNETT,QUEENSTON,2,0,
1992,"Cotton Well Drilling Company,  Inc.",Chautauqua,CHAUTAUQUA,MEDINA,3,0,GK
1995,Seneca Resources Corporation,Allegany,ALMA,ORISKANY,1,3,GI
1982,"Carls, Kevin D",Cattaraugus,ALLEGANY,BRADFORD,0,0,OA
1973,"Pinney, Dewey H",Allegany,ALMA,RICHBURG,0,0,OB
1999,"Childs, Alanson & Marjorie",Allegany,GENESEE,RICHBURG,0,0,OD
1970,Childs Brothers,Allegany,GENESEE,RICHBURG,0,0,OB
1967,"Charles Trattler, et al",Chautauqua,VILLENOVA,,0,0,
1970,Flanigan Brothers,Chautauqua,GERRY,MEDINA,1,0,GX
1979,"Ebenezer Oil Co., Inc.",Allegany,WIRT,RICHBURG,0,0,OB
1998,"Pan Energy Company, Inc.",Erie,NORTH COLLINS,MEDINA,3,0,GX
1981,Westinghouse Electric Corp.,Erie,AURORA,MEDINA,1,0,
1991,"Energy Control Unlimited, Inc.",Chautauqua,CARROLL,MEDINA,0,2,
1988,Whiting Door Manufacturing Corp.,Erie,NEWSTEAD,MEDINA,1,0,
1977,"McKee, Robert S",Allegany,WILLING,RICHBURG,0,0,
1988,"Hampshire Oil & Gas, Inc.",Allegany,ALFRED,ORISKANY,0,1,
1990,"Seitz, Earl H.",Chautauqua,BUSTI,MEDINA,0,1,
1973,"Ebenezer Oil Co., Inc.",Allegany,ALMA,RICHBURG,0,0,OB
1991,Frontier Central School,Erie,HAMBURG,MEDINA,4,0,
1986,"Wormley, Fred K",Allegany,ALMA,RICHBURG,0,0,OB
1974,"Flint Oil & Gas, Inc.",Erie,ALDEN,MEDINA,0,1,
1986,Vandermark Associates,Allegany,WARD,ORISKANY,1,0,GH
1996,Pennsylvania General Energy,Cattaraugus,OLEAN,ONONDAGA,0,0,"GX,OU"
1999,"Geo Ventures, Inc.",Erie,CONCORD,MEDINA,3,0,GX
1983,"Aurelius Gas Company, Inc.",Cayuga,AURELIUS,MEDINA,7,1,
1983,"Cooper, Brian C",Allegany,BOLIVAR,RICHBURG,0,0,
1994,Oily Ann Oil And Gas Inc.,Cattaraugus,OLEAN,BRADFORD,0,0,OA
1972,Goodman Pipe Co.,Cattaraugus,,BRADFORD,0,0,
1978,"Gleber, Lawrence C. & Dorothy",Chautauqua,BUSTI,MEDINA,0,3,
1997,D & D Oil,Allegany,SCIO,SCIO,0,0,OD
1992,"Energy Control Unlimited, Inc.",Erie,CONCORD,MEDINA,1,0,GX
1989,"Call Farms, Inc.",Genesee,BATAVIA,MEDINA,2,1,
1988,"O'Shanter Resources,  Inc.",Chautauqua,ELLERY,MEDINA,8,0,GH
1991,"Geo Ventures, Inc.",Erie,EDEN,MEDINA,1,0,GK
1969,Iroquois Gas Corp.,Allegany,ANDOVER,ORISKANY,1,1,GX
1987,Richardson Petroleum Corp.,Allegany,INDEPENDENCE,FULMER VALLEY,14,0,"GK,OB"
1987,Oxford Exploration Co.,Cattaraugus,FREEDOM,MEDINA,1,4,GX
1987,"Day, James W",Allegany,ALMA,RICHBURG,0,0,OB
1993,"Howles, William",Erie,ELMA,MEDINA,1,3,GK
1983,Williams Brothers Oil Co.,Cattaraugus,ALLEGANY,BRADFORD,0,0,
1996,Interco Energy Development Corp,Cattaraugus,ALLEGANY,CHIPMUNK,0,0,OA
1969,"D.W. Franchot & Co., Inc.",Ontario,,MEDINA,28,7,GX
1992,Dominion Energy Corp.,Erie,ELMA,MEDINA,1,0,GK
1984,"Leon, Earl W",Allegany,ALFRED,DEVONIAN SHALE,1,0,
1974,Olean Freres Corp.,Cattaraugus,ALLEGANY,BRADFORD,0,0,OB
1995,Norris Oil Co.,Allegany,OLEAN,BRADFORD THIRD,0,0,OA
1969,"Tellinghuisen, George",Chautauqua,BUSTI,GLADE,0,0,OB
1998,"Markham, Charles A., Jr. & Janet E.",Cattaraugus,DAYTON,MEDINA,2,0,
1984,Flanigan Brothers,Cattaraugus,ALLEGANY,BRADFORD,0,0,OA
1974,Martiny & Guise,Cattaraugus,,BRADFORD,0,0,OA
1967,Iroquois Gas Corp.,Erie,WEST SENECA,MEDINA,6,0,GX
1997,Seneca Resources Corporation,Cattaraugus,DAYTON,MEDINA,16,0,GK
1995,CEI 1991-1 Joint Venture,Chautauqua,CHAUTAUQUA,MEDINA,1,0,GK
1999,"Geo Ventures, Inc.",Chautauqua,MINA,MEDINA,2,0,GX
1990,Oil & Gas Developers of NY & PA,Cattaraugus,CARROLLTON,CHIPMUNK,0,0,OA
1986,U S Energy Development Corp.,Chautauqua,BUSTI,MEDINA,0,2,"GK,GX"
1994,Collins Oil Co.,Allegany,WIRT,RICHBURG,0,0,OC
1978,"Heintz Gas & Oil Co., Inc.",Chautauqua,DUNKIRK,MEDINA,3,0,GK
1986,"Envirogas, Inc.",Chautauqua,WESTFIELD,MEDINA,1,0,GK
1983,National Fuel Gas Supply Corp.,Allegany,INDEPENDENCE,ORISKANY,0,5,
1995,"Stedman Energy, Inc.",Chautauqua,NORTH HARMONY,MEDINA,2,0,GH
1992,"Geo Ventures, Inc.",Erie,EDEN,MEDINA,1,0,GK
1981,"Lenape Resources Corp., The",Wyoming,JAVA,MEDINA,0,2,
1979,Rochester Gas & Electric Corp.,Monroe,RIGA,MEDINA,1,0,
1995,"County Line Stone Co., Inc.",Erie,NEWSTEAD,MEDINA,0,2,
1986,National Fuel Gas Supply Corp.,Erie,NORTH COLLINS,AKRON,2,0,GK
1994,"Eastern States Energy, Inc.",Chautauqua,BUSTI,MEDINA,2,0,GH
1996,Lomak Operating Company,Chautauqua,GERRY,MEDINA,5,0,"GH,GK"
1993,"Henry W. Agle and Sons, Inc.",Erie,EDEN,MEDINA,1,0,
1974,Potter & Wilbur,Chautauqua,BUSTI,GLADE,0,0,"OA,OB"
1996,"East Resources, Inc.",Cattaraugus,ALLEGANY,BRADFORD,0,0,OA
1993,"Curtis & Son Oil, Inc.",Chautauqua,BUSTI,GLADE,0,0,OC
1988,Strippit Inc.,Erie,NEWSTEAD,MEDINA,2,0,
1980,Pennzoil Products Co.,Cattaraugus,CARROLLTON,CHIPMUNK,0,1,OA
1991,Norris Oil Co.,Cattaraugus,ALLEGANY,CHIPMUNK,0,0,OA
1985,Interco Energy Development Corp,Wyoming,ARCADE,MEDINA,3,0,GX
1985,Shawnee Operating Co.,Erie,EVANS,MEDINA,2,0,GU
1977,National Fuel Gas Supply Corp.,Erie,BRANT,MEDINA,2,0,
1988,Silver Creek Drilling Corp.,Erie,BOSTON,MEDINA,4,0,GK
1991,"Aurelius Gas Company, Inc.",Cayuga,LEDYARD,QUEENSTON,1,0,
1988,"20 Bliss Street, Inc.",Chautauqua,POMFRET,MEDINA,13,0,GK
1987,"Lenape Resources Corp., The",Chautauqua,CHERRY CREEK,MEDINA,1,0,GX
1992,"Dunn, Walter J. & Elixabeth Irrevocable Trust",Cayuga,SCIPIO,QUEENSTON,1,0,
1987,Houghton College,Allegany,CANEADEA,UPPER DEVONIAN SHALE,1,0,
1975,"McCray, Maurice A. Est.",Cattaraugus,CARROLLTON,BRADFORD,0,0,OA
1993,"Warriner, Wayne",Steuben,GREENWOOD,PENNY,1,0,
1987,"Gabel, Elizabeth A.",Chemung,VAN ETTEN,ORISKANY,1,0,
1997,"Marieff Petroleum, Inc.",Chautauqua,WESTFIELD,MEDINA,1,0,GX
1975,Ward Oil Company,Allegany,,,0,0,OB
1984,"Iantorno, Rubens",Allegany,BOLIVAR,RICHBURG,0,0,OB
1999,Hunt Oil Co.,Allegany,ALMA,RICHBURG,0,0,OD
1999,CEI 1990-1 Joint Venture,Chautauqua,CHAUTAUQUA,MEDINA,1,0,GK
1985,"SCG Gas Quest, Inc.",Wyoming,ARCADE,MEDINA,20,0,GU
1983,"West Seneca, Town of",Erie,WEST SENECA,MEDINA,1,0,
1990,"SCG Gas Quest, Inc.",Erie,EDEN,MEDINA,33,0,"GK,GX"
1997,Clover Oil & Gas Co.,Erie,ALDEN,MEDINA,2,0,GX
1989,Union Springs School District,Cayuga,SPRINGPORT,QUEENSTON,2,0,
1986,"American Penn Energy,  Inc.",Chautauqua,GERRY,MEDINA,1,0,GH
1995,"Slater, Patricia A.",Erie,ALDEN,MEDINA,0,1,
1986,"Pioneer Resources, Inc.",Seneca,FAYETTE,QUEENSTON,0,2,
1977,National Fuel Gas Supply Corp.,Erie,EVANS,,0,0,
1996,"Pan Energy Company, Inc.",Erie,HAMBURG,MEDINA,1,0,GK
1999,Degitz-Stevenson Financial Security Partnership,Cattaraugus,CARROLLTON,UPPER DEVONIAN,0,0,OA
1990,"Cordova Resources, Inc.",Chautauqua,POMFRET,MEDINA,1,0,GK
1998,Lomak Operating Company,Erie,NEWSTEAD,MEDINA,1,0,GK
1994,"Cook, Lura",Erie,CLARENCE,MEDINA,1,0,
1968,Worldwide Energy Corp.,Seneca,SENECA,QUEENSTON,2,0,GX
1993,Cabot Oil & Gas Corp.,Chautauqua,HARMONY,MEDINA,6,0,GH
1994,Seneca Resources Corporation,Chautauqua,CHERRY CREEK,MEDINA,4,0,GK
1997,"Cordova Resources, Inc.",Cattaraugus,ALLEGANY,BRADFORD,0,0,OD
1994,United States Gypsum Co.,Genesee,PEMBROKE,MEDINA,34,0,GR
1982,Berea Oil & Gas Corp.,Chautauqua,GERRY,BASS ISLAND,33,0,
1996,"Chautauqua Energy, Inc.",Chautauqua,CHAUTAUQUA,MEDINA,10,0,GK
1996,"Pan Energy Company, Inc.",Cattaraugus,NAPOLI,MEDINA,2,0,GK
1993,"O'Shanter Resources,  Inc.",Chautauqua,ELLERY,MEDINA,8,0,GK
1990,"Alden Aurora Gas Co.,  Inc.",Erie,LANCASTER,MEDINA,1,0,GK
1984,Villanova Natural Gas Corp.,Chautauqua,CHAUTAUQUA,MEDINA,2,0,GH
1991,"Wroblewski, Francis M",Erie,COLDEN,MEDINA,1,0,
1986,International Salt Co.,Livingston,LEICESTER,,0,0,
1991,"Harris, William",Genesee,PAVILION,MEDINA,1,0,
1987,National Fuel Gas Supply Corp.,Allegany,ALMA,ORISKANY,1,2,GK
1995,Klein Oil & Logging,Allegany,INDEPENDENCE,FULMER VALLEY,0,0,
1980,"Sorrento Cheese Co., Inc.",Erie,BUFFALO,MEDINA,1,0,
1991,"Bounty Group, Inc.",Chautauqua,POLAND,MEDINA,4,1,GH
1985,"Empire Exploration, Inc.",Cattaraugus,DAYTON,ONONDAGA,2,0,GK
1991,"Kidder Exploration, Inc.",Chautauqua,ELLICOTT,ONONDAGA,1,0,GK
1990,"Wroblewski, Francis M",Erie,COLDEN,MEDINA,1,0,
1990,"Key Trust Co of Ohio, N.A., Trustee",Cayuga,SPRINGPORT,QUEENSTON,2,0,
