Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number
"Department for Business, Innovation and Skills",Intellectual Property Office,07/04/2010,Travel and subsistence UK,Business Support Directorate,Travellodge,MHUMP10,99.7,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,07/04/2010,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,47656,110.55,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,07/04/2010,Travel and subsistence UK,Innovation Directorate,Flybe.com,NIILE10,140.96,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,07/04/2010,Travel and subsistence UK,Patents Directorate,Premier Inn,JWIL,148.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,07/04/2010,Travel and subsistence UK,Innovation Directorate,Expotel,NIILE20,155.95,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,07/04/2010,Travel and subsistence UK,International Policy Directorate,Expotel,NIILE21,155.95,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,07/04/2010,Travel and subsistence UK,Patents Directorate,Expotel,NIILE22,155.95,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,07/04/2010,Travel and subsistence UK,Innovation Directorate,Ebookers,NIILE29,158.58,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,07/04/2010,Travel and subsistence UK,Innovation Directorate,Flybe.com,NIILE31,165.98,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,07/04/2010,Travel and subsistence UK,Innovation Directorate,Expotel,NIILE13,180.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,07/04/2010,Travel and subsistence UK,Innovation Directorate,Expotel,NIILE14,180.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,07/04/2010,Travel and subsistence UK,Trade Marks Directorate,Personal expenses name witheld,47685,212.4,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,07/04/2010,Travel and subsistence UK,Patents Directorate,Personal expenses name witheld,47664,217.55,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,07/04/2010,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,47681,235.25,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,07/04/2010,Travel and subsistence UK,Finance Directorate,Personal expenses name witheld,47678,240.1,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,07/04/2010,Travel and subsistence UK,Innovation Directorate,Eurostar,NIILE15,253.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,07/04/2010,Travel and subsistence UK,Innovation Directorate,Flybe.com,NIILE24,263.92,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,07/04/2010,Travel and subsistence UK,International Policy Directorate,Personal expenses name witheld,47673,267.8,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,07/04/2010,Travel and subsistence UK,Innovation Directorate,Expotel,NI19,303.19,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,07/04/2010,Travel and subsistence UK,Innovation Directorate,Expotel,NIILE27,303.19,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,07/04/2010,Travel and subsistence UK,Patents Directorate,Expotel,NIILE18,311.9,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,07/04/2010,Travel and subsistence UK,Innovation Directorate,Expotel,NIILE17,432.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,07/04/2010,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,47666,448.92,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,07/04/2010,Travel and subsistence UK,Innovation Directorate,Expotel,NIILE19,491.7,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,07/04/2010,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,47665,509.53,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/04/2010,Accommodation charges,Business Support Directorate,Caerphilly County Borough Council,12/0,44581.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/04/2010,Healthcare,Business Support Directorate,Connaught Compliance Services Ltd,OP/I263633,146.88,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/04/2010,Machinery hire and maintenance,Business Support Directorate,Xerox (UK) Ltd,AF189250,93.72,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/04/2010,Mainframe System Charges,Business Support Directorate,Capgemini UK Plc,2.60E+13,97024.25,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/04/2010,Minor Building Works & Maintenance,Business Support Directorate,BOC Ltd,3001129474,7.38,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/04/2010,Minor Building Works & Maintenance,Business Support Directorate,Ian Williams Ltd,100825,5242.71,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/04/2010,Online Bureau Charges,Patents Directorate,Thomson Reuters (Scientific) Ltd,R858934-633445,2392.14,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/04/2010,Online Bureau Charges,Patents Directorate,American Chemical Society,833000,11929.88,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/04/2010,Online Bureau Charges,Patents Directorate,European Patent Office,40183270,101472.95,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/04/2010,Online Bureau Charges,Patents Directorate,European Patent Office,40183303,116159.13,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/04/2010,Other Stationery & General Supplies,Finance Directorate,Treforest Printing Ltd,2221CN,-253.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/04/2010,Other Stationery & General Supplies,Finance Directorate,Tower Supplies,718674,988.41,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/04/2010,Paper,Finance Directorate,James McNaughton Paper Merchants Ltd,JR9105359,95.91,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/04/2010,Paper,Finance Directorate,James McNaughton Paper Merchants Ltd,JR9106090,1177.35,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/04/2010,Payroll Costs,Business Support Directorate,LogicaCMG UK Ltd,HRS111474,1559.52,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/04/2010,Payroll Costs,Business Support Directorate,LogicaCMG UK Ltd,HRS111205,2809.72,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/04/2010,Recruitment Advertising,Business Support Directorate,St James's House,DVB09/IPO,4750.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/04/2010,Relocation Removals & Excess Fare,Business Support Directorate,Personal expenses name witheld,47700,108.1,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/04/2010,Seminars and Conferences,Copyright and IP Enforcement Directorate,ITSA Ltd,39674CN,-89.28,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/04/2010,Seminars and Conferences,Copyright and IP Enforcement Directorate,ITSA Ltd,39674,1033.42,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/04/2010,Subscription to Professional bodies,Business Support Directorate,Personal expenses name witheld,47701,95.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/04/2010,TOTAL MISCELLANEOUS EXPENSES - GENERAL,Business Support Directorate,LogicaCMG UK Ltd,HRS111611,423.04,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/04/2010,TOTAL MISCELLANEOUS EXPENSES - GENERAL,Business Support Directorate,British Standards Institution,93157996/1000,2185.5,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/04/2010,Training,International Policy Directorate,Cardiff Council,1800733620,-500.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/04/2010,Training,Business Support Directorate,Capita Business Services  Ltd,615639,95.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/04/2010,Training,Business Support Directorate,Personal expenses name witheld,47696,150.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/04/2010,Training,Business Support Directorate,National School of Government,F435907,180.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/04/2010,Training,Patents Directorate,National School of Government,F435907,180.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/04/2010,Training,Patents Directorate,National School of Government,F435907,180.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/04/2010,Training,Patents Directorate,National School of Government,F435907,180.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/04/2010,Training,Patents Directorate,National School of Government,F435907,180.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/04/2010,Training,Business Support Directorate,McNeil  Robertson Associates,116,200.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/04/2010,Training,Copyright and IP Enforcement Directorate,Dod's Parliamentary Communications,PK039681,430.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/04/2010,Training,Business Support Directorate,LogicaCMG UK Ltd,HRS111439,540.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/04/2010,Training,Business Support Directorate,McNeil  Robertson Associates,115,913.48,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/04/2010,Training,SABIP,National School of Government,F436795,1400.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/04/2010,Training,Business Support Directorate,Caerphilly County Borough Council,82773029,1500.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/04/2010,Training,International Policy Directorate,Cardiff Council,1800724075,2000.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/04/2010,Training,Trade Marks Directorate,Palladium Training & Consultancy,43-10,3486.72,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/04/2010,Training,Trade Marks Directorate,Palladium Training & Consultancy,43-10,11041.28,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/04/2010,Travel and subsistence Overseas,Patents Directorate,Leasedrive Velo Rental Management Ltd,RHI00371745,49.32,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/04/2010,Travel and subsistence Overseas,Trade Marks Directorate,Leasedrive Velo Rental Management Ltd,RHI00374515,67.05,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/04/2010,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,47699,38.5,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/04/2010,Travel and subsistence UK,Patents Directorate,Leasedrive Velo Rental Management Ltd,RHI00370052,43.8,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/04/2010,Travel and subsistence UK,SABIP,Personal expenses name witheld,47697,51.2,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/04/2010,Travel and subsistence UK,Copyright and IP Enforcement Directorate,ARVAL PHH Business Solutions Ltd,1013824344,87.43,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/04/2010,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Leasedrive Velo Rental Management Ltd,RHI00371743,87.61,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/04/2010,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Leasedrive Velo Rental Management Ltd,RHI00371746,87.61,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/04/2010,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Leasedrive Velo Rental Management Ltd,RHI00374514,87.61,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/04/2010,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,47702,116.5,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/04/2010,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,47698,150.3,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/04/2010,Van Delivery Service,Business Support Directorate,ARVAL PHH Business Solutions Ltd,1013811119,30.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,13/04/2010,IPAC,SABIP,W Potter,3/310,300.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,13/04/2010,IPAC,SABIP,J Pickering,47658,530.3,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,13/04/2010,TOTAL MISCELLANEOUS EXPENSES - GENERAL,Trade Marks Directorate,Mezo Ltd,67,107.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,13/04/2010,TOTAL MISCELLANEOUS EXPENSES - GENERAL,Innovation Directorate,BAF Randel,B2BLICENCSINGMEETING/30/03/10,227.13,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,BIS Solicitors,Finance Directorate,Department For Business Innovation & Skills,10028737,55416.66,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Books  Newspapers & Publications,Patents Directorate,Sweet & Maxwell,4500320469,5130.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Computer Hardware,Business Support Directorate,Computacenter (UK) ltd,7084801,166188.13,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Computer hardware and software,Business Support Directorate,Computacenter (UK) ltd,7080588,7513.17,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Computer hardware and software,Business Support Directorate,Computacenter (UK) ltd,7084801,166188.13,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Fuel &Utilities,Business Support Directorate,British Gas Business,40384439/1,307.49,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Fuel &Utilities,Business Support Directorate,PHS Group Plc,55540708,904.42,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Fuel &Utilities,Business Support Directorate,British Gas Business,40384472/1,2678.82,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Fuel &Utilities,Business Support Directorate,EDF Energy 1 Ltd,11555683-0090,17539.32,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Furniture & Fittings,Business Support Directorate,Carpet Services (Cardiff) Ltd,217003,2310.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Innovation support,International Policy Directorate,Carlson Wagonlit,4508286,432.79,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Innovation support,International Policy Directorate,Carlson Wagonlit,4508285,6239.33,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,IPAC,SABIP,J Dixon,47715,116.17,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,IT Contractors,Business Support Directorate,LA International Computer Consultants Ltd,LA144365,1540.59,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,IT Contractors,Business Support Directorate,LA International Computer Consultants Ltd,LA144364,2154.55,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,IT Contractors,Trade Marks Directorate,IBM UK Ltd,5803102931,7917.07,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,IT Contractors,Business Support Directorate,LA International Computer Consultants Ltd,LA144639,10224.91,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,IT Contractors,Trade Marks Directorate,Capgemini UK Plc,2.60E+13,18239.53,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,IT Contractors,Trade Marks Directorate,IBM UK Ltd,5803102932,146542.66,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Machinery hire and maintenance,Business Support Directorate,Danwood Group Ltd,2418247,4473.98,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Maintenance of computers,Business Support Directorate,Oracle Corp (UK) Ltd,440317035,5687.52,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Maintenance of computers,Business Support Directorate,Oracle Corp (UK) Ltd,440317127,6522.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Maintenance of computers,Business Support Directorate,Oracle Corp (UK) Ltd,440317036,7801.08,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Maintenance of computers,Business Support Directorate,Oracle Corp (UK) Ltd,440317034,18629.4,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Maintenance of computers,Business Support Directorate,Oracle Corp (UK) Ltd,440317810,30063.72,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Marketing and Publicity ,Innovation Directorate,University of Stirling,49830,212.77,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Marketing and Publicity ,Innovation Directorate,D4 Projekt Ltd,12991,282.28,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Marketing and Publicity ,Innovation Directorate,Cordia (Services) LLP,69003057,398.18,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Marketing and Publicity ,Innovation Directorate,SGA Productions Ltd,1377,500.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Marketing and Publicity ,Innovation Directorate,Ginger Exhibitions Ltd,889,750.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Marketing and Publicity ,Innovation Directorate,Vitesse Media plc,3956,2000.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Marketing and Publicity ,Innovation Directorate,BHP Information Solutions Ltd,5703,2820.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Marketing and Publicity ,Innovation Directorate,BHP Information Solutions Ltd,5702,3648.37,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Marketing and Publicity ,Innovation Directorate,Cheltenham Festivals,5087,5000.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Minor Building Works & Maintenance,Business Support Directorate,Industrial Door Services Ltd,30656,75.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Minor Building Works & Maintenance,Business Support Directorate,Balfour Beatty WorkPlace Ltd,M102915,145.7,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Minor Building Works & Maintenance,Business Support Directorate,Balfour Beatty WorkPlace Ltd,M102910,155.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Minor Building Works & Maintenance,Business Support Directorate,Balfour Beatty WorkPlace Ltd,M102911,248.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Minor Building Works & Maintenance,Business Support Directorate,Balfour Beatty WorkPlace Ltd,M102908,310.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Minor Building Works & Maintenance,Business Support Directorate,Balfour Beatty WorkPlace Ltd,M102909,310.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Minor Building Works & Maintenance,Business Support Directorate,Balfour Beatty WorkPlace Ltd,M102913,372.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Minor Building Works & Maintenance,Business Support Directorate,Balfour Beatty WorkPlace Ltd,M102914,434.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Minor Building Works & Maintenance,Business Support Directorate,Balfour Beatty WorkPlace Ltd,M102916,509.95,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Minor Building Works & Maintenance,Business Support Directorate,Balfour Beatty WorkPlace Ltd,B165490,800.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Minor Building Works & Maintenance,Business Support Directorate,Balfour Beatty WorkPlace Ltd,M102912,874.2,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Minor Building Works & Maintenance,Business Support Directorate,Balfour Beatty WorkPlace Ltd,M102906,1006.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Minor Building Works & Maintenance,Business Support Directorate,Balfour Beatty WorkPlace Ltd,M102917,1700.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Minor Building Works & Maintenance,Business Support Directorate,Balfour Beatty WorkPlace Ltd,M102907,2643.75,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Minor Building Works & Maintenance,Business Support Directorate,Balfour Beatty WorkPlace Ltd,B165491,5810.38,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Office Cleaning,Business Support Directorate,Biffa Waste Services Ltd,247C05003,3.2,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Office Cleaning,Business Support Directorate,Thomas Waste Management Ltd,64237,165.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Office Cleaning,Business Support Directorate,Gremer Chemicals(UK) Ltd,209917,532.51,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Office Cleaning,Business Support Directorate,Biffa Waste Services Ltd,512C03718,859.74,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Online Bureau Charges,Innovation Directorate,Questel*Orbit,654,548.03,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Online Bureau Charges,Patents Directorate,Swets Information Services,6700180107,851.29,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Online Bureau Charges,Patents Directorate,Thomson Reuters (Scientific) Ltd,E868703-628136,454479.43,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Other Stationery & General Supplies,Finance Directorate,Total Print Finishing Services Ltd,1871,-17.63,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Other Stationery & General Supplies,Finance Directorate,Danwood Group Ltd,2422385,420.87,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Other Stationery & General Supplies,Finance Directorate,RR Donnelley,148739,440.98,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Other Stationery & General Supplies,Finance Directorate,Total Print Finishing Services Ltd,30693,458.58,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Other Stationery & General Supplies,Finance Directorate,RR Donnelley,148738,518.7,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Other Stationery & General Supplies,Finance Directorate,Tower Supplies,718139,580.21,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Other Stationery & General Supplies,Finance Directorate,Tower Supplies,111417,701.48,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Other Stationery & General Supplies,Finance Directorate,Banner  Business Supplies Ltd,21781515,782.65,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Overseas Patent Specifications,Patents Directorate,British Library,139605345,6342.44,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Paper,Finance Directorate,James McNaughton Paper Merchants Ltd,JR0687005,-123.61,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Paper,Finance Directorate,James McNaughton Paper Merchants Ltd,JR9113711,123.61,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Paper,Finance Directorate,James McNaughton Paper Merchants Ltd,JR9109371,168.91,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Paper,Finance Directorate,James McNaughton Paper Merchants Ltd,JR9125570,671.34,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Postage,Business Support Directorate,Neopost Ltd,90794605,125.73,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Postage,Business Support Directorate,Royal Mail,9028604111,1029.26,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Research Projects,Innovation Directorate,Office for National Statistics,1017438,5000.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Research Projects,Innovation Directorate,Office for National Statistics,1017453,5840.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Security Guards,Business Support Directorate,Legion Group plc,18306,81.31,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Telephone Rentals and Call Charges,Business Support Directorate,Virgin Media,414853701/08/04/10,45.2,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Telephone Rentals and Call Charges,Business Support Directorate,British  Telecom,WM37063299Q01075,77.52,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Telephone Rentals and Call Charges,Business Support Directorate,Virgin Media,414650701/08/04/10,96.66,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Telephone Rentals and Call Charges,Business Support Directorate,Virgin Media,414781801/06/04/10,105.66,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Telephone Rentals and Call Charges,Business Support Directorate,Virgin Media,414673601/06/04/10,229.17,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Telephone Rentals and Call Charges,Business Support Directorate,Virgin Media,409092102/06/04/10,412.43,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Telephone Rentals and Call Charges,Business Support Directorate,Virgin Media,409092201/06/04/10,418.82,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,TOTAL MISCELLANEOUS EXPENSES - GENERAL,International Policy Directorate,Central Office of Information,716615,2220.75,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,TOTAL MISCELLANEOUS EXPENSES - GENERAL,Business Support Directorate,National School of Government,F434795,18031.12,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,TOTAL MISCELLANEOUS EXPENSES - GENERAL,Business Support Directorate,National School of Government,F434790,39819.12,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Training,Business Support Directorate,Business Language Services Ltd,9571,22.8,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Training,Chief Executive's Office,Business Language Services Ltd,9571,22.8,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Training,Innovation Directorate,Business Language Services Ltd,9571,22.8,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Training,Copyright and IP Enforcement Directorate,Business Language Services Ltd,9571,22.8,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Training,International Policy Directorate,Business Language Services Ltd,9571,22.8,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Training,Patents Directorate,Business Language Services Ltd,9571,22.8,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Training,Patents Directorate,Business Language Services Ltd,9571,22.8,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Training,Patents Directorate,Business Language Services Ltd,9571,22.8,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Training,Trade Marks Directorate,Business Language Services Ltd,9571,22.8,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Training,Business Support Directorate,Business Language Services Ltd,9571,45.6,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Training,Patents Directorate,Business Language Services Ltd,9571,45.6,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/04/2010,Training,Patents Directorate,Business Language Services Ltd,9571,45.6,Not recorded
