Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,854684,-19.32,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Leasedrive Velo Rental Management Ltd,CRD00045371,-15.1,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,880656,-6.73,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,880657,-6.73,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,23/02/2011,Travel and subsistence UK,Business Support Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),7943,4.6,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,23/02/2011,Travel and subsistence UK,Business Support Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),7943,6.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,23/02/2011,Travel and subsistence UK,Patents Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),7943,6.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,23/02/2011,Travel and subsistence UK,Patents Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),7943,6.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,23/02/2011,Travel and subsistence UK,Patents Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),7943,6.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,23/02/2011,Travel and subsistence UK,Chief Executive's Office,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),7943,6.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,23/02/2011,Travel and subsistence UK,Trade Marks Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),7943,6.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,882168,6.45,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,15/02/2011,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,49343,8.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,15/02/2011,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,49353,8.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,24/02/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,49411,9.3,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,25/02/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,49413,9.3,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/02/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Leasedrive Velo Rental Management Ltd,RHI00504597,9.31,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,08/02/2011,Travel and subsistence UK,Patents Directorate,Personal expenses name witheld,49318,9.95,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,03/02/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,49293,10.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,15/02/2011,Travel and subsistence UK,Finance Directorate,Personal expenses name witheld,49341,10.4,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,03/02/2011,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,49296,11.76,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,08/02/2011,Travel and subsistence UK,Finance Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),7736,12.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,22/02/2011,Travel and subsistence UK,Finance Directorate,Personal expenses name witheld,49340,12.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,23/02/2011,Travel and subsistence UK,Business Support Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),7943,12.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Business Support Directorate,Carlson Wagonlit,869759,12.69,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,864771,14.26,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,864773,14.26,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,864775,14.26,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,24/02/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Leasedrive Velo Rental Management Ltd,RHI00490960,15.1,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,856428,15.14,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,09/02/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Leasedrive Velo Rental Management Ltd,RHI00499830,15.72,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/02/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,49270,16.6,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Finance Directorate,Carlson Wagonlit,882015,16.72,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,49369,17.5,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,08/02/2011,Travel and subsistence UK,Innovation Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),7736,18.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,23/02/2011,Travel and subsistence UK,Innovation Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),7943,18.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,23/02/2011,Travel and subsistence UK,Patents Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),7943,18.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,08/02/2011,Travel and subsistence UK,Business Support Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),7736,18.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,08/02/2011,Travel and subsistence UK,Trade Marks Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),7736,19.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,21/02/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,49387,19.2,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,859526,19.58,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,03/02/2011,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,49286,20.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,860186,20.57,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Trade Marks Directorate,Personal expenses name witheld,49370,20.7,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,859522,21.06,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,859523,21.06,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,859525,21.06,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,859527,21.06,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,859011,21.65,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,11/02/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,49337,22.55,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,4589753,23.4,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,08/02/2011,Travel and subsistence UK,Innovation Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),7736,24.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,08/02/2011,Travel and subsistence UK,Trade Marks Directorate,Personal expenses name witheld,49309,24.3,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/02/2011,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,49374,25.2,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,23/02/2011,Travel and subsistence UK,International Policy Directorate,Perry Beverly,49399,25.3,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,08/02/2011,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,49314,27.25,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,859516,27.49,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,859517,27.49,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,08/02/2011,Travel and subsistence UK,Chief Executive's Office,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),7736,30.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,49360,30.3,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,861573,31.93,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,859244,32.3,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Finance Directorate,Carlson Wagonlit,857044,32.33,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,03/02/2011,Travel and subsistence UK,Patents Directorate,Personal expenses name witheld,49295,32.7,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,23/02/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),7943,33.4,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,853969,34.01,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,04/02/2011,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,49300,34.08,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,24/02/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Leasedrive Velo Rental Management Ltd,RHI00507058,35.16,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,856715,35.62,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,856716,35.62,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,856717,35.62,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,15/02/2011,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,49349,35.7,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,24/02/2011,Travel and subsistence UK,Innovation Directorate,Leasedrive Velo Rental Management Ltd,INV00046851,36.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/02/2011,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,49385,36.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,853968,37.85,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Trade Marks Directorate,Carlson Wagonlit,852999,37.85,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,08/02/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,49308,38.4,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,10/02/2011,Travel and subsistence UK,International Policy Directorate,Leasedrive Velo Rental Management Ltd,RHI00480671,38.6,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/02/2011,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,49373,39.4,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/02/2011,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,49273,39.4,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/02/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Leasedrive Velo Rental Management Ltd,RHI00497629,39.42,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/02/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Leasedrive Velo Rental Management Ltd,RHI00497631,39.42,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,09/02/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Leasedrive Velo Rental Management Ltd,RHI00501005,39.42,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,24/02/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Leasedrive Velo Rental Management Ltd,RHI00509374,39.42,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,23/02/2011,Travel and subsistence UK,Innovation Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),7943,39.5,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,08/02/2011,Travel and subsistence UK,Patents Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),7736,40.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,24/02/2011,Travel and subsistence UK,International Policy Directorate,Perry Beverly,49409,40.3,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/02/2011,Travel and subsistence UK,Innovation Directorate,ARVAL PHH Business Solutions Ltd,1015770393,40.42,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,03/02/2011,Travel and subsistence UK,Patents Directorate,Personal expenses name witheld,49292,40.5,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,859515,40.81,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,882121,42.4,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,08/02/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),7736,43.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,864843,43.78,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,04/02/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Leasedrive Velo Rental Management Ltd,RHI00497628,44.54,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,09/02/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Leasedrive Velo Rental Management Ltd,RHI00501007,44.54,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,860878,44.76,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Trade Marks Directorate,Carlson Wagonlit,848008,44.76,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Trade Marks Directorate,Carlson Wagonlit,853997,45.76,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,08/02/2011,Travel and subsistence UK,Business Support Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),7736,46.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Finance Directorate,Carlson Wagonlit,858422,46.08,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,02/02/2011,Travel and subsistence UK,Finance Directorate,Personal expenses name witheld,49279,46.4,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,859519,47.72,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,859520,47.72,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Trade Marks Directorate,Carlson Wagonlit,864385,47.72,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Trade Marks Directorate,Carlson Wagonlit,864383,47.72,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,23/02/2011,Travel and subsistence UK,Chief Executive's Office,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),7943,50.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,23/02/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),7943,50.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,08/02/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),7736,50.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,15/02/2011,Travel and subsistence UK,Chief Executive's Office,Personal expenses name witheld,49356,50.4,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,23/02/2011,Travel and subsistence UK,Innovation Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),7943,51.1,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Trade Marks Directorate,Carlson Wagonlit,882417,51.28,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,04/02/2011,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,49302,52.9,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,862645,53.48,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,849046,54.25,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,49364,55.55,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Finance Directorate,Carlson Wagonlit,848627,55.96,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/02/2011,Travel and subsistence UK,Trade Marks Directorate,Personal expenses name witheld,49382,57.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,10/02/2011,Travel and subsistence UK,Patents Directorate,Personal expenses name witheld,49336,58.35,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,15/02/2011,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,49342,59.6,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,873273,59.9,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,03/02/2011,Travel and subsistence UK,Innovation Directorate,ARVAL PHH Business Solutions Ltd,1015697972,61.78,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,04/02/2011,Travel and subsistence UK,International Policy Directorate,Personal expenses name witheld,49301,62.05,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,04/02/2011,Travel and subsistence UK,International Policy Directorate,D Secher,49298,62.65,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,04/02/2011,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,49304,63.45,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,08/02/2011,Travel and subsistence UK,Trade Marks Directorate,Personal expenses name witheld,49310,64.7,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Leasedrive Velo Rental Management Ltd,RHI00501008,64.74,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,855716,65.82,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,03/02/2011,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,49287,66.95,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,08/02/2011,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,49315,67.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,15/02/2011,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,49354,67.6,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,15/02/2011,Travel and subsistence UK,Chief Executive's Office,Personal expenses name witheld,49359,68.7,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,880353,69.24,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Innovation Directorate,Leasedrive Velo Rental Management Ltd,RHI00504596,70.32,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,874053,71.76,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,845255,73.23,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,863656,73.23,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,04/02/2011,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,49297,73.65,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,4586776,74.41,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,851708,75.32,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,856718,75.32,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,868130,75.32,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Business Support Directorate,Carlson Wagonlit,845972,75.32,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,853529,76.2,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,852154,76.63,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,09/02/2011,Travel and subsistence UK,Innovation Directorate,Leasedrive Velo Rental Management Ltd,RHI00501006,78.48,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,09/02/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Leasedrive Velo Rental Management Ltd,RHI00499831,78.84,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/02/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Leasedrive Velo Rental Management Ltd,RHI00504595,78.84,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,24/02/2011,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,49408,79.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Finance Directorate,Carlson Wagonlit,870267,79.82,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Chief Executive's Office,Carlson Wagonlit,858287,80.24,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,01/02/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,49266,80.3,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,848005,80.31,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,866322,80.31,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,49368,82.75,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,09/02/2011,Travel and subsistence UK,Patents Directorate,Personal expenses name witheld,49328,83.3,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,845685,83.57,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,853999,83.57,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,882171,83.57,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,23/02/2011,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,49396,84.2,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,847353,85.25,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Business Support Directorate,Carlson Wagonlit,876895,85.25,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,862490,85.25,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,846931,86.23,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,882878,86.23,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,852998,86.82,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Trade Marks Directorate,Carlson Wagonlit,848007,87.22,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,860187,87.72,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Business Support Directorate,Carlson Wagonlit,866319,89.17,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,24/02/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Leasedrive Velo Rental Management Ltd,RHI00508312,89.64,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,23/02/2011,Travel and subsistence UK,Finance Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),7943,90.0,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,16/02/2011,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,845973,90.51,Not known
