Year,Quarter,LocationDesc,HealthTopic,PolicyTopic,Setting,Title,PolicyTypeID,PolicyTopicID
2012,1,Hawaii,Obesity,Sugar Sweetened Beverages,Community,An Act Relating to Health<br>,LEG,046SSB
2009,1,West Virginia,Nutrition,Appropriations,Community,Healthy West Virginia Program,LEG,002APP
2011,1,Wyoming,Nutrition,Nutrition Standards,Medical and/or Hospital,Licensure of Hospitals,REG,010NUS
2005,1,Tennessee,Nutrition,Appropriations,School/After School,Child Nutrition and Wellness,LEG,002APP
2015,1,Minnesota,Nutrition,Access to Healthy Foods,Community,Urban Agriculture,LEG,001AHF
2010,1,New York,Obesity,Incentives,Restaurant/Retail,Sales and Use Tax on Certain Beverage Products,LEG,029INC
2009,1,Michigan,Nutrition,Appropriations,Community,Recreational Authorities Act,LEG,002APP
2011,1,Pennsylvania,Nutrition,Liability and Indemnity,Community,Family Centers,LEG,030LAI
2005,1,Illinois,Nutrition,Point of Purchase Promotion,School/After School,Mandatory Physical Education in Schools,LEG,037POP
2009,1,Delaware,Nutrition,Appropriations,Restaurant/Retail,Nutrition Information,LEG,002APP
2015,1,Texas,Obesity,Initiatives and Programs,Community,Department of Education Initiatives,LEG,053INP
2011,1,Colorado,Nutrition,Vending,Community,Sales Tax Exemption for Soft Drinks,LEG,051VEN
2011,1,Minnesota,Nutrition,Appropriations,Restaurant/Retail,Stadiums,LEG,002APP
2011,1,New York,Nutrition,Appropriations,Community,Food Commodity in Package Form,LEG,002APP
2016,2,Rhode Island,Physical Activity,Physical Activity Requirements,School/After School,An Act relating to Education - Curriculum - Free play recess. Requires public schools to provide student in grades kindergarten through 5 with at least 20 minutes of free-play recess each school day.,LEG,035PAR
2009,1,New York,Physical Activity,Appropriations,Community,Empire Revolving Bridge Loan Fund,LEG,002APP
2006,1,Indiana,Obesity,Food Restrictions,School/After School,Student Nutrition and Physical Activity,LEG,020FOR
2011,1,Alabama,Obesity,Front of Package Labeling,School/After School,Public K-12 Education,LEG,024FOP
2010,1,Minnesota,Obesity,Appropriations,School/After School,Education Finance,LEG,002APP
2011,1,California,Physical Activity,Appropriations,School/After School,Schools and Local Public Safety Protection Act,LEG,002APP
2002,1,Virginia,Obesity,Health Insurance Coverage,Community,Health Insurance for Morbid Obesity,LEG,028HIC
2011,1,Hawaii,Physical Activity,Pedestrians/Walking,Work Place,On-Call Physician Tax Credit,LEG,052PED
2015,1,New York,Physical Activity,Physical Education Requirements,Early Care and Education,Trans fat reduction; breastfeeding rights; BMI in schools; PE/PA requirements; Bicycle parking,LEG,036PER
2011,1,Montana,Nutrition,Breastfeeding,Early Care and Education,Day Care Licensing Requirements,LEG,007BFD
2009,1,Utah,Nutrition,Nutrition Standards,Early Care and Education,Out of School Time Child Care Programs,REG,010NUS
2013,1,New York,Nutrition,Access to Healthy Foods,Community,An Act to Amend the Public Health Law,LEG,001AHF
2009,1,Indiana,Nutrition,Appropriations,Community,Food Stamps At Farmers Markets,LEG,002APP
2009,1,New York,Obesity,Appropriations,Community,Appropriations for Support of Government,LEG,002APP
2009,1,Minnesota,Physical Activity,Pedestrians/Walking,Community,Capital Improvements,LEG,052PED
2005,1,Delaware,Nutrition,Appropriations,School/After School,Statewide Health Advisory Council,LEG,002APP
2010,1,Hawaii,Nutrition,Medical Care,School/After School,Walk and Bike School Bus Programs,LEG,026MEC
2002,1,New York,Nutrition,Farmers Markets,Community,An Act Making Appropriations for the Support of  Government<br>,LEG,016FAM
2015,1,Texas,Physical Activity,Media Campaigns,School/After School,Department of Education Initiatives,LEG,074MAM
2011,1,Oregon,Nutrition,Appropriations,Restaurant/Retail,State Finance,LEG,002APP
2009,1,Hawaii,Obesity,Sugar Sweetened Beverages,Community,Taxation,LEG,046SSB
2004,1,New Mexico,Physical Activity,Task Forces/Councils,School/After School,Childhood Obesity,LEG,047TFC
2009,1,Ohio,Nutrition,Healthier Food Retail and Food Deserts,School/After School,Standards for Vending Machine Foods in Schools,LEG,021HFR
2011,1,Mississippi,Nutrition,Task Forces/Councils,School/After School,Sweetened Beverages and Syrups Tax,LEG,047TFC
2007,1,Hawaii,Nutrition,Liability and Indemnity,Community,State Highway Fund For Bikeways,LEG,030LAI
2011,1,District of Columbia,Obesity,Menu Labeling,Community,Grocery Store Terms and Conditions,LEG,032MNL
2010,1,Utah,Physical Activity,Physical Education Requirements,School/After School,Vending Machine Contents and Schools,LEG,036PER
2010,1,Mississippi,Nutrition,Fruits and Vegetables,School/After School,Child Nutrition School Breakfast and Lunch Programs,REG,025FAV
2010,1,Hawaii,Obesity,Appropriations,Community,Nutritious Meal Programs,LEG,002APP
2010,1,Maryland,Nutrition,Appropriations,Restaurant/Retail,Agricultural Product Sales,LEG,002APP
2005,1,California,Obesity,Appropriations,School/After School,California Fresh Start Fresh Start Pilot Program,LEG,002APP
2011,1,West Virginia,Nutrition,Access to Healthy Foods,Community,Sales Tax on Food,LEG,001AHF
2011,1,Mississippi,Physical Activity,Disparities/Equity,School/After School,Council on Combating Obesity,LEG,013DEQ
2009,1,Maine,Nutrition,Trans Fats,Community,Tax Increment Financing,LEG,050FAT
2011,1,Connecticut,Obesity,Menu Labeling,Community,Smart Growth Principles,LEG,032MNL
2011,1,Oregon,Nutrition,Appropriations,Community,Establishment of Nutritional Requirement for Food Items,LEG,002APP
2010,1,Louisiana,Obesity,Food Restrictions,Community,Rural Development,LEG,020FOR
2011,1,New York,Nutrition,Appropriations,Community,Shared Use Kitchen Facility Program,LEG,002APP
2009,1,Virginia,Nutrition,Liability and Indemnity,Community,Budget Bill,LEG,030LAI
2009,1,Iowa,Obesity,Food Restrictions,Community,Local Food and Farm Task Force,LEG,020FOR
2010,1,Hawaii,Obesity,Appropriations,School/After School,Agricultural Products,LEG,002APP
2015,1,Washington,Nutrition,Task Forces/Councils,School/After School,Washington Food Policy Forum,LEG,047TFC
2009,1,Washington,Physical Activity,Public Transportation,Community,Project Improvements Including Public Transportation,LEG,040TRS
2005,1,North Carolina,Nutrition,Vending,School/After School,Child Nutrition Standards,LEG,051VEN
2011,1,South Carolina,Nutrition,Fruits and Vegetables,School/After School,Snack Food Consumption,LEG,025FAV
2010,1,Colorado,Obesity,Appropriations,Community,Campaign to End Childhood Hunger By 2015,LEG,002APP
2009,1,Hawaii,Nutrition,Incentives,Community,General Excise Tax and Exemption,LEG,029INC
2009,1,Florida,Obesity,Appropriations,Community,Transportation,LEG,002APP
2009,1,Florida,Nutrition,Appropriations,School/After School,School Food Service Programs,LEG,002APP
2011,1,Hawaii,Physical Activity,Pedestrians/Walking,Community,Traffic Safety,LEG,052PED
2011,1,Rhode Island,Obesity,Liability and Indemnity,Restaurant/Retail,Taxation,LEG,030LAI
2011,1,Colorado,Physical Activity,Built Environment and Street-Scale Design,Restaurant/Retail,Surface Transportation Funding,LEG,049BED
2009,1,Rhode Island,Obesity,Appropriations,School/After School,Education,LEG,002APP
2013,4,California,Nutrition,Nutrition Standards,School/After School,School Nutrition,LEG,010NUS
2010,1,Vermont,Obesity,Appropriations,School/After School,Fiscal Year 2010 Appropriations Act,LEG,002APP
2011,1,Georgia,Nutrition,Agriculture and Farming,Community,Sustainable Agriculture,LEG,017AGF
2009,1,North Carolina,Obesity,Body Mass Index (BMI),Community,Intermodal Transport Fund,LEG,006BMI
2011,1,Rhode Island,Physical Activity,Built Environment and Street-Scale Design,Community,Highways,LEG,049BED
2011,1,Hawaii,Nutrition,Liability and Indemnity,Community,Capital Improvement Projects for the Benefit of the Fir,LEG,030LAI
2011,1,Iowa,Physical Activity,Public Transportation,Community,Complete Streets,LEG,040TRS
2011,1,Missouri,Nutrition,Fruits and Vegetables,School/After School,County Water Supply Lake Authority,LEG,025FAV
2010,1,California,Physical Activity,Physical Activity Requirements,School/After School,Education: Physical Education,LEG,035PAR
2011,1,Wisconsin,Physical Activity,Physical Education Requirements,School/After School,High School Credit for Extracurricular Sports,LEG,036PER
2005,1,Arkansas,Nutrition,Liability and Indemnity,Community,Big Flat Walking Trail,LEG,030LAI
2011,1,Florida,Nutrition,Incentives,Restaurant/Retail,Streamlined Sales and Use Tax Agreement,LEG,029INC
2011,1,Hawaii,Obesity,Appropriations,School/After School,Homeless Assistance,LEG,002APP
2011,1,North Carolina,Physical Activity,Task Forces/Councils,School/After School,Childhood Obesity Legislative Task Force,LEG,047TFC
2001,1,District of Columbia,Physical Activity,Bicycling,Community,Ceremonial Resolution<br>,LEG,005BIK
2010,1,Colorado,Nutrition,School Nutrition,School/After School,Food Systems Advisory Council,LEG,043SNU
2009,1,Michigan,Nutrition,Food Assistance Programs,Medical and/or Hospital,Blue Cross Health Coverage,LEG,003FAP
2011,1,Georgia,Nutrition,Farm Direct Foods,Community,Supplemental Appropriations,LEG,015FDF
2009,1,West Virginia,Nutrition,Medical Care,Community,Planning and Development of State Roads,LEG,026MEC
2009,1,Minnesota,Obesity,Appropriations,Community,Economic Development,LEG,002APP
2012,1,New York,Nutrition,Farm Direct Foods,School/After School,An Act in Relation to Combating Incidences of Adult and Childhood Obesity<br>,LEG,015FDF
2011,1,Maine,Nutrition,Farm Direct Foods,Community,Farm Stand Products and Disclosure,LEG,015FDF
2009,1,Massachusetts,Nutrition,School Nutrition,School/After School,Healthy Alternatives in Public School Food Program,LEG,043SNU
2011,1,Hawaii,Nutrition,Farm Direct Foods,Community,Home Organic Produce Cooperatives,LEG,015FDF
2011,1,Hawaii,Obesity,Incentives,School/After School,Taxation,LEG,029INC
2010,1,Kentucky,Obesity,Sugar Sweetened Beverages,Community,Energy Drinks,LEG,046SSB
2012,1,California,Nutrition,Farmers Markets,Community,An Act Relating to Land Use<br>,LEG,016FAM
2009,1,Massachusetts,Obesity,Menu Labeling,Community,Land Use,LEG,032MNL
2009,1,Massachusetts,Nutrition,Task Forces/Councils,Early Care and Education,Food Policy Council,LEG,047TFC
2003,1,New York,Nutrition,Access to Healthy Foods,Community,An Act Making Appropriations,LEG,001AHF
2009,1,West Virginia,Obesity,Appropriations,School/After School,Patient Centered Medical Homes Pilot Projects,LEG,002APP
2011,1,Florida,Nutrition,Medical Care,School/After School,State Revenue Enhancement Act of 2011,LEG,026MEC
2009,1,Massachusetts,Nutrition,Trans Fats,Restaurant/Retail,Fiscal Recovery Emergency Measure,LEG,050FAT
2011,1,Iowa,Nutrition,Appropriations,Restaurant/Retail,Local Foods,LEG,002APP
2010,1,District of Columbia,Nutrition,Appropriations,Community,Hospital and Medical Services Corporation,LEG,002APP
2003,1,Minnesota,Obesity,Appropriations,School/After School,Education Finance,LEG,002APP
2009,1,Massachusetts,Nutrition,Task Forces/Councils,Community,School Nutrition,LEG,047TFC
2011,1,Oregon,Nutrition,Food Policy Councils,Restaurant/Retail,The Oregon Food Policy Council,LEG,022FPC
2011,1,Florida,Nutrition,Appropriations,Community,Public Food Service Establishments,LEG,002APP
2010,1,Illinois,Obesity,Appropriations,Restaurant/Retail,Fresh Food Fund,LEG,002APP
2009,1,Wisconsin,Obesity,Menu Labeling,Community,Ripon Tax Incremental Financing,LEG,032MNL
2010,1,Ohio,Nutrition,Appropriations,Restaurant/Retail,Farmer's Authorization,REG,002APP
2011,1,Hawaii,Obesity,Appropriations,Restaurant/Retail,General Excise Tax,LEG,002APP
2011,1,Alabama,Nutrition,Appropriations,Community,Nutrition Labeling of Food,LEG,002APP
2011,1,New York,Obesity,Marketing Restrictions,Restaurant/Retail,Tax Law,LEG,019MAR
2016,4,Louisiana,Nutrition,Initiatives and Programs,Community,"Special Supplemental Nutrition Program for Women, Infants and Children (WIC)",REG,053INP
2009,1,Minnesota,Obesity,Body Mass Index (BMI),Community,Environment,LEG,006BMI
2011,1,New Mexico,Obesity,Appropriations,Community,Local Food Systems,LEG,002APP
2009,1,California,Nutrition,Farm Direct Foods,Restaurant/Retail,Public Health: Food Justice,LEG,015FDF
2009,1,New Jersey,Nutrition,Nutrition Standards,Medical and/or Hospital,Pediatric Medical Day Care Facilities,REG,010NUS
2011,1,Texas,Physical Activity,Physical Activity Requirements,Restaurant/Retail,Sweetened Beverages Tax,LEG,035PAR
2009,1,Massachusetts,Nutrition,Appropriations,School/After School,Promote Healthy School Meals,LEG,002APP
2009,1,Minnesota,Physical Activity,Incentives,School/After School,Education,LEG,029INC
2014,1,New Jersey,Physical Activity,Appropriations,School/After School,Safe Routes to School Fund,LEG,002APP
2009,1,Ohio,Nutrition,Food Assistance Programs,Community,WIC Program,REG,003FAP
2011,1,Maryland,Obesity,Appropriations,Community,Transit Thresholds and Treatment Corridors,LEG,002APP
2016,2,Tennessee,Physical Activity,Physical Education Requirements,School/After School,Requires the DOE to evaluate physical education curriculum in the state and make a yearly report of the evaluation to the general assembly by July 1,LEG,036PER
2011,1,North Carolina,Nutrition,Incentives,School/After School,Child Nutrition Program Changes,LEG,029INC
2015,1,Indiana,Nutrition,Incentives,Restaurant/Retail,Small Business and Grocer Investment Fund,LEG,029INC
2011,1,Hawaii,Obesity,Food Restrictions,Restaurant/Retail,Aspartame,LEG,020FOR
2009,1,Oregon,Nutrition,Appropriations,School/After School,School Nutrition Standards In Employee Areas,LEG,002APP
2011,1,Wisconsin,Physical Activity,Public Safety,Community,Tax Incremental Financing District Forms,LEG,039SAF
2011,1,Tennessee,Obesity,Appropriations,Community,Taxes,LEG,002APP
2011,1,Montana,Nutrition,Food Policy Councils,School/After School,Recommendations on Reducing Childhood Hunger,LEG,022FPC
2010,1,California,Nutrition,Agriculture and Farming,Community,"Agriculture: Fruits, Nuts, Vegetables: State Grown Act",LEG,017AGF
2009,1,Texas,Nutrition,Appropriations,Community,Foods Stamps and WIC Voucher Acceptance,LEG,002APP
2011,1,Massachusetts,Nutrition,Farm Direct Foods,Community,An Act Making Appropriations<br>,LEG,015FDF
2005,1,California,Nutrition,Initiatives and Programs,Restaurant/Retail,Senate Concurrent resolution                 <br>,LEG,053INP
2011,1,Pennsylvania,Nutrition,Incentives,Work Place,Healthy Living Committee Discount,LEG,029INC
2009,1,Florida,Obesity,Access to Drinking Water,Early Care and Education,Child Care,REG,014ADW
2011,1,Texas,Obesity,Appropriations,Community,Montecillo Municipal Management District,LEG,002APP
2013,2,Idaho,Physical Activity,Initiatives and Programs,Medical and/or Hospital,Medicaid Basic Plan Benefits<br>,REG,053INP
2006,1,California,Obesity,Disparities/Equity,Community,Assembly Concurrent Resolution       <br>,LEG,013DEQ
2011,1,Illinois,Nutrition,Farmers Markets,Community,Department of Human Services,LEG,016FAM
2009,1,Florida,Nutrition,Media Campaigns,Community,Healthy and Fit Florida Act,LEG,031MDC
2007,1,Nevada,Physical Activity,Physical Education Requirements,School/After School,Senate Concurrent Resolution,LEG,036PER
2007,1,Vermont,Obesity,Appropriations,Community,Split Healthcare Benefit Designs,LEG,002APP
2009,1,Louisiana,Obesity,Portion Size,Early Care and Education,Licensing Class A Regulations for Day Care Centers,REG,038POS
2011,1,California,Physical Activity,Media Campaigns,Community,"An Act Related to ""Parks Make Life Better!"" Month<br>",LEG,031MDC
2007,1,Wisconsin,Nutrition,School Nutrition,Community,Various Amendments,LEG,043SNU
2011,1,Arkansas,Nutrition,Appropriations,Community,Municipal Regulation of Farmers Markets,LEG,002APP
2010,1,New York,Physical Activity,Public Safety,Community,Blighted Property Definition,LEG,039SAF
2011,1,Georgia,Nutrition,Media Campaigns,Community,Legislative Resolution,LEG,031MDC
2009,1,New York,Nutrition,Farmers Markets,Community,Appropriations for Support of Government,LEG,016FAM
2011,1,New York,Nutrition,Appropriations,Community,Health Insurers,LEG,002APP
2011,1,Georgia,Nutrition,Fruits and Vegetables,Community,Georgia Grown Farm Products,LEG,025FAV
2010,1,Massachusetts,Nutrition,Incentives,School/After School,School Nutrition,LEG,029INC
2012,1,Oklahoma,Physical Activity,Access to Recreational Opportunities,School/After School,An Act Relating to Schools<br>,LEG,004ARO
2011,1,Texas,Obesity,Food Restrictions,Community,Raw Milk Product Regulations,LEG,020FOR
2009,1,New York,Physical Activity,Public Safety,Community,Insurer Fund for Underserved Neighborhood Areas,LEG,039SAF
2010,1,Ohio,Nutrition,Appropriations,Work Place,Lactation Discrimination Prohibition,LEG,002APP
2010,1,Minnesota,Physical Activity,Appropriations,Community,Capital Investment,LEG,002APP
2010,1,Minnesota,Physical Activity,Public Transportation,Community,Capital Investment,LEG,040TRS
2009,1,Pennsylvania,Nutrition,Appropriations,Work Place,Breastfeeding,LEG,002APP
2005,1,Minnesota,Nutrition,Appropriations,Community,Interstate Insurance Product Regulation Compact,LEG,002APP
2011,1,California,Physical Activity,Physical Activity Requirements,School/After School,Budget Act of 2011,LEG,035PAR
2007,1,California,Physical Activity,Signage for Recreation and Transportation,Community,Wave Pools,LEG,044SRT
2011,1,New York,Physical Activity,Built Environment and Street-Scale Design,Community,Highway Law,LEG,049BED
2011,1,Pennsylvania,Obesity,Appropriations,Restaurant/Retail,Food Product Offenses,LEG,002APP
2009,1,Minnesota,Physical Activity,Built Environment and Street-Scale Design,Community,Environment,LEG,049BED
2011,1,Maryland,Nutrition,Appropriations,School/After School,Maryland Food and Nutrition Policy Council,LEG,002APP
2009,1,Tennessee,Nutrition,Appropriations,Community,Sales Taxes,LEG,002APP
2007,1,Rhode Island,Physical Activity,Incentives,Work Place,Public Officers and Employees,LEG,029INC
2012,1,Michigan,Nutrition,Farm Direct Foods,School/After School,An Act Concerning Appropriations<br>,LEG,015FDF
2011,1,Maine,Nutrition,Agriculture and Farming,Community,Raw Milk Sales,LEG,017AGF
2010,1,Rhode Island,Physical Activity,Incentives,Work Place,Public Officers and Employees,LEG,029INC
2005,1,Michigan,Nutrition,Incentives,Community,Farm Commercialization Roundtable,LEG,029INC
2012,1,New Mexico,Nutrition,Fruits and Vegetables,School/After School,Making an Appropriation to Provide New Mexico-grown Fresh Fruits and Vegetables for School Lunches<br>,LEG,025FAV
2011,1,Texas,Nutrition,Disparities/Equity,School/After School,Interagency Obesity Council,LEG,013DEQ
2011,1,Utah,Physical Activity,Built Environment and Street-Scale Design,Community,Pedestrians on Freeways,LEG,049BED
2009,1,Massachusetts,Nutrition,Farmers Markets,Restaurant/Retail,Farmers Markets,LEG,016FAM
2010,1,New York,Nutrition,Farmers Markets,Restaurant/Retail,Greenmarket Definition,LEG,016FAM
2011,1,New York,Physical Activity,Public Safety,Community,Contract With Neighborhood Preservation Company,LEG,039SAF
2009,1,Oregon,Nutrition,Fruits and Vegetables,Community,Oregon Food Policy Council,LEG,025FAV
2011,1,New Jersey,Nutrition,Food Assistance Programs,Work Place,State Health Benefits Program State Employee Wellness,LEG,003FAP
2009,1,Virginia,Nutrition,Incentives,Community,Sales and Use Tax,LEG,029INC
2012,1,California,Obesity,Food Restrictions,School/After School,An Act Relating to Schools <br>,LEG,020FOR
2012,1,New York,Nutrition,Breastfeeding,School/After School,Relates to Obesity Prevention<br>,LEG,007BFD
2010,1,New York,Nutrition,Medical Care,Community,"Alterations in Traffic Patterns, Speed Restrictions",REG,026MEC
2010,1,California,Nutrition,Agriculture and Farming,Restaurant/Retail,Food Grocers: Display of Farm Product Price,LEG,017AGF
2009,1,Washington,Nutrition,Medical Care,Community,Greenhouse Gas Emissions,LEG,026MEC
2011,1,Oregon,Nutrition,Farm Direct Foods,Restaurant/Retail,Nutrition,LEG,015FDF
2009,1,New York,Physical Activity,Task Forces/Councils,Community,Senior Benefits Card Program,LEG,047TFC
2014,4,New Jersey,Nutrition,Access to Healthy Foods,School/After School,Breakfast After the Bell Incentive Fund,LEG,001AHF
2003,1,Arkansas,Physical Activity,Physical Education Requirements,School/After School,Child Health Advisory Committee,LEG,036PER
2010,1,Vermont,Nutrition,Appropriations,Community,Amendment to the Charter of the City of Burlington,LEG,002APP
2009,1,New York,Nutrition,Farm Direct Foods,Community,Appropriations for Support of Government,LEG,015FDF
2009,1,Massachusetts,Nutrition,Food Assistance Programs,Community,School Nutrition,LEG,003FAP
2011,1,Washington,Nutrition,Appropriations,Work Place,Insurance Benefits with Wellness Incentives,LEG,002APP
2009,1,New York,Obesity,Sugar Sweetened Beverages,Community,Additional Taxes,LEG,046SSB
2011,1,New York,Nutrition,Food Security,Restaurant/Retail,Nutritional Information in Food Establishments,LEG,023FOS
2010,1,Vermont,Obesity,Incentives,Community,Health Care Coverage,LEG,029INC
2001,1,Rhode Island,Physical Activity,Disabilities,Community,Motor Vehicles,LEG,011DIS
2009,1,New Hampshire,Physical Activity,Built Environment and Street-Scale Design,Community,Bicyclist Behavior At Traffic Intersections,LEG,049BED
2009,1,Texas,Nutrition,Agriculture and Farming,Community,Child Nutritious Food Access,LEG,017AGF
2012,1,Mississippi,Nutrition,Farmers Markets,Community,An Act to Create the Healthy Food Retail Act<br>,LEG,016FAM
2010,1,Indiana,Obesity,Menu Labeling,Community,Designation of Communities for a Lifetime,LEG,032MNL
2009,1,Minnesota,Physical Activity,Pedestrians/Walking,Community,Capital Improvements,LEG,052PED
2010,1,New York,Nutrition,Food Security,Restaurant/Retail,Restaurants and Food Establishments,LEG,023FOS
2009,1,Wisconsin,Obesity,Disparities/Equity,School/After School,Day Care Centers,LEG,013DEQ
2011,1,Texas,Obesity,Liability and Indemnity,Restaurant/Retail,Interagency Obesity Council,LEG,030LAI
2011,1,Hawaii,Nutrition,Appropriations,Community,Highways,LEG,002APP
2006,1,New Jersey,Obesity,Appropriations,Community,Open Space Acquisition,LEG,002APP
2010,1,Missouri,Nutrition,Agriculture and Farming,Restaurant/Retail,State and Local Sales Tax Exemption,LEG,017AGF
2010,1,Minnesota,Nutrition,Agriculture and Farming,Restaurant/Retail,Capital Investment,LEG,017AGF
2011,1,Missouri,Nutrition,Access to Healthy Foods,Restaurant/Retail,Farm to Table Advisory Board,LEG,001AHF
2011,1,Missouri,Nutrition,Incentives,Community,An Act Relating to Farming,LEG,029INC
2009,1,Illinois,Obesity,Appropriations,Community,Statewide Transportation Policy,LEG,002APP
2011,1,Maryland,Obesity,Food Restrictions,Restaurant/Retail,Food Service Facility,LEG,020FOR
2009,1,California,Physical Activity,Appropriations,Community,Budget Act of 2009,LEG,002APP
2015,1,New York,Nutrition,Sodium,School/After School,Trans fat reduction; Menu Labeling; breastfeeding rights; BMI in schools; PE/PA requirements; Bicycle parking,LEG,045SOD
2006,1,New Jersey,Nutrition,Farm Direct Foods,School/After School,School Food Restriction,LEG,015FDF
2010,1,District of Columbia,Obesity,Marketing Restrictions,Restaurant/Retail,Southeast Federal Center and Yards,LEG,019MAR
2010,1,Nebraska,Obesity,Appropriations,School/After School,Special Education Programs,REG,002APP
2009,1,Massachusetts,Nutrition,Vending,School/After School,School Nutrition,LEG,051VEN
2008,1,Tennessee,Nutrition,Farm Direct Foods,Community,House Joint Resolution,LEG,015FDF
2011,1,Texas,Obesity,Front of Package Labeling,Community,Sweetened Beverages Tax,LEG,024FOP
2011,1,Hawaii,Nutrition,Access to Healthy Foods,Restaurant/Retail,Health,LEG,001AHF
2010,1,California,Physical Activity,Physical Activity Requirements,School/After School,Health and Human Services: Federal Grant Opportunities,LEG,035PAR
2007,1,Rhode Island,Physical Activity,Physical Education Requirements,School/After School,Student Investment Initiative,LEG,036PER
2010,1,Louisiana,Obesity,Appropriations,Restaurant/Retail,Sustainable Local Food Policy Council,LEG,002APP
2014,3,Missouri,Nutrition,Food Assistance Programs,Early Care and Education,Sales Tax Exemption and SNAP use at Farmers Markets,LEG,003FAP
2011,1,Rhode Island,Nutrition,Healthier Food Retail and Food Deserts,Restaurant/Retail,Taxation,LEG,021HFR
2011,1,Hawaii,Nutrition,Access to Healthy Foods,Restaurant/Retail,Home Organic Produce Cooperatives,LEG,001AHF
2011,1,Minnesota,Physical Activity,Bicycling,Community,Transportation,LEG,005BIK
2009,1,Illinois,Nutrition,School Nutrition,School/After School,Public School Lunch Programs,LEG,043SNU
2009,1,Iowa,Obesity,Appropriations,Community,Iowa Jobs Program,REG,002APP
2015,1,Texas,Nutrition,Access to Healthy Foods,Community,Department of Agriculture Initiatives,LEG,001AHF
2009,1,Minnesota,Physical Activity,Public Transportation,School/After School,Capital Improvements,LEG,040TRS
2011,1,Oklahoma,Nutrition,Appropriations,School/After School,School Nutrition,LEG,002APP
2007,1,New Mexico,Physical Activity,Initiatives and Programs,Community,An Act Making Appropriations <br>,LEG,053INP
2011,1,Washington,Physical Activity,Pedestrians/Walking,Community,Categorical Exemptions for Development,LEG,052PED
2011,1,Wisconsin,Nutrition,School Nutrition,Community,Tax Incremental Financing Districts,LEG,043SNU
2011,1,Montana,Physical Activity,Public Safety,Community,Tax Increment Financing Districts,LEG,039SAF
2011,1,Maryland,Obesity,Disparities/Equity,School/After School,Maryland Combating Childhood Obesity Grant Program,LEG,013DEQ
2009,1,New York,Nutrition,Farm Direct Foods,Community,Farmers Toll Exemption,LEG,015FDF
2009,1,Iowa,Obesity,Menu Labeling,Community,Iowa Jobs Program,REG,032MNL
2011,1,Florida,Physical Activity,Disparities/Equity,Community,Affordable Housing Provisions,LEG,013DEQ
2011,1,Virginia,Obesity,Appropriations,Restaurant/Retail,Agency Meals Food Standards,LEG,002APP
2011,1,Iowa,Obesity,Appropriations,Restaurant/Retail,Local Foods,LEG,002APP
2011,1,Massachusetts,Physical Activity,Built Environment and Street-Scale Design,Community,Charles River Parkways and Parklands Commission,LEG,049BED
2009,1,District of Columbia,Obesity,Appropriations,Restaurant/Retail,Kingman Parkrosedale Community Garden,LEG,002APP
2011,1,New Jersey,Nutrition,Healthier Food Retail and Food Deserts,Restaurant/Retail,Sale and Lease of Unneeded Public Property,LEG,021HFR
2009,1,Massachusetts,Obesity,Appropriations,Restaurant/Retail,Electronic Benefit Transfer Farmers Market Project,LEG,002APP
2011,1,Maryland,Obesity,Food Restrictions,Community,Maryland Food and Nutrition Policy Council,LEG,020FOR
2011,1,Vermont,Physical Activity,Bicycling,Community,Capital Construction Appropriations,LEG,005BIK
2011,1,New Hampshire,Nutrition,Farmers Markets,Community,"Certification of Organically Produced Plant, Animal, Food or Fiber Commodities<br>",REG,016FAM
2011,1,Idaho,Obesity,Appropriations,Community,Eminent Domain,LEG,002APP
2010,1,Pennsylvania,Nutrition,Appropriations,School/After School,School Foods Reform,LEG,002APP
2011,1,Arkansas,Obesity,Disparities/Equity,Early Care and Education,Appropriation to the Department of Human Services,LEG,013DEQ
2011,1,New York,Nutrition,Liability and Indemnity,School/After School,Commissioner of Education,LEG,030LAI
2012,1,Kansas,Nutrition,Task Forces/Councils,Community,An Act Creating the Task Force on Obesity Prevention and Management<br>,LEG,047TFC
2013,1,Oregon,Physical Activity,Pedestrians/Walking,Work Place,An Act Relating to a Walking Workstation Pilot Program,LEG,052PED
2011,1,South Carolina,Nutrition,Farm Direct Foods,School/After School,School Sold Snacks,LEG,015FDF
2008,1,Washington,Nutrition,Appropriations,Restaurant/Retail,Farmers Market Nutrition Program (FMNP)),REG,002APP
2012,1,New York,Nutrition,Task Forces/Councils,Community,Strategic Farm and Food Product Development Coordinating Council<br>,LEG,047TFC
2011,1,Hawaii,Nutrition,Access to Healthy Foods,Community,Shellfish Aquaculture,LEG,001AHF
2011,1,District of Columbia,Nutrition,Access to Healthy Foods,Restaurant/Retail,Workplace Wellness,LEG,001AHF
2009,1,Oregon,Physical Activity,Pedestrians/Walking,Community,Nutrition Improvement Zones,LEG,052PED
2009,1,Massachusetts,Nutrition,Task Forces/Councils,Community,Barnstable County,LEG,047TFC
2013,1,Minnesota,Physical Activity,Bicycling,School/After School,Appropriating Monies for Transportation,LEG,005BIK
2005,1,Rhode Island,Physical Activity,Bicycling,Community,Motor Vehicles,LEG,005BIK
2011,1,Pennsylvania,Obesity,Health Insurance Coverage,Medical and/or Hospital,Healthy Living Committee Discount,LEG,028HIC
2001,1,Arkansas,Nutrition,Correctional Facilities Farms Programs,Community,An Act to Make an Appropriation    <br>,LEG,018CFP
