OpenedYear,Status,PracticeCode,PracticeName,NAICS,NAICS Name,BusinessStreetLine1,BusinessCity,BusinessState,PracticeId,id
2019,New,999,Other/Miscellaneous,454100-Electronic Shopping & Mail Order Houses,,PO Box 81226,Seattle,WA,60,60000554715
2020,Closed,300,Excessive Price or Charge,441100-Automotive Dealers,,13131 NE 124th St,Kirkland,WA,32,32000580134
2018,Closed,303,Questionable Quality Product/Service,721100-Travel Accomodations,,G6 Hospitalitiy LLC - Legal Department,Carrollton,TX,35,35000524435
2020,New,999,Other/Miscellaneous,"711300-Promoters of performing arts, sports & similar eve",,220 Nickerson St,Seattle,WA,60,60000583545
2020,Closed,22,Failure To Adjust/Refund,485310-Taxi Service,,1455 Market St Fl 4,San Francisco,CA,16,16000573516
2018,New,999,Other/Miscellaneous,441100-Automotive Dealers,,PO Box 25177,Seattle,WA,60,60000535709
2014,Closed,19,Inadequate Disclosure,524000-Insurance Carriers & Related Activities,,,Bellingham,WA,13,13000457746
2014,Closed,301,Failure To Deliver/Perform,454100-Electronic Shopping & Mail Order Houses,Electronic Shopping & Mail Order Houses,6502 230th St SW,Mountlake Terrace,WA,33,33000458445
2016,Closed,300,Excessive Price or Charge,541100-Legal Services- Attorneys,Legal Services- Attorneys,1114 Fremont Ave,South Pasadena,CA,32,32000481645
2013,Closed,405,Credit Reporting Error,522390-Real Estate Loan Servicing,,,Lake Forest,CA,108,108000428389
2014,Closed,61,Phishing,993000-Phishing,Phishing,This is the ALL Major,,  ,111,111000452074
2016,Closed,104,Non-Fulfillment,513200-Cable Networks & Program Distribution,Cable Networks & Program Distribution,1323 34th Ave,Fife,WA,23,23000493251
2019,New,999,Other/Miscellaneous,993000-Phishing,,1911 SW Campus Dr Ste 471,Federal Way,WA,60,60000546604
2019,New,999,Other/Miscellaneous,"221100-Electric Power Generation, Transmission & Distribu",,,,  ,60,60000553843
2018,Closed,15,Privacy Abuse,452910-Warehouse Clubs & Superstores,,999 Lake Dr,Issaquah,WA,67,67000531221
2018,Open,301,Failure To Deliver/Perform,513310-Wired Telecommunications Carriers,,6704 N Nevada St Ste #6,Spokane,WA,33,33000524206
2019,Closed,301,Failure To Deliver/Perform,518112-Internet Search Engines,,1600 Amphitheatre Pkwy,Mountain View,CA,33,33000559317
2019,Closed,403,Collection Activity (Fraudulent or mistaken ID),561440-Collection Agencies,,,Huntington Beach,CA,177,177000542854
2018,Closed,701,Homeowner/Condo Association complaint or concern,813990-Home and Condo owner associations,,,Puyallup,WA,181,181000541978
2021,Closed,444,Foreclosure Issue,522110-Commercial Banking,,200 West St Fl 29,New York,NY,155,155000591845
2020,New,999,Other/Miscellaneous,447110-Gas Stations & Convenience Stores,,PO Box 711,Dallas,TX,60,60000577586
2017,Closed,316,Billing Issues,513310-Wired Telecommunications Carriers,,6704 N Nevada St Ste #6,Spokane,WA,107,107000501136
2019,Closed,17,Imposter scam,522320-Financial Transaction Processing,,4209 21st Ave W Ste 200,Seattle,WA,194,194000544872
2014,Closed,22,Failure To Adjust/Refund,"235000-Special trade Contractors (includes plumbers, elec","Special trade Contractors (includes plumbers, elec",1595 Georgetown Rd Ste G,Hudson,OH,16,16000445209
2017,New,999,Other/Miscellaneous,921190-Government (General),,800 5th Ave Ste 2000,Seattle,WA,60,60000499375
2020,Closed,22,Failure To Adjust/Refund,454100-Electronic Shopping & Mail Order Houses,,800 Concar Dr,San Mateo,CA,16,16000568779
2020,Closed,22,Failure To Adjust/Refund,541100-Legal Services- Attorneys,,5101 W Clearwater Ave,Kennewick,WA,16,16000583533
2020,Closed,316,Billing Issues,990000-Unclassified Establishments,,,"Prague, Czech Republic",  ,107,107000583464
2020,Closed,206,Right To Cancel,713940-Fitness & Recreational Industries,,304 W Seattle Ave,Moxee,WA,30,30000577643
2020,Closed,17,Imposter scam,990000-Unclassified Establishments,,,,  ,194,194000577572
2020,New,999,Other/Miscellaneous,721100-Travel Accomodations,,c/o Davidson Backman Medeiros PLLC,Spokane,WA,60,60000584150
2014,Closed,18,Service Representation,921190-Government (General),Government (General),810 Jefferson St SE,Olympia,WA,12,12000456012
2016,New,999,Other/Miscellaneous,"235000-Special trade Contractors (includes plumbers, elec",,903 N 128th St,Seattle,WA,60,60000487812
2017,Closed,303,Questionable Quality Product/Service,511210-Software Publishers,,One Microsoft Wy,Redmond,WA,35,35000510324
2021,Open,22,Failure To Adjust/Refund,"560000-Admin. & support services (office admin., faciliti",,,Salt Lake City,UT,16,16000591987
2018,New,999,Other/Miscellaneous,511000-Publishing Industries,,PO Box 30588,Bellingham,WA,60,60000536976
2017,New,999,Other/Miscellaneous,531311-Residential property managers (includes landlords),,,Aberdeen,WA,60,60000517552
2015,Closed,320,Unsatisfactory Repair/Service,621200-Offices of Dentists,Offices of Dentists,5422 74th St W Ste D,Lakewood,WA,42,42000465859
2020,New,999,Other/Miscellaneous,541620-Legal Services- All other legal services,,26741 Portola Pkwy  Ste IE 502,Foothill Ranch,CA,60,60000575992
2016,New,999,Other/Miscellaneous,513200,Cable Networks & Program Distribution,PO Box 9040,Littleton,CO,60,60000490241
2013,Closed,301,Failure To Deliver/Perform,524128-Extended Service contract companies,Extended Service contract companies,1524 Hwy 30 E,Carroll,IA,33,33000434061
2015,Closed,404,Collection Practices,811100-Automotive Repair & Maintenance,Automotive Repair & Maintenance,6411 20th St E,Fife,WA,46,46000466866
2019,New,999,Other/Miscellaneous,452000-General Merchandise Stores,,3333 Beverly Rd,Hoffman Estates,IL,60,60000549174
2017,New,999,Other/Miscellaneous,713940-Fitness & Recreational Industries,,159 Western Ave W Ste 335,Seattle,WA,60,60000508029
2017,Closed,61,Phishing,993000-Phishing,,,,  ,111,111000512314
2019,Closed,301,Failure To Deliver/Perform,523930-Financial Planning,,,Burlington,WA,33,33000559048
2018,Closed,404,Collection Practices,561440-Collection Agencies,,PO Box 3011,Tacoma,WA,46,46000525123
2014,Closed,204,Unsolicited E-mail,514191-Internet service providers/info. services (doesn't,Internet service providers/info. services (doesn't,10019 E Knox Ave,Spokane Valley,WA,28,28000451578
2020,Closed,303,Questionable Quality Product/Service,441000-Motor Vehicle & Parts Dealers,,,Kennewick,WA,35,35000584661
2017,Closed,13,Misrepresentation of product or service,442110-Furniture stores,Furniture stores,1200 Cooper Pt Rd SW,Olympia,WA,10,10000498131
2017,Closed,316,Billing Issues,513310-Wired Telecommunications Carriers,,6704 N Nevada St Ste #6,Spokane,WA,107,107000518062
2021,New,999,Other/Miscellaneous,994000-ADAD,,,Richmond,VT,60,60000594217
2020,New,999,Other/Miscellaneous,561440-Collection Agencies,,,Kingsport,TN,60,60000559912
2020,New,999,Other/Miscellaneous,518210-Web Hosting,,PO Box 19607,Las Vegas,NV,60,60000572755
2020,New,999,Other/Miscellaneous,443000-Electronics/appliance stores,,PO Box 9312,Minneapolis,MN,60,60000575622
2020,Closed,996,COVID-19,713940-Fitness & Recreational Industries,,3924 Stone Way N,Seattle,WA,216,216000576775
2014,Closed,303,Questionable Quality Product/Service,442110-Furniture stores,,,Lacey,WA,35,35000454446
2014,Closed,300,Excessive Price or Charge,"235000-Special trade Contractors (includes plumbers, elec","Special trade Contractors (includes plumbers, elec",12427 16th Ave S,Seattle,WA,32,32000446309
2018,Closed,448,Student Loan Issue,611000-Educational Services,,6301 Kaplan University Ave,Ft Lauderdale,FL,187,187000529961
2017,Closed,637,Towing vehicles,488400-Motor Vehicle Towing,,,Vancouver,WA,152,152000522617
2021,Closed,318,Charge:Service Not Performed/Product not delivered,492110-Couriers & Express Delivery Services,,,Port Angeles,WA,40,40000587959
2016,Closed,999,Other/Miscellaneous,990000-Unclassified Establishments,,410 Townsend St,San Francisco,CA,60,60000487444
2013,Closed,19,Inadequate Disclosure,441100-Automotive Dealers,Automotive Dealers,330 Sunset Blvd N,Renton,WA,13,13000432441
2017,Closed,642,Landlord/Tenant - Residential,531311-Residential property managers (includes landlords),,,Puyallup ,WA,159,159000519402
2018,Closed,999,Other/Miscellaneous,513320-Telecommunications/Wireless,,PO Box 169014,Irving,TX,60,60000541485
2020,Closed,301,Failure To Deliver/Perform,513200-Cable Networks & Program Distribution,,12405 Powerscourt Dr,St Louis,MO,33,33000578861
2013,Closed,404,Collection Practices,561440-Collection Agencies,Collection Agencies,PO Box 219785,Houston,TX,46,46000425758
2019,Closed,100,Misrepresentation of Terms,531390-Timeshare exchange services,,6277 Sea Harbor Dr,Orlando,FL,22,22000549036
2018,Closed,316,Billing Issues,621100-Office of Physicians,,,Spokane,WA,107,107000525127
2017,Closed,301,Failure To Deliver/Perform,518210-Web Hosting,Web Hosting,12828 Northup Way #310,Bellevue,WA,33,33000497999
2020,New,999,Other/Miscellaneous,454100-Electronic Shopping & Mail Order Houses,,PO Box 81226,Seattle,WA,60,60000565679
2017,New,999,Other/Miscellaneous,513110-Radio & Television Broadcasting,,,Monterey ,CA,60,60000517051
2020,Closed,997,Employment Issue,454100-Electronic Shopping & Mail Order Houses,,PO Box 81226,Seattle,WA,183,183000565786
2013,Closed,320,Unsatisfactory Repair/Service,513310-Wired Telecommunications Carriers,Wired Telecommunications Carriers,1800 41st St Fl 5,Everett,WA,42,42000434999
2021,Open,999,Other/Miscellaneous,452910-Warehouse Clubs & Superstores,,999 Lake Dr,Issaquah,WA,60,60000592743
2019,Closed,412,Alleged criminal activity,"235000-Special trade Contractors (includes plumbers, elec",,,Graham,WA,196,196000555250
2019,Closed,22,Failure To Adjust/Refund,454100-Electronic Shopping & Mail Order Houses,,203 Redwood Shores Pkwy 8th Fl,Redwood City,CA,16,16000553081
2013,Closed,318,Charge:Service Not Performed/Product not delivered,812199-Dating Clubs and Social Networking,Dating Clubs and Social Networking,,Toronto ON  Canada,  ,40,40000434067
2016,Closed,30,Data Breach,"560000-Admin. & support services (office admin., faciliti","Admin. & support services (office admin., faciliti",717 N Harwood St Ste 2500,Dallas,TX,115,115000492449
2014,Closed,642,Landlord/Tenant - Residential,531311-Residential property managers (includes landlords),,,Puyallup,WA,159,159000448753
2015,Closed,316,Billing Issues,522320-Financial Transaction Processing,Financial Transaction Processing,132 W 31st St 14th Fl,New York,NY,107,107000467320
2019,Closed,19,Inadequate Disclosure,621300-Offices of Other Health Professionals,,825 Eastlake Ave E LG300,Seattle,WA,13,13000556504
2019,New,999,Other/Miscellaneous,454100-Electronic Shopping & Mail Order Houses,,,San Diego,CA,60,60000556412
2015,Closed,301,Failure To Deliver/Perform,441100-Automotive Dealers,Automotive Dealers,320 S National Ave,Bremerton,WA,33,33000475379
2015,Closed,316,Billing Issues,513310-Wired Telecommunications Carriers,Wired Telecommunications Carriers,1800 41st St Fl 5,Everett,WA,107,107000474361
2014,Closed,301,Failure To Deliver/Perform,524000-Insurance Carriers & Related Activities,,,Scranton,PA,33,33000443606
2021,New,999,Other/Miscellaneous,990001-MHU Use Only - MH Tenant,,,Blaine,WA,60,60000590335
2013,Closed,58,Telemarketing,561422-Telemarketing,Telemarketing,,,  ,20,20000427966
2014,Closed,623,Rental agreements,531190-MHU Use Only - MH landlord,MHU Use Only - MH landlord,3250 S 77th St #5,Tacoma,WA,138,138000444702
2020,Closed,22,Failure To Adjust/Refund,713940-Fitness & Recreational Industries,,3924 Stone Way N,Seattle,WA,16,16000575762
2020,Closed,316,Billing Issues,513200-Cable Networks & Program Distribution,,1323 34th Ave,Fife,WA,107,107000571341
2016,Closed,316,Billing Issues,"423450-Medical, Dental, Hospital Equipment Wholesalers ","Medical, Dental, Hospital Equipment Wholesalers ",1328 S Highland Ave,Jackson,TN,107,107000492799
2018,Closed,60,Unauthorized Debit,522110-Commercial Banking,,5800 Corporate Drive,Sioux Falls,SD,109,109000541969
2014,Closed,301,Failure To Deliver/Perform,541990-Credit repair and Counseling,Credit repair and Counseling,675 Anton Blvd,Costa Mesa,CA,33,33000446523
2020,Closed,303,Questionable Quality Product/Service,621200-Offices of Dentists,,,Seattle,WA,35,35000583667
2020,Closed,60,Unauthorized Debit,513320-Telecommunications/Wireless,,PO Box 169014,Irving,TX,109,109000562917
2021,New,999,Other/Miscellaneous,513310-Wired Telecommunications Carriers,,6704 N Nevada St Ste #6,Spokane,WA,60,60000590035
2017,Closed,222,Advance Fee Fraud,992000-Advance Fee Fraud,,,,  ,114,114000501566
2018,Open,999,Other/Miscellaneous,"523999-Transfer Agents, securities:  Misc (Money Transfer",,3465 E Foothill Blvd,Pasadena,CA,60,60000531473
2015,Closed,19,Inadequate Disclosure,812930-Parking Lots & Garages,Parking Lots & Garages,707 Wilshire Blvd Ste 4300,Los Angeles,CA,13,13000460089
2014,Closed,404,Collection Practices,561440-Collection Agencies,Collection Agencies,17704 NE 134th Ave,Woodinville,WA,46,46000442794
2020,New,999,Other/Miscellaneous,993000-Phishing,,1911 SW Campus Dr Ste 471,Federal Way,WA,60,60000571716
2015,Closed,316,Billing Issues,513200-Cable Networks & Program Distribution,Cable Networks & Program Distribution,1323 34th Ave,Fife,WA,107,107000473871
2013,Closed,206,Right To Cancel,514191-Internet service providers/info. services (doesn't,Internet service providers/info. services (doesn't,6800 Koll Center Pkwy Ste 200,Pleasanton,CA,30,30000436869
2021,Closed,301,Failure To Deliver/Perform,452910-Warehouse Clubs & Superstores,,702 SW 8th St,Bentonville,AR,33,33000589685
2014,Closed,320,Unsatisfactory Repair/Service,811100-Automotive Repair & Maintenance,Automotive Repair & Maintenance,6201 S Tacoma Way,Tacoma,WA,42,42000454814
2020,Closed,203,Internet & Mobile device based transaction,454100-Electronic Shopping & Mail Order Houses,,800 Concar Dr,San Mateo,CA,27,27000560716
2015,Closed,13,Misrepresentation of product or service,441100-Automotive Dealers,,,Everett,WA,10,10000474573
2019,Closed,206,Right To Cancel,513200-Cable Networks & Program Distribution,,Office of the President,Dallas,TX,30,30000546073
2013,Closed,404,Collection Practices,561440-Collection Agencies,Collection Agencies,17704 NE 134th Ave,Woodinville,WA,46,46000434748
2016,Closed,303,Questionable Quality Product/Service,441100-Automotive Dealers,Automotive Dealers,2712 Auburn Wy N,Auburn,WA,35,35000482139
2021,Closed,992,COVID Vaccine,920000-Public Administration,,243 Israel Rd SE,Tumwater,WA,222,222000593793
2018,Closed,222,Advance Fee Fraud,"523999-Transfer Agents, securities:  Misc (Money Transfer",,2828 N Harwood St 15th Fl,Dallas,TX,114,114000532735
2020,New,999,Other/Miscellaneous,522110-Commercial Banking,,5800 Corporate Drive,Sioux Falls,SD,60,60000562207
2018,Closed,22,Failure To Adjust/Refund,"532100-Automotive Rental & Leasing (includes cars, trucks",,225 Brae Blvd,Park Ridge,NJ,16,16000535024
2016,Closed,203,Internet & Mobile device based transaction,"235000-Special trade Contractors (includes plumbers, elec",,,Belfair,WA,27,27000479848
2017,Closed,18,Service Representation,513320-Telecommunications/Wireless,,PO Box 37380,Albuquerque,NM,12,12000512402
2021,New,999,Other/Miscellaneous,812100-Personal Care Services,,,Renton ,WA,60,60000592259
2019,Closed,301,Failure To Deliver/Perform,541620-Legal Services- All other legal services,,3101 Western Ave Ste 330,Seattle,WA,33,33000545143
2014,Closed,301,Failure To Deliver/Perform,531200-Real Estate Agents & Agencies,,,Renton,WA,33,33000453279
2019,New,999,Other/Miscellaneous,454100-Electronic Shopping & Mail Order Houses,,PO Box 81226,Seattle,WA,60,60000552389
2017,New,999,Other/Miscellaneous,511210-Software Publishers,,PO Box 4486,Seattle,WA,60,60000506330
2014,Closed,26,Advertising,"453000-Misc. Stores (incl. florists, office supplies, gif",,9810 Quil Ceda Blvd,Tulalip,WA,19,19000456486
2017,New,999,Other/Miscellaneous,"235000-Special trade Contractors (includes plumbers, elec",,19730 64th Ave W #320 ,Lynnwood,WA,60,60000508080
2014,Closed,320,Unsatisfactory Repair/Service,513200-Cable Networks & Program Distribution,Cable Networks & Program Distribution,1323 34th Ave,Fife,WA,42,42000456738
2019,Closed,405,Credit Reporting Error,561450-Credit Bureaus,,2 Baldwin Pl,Chester,PA,108,108000546296
2018,New,999,Other/Miscellaneous,621600-Home health care Agencies,,,Tumwater,WA,60,60000534025
2019,Open,508,Unordered/Unsolicited Merchandise,454100-Electronic Shopping & Mail Order Houses,,,Seattle,WA,50,50000553756
2020,Closed,301,Failure To Deliver/Perform,452100-Department Stores,,3333 Beverly Rd B6-258A-B,Hoffman Estates,IL,33,33000573988
2020,New,999,Other/Miscellaneous,"115210-Breeders, Stables and Livestock Boarding",,,Packwood,WA,60,60000565487
2020,Closed,448,Student Loan Issue,522291-Consumer Lending (includes Payday Lenders),,PO Box 7860,Madison,WI,187,187000561201
2014,Closed,206,Right To Cancel,812199-Dating Clubs and Social Networking,Dating Clubs and Social Networking,2401 Colorado Ave STE A-200,Santa Monica,CA,30,30000458546
2019,Closed,22,Failure To Adjust/Refund,561440-Collection Agencies,,13355 Noel Rd Ste 2100,Dallas,TX,16,16000553573
2013,Closed,404,Collection Practices,561440-Collection Agencies,Collection Agencies,73280 El Paso Dr  #5317,Palm Desert,CA,46,46000434530
2020,New,999,Other/Miscellaneous,"453000-Misc. Stores (incl. florists, office supplies, gif",,,Seattle,WA,60,60000584550
2018,New,999,Other/Miscellaneous,441100-Automotive Dealers,,16042 1st Ave S,Burien,WA,60,60000537620
2019,Closed,22,Failure To Adjust/Refund,541511-Website Design,,707 S Grady Wy Ste 600,Renton,WA,16,16000550989
2020,Closed,999,Other/Miscellaneous,990000-Unclassified Establishments,,,,  ,60,60000562714
2016,Closed,100,Misrepresentation of Terms,511210-Software Publishers,Software Publishers,One Microsoft Wy,Redmond,WA,22,22000486664
2018,Closed,320,Unsatisfactory Repair/Service,518210-Web Hosting,,5808 Lk Washington Blvd NE Ste 201,Kirkland,WA,42,42000530115
2016,Closed,206,Right To Cancel,513200-Cable Networks & Program Distribution,Cable Networks & Program Distribution,PO Box 9040,Littleton,CO,30,30000494520
2020,Closed,624,Nature of fees,513200-Cable Networks & Program Distribution,,1323 34th Ave,Fife,WA,206,206000561587
2014,Closed,301,Failure To Deliver/Perform,441100-Automotive Dealers,,,Bellevue,WA,33,33000442776
2020,Closed,998,Governement agency complaint,920000-Public Administration,,PO Box 9046,Olympia,WA,179,179000572080
2017,New,999,Other/Miscellaneous,441100-Automotive Dealers,,16610 Smokey Point Blvd,Arlington,WA,60,60000502559
2017,New,999,Other/Miscellaneous,990000-Unclassified Establishments,,,,  ,60,60000512078
2013,Closed,404,Collection Practices,561440-Collection Agencies,Collection Agencies,This is the ALL major,,  ,46,46000436061
2013,Closed,22,Failure To Adjust/Refund,518210-Web Hosting,Web Hosting,14808 NE 172nd St,Woodinville,WA,16,16000423211
2018,Closed,58,Telemarketing,531390-Timeshare exchange services,,,,WA,20,20000527827
2021,Closed,303,Questionable Quality Product/Service,"335000-Electronic Equip., Appliance & Component Mfg'ring ",,3840 Kilroy Airport Wy,Long Beach,CA,35,35000589244
2018,Closed,206,Right To Cancel,513320-Telecommunications/Wireless,,308 S Akard St Rm 1110,Dallas,TX,30,30000541558
2013,Closed,999,Other/Miscellaneous,990000-Unclassified Establishments,Unclassified Establishments,,,  ,60,60000437949
2021,New,999,Other/Miscellaneous,"541191-Title Companies, Real Estate",,6001 Riverside Ave Bldg 5 Flr 5,Jacksonville,FL,60,60000592039
2016,Closed,303,Questionable Quality Product/Service,522110-Commercial Banking,Commercial Banking,1000 Samoset Dr,Newark,DE,35,35000487027
2021,Closed,301,Failure To Deliver/Perform,454100-Electronic Shopping & Mail Order Houses,,,Decatur,IL,33,33000589099
2019,Closed,203,Internet & Mobile device based transaction,454100-Electronic Shopping & Mail Order Houses,,PO Box 81226,Seattle,WA,27,27000559216
2014,Closed,647,Duty to comply with laws & codes,446110-Pharmacies & Drug Stores,,,Woodland,WA,166,166000443218
2018,Closed,13,Misrepresentation of product or service,"813900-Business, professional, labor, political & other organizations including PACs",,,Seattle,WA,10,10000532958
2017,New,999,Other/Miscellaneous,990000-Unclassified Establishments,,,,  ,60,60000510642
2019,Closed,203,Internet & Mobile device based transaction,513320-Telecommunications/Wireless,,19528 Ventura Blvd #433,Tarzana,CA,27,27000549392
2019,New,999,Other/Miscellaneous,"560000-Admin. & support services (office admin., faciliti",,1916 Pike Pl Ste 12 #56,Seattle,WA,60,60000549059
2016,Closed,22,Failure To Adjust/Refund,334111-Computer Manufacturing,Computer Manufacturing,One Apple Park Wy,Cupertino,CA,16,16000494325
2017,Closed,998,Governement agency complaint,921190-Government (General),,PO Box 40220,Olympia,WA,179,179000499741
2018,New,999,Other/Miscellaneous,"560000-Admin. & support services (office admin., faciliti",,,Miami,FL,60,60000532279
2020,Closed,25,Refund Policies,454100-Electronic Shopping & Mail Order Houses,,,,  ,18,18000574658
2014,Closed,211,Wireless portability,513320-Telecommunications/Wireless,Telecommunications/Wireless,PO Box 37380,Albuquerque,NM,110,110000450652
2020,Closed,415,Unemployment Fraud,920000-Public Administration,,PO Box 9046,Olympia,WA,218,218000570728
2016,Closed,999,Other/Miscellaneous,"812300-Laundries, Family & Commercial","Laundries, Family & Commercial",8419 122nd Ave NE,Kirkland,WA,60,60000482064
2020,Closed,62,Price Gouging,454100-Electronic Shopping & Mail Order Houses,,,Spokane ,WA,116,116000565540
2018,Closed,15,Privacy Abuse,"813900-Business, professional, labor, political & other organizations including PACs",,PO Box 1547,Everett,WA,67,67000532998
2020,Closed,203,Internet & Mobile device based transaction,"711300-Promoters of performing arts, sports & similar eve",,220 Nickerson St,Seattle,WA,27,27000567607
2021,Closed,203,Internet & Mobile device based transaction,513320-Telecommunications/Wireless,,PO Box 37380,Albuquerque,NM,27,27000593296
2018,New,999,Other/Miscellaneous,990000-Unclassified Establishments,,,Cheney,WA,60,60000539989
2018,Closed,316,Billing Issues,513200-Cable Networks & Program Distribution,,1323 34th Ave,Fife,WA,107,107000539661
2017,Closed,22,Failure To Adjust/Refund,441100-Automotive Dealers,,120 116th Ave NE Ste A,Bellevue,WA,16,16000510519
2013,Closed,320,Unsatisfactory Repair/Service,441000-Motor Vehicle & Parts Dealers,,,Mount Vernon,WA,42,42000429357
2014,Closed,402,Collections - Threatening behavior includes arrest,561440-Collection Agencies,,,Buffalo,NY,184,184000456007
2017,New,999,Other/Miscellaneous,990000-Unclassified Establishments,,,,  ,60,60000503140
2020,Closed,204,Unsolicited E-mail,445110-Supermarkets,,1121 124th Ave NE,Bellevue,WA,28,28000582162
2018,Closed,206,Right To Cancel,513310-Wired Telecommunications Carriers,,6704 N Nevada St Ste #6,Spokane,WA,30,30000538521
2018,Closed,203,Internet & Mobile device based transaction,454100-Electronic Shopping & Mail Order Houses,,600 1st Ave,Seattle,WA,27,27000540804
2016,Closed,27,Senior Exploitation,518210-Web Hosting,Web Hosting,14900 Interurban Ave S Ste 120,Tukwila,WA,105,105000496365
2016,Closed,7,Warranty,452910-Warehouse Clubs & Superstores,Warehouse Clubs & Superstores,702 SW 8th St,Bentonville,AR,6,6000496149
2016,Closed,13,Misrepresentation of product or service,"115210-Breeders, Stables and Livestock Boarding","Breeders, Stables and Livestock Boarding",11303 183rd Ave SW,Rochester,WA,10,10000479852
2016,Closed,316,Billing Issues,513310-Wired Telecommunications Carriers,Wired Telecommunications Carriers,6704 N Nevada St Ste #6,Spokane,WA,107,107000490610
2017,Closed,7,Warranty,"233000-General Contracting, building, & developing",,2464 SW Glacier Pl Ste 110,Redmond,OR,6,6000508336
2014,Closed,320,Unsatisfactory Repair/Service,811100-Automotive Repair & Maintenance,,,Bothell,WA,42,42000458167
2020,New,999,Other/Miscellaneous,920000-Public Administration,,PO Box 9046,Olympia,WA,60,60000572386
2016,Closed,206,Right To Cancel,441210-RV Dealers,RV Dealers,3104 Auburn Wy N,Auburn,WA,30,30000486404
2017,Closed,998,Governement agency complaint,921190-Government (General),,1125 Washington St SE,Olympia,WA,179,179000499426
2019,Closed,998,Governement agency complaint,922110-Courts,,,Kelso,WA,179,179000558324
2016,Closed,19,Inadequate Disclosure,454100-Electronic Shopping & Mail Order Houses,Electronic Shopping & Mail Order Houses,PO Box 81226,Seattle,WA,13,13000490177
2013,Closed,203,Internet & Mobile device based transaction,443000-Electronics/appliance stores,Electronics/appliance stores,3912 Pacific Place,Mukilteo,WA,27,27000433259
2017,Closed,320,Unsatisfactory Repair/Service,"235000-Special trade Contractors (includes plumbers, elec",,,Anacortes,WA,42,42000520496
2015,Closed,997,Employment Issue,623000-Nursing & Residential Care Facilities,,,Oak Harbor,WA,183,183000466707
2020,New,999,Other/Miscellaneous,990000-Unclassified Establishments,,,,  ,60,60000560475
2021,Closed,444,Foreclosure Issue,522390-Real Estate Loan Servicing,,c/o Robert William McDonald,Seattle,WA,155,155000593580
2020,Closed,444,Foreclosure Issue,522390-Real Estate Loan Servicing,,PO Box 631873,Littleton,CO,155,155000575802
2019,New,998,Governement agency complaint,621100-Office of Physicians,,PO Box 50095,Seattle,WA,179,179000549300
2021,Closed,316,Billing Issues,522291-Consumer Lending (includes Payday Lenders),,PO Box 565848,Dallas,TX,107,107000587891
2021,New,999,Other/Miscellaneous,513320-Telecommunications/Wireless,,PO Box 37380,Albuquerque,NM,60,60000592394
2020,New,999,Other/Miscellaneous,"235000-Special trade Contractors (includes plumbers, elec",,18633 Woodside Dr SE,Yelm,WA,60,60000562552
2021,New,999,Other/Miscellaneous,454100-Electronic Shopping & Mail Order Houses,,2145 Hamilton Ave,San Jose,CA,60,60000589309
2013,Closed,444,Foreclosure Issue,522390-Real Estate Loan Servicing,Real Estate Loan Servicing,1000 Samoset Dr,Newark,DE,155,155000432820
2014,Closed,422,Credit/Financing,522390-Real Estate Loan Servicing,Real Estate Loan Servicing,907 Pleasant Valley Ave,Mt Laurel,NJ,49,49000445125
2016,Closed,410,Discrimination,522310-Mortgage Brokers,,15 S 20th St,Birmingham,AL,47,47000478524
2018,Closed,22,Failure To Adjust/Refund,513320-Telecommunications/Wireless,,308 S Akard St Rm 1110,Dallas,TX,16,16000537944
2018,Closed,316,Billing Issues,621300-Offices of Other Health Professionals,,,Seattle,WA,107,107000525385
2015,Closed,316,Billing Issues,522210-Credit Card Issuing,Credit Card Issuing,2500 Westfield Dr IL1-6215,Elgin,IL,107,107000466842
2020,Closed,104,Non-Fulfillment,713940-Fitness & Recreational Industries,,3161 Michelson Ste 600,Irvine,CA,23,23000563254
2013,Closed,301,Failure To Deliver/Perform,443120-Computer & Computer Software Stores,Computer & Computer Software Stores,815 NE 45th St,Seattle,WA,33,33000424896
2021,Closed,301,Failure To Deliver/Perform,513320-Telecommunications/Wireless,,PO Box 37380,Albuquerque,NM,33,33000589534
2020,Closed,512,Forged or Altered Documents,561440-Collection Agencies,,PO Box 141248,Spokane Valley,WA,51,51000559575
2013,Closed,999,Other/Miscellaneous,990000-Unclassified Establishments,,,,WA,60,60000432853
2020,Closed,995,Non-Essential Business Open ,713990-Amusement & Recreational Industries,,2300 Ron Crockett Dr,Auburn,WA,217,217000564905
2018,Closed,58,Telemarketing,"813900-Business, professional, labor, political & other organizations including PACs",,,,WA,20,20000524397
2021,New,999,Other/Miscellaneous,454100-Electronic Shopping & Mail Order Houses,,PO Box 81226,Seattle,WA,60,60000587190
2016,Closed,58,Telemarketing,561422-Telemarketing,Telemarketing,,,  ,20,20000493157
2016,Closed,315,Failure To Return Goods/Part,"711300-Promoters of performing arts, sports & similar eve","Promoters of performing arts, sports & similar eve",,Tacoma,WA,38,38000494433
2018,Closed,999,Other/Miscellaneous,454100-Electronic Shopping & Mail Order Houses,,12128 N Division St Ste 155,Spokane,WA,60,60000535739
2016,Closed,301,Failure To Deliver/Perform,531390-Timeshare exchange services,,,Baltimore,MD,33,33000485408
2020,Closed,320,Unsatisfactory Repair/Service,443000-Electronics/appliance stores,,,Miami,FL,42,42000578067
2015,Closed,316,Billing Issues,522210-Credit Card Issuing,Credit Card Issuing,PO Box 98872,Las Vegas,NV,107,107000459353
