name,address1,address2,address3,borough_name,website,os_addressbase_uprn,borough_code,ward_2018_name,ward_2018_code,longitude,latitude,easting,northing,runtime
Urdang 2,259-263 Goswell Road,,,Islington,https://theurdang.london/about-us/our-facilities/,10090263567.0,E09000019,Bunhill,E05000367,-0.1030421760834338,51.529952715561535,531679.9642011265,182931.923106805,04/11/2021
Capital City Academy ,"Doyle Gardens,",,,Brent,http://www.capitalcityacademy.org/224/hire-our-facilities,202191532.0,E09000005,Willesden Green,E05000105,-0.2329016528221114,51.5399659810484,522645.9666554789,183819.9228634596,04/11/2021
Richmond and Hillcroft Adult Community College,Parkshot ,,,Richmond upon Thames,https://www.rhacc.ac.uk/contact-rhacc/contact-us,10070711497.0,E09000027,South Richmond,E05000528,-0.3026747698410717,51.46437949470491,518002.4479173338,175299.97517765535,04/11/2021
Claremont Project Upper Hall,24-27 White Lion Street,,,Islington,https://www.claremont-project.org,5300097468.0,E09000019,Barnsbury,E05000366,-0.1085015351595494,51.5325048801352,531293.9643064706,183205.92303102676,04/11/2021
The Peel ,Three Corners Centre,Northampton Road,,Islington,http://www.peelinstitute.org.uk,10090264827.0,E09000019,Clerkenwell,E05000370,-0.1068373543493596,51.52535580221016,531429.9642680202,182413.92324727844,04/11/2021
Frame Victoria ,4 Bridge Place ,,,City of Westminster,https://moveyourframe.com/pages/private-hire,10033603232.0,E09000033,Warwick,E05000647,-0.1424156759553171,51.49420724449778,529049.9649112906,178886.92420376948,04/11/2021
Frame Fitzrovia ,Berners Street,,,City of Westminster,https://moveyourframe.com/pages/private-hire,10033643615.0,E09000033,West End,E05000649,-0.137121111971532,51.518403601482845,529348.964830389,181586.9234708665,04/11/2021
Academy Mews Dance Studios,15 Pratt Mews,,,Camden,https://www.academydancestudios.com/studio-hire-london-contact/,5088505.0,E09000007,Regent's Park,E05000142,-0.1405215258323867,51.53718037262272,529059.9649118603,183668.92290529108,04/11/2021
Colomba Camden,31 Oval Road,,,Camden,http/colomba.london,5106814.0,E09000007,Camden Town with Primrose Hill,E05000130,-0.147953307810086,51.53952809805637,528537.9650534554,183916.922837052,04/11/2021
Colomba Holborn ,31 Lincoln's Inn Fields ,,,Camden,http/colomba.london,5146310.0,E09000007,Holborn and Covent Garden,E05000138,-0.1154425584245553,51.51770663083399,530854.964422783,181547.92347943215,04/11/2021
Arch 468 ,209a Coldharbour Lane ,,,Lambeth,https://www.arch468.com/rehearsalspacehire,200001000000.0,E09000022,Coldharbour,E05000420,-0.1021911415184217,51.46580261861804,531923.9641319343,175799.9250422977,04/11/2021
Haileybury Centre,Ben Jonson Road ,,,Tower Hamlets,https://www.tagvenue.com/rooms/london/5518/haileybury-centre/dance-studio,6702177.0,E09000030,St. Dunstan's,E05009329,-0.042498798620607,51.517599621628456,535915.963047985,181668.92344854947,04/11/2021
Gravity Circus Urban Venue,Unit B05 Cromwell Industrial Estate,Staffa Road,,Waltham Forest,https://www.tagvenue.com/rooms/london/5638/gravity-circus-urban-venue/unit-b05,10091184920.0,E09000031,Lea Bridge,E05000603,-0.0429059558497977,51.57096877437316,535728.9630985265,187602.92183591783,04/11/2021
2 Northdown ,2 Northdown Street,,,Islington,https://www.2northdown.com/about/,5300068234.0,E09000019,Caledonian,E05000368,-0.1192045055231472,51.5313460581406,530554.9645068204,183057.92306964763,04/11/2021
For The Core ,11 Pearson Street,,,Hackney,https://www.forthecore.co.uk,100024000000.0,E09000012,Haggerston,E05009375,-0.0763805861999639,51.53310618502584,533519.9637011104,183330.9229957731,04/11/2021
American Musical Theatre Academy ,28 Wallis Road,,,Hackney,https://theamta.com/gb/,10008349004.0,E09000012,Hackney Wick,E05009374,-0.0247870035810426,51.54417299335464,537064.9627345928,184656.9226363928,04/11/2021
English National Ballet ,City Island,,,Tower Hamlets,,,,,,0.0050914866501612,51.51193047568182,539234.9621439495,181127.9235962992,04/11/2021
The Croydon Dance Academy,68-74 Church Street,,,Croydon,http://croydondanceacademy.com,,,,,-0.1037006272607586,51.37377700756415,532083.9640873317,165563.92782604537,04/11/2021
Rich Mix,35-47 Bethnal Green Road,,,Tower Hamlets,https://www.richmix.org.uk,6150258.0,E09000030,Weavers,E05009335,-0.0732752029240542,51.52435933520294,533760.9636335555,182363.9232599343,04/11/2021
Putney Arts Theatre,16 Ravenna Road,,,Wandsworth,http://www.putneyartstheatre.org.uk,100023314898.0,E09000032,East Putney,E05000613,-0.2202230388963302,51.46128656856928,523737.966358296,175091.9252372933,04/11/2021
"Michaelis Theatre, Roehampton University",85 Roehampton Lane,,,Wandsworth,,10033238647.0,E09000032,Roehampton and Putney Heath,E05000621,-0.2472695065985609,51.45610038882543,521872.9668671036,174469.92540599935,04/11/2021
Dragon Hall ,17 Stukeley Street,,,Camden,https://www.dragonhall.org.uk/main-hall/,5128852.0,E09000007,Holborn and Covent Garden,E05000138,-0.1226650127579831,51.516626397453685,530356.9645575699,181414.92351571048,04/11/2021
Westminster Kingsway College Theatre,211 Gray's Inn Road,,,Camden,http://www.westking.ac.uk/subject/performing-arts/,5155126.0,E09000007,King's Cross,E05000141,-0.1187676540984706,51.52690563025228,530597.9644946104,182564.92320405657,04/11/2021
Poplar Union,2 Cotall St,,,Tower Hamlets,https://poplarunion.com,6194894.0,E09000030,Lansbury,E05009325,-0.0229826097016487,51.51559973312887,537275.9626786192,181482.92349759783,04/11/2021
"The Pit, Barbican Centre",1C Silk St,,,City and County of the City of London,http://www.barbican.org.uk/theatre,95512046.0,E09000001,Cripplegate,E05009302,-0.0941045415120013,51.519962269135135,532328.8240219259,181837.093403471,04/11/2021
Soho Theatre,21 Dean Street,,,City of Westminster,http://www.sohotheatre.com,100023472522.0,E09000033,West End,E05000649,-0.1327403392566641,51.51450305314165,529663.964745251,181160.9235861131,04/11/2021
Danceworks,"16 Balderton Street,",,,City of Westminster,http://danceworks.net,100023474423.0,E09000033,West End,E05000649,-0.1524524648547096,51.51318751295664,528299.9651157637,180979.9236371828,04/11/2021
Wilton's Music Hall,1 Graces Alley,,,Tower Hamlets,http://www.wiltons.org.uk,6006845.0,E09000030,Whitechapel,E05009336,-0.0669379482968093,51.51061305202626,534240.9635009416,180846.9236701768,04/11/2021
Chicken Shed,290 Chase Side,,,Enfield,http://www.chickenshed.org.uk,207078080.0,E09000010,Cockfosters,E05000196,-0.1452419252578886,51.64443614308683,528429.9650835947,195587.91966337024,04/11/2021
Electric Brixton,Town Hall Parade,,,Lambeth,http://electricbrixton.uk.com,200000455751.0,E09000022,Brixton Hill,E05000417,-0.1168336047570835,51.46019347340544,530922.9644021649,175149.9252204852,04/11/2021
Hackney Empire,291 Mare Street,,,Hackney,https://hackneyempire.co.uk/hire/spaces/,100023014084.0,E09000012,Hackney Central,E05009372,-0.055477861178442,51.54552161556345,534932.9633142198,184749.92261170613,04/11/2021
ACS Dance Centre,66 Albert Rd,,,Havering,http://www.anthonycliffordstudios.co.uk,100023211192.0,E09000016,Romford Town,E05000319,0.1899065102180928,51.573604486378414,551853.2687155718,188353.47163186,04/11/2021
Landor Theatre,70 Landor Pub,,,Lambeth,http://www.thelandorpub.com,100021861916.0,E09000022,Larkhall,E05000425,-0.126053012785492,51.46566493006136,530266.9645827875,175741.9250585385,04/11/2021
The Saw Swee Hock Centre - Weston Studio,1 Portugal Street,,,City of Westminster,https://sawsweehockcentre.com,10033621876.0,E09000033,St. James's,E05000644,-0.1175726219267105,51.51463832894062,530715.9644599935,181202.92357269512,04/11/2021
London Metropolitan University Graduate Centre,182-198 Holloway Rd,,,Islington,http://www.londonmet.ac.uk/contact-us/how-to-find-us/tower-building/graduate-centre/,5300047823.0,E09000019,Highbury West,E05000373,-0.110354203233201,51.55147327374649,531110.9643531817,185311.92245759617,04/11/2021
Kenneth More Theatre,Kenneth More Road,,,Redbridge,www.kmtheatre.co.uk/hire-us/,100023043000.0,E09000026,Ilford Town,E05011246,0.0752405842815518,51.55867744085837,543954.9608607133,186461.9221443929,04/11/2021
Pinner Village Hall,11 Chapel Lane,,,Harrow,https://www.pinnervillagehall.org.uk,200000320298.0,E09000015,Pinner South,E05000298,-0.384014347429379,51.59325662585529,512035.9695366061,189503.9213164648,04/11/2021
The Space,269 West Ferry Road,,,Tower Hamlets,http://www.space.org.uk,6060149.0,E09000030,Island Gardens,E05009324,-0.0241989725904482,51.49216667255609,537261.962683056,178874.92420644592,04/11/2021
Lift Islington - Platform Theatre,2 Tiltman Place,,,Islington,http://www.platformislington.org.uk,10012794343.0,E09000019,Finsbury Park,E05000371,-0.1157416039179951,51.5614248705854,530708.9644632402,186408.92216038413,04/11/2021
Etcetera Theatre,265 Camden High Street,,,Camden,http://www.etceteratheatre.com,5007472.0,E09000007,Camden Town with Primrose Hill,E05000130,-0.1442759569983024,51.54059408718844,528789.9649850014,184041.9228034764,04/11/2021
Royal Academy of Dramatic Art,16-22 Chenies Street,,,Camden,https://www.rada.ac.uk,5136140.0,E09000007,Bloomsbury,E05000129,-0.1322627895405194,51.52088927661266,529678.9647420289,181871.9233936607,04/11/2021
Tristan Bates Theatre (TBT),1a Tower Street,,,Camden,https://www.tristanbatestheatre.co.uk,5077305.0,E09000007,Holborn and Covent Garden,E05000138,-0.1283047849035376,51.51336222969351,529974.9646610611,181041.92361784735,04/11/2021
Watermans Arts Centre,40 High Stree,,,Hounslow,https://www.watermans.org.uk,100023407377.0,E09000018,Brentford,E05000347,-0.2980423706039166,51.485768357508256,518268.9678445704,177685.9245303647,04/11/2021
New Wimbledon Theatre,93 The Broadway,,,Merton,http://newwimbledontheatre.net,48008413.0,E09000024,Abbey,E05000455,-0.2013651086568275,51.4191464411273,525162.9359693517,170437.91649954783,04/11/2021
Sadler's Wells Theatre,177 Rosebery Ave,,,Islington,http://www.sadlerswells.com,5300080047.0,E09000019,Clerkenwell,E05000370,-0.1062646136474187,51.52942925041774,531457.9642613021,182867.92312363884,04/11/2021
Uxbridge College,34 College Way,,,Hillingdon,https://www.uxbridge.ac.uk,10003002623.0,E09000017,Townfield,E05000339,-0.4114300571623935,51.51627879992962,510322.9700033896,180901.923655992,04/11/2021
Unicorn Theatre,147 Tooley Street,,,Southwark,unicorn theatre,10009804074.0,E09000028,London Bridge & West Bermondsey,E05011104,-0.0806398950342048,51.50384192911409,533309.9637568695,180068.92388143466,04/11/2021
The Gate Theatre,11 Pembridge Road,,,Kensington and Chelsea,https://www.gatetheatre.co.uk/?spektrix_bounce=true,217065685.0,E09000020,Pembridge,E05009400,-0.1976638190347225,51.50952947222264,525172.9659662377,180494.9237681267,04/11/2021
London Dance Academy,51 Central Street,,,Islington,http://londondanceacademy.co.uk,5300017733.0,E09000019,Bunhill,E05000367,-0.0966222232486497,51.5255591465995,532137.964074406,182454.92323630556,04/11/2021
Hoxton Hall,130 Hoxton Street,,,Hackney,www.hoxtonhall.co.uk/category/hire/,100023135707.0,E09000012,Hoxton East & Shoreditch,E05009377,-0.0799837998665321,51.53177145307153,533273.9637674359,183175.9230383912,04/11/2021
Arcola,24 Ashwin Street,,,Hackney,http://www.arcolatheatre.com,10008321023.0,E09000012,Dalston,E05009370,-0.0749473466957685,51.54691315471493,533578.963680727,184868.92257833332,04/11/2021
Bhavan Centre,4a Castletown Road,,,Hammersmith and Fulham,http://www.bhavan.net,34140084.0,E09000013,North End,E05000258,-0.2070434327146634,51.4897635033675,524575.9661295479,178280.92436947458,04/11/2021
The Tabard Theatre,2 Bath Road,,,Hounslow,http://www.tabardtheatre.co.uk,200002818754.0,E09000018,Chiswick Homefields,E05000348,-0.2546414211946523,51.49569248973641,521255.9070308822,178860.41421115585,04/11/2021
Chisenhale Dance Space,64-84 Chisenhale Road,,London,Tower Hamlets,http://www.chisenhaledancespace.co.uk,6719953.0,E09000030,Bow West,E05009320,-0.0397081538618845,51.53308802816896,536063.4030064576,183396.45297753025,04/11/2021
Polka Theatre for Children,240 The Broadway,,,Merton,https://polkatheatre.com/home/about-us/contact-us/,48008566.0,E09000024,Trinity,E05000471,-0.1949758057868037,51.41973108424873,525605.5758488912,170513.84647877177,04/11/2021
Studio Wayne McGregor,14 East Bay lane,,,Hackney,http://waynemcgregor.com,10008348301.0,E09000012,Hackney Wick,E05009374,-0.0240669589309688,51.54744384582722,537105.0627235065,185021.9925364061,04/11/2021
Stratford Circus,Theatre Square,,,Newham,https://stratford-circus.com,10008996899.0,E09000025,Stratford and New Town,E05000492,0.0017436141571047,51.542716602881285,538908.9822320871,184544.9626666871,04/11/2021
Clean Break,2 Patshull Road,,,Camden,http://www.cleanbreak.org.uk,5001418.0,E09000007,Cantelowes,E05000131,-0.1406723008736389,51.54692185614953,529021.9649213651,184751.9226110353,04/11/2021
West London University,St Mary's Rd,,,Ealing,http://www.uwl.ac.uk,12153715.0,E09000009,Ealing Common,E05000174,-0.3046883881784988,51.50656546830447,517753.96798367344,179987.92390380666,04/11/2021
Brentside,377 Greenford Avenue,,,Ealing,http://www.brentsidehigh.ealing.sch.uk,12141082.0,E09000009,Hobbayne,E05000180,-0.3399569296079087,51.52655631417004,515255.9686629266,182154.923317022,04/11/2021
Union Theatre,204 Union Street,,,Southwark,https://www.unicorntheatre.com,200003354927.0,E09000028,Borough & Bankside,E05011095,-0.1019116971531961,51.50375650771803,531833.9641548408,180020.92389658943,04/11/2021
Harrow Arts Centre,171 Uxbridge Road,,,Harrow,,200000319916.0,E09000015,Hatch End,E05000291,-0.3638031612556714,51.60848854476744,513397.9691668369,191228.92084784468,04/11/2021
The Young Vic,66 The Cut,,,Lambeth,https://www.youngvic.org,100023226258.0,E09000022,Bishop's,E05000416,-0.1072918489090065,51.50327690512558,531461.9642562263,179957.92391375004,04/11/2021
"The Old Church , Stoke Newington",207B Church Street,,,Hackney,http://theoldchurch.org.uk,100021076029.0,E09000012,Clissold,E05009369,-0.0848807476102724,51.560412014527095,532850.9638793237,186351.92217591003,04/11/2021
Oxford House Theatre,87 Derbyshire Street,,,Tower Hamlets,http://www.oxfordhouse.org.uk,6089004.0,E09000030,St. Peter's,E05009331,-0.0614840470621361,51.52636805216218,534572.9634147948,182608.9231928354,04/11/2021
Churchill Theatre: Magpie Dance,118 High Street,,,Bromley,http://www.magpiedance.org.uk,100022886981.0,E09000006,Bromley Town,E05000109,0.0144742471033365,51.403764998095454,540216.9618794745,169117.9268573894,04/11/2021
Higham Hill Hub,Higham Hill Park,Hecham Close,,Waltham Forest,http://highamhillhub.org.uk,10091185782.0,E09000031,Higham Hill,E05000600,-0.0375807492171907,51.59712881551122,536019.9630202721,190521.92104253528,04/11/2021
Dance Umbrella - Somerset House,150 Strand,,,City of Westminster,http://www.danceumbrella.co.uk,100023432985.0,E09000033,St. James's,E05000644,-0.1179524153961425,51.51102034296919,530699.9644634677,180799.92368185223,04/11/2021
Harris Academy Purley,Kendra Hall Road,,,Croydon,http://www.harrispurley.org.uk,100022910696.0,E09000008,Purley Oaks & Riddlesdown,E05011477,-0.1093161602539145,51.35324715448375,531751.9641783014,163270.92844846356,04/11/2021
Candoco Dance Company,2 Wood Lane,,,Harrow,http://www.candoco.co.uk,10070269989.0,E09000015,Canons,E05000286,-0.3102388403423571,51.63024680136543,517050.8881763439,193732.95016984185,04/11/2021
Bernie Grant Arts Centre,Town Hall Approach,,,Haringey,http://www.berniegrantcentre.co.uk,10003985252.0,E09000014,Tottenham Green,E05000280,-0.0730759431638321,51.58747502578768,533589.9636804023,189382.92135030223,04/11/2021
Arts Theatre,6-7 Great Newport Street,,,City of Westminster,https://artstheatrewestend.co.uk,100023431531.0,E09000033,St. James's,E05000644,-0.1275487337528195,51.512118159354976,530030.9646459521,180904.92365498428,04/11/2021
Conway Hall,25 Red Lion Square,,,Camden,https://conwayhall.org.uk,5048256.0,E09000007,Holborn and Covent Garden,E05000138,-0.1183112943599361,51.51979403551024,530649.964479149,181774.92341785383,04/11/2021
"Compass Theatre, Hillingdon",45 Glebe Ave,,,Hillingdon,http://www.hillingdontheatres.uk,100023413466.0,E09000017,Ickenham,E05000333,-0.4403867392342893,51.56218624220662,508204.97058056697,185963.9222800412,04/11/2021
The Broadway Theatre,34 Catford Broadway,,,Lewisham,https://www.broadwaytheatre.org.uk,10023226829.0,E09000023,Rushey Green,E05000451,-0.0203808513878993,51.44529430145055,537667.9625712847,173669.9256209621,04/11/2021
The Tramshed,51-53 Woolwich New Road,,,Greenwich,http://www.glypt.co.uk/tramshed/tramshedhistory/,100023246054.0,E09000011,Woolwich Common,E05000229,0.0680210852899668,51.48949713383379,543671.9609370528,178754.92423918284,04/11/2021
Dominion Theatre,268-269 Tottenham Court Rd,,,Camden,https://www.nederlander.co.uk/dominion-theatre,5083050.0,E09000007,Bloomsbury,E05000129,-0.1296417031644723,51.51696265822975,529871.9646884709,181439.9235097309,04/11/2021
Pleasance,41 North Mews,,,Islington,https://www.pleasance.co.uk,10094608227.0,E09000019,Holloway,E05000375,-0.121673379465882,51.54876851276606,530333.9645645174,184990.9225452617,04/11/2021
Trinity Laban / Laban Theatre,71 Creekside,,,Lewisham,https://www.trinitylaban.ac.uk/whats-on/dance-events,,,,,-0.0205031562791564,51.48005383168382,537554.9626022535,177534.9245713493,04/11/2021
Patidar House Studios,22 London Road,,,Brent,,202073653.0,E09000005,Wembley Central,E05000104,-0.2949825991758975,51.5522954835727,518308.96783445537,185088.92251702904,04/11/2021
Foulden Works,30 Foulden Road,,,Hackney,https://fouldenworks.wordpress.com,100023159914.0,E09000012,Stoke Newington,E05009385,-0.0723918782997429,51.55551305271173,533730.9636398229,185829.92231650808,04/11/2021
Shoreditch Town Hall,380 Old Street,,,Hackney,http://shoreditchtownhall.com/event-space-hire/venue-specification/large-committee-room,100022930896.0,E09000012,Hoxton East & Shoreditch,E05009377,-0.0791026127048797,51.52667618511525,533349.9637444413,182610.9231921228,04/11/2021
Greenwich Dance,33-35 Royal Hill,,,Greenwich,www.greenwichdance.org.uk,100023227774.0,E09000011,Greenwich West,E05000222,-0.0107390997179409,51.47806301570587,538238.9624154727,177331.9246262799,04/11/2021
Brockley Jack Studio Theatre,410 Brockley Road,,,Lewisham,http://www.brockleyjack.co.uk,100021937756.0,E09000023,Crofton Park,E05000441,-0.039076934675544,51.45363917833209,536343.9629296733,174562.92537996225,04/11/2021
Old Red Lion,418 St John Street,,,Islington,,5300085363.0,E09000019,Bunhill,E05000367,-0.1058477788683221,51.53148185041091,531480.9642555137,183096.92306126392,04/11/2021
"King Charles Court, Old Royal Naval College (Trinity Laban)",King William Walk,,,Greenwich,https://www.trinitylaban.ac.uk/whats-on/our-venues/king-charles-court,10010216996.0,E09000011,Greenwich West,E05000222,-0.0071714716622647,51.483587017337925,538469.9623560455,177952.9244570565,04/11/2021
Toynbee Studios,28 Commercial Street,,,Tower Hamlets,http://www.toynbeehall.org.uk,6722403.0,E09000030,Spitalfields & Banglatown,E05009333,-0.0722301538050665,51.51668037281242,533855.9636060825,181511.9234929216,04/11/2021
Cecil Sharp House,2 Regent's Park Road,Cecil Sharp House,,Camden,https://www.cecilsharphouse.org,5066674.0,E09000007,Camden Town with Primrose Hill,E05000130,-0.1493378664237084,51.53810211945751,528445.9650781925,183755.9228808341,04/11/2021
Half Moon Young People's Theatre,43 White Horse Road,,,Tower Hamlets,http://www.halfmoon.org.uk,6044554.0,E09000030,St. Dunstan's,E05009329,-0.041215197466786,51.513252692179016,536017.963021071,181187.923578843,04/11/2021
Graeae Theatre Company Bradbury Studios,138 Kinglsand Road,,,Hackney,www.graeae.org/,10008323888.0,E09000012,Haggerston,E05009375,-0.0768117057383178,51.53279852462418,533490.9637088948,183295.9230053721,04/11/2021
Cockpit Theatre,5 Gateforth Street,,,City of Westminster,http://www.thecockpit.org.uk,100023121790.0,E09000033,Church Street,E05000634,-0.1694808185449257,51.52449747786599,527086.9654462398,182207.92330298648,04/11/2021
Menier Theatre,51-53 Southwark Street,,,Southwark,https://www.menierchocolatefactory.com/Online/default.asp,200003500280.0,E09000028,Borough & Bankside,E05011095,-0.0944675539287424,51.50466097756272,532347.9640165182,180134.92386457726,04/11/2021
Leyden Sixth form College,Leyton Sixth Form College,,,Waltham Forest,http://www.leyton.ac.uk,200001430246.0,E09000031,Forest,E05000595,-0.0028677023363069,51.57606760995549,538487.9623502933,188244.92166174453,04/11/2021
Lyric Theatre,29 Shaftesbury Avenue,,,City of Westminster,https://www.nimaxtheatres.com/lyric-theatre/,100023472887.0,E09000033,West End,E05000649,-0.1337948093618842,51.51127346208303,529599.9647635974,180799.92368468476,04/11/2021
Jacksons Lane,269A Archway Road,,,Haringey,www.jacksonslane.org.uk/space-hire,100023196841.0,E09000014,Highgate,E05000272,-0.1454041617417178,51.57668107136611,528609.9650331642,188052.92171329263,04/11/2021
Arts Depot,5 Nether Street,,,Barnet,http://www.artsdepot.co.uk,200196017.0,E09000003,West Finchley,E05000061,-0.1766995089636445,51.61281643920563,526341.305649239,192016.81063494275,04/11/2021
RADA Studios,16 Chenies St,,,Camden,,5087921.0,E09000007,Bloomsbury,E05000129,-0.1325600901244238,51.52066919126147,529658.9647473479,181846.9234004328,04/11/2021
Blackheath Halls,23 Lee Road,,,Greenwich,http://www.blackheathhalls.com,100023269695.0,E09000011,Blackheath Westcombe,E05000215,0.0096273344482836,51.46437941333578,539694.9620192401,175848.92502860003,04/11/2021
Langley Park Centre for the Performing Arts - Bromley Hall,S Eden Park Rd,,,Bromley,http://www.lpsb.org.uk,100022894311.0,E09000006,Kelsey and Eden Park,E05000120,-0.0189475097567923,51.38893000520387,537936.9624982895,167404.92732394516,04/11/2021
Intimate Theatre,516 Green Lanes,,,Enfield,http://www.smptheatre.co.uk/faqs/the-intimate-theatre/,207035876.0,E09000010,Winchmore Hill,E05000213,-0.1028423602646675,51.62419102036944,531421.9642665628,193411.9202579935,04/11/2021
"Theatre Royal, Stratford East",Gerry Raffles Square,,,Newham,http://www.stratfordeast.com/whats-on/,10009003230.0,E09000025,Stratford and New Town,E05000492,0.0010008812952531,51.54255806288698,538857.9622459848,184525.92267202956,04/11/2021
Fairfield Hall (closed for refurbishment),71 Park Lane,,,Croydon,https://fairfield.co.uk,,,,,-0.0957780738307429,51.3725243869017,532638.9639372956,165438.9278591093,04/11/2021
Newlands Community Hall,226 Stroud Crescent,,,Wandsworth,http://www.wandsworth.gov.uk/directory_record/148179/newlands_hall_putney_vale_clubroom/category/1125/clubrooms,100023313548.0,E09000032,Roehampton and Putney Heath,E05000621,-0.2443763476868049,51.438080676056806,522121.9667981236,172470.92594824504,04/11/2021
Aldwych Theatre,49 Aldwych,,,City of Westminster,https://www.nederlander.co.uk/aldwych-theatre,100023430368.0,E09000033,St. James's,E05000644,-0.118862085089603,51.51307628957086,530630.9644827589,181026.92362040165,04/11/2021
Welsh Centre,157-163 GrayÃÂÃÂÃÂs Inn Road,,,Camden,http://www.londonwelsh.org,5083639.0,E09000007,King's Cross,E05000141,-0.1169028232408982,51.52493327731929,530732.9644576111,182348.9232629672,04/11/2021
Rambert,99 Upper Ground,,,Lambeth,http://www.rambert.org.uk,100023226975.0,E09000022,Bishop's,E05000416,-0.1135232694329815,51.5061740428866,531021.1943757858,180268.9238279881,04/11/2021
Theatre Peckham,221 Havil Street,,,Southwark,https://www.theatrepeckham.co.uk,10093342877.0,E09000028,St. Giles,E05011115,-0.0827585908476541,51.47449518638107,533248.4037699075,176801.70476981357,04/11/2021
Mountview Theatre School,120 Peckham Hill Street,,,Southwark,https://www.mountview.org.uk,10094742520.0,E09000028,Peckham,E05011110,-0.0698772557118387,51.47487429992848,534141.8335297945,176867.37475285644,04/11/2021
Siobhan Davies Studios,85 St GeorgeÃÂÃÂÃÂs Road,,,Southwark,http://www.siobhandavies.com,10009805291.0,E09000028,St. George's,E05011114,-0.1053290636742746,51.49605999784297,531618.9642143454,179158.92412951117,04/11/2021
Canada Water Culture Space,21 Surrey Quays Road,,,Southwark,http://canadawaterculturespace.org.uk/contact-us,10090284129.0,E09000028,Rotherhithe,E05011112,-0.049153610536417,51.49780959239352,535512.9631559975,179455.92405146267,04/11/2021
National Circus,9 Coronet St,,,Hackney,http://www.nationalcircus.org.uk,100023135619.0,E09000012,Hoxton East & Shoreditch,E05009377,-0.0825502036383973,51.52755808546938,533108.2538098877,182702.7131670977,04/11/2021
Upstairs at the Gatehouse,1 North Road,,,Haringey,http://www.upstairsatthegatehouse.com,100023194241.0,E09000014,Highgate,E05000272,-0.1503651244053542,51.5717955026533,528279.9651236581,187500.92186210197,04/11/2021
Omnibus Arts Centre,1 Northside Clapham Common,,,Lambeth,http://omnibus-clapham.org,100023362765.0,E09000022,Clapham Town,E05000419,-0.1424137076016117,51.46375803853589,529135.9648906867,175500.92512376455,04/11/2021
Camden People's Theatre,58-60 Hampstead Road,,,Camden,https://www.cptheatre.co.uk,5158137.0,E09000007,Regent's Park,E05000142,-0.1384236240832156,51.52640081348196,529235.9648635472,182473.92323082883,04/11/2021
Theatre Utopia,1 Matthews Yard,,,Croydon,http://www.matthewsyard.com/venue/theatre-utopia/,10090382144.0,E09000008,Fairfield,E05011468,-0.1010949363891235,51.372161063868425,532269.964036564,165388.92787266563,04/11/2021
Tricycle Theatre,269 Kilburn High Road,,,Brent,http://www.tricycle.co.uk,202079064.0,E09000005,Kilburn,E05000094,-0.2000059907315217,51.54331474177344,524917.9660387419,184247.92274747143,04/11/2021
Lilian Baylis Studio,183 Rosebery Avenue,,,Islington,http://www.sadlerswells.com/venue-hire/lilian-baylis-studio/,5300080050.0,E09000019,Clerkenwell,E05000370,-0.1058791901518406,51.529683816032346,531483.9642542966,182896.9231158028,04/11/2021
Flow Dance London,1-3 Brixton Rd,Unit 3,,Lambeth,https://flowdance-london.co.uk,10090196810.0,E09000022,Vassall,E05000436,-0.1095460449143882,51.48048970371461,531370.9642824375,177419.92460317153,04/11/2021
The Place Theatre,17 Dukes Road,,London,Camden,http://www.theplace.org.uk,5156460.0,E09000007,King's Cross,E05000141,-0.1284019948982409,51.52750934818446,529927.9646765878,182614.9231920096,04/11/2021
Trafalgar Studios (previously the Whitehall),14 Whitehall,,,City of Westminster,http://trafalgarentertainment.com,100023336992.0,E09000033,St. James's,E05000644,-0.1276151853478385,51.50663365322868,530041.9646429839,180294.92382153083,04/11/2021
Albany Centre and Theatre,1A Douglas Way,,,Lewisham,http://www.thealbany.org.uk,100023280749.0,E09000023,New Cross,E05000449,-0.0274092465249247,51.47787709615518,537081.962728939,177279.92464037123,04/11/2021
Vaudeville Theatre,404 Strand,,,City of Westminster,https://www.nimaxtheatres.com/vaudeville-theatre/,10033544051.0,E09000033,St. James's,E05000644,-0.1224765518744756,51.51034644707493,530387.9645485518,180716.92370512415,04/11/2021
Theatre Delicatessen (Guardian House),119 Farringdon Road,,,Islington,http://www.delistudios.co.uk/broadgate,10093624103.0,E09000019,Clerkenwell,E05000370,-0.1084538613223762,51.52322361924053,531323.9642962761,182173.92331156536,04/11/2021
Chat's Palace,42 Brooksby's Walk,,,Hackney,http://chatspalace.com,100023020798.0,E09000012,King's Park,E05009379,-0.0426833264558791,51.55026392640687,535805.9630754543,185300.92246146407,04/11/2021
TripSpace Dance,339-340 Acton Mews,,,Hackney,http://www.tripspace.co.uk,100023016667.0,E09000012,Haggerston,E05009375,-0.0758645709729039,51.53679363512386,533544.9636931249,183741.9228841377,04/11/2021
Her Majesty's Theatre,57 Haymarket,,,City of Westminster,,100023349365.0,E09000033,St. James's,E05000644,-0.1320069295137484,51.50812452822598,529732.9647277478,180452.9237789666,04/11/2021
West London School of Dance,25 Bulwer Street,,,Hammersmith and Fulham,https://www.westlondonschoolofdance.co.uk,34039599.0,E09000013,Shepherd's Bush Green,E05000263,-0.2237465349796987,51.50548497295394,523373.9664556421,180000.92390029988,04/11/2021
