Production Year,Operator,County,Town,Producing Formation,Active Gas Wells,Inactive Gas Wells,Purchaser Codes
1969,"Pennsylvania Gas Co.,  Inc.",Chautauqua,GERRY,MEDINA,1,0,GX
1986,Clover Oil & Gas Co.,Genesee,DARIEN,MEDINA,1,0,"GK,GN"
1994,"Matrix Energy Development, Inc.",Chautauqua,SHERIDAN,MEDINA,2,0,GK
1989,"Westmin Resources,  Inc.",Livingston,SPARTA,MEDINA,0,1,
1986,Walker Exploration & Production Corp.,Chautauqua,RIPLEY,MEDINA,5,0,GK
1976,"Paragon Resources, Inc.",Chautauqua,ARKWRIGHT,MEDINA,19,45,GK
1983,Joyce Management Corp.,Allegany,ANDOVER,PENNY,0,0,
1987,"Buffington, Richard J. Jr.",Allegany,CLARKSVILLE,CLARKSVILLE,0,0,OB
1986,"J M Resources, Inc.",Chautauqua,RIPLEY,MEDINA,1,0,GK
1976,Moose Oil Co.,Allegany,BOLIVAR,WAUGH & PORTER,0,0,OB
1992,"Universal Resources Holdings, Incorporated",Chautauqua,VILLENOVA,MEDINA,15,0,GK
1984,"S & M Resources,  Inc.",Chautauqua,NORTH HARMONY,MEDINA,2,0,GH
1996,Rochester Gas & Electric Corp.,Monroe,RIGA,MEDINA,0,1,
1983,Silver Creek Drilling Corp.,Chautauqua,MINA,MEDINA,2,0,GK
1993,"Densmore, Winfield F. & Debra",Chautauqua,BUSTI,MEDINA,1,0,
1990,"J M Resources, Inc.",Chautauqua,POMFRET,MEDINA,4,0,GK
1995,"Lenape Resources, Inc.",Chautauqua,ELLERY,MEDINA,43,0,GK
1986,"Local Energy, Inc.",Erie,ELMA,MEDINA,1,0,GK
1984,L & S Oil Co.,Allegany,WELLSVILLE,FULMER VALLEY,0,0,OB
1991,CNG Transmission Corp.,Chautauqua,CLYMER,MEDINA,0,2,
1988,Frewsburg Central School District,Chautauqua,CARROLL,MEDINA,1,0,
1974,"Clark, Newton",Allegany,,,0,0,OB
1987,21 West Green Street Associates,Chautauqua,POMFRET,MEDINA,2,0,GK
1993,A. J. Lease Account,Cattaraugus,ALLEGANY,CHIPMUNK,0,1,OA
1993,"Thropp, Gregory J",Cattaraugus,OLEAN,BRADFORD,0,0,OA
1991,"Lenape Resources Corp., The",Livingston,CALEDONIA,MEDINA,37,1,GX
1987,Estate of Donald Vanstrom,Chautauqua,ELLICOTT,MEDINA,1,0,
1997,"Cotton Well Drilling Company,  Inc.",Erie,CONCORD,MEDINA,3,0,GX
1993,East Aurora Union Free School District,Erie,AURORA,MEDINA,2,0,
1995,Seneca Resources Corporation,Erie,ORCHARD PARK,MEDINA,3,0,GK
1993,Oak Hill Oil Co.,Cattaraugus,ALLEGANY,BRADFORD,0,0,OA
1980,National Fuel Gas Supply Corp.,Genesee,BETHANY,MEDINA,1,1,
1980,National Fuel Gas Supply Corp.,Erie,NORTH COLLINS,MEDINA,35,2,
1986,Harold Frey Well Drilling,Erie,LANCASTER,MEDINA,2,0,GK
1992,CEI 1990-1 Joint Venture,Chautauqua,WESTFIELD,MEDINA,1,0,GA
1986,Gypsum Energy Management Co.,Genesee,BATAVIA,MEDINA,13,0,"GR,GX"
1997,Har-Go Farms,Genesee,PAVILION,MEDINA,2,0,
1974,"Putt, Floyd J.",Cattaraugus,ALLEGANY,,0,0,OC
1991,"Sturdevant, Walter B.",Allegany,BOLIVAR,RICHBURG,0,0,OC
1986,"Universal Resources Holdings, Incorporated",Chautauqua,WESTFIELD,MEDINA,1,0,GK
1984,"Thropp, Gregory J",Cattaraugus,CARROLLTON,,5,0,OB
1994,"Oil, Gas & Land Services, Inc.",Chautauqua,GERRY,MEDINA,31,4,"GC,GX"
1976,"Garr, Grace",Cattaraugus,ALLEGANY,BRADFORD,0,0,OA
1998,"Rupp, Harriett E.",Cattaraugus,PERRYSBURG,MEDINA,2,0,
1999,United States Gypsum Co.,Genesee,BATAVIA,MEDINA,12,0,"GH,GK,GR"
1993,"Greeley, John A.",Cattaraugus,ALLEGANY,BRADFORD,0,0,OC
1986,"Lenape Resources Corp., The",Livingston,YORK,MEDINA,1,0,GI
1993,J. J. Bucher Producing Corporation,Allegany,BOLIVAR,RICHBURG,0,0,OC
1994,"Universal Resources Holdings, Incorporated",Chautauqua,GERRY,MEDINA,19,0,GK
1976,"Shaner, Ray C.",Allegany,GENESEE,RICHBURG,0,0,OB
1997,"Universal Resources Holdings, Incorporated",Chautauqua,WESTFIELD,MEDINA,2,0,GK
1984,Columbia Gas Transmission Corp.,Livingston,LEICESTER,MEDINA,1,0,
1983,"Ford, Azel R",Allegany,ALMOND,MARCELLUS,1,0,
1986,Berea Oil & Gas Corp.,Chautauqua,CHERRY CREEK,MEDINA,3,0,GH
1999,"Kent, John A. and Penny S.",Chautauqua,HARMONY,MEDINA,1,0,
1999,Schreiner Oil and Gas Inc.,Erie,ORCHARD PARK,MEDINA,3,0,GX
1979,"Winter's Railroad Service, Inc",Erie,NORTH COLLINS,MEDINA,2,0,
1972,Lippert Oil Corp.,Cattaraugus,ALLEGANY,BRADFORD,0,0,OC
1984,Interco Energy Development Corp,Cattaraugus,FREEDOM,,0,1,
1985,"Boswell, Estate of James B.",Chautauqua,BUSTI,GLADE,0,0,OA
1972,Bradley Producing Corp.,Ontario,,MEDINA,5,0,GX
1998,"Dunnewold, Roger, E.",Chautauqua,FRENCH CREEK,MEDINA,1,0,
1982,"Lenape Resources Corp., The",Chautauqua,VILLENOVA,MEDINA,4,0,
1987,Verner & Harvey Smith Oil Co.,Cattaraugus,CARROLLTON,CHIPMUNK,0,0,OB
1988,William Barnes Drlg & Prod Co.,Allegany,FRIENDSHIP,WAUGH & PORTER,0,0,OB
1998,Auburn Enlarged Central School District,Cayuga,AUBURN,BLACK RIVER,1,0,
1995,"Desert Gas Exploration, Inc.",Chautauqua,CHARLOTTE,MEDINA,8,0,GK
1985,"Becker, John",Erie,ALDEN,MEDINA,1,0,
1997,"GFS Energy, Inc.",Steuben,JASPER,ORISKANY,0,2,
1996,Moose Oil Co.,Allegany,BOLIVAR,RICHBURG,0,0,OC
1974,"Gearhart, Floyd A.",Allegany,,,0,0,
1999,"Woods Oil Company, Inc.",Cattaraugus,CARROLLTON,BRADFORD,0,0,"GX,OD"
1994,Seneca Resources Corporation,Ontario,BRISTOL,MEDINA,2,0,GK
1999,"Shelex Drilling, Inc.",Chautauqua,GERRY,MEDINA,7,0,"GK,GX"
1997,"Matrix Energy Development, Inc.",Erie,ELMA,MEDINA,1,0,GK
1992,J. J. Bucher Producing Corporation,Allegany,BOLIVAR,RICHBURG,0,0,OC
1989,I Squared Energy II,Erie,NEWSTEAD,MEDINA,1,0,GX
1970,Bucher Brothers,Cattaraugus,ALLEGANY,BRADFORD,0,0,OA
1987,Gypsum Energy Management Co.,Genesee,DARIEN,MEDINA,15,5,GR
1986,"Basic Energy Producers, Inc.",Chautauqua,PORTLAND,MEDINA,2,0,GK
1986,"Templeton Energy,  Inc.",Chautauqua,RIPLEY,MEDINA,1,0,"GK,GX"
1985,"Lenape Resources Corp., The",Chautauqua,VILLENOVA,MEDINA,0,41,
1973,Far Away Estates Associates,Erie,EVANS,MEDINA,2,0,GX
1994,"Boser, Kenneth M.",Cattaraugus,ALLEGANY,BRADFORD,0,0,OC
1997,"Emke, Diane",Chautauqua,VILLENOVA,MEDINA,1,0,
1974,Columbia Gas Transmission Corp.,Allegany,SCIO,ORISKANY,0,2,
1997,"Copper Ridge Oil, Inc.",Cattaraugus,CARROLLTON,BRADFORD,0,0,OA
1988,"Kayak Gas & Oil Co.,  Inc.",Chautauqua,CHAUTAUQUA,MEDINA,3,0,GK
1994,"Basic Energy Producers, Inc.",Chautauqua,POMFRET,MEDINA,0,2,
1989,"Carls, Thomas A",Cattaraugus,ALLEGANY,BRADFORD,0,0,OA
1991,"Taylor, Gilbert M",Allegany,BOLIVAR,RICHBURG,0,0,
1994,Fault Line Oil Corporation,Erie,SARDINIA,MEDINA,2,0,GX
1986,"Hugoton Petroleum,  Inc.",Chautauqua,HARMONY,MEDINA,2,0,"GK,GX"
1995,"Dunkirk, City School District",Chautauqua,DUNKIRK,MEDINA,1,0,
1990,Estate of  Richard G Smith,Allegany,BOLIVAR,RICHBURG,0,0,
1996,Estate of Bernice J.Swartout,Chautauqua,WESTFIELD,MEDINA,1,0,
1999,"Putt, Floyd J.",Cattaraugus,ALLEGANY,BRADFORD SECOND,0,0,OD
1977,"Hopkins, Angela",Chautauqua,SHERIDAN,MEDINA,1,0,GK
1990,"Freeman, Terrence R.",Allegany,WARD,SCIO,0,0,OB
1987,"Brown, Maude S.",Allegany,WIRT,RICHBURG,1,0,
1989,Goldenrod Oil Co.,Cattaraugus,ALLEGANY,BRADFORD,0,0,
1982,Seis-Ex Geophysical Ltd,Chautauqua,KIANTONE,GLADE,0,1,OB
1986,"Lenape Resources Corp., The",Genesee,PAVILION,MEDINA,1,0,GI
1997,Maple Oil Co.,Allegany,BOLIVAR,RICHBURG,0,0,OD
1987,"Lischer, Donald A",Erie,ELMA,MEDINA,1,0,GK
1973,Hughes Oil Co.,Allegany,SCIO,SCIO,0,1,OB
1987,National Fuel Gas Supply Corp.,Cattaraugus,PERSIA,ONONDAGA,1,0,GK
1982,Eye Petroleum Association,Erie,EDEN,MEDINA,0,2,
1990,Erie County Water Authority,Erie,EVANS,MEDINA,1,0,
1983,Chautauqua Lake Central School District,Chautauqua,CHAUTAUQUA,MEDINA,1,0,
1998,Romolo Realty Corporation.,Erie,HAMBURG,MEDINA,5,0,GK
1990,"Alden Aurora Gas Co.,  Inc.",Erie,NEWSTEAD,MEDINA,1,4,GN
1984,Portville Central School,Cattaraugus,PORTVILLE,DEVONIAN SHALE,1,0,
1996,"Copper Ridge Oil, Inc.",Cattaraugus,OLEAN,BRADFORD,0,0,OA
1996,"Ardent Resources, Inc.",Yates,BENTON,QUEENSTON,5,0,GX
1986,"Holbrook, George W Jr",Allegany,ALMA,RICHBURG,0,0,
1987,"Envirogas, Inc.",Cattaraugus,LITTLE VALLEY,MEDINA,0,3,
1991,TGX Corp.,Chautauqua,HANOVER,MEDINA,32,0,GK
1983,Flanigan Brothers,Cattaraugus,ALLEGANY,BRADFORD,0,0,
1994,Symbol Oil Corp.,Genesee,PEMBROKE,MEDINA,3,0,GK
1990,"Ardent Resources, Inc.",Chautauqua,CHARLOTTE,MEDINA,4,0,GK
1987,"F & G Exploration, LLC",Cayuga,SPRINGPORT,QUEENSTON,12,0,GX
1999,"Geo Ventures, Inc.",Erie,BOSTON,MEDINA,1,0,GX
1993,"Universal Resources Holdings, Incorporated",Chautauqua,ELLINGTON,MEDINA,1,0,
1984,"Subsea Oil & Gas, Inc.",Erie,NEWSTEAD,MEDINA,2,0,GK
1984,CNG Transmission Corp.,Steuben,DANSVILLE,ONONDAGA,1,0,
1988,"Harris, William",Genesee,PAVILION,MEDINA,1,0,
1981,"O'Connor, James M.",Allegany,GENESEE,RICHBURG,0,0,OB
1989,"Abarta Oil & Gas, Inc.",Erie,TONAWANDA,MEDINA,0,1,
1996,"Bockhahn, Wm. G. & Gerard F.",Erie,SARDINIA,MEDINA,1,0,
1983,"Doran & Associates, Inc.",Wyoming,ARCADE,MEDINA,0,1,
1990,Blossom Gas Co.,Chautauqua,WESTFIELD,MEDINA,1,0,GK
1990,"Envirogas, Inc.",Erie,HAMBURG,MEDINA,1,1,GK
1986,"Templeton Energy,  Inc.",Chautauqua,CHAUTAUQUA,MEDINA,3,0,"GK,GX"
1998,"Renold, Inc.",Chautauqua,WESTFIELD,MEDINA,2,0,
1995,Belden & Blake Corporation,Erie,ALDEN,MEDINA,2,0,GX
1989,"Westmin Resources,  Inc.",Livingston,NUNDA,MEDINA,0,2,
1997,"GFS Energy, Inc.",Erie,ORCHARD PARK,MEDINA,1,0,GK
1991,"Eastern States Energy, Inc.",Erie,NORTH COLLINS,AKRON,1,0,GK
1999,"Springbrook Farms, Inc.",Genesee,BETHANY,MEDINA,0,1,
1983,CNG Transmission Corp.,Steuben,CANISTEO,ONONDAGA,1,2,
1985,"Lenape Resources Corp., The",Chautauqua,ELLERY,MEDINA,39,10,GQ
1994,Belden & Blake Corporation,Erie,HAMBURG,MEDINA,7,0,GK
1996,Belden & Blake Corporation,Chautauqua,BUSTI,MEDINA,3,1,GK
1999,Seneca Resources Corporation,Ontario,BRISTOL,MEDINA,2,0,GK
1996,"Wycoki, Michael",Erie,ELMA,MEDINA,1,0,
1984,Visco-Mcdonald,Cattaraugus,DAYTON,MEDINA,0,1,
1997,"F & G Exploration, LLC",Cayuga,AURELIUS,QUEENSTON,2,0,
1999,"Lenape Resources, Inc.",Livingston,CALEDONIA,MEDINA,37,0,GH
1978,National Fuel Gas Supply Corp.,Chautauqua,POMFRET,MEDINA,7,0,
1978,"Amarex, Inc.",Erie,COLDEN,MEDINA,1,0,GK
1972,James V. Joyce/DBA Pipeline Co.,Steuben,,ORISKANY,1,0,GX
1996,"Jones, Owen Robert",Cattaraugus,FREEDOM,MEDINA,1,0,
1996,"Wilkes Energy, Inc.",Cattaraugus,LEON,WHIRLPOOL,2,0,GX
1986,"Arrowhead Gas Producers, Inc.",Chautauqua,GERRY,MEDINA,2,0,GH
1987,Villafrank & Wells,Chautauqua,CHARLOTTE,MEDINA,1,0,GK
1990,"Envirogas, Inc.",Cattaraugus,ELLICOTTVILLE,MEDINA,0,5,
1983,Gypsum Energy Management Co.,Genesee,BATAVIA,MEDINA,7,1,
1987,"Mesler, Norman C",Allegany,BOLIVAR,RICHBURG,0,0,OB
1991,"Bannon Energy, Inc.",Allegany,SCIO,ORISKANY,1,0,GX
1974,Roy G. Stephan,Cattaraugus,OLEAN,BRADFORD,0,0,OA
1999,"Winter, Edwin R. Estate of",Erie,NORTH COLLINS,MEDINA,2,0,
1994,"Weil Resources, Inc.",Erie,WALES,MEDINA,1,0,GK
1994,"Geo Ventures, Inc.",Erie,NORTH COLLINS,MEDINA,1,0,GK
1989,"Ekas, David & Archer",Cattaraugus,CARROLLTON,CHIPMUNK,0,0,OC
1990,"Chautauqua Energy, Inc.",Chautauqua,POMFRET,MEDINA,1,0,GX
1977,"Flint Oil & Gas, Inc.",Erie,EVANS,MEDINA,2,0,GK
1990,NY Conference Association of Seventh-Day Adventist,Cayuga,SPRINGPORT,QUEENSTON,2,0,
1995,Belden & Blake Corporation,Chautauqua,WESTFIELD,MEDINA,74,15,GH
1990,"Wilkinson, Robert",Allegany,BOLIVAR,RICHBURG,0,0,OB
1982,"American Penn Energy,  Inc.",Erie,CONCORD,MEDINA,3,0,GK
1970,Vosburg Oil Co.,Allegany,BOLIVAR,RICHBURG,0,0,OB
1989,Shanley Montara Petroleum Co.,Wyoming,ARCADE,MEDINA,3,2,GH
1992,"Jones, William D. Estate",Cattaraugus,FREEDOM,MEDINA,1,0,
1981,"Jennings, Earl",Allegany,ALMA,RICHBURG,0,0,OB
1999,Shawnee Operating Co.,Erie,BRANT,MEDINA,7,0,GK
1986,"Chloride Power Electronic, Inc.",Livingston,CALEDONIA,MEDINA,2,0,
1983,"Aurelius Gas Company, Inc.",Cayuga,SPRINGPORT,MEDINA,6,0,
1995,"Vogel, Stasia Zoladz",Erie,EVANS,MEDINA,1,0,
1983,"Taylor, Mrs. C. Nell",Allegany,BOLIVAR,RICHBURG,0,0,
1994,"Young, Douglas V.",Allegany,SCIO,RICHBURG,0,0,
1999,"Trahan Petroleum, Inc.",Cattaraugus,LEON,MEDINA,0,1,
1992,"Universal Resources Holdings, Incorporated",Chautauqua,PORTLAND,MEDINA,1,0,GK
1995,"GFS Energy, Inc.",Chautauqua,VILLENOVA,MEDINA,2,0,GK
1993,National Fuel Gas Supply Corp.,Erie,WALES,MEDINA,1,0,
1984,"Bounty Holdings, Incorporated",Chautauqua,ELLERY,MEDINA,0,1,
1986,Lake Shore Partnership,Cattaraugus,PERRYSBURG,MEDINA,0,1,
1982,National Fuel Gas Supply Corp.,Genesee,BETHANY,MEDINA,1,1,
1994,Belden & Blake Corporation,Chautauqua,GERRY,ONONDAGA-BASS ISLAND,3,1,"GH,OB"
1983,"P & S Drilling, Inc.",Erie,ELMA,MEDINA,2,1,
1999,Sherman Oil Co.,Allegany,GENESEE,RICHBURG,0,0,OD
1979,Houghton College,Allegany,CANEADEA,DEVONIAN SHALE,1,0,
1991,"Bounty Group, Inc.",Chautauqua,BUSTI,MEDINA,38,8,"GH,GK"
1972,Sylvania Corp.,Steuben,JASPER,ORISKANY,2,0,GX
1983,"American Penn Energy,  Inc.",Erie,CONCORD,MEDINA,3,0,
1998,Heitman Gas,Chautauqua,RIPLEY,MEDINA,1,0,GX
1995,Seneca Resources Corporation,Allegany,ALMA,,0,0,
1992,"Hearthstone Manor, Inc.",Erie,CHEEKTOWAGA,QUEENSTON,1,0,
1979,Bailey Lawrence E.,Chautauqua,,,0,0,OB
1994,"Overbagh, Malcolm & Sharon",Chautauqua,SHERMAN,MEDINA,1,0,
1967,Iroquois Gas Corp.,Cattaraugus,PERSIA,MEDINA,17,0,GX
1985,"Haywood, Henry G",Chemung,VAN ETTEN,ORISKANY,1,0,
1990,"J M Resources, Inc.",Chautauqua,DUNKIRK,MEDINA,1,0,GK
1997,"County Line Stone Co., Inc.",Erie,NEWSTEAD,MEDINA,0,2,
1973,Kaylar Development Co.,Cattaraugus,,BRADFORD,0,20,OB
1987,"GFS Energy, Inc.",Wyoming,COVINGTON,MEDINA,5,0,GK
1997,"Lenape Resources, Inc.",Livingston,YORK,MEDINA,42,2,GK
1983,"Templeton Energy,  Inc.",Erie,EVANS,MEDINA,4,1,
1983,"Jennings, Earl",Allegany,WIRT,RICHBURG,0,0,
1981,Energy Production Co.,Cattaraugus,OLEAN,CHIPMUNK,0,0,OB
1976,National Fuel Gas Supply Corp.,Chautauqua,SHERIDAN,MEDINA,1,0,
1990,Texas Meridian Operating Co.,Cattaraugus,GREAT VALLEY,MEDINA,0,1,
1998,Clover Oil & Gas Co.,Genesee,DARIEN,MEDINA,24,0,GN
1995,"McNamara, John J Jr",Erie,NORTH COLLINS,AKRON,1,0,
1983,"KBK Land Ventures, Inc.",Chautauqua,SHERIDAN,MEDINA,1,0,
1973,"Joyce ,Charles H.",Allegany,WIRT,RICHBURG,0,0,OB
1969,"Bunnell, Herbert F.",Allegany,ANDOVER,FULMER VALLEY,0,0,OB
1994,"Short,  Harold B.",Allegany,WELLSVILLE,WAUGH & PORTER,0,0,
1995,Richardson Petroleum Corp.,Allegany,INDEPENDENCE,FULMER VALLEY,0,0,"GK,OC"
1973,Iroquois Gas Corp.,Erie,ALDEN,MEDINA,11,0,
1998,Altimus & Associates,Chautauqua,PORTLAND,MEDINA,1,0,GK
1997,Lundberg-Gilmore Delores,Cattaraugus,OLEAN,BRADFORD,0,0,OA
1988,M. J. McCaffery Oil Co.,Cattaraugus,CARROLLTON,CHIPMUNK,0,1,OA
1992,United States Gypsum Co.,Genesee,ALEXANDER,MEDINA,35,0,GR
1998,"Frey Well Drilling, Inc.",Erie,MARILLA,MEDINA,0,1,
1986,"Dest Exploration, Inc.",Chautauqua,GERRY,MEDINA,3,0,GK
1983,Timberlay Corp.,Erie,NEWSTEAD,MEDINA,0,1,
1992,NY Conference Association of Seventh-Day Adventist,Cayuga,SPRINGPORT,QUEENSTON,2,0,
1977,"Catania,  Joseph T.",Chautauqua,WESTFIELD,MEDINA,2,0,GK
1989,"Chautauqua Energy, Inc.",Cattaraugus,DAYTON,MEDINA,6,0,GX
1979,"Morse, Terry S",Chautauqua,PORTLAND,MEDINA,1,0,
1986,"J M Resources, Inc.",Chautauqua,POMFRET,MEDINA,2,0,GK
1983,"Envirogas, Inc.",Chautauqua,HARMONY,MEDINA,4,0,
1980,Hunt Oil Co.,Allegany,ANDOVER,FULMER VALLEY,0,0,
1973,Putnam Oil Company,Allegany,,,0,0,
1978,National Fuel Gas Supply Corp.,Ontario,RICHMOND,MEDINA,2,1,
1985,"Envirogas, Inc.",Chautauqua,ARKWRIGHT,MEDINA,1,0,GK
1996,"Skubis, Daniel J.",Chautauqua,POMFRET,MEDINA,0,1,
1996,"Large, William C. & Mary B.",Cayuga,FLEMING,QUEENSTON,1,0,
1987,Regal Energy Limited,Erie,BOSTON,MEDINA,8,0,
1989,"Appalachian Energy, Inc.",Chautauqua,BUSTI,MEDINA,1,1,GH
1986,"Dedrick, Douglas",Erie,AURORA,MEDINA,1,0,GK
1976,"Geise, Lawrence J.",Cattaraugus,ALLEGANY,BRADFORD,0,0,OA
1994,Carey Hollow Oil Co.,Cattaraugus,ALLEGANY,BRADFORD,0,0,OC
1998,"Coats, Quentin I,DurwoodDEC'd",Allegany,ALMA,RICHBURG,0,0,
1991,National Fuel Gas Supply Corp.,Erie,NORTH COLLINS,AKRON,16,0,GK
1974,"Granby & Hemenway Gas Co., Inc",Ontario,NAPLES,MARCELLUS,0,0,
1990,"Empire Exploration, Inc.",Chautauqua,CHERRY CREEK,MEDINA,4,0,GK
1980,"Flint Oil & Gas, Inc.",Erie,BRANT,MEDINA,2,0,GK
1997,"Nerreter, Eleanor G",Erie,ORCHARD PARK,MEDINA,0,2,
1990,"Kabel, Ruth, G.",Erie,ORCHARD PARK,MEDINA,0,1,
1989,"Simon of Bolivar Enterprises, Inc.",Cattaraugus,ALLEGANY,BRADFORD,0,0,OB
1986,Banks Bros Energy Corp.,Chautauqua,VILLENOVA,MEDINA,3,0,"GK,GX"
1984,"Greater Buffalo Press,  Inc.",Erie,TONAWANDA,MEDINA,0,1,
1994,United States Gypsum Co.,Genesee,ALEXANDER,MEDINA,35,0,GR
1990,"Parker, D.M.",Onondaga,LYSANDER,QUEENSTON,1,0,
1991,"Weil Resources, Inc.",Erie,AURORA,MEDINA,4,0,GK
1985,"B.C.R. Development, Inc.",Cattaraugus,ALLEGANY,BRADFORD,0,0,OB
1999,A. J. Lease Account,Cattaraugus,ASHFORD,MEDINA,2,0,GX
1998,"Brown, Edward J. and Anne D.",Seneca,FAYETTE,QUEENSTON,1,0,
1984,"Stiegler, Richard M",Erie,CHEEKTOWAGA,MEDINA,1,0,
1983,"Sherwood, Helen",Cattaraugus,ALLEGANY,CHIPMUNK,0,0,
1994,"Arrowhead Gas Producers, Inc.",Chautauqua,ELLICOTT,MEDINA,2,0,GH
1996,Morris Oil Co.,Cattaraugus,CARROLLTON,CHIPMUNK,0,0,OC
1982,"Miller, William J",Erie,EDEN,MEDINA,1,0,GX
1999,"Solomons Resources, LLC",Cattaraugus,OLEAN,BRADFORD,0,0,OD
1985,"Mansour, Robert L",Cattaraugus,OLEAN,BRADFORD,0,0,OA
1992,"Lenape Resources Corp., The",Chautauqua,ELLERY,MEDINA,46,1,GK
1980,"West Seneca, Town of",Erie,WEST SENECA,MEDINA,1,0,
1983,National Fuel Gas Supply Corp.,Chautauqua,ELLERY,BASS ISLAND,0,0,
1997,"Ardent Resources, Inc.",Allegany,GENESEE,ONONDAGA,0,1,
1995,"Snyder, Larry",Cattaraugus,DAYTON,MEDINA,1,0,
1993,Estate of Homer A. Keith,Oneida,SANGERFIELD,HERKIMER,1,0,
1994,"Doolittle, Ruth",Livingston,YORK,MEDINA,1,0,
1992,"Eclipse Management Assoc., Inc",Chautauqua,DUNKIRK,MEDINA,1,0,GK
1999,United States Gypsum Co.,Wyoming,JAVA,MEDINA,2,0,"GH,GK,GR"
1974,"Rockefeller, Rayshal",Allegany,BOLIVAR,RICHBURG,0,0,OB
1996,"Smith, Wayne P.",Allegany,RUSHFORD,UPPER DEVONIAN,1,0,
1984,National Fuel Gas Supply Corp.,Genesee,DARIEN,MEDINA,7,0,
1999,Collins Oil Co.,Allegany,WIRT,RICHBURG,0,0,OD
1978,"Sorrento Cheese Co., Inc.",Erie,BUFFALO,MEDINA,1,0,
1992,Fault Line Oil Corporation,Cattaraugus,MACHIAS,MEDINA,3,0,GX
1995,"Iantorno, Rubens",Allegany,BOLIVAR,RICHBURG,0,0,OC
1975,Ashland Exploration Co.,Cayuga,ASHLAND,QUEENSTON,11,8,GX
1978,"Paragon Resources, Inc.",Chautauqua,,MEDINA,451,13,GK
1993,"Geo Ventures, Inc.",Erie,NORTH COLLINS,MEDINA,2,0,GK
1972,"Fulton, Clarence O.",Allegany,BOLIVAR,RICHBURG,0,0,OB
1986,"Bounty Holdings, Incorporated",Chautauqua,CHERRY CREEK,MEDINA,0,1,
1984,Columbia Gas Transmission Corp.,Chautauqua,NORTH HARMONY,BASS ISLAND,0,0,OB
1988,TGX Corp.,Chautauqua,ELLERY,MEDINA,5,0,"GK,GX"
1989,"Vandermark Exploration, Inc.",Steuben,HORNBY,ORISKANY,0,1,
1986,"Eclipse Management Assoc., Inc",Chautauqua,WESTFIELD,MEDINA,1,0,GK
1992,L. W. Resources,Chautauqua,BUSTI,MEDINA,1,0,GK
1983,"Chautauqua Energy, Inc.",Chautauqua,RIPLEY,MEDINA,4,2,
1996,"Pefley Oil & Gas, Inc.",Chautauqua,JAMESTOWN,MEDINA,1,1,GK
1992,Farm Energy Trust,Wyoming,GENESEE FALLS,MEDINA,1,0,
1990,"Gorton, Leonette",Allegany,ALMA,RICHBURG,0,0,OB
1978,NYS Natural Gas Co.,Erie,HAMBURG,MEDINA,1,0,GK
1985,"Envirogas, Inc.",Cattaraugus,COLD SPRING,MEDINA,0,2,
1989,"Eastern States Energy, Inc.",Erie,BRANT,MEDINA,20,0,GK
1998,Seneca Resources Corporation,Cattaraugus,DAYTON,MEDINA,15,1,GK
1997,"Davis, Roy C. Jr.",Steuben,CAMERON,ORISKANY,1,0,
1982,"Kennemuth, R.L.",Allegany,BOLIVAR,RICHBURG,0,0,"GX,OX"
1997,Barrington Heights Develop.,Erie,ORCHARD PARK,MEDINA,0,1,
1982,"Ebenezer Oil Co., Inc.",Allegany,SCIO,RICHBURG,0,0,OB
1984,"Batavia, City of",Genesee,BATAVIA,MEDINA,0,1,
1989,Miller Brewing Co.,Cayuga,SPRINGPORT,QUEENSTON,2,0,GX
1987,"Greene, Kenneth & Myrtle",Allegany,WIRT,RICHBURG,0,0,OB
1992,"Major, Kenneth H",Erie,AURORA,MEDINA,2,0,
1989,"Loring, Robert  H.",Allegany,WILLING,RICHBURG,1,1,
1989,"Weil Resources, Inc.",Cattaraugus,EAST OTTO,MEDINA,4,0,GK
1990,"Reed, Oliver F.",Wayne,BUTLER,TRENTON,1,0,
1984,"Miller, William J II",Erie,EDEN,MEDINA,2,0,GW
1998,"Ardent Resources, Inc.",Livingston,LEICESTER,MEDINA,7,4,GX
1977,Goodman Pipe Co.,Cattaraugus,DAYTON,MEDINA,0,0,
1990,New York Gas & Oil Drilling Co,Erie,ELMA,MEDINA,1,0,GK
1985,"Templeton Energy,  Inc.",Chautauqua,RIPLEY,MEDINA,19,2,GQ
1993,"Francis, David K.",Erie,COLLINS,AKRON,1,0,OC
1984,"Dudar, John",Allegany,ALMA,RICHBURG,0,0,OB
1997,"Hydrocarbon Generation, Inc.",Cattaraugus,ALLEGANY,CHIPMUNK,0,0,OD
1994,"Eastern States Energy, Inc.",Erie,ELMA,MEDINA,7,0,GK
1993,"O'Shanter Resources,  Inc.",Chautauqua,STOCKTON,MEDINA,5,1,GX
1975,"Amarex, Inc.",Cattaraugus,OTTO,MEDINA,8,0,GK
1990,"Stedman Energy, Inc.",Chautauqua,HARMONY,MEDINA,1,0,GX
1985,Cabot Oil & Gas Corp.,Yates,MILO,QUEENSTON,0,1,
1996,J. J. Bucher Producing Corporation,Allegany,BOLIVAR,RICHBURG,0,0,OC
1999,"Otis Eastern Service, Inc.",Allegany,INDEPENDENCE,PENNY,0,0,OD
1991,TGX Corp.,Chautauqua,SHERMAN,MEDINA,13,0,GX
1981,Fea Gas Co.,Chautauqua,SHERIDAN,MEDINA,1,0,GK
