Production Year,Operator,County,Town,Producing Formation,Active Gas Wells,Inactive Gas Wells,Purchaser Codes
1977,Roy G. Stephan,Cattaraugus,OLEAN,BRADFORD,8,15,
1986,"Empire Exploration, Inc.",Cattaraugus,DAYTON,MEDINA,26,0,"GH,GK,GX"
1975,D & D Oil Co.,Cattaraugus,ALLEGANY,BRADFORD,0,0,GK
1986,"Empire Exploration, Inc.",Chautauqua,GERRY,MEDINA,0,3,
1992,We Got Da Gas Ltd. Partnership,Chautauqua,PORTLAND,MEDINA,1,0,GK
1976,Columbia Gas Transmission Corp.,Cattaraugus,CONEWANGO,MEDINA,0,2,
1987,"Lischer, Donald A",Erie,ELMA,MEDINA,1,0,GK
1998,"Nobbs, Howard & Wilma",Erie,EDEN,MEDINA,1,0,
1993,"Operating Engineers Local 17 Training Fund, Inc.",Erie,HAMBURG,MEDINA,3,0,
1992,Union Springs School District,Cayuga,SPRINGPORT,QUEENSTON,2,0,
1997,Dannic Energy Corp.,Chautauqua,CARROLL,GLADE,0,0,
1996,"Pefley Oil & Gas, Inc.",Cattaraugus,DAYTON,,0,1,
1968,O. Boyce McDivitt,Cattaraugus,OLEAN,BRADFORD,0,0,OA
1990,"Eastern States Energy, Inc.",Chautauqua,GERRY,ONONDAGA-BASS ISLAND,1,0,
1973,"Rockefeller, Rayshal",Allegany,BOLIVAR,RICHBURG,0,0,
1997,Schreiner Oil and Gas Inc.,Chautauqua,HANOVER,MEDINA,10,1,GX
1999,Seneca Resources Corporation,Genesee,DARIEN,MEDINA,7,0,GK
1995,"Wroblewski, Francis M",Erie,COLDEN,MEDINA,1,0,
1976,United States Gypsum Co.,Genesee,OAKFIELD,MEDINA,1,0,GR
1988,P & G Oil Co.,Allegany,WILLING,RICHBURG,0,0,
1996,"Reserve Gas Company, Inc.",Erie,LANCASTER,MEDINA,0,2,
1994,"Appalachian Basin Oil & Gas, Inc.",Chautauqua,SHERIDAN,MEDINA,4,1,"GK,GX"
1999,"REI-NY, LLC",Chautauqua,CHARLOTTE,BASS ISLAND,0,1,
1995,Empire Energies,Erie,NORTH COLLINS,AKRON,2,1,
1984,Columbia Gas Transmission Corp.,Chautauqua,SHERMAN,MEDINA,0,1,
1975,"NRG Resources, Inc.",Steuben,,ORISKANY,0,1,
1995,"Oil, Gas & Land Services, Inc.",Chautauqua,GERRY,BASS ISLAND,5,4,"GH,OA"
1987,Banks Gas Drilling Co.,Erie,EDEN,MEDINA,5,0,"GK,GX"
1986,"Templeton Energy,  Inc.",Chautauqua,MINA,MEDINA,2,0,"GK,GX"
1993,Equitable Resources Exploraration,Cattaraugus,RANDOLPH,MEDINA,5,0,GX
1973,"Flint Oil & Gas, Inc.",Erie,EVANS,MEDINA,4,2,GX
1984,National Fuel Gas Supply Corp.,Chautauqua,POMFRET,MEDINA,5,0,
1993,Howard Crosby Living Trust,Cattaraugus,HINSDALE,ORISKANY,1,0,
1973,Consolidated Gas Supply Corp.,Madison,LEBANON,HERKIMER,2,0,GX
1986,"Dest Exploration, Inc.",Chautauqua,GERRY,MEDINA,3,0,GK
1995,"Rohm, Robert F. Jr.",Chautauqua,NORTH HARMONY,MEDINA,1,0,
1989,Vineyard Oil & Gas Company,Chautauqua,RIPLEY,MEDINA,13,0,GK
1993,"Crump, Howard E. & Dianne",Chautauqua,SHERMAN,MEDINA,1,0,
1986,Libra Petroleum Company,Chautauqua,BUSTI,GLADE,0,0,OB
1994,"O'Shanter Resources,  Inc.",Chautauqua,STOCKTON,MEDINA,6,0,GK
1997,"Alma Gas, Inc.",Cattaraugus,OLEAN,,0,2,
1995,"Gabel, Elizabeth A.",Chemung,VAN ETTEN,ORISKANY,1,0,
1974,"Huntington, Barbara A.",Cattaraugus,CARROLLTON,BRADFORD,0,0,OA
1990,"Lenape Resources Corp., The",Livingston,CALEDONIA,MEDINA,10,0,GK
1993,"Baldwin, Grace I",Allegany,BOLIVAR,FULMER VALLEY,0,0,
1994,"Trahan Petroleum, Inc.",Chautauqua,CHERRY CREEK,MEDINA,76,1,GH
1994,"Baldwin, Grace I",Allegany,BOLIVAR,FULMER VALLEY,0,0,OC
1988,"Kayak Gas & Oil Co.,  Inc.",Chautauqua,CHAUTAUQUA,MEDINA,3,0,GK
1987,F & T Oil,Chautauqua,BUSTI,GLADE,1,0,OB
1983,National Fuel Gas Supply Corp.,Chautauqua,CHARLOTTE,MEDINA,1,0,
1992,Vineyard Oil & Gas Company,Chautauqua,NORTH HARMONY,MEDINA,1,0,GH
1983,"Universal Resources Holdings, Incorporated",Chautauqua,CHARLOTTE,BASS ISLAND,0,0,
1998,"Stedman Energy, Inc.",Chautauqua,ELLERY,MEDINA,10,2,GK
1996,"Chautauqua Energy, Inc.",Chautauqua,GERRY,ONONDAGA,0,0,
1982,"Firth, Robert H",Chautauqua,CHARLOTTE,MEDINA,1,0,
1997,Dannic Energy Corp.,Chautauqua,CARROLL,MEDINA,27,1,GH
1986,Oilmark & Co.,Chautauqua,DUNKIRK,MEDINA,2,0,GK
1975,"Campbell, Mott",Allegany,SCIO,RICHBURG,0,0,OB
1996,"Schramm Farms, Inc.",Livingston,WEST SPARTA,MEDINA,1,0,
1995,"Lischer, Donald A",Erie,ELMA,MEDINA,1,0,GK
1994,Miller Oil Co.,Cattaraugus,ALLEGANY,BRADFORD,0,0,OC
1984,"Hale, Michael L.",Cattaraugus,CARROLLTON,,0,0,OB
1993,"Ardent Resources, Inc.",Allegany,GENESEE,ONONDAGA,0,3,
1990,"Naar, Manfred",Steuben,CAMERON,RHINESTREET,1,0,
1999,"REI-NY, LLC",Chautauqua,ELLERY,BASS ISLAND,0,1,
1967,Frank H. Stephan Oil Group,Cattaraugus,ALLEGANY,BRADFORD,0,0,OC
1991,"Envirogas, Inc.",Chautauqua,NORTH HARMONY,MEDINA,6,0,GH
1990,"Kidder Exploration, Inc.",Chautauqua,CARROLL,MEDINA,1,0,GK
1999,Great Lakes Energy Partners,Cattaraugus,ELLICOTTVILLE,MEDINA,11,0,GK
1983,"Ford, Azel R",Allegany,ALMOND,MARCELLUS,1,0,
1997,"Clearwater Systems, Inc.",Chautauqua,PORTLAND,MEDINA,0,1,
1993,"Dougherty, Charles and Carolyn",Allegany,ANDOVER,FULMER VALLEY,0,0,OC
1985,U S Energy Development Corp.,Erie,CONCORD,MEDINA,4,0,GK
1991,Estate of Helmut & Sonja Diehl,Cattaraugus,FREEDOM,MEDINA,2,0,
1985,C L Haines Mfg Co.,Steuben,AVOCA,MARCELLUS,2,0,
1999,"Youngberg, Larry",Chautauqua,HANOVER,MEDINA,1,0,
1985,U S Energy Development Corp.,Chautauqua,GERRY,BASS ISLAND,0,0,"GH,GK,OB"
1999,New York Gas & Oil Drilling Co,Wyoming,BENNINGTON,MEDINA,1,0,GK
1998,Belden & Blake Corporation,Erie,HAMBURG,MEDINA,1,0,GK
1998,Dannic Energy Corp.,Chautauqua,CARROLL,MEDINA,27,1,GH
1998,"Matrix Energy Development, Inc.",Chautauqua,ELLERY,MEDINA,3,0,GK
1984,"Templeton Energy,  Inc.",Erie,EVANS,MEDINA,4,1,GK
1989,"Vandermark Exploration, Inc.",Allegany,ALMA,ORISKANY,1,0,GK
1997,United States Gypsum Co.,Genesee,DARIEN,MEDINA,10,0,GR
1987,"Firth, Robert H",Chautauqua,CHARLOTTE,MEDINA,0,1,
1988,"Doran & Associates, Inc.",Cattaraugus,NAPOLI,MEDINA,2,0,"GH,GX"
1986,"Weil Resources, Inc.",Erie,ELMA,MEDINA,6,0,"GK,GX"
1997,Belden & Blake Corporation,Erie,ELMA,MEDINA,6,1,GK
1969,Iroquois Gas Corp.,Genesee,PAVILION,MEDINA,9,2,GX
1986,"Envirogas, Inc.",Cattaraugus,RANDOLPH,MEDINA,9,0,GH
1996,"B.C.R. Development, Inc.",Cattaraugus,ALLEGANY,RICHBURG,0,0,
1993,Pennzoil Products Co.,Erie,EDEN,MEDINA,0,0,GK
1984,Gastec Energy Corp.,Erie,EDEN,MEDINA,0,11,
1969,Iroquois Gas Corp.,Genesee,DARIEN,MEDINA,7,0,GX
1986,"Alden Aurora Gas Co.,  Inc.",Erie,CLARENCE,MEDINA,1,0,GK
1994,"East Resources, Inc.",Allegany,INDEPENDENCE,,0,1,
1970,Iroquois Gas Corp.,Erie,COLDEN,MEDINA,7,0,GX
1970,"Heintz Gas & Oil Co., Inc.",Chautauqua,SHERIDAN,MEDINA,2,2,GX
1999,"Feinen, Richard C.",Chautauqua,SHERIDAN,MEDINA,1,0,
1997,United States Gypsum Co.,Wyoming,BENNINGTON,MEDINA,72,0,GR
1998,National Fuel Gas Supply Corp.,Genesee,PAVILION,MEDINA,0,1,
1976,United States Gypsum Co.,Genesee,DARIEN,MEDINA,0,1,
1995,"Kingsley, Edgar",Wyoming,COVINGTON,MEDINA,1,0,
1993,"Janusz, Joseph",Cayuga,THROOP,QUEENSTON,1,0,
1991,Laurdon Gas,Chautauqua,CHARLOTTE,MEDINA,0,1,
1994,"Woods, Ernest Thomas",Cattaraugus,CARROLLTON,BRADFORD,0,0,OA
1998,Open Flow Gas Supply Corp.,Erie,EVANS,MEDINA,9,0,GK
1975,"Ensworth, B A & E V",Cattaraugus,ALLEGANY,CHIPMUNK,0,0,
1986,"Desert Gas Exploration, Inc.",Cattaraugus,CARROLLTON,BRADFORD,0,0,OC
1991,"Heath, Francis A. & Ruth E. Heath",Cattaraugus,DAYTON,MEDINA,1,0,
1975,L & B Oil Com.,Chautauqua,BUSTI,GLADE,3,0,OB
1986,"Desert Gas Exploration, Inc.",Chautauqua,CHARLOTTE,MEDINA,2,0,GX
1982,"Harriger, Signe",Allegany,BOLIVAR,RICHBURG,0,0,OB
1978,Pennzoil Products Co.,Cattaraugus,CARROLLTON,ONONDAGA,0,1,
1997,"N.E.A. Cross of N.Y., Inc.",Chautauqua,FRENCH CREEK,MEDINA,9,4,GX
1985,Terra Energy,Chautauqua,SHERIDAN,MEDINA,7,0,GK
1997,"Densmore, Winfield F. & Debra",Chautauqua,BUSTI,MEDINA,1,0,
1986,"Niagara Frontier Meth Home,Inc",Erie,AMHERST,MEDINA,1,0,
1982,"Atwood Energy, Inc.",Chautauqua,ELLERY,MEDINA,5,0,GH
1977,"Envirogas, Inc.",Chautauqua,CLYMER,MEDINA,3,0,GK
1988,"Brown, Edward J. and Anne D.",Seneca,FAYETTE,QUEENSTON,1,0,
1991,"Cz Gas, Inc.",Chautauqua,GERRY,MEDINA,10,0,GH
1984,CNG Transmission Corp.,Steuben,DANSVILLE,ONONDAGA,1,0,
1989,"Jennings, Earl",Allegany,WIRT,RICHBURG,0,0,OB
1990,"Ardent Resources, Inc.",Chautauqua,CHARLOTTE,MEDINA,4,0,GK
1991,Empire Energies,Erie,NORTH COLLINS,AKRON,1,5,GK
1996,"Yahn & Yahn, Inc.",Allegany,INDEPENDENCE,FULMER VALLEY,0,0,OC
1986,"Farrell, Thomas J",Cattaraugus,CARROLLTON,BRADFORD,0,0,OA
1982,"Eclipse Management Assoc., Inc",Chautauqua,CHAUTAUQUA,MEDINA,7,0,GK
1986,Panama Central School District,Chautauqua,HARMONY,MEDINA,1,0,
1999,"Basic Energy Producers, Inc.",Chautauqua,PORTLAND,MEDINA,4,1,"GK,GX"
1990,"Crowell, Walter R.",Chautauqua,VILLENOVA,MEDINA,0,1,
1986,Walker Exploration & Production Corp.,Chautauqua,KIANTONE,MEDINA,1,0,"GK,GX"
1986,National Fuel Gas Supply Corp.,Erie,ORCHARD PARK,MEDINA,1,0,GK
1975,Thomas A Miller Oil Co.,Cattaraugus,ALLEGANY,BRADFORD,0,0,OB
1999,National Fuel Gas Supply Corp.,Genesee,DARIEN,MEDINA,0,1,
1981,Genoa & Co.,Chautauqua,POMFRET,MEDINA,2,0,GK
1972,"Country Side Sand & Gravel, Inc",Cattaraugus,DAYTON,MEDINA,1,0,GX
1984,"Wojcik, Anthony",Erie,LANCASTER,MEDINA,1,1,
1988,Hunt Oil Co.,Allegany,ALMA,RICHBURG,0,0,OB
1990,"Sinclairville Petroleum, Inc.",Cattaraugus,DAYTON,ONONDAGA-BASS ISLAND,1,0,GK
1986,U S Energy Development Corp.,Cattaraugus,OLEAN,BRADFORD,0,0,"GK,OB"
1999,"Caflisch, James E.",Chautauqua,FRENCH CREEK,MEDINA,1,0,
1995,"Thompson, Kenneth L",Erie,CLARENCE,MEDINA,1,0,
1993,Chautauqua Lake Central School District,Chautauqua,CHAUTAUQUA,MEDINA,1,0,
1986,Walker Exploration & Production Corp.,Chautauqua,NORTH HARMONY,MEDINA,1,1,GH
1999,"Church, Walter L",Chautauqua,GERRY,MEDINA,1,0,
1993,"Karcher, Walter Estate",Allegany,CENTERVILLE,UNKNOWN,0,1,
1984,"Ebenezer Oil Co., Inc.",Allegany,WIRT,RICHBURG,0,0,
1990,Freeman Oil Co.,Allegany,AMITY,SCIO,0,0,OB
1999,"Bykowicz, Francis J.",Erie,ELMA,MEDINA,0,1,
1981,Wasson/Regis Oil Company,Allegany,BOLIVAR,RICHBURG,0,0,OB
1991,Thomas A Miller Oil Co.,Cattaraugus,ALLEGANY,BRADFORD,10,0,OA
1996,Klein Oil & Logging,Allegany,ANDOVER,PENNY & FULMER VALLEY,0,0,OC
1987,Interco Energy Development Corp,Cattaraugus,ASHFORD,ONONDAGA,0,0,OC
1979,"Flint, Estate of Roy A",Wyoming,,MEDINA,1,0,
1987,Natural Resource Management Corp.,Cattaraugus,SOUTH VALLEY,MEDINA,1,0,GH
1993,"Rigas, Constantine J.",Allegany,WARD,UPPER DEVONIAN,3,0,
1997,"Johnson, Mark & Troy",Chautauqua,BUSTI,GLADE,0,0,OD
1995,"Oil, Gas & Land Services, Inc.",Chautauqua,GERRY,MEDINA,35,6,"GH,OA"
1999,Newman Drilling Co.,Cattaraugus,ALLEGANY,CHIPMUNK,0,0,OD
1990,U S Energy Development Corp.,Erie,SARDINIA,MEDINA,5,2,GK
1990,Potter Oil Co.,Allegany,INDEPENDENCE,FULMER VALLEY,0,0,"GK,OB"
1997,Newman & Shannon Oil Co.,Cattaraugus,CARROLLTON,CHIPMUNK,17,0,OD
1996,"Oil, Gas & Land Services, Inc.",Chautauqua,CHARLOTTE,MEDINA,4,1,GH
1999,"Lenape Resources, Inc.",Chautauqua,ELLERY,MEDINA,5,1,"GK,OD"
1992,Meridian Exploration Corp.,Cayuga,SPRINGPORT,QUEENSTON,86,0,"GB,GX"
1974,Hunt Oil Co.,Allegany,ALMA,RICHBURG,0,0,
1999,United States Gypsum Co.,Genesee,PEMBROKE,MEDINA,30,0,"GH,GK,GR"
1990,"Bounty Group, Inc.",Chautauqua,ELLERY,MEDINA,1,0,GK
1992,Mitchell Exploration Corp.,Cattaraugus,MACHIAS,MEDINA,0,1,
1998,"Leroy, Village of",Genesee,PAVILION,MEDINA,1,0,
1988,"Envirogas, Inc.",Cattaraugus,LEON,MEDINA,0,3,
1997,"OI. Auburn, Inc.",Cayuga,AURELIUS,QUEENSTON,46,0,GO
1987,"Smith, Wayne L",Wyoming,WARSAW,MEDINA,1,0,
1995,"Cook, Lura",Erie,CLARENCE,MEDINA,0,1,
1995,"Tenpas, Harold R.",Chautauqua,SHERMAN,MEDINA,1,0,
1977,National Fuel Gas Supply Corp.,Erie,COLDEN,MEDINA,5,0,
1997,"Leroy, Village of",Genesee,PAVILION,MEDINA,1,0,
1978,"JFS Energy Enterprises, LLC",Erie,HAMBURG,MEDINA,12,0,GK
1985,Gypsum Energy Management Co.,Genesee,DARIEN,MEDINA,8,0,"GR,GX"
1993,"O'Shanter Resources,  Inc.",Chautauqua,BUSTI,MEDINA,5,0,"GK,GX"
1987,"Church, Walter L",Chautauqua,GERRY,MEDINA,1,0,
1974,West Brothers,Genesee,PEMBROKE,MEDINA,6,0,GK
1985,K-Arcy Corp.,Allegany,ALMA,RICHBURG,0,0,OB
1988,"Meter, Erin L. & William J.",Livingston,WEST SPARTA,HAMILTON,1,0,
1985,"Universal Resources Holdings, Incorporated",Chautauqua,RIPLEY,MEDINA,1,0,GK
1995,Seneca Resources Corporation,Chautauqua,HARMONY,MEDINA,4,0,GX
1970,Iroquois Gas Corp.,Ontario,WEST BLOOMFIELD,MEDINA,3,0,GX
1995,"Davis, Roy C. Jr.",Steuben,CAMERON,ORISKANY,1,0,
1998,CEI 1991-1 Joint Venture,Chautauqua,HARMONY,MEDINA,1,0,GK
1995,"GFS Energy, Inc.",Genesee,DARIEN,MEDINA,4,0,GK
1970,Hickory Oil,Allegany,GENESEE,RICHBURG,0,0,OB
1997,Hunt Oil Co.,Allegany,ALMA,RICHBURG,0,0,OD
1975,National Fuel Gas Supply Corp.,Erie,EDEN,MEDINA,2,0,
1985,Anderson Oil Co.,Steuben,CANISTEO,ONONDAGA,1,0,GI
1983,"Fairmont Oil Co., Inc.",Cattaraugus,RUSHFORD,UPPER DEVONIAN,0,0,
1989,"Eastern States Energy, Inc.",Erie,EDEN,MEDINA,1,0,GK
1998,"Croscut, Frederick C.",Chautauqua,SHERMAN,MEDINA,2,0,
1985,Alden Central School District,Erie,ALDEN,MEDINA,1,0,
1975,Valley Gas Corp.,Genesee,PAVILION,MEDINA,5,0,GX
1985,Boyd & Shriver,Allegany,BOLIVAR,RICHBURG,0,0,OC
1992,"Weil Resources, Inc.",Erie,LACKAWANNA,MEDINA,2,0,GK
1978,"Jennings, Earl",Allegany,ALMA,RICHBURG,0,0,OB
1981,William Barnes Drlg & Prod Co.,Allegany,FRIENDSHIP,RICHBURG,0,0,
1998,"Gabel, Elizabeth A.",Chemung,VAN ETTEN,ORISKANY,1,0,
1994,"Ivan Hall & Associates, Inc.",Cattaraugus,CONEWANGO,MEDINA,2,0,GX
1988,TGX Corp.,Chautauqua,GERRY,ONONDAGA-BASS ISLAND,2,0,"GH,OB"
1973,Weatherby Oil,Allegany,BOLIVAR,RICHBURG,0,0,OB
1989,Benson Oil Co.,Cattaraugus,ALLEGANY,CHIPMUNK,0,0,"OA,OB"
1991,L. W. Resources,Chautauqua,DUNKIRK,MEDINA,1,0,GK
1992,CNG Transmission Corp.,Allegany,WILLING,ORISKANY,1,0,GI
1977,Evinczik & Johnson,Chautauqua,BUSTI,GLADE,0,0,OB
1991,"American Penn Energy,  Inc.",Chautauqua,NORTH HARMONY,MEDINA,13,6,GH
1992,National Fuel Gas Supply Corp.,Cattaraugus,OTTO,MEDINA,1,0,GK
1987,"Wojcik, Anthony",Erie,LANCASTER,MEDINA,1,0,
1985,Seis-Ex Geophysical Ltd,Chautauqua,HARMONY,MEDINA,20,0,GK
1973,Riggs J. & Colden K.,Allegany,,,0,0,OA
1995,I Squared Energy II,Erie,NEWSTEAD,MEDINA,1,0,GX
1981,D & D Oil Co.,Cattaraugus,ALLEGANY,BRADFORD,0,0,
1987,Kellner Oil,Cattaraugus,OLEAN,BRADFORD,0,0,OA
1972,Ward Oil Company,Allegany,BOLIVAR,RICHBURG,0,0,OB
1988,Silver Creek Drilling Corp.,Erie,BOSTON,MEDINA,4,0,GK
1992,"Leroy, Village of",Genesee,PAVILION,MEDINA,1,0,
1970,Iroquois Gas Corp.,Erie,COLLINS,AKRON,10,2,GX
1997,"Moon Brook Country Club, Inc.",Chautauqua,ELLICOTT,MEDINA,1,0,
1994,"Geo Ventures, Inc.",Chautauqua,SHERIDAN,MEDINA,3,0,GK
1985,Vandermark Associates,Allegany,SCIO,ORISKANY,1,0,GH
1987,"Wormley, Fred K",Allegany,ANDOVER,RICHBURG,0,0,OB
1996,CNG Transmission Corp.,Allegany,WILLING,ORISKANY,1,1,GI
1993,"Clark, Ernest",Erie,WALES,MEDINA,1,0,
1991,"Hitchcock, Glen",Cattaraugus,ALLEGANY,BRADFORD,0,0,
1991,"Esterline, Norma K.",Chautauqua,CLYMER,MEDINA,1,0,
1995,"Karim, Raja Abdul",Cayuga,CATO,TRENTON,1,0,
1999,"Clark, Ralph",Allegany,GENESEE,RICHBURG,0,0,
1990,"Barnes, Gertrude",Cattaraugus,ALLEGANY,BRADFORD,1,0,
1985,Berea Oil & Gas Corp.,Chautauqua,GERRY,ONONDAGA,12,0,"GH,OB"
1995,Newman & Shannon Oil Co.,Cattaraugus,CARROLLTON,CHIPMUNK,0,0,OC
1989,Oil & Gas Developers of NY & PA,Cattaraugus,CARROLLTON,CHIPMUNK,0,0,OA
1970,"Hull, Daniel B.",Erie,,,1,0,
1986,"Kayak Gas & Oil Co.,  Inc.",Chautauqua,CHAUTAUQUA,MEDINA,1,0,GK
1976,Anderson Oil Co.,Steuben,JASPER,ORISKANY,1,0,GX
1995,"Otis Eastern Service, Inc.",Allegany,ANDOVER,PENNY & FULMER VALLEY,0,0,OC
1997,"Alma Gas, Inc.",Allegany,ALMA,RICHBURG,2,0,GK
1994,"Arrowhead Gas Producers, Inc.",Chautauqua,CHAUTAUQUA,MEDINA,2,0,GK
1997,Belden & Blake Corporation,Chautauqua,GERRY,MEDINA,29,2,"GH,GK,OA"
1985,"Templeton Energy,  Inc.",Cattaraugus,EAST OTTO,MEDINA,3,0,GK
1988,National Fuel Gas Supply Corp.,Chautauqua,ARKWRIGHT,MEDINA,8,0,GK
1999,"Gernatt, Thomas E. & Phylis",Erie,COLLINS,AKRON,1,0,
1990,Regal Energy Limited,Erie,BOSTON,MEDINA,8,0,GK
1970,B.A.K. Oil Company,Allegany,,,0,0,OB
1987,Eden Central School District,Erie,EDEN,MEDINA,1,0,
1994,"Densmore, Winfield F. & Debra",Chautauqua,BUSTI,MEDINA,1,0,
1982,"Jennings, Alfred",Allegany,AMITY,SCIO,0,0,OB
1998,"Reserve Gas Company, Inc.",Genesee,DARIEN,MEDINA,17,2,GN
1994,"Pan Energy Company, Inc.",Erie,CONCORD,MEDINA,2,0,GK
1994,Seneca Resources Corporation,Genesee,PAVILION,MEDINA,4,0,GK
1984,"Briggs, Courtland M.",Erie,ELMA,MEDINA,0,1,
1997,Benson Oil Co.,Allegany,GENESEE,RICHBURG,0,1,
1986,"Clark, Ralph",Allegany,GENESEE,RICHBURG,0,0,OB
1977,"KBK Land Ventures, Inc.",Chautauqua,SHERIDAN,MEDINA,1,0,GK
1995,"GFS Energy, Inc.",Chautauqua,CHARLOTTE,MEDINA,3,0,GK
1989,"Czarniak, Dennis G. and Donna",Erie,COLDEN,MEDINA,0,1,
1983,"Fords Brook, Inc.",Allegany,ALMA,RICHBURG,0,0,
1990,CNG Transmission Corp.,Steuben,DANSVILLE,ONONDAGA,1,0,GX
1997,Lomak Operating Company,Erie,EVANS,MEDINA,2,0,GK
1983,"Clapp, George W",Cattaraugus,ALLEGANY,,0,0,
1998,"Matrix Energy Development, Inc.",Cattaraugus,NEW ALBION,MEDINA,2,0,
1991,"Empire Exploration, Inc.",Chautauqua,CLYMER,ONONDAGA-BASS ISLAND,0,0,"GX,OA,OB"
1998,"Caflisch, James E.",Chautauqua,CLYMER,MEDINA,2,1,
1983,"Huntington, Barbara A.",Cattaraugus,CARROLLTON,BRADFORD,0,0,
1999,"Kolivoski, Paul E.",Chautauqua,CLYMER,MEDINA,1,0,
1975,Sue Oil Company,Cattaraugus,ALLEGANY,CHIPMUNK,0,0,"OA,OC"
1976,United States Gypsum Co.,Genesee,BATAVIA,MEDINA,0,1,
1984,Williams Brothers Oil Co.,Cattaraugus,ALLEGANY,BRADFORD,0,0,OA
1989,"Local Energy, Inc.",Erie,MARILLA,MEDINA,1,0,GK
1969,"D.W. Franchot & Co., Inc.",Ontario,,MEDINA,28,7,GX
1993,Equitable Resources Exploraration,Chautauqua,POLAND,MEDINA,11,0,GX
1986,Gypsum Energy Management Co.,Genesee,OAKFIELD,MEDINA,1,1,"GR,GX"
1975,National Fuel Gas Supply Corp.,Genesee,PAVILION,MEDINA,2,0,
1991,"J M Resources, Inc.",Chautauqua,RIPLEY,MEDINA,2,0,GK
1984,P & G Oil Co.,Allegany,WILLING,RICHBURG,0,0,
1982,Newman Oil Co.,Cattaraugus,CARROLLTON,CHIPMUNK,2,0,GT
1986,Shawnee Operating Co.,Erie,BRANT,MEDINA,18,1,GU
1992,"Haught, Ralph",Allegany,INDEPENDENCE,FULMER VALLEY,0,0,"OB,OC"
1981,National Fuel Gas Supply Corp.,Allegany,WILLING,ORISKANY,0,2,
1998,"Copper Ridge Oil, Inc.",Chautauqua,CLYMER,MEDINA,0,1,
1993,Sisters of Mercy - Buffalo,Erie,ORCHARD PARK,MEDINA,1,0,
1987,"Templeton Energy,  Inc.",Erie,ORCHARD PARK,MEDINA,5,0,GK
1992,"Venture Technology, Inc.",Chautauqua,POMFRET,MEDINA,0,1,
1988,Equitable Resources Exploraration,Seneca,FAYETTE,MEDINA-QUEENSTON,45,2,GX
1984,"Envirogas, Inc.",Chautauqua,HANOVER,MEDINA,0,5,
1983,"Envirogas, Inc.",Cattaraugus,CONEWANGO,MEDINA,1,2,
1978,Cone Brothers,Genesee,STAFFORD,MEDINA,1,0,
1974,"Pedestal Oil Co., Inc.",Cattaraugus,,BRADFORD,0,0,OA
1985,Brock-Acres Farm,Ontario,EAST BLOOMFIELD,MEDINA,1,0,
1980,"Energy Oil, Inc.",Erie,NEWSTEAD,MEDINA,4,3,GQ
1996,Lomak Operating Company,Chautauqua,HANOVER,MEDINA,9,0,GK
1981,"Wormley, Fred K",Allegany,ANDOVER,RICHBURG,0,0,OB
1993,Transfuel Resources Co.,Chautauqua,ELLERY,MEDINA,3,1,GH
1979,O. Boyce McDivitt,Cattaraugus,OLEAN,BRADFORD,0,0,OA
1997,Seneca Resources Corporation,Chautauqua,HARMONY,MEDINA,3,0,GK
1988,CNG Transmission Corp.,Steuben,CANISTEO,ONONDAGA,1,0,GX
1990,"Envirogas, Inc.",Cattaraugus,COLD SPRING,MEDINA,0,2,
1999,Klein Oil & Logging,Allegany,ALMA,RICHBURG,0,0,OD
1992,"Pan Energy Company, Inc.",Erie,CONCORD,MEDINA,4,0,GK
1996,"McCray, Gordon M.",Chautauqua,FRENCH CREEK,MEDINA,2,0,
1993,Hull,Livingston,LEICESTER,MEDINA,1,0,
1993,"Kingsley, Edgar",Wyoming,COVINGTON,MEDINA,1,0,
1977,"Harris, William",Genesee,PAVILION,MEDINA,1,0,GK
1992,Gastec Energy Corp.,Erie,NORTH COLLINS,MEDINA,5,0,GK
1995,"Ransom Rail Farm, Inc.",Wyoming,PERRY,MEDINA,3,0,
1982,Berea Oil & Gas Corp.,Chautauqua,WESTFIELD,MEDINA,1,0,GX
1991,Verner & Harvey Smith Oil Co.,Cattaraugus,CARROLLTON,CHIPMUNK,0,0,OB
1993,"Huntington, Barbara A.",Cattaraugus,CARROLLTON,BRADFORD,0,0,"OA,OC"
1982,Seis-Ex Geophysical Ltd,Chautauqua,CHERRY CREEK,MEDINA,0,3,
1985,Columbia Gas Transmission Corp.,Chautauqua,CHERRY CREEK,MEDINA,1,0,GH
1970,"Cooley, Homer V.",Allegany,WIRT,RICHBURG,0,0,"GX,OB"
1989,Berea Oil & Gas Corp.,Chautauqua,GERRY,ONONDAGA-BASS ISLAND,5,7,"GH,OB"
1994,"Chautauqua Energy, Inc.",Chautauqua,WESTFIELD,MEDINA,35,0,GK
1998,"Plants and Goodwin, Inc.",Allegany,INDEPENDENCE,FULMER VALLEY,0,0,"GX,OD"
1996,Estate of Bernice J.Swartout,Chautauqua,WESTFIELD,MEDINA,1,0,
1988,Seis-Ex Geophysical Ltd,Chautauqua,CLYMER,MEDINA,1,0,GH
1993,"Wightman, Gerald",Allegany,WIRT,RICHBURG,0,0,OC
1991,Power Gas Corp.,Wyoming,MIDDLEBURY,THERESA,8,1,GX
1978,Tiggs Drilling Company,Cattaraugus,ALLEGANY,BRADFORD,0,0,OA
1990,T. E. McCaffery Oil Co.,Cattaraugus,CARROLLTON,CHIPMUNK,0,0,OA
