CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,ACTION,VIOLATION CODE,INSPECTION TYPE,NTA
50040374,INWOOD BAR AND GRILL,Manhattan,4892,BROADWAY,10034.0,6465290736,American,D,09B,Cycle Inspection / Re-inspection,MN01
41685305,BONAO CHIMI RESTAURANT,Queens,7614,JAMAICA AVENUE,11421.0,3478293089,Spanish,F,04A,Cycle Inspection / Re-inspection,QN53
41414279,JUST SALAD,Manhattan,600,3 AVENUE,10016.0,2126823832,Salads,U,08C,Cycle Inspection / Initial Inspection,MN20
50081691,CAVEAT,Manhattan,19,CLINTON STREET,10002.0,2122282100,American,D,10H,Pre-permit (Operational) / Initial Inspection,MN27
50056854,FEDOROFF'S ROAST PORK,Brooklyn,178,NORTH   10 STREET,11211.0,2672573551,Sandwiches/Salads/Mixed Buffet,D,06F,Cycle Inspection / Re-inspection,BK73
41529658,DE LILLO PASTRY SHOP,Bronx,610,EAST  187 STREET,10458.0,7183678198,Bakery Products/Desserts,D,10F,Cycle Inspection / Initial Inspection,BX06
50008665,SUBWAY,Bronx,440,EAST FORDHAM ROAD,10458.0,9172099622,Sandwiches,U,06C,Cycle Inspection / Compliance Inspection,BX06
50092933,MI BELLA CHOLULITA DELI & RESTAURANT,Brooklyn,884,BROADWAY,11206.0,3476274480,Mexican,D,10F,Pre-permit (Operational) / Re-inspection,BK35
50095084,BREAD BAGELRY,Brooklyn,55,WATER STREET,11201.0,9177437388,Bakery Products/Desserts,G,02G,Pre-permit (Operational) / Initial Inspection,BK38
40716007,THE BARBECUE PIT,Bronx,5788,MOSHOLU AVENUE,10471.0,7186012400,Barbecue,D,10B,Cycle Inspection / Initial Inspection,BX22
41568332,THE DUCK,Manhattan,2171,2 AVENUE,10029.0,2128313464,American,F,10A,Cycle Inspection / Re-inspection,MN34
41476127,TERROIR TRIBECA,Manhattan,24,HARRISON STREET,10013.0,2126259463,Italian,U,08A,Cycle Inspection / Re-inspection,MN24
41696737,DUNKIN,Queens,325,WYCKOFF AVENUE,11385.0,7183662414,Donuts,D,10F,Cycle Inspection / Re-inspection,QN20
50034608,PALACIO CHINO RESTAURANT,Brooklyn,5621,5 AVENUE,11220.0,7184391117,Chinese,D,09B,Cycle Inspection / Initial Inspection,BK34
50057332,ANTICA,Manhattan,370,CANAL STREET,10013.0,6464392460,American,D,10F,Cycle Inspection / Re-inspection,MN24
41322772,NANO BILLIARD CAFE,Bronx,185,EAST  167 STREET,10456.0,6464094613,Latin American,U,04N,Cycle Inspection / Re-inspection,BX14
41625254,LITTLENECK,Brooklyn,288,3 AVENUE,11215.0,7185221921,Seafood,U,06D,Cycle Inspection / Re-inspection,BK37
50004599,BELLA PIZZA OF BRONX,Bronx,4555,3 AVENUE,10458.0,7184838861,Pizza,U,08C,Cycle Inspection / Re-inspection,BX01
41128245,EL VALLE RESTAURANT,Bronx,2448,JEROME AVENUE,10468.0,7185616600,Latin American,F,06D,Cycle Inspection / Initial Inspection,BX40
50047557,ENCORE RESTAURANT,Brooklyn,10005,4TH AVE,11209.0,7187453355,American,F,08A,Cycle Inspection / Initial Inspection,BK31
50033801,BABBALUCCI'S,Manhattan,331,LENOX AVENUE,10027.0,6469186578,Italian,D,06E,Cycle Inspection / Re-inspection,MN03
50046395,CIRO'S PIZZA,Queens,171,BEACH  116 STREET,11694.0,7186346800,Pizza,D,02G,Cycle Inspection / Re-inspection,QN10
41479209,MAI THAI,Brooklyn,4618,8 AVENUE,11220.0,7184383413,Thai,P,08A,Cycle Inspection / Initial Inspection,BK34
50088311,CAPPONE'S SALUMERIA,Manhattan,570,LEXINGTON AVENUE,10022.0,9174389169,Italian,F,04N,Cycle Inspection / Initial Inspection,MN19
50002494,GLORIETTA BALDY,Brooklyn,502,FRANKLIN AVENUE,11238.0,3475291944,American,D,10B,Cycle Inspection / Initial Inspection,BK69
50100649,TOASTIES,Manhattan,6,EAST   48 STREET,10017.0,2122301320,Sandwiches,P,02G,Pre-permit (Operational) / Initial Inspection,MN17
50073722,SAMWON GARDEN,Manhattan,37,WEST   32 STREET,10001.0,2126953131,Korean,D,10F,Pre-permit (Non-operational) / Re-inspection,MN17
41451985,BRANCACCIO'S FOOD SHOP,Brooklyn,3011,FORT HAMILTON PARKWAY,11218.0,7184351997,Sandwiches,P,02H,Cycle Inspection / Initial Inspection,BK40
50017756,Frisson Espresso,Manhattan,326,WEST   47 STREET,10036.0,6468503929,Coffee/Tea,D,10F,Cycle Inspection / Initial Inspection,MN15
40396037,SMILER'S DELI,Manhattan,532,MADISON AVENUE,10022.0,2126441090,Sandwiches,P,10F,Cycle Inspection / Initial Inspection,MN17
50072690,LE SONG,Manhattan,75,9 AVENUE,10011.0,2062250663,French,F,10F,Cycle Inspection / Initial Inspection,MN13
50017497,HEERMANCE FARM PURVEYORS,Manhattan,183,CHRISTOPHER STREET,10014.0,2122061726,American,U,04L,Cycle Inspection / Re-inspection,MN23
50064086,LITTLE ITALY,Manhattan,180,VARICK STREET,10014.0,2123664848,Pizza,U,02G,Pre-permit (Operational) / Re-inspection,MN24
50000763,BAREBURGER,Manhattan,366,WEST   46 STREET,10036.0,2126732273,Hamburgers,D,06C,Cycle Inspection / Initial Inspection,MN15
41406341,NATURE'S GRILL,Brooklyn,7417,3 AVENUE,11209.0,7186806900,American,P,04N,Cycle Inspection / Initial Inspection,BK31
50056006,GULLUOGLU,Brooklyn,239,BRIGHTON AVE,,3475776150,Turkish,D,02B,Cycle Inspection / Initial Inspection,
40400049,"PANYA, AUTRE KYOYA",Manhattan,810,STUYVESANT STREET,,2125980454,Japanese,F,20F,Administrative Miscellaneous / Initial Inspection,
50045892,SABORES,Bronx,582,MORRIS AVENUE,10451.0,7184011653,Spanish,F,02G,Cycle Inspection / Initial Inspection,BX34
41690699,NEW OCEAN,Manhattan,393,LENOX AVENUE,10027.0,2122899293,Chinese,F,08A,Cycle Inspection / Initial Inspection,MN03
50082564,RH F&B MEATPACKING,Manhattan,9,9 AVENUE,10014.0,2122172210,American,D,10F,Cycle Inspection / Initial Inspection,MN23
41265619,GUY R CAFE SNACK CORNER,Queens,14587,GUY R BREWER BOULEVARD,11434.0,7187125200,Caribbean,D,04A,Cycle Inspection / Initial Inspection,QN03
41402733,THE AMBASSADOR GRILL AND LOUNGE,Manhattan,1,UNITED NATIONS PLAZA,10017.0,6467931036,American,F,10B,Cycle Inspection / Initial Inspection,MN19
50080912,J AND C RESTAURANT,Brooklyn,2187,CLARENDON ROAD,11226.0,3472591141,Caribbean,F,08A,Pre-permit (Operational) / Re-inspection,BK95
41046279,CHUCK E. CHEESE'S,Brooklyn,139,FLATBUSH AVENUE,11217.0,7182308245,Pizza,D,08A,Cycle Inspection / Initial Inspection,BK68
50019203,SOPHIES CUBAN CUISINE,Manhattan,76,FULTON STREET,10038.0,2126086769,Latin American,F,04L,Cycle Inspection / Initial Inspection,MN25
41608854,GAL BI MA EUL,Queens,19403,NORTHERN BOULEVARD,11358.0,7188192171,Korean,P,06A,Cycle Inspection / Initial Inspection,QN48
41591999,KITCHEN,Brooklyn,254,COURT STREET,11231.0,3476894279,Eastern European,D,04N,Cycle Inspection / Re-inspection,BK33
50069805,HOME FRONT DELI,Manhattan,41,EAST   41 STREET,10017.0,2126820838,American,F,04L,Pre-permit (Operational) / Initial Inspection,MN20
50050498,SUBWAY,Brooklyn,120,WYCKOFF AVENUE,11237.0,7188212995,Sandwiches,U,04H,Cycle Inspection / Re-inspection,BK77
41683490,HOLLOW NICKEL,Brooklyn,494,ATLANTIC AVENUE,11217.0,3472363417,American,F,04L,Cycle Inspection / Initial Inspection,BK38
50067973,WANG BIG BOWL NOODLE,Queens,3526,FARRINGTON ST,11354.0,6465925721,Chinese,U,04J,Cycle Inspection / Initial Inspection,QN22
41172425,EL POLLO RESTAURANT AND BAR,Staten Island,558560,RICHMOND ROAD,,7188154928,Latin American,P,06C,Cycle Inspection / Initial Inspection,
50071351,FUKU,Manhattan,225,LIBERTY STREET,10280.0,9179433092,Chicken,D,10F,Cycle Inspection / Initial Inspection,MN25
40666183,QUEEN VIC,Manhattan,68,SECOND AVENUE,10003.0,2122545766,American,D,08A,Cycle Inspection / Initial Inspection,MN22
50044460,MOROCHO BAKERY,Queens,11126,ROOSEVELT AVE,11368.0,7188039954,Bakery Products/Desserts,D,02G,Cycle Inspection / Initial Inspection,QN25
50080616,TAJ MAHAL RESTAURANT,Queens,14801,HILLSIDE AVE,11435.0,7182972201,Indian,F,10F,Cycle Inspection / Initial Inspection,QN61
40364305,PHILADELPHIA GRILLE EXPRESS,Brooklyn,10004,4 AVENUE,11209.0,7182380747,Pizza,D,10F,Cycle Inspection / Initial Inspection,BK31
50037537,5TH AVENUE ASIAN TASTE RESTAURANT,Brooklyn,718,5 AVENUE,11215.0,7187885878,Chinese,F,10F,Cycle Inspection / Initial Inspection,BK32
40513021,BLUE MOUNTAIN RESTAURANT & JERK CENTER,Brooklyn,169597,UTICA AVENUE,,7183382968,Caribbean,F,20F,Administrative Miscellaneous / Initial Inspection,
40393427,DAVIS POLK DINING ROOM,Manhattan,450,LEXINGTON AVENUE,10017.0,2124504750,American,D,05D,Cycle Inspection / Initial Inspection,MN19
50014417,SHU HAN JU AUTHENTIC CHINESE CUISINE,Manhattan,465,6 AVENUE,10011.0,2124288800,Chinese,D,10F,Cycle Inspection / Initial Inspection,MN23
40620726,NINO'S RESTAURANT,Manhattan,1354,1 AVENUE,10021.0,2129880002,Italian,U,06D,Cycle Inspection / Initial Inspection,MN31
41538666,PICCOLO CAFE,Manhattan,274,WEST   40 STREET,10018.0,2123020143,Coffee/Tea,U,06D,Cycle Inspection / Re-inspection,MN17
50054504,SHAKE SHACK,Queens,7126,AUSTIN ST,11375.0,7189283234,Hamburgers,D,08A,Cycle Inspection / Initial Inspection,QN17
50060557,HAPPY HOME CUISINE,Brooklyn,12,BAY   25 STREET,11214.0,7183331088,Chinese,D,04L,Cycle Inspection / Re-inspection,BK28
50012613,PARK HYATT NEW YORK,Manhattan,153,WEST   57 STREET,10019.0,6467741234,American,U,04N,Cycle Inspection / Re-inspection,MN17
41448651,AMITY HALL,Manhattan,80,WEST    3 STREET,10012.0,2126772290,American,D,10F,Cycle Inspection / Initial Inspection,MN23
50085703,XIN XING RESTAURANT,Bronx,1520,METROPOLITAN AVENUE,10462.0,7187926868,Chinese,S,20D,Administrative Miscellaneous / Re-inspection,BX46
50052842,CUP OF BROOKLYN,Brooklyn,1071B,GATES AVE,,9178555647,Coffee/Tea,D,06D,Cycle Inspection / Initial Inspection,
41291187,KENNEDY FRIED CHICKEN,Queens,111-01,ROCKAWAY BOULEVARD,11420.0,7188352330,Chicken,D,02B,Cycle Inspection / Initial Inspection,QN55
41564417,VIVA TORO,Brooklyn,188,BERRY STREET,11249.0,7183842138,Mexican,P,10H,Cycle Inspection / Initial Inspection,BK73
41547472,MAOZ Falafel & Grill,Manhattan,683,8 AVENUE,10036.0,2122652315,American,D,10F,Cycle Inspection / Re-inspection,MN15
50016526,SUBWAY,Queens,205-20,JAMAICA AVENUE,11423.0,3474264162,Sandwiches,U,04A,Cycle Inspection / Re-inspection,QN07
50051298,LEGENDS BAR,Brooklyn,2128,FLATBUSH AVENUE,11234.0,3474623572,Other,D,06C,Pre-permit (Operational) / Re-inspection,BK58
50065974,DOMINO'S,Manhattan,464,3 AVENUE,10016.0,2125450200,Pizza,P,08B,Cycle Inspection / Initial Inspection,MN20
41456053,LA ABUNDANCIA BAKERY AND RESTAURAN,Queens,75-02,ROOSEVELT AVENUE,11372.0,7182055021,Latin American,P,10B,Cycle Inspection / Initial Inspection,QN29
50007626,THE GLOBE TAVERN,Queens,49-10,SKILLMAN AVENUE,11377.0,7186512558,Irish,F,08C,Cycle Inspection / Initial Inspection,QN31
50067731,FRESH TORTILLAS,Manhattan,595,WEST  207 STREET,10034.0,2129426622,Mexican,O,10F,Cycle Inspection / Reopening Inspection,MN01
50014157,POLLO SABROSO RESTAURANT,Bronx,216,EAST  198 STREET,10458.0,7169071057,Latin American,U,04L,Cycle Inspection / Re-inspection,BX05
50057884,PAN-TASTIC,Queens,42-02,NORTHERN BOULEVARD,11101.0,7187865280,Korean,D,10I,Cycle Inspection / Initial Inspection,QN31
41403088,SHARLENE'S,Brooklyn,353,FLATBUSH AVENUE,11238.0,3476381272,American,D,08A,Cycle Inspection / Re-inspection,BK64
50059607,AFFABLE EATERY,Brooklyn,912,65 STREET,11219.0,7186802289,Chinese,D,06D,Cycle Inspection / Re-inspection,BK34
40945123,FRANK'S PIZZA,Bronx,4106,EAST TREMONT AVENUE,10465.0,7188248070,Pizza,P,10F,Cycle Inspection / Initial Inspection,BX52
50084208,GINGER HOUSE,Brooklyn,310,DITMAS AVENUE,11218.0,7186332077,Asian/Asian Fusion,D,06D,Cycle Inspection / Initial Inspection,BK41
41315226,CHOP'T,Manhattan,145,WEST   51 STREET,10019.0,2129748140,Salads,D,10B,Cycle Inspection / Initial Inspection,MN17
50006410,KALINA RESTAURANT,Brooklyn,1476,BROADWAY,11221.0,7189191111,Spanish,F,06D,Cycle Inspection / Initial Inspection,BK35
50002620,ADYAR ANANDA BHAVAN,Manhattan,1071,1 AVENUE,10022.0,2127506666,Indian,U,04L,Cycle Inspection / Re-inspection,MN19
50064947,420 NO.1 CHINESE FOOD,Brooklyn,420,DITMAS AVENUE,11218.0,7184140917,Chinese,G,05D,Pre-permit (Operational) / Initial Inspection,BK41
40985809,NO. 1 CHINESE RESTAURANT,Brooklyn,8506,21 AVENUE,11214.0,7183332166,Chinese,D,04A,Cycle Inspection / Initial Inspection,BK28
41380595,EL PRESIDENTE # 2 RESTAURANT,Bronx,4-10,EAST  208 STREET,10467.0,7186555245,Latin American,F,10B,Cycle Inspection / Initial Inspection,BX43
41626921,CARIBBEAN TOP GRILL,Brooklyn,2077,NOSTRAND AVENUE,11210.0,3472951385,Caribbean,F,02B,Cycle Inspection / Re-inspection,BK42
41643866,DUNKIN,Queens,88-01,QUEENS BOULEVARD,11373.0,7183939550,Donuts,D,10F,Cycle Inspection / Initial Inspection,QN29
50049326,HARLEM BURGER CO.,Manhattan,2190,FREDERICK DOUGLASS BOULEVARD,,9177141411,American,F,04A,Pre-permit (Operational) / Initial Inspection,
50013062,CHICKEN RANCH,Manhattan,315,AUDUBON AVENUE,10033.0,6469228564,Chicken,D,10F,Cycle Inspection / Initial Inspection,MN35
41671572,LEFRAK PIZZA,Queens,9717,57 AVENUE,11368.0,7185921103,Pizza,D,06C,Cycle Inspection / Initial Inspection,QN25
40386793,SCIENCE CAFE (QUEENSBOROUGH COMMUNITY COLLEGE),Queens,22205,56 AVENUE,11364.0,7182815125,American,D,04L,Cycle Inspection / Re-inspection,QN42
41388854,PUERTO PLATA RESTAURANT,Brooklyn,3123,FULTON STREET,11208.0,7182353564,Latin American,D,10F,Cycle Inspection / Re-inspection,BK83
50056748,YUMMY CHINESE,Queens,1717,CORNELIA STREET,11385.0,7183868883,Chinese,U,04L,Pre-permit (Operational) / Re-inspection,QN20
41373149,CAROL'S BUN,Manhattan,139,EAST BROADWAY,10002.0,2125660203,Chinese,P,04L,Cycle Inspection / Initial Inspection,MN28
50068987,MCDONALD'S #11542,Brooklyn,1656,UTICA AVENUE,11234.0,7735058724,Hamburgers,D,10F,Pre-permit (Operational) / Re-inspection,BK58
40396532,METRO DINER,Manhattan,2641,BROADWAY,10025.0,2128660800,American,D,06F,Cycle Inspection / Re-inspection,MN12
50048150,INTERCONTINENTAL BARCLAY - BAR,Manhattan,111,EAST   48 STREET,10017.0,2127555900,American,D,10H,Cycle Inspection / Initial Inspection,MN19
50061526,TRI TOWER EATERY,Queens,18-05,215 STREET,11360.0,7182293229,Sandwiches,D,06D,Cycle Inspection / Initial Inspection,QN47
41612649,MISH MASH GOURMET,Brooklyn,1103,KINGS HIGHWAY,11229.0,7183755100,American,G,06A,Cycle Inspection / Initial Inspection,BK25
50032597,M & R PIZZA,Bronx,7,EAST  208 STREET,10467.0,7186530008,Pizza,D,08A,Cycle Inspection / Initial Inspection,BX43
41449514,PURPLE YAM,Brooklyn,1314,CORTELYOU ROAD,11226.0,7189408188,Asian/Asian Fusion,U,10B,Cycle Inspection / Initial Inspection,BK42
50058769,BROOKLYN PIZZA CREW,Brooklyn,758,NOSTRAND AVENUE,11216.0,7183631122,Pizza,F,06C,Cycle Inspection / Initial Inspection,BK61
41704990,CORAZON LATINO,Queens,13840,84 DRIVE,11435.0,7182628661,Spanish,P,08A,Cycle Inspection / Initial Inspection,QN35
40786923,BOSTON MARKET,Staten Island,854,ARTHUR KILL ROAD,10312.0,7182278200,American,U,02B,Cycle Inspection / Initial Inspection,SI54
41572590,THE MEATBALL SHOP,Brooklyn,170,BEDFORD AVENUE,11249.0,7185510523,American,D,10B,Cycle Inspection / Re-inspection,BK73
50051839,E NOODLE,Brooklyn,8619,5 AVENUE,11209.0,7182383303,Chinese,O,10F,Pre-permit (Operational) / Reopening Inspection,BK31
50004330,KFC,Brooklyn,5223,5 AVENUE,11220.0,7184922813,Chicken,G,05F,Cycle Inspection / Initial Inspection,BK34
50074002,GOLD GRILL PIZZERIA,Staten Island,819,FOREST AVENUE,10310.0,7186738341,Pizza,U,08A,Pre-permit (Operational) / Re-inspection,SI22
50049662,NEW CARRIZAL RESTAURANT,Brooklyn,1346,BROADWAY,11221.0,3479150505,Spanish,F,03A,Cycle Inspection / Initial Inspection,BK35
50065881,ROLLING COW,Staten Island,2655,RICHMOND AVENUE,10314.0,6468758879,Frozen Desserts,U,06C,Cycle Inspection / Initial Inspection,SI24
40391913,THE NIPPON CLUB,Manhattan,145,WEST   57 STREET,10019.0,2125812223,Japanese,D,06C,Cycle Inspection / Re-inspection,MN17
50041799,310 BOWERY BAR,Manhattan,310,BOWERY,10012.0,2124771166,American,D,10F,Cycle Inspection / Initial Inspection,MN23
50101402,FOREST FOOD,Brooklyn,6223,8 AVENUE,11220.0,7186836863,Bakery Products/Desserts,F,10B,Pre-permit (Operational) / Re-inspection,BK34
50061516,FEED,Brooklyn,55,WATER STREET,11201.0,9293972716,Coffee/Tea,U,10F,Cycle Inspection / Initial Inspection,BK38
50070736,LA BONA PIZZA & PASTA,Brooklyn,2426,PITKIN AVENUE,11208.0,7188726687,Pizza,D,10F,Cycle Inspection / Re-inspection,BK82
50085999,BIGA,Manhattan,3,CLINTON STREET,10002.0,9172658453,Italian,D,10D,Pre-permit (Operational) / Re-inspection,MN27
50058617,KOME WAZA,Manhattan,40,WATER STREET,10004.0,6462885884,Japanese,F,04H,Cycle Inspection / Initial Inspection,MN25
41312223,FRESH & CO,Manhattan,200,WEST   57 STREET,10019.0,2125137374,American,P,08A,Cycle Inspection / Initial Inspection,MN17
50084143,ENJOY KITCHEN & BAR,Manhattan,582,WEST  207 STREET,10034.0,6463989321,Spanish,U,04A,Pre-permit (Operational) / Re-inspection,MN01
50053544,KENNEDY FRIED CHICKEN,Bronx,1170,WEBSTER AVENUE,10456.0,7188806744,Chicken,F,10F,Pre-permit (Operational) / Initial Inspection,BX01
50007605,GATO,Manhattan,324,LAFAYETTE STREET,10012.0,2123346400,Mediterranean,D,04N,Cycle Inspection / Initial Inspection,MN23
41191561,GOURMET SWEETS,Brooklyn,1107,CONEY ISLAND AVENUE,11230.0,7184214100,Pakistani,D,10B,Cycle Inspection / Re-inspection,BK42
40539772,BOWLER LAND,Bronx,2417,HOLLERS AVENUE,10475.0,7189948700,American,D,10B,Cycle Inspection / Re-inspection,BX13
50087247,ELYSIAN FIELDS CAFE,Manhattan,1207,AMSTERDAM AVENUE,10027.0,2128371389,Greek,F,09B,Pre-permit (Operational) / Initial Inspection,MN09
41519383,BALIMAYA RESTAURANT,Bronx,2535,3 AVENUE,10451.0,7184011122,African,P,02B,Cycle Inspection / Initial Inspection,BX39
50072274,TIC-TAC-TOE BAKERY & MORE,Brooklyn,9303,3 AVENUE,11209.0,3475174816,Middle Eastern,F,20D,Administrative Miscellaneous / Initial Inspection,BK31
50018726,HUI WEI CHINESE FOOD,Brooklyn,706,56 STREET,11220.0,9178685780,Chinese,D,10B,Cycle Inspection / Initial Inspection,BK34
40384920,VICTORY SWEET SHOP,Queens,2169,STEINWAY STREET,11105.0,7182742087,Bakery Products/Desserts,D,02G,Cycle Inspection / Initial Inspection,QN72
40363834,CARVEL,Staten Island,1111,HYLAN BOULEVARD,10305.0,7188167807,Frozen Desserts,P,06D,Cycle Inspection / Initial Inspection,SI14
50003174,BOILERMAKER,Manhattan,72,EAST    1 STREET,10003.0,2129955400,American,P,04N,Cycle Inspection / Initial Inspection,MN22
40952129,LA VILLA,Brooklyn,261-263,5 AVENUE,11215.0,7184999888,Italian,P,10E,Cycle Inspection / Initial Inspection,BK37
41306859,SUN WAH CHINESE RESTAURANT OF NY,Queens,3016,36 AVENUE,11106.0,7189375212,Chinese,G,04M,Cycle Inspection / Re-inspection,QN68
50000642,THE BAR ROOM,Manhattan,117,EAST   60 STREET,10022.0,2125615523,American,P,10B,Cycle Inspection / Initial Inspection,MN40
50052610,SANTO DOMINGO RESTAURANT,Brooklyn,862,NEW LOTS AVENUE,11208.0,6466453636,Latin American,U,04N,Cycle Inspection / Re-inspection,BK82
50037680,TILILA BAR & GRILL,Bronx,3648,BAILEY AVENUE,10463.0,9292224968,Spanish,D,10F,Cycle Inspection / Initial Inspection,BX28
50082348,NEW YORK COMEDY CLUB,Manhattan,85,EAST    4 STREET,10003.0,2129949828,American,D,10F,Pre-permit (Operational) / Re-inspection,MN22
41171890,ROYAL CROWN BAKERY CAFE,Staten Island,1350,HYLAN BOULEVARD,10305.0,7186680284,Bakery Products/Desserts,D,10F,Cycle Inspection / Initial Inspection,SI36
40998581,TRUMP CAFE & GRILL,Manhattan,725,5 AVENUE,10022.0,2127157290,American,P,08A,Cycle Inspection / Initial Inspection,MN17
41101925,T.G.I. FRIDAY'S,Staten Island,280,MARSH AVENUE,10314.0,7189827801,American,P,10B,Cycle Inspection / Initial Inspection,SI24
41635390,DON ALEX RESTAURANT,Queens,9705,64 AVENUE,11374.0,7182751112,Peruvian,F,04A,Cycle Inspection / Initial Inspection,QN18
50052988,NYBG-HUDSON GARDEN GRILL-DAVID EDWARDS,Bronx,2900,SOUTHERN BOULEVARD,10458.0,7188178700,American,F,06A,Pre-permit (Operational) / Initial Inspection,BX99
50080071,LION'S HEAD TAVERN,Manhattan,995,AMSTERDAM AVENUE,10025.0,2128661030,American,F,05D,Cycle Inspection / Initial Inspection,MN09
50077207,CHAMPION PIZZA,Manhattan,2,WEST   14 STREET,10011.0,2128989898,Pizza,F,08A,Pre-permit (Operational) / Initial Inspection,MN23
41672128,STARBUCKS,Brooklyn,348,FULTON STREET,11201.0,7184881719,Coffee/Tea,F,08A,Cycle Inspection / Initial Inspection,BK38
40379890,O'HARA'S,Manhattan,120,CEDAR STREET,10006.0,2122673032,American,F,08A,Cycle Inspection / Initial Inspection,MN25
41290437,HUAXCUAXTLA RESTAURANT,Bronx,605,COURTLANDT AVENUE,10451.0,6464638779,Mexican,D,06C,Cycle Inspection / Re-inspection,BX34
50045946,GREENWOOD QUALITY BAKERY,Queens,11102,LIBERTY AVE,11419.0,9175177108,Bakery Products/Desserts,U,04M,Cycle Inspection / Initial Inspection,QN55
50001547,THE WINSLOW,Manhattan,243,EAST   14 STREET,10003.0,2127777717,English,F,10F,Cycle Inspection / Initial Inspection,MN21
50081631,GREAT WALL,Brooklyn,284,KINGS HIGHWAY,11223.0,7183396888,Chinese,D,02I,Pre-permit (Operational) / Re-inspection,BK29
50005098,DUNKIN,Manhattan,1342,AMSTERDAM AVENUE,10027.0,9146999400,Donuts,F,04M,Cycle Inspection / Initial Inspection,MN06
50063824,JOE COFFEE COMPANY,Manhattan,185,GREENWICH STREET,10007.0,6467661719,Coffee/Tea,D,10F,Cycle Inspection / Re-inspection,MN25
40398138,PADDY QUINNS,Queens,4207,162 STREET,11358.0,7183599820,American,D,06F,Cycle Inspection / Initial Inspection,QN52
50056800,RULAY LOUNGE BAR & RESTAURANT,Bronx,2959,WEBSTER AVENUE,10458.0,9292659357,Spanish,F,06F,Cycle Inspection / Initial Inspection,BX05
50075519,D HACK'S HALAL,Queens,10725,LIBERTY AVE,11417.0,7186842162,Caribbean,F,04L,Cycle Inspection / Initial Inspection,QN55
41302151,GOLDEN WAY CHINESE RESTAURANT,Queens,133-09,CROSS BAY BOULEVARD,11417.0,7188458899,Chinese,U,04L,Cycle Inspection / Re-inspection,QN56
41162227,TEA SHOP 168 & BAKERY,Queens,59-20,MAIN STREET,11355.0,7184600689,Chinese,U,06D,Cycle Inspection / Re-inspection,QN62
50060958,KABOB SHACK,Brooklyn,182,HAVEMEYER STREET,11211.0,7183877111,Mediterranean,P,06C,Pre-permit (Operational) / Initial Inspection,BK73
50038280,CON SABOR LATINO RESTAURANT,Bronx,3652,BAILEY AVENUE,10463.0,7185490035,Latin American,D,10F,Cycle Inspection / Initial Inspection,BX28
50079989,PICA PICA CON SABOR RESTAURANT,Brooklyn,392,BROADWAY,11211.0,7185992165,Spanish,D,10E,Cycle Inspection / Initial Inspection,BK72
50052345,EL ALTO DELI MEXICAN FOOD,Queens,6001,METROPOLITAN AVE,11385.0,7184561044,Mexican,U,10B,Cycle Inspection / Initial Inspection,QN30
50101954,PESSO'S ICES AND ICE CREAM,Queens,20320,35TH AVE,11361.0,9177102381,Frozen Desserts,E,06C,Pre-permit (Non-operational) / Initial Inspection,QN46
50105759,koithe,Manhattan,32,UNION SQUARE EAST,10003.0,5303604717,,,,,MN21
41400378,QUEENS BUFFET,Queens,90-10,ATLANTIC AVENUE,11416.0,7183237799,Chinese,F,04E,Cycle Inspection / Re-inspection,QN53
50076881,AT NINE RESTAURANT & BAR,Manhattan,592,9 AVENUE,10036.0,2122654499,Thai,U,10F,Cycle Inspection / Initial Inspection,MN15
50039512,THE CORNER CAFE,Manhattan,729,6 AVENUE,10010.0,2129893373,Sandwiches/Salads/Mixed Buffet,U,02B,Cycle Inspection / Re-inspection,MN13
40945691,SANTA FE GRILL & BAR,Bronx,6025,BROADWAY,10471.0,7185695095,Mexican,D,10B,Cycle Inspection / Initial Inspection,BX22
50034706,SUBWAY,Bronx,200,BAYCHESTER AVENUE,10475.0,9173785700,Sandwiches,D,08A,Cycle Inspection / Initial Inspection,BX13
41686442,SUBWAY,Queens,3942,21 STREET,11101.0,7183615700,Sandwiches,F,02G,Cycle Inspection / Initial Inspection,QN68
41502571,CHIFA RESTAURANT,Queens,7320,NORTHERN BOULEVARD,11372.0,7188980108,Peruvian,F,04M,Cycle Inspection / Initial Inspection,QN28
50045777,KULU DESSERTS,Queens,8655,BROADWAY,11373.0,7187519898,Asian/Asian Fusion,F,10F,Cycle Inspection / Initial Inspection,QN29
40377560,WESTERN BAKERY,Queens,22813,MERRICK BOULEVARD,11413.0,7185253201,Caribbean,G,06C,Cycle Inspection / Initial Inspection,QN66
41098178,SACRED CHOW,Manhattan,227,SULLIVAN STREET,10012.0,2123370863,Vegetarian,D,08A,Cycle Inspection / Re-inspection,MN23
41394975,LA FONTANA,Staten Island,2879,AMBOY ROAD,10306.0,7186674343,Italian,D,04M,Cycle Inspection / Re-inspection,SI25
41108006,PEARL GARDEN CHINESE RESTAURANT,Queens,14508,14 AVENUE,11357.0,7187677854,Chinese,D,10F,Cycle Inspection / Initial Inspection,QN49
41462348,BENVENUTO CAFE,Manhattan,189,FRANKLIN STREET,10013.0,2122192373,American,D,06D,Cycle Inspection / Re-inspection,MN24
50092148,EL NUEVO POLANCO RESTAURANT,Queens,3313,108TH ST,11368.0,3477305511,Spanish,U,06C,Cycle Inspection / Initial Inspection,QN26
