Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number
"Department for Business, Innovation and Skills",Intellectual Property Office,07/06/2010,Office Cleaning,Business Support Directorate,Biffa Waste Services Ltd,247C10342,2.88,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,07/06/2010,Office Cleaning,Business Support Directorate,Biffa Waste Services Ltd,512C05951,429.89,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,07/06/2010,Office Cleaning,Business Support Directorate,Biffa Waste Services Ltd,512C05950,566.9,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,07/06/2010,Overseas Patent Specifications,Patents Directorate,British Library,139611004,317.45,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,07/06/2010,Overseas Patent Specifications,Patents Directorate,British Library,139611005,5851.65,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,07/06/2010,Training,Copyright and IP Enforcement Directorate,National School of Government,F439053,450.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,07/06/2010,Travel and subsistence Overseas,Patents Directorate,Dragon Taxis (Newport) Ltd,5235,6.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,07/06/2010,Travel and subsistence Overseas,Patents Directorate,Personal expenses name witheld,48070,51.07,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,07/06/2010,Travel and subsistence Overseas,Chief Executive's Office,Personal expenses name witheld,48071,93.43,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,07/06/2010,Travel and subsistence UK,Finance Directorate,Dragon Taxis (Newport) Ltd,260,-6.8,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,07/06/2010,Travel and subsistence UK,Finance Directorate,Dragon Taxis (Newport) Ltd,5235,5.7,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,07/06/2010,Travel and subsistence UK,Patents Directorate,Dragon Taxis (Newport) Ltd,5235,5.8,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,07/06/2010,Travel and subsistence UK,Innovation Directorate,Dragon Taxis (Newport) Ltd,5235,6.1,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,07/06/2010,Travel and subsistence UK,Innovation Directorate,Dragon Taxis (Newport) Ltd,5235,6.5,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,07/06/2010,Travel and subsistence UK,Trade Marks Directorate,Dragon Taxis (Newport) Ltd,5235,7.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,07/06/2010,Travel and subsistence UK,Chief Executive's Office,Dragon Taxis (Newport) Ltd,5235,19.1,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,07/06/2010,Travel and subsistence UK,Business Support Directorate,Dragon Taxis (Newport) Ltd,5235,37.5,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,07/06/2010,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,48069,46.4,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,07/06/2010,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Dragon Taxis (Newport) Ltd,5235,55.5,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,07/06/2010,Travel and subsistence UK,Patents Directorate,Personal expenses name witheld,48073,57.22,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,07/06/2010,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,48073,57.23,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,07/06/2010,Travel and subsistence UK,Trade Marks Directorate,Dragon Taxis (Newport) Ltd,5235,66.2,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,07/06/2010,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Dragon Taxis (Newport) Ltd,5235,83.5,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,07/06/2010,Travel and subsistence UK,International Policy Directorate,Dragon Taxis (Newport) Ltd,5235,107.1,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,07/06/2010,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,48072,151.95,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,07/06/2010,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,48068,162.05,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,07/06/2010,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,48067,232.05,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,07/06/2010,Travel and subsistence UK,Chief Executive's Office,Personal expenses name witheld,48066,306.2,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,08/06/2010,Aardman project,Innovation Directorate,Rainbow Productions Ltd,26287,496.44,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,08/06/2010,Computer hardware and software,Business Support Directorate,2e2 UK Limited,PR018374,2000.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,08/06/2010,Online Bureau Charges,Patents Directorate,European Patent Office,40184793,97485.52,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,08/06/2010,Overseas Patent Specifications,Patents Directorate,Thomson Reuters (Scientific) Ltd,R912950-639158,161.5,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,08/06/2010,Travel and subsistence Overseas,Copyright and IP Enforcement Directorate,Personal expenses name witheld,48086,208.15,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,08/06/2010,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,48080,40.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,08/06/2010,Travel and subsistence UK,Trade Marks Directorate,Personal expenses name witheld,48075,45.75,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,08/06/2010,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,48078,68.4,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,08/06/2010,Travel and subsistence UK,Innovation Directorate,ARVAL PHH Business Solutions Ltd,1014222377,103.51,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,08/06/2010,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,48077,118.65,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,08/06/2010,Travel and subsistence UK,Trade Marks Directorate,Personal expenses name witheld,48076,143.65,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,08/06/2010,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,48079,210.05,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,08/06/2010,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,48083,213.65,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,08/06/2010,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,48085,232.95,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,08/06/2010,Van Delivery Service,Business Support Directorate,ARVAL PHH Business Solutions Ltd,1014222377,6.95,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/06/2010,Books  Newspapers & Publications,Patents Directorate,Mitie Facilities Services Ltd,100/90140000,50.52,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/06/2010,Books  Newspapers & Publications,Business Support Directorate,Mitie Facilities Services Ltd,100/90140000,67.4,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/06/2010,Books  Newspapers & Publications,Innovation Directorate,Mitie Facilities Services Ltd,100/90140000,160.13,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/06/2010,Computer hardware and software,Business Support Directorate,XMA Ltd,S0/I121602,968.96,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/06/2010,Courier service,Business Support Directorate,DHL International (UK) Ltd,NPR5801975,-1906.9,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/06/2010,Courier service,Business Support Directorate,DHL International (UK) Ltd,NPR5850213,3718.64,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/06/2010,Entertainment,Patents Directorate,Mitie Facilities Services Ltd,100/90140000,11.5,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/06/2010,Entertainment,Business Support Directorate,Mitie Facilities Services Ltd,100/90140000,16.6,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/06/2010,Entertainment,Innovation Directorate,Mitie Facilities Services Ltd,100/90140000,26.75,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/06/2010,Entertainment,Patents Directorate,Mitie Facilities Services Ltd,100/90140000,47.25,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/06/2010,Entertainment,Chief Executive's Office,Mitie Facilities Services Ltd,100/90140000,58.4,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/06/2010,Entertainment,Finance Directorate,Mitie Facilities Services Ltd,100/90140000,66.5,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/06/2010,Entertainment,Business Support Directorate,Mitie Facilities Services Ltd,100/90140000,67.4,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/06/2010,Entertainment,Trade Marks Directorate,Mitie Facilities Services Ltd,100/90140000,85.55,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/06/2010,Entertainment,Innovation Directorate,Mitie Facilities Services Ltd,100/90140000,160.13,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/06/2010,Entertainment,Business Support Directorate,Mitie Facilities Services Ltd,100/90140000,184.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/06/2010,Entertainment,Finance Directorate,Mitie Facilities Services Ltd,100/90140000,224.3,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/06/2010,Entertainment,Copyright and IP Enforcement Directorate,Mitie Facilities Services Ltd,100/90140000,237.25,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/06/2010,IT Contractors,Business Support Directorate,LA International Computer Consultants Ltd,LA147360,950.79,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/06/2010,IT Contractors,Business Support Directorate,LA International Computer Consultants Ltd,LA147362,1741.35,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/06/2010,IT Contractors,Business Support Directorate,LA International Computer Consultants Ltd,LA147361,3592.01,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/06/2010,IT Contractors,Trade Marks Directorate,Capgemini UK Plc,2.60E+13,15270.3,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/06/2010,Minor Building Works & Maintenance,Business Support Directorate,BOC Ltd,3002028292,3.69,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/06/2010,Minor Building Works & Maintenance,Business Support Directorate,Geze UK Ltd,88043172,113.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/06/2010,Minor Building Works & Maintenance,Business Support Directorate,WG Evans Grounds Maintenance  Ltd,15483,200.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/06/2010,Minor Building Works & Maintenance,Business Support Directorate,Overbury plc,115145,700.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/06/2010,Non - IT Consultants,Business Support Directorate,OutSec Ltd,1003160,207.27,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/06/2010,Non - IT Consultants,Business Support Directorate,OutSec Ltd,1004153,235.47,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/06/2010,Relocation Removals & Excess Fare,Business Support Directorate,Personal expenses name witheld,48092,188.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/06/2010,Staff Suggestion Scheme,Business Support Directorate,Personal expenses name witheld,48087,100.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/06/2010,Staff Suggestion Scheme,Business Support Directorate,Personal expenses name witheld,48088,250.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/06/2010,Staff Suggestion Scheme,Business Support Directorate,Personal expenses name witheld,48089,500.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/06/2010,Telephone Rentals and Call Charges,Business Support Directorate,O2 UK Ltd,14802325,10.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/06/2010,Telephone Rentals and Call Charges,Business Support Directorate,O2 UK Ltd,14978658,28.71,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/06/2010,Telephone Rentals and Call Charges,Business Support Directorate,O2 UK Ltd,14977155,488.5,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/06/2010,Training,Business Support Directorate,Personal expenses name witheld,48090,88.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/06/2010,Travel and subsistence Overseas,Copyright and IP Enforcement Directorate,Personal expenses name witheld,48060A,4.79,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/06/2010,Travel and subsistence Overseas,Trade Marks Directorate,Personal expenses name witheld,48093,511.86,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/06/2010,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,48084,142.22,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/06/2010,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,48091,433.95,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,10/06/2010,Marketing and Publicity ,Innovation Directorate,BHP Information Solutions Ltd,5732,1795.1,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,10/06/2010,Minor Building Works & Maintenance,Business Support Directorate,Balfour Beatty WorkPlace Ltd,M103490,93.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,10/06/2010,Minor Building Works & Maintenance,Business Support Directorate,Balfour Beatty WorkPlace Ltd,M103491,124.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,10/06/2010,Minor Building Works & Maintenance,Business Support Directorate,Balfour Beatty WorkPlace Ltd,M103487,558.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,10/06/2010,Minor Building Works & Maintenance,Business Support Directorate,Balfour Beatty WorkPlace Ltd,M103492,620.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,10/06/2010,Minor Building Works & Maintenance,Business Support Directorate,Balfour Beatty WorkPlace Ltd,M103489,930.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,10/06/2010,Minor Building Works & Maintenance,Business Support Directorate,Balfour Beatty WorkPlace Ltd,M103497,950.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,10/06/2010,Minor Building Works & Maintenance,Business Support Directorate,Balfour Beatty WorkPlace Ltd,M103488,3224.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,10/06/2010,Minor Building Works & Maintenance,Business Support Directorate,Balfour Beatty WorkPlace Ltd,M103486,4721.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,10/06/2010,Minor Building Works & Maintenance,Business Support Directorate,Balfour Beatty WorkPlace Ltd,M103493,5654.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,10/06/2010,Office Cleaning,Business Support Directorate,OCS Group UK Ltd,CN17319959,31.36,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,10/06/2010,Office Cleaning,Business Support Directorate,Wastesavers Ltd,5861,110.24,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,10/06/2010,Office Cleaning,Business Support Directorate,OCS Group UK Ltd,CN17319958,196.03,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,10/06/2010,Office Cleaning,Business Support Directorate,Gremer Chemicals(UK) Ltd,211327,456.77,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,10/06/2010,SABIP,SABIP,Personal expenses name witheld,EDERCKLAYE07/06/10,100.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,10/06/2010,SABIP Research,SABIP,Personal expenses name witheld,EDERCKLAYE07/06/10,100.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,10/06/2010,Subscription to Professional bodies,Business Support Directorate,Personal expenses name witheld,48096,75.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,10/06/2010,Subscription to Professional bodies,Business Support Directorate,Personal expenses name witheld,48097,125.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,10/06/2010,Training,Trade Marks Directorate,Now You're Talking Business,790M,477.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,10/06/2010,Training,Copyright and IP Enforcement Directorate,Now You're Talking Business,791M,480.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,10/06/2010,Training,Business Support Directorate,Testing Solutions GroupLtd,7817,795.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,10/06/2010,Travel and subsistence UK,Trade Marks Directorate,Personal expenses name witheld,48098,28.2,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,10/06/2010,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,48095,75.5,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,10/06/2010,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Leasedrive Velo Rental Management Ltd,RHI00400408,87.61,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,11/06/2010,Accommodation charges,Business Support Directorate,Caerphilly County Borough Council,12/0,44581.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,11/06/2010,Entertainment,Chief Executive's Office,Earls Caterers Ltd,25815,86.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,11/06/2010,Maintenance of computers,Business Support Directorate,ION Technologies,3306,1762.5,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,11/06/2010,Postage,Business Support Directorate,Parcelforce Worldwide,9029503081,371.72,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,11/06/2010,Telephone Rentals and Call Charges,Business Support Directorate,Virgin Media,414781801/07/06/10,102.25,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,11/06/2010,Telephone Rentals and Call Charges,Business Support Directorate,Virgin Media,414673601/07/06/10,229.13,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,11/06/2010,Telephone Rentals and Call Charges,Business Support Directorate,Virgin Media,409092102/07/06/10,412.43,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,11/06/2010,Telephone Rentals and Call Charges,Business Support Directorate,British  Telecom,IP/C/1002/0029,6069.74,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,11/06/2010,Telephone Rentals and Call Charges,Business Support Directorate,British  Telecom,IPLC/1003/0030,6272.7,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,11/06/2010,Telephone Rentals and Call Charges,Business Support Directorate,British  Telecom,IPLC/1004/0204,16479.5,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,11/06/2010,Telephone Rentals and Call Charges,Business Support Directorate,British  Telecom,IPLC/1004/0204,16479.5,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,11/06/2010,Training,Business Support Directorate,City & Guilds Institute,801405723,19.7,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,11/06/2010,Training,Business Support Directorate,City & Guilds Institute,801422964,21.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,11/06/2010,Training,Business Support Directorate,City & Guilds Institute,801425768,32.7,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,11/06/2010,Training,Copyright and IP Enforcement Directorate,RISC,T/1322,1147.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,11/06/2010,Travel and subsistence Overseas,Innovation Directorate,Personal expenses name witheld,48102,78.65,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,11/06/2010,Travel and subsistence Overseas,Patents Directorate,Personal expenses name witheld,48103,206.4,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,11/06/2010,Travel and subsistence Overseas,Patents Directorate,Personal expenses name witheld,48101,494.22,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,11/06/2010,Travel and subsistence UK,Innovation Directorate,ARVAL PHH Business Solutions Ltd,1014230147,31.47,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,11/06/2010,Travel and subsistence UK,Patents Directorate,Personal expenses name witheld,48106,103.29,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,11/06/2010,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,48104,132.55,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,11/06/2010,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,48105,651.36,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,11/06/2010,Treasury Solicitors,Business Support Directorate,Treasury Solicitors,100795,414.2,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,11/06/2010,Treasury Solicitors,Business Support Directorate,Treasury Solicitors,99916,1177.6,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,11/06/2010,Van Delivery Service,Business Support Directorate,ARVAL PHH Business Solutions Ltd,1014230147,46.2,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/06/2010,Accommodation charges,Business Support Directorate,Insolvency Service,610/2010,180507.11,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/06/2010,Accommodation charges,Business Support Directorate,Insolvency Service,609/2010,207895.44,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/06/2010,Childcare costs,Business Support Directorate,Computershare  Voucher Services,932090,4954.43,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/06/2010,Entertainment,Chief Executive's Office,Personal expenses name witheld,48119,34.5,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/06/2010,Fuel &Utilities,Business Support Directorate,Insolvency Service,610/2010,180507.11,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/06/2010,Fuel &Utilities,Business Support Directorate,Insolvency Service,609/2010,207895.44,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/06/2010,Furniture & Fittings,Business Support Directorate,Senator International Ltd,S00910162,1108.73,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/06/2010,IT Contractors,Business Support Directorate,LA International Computer Consultants Ltd,LA147988,1146.08,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/06/2010,IT Contractors,Business Support Directorate,LA International Computer Consultants Ltd,LA147989,1571.38,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/06/2010,IT Contractors,Business Support Directorate,LA International Computer Consultants Ltd,LA148210,10732.99,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/06/2010,Minor Building Works & Maintenance,Business Support Directorate,Balfour Beatty WorkPlace Ltd,B165901,51.54,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/06/2010,Minor Building Works & Maintenance,Business Support Directorate,Balfour Beatty WorkPlace Ltd,M103496,74.18,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/06/2010,Minor Building Works & Maintenance,Business Support Directorate,Balfour Beatty WorkPlace Ltd,M103498,74.18,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/06/2010,Minor Building Works & Maintenance,Business Support Directorate,Balfour Beatty WorkPlace Ltd,B165900,96.82,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/06/2010,Minor Building Works & Maintenance,Business Support Directorate,Balfour Beatty WorkPlace Ltd,B165899,121.5,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/06/2010,Minor Building Works & Maintenance,Business Support Directorate,Balfour Beatty WorkPlace Ltd,M103494,581.22,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/06/2010,Minor Building Works & Maintenance,Business Support Directorate,Balfour Beatty WorkPlace Ltd,M103495,746.44,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/06/2010,Minor Building Works & Maintenance,Business Support Directorate,Insolvency Service,610/2010,180507.11,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/06/2010,Minor Building Works & Maintenance,Business Support Directorate,Insolvency Service,609/2010,207895.44,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/06/2010,Non - IT Consultants,Copyright and IP Enforcement Directorate,Experian Ltd,HEX3000267173,23.5,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/06/2010,Office Cleaning,Business Support Directorate,Insolvency Service,610/2010,180507.11,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/06/2010,Office Cleaning,Business Support Directorate,Insolvency Service,609/2010,207895.44,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/06/2010,Postage,Business Support Directorate,Royal Mail,9029532108,95.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/06/2010,Postage,Business Support Directorate,Royal Mail,9029534116,1633.12,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/06/2010,Relocation Removals & Excess Fare,Business Support Directorate,Personal expenses name witheld,48119,20.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/06/2010,Relocation Removals & Excess Fare,Business Support Directorate,Personal expenses name witheld,48109,112.8,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/06/2010,Relocation Removals & Excess Fare,Business Support Directorate,Personal expenses name witheld,48117,455.8,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/06/2010,SABIP,SABIP,Personal expenses name witheld,48108,294.39,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/06/2010,SABIP,SABIP,Personal expenses name witheld,48107,493.9,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/06/2010,SABIP Research,SABIP,Personal expenses name witheld,RTOWSE04/06/10,100.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/06/2010,Security Guards,Business Support Directorate,Insolvency Service,610/2010,180507.11,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/06/2010,Security Guards,Business Support Directorate,Insolvency Service,609/2010,207895.44,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/06/2010,Training,Innovation Directorate,Leap Languages,IPO/FRE/JTHOMP/GK/2010-03,487.5,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/06/2010,Training,International Policy Directorate,Leap Languages,IPO/FRE/SH/LPU/2010-01,525.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/06/2010,Training,International Policy Directorate,Leap Languages,IPO/BUSINENG/JPTK/AWEA/2010-03,562.5,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/06/2010,Training,Finance Directorate,iTrain Consulting Ltd,702152,2850.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/06/2010,Travel and subsistence UK,Patents Directorate,Personal expenses name witheld,48116,9.4,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/06/2010,Travel and subsistence UK,Trade Marks Directorate,Personal expenses name witheld,48111,11.1,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/06/2010,Travel and subsistence UK,Patents Directorate,Personal expenses name witheld,48115,25.4,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/06/2010,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,48110,28.8,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/06/2010,Travel and subsistence UK,Chief Executive's Office,Personal expenses name witheld,48119,34.5,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/06/2010,Travel and subsistence UK,Patents Directorate,Personal expenses name witheld,48115,55.06,Not recorded
