UID,Client,Pro Class,Contract Title,Route to Market,Agreement Type,Contract Start Date,Contract Term (Months),Maximum Duration of Contract (Months),Contract End Date,Ext. Applied to Contract,Maximum Extend Date,Review Date,Estimated Annual Value,Estimated Total Value,Supplier Name,Supplier Type,Registered Number,Postcode,Council Directorate
3223,Stockport Council,141100-Clothing : Protective : ,"Personal Protective Equipment, Footwear, Corporate Clothing & Equipment Framework Contract",OJEU Tender,Contract,01-Oct-15,24,48,30-Sep-19,Yes,30-Sep-19,01-Jun-17,"Â£21,198.62","Â£84,794.48",Various - see below,Various - see below,Various - see below,Various - see below,Stockport- Corporate & Support Services
3223,Stockport Council,141100-Clothing : Protective : ,"Personal Protective Equipment, Footwear, Corporate Clothing & Equipment Framework Contract",-,-,-,-,-,-,-,-,-,-,-,Arco Ltd,Large,00133804,HU1 2SJ,Stockport- Corporate & Support Services
3223,Stockport Council,141100-Clothing : Protective : ,"Personal Protective Equipment, Footwear, Corporate Clothing & Equipment Framework Contract",-,-,-,-,-,-,-,-,-,-,-,Ioma Clothing Company,Large, 00505191,L24 9WF,Stockport- Corporate & Support Services
3223,Stockport Council,141100-Clothing : Protective : ,"Personal Protective Equipment, Footwear, Corporate Clothing & Equipment Framework Contract",-,-,-,-,-,-,-,-,-,-,-,J & K Ross,SME,01246794, FK3 9XB,Stockport- Corporate & Support Services
3223,Stockport Council,141100-Clothing : Protective : ,"Personal Protective Equipment, Footwear, Corporate Clothing & Equipment Framework Contract",-,-,-,-,-,-,-,-,-,-,-,Lion Safety,SME,SC498428,BS35 2NT,Stockport- Corporate & Support Services
3223,Stockport Council,141100-Clothing : Protective : ,"Personal Protective Equipment, Footwear, Corporate Clothing & Equipment Framework Contract",-,-,-,-,-,-,-,-,-,-,-,MWUK Ltd t/a Alexandra,SME,02411540,BS35 2NT,Stockport- Corporate & Support Services
3223,Stockport Council,141100-Clothing : Protective : ,"Personal Protective Equipment, Footwear, Corporate Clothing & Equipment Framework Contract",-,-,-,-,-,-,-,-,-,-,-,Rexel UK Ltd T/A Newey & Eyre ,SME,00216596,LS26 0DU,Stockport- Corporate & Support Services
3223,Stockport Council,141100-Clothing : Protective : ,"Personal Protective Equipment, Footwear, Corporate Clothing & Equipment Framework Contract",-,-,-,-,-,-,-,-,-,-,-,SBA Ltd,SME,00381000,LE2 7SQ ,Stockport- Corporate & Support Services
3233,Stockport Council,271510-Information Communication Technology : Services : Application Service Provision,Social Care Case Management System,Call Off (External),Contract,01-Dec-17,48,96,30-Nov-21,No,30-Nov-25,30-Nov-20,"Â£93,149.00","Â£1,446,773.00","Liquidlogic Ltd

",Large,040006349,ME14 1RF,Stockport- Services to People
3238,Stockport Council,271300-Information Communication Technology : Services : Maintenance & Support,The Chest eProcurement Portal,Call Off (External),contract,01-Aug-15,48,96,31-Jul-23,Yes,31-Jul-23,06-Dec-21,"Â£2,250.00","Â£18,000.00",Proactis,SME,3182974,LS22 6LE,Stockport- Corporate & Support Services
3245,Stockport Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 1 (Building & Roofing) ,OJEU Tender,Framework Agreement,01-Aug-17,24,48,31-Jul-19,No,31-Jul-21,01-Oct-18,"Â£9,000,000.00","Â£36,000,000.00",Various - see below,Various - see below,Various - see below,Various - see below,Stockport- Services to Place
3245,Stockport Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 1 (Building & Roofing) ,-,-,-,-,-,-,-,-,-,-,-,A Connolly Ltd,SME,3860866,wn3 4bw,Stockport- Services to Place
3245,Stockport Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 1 (Building & Roofing) ,-,-,-,-,-,-,-,-,-,-,-,Allied Roofing ,SME,2518468,SK4 1BJ,Stockport- Services to Place
3245,Stockport Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 1 (Building & Roofing) ,-,-,-,-,-,-,-,-,-,-,-,Avonside Roofing Ltd,Large,2330586,S80 3LR,Stockport- Services to Place
3245,Stockport Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 1 (Building & Roofing) ,-,-,-,-,-,-,-,-,-,-,-,Dawnus Construction,Large,4230579,SA7 0AP,Stockport- Services to Place
3245,Stockport Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 1 (Building & Roofing) ,-,-,-,-,-,-,-,-,-,-,-,Designed Roof Systems Ltd,SME,3392877,PR2 9ZG,Stockport- Services to Place
3245,Stockport Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 1 (Building & Roofing) ,-,-,-,-,-,-,-,-,-,-,-,F Parkinson Ltd,SME,446626,FY3 7UN,Stockport- Services to Place
3245,Stockport Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 1 (Building & Roofing) ,-,-,-,-,-,-,-,-,-,-,-,H Bell & Sons (Rochdale) Ltd,SME,1557160,OL12 0HA,Stockport- Services to Place
3245,Stockport Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 1 (Building & Roofing) ,-,-,-,-,-,-,-,-,-,-,-,Harry Fairclough Construction ,SME,1305987,WA1 2DN,Stockport- Services to Place
3245,Stockport Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 1 (Building & Roofing) ,-,-,-,-,-,-,-,-,-,-,-,Henry Boot Construction,SME,2880202,S18 2XN,Stockport- Services to Place
3245,Stockport Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 1 (Building & Roofing) ,-,-,-,-,-,-,-,-,-,-,-,J Greenwood (Builders) Limited,SME,1017470,M24 1SW,Stockport- Services to Place
3245,Stockport Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 1 (Building & Roofing) ,-,-,-,-,-,-,-,-,-,-,-,Kaberry Construction ,SME,479502,OL10 3JY,Stockport- Services to Place
3245,Stockport Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 1 (Building & Roofing) ,-,-,-,-,-,-,-,-,-,-,-,Keepmoat Regeneration Ltd,Large,1738371,M50 3BF,Stockport- Services to Place
3245,Stockport Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 1 (Building & Roofing) ,-,-,-,-,-,-,-,-,-,-,-,Liquid Roofing Limited,SME,5348142,M30 0ET,Stockport- Services to Place
3245,Stockport Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 1 (Building & Roofing) ,-,-,-,-,-,-,-,-,-,-,-,M & J Group (Construction & Roofing) Ltd,SME,1371473,MK41 0UD,Stockport- Services to Place
3245,Stockport Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 1 (Building & Roofing) ,-,-,-,-,-,-,-,-,-,-,-,Mac Roofing and Contracting Ltd,SME,1224597,CH62 3PT,Stockport- Services to Place
3245,Stockport Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 1 (Building & Roofing) ,-,-,-,-,-,-,-,-,-,-,-,Manchester & Cheshire Construction Co,SME,1021959,M5 4WB,Stockport- Services to Place
3245,Stockport Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 1 (Building & Roofing) ,-,-,-,-,-,-,-,-,-,-,-,McGoff & Byrne ,SME,1127310,Wa14 5EF,Stockport- Services to Place
3245,Stockport Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 1 (Building & Roofing) ,-,-,-,-,-,-,-,-,-,-,-,PLP Construction Ltd,SME,3244506,OL10 1PF,Stockport- Services to Place
3245,Stockport Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 1 (Building & Roofing) ,-,-,-,-,-,-,-,-,-,-,-,R Walker & Sons (Preston) Ltd,SME,207315,PR2 2YL,Stockport- Services to Place
3245,Stockport Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 1 (Building & Roofing) ,-,-,-,-,-,-,-,-,-,-,-,Schofield and Sons Ltd,SME,2459259,M30 9PS,Stockport- Services to Place
3245,Stockport Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 1 (Building & Roofing) ,-,-,-,-,-,-,-,-,-,-,-,Seddon Construction Ltd,Large,3578140,B37 7YE,Stockport- Services to Place
3245,Stockport Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 1 (Building & Roofing) ,-,-,-,-,-,-,-,-,-,-,-,Strategic Team Group,Large,3901222,WF10 4UA,Stockport- Services to Place
3245,Stockport Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 1 (Building & Roofing) ,-,-,-,-,-,-,-,-,-,-,-,Thomas Kershaw Builders Limited,SME,1809894,OL15 9EW,Stockport- Services to Place
3245,Stockport Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 1 (Building & Roofing) ,-,-,-,-,-,-,-,-,-,-,-,Truline Construction & Interior Services Ltd,SME,2131606,WN5 0LD,Stockport- Services to Place
3245,Stockport Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 1 (Building & Roofing) ,-,-,-,-,-,-,-,-,-,-,-,Warden Construction Limited,SME,533082,PR4 2HU,Stockport- Services to Place
3246,Stockport Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 2 (Mechanical & Electrical)   ,OJEU Tender,Framework Agreement,01-Aug-17,24,48,31-Jul-19,No,31-Jul-21,01-Jan-19,"Â£2,500,000.00","Â£10,000,000.00",Various - see below,Various - see below,Various - see below,Various - see below,Stockport- Services to Place
3246,Stockport Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 2 (Mechanical & Electrical)   ,-,-,-,-,-,-,-,-,-,-,-,Alternative Heat Ltd,SME,54205,BT32 3QD,Stockport- Services to Place
3246,Stockport Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 2 (Mechanical & Electrical)   ,-,-,-,-,-,-,-,-,-,-,-,Copeland Group Ltd,SME,1176225,OL7 0NZ,Stockport- Services to Place
3246,Stockport Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 2 (Mechanical & Electrical)   ,-,-,-,-,-,-,-,-,-,-,-,CPL Heating and Plumbing Ltd,SME,1783689,PR2 2YL,Stockport- Services to Place
3246,Stockport Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 2 (Mechanical & Electrical)   ,-,-,-,-,-,-,-,-,-,-,-,Dodd Group (Midlands) Limited,Large,1179878,B66 2NN,Stockport- Services to Place
3246,Stockport Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 2 (Mechanical & Electrical)   ,-,-,-,-,-,-,-,-,-,-,-,Ford-mainwaring Ltd,SME,1302151,ST5 0UU,Stockport- Services to Place
3246,Stockport Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 2 (Mechanical & Electrical)   ,-,-,-,-,-,-,-,-,-,-,-,G R Bailey ,SME,787449,SK11 6SA,Stockport- Services to Place
3246,Stockport Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 2 (Mechanical & Electrical)   ,-,-,-,-,-,-,-,-,-,-,-,GTM Electrical Services Ltd,SME,4212774,OL12 9BF,Stockport- Services to Place
3246,Stockport Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 2 (Mechanical & Electrical)   ,-,-,-,-,-,-,-,-,-,-,-,Herbert T Forrest ,SME,1060906,BL5 3NU,Stockport- Services to Place
3246,Stockport Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 2 (Mechanical & Electrical)   ,-,-,-,-,-,-,-,-,-,-,-,Sudlows Enterprise Limited ,SME,2253701,M40 8HH,Stockport- Services to Place
3246,Stockport Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 2 (Mechanical & Electrical)   ,-,-,-,-,-,-,-,-,-,-,-,J C Mills & Sons Ltd,SME,5058262,OL16 4RP,Stockport- Services to Place
3246,Stockport Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 2 (Mechanical & Electrical)   ,-,-,-,-,-,-,-,-,-,-,-,KDE limited ,SME,4675574,WA7 3EG,Stockport- Services to Place
3246,Stockport Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 2 (Mechanical & Electrical)   ,-,-,-,-,-,-,-,-,-,-,-,New Charter Building Company Limited,SME,3807120,SK16 4XP,Stockport- Services to Place
3246,Stockport Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 2 (Mechanical & Electrical)   ,-,-,-,-,-,-,-,-,-,-,-,Saunders & Taylor ,SME,3505548,M50 2GN,Stockport- Services to Place
3246,Stockport Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 2 (Mechanical & Electrical)   ,-,-,-,-,-,-,-,-,-,-,-,Seddon Construction Ltd,Large,3578140,B37 7YE,Stockport- Services to Place
3246,Stockport Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 2 (Mechanical & Electrical)   ,-,-,-,-,-,-,-,-,-,-,-,Truline Construction & Interior Services,SME,2131606,WN5 0LD,Stockport- Services to Place
3246,Stockport Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 2 (Mechanical & Electrical)   ,-,-,-,-,-,-,-,-,-,-,-,WH Good Ltd ,SME,4528366,BB4 5JT,Stockport- Services to Place
3247,Stockport Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 3 (Prefabricated Buildings) ,OJEU Tender,Framework Agreement,01-Aug-17,24,48,31-Jul-19,No,31-Jul-21,01-Jan-19,"Â£1,450,000.00","Â£5,800,000.00",Various - see below,Various - see below,Various - see below,Various - see below,Stockport- Services to Place
3247,Stockport Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 3 (Prefabricated Buildings) ,-,-,-,-,-,-,-,-,-,-,-,Seddon Construction Ltd,Large,3578140,BL4 0NN,Stockport- Services to Place
3247,Stockport Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 3 (Prefabricated Buildings) ,-,-,-,-,-,-,-,-,-,-,-,Herbert T Forerest Ltd,Large,1060906,BL5 3NU ,Stockport- Services to Place
3247,Stockport Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 3 (Prefabricated Buildings) ,-,-,-,-,-,-,-,-,-,-,-,Actavo Building Solutions,SME,7003876,WF4 3BA ,Stockport- Services to Place
3247,Stockport Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 3 (Prefabricated Buildings) ,-,-,-,-,-,-,-,-,-,-,-,Keepmoat Regeneration Ltd,Large,1738371,NE12 8EX ,Stockport- Services to Place
3247,Stockport Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 3 (Prefabricated Buildings) ,-,-,-,-,-,-,-,-,-,-,-,Extraspace Solutions ,SME,0050211NI ,BT4 2AW ,Stockport- Services to Place
3247,Stockport Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 3 (Prefabricated Buildings) ,-,-,-,-,-,-,-,-,-,-,-,Intergra Buildings Ltd,SME,3386037I,HU12 9SH ,Stockport- Services to Place
3247,Stockport Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 3 (Prefabricated Buildings) ,-,-,-,-,-,-,-,-,-,-,-,Harry Fairclough Construction ,SME,1305987,WA1 2DN ,Stockport- Services to Place
3247,Stockport Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 3 (Prefabricated Buildings) ,-,-,-,-,-,-,-,-,-,-,-,Catoplan,SME,1626185,WN4 8BX ,Stockport- Services to Place
3296,Stockport Council,269999-Human Resources : Not Elsewhere Classified : ,Home Electronics Salary Sacrifice Scheme ,Call Off (External),Contract,01-Oct-16,48,48,30-Sep-20,No,30-Sep-20,01-Jul-19,"Â£350,000.00","Â£1,400,000.00",Northumbria Healthcare NHS Foundation Trust,NHS,Supplier does not have company number,NE27 0QJ,Stockport- Corporate & Support Services
3316,Stockport Council,261600-Human Resources : Travel & Subsistence : ,Travel Rail Scheme ,Exemption,Contract,10-Aug-16,48,48,09-Aug-20,No,09-Aug-20,01-Apr-19,"Â£158,000.00","Â£632,000.00",Northern Rail,Large,04619954,YO1 6HZ,Stockport- Corporate & Support Services
3317,Stockport Council,261600-Human Resources : Travel & Subsistence : ,Travel Bus Scheme ,Exemption,Contract,10-Aug-16,48,48,09-Aug-20,No,09-Aug-20,01-Apr-19,"Â£316,800.00","Â£1,267,200.00",Stagecoach,Large,03092390,SK3 0DU,Stockport- Corporate & Support Services
3329,Stockport Council,"391110-Works - Construction, Repair & Maintenance : Buildings : Construction",Principal Designer,OJEU Tender,Contract,01-Feb-17,36,48,31-Jan-20,No,31-Jan-21,01-Jul-19,"Â£200,000.00","Â£800,000.00",Keelagher Okey Associates Ltd,SME,4390026,WA11HU,Stockport- Corporate & Support Services
3345,Stockport Council,201300-Financial Services : Cash Collection : ,Cash Collection and Banking (Parking) ,OJEU Tender,Contract,01-Nov-17,36,72,31-Oct-20,No,31-Oct-23,01-Aug-19,"Â£161,000.00","Â£483,000.00",NSL Ltd,Medium,6033060,SL1 2BE,Stockport- Corporate & Support Services
3355,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Mentoring for Children 16+,OJEU Tender,Contract,01-Apr-17,36,48,31-Mar-20,No,31-Mar-21,08-Aug-18,"Â£43,000.00","Â£172,000.00",Pure Innovations Limited,Medium,5241249,SK3 0RF,Stockport- Services to People
3389,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Adoption Support FPS,OJEU Tender,DPS (Dynamic Purchasing System),25-Oct-17,48,48,24-Oct-21,No,24-Oct-21,24-Oct-20,"Â£11,250,000.00","Â£45,000,000.00",Approved supplier list maintained by the Council. Contact STAR Procurement for further details,,,,Stockport- Services to People
3397,Stockport Council,191100-Facilities & Management Services : Design & Photography : ,12 x bespoke images for use on banners and in promotional campaigns related to Stopfordia exhibition,Exemption,Contract,15-Sep-16,120,120,14-Sep-26,No,14-Sep-26,01-Apr-21,"Â£10,000.00","Â£10,000.00",Redacted,Sole Trader,Redacted,Redacted,Stockport- Corporate & Support Services
3400,Stockport Council,371000-Utilities : Electricity : ,Electricity Contract (Non-Half Hourly Metered),Call Off (External),Contract,01-Sep-16,36,36,31-Aug-19,No,31-Aug-19,08-Sep-18,"Â£816,000.00","Â£2,448,000.00",Total Gas and Power,Large,2172239,E14 5BF,Stockport- Corporate & Support Services
3401,Stockport Council,371000-Utilities : Electricity : ,Electricity Contract (Half Hourly Metered),Call Off (External),Contract,01-Sep-16,36,36,31-Aug-19,No,31-Aug-19,08-Sep-18,"Â£1,362,000.00","Â£4,086,000.00",Npower,Large,03653277,LS14 9AN,Stockport- Corporate & Support Services
3402,Stockport Council,371100-Utilities : Gas : ,Gas,Call Off (External),Contract,01-Oct-16,36,36,30-Sep-19,No,30-Sep-19,30-Sep-19,"Â£890,000.00","Â£2,670,000.00",Gazprom,Large,3904624,NW1 3BF,Stockport- Corporate & Support Services
3416,Stockport Council,171111-Education : Audio Visual : ,GM Libraries eBooks and eAudiobooks ,Call Off (External),Contract,01-Jun-17,46,70,31-Mar-21,No,31-Mar-23,25-Apr-19,"Â£21,500.00","Â£129,000.00",Bolinda UK Ltd,Large,5086231,RG14 2PZ,Stockport- Services to People
3429,Stockport Council,201200-Financial Services : Banking : ,Stockport Bill Payment Service,Call Off (External),Contract,01-Jul-17,24,48,30-Jun-19,Yes,30-Jun-21,02-Jan-19,"Â£100,000.00","Â£400,000.00",allPay,Large,2933191,HR1 3SE,Stockport- Corporate & Support Services
3439,Stockport Council,SOCIAL CARE SERVICES : Adult,Supported Living Services (103.11 - Phase 9),Tender,Contract,10-Apr-17,36,48,09-Apr-20,No,09-Apr-21,01-Sep-19,"Â£1,262,143.00","Â£5,048,572.00",Creative Support,SME,27440R,SK1 3TS,Stockport- Services to People
3444,Stockport Council,151514-Healthcare : Public Health : Specialist Services,Stockport Provision of Community Based Adult Drug and Alcohol Services,OJEU Tender,Contract,01-Oct-15,60,84,30-Sep-20,No,30-Sep-22,01-Oct-19,"Â£1,605,000.00","Â£11,235,000.00",Various - see below,Various - see below,Various - see below,Various - see below,Stockport- Services to People
3444,Stockport Council,151514-Healthcare : Public Health : Specialist Services,Stockport Provision of Community Based Adult Drug and Alcohol Services,-,-,-,-,-,-,-,-,-,-,-,"CGL (CHANGE, GROW, LIVE)",SME,03861209,BN1 1YR,Stockport- Services to People
3444,Stockport Council,151514-Healthcare : Public Health : Specialist Services,Stockport Provision of Community Based Adult Drug and Alcohol Services,-,-,-,-,-,-,-,-,-,-,-,Pennine Care NHS Foundation Trust,NHS,8436885,OL6 7SR,Stockport- Services to People
3493,Stockport Council,271300-Information Communication Technology : Services : Maintenance & Support,Paris - Electronic income system,Exemption,Contract,15-Oct-16,36,36,14-Oct-19,No,14-Oct-19,01-Apr-19,"Â£13,018.00","Â£39,054.00",Northgate Public Services (UK) Ltd,Large,968498,HP2 4NN,Stockport- Corporate & Support Services
3494,Stockport Council,271300-Information Communication Technology : Services : Maintenance & Support,ITSM Case Management System,Exemption,Contract,01-Oct-16,36,36,30-Sep-19,No,30-Sep-19,01-Apr-19,"Â£16,235.00","Â£48,705.00",Freshservice,Large,09338697,W1F 9PP,Stockport- Corporate & Support Services
3516,Stockport Council,151514-Healthcare : Public Health : Specialist Services,Toxicology Services Framework,OJEU Tender (Light Touch),Framework Agreement,21-Jan-19,48,48,22-Jan-23,No,22-Jan-23,10-Jan-22,"Â£604,000.00","Â£604,000.00",Sheffield Teaching Hospitals NHS Foundation Trust,Large,232608476,S5 7AU,Stockport- Services to People
3518,Stockport Council,171011-Education : School Services : ,Bikeability Cycle Training - Stockport ,Tender,Contract,01-Apr-17,12,36,31-Mar-20,Yes,31-Mar-20,01-Oct-17,"Â£40,400.00","Â£121,200.00",BikeRight! Ltd,SME,5742951,M11 2NA,Stockport- Services to People
3522,Stockport Council,201300-Financial Services : Cash Collection : ,Cash Collection  ,Call Off (External),Framework Agreement,01-Aug-17,29,41,31-Dec-19,No,31-Dec-20,01-Jun-19,"Â£27,200.00","Â£92,933.00",Security Plus ,Medium,1325489,ST14 7TQ,Stockport- Corporate & Support Services
3545,Stockport Council,321111-Social Community Care Supplies & Services - Children : Specialist Needs : Adoption Services,Inter country adoption pre-assessment service,Tender,Contract,01-Apr-17,36,36,31-Mar-20,No,31-Mar-20,01-Nov-18,"Â£15,000.00","Â£45,000.00",IAC Adoption Centre,Other,1067313,EN5 4HZ,Stockport- Services to People
3569,Stockport Council,"391411-Works - Construction, Repair & Maintenance : Roads : Repair & Maintenance",Travis Brow Link Road Scheme,Tender,Contract,01-Aug-17,28,28,30-Nov-19,No,30-Nov-19,01-Mar-19,"Â£3,358,489.00","Â£7,836,476.00",John Graham Construction LTD,Large,390813838,BT26 6HX,Stockport- Services to Place
3591,Stockport Council,209999-Financial Services : Not Elsewhere Classified : ,CFO Insight subscription,Exemption,Contract,20-Jan-17,36,36,19-Jan-20,No,19-Jan-20,20-Jan-18,"Â£10,000.00","Â£30,000.00",Grant Thornton UK LLP,Large,OC307742 ,NN4 7YE,Stockport- Corporate & Support Services
3608,Stockport Council,271440-Information Communication Technology : Software : ,Policy Compliance Software,Quote,Contract,05-Jan-17,36,36,04-Jan-20,No,04-Jan-20,04-Oct-19,"Â£10,175.00","Â£30,525.00",NetConsent Limited,SME,5055559,GU51 2UZ,Stockport- Corporate & Support Services
3613,Stockport Council,321013-Social Community Care Supplies & Services - Adult : Day Care : ,Community Learning Disability Service Contract,Tender,Contract,01-Apr-12,60,84,31-Mar-19,Yes,31-Mar-19,08-Aug-18,"Â£932,013.00","Â£5,592,078.00",Pennine Care NHS Foundation Trust,NHS,8436885,OL1 1PF,Stockport- Services to People
3619,Stockport Council,271440-Information Communication Technology : Software : ,Collection HQ,Exemption,Contract,01-Apr-17,36,36,31-Mar-20,No,31-Mar-20,25-Apr-19,"Â£8,749.00","Â£26,247.00",Bridgeall Libraries Ltd,SME,SC297736,G52 4RU,Stockport- Corporate & Support Services
3630,Stockport Council,271420-Information Communication Technology : Services : Online Services,Customer Relationship Management Upgrade and Support,Exemption,Contract,01-Apr-17,36,36,31-Mar-20,No,31-Mar-20,01-Apr-19,"Â£28,475.00","Â£116,445.00",Kana Software Ireland Limited,SME,FC033186,BT3 9DT,Stockport- Corporate & Support Services
3645,Stockport Council,201800-Financial Services : Insurance : ,"Insurance: Lot 1: Property Related, Lot 2: Property Owners, Lot 7: Motor - SMBS/SSK, Lot 8: Motor - SHL), Lot 9: Personal Accident, Lot 10: Engineering Combined, & Lot 11: Crime (FG)",OJEU Tender,Contract,01-Dec-17,36,60,30-Nov-20,No,29-Nov-22,11-Jan-19,"Â£589,442.21","Â£2,947,211.05",Zurich Insurance plc (UK Branch) t/a Zurich Municipal,Large,BR07985,PO15 7JZ,Stockport- Corporate & Support Services
3694,Stockport Council,271699-Information Communication Technology : Telecommunications : ,Mobile and Voice Data Aggregation (NFC60),Mini Competition (External),Contract,01-Apr-17,36,60,31-Mar-20,No,31-Mar-22,01-Jan-19,"Â£96,229.79","Â£481,148.95",Everything Everywhere (EE),Large,02382161,AL10 9BW,Stockport- Corporate & Support Services
3704,Stockport Council,321015-Social Community Care Supplies & Services - Adult : Sheltered Accommodation : ,LD Supported Living Service (103.12 - phase 10),Call Off (Internal),Contract,03-Jul-17,36,48,02-Jul-20,No,02-Jul-21,01-Jan-20,"Â£610,017.00","Â£1,807,300.00",Creative Support,SME,27440R,SK1 3TS,Stockport- Services to People
3726,Stockport Council,201200-Financial Services : Banking : ,Pre Payment Cards ,Call Off (External),Contract,01-Aug-17,36,48,31-Jul-20,Yes,31-Jul-21,31-Jul-19,"Â£12,990.00","Â£45,000.00",Pre Paid Financial  Services,Large,06337638,W1B 3AT,Stockport- Corporate & Support Services
3735,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Regional Adoption Agency - Birth Parent Support,Tender,Contract,01-Jul-17,27,39,30-Sep-19,No,30-Sep-20,12-May-18,"Â£50,000.00","Â£150,000.00",After Adoption,Medium,2545535,M15 4JJ,Stockport- Services to People
