Production Year,Operator,County,Town,Producing Formation,Active Gas Wells,Inactive Gas Wells,Purchaser Codes
1994,"GFS Energy, Inc.",Wyoming,PERRY,MEDINA,2,0,GP
1990,"Atwood Energy, Inc.",Cattaraugus,NAPOLI,MEDINA,0,2,
1997,CEI 1991-1 Joint Venture,Chautauqua,HARMONY,MEDINA,1,0,GK
1986,"Angell,George B",Allegany,ALMOND,MARCELLUS,0,1,GK
1996,New York Gas & Oil Drilling Co,Genesee,DARIEN,ONONDAGA,0,2,
1989,"Envirogas, Inc.",Chautauqua,DUNKIRK,MEDINA,1,0,GK
1975,National Fuel Gas Supply Corp.,Erie,NORTH COLLINS,AKRON,5,2,
1993,"Geo Ventures, Inc.",Chautauqua,WESTFIELD,MEDINA,8,0,"GD,GK"
1994,"Chautauqua Energy, Inc.",Chautauqua,CLYMER,ONONDAGA-BASS ISLAND,0,0,"GX,OA"
1986,Larson Larson & Larson,Chautauqua,BUSTI,GLADE,0,0,OX
1967,Larson Emil G.,Chautauqua,BUSTI,GLADE,0,0,OB
1998,"Dick, James F Jr",Allegany,WIRT,RICHBURG,0,0,
1986,"Payne, Allen",Cattaraugus,ALLEGANY,CHIPMUNK,0,0,OA
1989,Mitchell Exploration Corp.,Seneca,TYRE,QUEENSTON,0,1,
1974,"Thomson, Howard B.",Allegany,WIRT,RICHBURG,0,0,OB
1986,"Cooper, Brian C",Allegany,BOLIVAR,RICHBURG,0,0,OB
1975,Witco Corp.,Cattaraugus,ALLEGANY,CHIPMUNK,0,0,OC
1991,"Carls, Kevin D",Cattaraugus,ALLEGANY,BRADFORD,0,0,OA
1990,Petrolia Oil & Gas Co.,Allegany,SCIO,RICHBURG,0,0,OB
1986,Salzmans Farm,Erie,EDEN,MEDINA,1,0,
1996,"McNamara, John J Jr",Erie,NORTH COLLINS,AKRON,1,0,
1992,Le Roy Central School,Genesee,LE ROY,MEDINA,4,0,
1976,Miller Oil Co.,Cattaraugus,OLEAN,BRADFORD,0,0,OA
1984,Cassadaga Valley Central School,Chautauqua,GERRY,MEDINA,1,0,
1995,Frank H. Stephan Oil Group,Cattaraugus,ALLEGANY,BRADFORD,0,0,OC
1988,"Hitchcock, Glen",Cattaraugus,ALLEGANY,BRADFORD,0,0,
1970,Iroquois Gas Corp.,Allegany,BOLIVAR,CHEMUNG,7,0,GX
1975,"Yahn & Yahn, Inc.",Steuben,WEST UNION,FULMER VALLEY,0,0,OB
1998,"JFS Energy Enterprises, LLC",Erie,HAMBURG,MEDINA,8,2,GK
1999,"Ardent Resources, Inc.",Wyoming,PERRY,MEDINA,0,1,
1986,"Harriger, Earl",Allegany,BOLIVAR,RICHBURG,0,0,OB
1999,Seneca Resources Corporation,Chautauqua,POLAND,MEDINA,8,0,GK
1975,"Gorton, Leonette",Allegany,,,0,0,OB
1984,"Templeton Energy,  Inc.",Chautauqua,PORTLAND,MEDINA,5,0,GK
1991,TGX Corp.,Chautauqua,ELLERY,ONONDAGA-BASS ISLAND,0,0,"OA,OB"
1992,"J & J Realty, Inc.",Erie,NORTH COLLINS,MEDINA,1,0,GK
1994,"Partyka, Pauline D.",Chautauqua,VILLENOVA,MEDINA,1,0,
1987,"Empire Exploration, Inc.",Cattaraugus,DAYTON,ONONDAGA,4,0,"GK,GX"
1990,"Fifteen Alberta Resources, Inc",Chautauqua,ELLERY,MEDINA,1,0,GK
1989,Pennsylvania General Energy,Cattaraugus,CARROLLTON,CHIPMUNK,0,0,OB
1996,JoAnn Donovan & the Donald F. Donovan Family Trust,Livingston,WEST SPARTA,MARCELLUS,1,0,
1995,Shorewood Farms Drilling,Erie,HAMBURG,MEDINA,1,0,
1983,"Ensworth, B A & E V",Cattaraugus,ALLEGANY,CHIPMUNK,0,0,
1983,"Eclipse Management Assoc., Inc",Chautauqua,MINA,MEDINA,5,0,
1989,"Reserve Gas Company, Inc.",Genesee,DARIEN,MEDINA,20,0,GN
1992,Carey Hollow Oil Co.,Cattaraugus,ALLEGANY,BRADFORD,0,0,OC
1977,"Ventura, James",Allegany,BOLIVAR,RICHBURG,0,0,
1990,U S Energy Development Corp.,Cattaraugus,OLEAN,BRADFORD,0,6,
1980,Mother of Divine Grace Church,Erie,CHEEKTOWAGA,MEDINA,1,0,
1994,"Oil, Gas & Land Services, Inc.",Chautauqua,GERRY,ONONDAGA-BASS ISLAND,7,1,"GC,GX,OC"
1994,Meridian Exploration Corp.,Seneca,VARICK,QUEENSTON,5,0,GC
1988,"Bouquin, Fred C Jr",Cattaraugus,ALLEGANY,BRADFORD,0,0,"OA,OC"
1993,L. W. Resources,Erie,NEWSTEAD,MEDINA,9,1,GX
1989,"Hugoton Petroleum,  Inc.",Chautauqua,NORTH HARMONY,MEDINA,2,0,GH
1995,"Mancuso, George P. Estate of",Livingston,CALEDONIA,MEDINA,1,0,
1990,Miller Brewing Co.,Cayuga,THROOP,QUEENSTON,10,0,GB
1997,"Sierra Energy, Inc.",Genesee,ALEXANDER,MEDINA,6,0,GX
1992,Christ The King Seminary,Erie,AURORA,MEDINA,2,0,
1998,Meridian Exploration Corp.,Seneca,VARICK,QUEENSTON,42,0,GX
1998,"Lefort, Marian G.",Wyoming,SHELDON,MEDINA,1,0,
1995,Meridian Exploration Corp.,Seneca,VARICK,ROCHESTER SHALE,1,0,GC
1989,"Granby & Hemenway Gas Co., Inc",Ontario,NAPLES,MARCELLUS,11,0,
1984,"Wightman, Gerald",Allegany,WIRT,RICHBURG,0,0,OB
1998,"Pagels, James",Allegany,WELLSVILLE,FULMER VALLEY,0,2,
1986,"Doran & Associates, Inc.",Chautauqua,SHERMAN,MEDINA,2,0,GH
1983,"Smith, Gerald G. J.",Allegany,GENESEE,RICHBURG,0,0,
1997,Vineyard Oil & Gas Company,Chautauqua,RIPLEY,MEDINA,0,0,GK
1988,"Universal Resources Holdings, Incorporated",Chautauqua,VILLENOVA,MEDINA,6,0,GK
1981,Petrolia Oil & Gas Co.,Allegany,SCIO,RICHBURG,0,0,OB
1986,"Fairmont Oil Co., Inc.",Allegany,RUSHFORD,MEDINA,1,0,GX
1988,"Sena, Joseph R",Chautauqua,CHAUTAUQUA,MEDINA,1,0,
1996,"Pefley Oil & Gas, Inc.",Chautauqua,CARROLL,MEDINA,0,3,
1992,"Matrix Energy Development, Inc.",Chautauqua,POMFRET,MEDINA,0,2,
1991,"McGinnis, Tom",Allegany,WILLING,RICHBURG,0,0,
1988,National Fuel Gas Supply Corp.,Genesee,STAFFORD,MEDINA,1,0,GK
1984,M & W Oil Co.,Cattaraugus,ALLEGANY,BRADFORD,0,0,OB
1989,"Keystone Energy Oil & Gas, Inc",Cattaraugus,PERSIA,MEDINA,66,0,GK
1972,L & S Oil Co.,Allegany,WELLSVILLE,FULMER VALLEY,0,0,OB
1996,"Eclipse Energy Company, LLC",Chautauqua,SHERIDAN,MEDINA,3,0,
1985,R & C Oil Co.,Cattaraugus,CARROLLTON,BRADFORD,0,0,OC
1998,Cunningham Natural Gas Corp.,Steuben,ADDISON,NONE SPECIFIED,0,1,
1990,"Jennings, Earl",Allegany,ALMA,RICHBURG,0,0,OB
1993,Iroquois Natural Gas Co.,Chautauqua,HANOVER,MEDINA,2,0,GK
1992,"J M Resources, Inc.",Chautauqua,DUNKIRK,MEDINA,1,0,GK
1997,"Arrowhead Gas Producers, Inc.",Chautauqua,CHAUTAUQUA,MEDINA,2,0,GK
1990,CNG Transmission Corp.,Madison,LEBANON,HERKIMER-ONEIDA,2,0,GX
1986,U S Energy Development Corp.,Chautauqua,GERRY,MEDINA,5,0,"GH,GX"
1986,Walker Exploration & Production Corp.,Chautauqua,ELLERY,MEDINA,2,0,"GK,GX"
1993,Schreiner Oil and Gas Inc.,Chautauqua,HANOVER,MEDINA,1,0,GX
1986,"F & G Exploration, LLC",Cayuga,SPRINGPORT,QUEENSTON,2,0,GX
1996,"Vandermark Exploration, Inc.",Steuben,WEST UNION,ORISKANY,0,2,
1995,Miller Gas Corp.,Wyoming,MIDDLEBURY,THERESA,0,6,
1992,"Evinczik, Joseph A",Chautauqua,BUSTI,GLADE,2,0,
1982,"Union Drilling,  Inc.",Seneca,FAYETTE,,0,3,
1974,"JFS Energy Enterprises, LLC",Erie,HAMBURG,MEDINA,12,0,GX
1983,"Mt. Morris Drilling,  Inc.",Livingston,GROVELAND,,2,0,
1988,Estate of Gary W. George,Wyoming,BENNINGTON,,0,1,
1984,Columbia Gas Transmission Corp.,Chautauqua,POLAND,MEDINA,2,10,
1997,"Yonker, Gary J. & Rosemary A.",Chautauqua,SHERMAN,MEDINA,1,0,
1973,"Granby & Hemenway Gas Co., Inc",Ontario,NAPLES,MARCELLUS,11,0,GX
1996,"Jackson, Sharon E.",Wyoming,PIKE,DEVONIAN SHALE,1,0,
1988,"Griffith, Alvin H",Chautauqua,ELLICOTT,ONONDAGA,1,0,
1993,"Meter, Erin L. & William J.",Livingston,WEST SPARTA,MARCELLUS,1,0,
1990,Gypsum Energy Management Co.,Genesee,ALEXANDER,MEDINA,35,0,GR
1993,Transfuel Resources Co.,Chautauqua,STOCKTON,MEDINA,1,0,GK
1997,"Hess, Lester H",Allegany,INDEPENDENCE,FULMER VALLEY,2,0,
1978,"Faulkner, M Gordon",Cattaraugus,ALLEGANY,BRADFORD,0,0,OA
1997,"Pan Energy Company, Inc.",Chautauqua,ELLICOTT,MEDINA,1,0,GX
1993,"Wroblewski, Francis M",Erie,COLDEN,MEDINA,1,0,
1978,National Fuel Gas Supply Corp.,Erie,EVANS,MEDINA,1,0,
1991,"Campbell, Mott",Allegany,SCIO,RICHBURG,0,0,OB
1993,"Keller, David & Edna",Chautauqua,BUSTI,GLADE,0,0,OX
1977,"Flint Oil & Gas, Inc.",Cattaraugus,OTTO,MEDINA,9,0,GK
1995,Waste Water Treatment Plant,Chautauqua,DUNKIRK,MEDINA,1,0,
1990,"Envirogas, Inc.",Chautauqua,GERRY,MEDINA,2,1,"GH,GK"
1971,"State Line Oil & Gas Co.,Inc.",Chautauqua,RIPLEY,MEDINA,2,0,GX
1984,"Chautauqua Energy, Inc.",Chautauqua,CHAUTAUQUA,MEDINA,2,0,GH
1993,"Dunn, Walter J. & Elixabeth Irrevocable Trust",Cayuga,SCIPIO,QUEENSTON,1,0,
1981,"Buffalo Wire Works Co., Inc.",Erie,BUFFALO,MEDINA,1,0,
1992,"Stedman Energy, Inc.",Chautauqua,ELLERY,MEDINA,3,0,GK
1989,Eye Petroleum Association,Erie,EDEN,MEDINA,12,0,GK
1989,"Appalachian Energy, Inc.",Chautauqua,BUSTI,MEDINA,5,8,GH
1980,National Fuel Gas Supply Corp.,Ontario,WEST BLOOMFIELD,MEDINA,4,1,
1986,"Lenape Resources Corp., The",Livingston,YORK,MEDINA,44,0,GI
1986,"Evinczik, Mitchell B",Chautauqua,BUSTI,GLADE,0,0,OB
1994,"Mosher, Victoria N.",Cattaraugus,DAYTON,MEDINA,1,0,
1996,"Ricotta, Anthony P.",Wyoming,WARSAW,MEDINA,1,0,
1999,"Sescil, Douglas W.",Erie,NEWSTEAD,MEDINA,1,0,
1999,Columbia Natural Resources  LLC,Steuben,PRATTSBURG,BLACK RIVER,1,0,GX
1986,"Subsea Oil & Gas, Inc.",Erie,BRANT,MEDINA,1,0,"GK,GX"
1986,Phelps Dodge Fuel Development Corp.,Erie,EDEN,MEDINA,1,0,"GK,GX"
1976,Frisina Oil Co.,Cattaraugus,ALLEGANY,BRADFORD,0,0,OA
1992,National Fuel Gas Supply Corp.,Chautauqua,ARKWRIGHT,MEDINA,8,0,GK
1996,"Nickerson, Royal",,,,0,0,
1985,"Westmin Resources,  Inc.",Livingston,PORTAGE,MEDINA,0,2,
1997,L. W. Resources,Cattaraugus,PERRYSBURG,MEDINA,2,0,
1974,"Flint Oil & Gas, Inc.",Erie,HAMBURG,MEDINA,4,0,GK
1989,"Envirogas, Inc.",Chautauqua,CLYMER,MEDINA,23,9,GH
1987,"Middaugh, Vincent",Allegany,AMITY,SCIO,1,0,OB
1978,"Flint Oil & Gas, Inc.",Cattaraugus,BUFFALO,MEDINA,9,0,GK
1988,"Empire Exploration, Inc.",Chautauqua,GERRY,MEDINA,1,0,GX
1967,Iroquois Gas Corp.,Cattaraugus,PERRYSBURG,MEDINA,0,20,
1995,"Gage, Allen J.",Chautauqua,HANOVER,MEDINA,1,0,
1990,"Brown, Edward J. and Anne D.",Seneca,FAYETTE,QUEENSTON,1,0,
1986,"Chautauqua Energy, Inc.",Chautauqua,CLYMER,MEDINA,1,0,GH
1992,U S Energy Development Corp.,Erie,CONCORD,MEDINA,10,0,GK
1986,Berea Oil & Gas Corp.,Chautauqua,CHARLOTTE,MEDINA,2,0,GH
1974,Vossler & Shaw,Allegany,,,0,0,OB
1988,Grimsby & Co.,Chautauqua,POMFRET,MEDINA,2,0,GK
1988,Cliffstar Corp.,Chautauqua,DUNKIRK,MEDINA,1,0,
1993,Transfuel Resources Co.,Chautauqua,CLYMER,MEDINA,40,10,"GH,GK"
1990,"Vandermark Exploration, Inc.",Steuben,WEST UNION,ORISKANY,0,2,
1986,Portville Central School,Cattaraugus,PORTVILLE,BRADFORD,0,1,
1978,"Swanson, Ralph",,DUNKIRK,MEDINA,1,0,
1968,Iroquois Gas Corp.,Chautauqua,WESTFIELD,MEDINA,1,0,GX
1996,"Basic Energy Producers, Inc.",Chautauqua,CHAUTAUQUA,MEDINA,3,0,GK
1991,Pennzoil Products Co.,Cattaraugus,OLEAN,BRADFORD,0,0,
1991,United States Gypsum Co.,Genesee,BATAVIA,MEDINA,20,0,GR
1974,"B.C.R. Development, Inc.",Steuben,WEST UNION,FULMER VALLEY,0,0,OB
1990,Christ The King Seminary,Erie,AURORA,MEDINA,2,0,
1982,"Envirogas, Inc.",Cattaraugus,DAYTON,MEDINA,0,3,
1996,"Shultz, Martin K",Cattaraugus,CARROLLTON,CHIPMUNK,0,0,OA
1988,"Thorpe, Marvin E",Chautauqua,BUSTI,GLADE,0,0,OB
1986,"Warner Bros Well Drilling, Inc",Erie,NEWSTEAD,MEDINA,1,0,GK
1999,National Fuel Gas Supply Corp.,Allegany,ALMA,ORISKANY,0,3,
1993,"Forster, Richard R. & Cheryl M",Chemung,VAN ETTEN,ORISKANY,1,0,
1991,"20 Bliss Street, Inc.",Chautauqua,ARKWRIGHT,MEDINA,4,0,GK
1982,"Doran & Associates, Inc.",Chautauqua,HARMONY,MEDINA,0,2,
1997,Gastec Energy Corp.,Erie,NORTH COLLINS,MEDINA,3,0,GK
1986,"Templeton Energy,  Inc.",Chautauqua,MINA,MEDINA,1,0,GQ
1998,"Dudar, John",Allegany,ALMA,RICHBURG,0,0,
1994,"Gorveland Drilling, Inc.",Livingston,WEST SPARTA,MEDINA,1,0,
1985,U S Energy Development Corp.,Chautauqua,CHERRY CREEK,MEDINA,1,8,GH
1993,"Reserve Gas Company, Inc.",Erie,ALDEN,MEDINA,17,4,GN
1997,"Kabel, Ruth, G.",Erie,ORCHARD PARK,MEDINA,0,1,
1996,Gemini Oil Company,Chautauqua,BUSTI,GLADE,0,0,OC
1995,"Arrowhead Gas Producers, Inc.",Cattaraugus,ALLEGANY,BRADFORD,0,0,OA
1973,Sprague Oil Co.,Allegany,,,0,0,OB
1985,"Empire Exploration, Inc.",Cattaraugus,DAYTON,ONONDAGA,2,0,GK
1998,Templeton & Woods,Cattaraugus,CARROLLTON,CHIPMUNK,0,0,
1997,"Call Farms, Inc.",Genesee,BATAVIA,MEDINA,3,0,
1995,"Frey Well Drilling, Inc.",Erie,WALES,MEDINA,0,1,
1987,"Deptuch, Michael Estate",Cayuga,SUMMERHILL,QUEENSTON,0,1,
1996,New York Gas & Oil Drilling Co,Wyoming,BENNINGTON,MEDINA,1,0,GR
1997,"McCool, John E.",Cattaraugus,SOUTH VALLEY,MEDINA,1,0,GH
1982,"Bounty Holdings, Incorporated",Chautauqua,POLAND,MEDINA,0,5,
1983,Woodmere Energy 1982 Drilling Program,Genesee,ALEXANDER,MEDINA,4,0,
1989,"Rochez, Mary B.",Cattaraugus,PERRYSBURG,AKRON,1,0,
1982,Columbia Gas Transmission Corp.,Cattaraugus,CONEWANGO,MEDINA,0,2,
1975,Willets & Paul Corp.,Allegany,GENESEE,RICHBURG,0,0,OB
1996,"Sena, Joseph R",Chautauqua,CHAUTAUQUA,MEDINA,1,0,
1987,"Eclipse Management Assoc., Inc",Chautauqua,CHAUTAUQUA,MEDINA,6,1,GK
1994,"Ardent Resources, Inc.",Cayuga,SPRINGPORT,QUEENSTON,4,0,GC
1979,Maple Oil Co.,Allegany,BOLIVAR,RICHBURG,0,0,"GX,OB"
1996,"St Columbans On The Lake, Inc.",Chautauqua,SHERIDAN,MEDINA,1,0,
1997,"Venture Technology, Inc.",Chautauqua,POMFRET,MEDINA,0,2,
1996,CNG Transmission Corp.,Steuben,TUSCARORA,ORISKANY,0,1,
1978,Consolidated Gas Supply Corp.,Cayuga,SPRINGPORT,QUEENSTON,0,4,
1983,"Envirogas, Inc.",Cattaraugus,RANDOLPH,MEDINA,8,9,
1995,"Woodward Pipeline, Inc.",Erie,NORTH COLLINS,MEDINA,3,0,GK
1986,Akron Central School District,Erie,NEWSTEAD,MEDINA,3,0,
1991,"Olson, Gilbert L.",Chautauqua,ELLERY,MEDINA,1,0,
1984,Ketchurian & Co.,Chautauqua,ARKWRIGHT,MEDINA,3,0,GK
1994,Estate of Robert Gloor,Chautauqua,POMFRET,MEDINA,1,0,
1996,"Fairmont Oil Co., Inc.",Allegany,RUSHFORD,MARCELLUS,0,1,
1993,Woodmere Energy 1982 Drilling Program,Genesee,ALEXANDER,MEDINA,6,0,GX
1984,Fea Gas Co.,Chautauqua,SHERIDAN,MEDINA,1,0,GK
1999,"Alden Aurora Gas Co.,  Inc.",Erie,LANCASTER,MEDINA,1,0,
1998,"Eclipse Energy Company, LLC",Erie,NORTH COLLINS,MEDINA,2,0,GK
1990,Gypsum Energy Management Co.,Wyoming,SHELDON,MEDINA,20,0,GR
1992,Viera Energy Corp.,Chautauqua,BUSTI,GLADE,0,0,OA
1973,D-Y-M Corp.,Steuben,WEST UNION,BRADFORD,0,0,OB
1984,K-Arcy Corp.,Allegany,ALMA,RICHBURG,0,0,
1993,"Jim Murphy Buick GMC, Inc.",Erie,CHEEKTOWAGA,MEDINA,1,0,
1985,"Desert Gas Exploration, Inc.",Chautauqua,HANOVER,MEDINA,5,0,GK
1993,"Connors, Robert & Shirley",Ontario,WEST BLOOMFIELD,MEDINA,1,0,
1990,"Taylor, Mrs. C. Nell",Allegany,BOLIVAR,RICHBURG,0,0,OB
1988,"Dudeck, James R",Chautauqua,POMFRET,MEDINA,1,0,
1974,Anderson Oil Co.,Steuben,,ORISKANY,1,0,GX
1982,"McNamara, John J Jr",Erie,NORTH COLLINS,ORISKANY,1,0,
1993,Francis Root Oil Company,Allegany,ALMA,RICHBURG,0,0,OC
1998,Belden & Blake Corporation,Chautauqua,STOCKTON,MEDINA,74,3,GK
1997,"Ricotta, Anthony P.",Wyoming,WARSAW,MEDINA,1,0,
1974,National Fuel Gas Supply Corp.,Allegany,ALMA,CHEMUNG,35,0,GX
1997,"Mosher, Kenneth",Cattaraugus,DAYTON,MEDINA,1,0,
1997,"Peterson, JoAnn, Kunn, Nancy/Dutka Estate",Cattaraugus,CARROLLTON,BRADFORD,0,0,
1985,"Ostrander, Howard & Iris",Cattaraugus,ALLEGANY,BRADFORD,0,0,OC
1989,"Di Cerbo, Nicholas A.",Cattaraugus,OLEAN,BRADFORD,1,0,OB
1986,"Covewood Commodities, Inc.",Chautauqua,DUNKIRK,MEDINA,1,0,GX
1977,National Fuel Gas Supply Corp.,Erie,HAMBURG,MEDINA,3,1,
1994,"Matrix Energy Development, Inc.",Cattaraugus,NEW ALBION,MEDINA,0,1,
1993,National Fuel Gas Supply Corp.,Cattaraugus,PERSIA,ONONDAGA-BASS ISLAND,1,0,GK
1975,"Studd,  Paul E.",Cattaraugus,,CHIPMUNK,0,0,
1988,"Envirogas, Inc.",Chautauqua,DUNKIRK,MEDINA,1,0,GK
1987,"Exchange Oil & Gas,  Inc.",Cattaraugus,ALLEGANY,BRADFORD,0,0,OB
1996,"Dust Bowl Oil Company, Inc.",Allegany,WIRT,RICHBURG,0,0,OX
1993,"Subsea Oil & Gas, Inc.",Erie,EDEN,MEDINA,7,0,GK
1987,"Minderler, Lawrence J",Cattaraugus,ALLEGANY,BRADFORD,0,0,OA
1970,Bradley Producing Corp.,Allegany,,,0,0,OB
1990,TGX Corp.,Chautauqua,GERRY,ONONDAGA-BASS ISLAND,3,0,"GH,OB"
1995,"Oil, Gas & Land Services, Inc.",Chautauqua,CHARLOTTE,MEDINA,2,3,GH
1993,TGX Corp.,Chautauqua,CHAUTAUQUA,MEDINA,96,0,"GH,GK,GQ"
1983,Eye Petroleum Association,Erie,EDEN,MEDINA,6,0,
1985,"Bucher, William C",Cattaraugus,ALLEGANY,BRADFORD,0,0,OA
1986,"Dest Exploration, Inc.",Chautauqua,GERRY,MEDINA,1,0,GK
1984,"Thropp, Gregory J",Cattaraugus,ALLEGANY,,0,0,OB
1999,Belden & Blake Corporation,Chautauqua,WESTFIELD,MEDINA,87,0,"GH,GK"
1993,Joyce - Tullar Oil Co.,Allegany,WELLSVILLE,FULMER VALLEY,0,0,OC
1995,"Seitz, Earl H.",Chautauqua,BUSTI,MEDINA,0,1,
1993,"Winter, Clarence",Erie,NORTH COLLINS,MEDINA,1,0,
1995,Oily Ann Oil And Gas Inc.,Cattaraugus,OLEAN,MEDINA,0,0,OC
1969,Gemini Oil Company,Chautauqua,BUSTI,GLADE,0,0,OB
1990,"Johnson, Daniel H",Chautauqua,BUSTI,GLADE,0,0,
1996,Rochester Gas & Electric Corp.,Monroe,RIGA,MEDINA,0,1,
1994,"Hoffman, Carol",Wyoming,SHELDON,MEDINA,1,0,
1992,"Plants and Goodwin, Inc.",Allegany,WIRT,RICHBURG,0,0,OC
1986,Gypsum Energy Management Co.,Genesee,DARIEN,MEDINA,2,0,"GR,GX"
1991,"Wormley, Fred K",Allegany,ALMA,RICHBURG,0,0,OB
1997,"Small, Louis E.",Erie,MARILLA,MEDINA,1,0,
1994,Projects & Gas Ventures Int'l. Inc.,Erie,CONCORD,MEDINA,1,0,GK
1984,St Bonaventure University,Cattaraugus,ALLEGANY,,0,1,
1997,"Weil Resources, Inc.",Erie,LACKAWANNA,MEDINA,2,0,GK
1997,"Geo Ventures, Inc.",Erie,BOSTON,MEDINA,8,0,GX
1990,New York Gas & Oil Drilling Co,Erie,ALDEN,MEDINA,5,9,
1990,Oily Ann Oil And Gas Inc.,Cattaraugus,OLEAN,BRADFORD,0,0,OB
1970,Bradley Producing Corp.,Allegany,ALMA,RICHBURG,0,0,OB
1984,National Fuel Gas Supply Corp.,Erie,COLDEN,MEDINA,5,0,
1990,"Nerreter, Eleanor G",Erie,HAMBURG,MEDINA,2,0,GK
1996,"Matrix Energy Development, Inc.",Chautauqua,SHERIDAN,MEDINA,2,0,GK
1975,Columbia Gas Transmission Corp.,Chautauqua,CHAUTAUQUA,MEDINA,0,2,
1978,National Fuel Gas Supply Corp.,Steuben,HARTSVILLE,ORISKANY,0,2,
1996,"O'Connor, James M.",Allegany,GENESEE,RICHBURG,0,0,OC
1984,"Energy Oil, Inc.",Erie,ELMA,MEDINA,1,0,GK
1994,"East Resources, Inc.",Cattaraugus,ALLEGANY,BRADFORD,0,0,OA
1991,"Thropp, Gregory J",Cattaraugus,CARROLLTON,BRADFORD,0,0,OA
1988,"Church, Walter L",Chautauqua,GERRY,MEDINA,1,0,
1997,B B & K Oil Co.,Cattaraugus,ALLEGANY,BRADFORD THIRD,0,0,
1997,"Harris, William",Genesee,PAVILION,MEDINA,1,0,
1992,"Empire Exploration, Inc.",Chautauqua,WESTFIELD,MEDINA,1,0,GK
1989,Lake Shore Partnership,Cattaraugus,PERRYSBURG,MEDINA,0,2,
1972,Vulcan Oil Co,Allegany,ALMA,RICHBURG,0,0,OB
1980,"Flint Oil & Gas, Inc.",Erie,HAMBURG,MEDINA,3,4,GK
1996,"Randall, John B.",Ontario,RICHMOND,MEDINA,1,0,
1985,"Harriger, Earl",Allegany,BOLIVAR,RICHBURG,0,0,OB
1998,"REI-NY, LLC",Chautauqua,GERRY,BASS ISLAND,4,1,"GH,OD"
1987,"Park-Ohio Energy,  Inc.",Steuben,TUSCARORA,ORISKANY,0,1,
1995,"Schultz, Paul E & Bauer, James",Wyoming,WARSAW,MEDINA,1,0,
1984,"Suozzi, Daniel",Erie,AURORA,MEDINA,3,0,GK
1985,CNG Transmission Corp.,Ontario,PHELPS,NIAGARA,0,4,
1990,"Dunkirk, City School District",Chautauqua,DUNKIRK,MEDINA,1,0,
1987,Don Angle Co.,Chautauqua,BUSTI,GLADE,0,0,OB
1985,"White, Walter W. & Christina L.",Cattaraugus,CARROLLTON,CHIPMUNK,0,0,OC
1976,National Exploration Co.,Ontario,CANANDAIGUA,MEDINA,0,1,
1995,Seneca Resources Corporation,Erie,EDEN,MEDINA,2,0,GK
1994,"Thropp, Gregory J",Cattaraugus,OLEAN,BRADFORD,0,0,OA
1986,Meridian Exploration Corp.,Chautauqua,PORTLAND,MEDINA,1,0,GK
1995,"Fairmont Oil Co., Inc.",Cattaraugus,FARMERSVILLE,BRADFORD,0,0,
1984,"Empire Exploration, Inc.",Cattaraugus,DAYTON,ONONDAGA,3,0,"GH,GK"
1975,"Edwards, Nathan B Jr",Steuben,WEST UNION,FULMER VALLEY,0,0,
1986,"Dest Exploration, Inc.",Chautauqua,NORTH HARMONY,MEDINA,0,7,
1998,Ashland Farms LLC,Cayuga,LEDYARD,QUEENSTON,1,0,
1997,"Weil Resources, Inc.",Chautauqua,PORTLAND,MEDINA,5,0,GK
1999,"Naar, Manfred",Steuben,CAMERON,RHINESTREET,0,0,
1987,Perry Central Schools,Wyoming,PERRY,MEDINA,1,0,
1997,"Ardent Resources, Inc.",Allegany,GENESEE,ONONDAGA,0,1,
1991,"GFS Energy, Inc.",Wyoming,PERRY,MEDINA,2,0,GK
1986,Arlington Exploration Co.,Ontario,NAPLES,MARCELLUS,1,0,GX
1973,Hunt Oil Co.,Allegany,ANDOVER,FULMER VALLEY,0,0,
1988,"Shultz, Martin K",Cattaraugus,CARROLLTON,CHIPMUNK,0,0,OB
1994,Belden & Blake Corporation,Chautauqua,CHARLOTTE,ONONDAGA-BASS ISLAND,1,0,GH
1975,Templeton & Woods,Cattaraugus,CARROLLTON,CHIPMUNK,0,0,"OA,OC"
1992,Houghton College,Allegany,CANEADEA,DEVONIAN SHALE,0,1,
1977,"Country Side Sand & Gravel, Inc",Cattaraugus,DAYTON,MEDINA,1,0,GX
1992,"Clark, Bruce N.",Allegany,ANDOVER,PENNY & FULMER VALLEY,0,0,
1993,"Large, William C. & Mary B.",Cayuga,FLEMING,QUEENSTON,1,0,
1983,Timberlay Corp.,Livingston,AVON,MEDINA,0,16,
1993,"Gleber, Lawrence C. & Dorothy",Genesee,PAVILION,MEDINA,1,0,
1983,"Evinczik, Joseph A",Chautauqua,JAMESTOWN,MEDINA,2,0,
1986,Walker Exploration & Production Corp.,Chautauqua,RIPLEY,MEDINA,6,0,GK
1975,P & N Oil Co.,Cattaraugus,ALLEGANY,CHIPMUNK,0,0,"OA,OC"
1987,"Clearwater Systems, Inc.",Chautauqua,PORTLAND,MEDINA,0,1,GK
1996,"GFS Energy, Inc.",Genesee,DARIEN,MEDINA,4,0,GK
1987,"Basic Energy Producers, Inc.",Chautauqua,POMFRET,MEDINA,2,1,GK
1989,"Ekas, David & Archer",Cattaraugus,CARROLLTON,CHIPMUNK,0,0,OC
1990,"Evinczik, Mitchell B",Chautauqua,BUSTI,GLADE,0,0,OB
