Year,Quarter,LocationDesc,HealthTopic,PolicyTopic,Setting,Title,PolicyTypeID,PolicyTopicID
2011,1,Texas,Physical Activity,Bicycling,Community,Environmental Quality,LEG,005BIK
2011,1,Missouri,Nutrition,Access to Healthy Foods,Community,"Expenses, Grants, Refunds, and Distributions",LEG,001AHF
2009,1,Texas,Nutrition,Farm Direct Foods,School/After School,Farm to School Coordination Task Force,LEG,015FDF
2012,1,Hawaii,Nutrition,Farm Direct Foods,Community,An Act Relating to Food Self-Sufficiency<br>,LEG,015FDF
2009,1,California,Obesity,Appropriations,Community,Neighborhood Stabilization Program Grants,LEG,002APP
2011,1,California,Obesity,Appropriations,Restaurant/Retail,Local Taxation: Counties: School Districts,LEG,002APP
2008,1,Michigan,Physical Activity,Appropriations,Community,Housing and Community Development Fund,REG,002APP
2011,1,Illinois,Obesity,Appropriations,School/After School,Time Minimum for Daily Physical Education,LEG,002APP
2011,1,Texas,Obesity,Appropriations,Community,Facilities Environmental Quality Permit Applications,LEG,002APP
2011,1,Mississippi,Obesity,Disparities/Equity,School/After School,Vision 2020,LEG,013DEQ
2014,4,District of Columbia,Nutrition,Task Forces/Councils,Community,Food Policy Council,LEG,047TFC
2005,1,Oregon,Obesity,Appropriations,Community,Department of Human Services,LEG,002APP
2009,1,New York,Nutrition,Medical Care,Work Place,Bicycle Access to Public Office Buildings,LEG,026MEC
2004,1,District of Columbia,Nutrition,Food Assistance Programs,Community,An Act Making Appropriations <br>,LEG,003FAP
2009,1,North Carolina,Nutrition,Food Assistance Programs,Community,Sustainable Local Food Advisory Council,LEG,003FAP
2009,1,Massachusetts,Nutrition,Food Assistance Programs,School/After School,School Nutrition,LEG,003FAP
2006,1,Connecticut,Nutrition,Incentives,School/After School,An Act Implementing the Provisions of the Budget <br>,LEG,029INC
2011,1,Connecticut,Obesity,Appropriations,Community,Brownfield Remediation and Development,LEG,002APP
2002,1,South Dakota,Nutrition,Point of Purchase Promotion,Community,Personal Assistive Mobility Devices,LEG,037POP
2010,1,Kentucky,Nutrition,Food Assistance Programs,Work Place,Encouraging Health Lifestyles,LEG,003FAP
2015,1,Texas,Nutrition,Media Campaigns,Community,Department of Agriculture Initiatives,LEG,074MAM
2009,1,New Jersey,Physical Activity,Physical Education Requirements,School/After School,Obesity Instructions In Public Schools,LEG,036PER
2010,1,Illinois,Nutrition,Appropriations,Community,Feeding Illinois Funds,LEG,002APP
2009,1,New York,Obesity,Liability and Indemnity,Restaurant/Retail,Tax on Beverage Syrups and Soft Drinks,LEG,030LAI
2011,1,Texas,Physical Activity,Pedestrians/Walking,Community,Jefferson County Management District,LEG,052PED
2010,1,Kentucky,Obesity,Health Insurance Coverage,Work Place,State Employee Health Insurance,LEG,028HIC
2009,1,Rhode Island,Nutrition,Access to Healthy Foods,School/After School,Education,LEG,001AHF
2001,1,Hawaii,Nutrition,Vending,Community,Motor Vehicle Insurance Claims,LEG,051VEN
2011,1,Wisconsin,Obesity,Menu Labeling,Community,Tax Incremental Financing Districts,LEG,032MNL
2011,1,Rhode Island,Physical Activity,Built Environment and Street-Scale Design,Community,Land Development,REG,049BED
2010,1,Mississippi,Nutrition,Farm Direct Foods,Community,Healthy Food Retail Act,LEG,015FDF
2009,1,Massachusetts,Nutrition,Access to Healthy Foods,School/After School,Healthy Alternatives in Public School Food Program,LEG,001AHF
2011,1,Maine,Physical Activity,Physical Activity Requirements,School/After School,Student Health,LEG,035PAR
2011,1,Minnesota,Physical Activity,Bicycling,Community,Capital Investment,LEG,005BIK
2012,1,Illinois,Nutrition,Appropriations,Community,An Act Concerning Appropriations,LEG,002APP
2009,1,Massachusetts,Obesity,Incentives,School/After School,Healthy Child Scholarship,LEG,029INC
2011,1,Missouri,Physical Activity,Pedestrians/Walking,School/After School,An Act Relating to Bicycle State Holidays<br>,LEG,052PED
2008,1,Virginia,Physical Activity,Bicycling,Community,Department of Forestry Permit,LEG,005BIK
2011,1,Maryland,Physical Activity,Public Transportation,Community,Community Enhancement,LEG,040TRS
2005,1,Tennessee,Nutrition,Media Campaigns,Medical and/or Hospital,Consumer Protection,LEG,031MDC
2010,1,Texas,Nutrition,Nutrition Standards,Early Care and Education,Nutrition and Food,REG,010NUS
2011,1,California,Physical Activity,Safe Routes to Schools,Community,Safe Routes to School,LEG,041SRS
2009,1,Maryland,Nutrition,School Nutrition,Early Care and Education,Public Schools,LEG,043SNU
2010,1,Louisiana,Nutrition,Liability and Indemnity,Community,Capital Outlay,LEG,030LAI
2011,1,Tennessee,Nutrition,Medical Care,Community,Recreational Areas,LEG,026MEC
2011,1,Texas,Physical Activity,Access to Recreational Opportunities,School/After School,Tax Supported Bonds,LEG,004ARO
2009,1,Texas,Physical Activity,Physical Education Requirements,School/After School,School Physical Education,LEG,036PER
2009,1,Alabama,Nutrition,Appropriations,Community,Public Education,LEG,002APP
2011,1,District of Columbia,Obesity,Appropriations,Community,Pedestrian Safety Reinforcement Temporary Amendment Act,LEG,002APP
2011,1,Nevada,Obesity,Appropriations,Restaurant/Retail,Fee on Sales by Fast Food Businesses,LEG,002APP
2010,1,Maryland,Obesity,Appropriations,Community,State Highway Administration,LEG,002APP
2010,1,District of Columbia,Obesity,Food Restrictions,Restaurant/Retail,Fiscal Year 2010 Budget Support Act,LEG,020FOR
2010,1,Florida,Obesity,Body Mass Index (BMI),Community,Metropolitan Planning Organizations,LEG,006BMI
2009,1,Illinois,Nutrition,Food Assistance Programs,Community,Health Care and Human Services Implementation,LEG,003FAP
2010,1,Pennsylvania,Physical Activity,Public Transportation,Community,Annual Registration for Passenger Cars,LEG,040TRS
2009,1,California,Nutrition,Agriculture and Farming,Community,Public Health: Food Justice,LEG,017AGF
2011,1,Nebraska,Nutrition,Disparities/Equity,Community,Nebraska Healthy Food Financing Initiative Act,LEG,013DEQ
2010,1,California,Nutrition,Fruits and Vegetables,Restaurant/Retail,Food Grocers: Display of Farm Product Price,LEG,025FAV
2014,4,New Jersey,Nutrition,School Nutrition,School/After School,Breakfast After the Bell Incentive Fund,LEG,043SNU
2009,1,New Mexico,Obesity,Appropriations,School/After School,Fresh Fruit in School,LEG,002APP
2011,1,Oregon,Physical Activity,Bicycling,Community,Transit Benefit Districts,LEG,005BIK
2011,1,New York,Nutrition,Farm Direct Foods,School/After School,An Act in Relation to the Purchase of Local Food Products by School Districts<br>,LEG,015FDF
2010,1,Iowa,Nutrition,Task Forces/Councils,Community,Promotion of Local Food Farms,LEG,047TFC
2011,1,Florida,Obesity,Menu Labeling,School/After School,Growth Management Provisions,LEG,032MNL
2009,1,Washington,Obesity,Front of Package Labeling,Community,Annual School Reporting,LEG,024FOP
2011,1,Texas,Obesity,Appropriations,Community,Port Isabel Improvement District No 1,LEG,002APP
2011,1,Tennessee,Nutrition,Fruits and Vegetables,Community,Local Government,LEG,025FAV
2011,1,New York,Nutrition,Appropriations,Community,Community Food Security Program,LEG,002APP
2009,1,Oklahoma,Nutrition,Fruits and Vegetables,Restaurant/Retail,Revenue And Taxation,LEG,025FAV
2007,1,Connecticut,Nutrition,Initiatives and Programs,Restaurant/Retail,An act concerning seizure and custody of neglected or cruelly treated animals<br>,LEG,053INP
2010,1,Minnesota,Physical Activity,Pedestrians/Walking,Community,Capital Investment,LEG,052PED
2012,1,New York,Nutrition,Breastfeeding,Work Place,Relates to Obesity Prevention<br>,LEG,007BFD
2009,1,Illinois,Nutrition,Food Security,Community,Locally Grown Food Procurement,LEG,023FOS
2003,1,Texas,Nutrition,Initiatives and Programs,Community,An Act Relating to the Provision of Health and Human Services <br>,LEG,053INP
2005,1,New York,Nutrition,Access to Healthy Foods,Community,An Act Making Appropriations,LEG,001AHF
2011,1,Rhode Island,Nutrition,Fruits and Vegetables,Community,Supplemental Nutrition Program,REG,025FAV
2010,1,New York,Obesity,Appropriations,Community,State Smart Growth Public Infrastructure Policy Act,LEG,002APP
2015,1,New York,Nutrition,Task Forces/Councils,Community,"Task Force on Improving Urban and Rural Consumer Access to Locally Produced, Healthy Foods",LEG,047TFC
2003,1,Illinois,Physical Activity,Appropriations,Community,Highway Code,LEG,002APP
2009,1,New Mexico,Nutrition,Agriculture and Farming,Community,Appropriate Food,LEG,017AGF
2013,1,Massachusetts,Physical Activity,Public Transportation,Community,Smart Growth Zoning Overlay District,REG,040TRS
2010,1,Washington,Nutrition,Appropriations,School/After School,Coordinated School Health Public Private Partnership,LEG,002APP
2012,1,New Jersey,Nutrition,Disparities/Equity,Community,An Act Concerning Funding of the New Jersey Food Access Initiative<br>,LEG,013DEQ
2011,1,Hawaii,Obesity,Appropriations,Medical and/or Hospital,Tax Credits,LEG,002APP
2011,1,New Jersey,Obesity,Body Mass Index (BMI),Community,Designated Transit Villages Business Tax Credit,LEG,006BMI
2010,1,Indiana,Nutrition,Medical Care,Community,Bicycles and Traffic Safety,LEG,026MEC
2011,1,Washington,Obesity,Health Insurance Coverage,Medical and/or Hospital,Designation of the Medicaid Single State Agency,LEG,028HIC
2011,1,Vermont,Physical Activity,Bicycling,Work Place,Bicycle Racks on State Buildings,LEG,005BIK
2012,1,Illinois,Nutrition,Disparities/Equity,Community,An Act Concerning Appropriations,LEG,013DEQ
2003,1,Rhode Island,Nutrition,Incentives,Community,Youth Obesity,LEG,029INC
2003,1,Alaska,Obesity,Appropriations,Community,Rollerbladers,LEG,002APP
2007,1,Hawaii,Nutrition,Initiatives and Programs,School/After School,Senate  Concurrent Resolution<br>,LEG,053INP
2005,1,Wyoming,Physical Activity,Access to Recreational Opportunities,Community,Wyoming Community Facilities Program,LEG,004ARO
2001,1,Vermont,Physical Activity,Public Transportation,Community,Transportation Capital Program,LEG,040TRS
2009,1,New Mexico,Physical Activity,"Parks, Recreation and Trails",Community,Public Money Expenditure,LEG,034PRT
2014,1,California,Nutrition,Access to Healthy Foods,Community,Healthy Options for Everyone Act of 2014,LEG,001AHF
2011,1,California,Physical Activity,Public Transportation,Restaurant/Retail,State Planning,LEG,040TRS
2002,1,California,Physical Activity,Physical Education Requirements,School/After School,An Act Relating to Physical Education.<br>,LEG,036PER
2009,1,Massachusetts,Physical Activity,Pedestrians/Walking,Community,Transportation System Modernization,LEG,052PED
2007,1,Connecticut,Obesity,Appropriations,Community,Healthfirst Connecticut and Healthy Kids Initiatives,LEG,002APP
2002,1,Maryland,Nutrition,Medical Care,Community,Sidewalk and Bicycle Pathway Expenses,LEG,026MEC
2015,2,Minnesota,Nutrition,School Nutrition,Community,A bill for an act relating to state governmentâ¦,LEG,043SNU
2005,1,North Carolina,Obesity,Food Restrictions,School/After School,Child Nutrition Standards,LEG,020FOR
2010,1,Vermont,Obesity,Sugar Sweetened Beverages,Community,Soft Drinks,LEG,046SSB
2009,1,California,Physical Activity,Appropriations,School/After School,2009-10 Budget,LEG,002APP
2010,1,Hawaii,Nutrition,Appropriations,Medical and/or Hospital,Breastfeeding Encouragement Among Mothers,LEG,002APP
2010,1,North Carolina,Nutrition,Farmers Markets,Restaurant/Retail,Electronic Funds and Farmers Markets,LEG,016FAM
2010,1,Idaho,Physical Activity,Built Environment and Street-Scale Design,Community,Rules of the Road,LEG,049BED
2006,1,Utah,Nutrition,Medical Care,Community,Eminent Domain Uses,LEG,026MEC
2011,1,Minnesota,Obesity,Appropriations,Community,Public Safety,LEG,002APP
2011,1,New York,Nutrition,Access to Healthy Foods,School/After School,Establishing a Community Garden Task Force<br>,LEG,001AHF
2011,1,New York,Nutrition,Appropriations,Medical and/or Hospital,Reductions in Health Insurance Premiums,LEG,002APP
2009,1,Delaware,Nutrition,Farm Direct Foods,School/After School,Artificial Trans Fats,LEG,015FDF
2011,1,Tennessee,Nutrition,Farm Direct Foods,Restaurant/Retail,Taxes,LEG,015FDF
2011,1,Minnesota,Nutrition,Appropriations,Community,Government,LEG,002APP
2009,1,California,Nutrition,Fruits and Vegetables,Community,Victory Gardens and Microvintners: Taxes: Exemptions,LEG,025FAV
2010,1,Wisconsin,Obesity,Menu Labeling,Community,Durand Tax Incremental District 3,LEG,032MNL
2009,1,Florida,Nutrition,Fruits and Vegetables,Early Care and Education,Child Care,REG,025FAV
2010,1,Rhode Island,Physical Activity,Pedestrians/Walking,Community,Towns & Cities,LEG,052PED
2012,1,New Jersey,Nutrition,Agriculture and Farming,Community,An Act Concerning Water Supply Protection and Open Space and Farmland Preservation<br>,LEG,017AGF
2003,1,Vermont,Nutrition,Task Forces/Councils,School/After School,Nutrition Policy in Schools,LEG,047TFC
2010,1,Massachusetts,Nutrition,Agriculture and Farming,Community,Food Policy Council,LEG,017AGF
2011,1,California,Nutrition,Media Campaigns,Restaurant/Retail,CalFresh,LEG,031MDC
2009,1,Nevada,Nutrition,Appropriations,Early Care and Education,Facilities,REG,002APP
2011,1,Texas,Nutrition,Appropriations,School/After School,Students Food Containing Industrial Produced Trans Fat,LEG,002APP
2010,1,New Hampshire,Nutrition,Task Forces/Councils,Community,Federal Insurance Reform Implementation,LEG,047TFC
2011,1,Hawaii,Physical Activity,Task Forces/Councils,Community,Affordable Housing,LEG,047TFC
2011,1,Florida,Nutrition,Liability and Indemnity,Community,State Revenue Enhancement Act of 2011,LEG,030LAI
2010,1,Tennessee,Nutrition,Trans Fats,Community,Industrial Development,LEG,050FAT
2009,1,Iowa,Obesity,Body Mass Index (BMI),Community,Cultural and Entertainment Districts,LEG,006BMI
2011,1,New York,Nutrition,Task Forces/Councils,Community,Health Insurers,LEG,047TFC
2009,1,Virginia,Obesity,TV/Screen Viewing,Early Care and Education,Licensed Family Day Homes,REG,048TVS
2010,1,Hawaii,Obesity,Incentives,Community,General Excise Taxes on Sweetened Beverages,LEG,029INC
2007,1,Colorado,Nutrition,Disparities/Equity,School/After School,Start Smart Nutrition Program,LEG,013DEQ
2009,1,Michigan,Obesity,Appropriations,Community,Investment Zones,LEG,002APP
2010,1,New Jersey,Nutrition,Trans Fats,Community,Fitness Club Fees,LEG,050FAT
2011,1,Arkansas,Obesity,Appropriations,Community,Regional Mobility Authority,LEG,002APP
2011,1,Colorado,Physical Activity,Bicycling,Community,Senate Bill Funding Restriction,LEG,005BIK
2009,1,Hawaii,Obesity,Appropriations,Community,Transit Corridor and Affordable Housing,LEG,002APP
2011,1,Oregon,Nutrition,Farm Direct Foods,Restaurant/Retail,The Oregon Food Policy Council,LEG,015FDF
2010,1,Oklahoma,Nutrition,Food Assistance Programs,Community,Medically Fragile Waiver Services,REG,003FAP
2012,2,Iowa,Nutrition,Agriculture and Farming,Community,An Act Providing for Charitable Food Donations,LEG,017AGF
2010,1,Oklahoma,Obesity,Food Restrictions,Community,Healthy Communities,LEG,020FOR
2010,1,Maryland,Nutrition,Food Assistance Programs,Medical and/or Hospital,Health Insurance Copayments,LEG,003FAP
2011,1,Massachusetts,Physical Activity,Physical Activity Requirements,School/After School,Teaching of Health Education in Schools,LEG,035PAR
2010,1,Idaho,Physical Activity,Bicycling,School/After School,Motor Vehicles,LEG,005BIK
2010,1,New York,Obesity,Task Forces/Councils,Work Place,Advisory Committee on Public Wellness,LEG,047TFC
2009,1,Massachusetts,Obesity,Food Restrictions,Community,Farmers Markets,LEG,020FOR
2012,1,Kentucky,Physical Activity,Initiatives and Programs,Community,Cabinet for Health and Family Services<br>,LEG,053INP
2011,1,Kentucky,Nutrition,Task Forces/Councils,Community,Legislative Resolution,LEG,047TFC
2011,1,New Jersey,Obesity,Liability and Indemnity,Medical and/or Hospital,State Health Benefits Program State Employee Wellness,LEG,030LAI
2011,1,Oregon,Nutrition,Appropriations,Restaurant/Retail,Agricultural Products,LEG,002APP
2011,1,California,Physical Activity,Physical Education Requirements,Community,Budget Act of 2011,LEG,036PER
2009,1,Maryland,Nutrition,Incentives,Work Place,State Employee and Retiree Benefits,LEG,029INC
2010,1,Hawaii,Nutrition,Appropriations,School/After School,Healthy Lifestyle Education,LEG,002APP
2010,1,New Jersey,Obesity,Appropriations,Community,Local Redevelopment And Housing Law,LEG,002APP
2010,1,New York,Obesity,Appropriations,Restaurant/Retail,Greenmarket Definition,LEG,002APP
2011,1,Texas,Nutrition,Access to Healthy Foods,School/After School,Public School Campus Improvement Plans,LEG,001AHF
2011,1,Rhode Island,Obesity,Incentives,Community,Taxation,LEG,029INC
2009,1,Hawaii,Nutrition,Farm Direct Foods,School/After School,Hawaii Grown Produce,LEG,015FDF
2011,1,Utah,Obesity,Appropriations,Community,Local Government Amendments,LEG,002APP
2011,1,Georgia,Obesity,Food Restrictions,Community,Farm to School Programs,LEG,020FOR
2011,1,Rhode Island,Nutrition,Food Security,Restaurant/Retail,Food and Drugs,LEG,023FOS
2007,1,Montana,Nutrition,Media Campaigns,Community,Beef Marketing Program,LEG,031MDC
2011,1,Massachusetts,Nutrition,Appropriations,School/After School,Environmental and Health Impact Reports,LEG,002APP
2009,1,Washington,Obesity,Body Mass Index (BMI),Community,Transportation Funding,LEG,006BMI
2010,1,Alabama,Nutrition,Agriculture and Farming,Restaurant/Retail,Government Expenses,LEG,017AGF
2010,1,North Carolina,Nutrition,Appropriations,Community,Electronic Funds and Farmers Markets,LEG,002APP
2010,1,Michigan,Obesity,Appropriations,Community,Agriculture Industry,LEG,002APP
2011,1,Pennsylvania,Nutrition,Appropriations,Community,Food Product Offenses,LEG,002APP
2013,1,Georgia,Nutrition,Access to Healthy Foods,School/After School,Commending School Districts Participating in the Farm to School 5 Million Meals Campaign,LEG,001AHF
2009,1,Massachusetts,Nutrition,Farm Direct Foods,School/After School,Governor Fiscal Year 2010 Budget,LEG,015FDF
2009,1,Minnesota,Obesity,Appropriations,Community,Employment,LEG,002APP
2011,1,New York,Nutrition,Access to Healthy Foods,Community,Calcium Purchasing Preference Initiative,LEG,001AHF
2011,1,Michigan,Physical Activity,Incentives,Work Place,Uniform Employee Health Care,LEG,029INC
2009,1,Colorado,Nutrition,Initiatives and Programs,Early Care and Education,Family Child Care Homes,REG,053INP
2004,1,Connecticut,Nutrition,Access to Healthy Foods,School/After School,Nutrition In Schools,LEG,001AHF
2003,1,California,Nutrition,Healthier Food Retail and Food Deserts,School/After School,California Childhood Obesity Prevention Act,LEG,021HFR
2003,1,New York,Nutrition,Disparities/Equity,Community,An Act Making Appropriations,LEG,013DEQ
2010,1,Florida,Physical Activity,Task Forces/Councils,Work Place,Health Care,LEG,047TFC
2010,1,District of Columbia,Nutrition,Appropriations,Community,Supermarket Property Tax Rebate,LEG,002APP
2011,1,Texas,Obesity,Portion Size,School/After School,School Food Information,LEG,038POS
2011,1,Utah,Nutrition,Appropriations,Community,Duties of the Department of Agriculture and Food,LEG,002APP
2005,1,Michigan,Obesity,Appropriations,Community,Nonmotorized Transportation Facilities Funds,LEG,002APP
2011,1,New York,Nutrition,School Nutrition,School/After School,Sale of Certain Foods in Vending Machines,LEG,043SNU
2011,1,Kansas,Obesity,Sugar Sweetened Beverages,Community,Food Sales Tax,LEG,046SSB
2003,1,Oregon,Nutrition,Farmers Markets,Community,An Act Making Appropriations<br>,LEG,016FAM
2010,1,Hawaii,Obesity,Appropriations,School/After School,Housing,LEG,002APP
2010,1,Illinois,Nutrition,Trans Fats,Restaurant/Retail,Trans Fat Restriction Act,LEG,050FAT
2006,1,Florida,Physical Activity,Physical Education Requirements,School/After School,Education,LEG,036PER
2011,1,Alabama,Nutrition,Appropriations,Community,Nutrition Labeling of Food,LEG,002APP
2012,1,California,Nutrition,Farm Direct Foods,Community,An Act Relating to Agricultural Products<br>,LEG,015FDF
2011,1,South Carolina,Nutrition,Access to Healthy Foods,School/After School,Snack Food Consumption,LEG,001AHF
2009,1,Hawaii,Obesity,Menu Labeling,Community,Housing and Infrastructure Development,LEG,032MNL
2005,1,West Virginia,Physical Activity,Physical Education Requirements,School/After School,Healthy Lifestyles,LEG,036PER
2015,1,New York,Obesity,Body Mass Index (BMI),Work Place,Trans fat reduction; breastfeeding rights; BMI in schools; PE/PA requirements; Bicycle parking,LEG,006BMI
2012,1,New York,Nutrition,Farm Direct Foods,Restaurant/Retail,Relates to Obesity Prevention<br>,LEG,015FDF
2010,1,Hawaii,Nutrition,School Nutrition,School/After School,Schools,LEG,043SNU
2010,1,Maryland,Nutrition,Fruits and Vegetables,Community,Fees for Community Health Programs,REG,025FAV
2010,1,New York,Obesity,Health Insurance Coverage,Community,State Fiscal Plan,LEG,028HIC
2011,1,California,Nutrition,Appropriations,Restaurant/Retail,Taxation: Sweetened Beverage Tax: Children's Health,LEG,002APP
2011,1,West Virginia,Obesity,Appropriations,Community,"Development of State Roads, Railways, and Waterways",LEG,002APP
2009,1,Massachusetts,Obesity,Front of Package Labeling,Community,Out of School Time Programming,LEG,024FOP
2009,1,Louisiana,Obesity,Liability and Indemnity,Community,Video Games Tax,LEG,030LAI
2011,1,Maine,Obesity,Health Insurance Coverage,Community,Individual and Small Group Health Plans,LEG,028HIC
2010,1,Oklahoma,Nutrition,Agriculture and Farming,Community,Healthy Communities,LEG,017AGF
2010,1,Tennessee,Physical Activity,Public Transportation,Community,Appropriations,LEG,040TRS
2010,1,Vermont,Obesity,Appropriations,Community,Land Use,LEG,002APP
2011,1,Hawaii,Obesity,Liability and Indemnity,School/After School,Taxation,LEG,030LAI
2010,1,Minnesota,Nutrition,Liability and Indemnity,Community,State Government,LEG,030LAI
2011,1,Tennessee,Obesity,Liability and Indemnity,Community,Taxes,LEG,030LAI
2010,1,Massachusetts,Obesity,Food Restrictions,Community,Fiscal Year 2011 Budget,LEG,020FOR
2010,1,Idaho,Obesity,Health Insurance Coverage,Community,Community Infrastructure Districts,LEG,028HIC
2009,1,Iowa,Obesity,Appropriations,Community,Case Management Program,LEG,002APP
2011,1,North Carolina,Physical Activity,Physical Activity Requirements,School/After School,Local Schools and Fitness Testing,LEG,035PAR
2011,1,Florida,Obesity,Liability and Indemnity,Restaurant/Retail,Streamlined Sales and Use Tax Agreement,LEG,030LAI
2010,1,Alabama,Nutrition,Farm Direct Foods,Restaurant/Retail,Government Expenses,LEG,015FDF
2011,1,Ohio,Nutrition,Appropriations,Restaurant/Retail,Underserved Community Grocery Store Tax Credits,LEG,002APP
2009,1,Missouri,Physical Activity,Disparities/Equity,Work Place,Workplace Recognition Program,LEG,013DEQ
2009,1,North Carolina,Nutrition,Liability and Indemnity,Early Care and Education,Healthy Eating and Physical Activity Child Care,LEG,030LAI
2011,1,New York,Nutrition,Nutrition Standards,School/After School,New York Health Kids Act,LEG,010NUS
2001,1,Oklahoma,Obesity,Task Forces/Councils,School/After School,Children's Health,LEG,047TFC
2010,1,New Jersey,Obesity,Appropriations,Community,Property Tax Exemptions in Urban Enterprise Zones,REG,002APP
2005,1,California,Physical Activity,Bicycling,Community,Transportation: Bicycles,LEG,005BIK
2010,1,Rhode Island,Nutrition,Medical Care,Community,Motor and Other Vehicles,LEG,026MEC
2011,1,Maine,Nutrition,Farm Direct Foods,Community,Farm Stand Products and Disclosure,LEG,015FDF
2011,1,Alaska,Physical Activity,Appropriations,Community,Appropriations,LEG,002APP
2010,1,New Jersey,Physical Activity,Pedestrians/Walking,Community,Crosswalks,LEG,052PED
2010,1,Virginia,Nutrition,Agriculture and Farming,Restaurant/Retail,Local Restrictions on Farm Businesses,LEG,017AGF
2006,1,Indiana,Obesity,Appropriations,School/After School,Student Nutrition and Physical Activity,LEG,002APP
2011,1,South Dakota,Nutrition,Appropriations,Restaurant/Retail,Sales Tax Rates,LEG,002APP
2013,3,Oklahoma,Obesity,Liability and Indemnity,Restaurant/Retail,Commonsense Consumption Act,LEG,030LAI
2011,1,New York,Nutrition,Farm Direct Foods,Community,Establishment of a Community Gardens  Task Force,LEG,015FDF
2011,1,Nevada,Physical Activity,Task Forces/Councils,School/After School,School Wellness Policies,LEG,047TFC
2009,1,Massachusetts,Obesity,Appropriations,Community,Development of Underused State Owned Property,LEG,002APP
2011,1,Missouri,Nutrition,Agriculture and Farming,Restaurant/Retail,Farm to Table Advisory Board,LEG,017AGF
2013,1,Hawaii,Nutrition,Appropriations,Community,Relating to Urban Agriculture,LEG,002APP
2004,1,Virginia,Nutrition,Medical Care,Community,Bicycle Operation,LEG,026MEC
2011,1,New York,Physical Activity,Physical Activity Requirements,Work Place,Governors Council on Physical Fitness,LEG,035PAR
2010,1,Michigan,Nutrition,Appropriations,Restaurant/Retail,Community Health,LEG,002APP
2009,1,North Carolina,Nutrition,School Nutrition,School/After School,School Nutrition Program Funds,LEG,043SNU
2009,1,Connecticut,Obesity,Appropriations,Community,State Department on Aging,LEG,002APP
2011,1,Hawaii,Nutrition,Medical Care,Community,Salt Lake District Park Master Plan,LEG,026MEC
2011,1,Minnesota,Obesity,Appropriations,Community,Capital Investment,LEG,002APP
2011,1,Massachusetts,Nutrition,Fruits and Vegetables,Restaurant/Retail,Liability of Farmer Markets,LEG,025FAV
2009,1,New York,Nutrition,Agriculture and Farming,Community,Farmers Toll Exemption,LEG,017AGF
2011,1,Texas,Obesity,Appropriations,School/After School,Fiscal Matters Related to Public and Higher Education,LEG,002APP
2010,1,Illinois,Nutrition,Task Forces/Councils,Medical and/or Hospital,Chronic Disease Nutrition and Outcomes Commission,LEG,047TFC
2009,1,Tennessee,Obesity,Liability and Indemnity,Community,Food and Food Products,LEG,030LAI
2009,1,Illinois,Physical Activity,"Parks, Recreation and Trails",Community,Swimming Pool and Bathing Beach Code,REG,034PRT
2015,1,Washington,Nutrition,Task Forces/Councils,Community,Washington Food Policy Forum,LEG,047TFC
2005,1,California,Physical Activity,Appropriations,Community,Administration of Transportation Funds,LEG,002APP
2010,1,Alaska,Nutrition,Sodium,Community,Community Health Assessments,LEG,045SOD
2011,1,West Virginia,Physical Activity,Physical Activity Requirements,Community,Charitable Organizations and Property Taxation,LEG,035PAR
2009,1,Vermont,Nutrition,Farmers Markets,School/After School,Recovery and Reinvestment Act,LEG,016FAM
2010,1,District of Columbia,Nutrition,Disparities/Equity,Medical and/or Hospital,Hospital and Medical Services Corporation,LEG,013DEQ
2011,1,Hawaii,Obesity,Incentives,Medical and/or Hospital,Medicaid,LEG,029INC
2012,1,Oklahoma,Physical Activity,Liability and Indemnity,School/After School,An Act Relating to Schools<br>,LEG,030LAI
2009,1,Massachusetts,Nutrition,Farm Direct Foods,Community,School Nutrition,LEG,015FDF
2013,2,Oregon,Nutrition,Food Security,Community,Relating to supplemental assistance for the purchase of food directly from farmers,LEG,023FOS
2005,1,Oregon,Nutrition,Food Assistance Programs,Community,Department of Human Services,LEG,003FAP
2011,1,Hawaii,Physical Activity,Bicycling,Community,Helmet Use,LEG,005BIK
2011,1,District of Columbia,Obesity,Appropriations,Community,Grocery Store Terms and Conditions,LEG,002APP
2008,1,Connecticut,Obesity,Menu Labeling,Community,New and Expanded Bus Transportation Services,LEG,032MNL
2011,1,West Virginia,Obesity,Disparities/Equity,School/After School,State Excess Lottery Revenue Fund,LEG,013DEQ
2010,1,Alabama,Nutrition,Farm Direct Foods,Restaurant/Retail,Government Appropriations,LEG,015FDF
2011,1,Maryland,Nutrition,Food Assistance Programs,Community,Proposed Appropriations,LEG,003FAP
2011,1,Rhode Island,Obesity,Appropriations,Community,Supplemental Nutrition Program,REG,002APP
2010,1,Iowa,Nutrition,Appropriations,Restaurant/Retail,Agriculture and Natural Resources,LEG,002APP
2011,1,Florida,Obesity,Appropriations,School/After School,Physical Education Instruction in Public Schools,LEG,002APP
2015,2,Alabama,Nutrition,Access to Healthy Foods,Community,"""Recognizing March 18, 2015 as National Agriculture Day in Alabama""",LEG,001AHF
2017,2,Oklahoma,Nutrition,Farm Direct Foods,Community,Agriculture; creating the Urban Gardens Grant Act.,LEG,015FDF
2009,1,Delaware,Obesity,Food Restrictions,School/After School,Artificial Trans Fats,LEG,020FOR
2010,1,Tennessee,Obesity,Menu Labeling,Community,Industrial Development,LEG,032MNL
2010,1,Florida,Nutrition,Medical Care,Community,Spring Lake Improvement District Highlands County,LEG,026MEC
