Indicator Name,Age Group,County,Provider,Eligible Population,Number With QI Flag,Rate High?
2AP,0-17,Westchester,WESTCHESTER MEDICAL CENTER,117,8,NO
3AP,0-17,Nassau,COORDINATED BEHAVIORAL HEALTH SERVICES IPA,29,0,
2AP,0-17,Steuben,"PATHWAYS, INC.",38,1,NO
2AP,18+,Essex,County,131,14,
2AP,18+,Rockland,County,1081,179,
3AP,18+,Brooklyn,"BRIDGING ACCESS TO CARE, INC.",89,0,
3AP,0-17,Orleans,County,20,0,NO
3AP,0-17,Chautauqua,County,165,0,NO
3AP,18+,Queens,"NARCO FREEDOM, INC.",57,0,NO
2AP,0-17,Erie,"CHILD & ADOLESCENT TREATMENT SERVICES, INC.",60,3,NO
2AP,18+,Manhattan,"TRANSITIONAL SERVICES FOR NEW YORK, INC.",58,13,
3AP,18+,Yates,County,11,0,
3AP,0-17,Albany,SETON HEALTH SYSTEM,21,0,
2AP,18+,Westchester,"PUERTO RICAN FAMILY INSTITUTE, INC.",40,3,
3AP,0-17,Brooklyn,UNIVERSITY HOSPITAL OF BROOKLYN,44,0,
2AP,18+,Hamilton,County,5,1,
2AP,18+,Oneida,County,417,46,
2AP,18+,Westchester,"LONG ISLAND FQHC, INC.",90,10,
2AP,18+,Bronx,County,6310,695,
3AP,18+,Suffolk,"CHARLES EVANS CENTER, INC.",60,1,
2AP,18+,Suffolk,HUNTINGTON HOSPITAL,79,7,NO
2AP,18+,Rockland,OMH STATE PC NETWORK,110,37,
2AP,0-17,Erie,CHILD AND FAMILY SERVICES OF ERIE COUNTY,121,12,
2AP,0-17,Erie,County,642,26,
3AP,18+,Jefferson,County,525,3,
3AP,18+,Suffolk,"CONCERN FOR INDEPENDENT LIVING, INC.",23,0,NO
2AP,18+,Westchester,ST. BARNABAS HOSPITAL,107,9,NO
3AP,0-17,Ulster,THE INSTITUTE FOR FAMILY HEALTH,72,0,NO
3AP,18+,Manhattan,BETANCES HEALTH CENTER,76,0,
3AP,18+,Erie,UNIVERSITY EMERGENCY MED SVCS,301,1,
2AP,18+,Chautauqua,UPMC CHAUTAUQUA AT WCA,417,36,
3AP,18+,Saratoga,County,599,4,
3AP,0-17,Otsego,OTSEGO COUNTY COMMUNITY SERVICES BOARD,40,0,
2AP,0-17,Dutchess,"THE COLLABORATIVE FOR CHILDREN AND FAMILIES,",22,0,
2AP,18+,Allegany,County,188,21,
3AP,18+,Sullivan,County,1791,8,
2AP,18+,Manhattan,NYC-HHC LINCOLN MEDICAL & MENTAL HEALTH CENTE,886,75,NO
2AP,18+,Ulster,County,957,121,
2AP,18+,Seneca,SENECA COUNTY MENTAL HEALTH SERVICES,71,3,NO
2AP,18+,Allegany,County,182,18,
2AP,18+,Madison,County,59,13,
2AP,18+,Staten Island,County,1593,271,
3AP,18+,Manhattan,"UPPER MANHATTAN M H CENTER, INC. AKA THE EMMA",378,0,
3AP,18+,Schoharie,County,111,2,
2AP,18+,Essex,MENTAL HEALTH ASSOCIATION IN ESSEX COUNTY,25,2,
2AP,18+,Niagara,LOCKPORT MEMORIAL HOSPITAL,42,1,NO
3AP,18+,Queens,"NEW HORIZON COUNSELING CENTER, INC., THE",895,4,
3AP,18+,Manhattan,"PATHWAYS TO HOUSING, INC.",107,0,NO
2AP,0-17,Oneida,County,495,13,
2AP,18+,Cortland,County,229,10,
3AP,18+,Onondaga,County,2668,13,
2AP,18+,Albany,County,18,3,
3AP,18+,Brooklyn,"POSTGRADUATE CENTER FOR MENTAL HEALTH, INC.",42,0,NO
2AP,0-17,Schoharie,County,35,0,
2AP,18+,Delaware,County,36,2,
2AP,18+,Washington,County,122,8,
3AP,18+,Albany,BRONX PSYCHIATRIC CENTER,174,1,
2AP,0-17,Montgomery,County,149,6,
3AP,0-17,Bronx,ASTOR SERVICES FOR CHILDREN & FAMILIES,134,0,NO
3AP,18+,Saint Lawrence,"GOUVERNEUR HOSPITAL, INC",50,0,
3AP,18+,Columbia,County,220,1,
2AP,18+,Brooklyn,KINGSBORO ADDICTION TRT CTR,27,1,
3AP,0-17,Columbia,County,54,0,
2AP,18+,Otsego,County,754,65,
2AP,18+,Orange,BON SECOURS COMMUNITY HOSPITAL,137,16,
3AP,18+,Putnam,PUTNAM HOSPITAL CENTER,25,0,
3AP,18+,Queens,SAMARITAN VILLAGE         INC,34,0,NO
3AP,18+,Manhattan,PARALLAX CENTER INC,21,0,
3AP,0-17,Manhattan,THE CHILDREN'S AID SOCIETY,21,0,NO
2AP,0-17,Westchester,"WESTCHESTER JEWISH COMMUNITY SERVICES, INC.",86,0,
3AP,18+,Essex,ELIZABETHTOWN COMMUNITY HSP,43,0,NO
2AP,18+,Westchester,WIHD INC,543,139,
2AP,18+,Rockland,County,1049,182,
3AP,0-17,Broome,County,194,0,NO
2AP,18+,Nassau,NEW ISLAND HOSPITAL,137,10,
3AP,18+,Essex,County,137,0,
2AP,0-17,Brooklyn,JEWISH CHILD CARE ASSOCIATION OF NEW YORK,101,6,
2AP,18+,Rensselaer,County,455,49,
2AP,18+,Chemung,County,578,70,
2AP,18+,Broome,ADDICTION CTR OF BROOME CNTY,38,0,NO
2AP,0-17,Region,Region,2940,115,
2AP,18+,Cattaraugus,County,391,47,
2AP,18+,Erie,ERIE COUNTY MEDICAL CENTER,1117,115,NO
2AP,18+,Oneida,County,452,58,
2AP,0-17,Chemung,ELMIRA PSYCHIATRIC CENTER,27,0,
3AP,18+,Staten Island,"SILVER LAKE COUNSELING SERVICES, LLC",25,0,
2AP,0-17,Jefferson,NORTH COUNTRY CHILDRENS CLIN,54,1,NO
3AP,18+,Rockland,County,1045,4,
3AP,18+,Monroe,ANTHONY L. JORDAN HEALTH CENTER,112,0,NO
3AP,18+,Manhattan,INTERNATIONAL CENTER FOR THE DISABLED,44,0,NO
2AP,18+,Lewis,County,123,16,
3AP,0-17,Steuben,County,132,0,
2AP,18+,Rensselaer,County,455,49,
3AP,18+,Queens,"CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC",147,0,NO
3AP,0-17,Region,Region,2684,2,
2AP,18+,Orange,"OCCUPATIONS, INC.",438,65,YES
3AP,18+,Suffolk,"THE WAY BACK, INC.",40,0,NO
2AP,0-17,Brooklyn,"INTERBOROUGH DEVELOP & CONSULTATION CTR, INC.",74,0,
3AP,18+,Westchester,County,8858,65,
2AP,0-17,Queens,NORTHWELL HEALTH NETWORK,141,7,
2AP,18+,Oneida,County,1620,151,
3AP,0-17,Chautauqua,BROOKS MEMORIAL HOSPITAL,23,0,
2AP,0-17,Albany,SAMARITAN HOSPITAL,79,1,
2AP,18+,Manhattan,County,25787,2701,
3AP,18+,Erie,MERCY HOSPITAL OF BUFFALO,464,3,
3AP,18+,Orange,County,4,0,
3AP,18+,Saratoga,County,597,3,
3AP,18+,Cayuga,County,267,0,
3AP,18+,Orleans,County,102,0,
3AP,18+,Manhattan,DENNELISSE CORP  AI,33,0,
3AP,18+,Manhattan,MOUNT SINAI MEDICAL CENTER,697,3,
2AP,18+,Manhattan,MANHATTAN PSYCHIATRIC CENTER,187,27,NO
3AP,18+,Onondaga,"ROME MEMORIAL HOSPITAL, INC.",183,1,
2AP,18+,Ulster,"GATEWAY COMMUNITY INDUSTRIES, INC.",65,20,
2AP,18+,Staten Island,County,1524,251,
2AP,18+,Chemung,County,593,72,
2AP,0-17,Lewis,County,43,2,
2AP,0-17,Manhattan,NYC-HHC AGENCY NETWORK,655,13,
2AP,18+,Allegany,County,181,17,
3AP,18+,Franklin,County,141,1,
2AP,18+,Hamilton,County,8,1,
2AP,18+,Rockland,HUDSON RIVER HEALTH CARE,64,13,
3AP,0-17,Steuben,STEUBEN COUNTY COMMUNITY MENTAL HEALTH CENTER,68,0,NO
2AP,18+,Washington,County,115,11,
2AP,18+,Manhattan,"COMUNILIFE, INC.",46,4,
2AP,0-17,Cayuga,HILLSIDE CHILDREN'S CENTER,34,2,
3AP,18+,Bronx,"PROMESA, INC.",851,0,
3AP,0-17,Oneida,County,545,0,
2AP,18+,Suffolk,"SKILLS UNLIMITED, INC.",35,8,NO
2AP,18+,Nassau,"SOUTHEAST NASSAU GUIDANCE CENTER, INC.",65,3,
3AP,18+,Warren,County,801,0,
2AP,0-17,Yates,County,40,1,
2AP,18+,Nassau,"SO.SHORE ASSOCIATION F/INDEPENDENT LIVING, IN",46,9,NO
2AP,18+,Franklin,ADIRONDACK MEDICAL CENTER,64,8,NO
2AP,0-17,Albany,County,1520,57,
3AP,18+,Cattaraugus,CATTARAUGUS CNTY ALCHL&SUB AB,37,0,
2AP,18+,Queens,"NEW HORIZON COUNSELING CENTER, INC., THE",272,86,YES
2AP,18+,Manhattan,County,23747,2480,
3AP,18+,Chenango,CHENANGO COUNTY COMMUNITY SERVICES BOARD,57,0,NO
2AP,18+,Lewis,County,120,17,
2AP,18+,Putnam,County,494,39,
2AP,18+,Dutchess,County,1322,153,
2AP,18+,Queens,"PSCH, INC.",575,94,YES
2AP,0-17,Saint Lawrence,County,140,5,
3AP,0-17,Westchester,"FAMILY SERVICE LEAGUE, INC.",41,0,
2AP,18+,Seneca,County,71,4,
2AP,18+,Suffolk,OMH STATE PC NETWORK,263,73,
3AP,0-17,Orange,County,193,0,NO
3AP,18+,Greene,County,270,0,
3AP,18+,Chemung,CATHOLIC CHARITIES OF THE DIOCESE OF ROCHESTE,25,0,
2AP,18+,Hamilton,County,8,1,
3AP,18+,Essex,MENTAL HEALTH ASSOCIATION IN ESSEX COUNTY,22,0,
3AP,18+,Westchester,"JULIA DYCKMAN ANDRUS MEMORIAL, INC.",31,0,
3AP,18+,Manhattan,"ST. MARK'S PLACE INSTITUTE FOR MENTAL HEALTH,",181,0,
3AP,18+,Nassau,"CENTRAL NASSAU GUIDANCE AND COUN. SERV., INC.",178,3,NO
2AP,18+,Chenango,County,160,8,
2AP,18+,Staten Island,NORTHWELL HEALTH NETWORK,1043,179,
3AP,18+,Madison,MADISON COUNTY COMMUNITY SERVICES BOARD,57,2,
2AP,0-17,Seneca,County,24,0,
2AP,18+,Warren,MENTAL HEALTH ASSOCIATION IN ESSEX COUNTY,25,2,NO
3AP,18+,Ontario,GENEVA GENERAL HOSPITAL,188,3,
3AP,18+,Orange,County,1434,7,
3AP,18+,Bronx,GREATER BUFFALO UNITED IPA,36,0,
2AP,0-17,Schoharie,County,33,1,
2AP,0-17,Bronx,County,1345,54,
3AP,18+,Bronx,CARE FOR THE HOMELESS,175,0,
2AP,18+,Manhattan,HENRY STREET SETTLEMENT,90,19,YES
2AP,18+,Wayne,County,212,17,
2AP,18+,Bronx,"COMUNILIFE, INC.",76,4,NO
2AP,18+,Broome,County,1146,83,
2AP,18+,Erie,BUFFALO BEACON CORPORATION DBA BEACON CENTER,60,3,
2AP,18+,Manhattan,County,3068,445,
2AP,0-17,Franklin,County,81,5,
3AP,18+,Brooklyn,MAIMONIDES MEDICAL CENTER,1188,8,
2AP,18+,Erie,BERTRAND CHAFFEE HOSPITAL,74,4,
2AP,18+,Wyoming,County,138,12,
2AP,18+,Putnam,County,389,34,
3AP,18+,Onondaga,"REHABILITATION SUPPORT SERVICES, INC.",21,0,
3AP,18+,Orange,ROCKLAND PSYCHIATRIC CENTER,91,0,NO
2AP,0-17,Allegany,County,26,0,
2AP,18+,Dutchess,County,1291,160,
3AP,0-17,Queens,JOSEPH P ADDABBO FAMILY HLTH,38,0,
3AP,18+,Suffolk,OMH STATE PC NETWORK,287,1,NO
3AP,0-17,Chemung,ST. JOSEPH'S HOSPITAL,43,0,
3AP,18+,Orange,ST. LUKE'S CORNWALL HOSPITAL,89,0,NO
3AP,18+,Allegany,"ALLEGANY REHABILITATION ASSOCIATES, INC.",102,1,NO
2AP,18+,Tioga,TIOGA COUNTY DEPARTMENT OF MENTAL HYGIENE,39,7,
2AP,0-17,Onondaga,County,581,16,
3AP,0-17,Bronx,NYC-HHC AGENCY NETWORK,125,0,NO
2AP,0-17,Dutchess,County,295,15,
3AP,18+,Lewis,"NORTH COUNTRY TRANSITIONAL LIVING SERVS, INC.",32,0,NO
2AP,0-17,Montgomery,County,140,5,
3AP,18+,Delaware,County,111,0,
3AP,18+,Westchester,HUDSON HEALTH PLAN INC,39,1,NO
2AP,0-17,Manhattan,County,1778,69,
2AP,18+,Clinton,County,354,31,
3AP,0-17,Westchester,"WESTCHESTER JEWISH COMMUNITY SERVICES, INC.",91,0,NO
3AP,18+,Oneida,ST. LUKE'S MEMORIAL HOSPITAL CENTER,222,0,NO
2AP,18+,Manhattan,NYC-HHC QUEENS HOSPITAL CENTER,533,59,NO
2AP,18+,Jefferson,"NORTH COUNTRY TRANSITIONAL LIVING SERVS, INC.",99,14,NO
3AP,18+,Nassau,CATHOLIC CHARITIES OF ROCKVILLE CENTRE,94,0,NO
3AP,18+,Monroe,OMH STATE PC NETWORK,32,0,NO
2AP,18+,Ontario,GENEVA GENERAL HOSPITAL,148,18,NO
2AP,18+,Queens,County,10406,1353,
3AP,18+,Allegany,County,181,1,
3AP,18+,Dutchess,"OCCUPATIONS, INC.",53,0,NO
3AP,0-17,Nassau,SOUTH SHORE CHILD GUIDANCE CENTER,33,0,
3AP,18+,Manhattan,NYC-HHC JACOBI MEDICAL CENTER,293,3,NO
2AP,0-17,Westchester,County,1244,57,
2AP,0-17,Saratoga,"FW OF SARATOGA, INC.",27,1,
2AP,0-17,Herkimer,County,48,0,
2AP,18+,Chautauqua,WESTFIELD MEMORIAL HOSPITAL,45,2,
3AP,0-17,Monroe,County,1398,1,
3AP,0-17,Brooklyn,COORDINATED BEHAVIORAL CARE IPA,359,0,
2AP,18+,Nassau,SCO FAMILY OF SERVICES,33,0,
2AP,18+,Nassau,County,5272,601,
2AP,18+,Saint Lawrence,County,534,34,
3AP,18+,Albany,CATHOLIC CHARITIES/ALBANY AI,67,0,
2AP,18+,Orange,"ACCESS: SUPPORTS FOR LIVING, INC.",200,20,
2AP,0-17,Suffolk,County,370,11,
3AP,18+,Queens,"NEW HORIZON COUNSELING CENTER, INC., THE",273,5,NO
2AP,18+,Queens,"COMMUNITY HEALTHCARE NETWORK, INC.",509,48,
2AP,18+,Manhattan,CENTER FOR ALTERNATIVE SENTENCING & EMPLOYMEN,54,10,
3AP,0-17,Cayuga,"CAYUGA COUNSELING SERVICES, INC.",37,0,NO
2AP,0-17,Greene,County,51,10,
2AP,18+,Tioga,County,57,12,
2AP,18+,Cortland,County,223,12,
3AP,18+,Steuben,"YOUR HEALTH PARTNERS OF THE FINGER LAKES, LLC",88,1,
2AP,18+,Niagara,NIAGARA COUNTY DEPARTMENT OF MENTAL HEALTH,55,5,
2AP,18+,Washington,County,115,11,
2AP,0-17,Queens,NEW YORK CITY CHILDREN'S CENTER,55,4,NO
2AP,0-17,Erie,County,525,19,
3AP,18+,Onondaga,CENTRAL NEW YORK HEALTH HOME NETWOR,58,0,
3AP,0-17,Albany,OMH STATE PC NETWORK,130,0,
2AP,18+,Brooklyn,DIASPORA COMMUNITY SERVICES  AI,52,4,NO
2AP,18+,Cortland,CORTLAND COUNTY COMMUNITY SERVICES BOARD,59,11,
3AP,18+,Essex,County,131,1,
2AP,18+,Bronx,"VOCATIONAL INSTRUCTION PROJECT COMM. SVCS, IN",124,10,
2AP,18+,Bronx,ALBERT EINSTEIN COLLEGE OF MEDICINE,490,50,NO
2AP,18+,Oneida,THE CHILDREN'S HOME OF JEFFERSON COUNTY,68,10,
2AP,18+,Nassau,County,4983,620,
2AP,18+,Ontario,"FINGER LAKES MIGRANT HEALTH CARE PROJECT, INC",58,5,
2AP,0-17,Bronx,ST. BARNABAS HOSPITAL,147,0,NO
3AP,18+,Oswego,County,40,0,
3AP,18+,Manhattan,ESSEN MEDICAL ASSOCIATES PC,159,1,
2AP,18+,Yates,County,108,9,
3AP,18+,Staten Island,"PSCH, INC.",32,0,
2AP,18+,Niagara,"BRYLIN HOSPITALS, INC.",36,1,
2AP,18+,Rockland,County,1075,191,
3AP,18+,Albany,RENSSELAER COUNTY DEPT OF MENTAL HEALTH,55,2,
2AP,18+,Sullivan,County,1742,228,
2AP,0-17,Jefferson,SAMARITAN MEDICAL CENTER,65,4,
2AP,18+,Schuyler,County,13,0,
2AP,18+,Allegany,County,101,13,NO
2AP,18+,Chautauqua,WESTFIELD MEMORIAL HOSPITAL,47,3,
2AP,18+,Fulton,County,300,24,
3AP,18+,Westchester,County,9958,43,
2AP,18+,Manhattan,"POSTGRADUATE CENTER FOR MENTAL HEALTH, INC.",413,62,NO
3AP,18+,Schoharie,County,65,1,NO
3AP,0-17,Suffolk,"BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,",23,0,
2AP,18+,Warren,ADIRONDACK HEALTH INSTITUTE INC,166,7,
3AP,0-17,Queens,ASONE HEALTH CARE IPA,136,0,
3AP,18+,Manhattan,MONTEFIORE MEDICAL CENTER,245,1,
2AP,18+,Cattaraugus,"CATTARAUGUS REHABILITATION CENTER, INC.",37,6,
2AP,18+,Ulster,County,994,116,
3AP,18+,Sullivan,County,470,2,
2AP,0-17,Greene,County,62,4,
2AP,18+,Montgomery,ST. MARY'S HEALTHCARE,44,4,
2AP,18+,Nassau,County,5289,576,
2AP,0-17,Sullivan,County,159,6,
2AP,0-17,Oneida,"THE NEIGHBORHOOD CENTER, INC.",114,1,
3AP,0-17,Nassau,CATHOLIC CHARITIES OF ROCKVILLE CENTRE,24,0,
2AP,0-17,Rensselaer,County,153,6,
2AP,0-17,Staten Island,County,174,3,
3AP,18+,Manhattan,"CAMBA, INC.",70,0,
3AP,18+,Nassau,SCO FAMILY OF SERVICES,54,1,
2AP,0-17,Livingston,NICHOLAS H. NOYES MEMORIAL HOSPITAL,25,1,NO
2AP,18+,Chautauqua,CHAUTAUQUA COUNTY MENTAL HYGIENE SERVICES,158,19,NO
3AP,18+,Onondaga,"CENTRAL NEW YORK SERVICES, INC.",114,0,
2AP,18+,Brooklyn,"COORDINATED BEHAVIORAL HEALTH CARE, INC.",626,84,
2AP,18+,Manhattan,WEST MIDTOWN MEDICAL GROUP,109,9,NO
3AP,18+,Nassau,ADVANTAGE CARE D AND T CTR,208,1,
2AP,18+,Albany,HUDSON VALLEY CARE COALITION,81,22,
2AP,0-17,Schenectady,County,282,17,
3AP,18+,Allegany,County,185,1,
2AP,18+,Livingston,County,308,21,
2AP,18+,Monroe,LIFETIME HEALTH MEDICAL GROUP,66,9,
3AP,18+,Orange,ST ANTHONY COMMUNITY HOSPITAL,22,0,
3AP,18+,Erie,BUFFALO PSYCHIATRIC CENTER,78,0,
2AP,18+,Greene,County,259,21,
3AP,18+,Manhattan,NEW YORK PSYCHIATRIC INSTITUTE,176,0,NO
2AP,18+,Greene,County,271,24,
2AP,18+,Nassau,County,5057,614,
3AP,0-17,Columbia,County,42,0,NO
2AP,0-17,Brooklyn,BROOKLYN HOSPITAL CENTER,42,3,
2AP,18+,Rensselaer,County,882,83,
3AP,18+,Queens,HELP/PSI SERVICES CORPORATION,153,0,NO
2AP,18+,Tompkins,County,377,31,
2AP,18+,Essex,ESSEX COUNTY COMMUNITY SERVICES BOARD,40,2,NO
2AP,0-17,Ontario,County,38,0,NO
3AP,18+,Staten Island,County,1605,10,
3AP,18+,Otsego,"REHABILITATION SUPPORT SERVICES, INC.",46,0,
3AP,18+,Cattaraugus,CHAUTAUQUA COUNTY MENTAL HYGIENE SERVICES,53,2,
3AP,18+,Columbia,County,223,1,
2AP,18+,Schenectady,"TRANSITIONAL SERVICES ASSOCIATION, INC.",55,8,
3AP,18+,Erie,"MONSIGNOR CARR INSTITUTE, INC.",160,1,
2AP,18+,Rockland,County,1070,186,
2AP,0-17,Putnam,County,28,0,
2AP,0-17,Tompkins,County,85,3,
2AP,0-17,Chautauqua,County,190,3,
2AP,0-17,Saint Lawrence,County,143,3,
2AP,18+,Tioga,County,53,9,NO
2AP,18+,Ontario,"LAKEVIEW HEALTH SERVICES, INC.",72,9,
2AP,18+,Sullivan,County,1843,250,
2AP,0-17,Greene,County,62,4,
3AP,18+,Oswego,County,388,1,
3AP,18+,Brooklyn,"NARCO FREEDOM, INC.",273,0,NO
2AP,18+,Lewis,County,15,0,
2AP,18+,Essex,County,145,14,
2AP,18+,Erie,COMMUNITY ACTION ORG ERIE CTY,29,0,NO
3AP,0-17,Manhattan,"PUERTO RICAN FAMILY INSTITUTE, INC.",79,0,NO
3AP,18+,Erie,KALEIDA HLTH DBA JOHN R OISHEI CHILDREN'S HOS,96,0,
3AP,0-17,Nassau,"PENINSULA COUNSELING CENTER, INC.",42,0,NO
2AP,18+,Queens,NYC-HHC ELMHURST HOSPITAL CENTER,974,109,
2AP,18+,Schoharie,County,26,6,
2AP,0-17,Delaware,County,9,0,
2AP,0-17,Livingston,County,72,2,
3AP,18+,Tioga,County,18,0,
2AP,0-17,Tompkins,County,85,3,
2AP,18+,Albany,"COORDINATED BEHAVIORAL HEALTH CARE, INC.",77,13,
3AP,18+,Manhattan,"INWOOD COMMUNITY SERVICES, INC.",82,0,NO
2AP,0-17,Erie,CHILDREN'S HEALTH HOME OF WESTERN NY,59,3,
2AP,18+,Manhattan,"KAREN HORNEY CLINIC, INC.",30,2,
2AP,0-17,Jefferson,"NORTH COUNTRY TRANSITIONAL LIVING SERVS, INC.",42,3,NO
2AP,0-17,Tioga,County,16,0,
2AP,18+,Oneida,CENTRAL NEW YORK HEALTH HOME NETWOR,377,27,
3AP,18+,Westchester,HUDSON VALLEY HOSP CTR,52,0,NO
2AP,18+,Greene,County,17,2,
3AP,18+,Cayuga,County,270,1,
2AP,18+,Monroe,LIFETIME HEALTH MEDICAL GROUP,82,3,NO
2AP,18+,Brooklyn,WYCKOFF HEIGHTS MEDICAL CENTER,263,26,NO
3AP,18+,Erie,County,509,8,
2AP,18+,Franklin,County,391,31,
3AP,18+,Warren,County,781,1,
2AP,18+,Hamilton,County,5,1,
3AP,0-17,Rensselaer,MONTEFIORE MEDICAL CENTER,226,0,NO
3AP,0-17,Manhattan,NYC-HHC METROPOLITAN HOSPITAL CENTER,45,0,NO
3AP,0-17,Chautauqua,THE CHAUTAUQUA CENTER INC,40,0,
3AP,18+,Manhattan,"CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC",128,1,
2AP,18+,Westchester,"ASSOCIATION FOR MENTAL HEALTH AND WELLNESS, I",148,12,NO
3AP,18+,Brooklyn,NEW YORK SERVICE NETWORK INC,53,0,NO
2AP,18+,Westchester,County,9335,1193,
2AP,18+,Bronx,ST. LUKE'S-ROOSEVELT HOSPITAL CENTER,64,3,
2AP,0-17,Westchester,WIHD INC,53,8,
2AP,18+,Rockland,NYACK HSP,161,25,NO
3AP,18+,Rockland,"LOEB HOUSE, INC.",26,0,NO
2AP,18+,Tompkins,County,287,25,NO
3AP,18+,Rensselaer,County,417,2,
3AP,0-17,Dutchess,HUDSON RIVER HEALTH CARE,22,0,NO
3AP,0-17,Nassau,"LONG ISLAND FQHC, INC.",25,0,
3AP,18+,Schenectady,County,1592,3,
3AP,18+,Fulton,"THE FAMILY COUNSELING CENTER, INC.",75,0,NO
3AP,18+,Bronx,SALVATION ARMY AI,93,0,NO
3AP,18+,Washington,County,111,0,
3AP,18+,Rockland,COORDINATED BEHAVIORAL HEALTH SERVICES IPA,996,5,
2AP,18+,Brooklyn,ICL HEALTHCARE CHOICES INC,342,61,
2AP,18+,Chemung,County,580,61,
2AP,18+,Washington,WARRENSBURG HEALTH CENTER,48,2,NO
2AP,18+,Wayne,County,194,16,
3AP,18+,Bronx,County,14559,61,
2AP,18+,Nassau,County,5332,611,
2AP,0-17,Columbia,County,46,0,
2AP,0-17,Herkimer,LITTLE FALLS HOSPITAL,26,1,NO
2AP,0-17,Wayne,WAYNE BEHAVIORAL HEALTH NETWORK,70,1,
3AP,18+,Wayne,County,210,0,
2AP,18+,Chenango,County,154,9,
3AP,18+,Herkimer,County,279,0,
2AP,18+,Albany,BUFFALO PSYCHIATRIC CENTER,146,27,
2AP,18+,Queens,County,10016,1366,
2AP,0-17,Saint Lawrence,ST. LAWRENCE PSYCHIATRIC CENTER,41,0,
2AP,18+,Nassau,"CHARLES EVANS CENTER, INC.",24,3,
2AP,0-17,Putnam,County,29,0,
2AP,18+,Ulster,County,6,3,
3AP,0-17,Nassau,NORTHWELL HEALTH NETWORK,226,0,
3AP,18+,Queens,JEWISH BOARD OF FAMILY & CHILDREN'S SERVICES,23,1,NO
3AP,18+,Ulster,MENTAL HEALTH ASSOCIATION IN ULSTER COUNTY,61,0,
3AP,18+,Genesee,County,304,0,
2AP,18+,Brooklyn,SOUTHWEST BROOKLYN HEALTH HOME LLC,1255,110,NO
2AP,18+,Hamilton,County,7,1,
2AP,18+,Washington,County,114,8,
3AP,18+,Oneida,"NORTH COUNTRY TRANSITIONAL LIVING SERVS, INC.",49,0,
2AP,18+,Brooklyn,County,11601,1271,
2AP,18+,Nassau,"MENTAL HEALTH ASSOCIATION OF NASSAU COUNTY, I",148,22,
3AP,18+,Ontario,"LAKEVIEW MENTAL HEALTH SERVICES, INC.",47,0,NO
2AP,18+,Ulster,County,261,33,
2AP,0-17,Monroe,ASTOR SERVICES FOR CHILDREN & FAMILIES,41,0,
2AP,18+,Warren,County,774,59,
3AP,0-17,Cortland,County,70,0,
2AP,0-17,Westchester,County,1217,56,
3AP,18+,Westchester,"SANCIA RECOVERY, INC",27,1,NO
2AP,18+,Brooklyn,CENTURY MED & DENTAL CTR,100,11,
2AP,18+,Albany,County,5152,881,
2AP,0-17,Brooklyn,HEARTSHARE WELLNESS LTD,28,3,NO
3AP,0-17,Jefferson,CARTHAGE AREA HOSPITAL,24,0,
2AP,18+,Orange,"ACCESS: SUPPORTS FOR LIVING, INC.",415,58,
3AP,18+,Oneida,"CENTRAL NEW YORK SERVICES, INC.",57,0,NO
2AP,18+,Herkimer,County,289,26,
3AP,18+,Broome,County,1164,0,
2AP,18+,Manhattan,AREBA CASRIEL INSTITUTE,229,27,NO
3AP,18+,Bronx,"UNITED BRONX PARENTS, INC.",422,1,NO
2AP,18+,Chenango,County,1,0,
3AP,18+,Ulster,MENTAL HEALTH ASSOCIATION IN ULSTER COUNTY,36,0,
3AP,18+,Clinton,County,291,0,NO
2AP,18+,Manhattan,KINGSBORO PSYCHIATRIC CENTER,49,15,
2AP,18+,Columbia,County,225,25,
3AP,18+,Brooklyn,"PHOENIX HOUSES OF LONG ISLAND, INC.",40,0,
3AP,18+,Greene,County,259,0,
3AP,18+,Orange,CORNERSTONE FAMILY HEALTHCARE,499,1,
3AP,0-17,Orange,ST LUKES CORNWALL,33,0,NO
2AP,0-17,Schoharie,County,28,0,
2AP,18+,Erie,County,4081,375,
3AP,18+,Westchester,PILGRIM PSYCHIATRIC CENTER,67,2,
2AP,18+,Columbia,County,230,27,
2AP,18+,Manhattan,"COORDINATED BEHAVIORAL HEALTH CARE, INC.",4187,543,
2AP,18+,Wayne,County,209,13,
2AP,18+,Niagara,"THE DALE ASSOCIATION, INC.",76,7,NO
3AP,0-17,Monroe,"EASTER SEALS NEW YORK, INC.",38,0,NO
2AP,18+,Albany,County,1796,173,
2AP,18+,Bronx,"FEDCAP REHABILITATION SERVICES, INC.",29,2,NO
2AP,18+,Brooklyn,"ODA PRIMARY HLTH CARE CTR,INC",24,8,
3AP,18+,Queens,IDUHA IPA,221,2,
2AP,0-17,Clinton,County,104,3,
2AP,18+,Steuben,County,40,4,
3AP,0-17,Westchester,"FAMILY SERVICE LEAGUE, INC.",48,0,
2AP,18+,Albany,County,6223,1030,
2AP,18+,Otsego,County,759,58,
3AP,18+,Albany,GREATER BINGHAMTON HEALTH CENTER,47,0,
3AP,0-17,Oswego,"OSWEGO HOSPITAL, INC.",82,0,NO
2AP,18+,Nassau,County,1836,255,
2AP,18+,Brooklyn,County,11912,1300,
