PracNo,PracticeName,Address1,Address2,Address3,Postcode,LCG,Registered Patients
389.0,Dr McIlroy & Partners,CORRAN SURGERY,MOYLE MEDICAL CENTRE,"OLD GLENARM ROAD, LARNE",BT40 1XH,Northern,7888.0
390.0,DR. BRADLEY AND PARTNERS,THE HEALTH CENTRE,TAYLORS AVENUE,CARRICKFERGUS,BT38 7HT,Northern,14806.0
391.0,Dr Crory & Partners,VICTORIA SURGERY,MOYLE MEDICAL CENTRE,"OLD GLENARM ROAD, LARNE",BT40 1XH,Northern,5638.0
393.0,Dr Craig & Partners,THE HEALTH CENTRE,GLOUCESTER AVENUE,LARNE,BT40 1PB,Northern,2971.0
394.0,Drs Howie & Carlisle,"LARNE FAMILY PRACTICE, LARNE HEALTH CENTRE",GLOUCESTER AVENUE,LARNE,BT40 1PB,Northern,4297.0
395.0,Dr. WILSON & PARTNER                ,ROCKFIELD MEDICAL CENTRE,BALLYMENA,,BT43 6JD,Northern,4264.0
396.0,Dr. VERCOE-ROGERS & PARTNER         ,OLD BANK SURGERY,97 MILL STREET,BALLYMENA,BT43 5AF,Northern,3735.0
401.0,Dr Smyth & Partners,THE HEALTH CENTRE,52 ORRITOR ROAD,COOKSTOWN,BT80 8BN,Northern,6422.0
402.0,Dr White & Partners,DRAPERSTOWN SURGERY,6 TOBERMORE ROAD,"DRAPERSTOWN, MAGHERAFELT",BT45 7AG,Northern,8383.0
404.0,Dr Finch & Partners,67 URBAL ROAD,COAGH,COOKSTOWN,BT80 0DP,Northern,5139.0
405.0,Drs McKeever &Flanigan,LOY MEDICAL CENTRE,8 LOY STREET,COOKSTOWN,BT80 8PE,Northern,5585.0
406.0,Dr Glancy & Partners,29 GARDEN STREET,MAGHERAFELT,CO LONDONDERRY,BT45 5DD,Northern,9127.0
407.0,Dr O'Kane & Partners,OAKS FAMILY PRACTICE CENTRE,48 ORRITOR ROAD,COOKSTOWN,BT80 8BH,Northern,7675.0
409.0,Drs McCoy & McCammon,THE HEALTH CENTRE,50 HILLHEAD,"STEWARTSTOWN, DUNGANNON",BT71 5HY,Northern,5544.0
410.0,Dr Overend & Partners,MAGHERA MEDICAL CENTRE,25 CHURCH STREET,MAGHERA,BT46 5EA,Northern,8346.0
412.0,Drs Ramsey & Johnston,THE DIAMOND MEDICAL CENTRE,MARKET SQUARE,MAGHERAFELT,BT45 6ED,Northern,9068.0
413.0,Dr R Graham,LOY BUILDINGS,18 LOY STREET,COOKSTOWN,BT80 8PE,Northern,2410.0
417.0,Dr Barker & Partners,THE SURGERY,STATION ROAD,"CASTLEDAWSON, MAGHERAFELT",BT45 8AZ,Northern,6882.0
419.0,Dr M A Charlton,FAIR HILL HEALTH CENTRE,MAGHERAFELT,CO LONDONDERRY,BT45 6BL,Northern,1763.0
420.0,Drs Miller & Kuriacose,MONEYMORE  MEDICAL PRACTICE,3 FAIRHILL,MONEYMORE,BT45 7LJ,Northern,5713.0
431.0,DR. CROSBIE AND PARTNERS,WHITEHOUSE MEDICAL GROUP PRACTICE,"UNIT 29A, FIRST FLOOR, ABBEYCENTRE","LONGWOOD ROAD, NEWTOWNABBEY",BT37 9UH,Northern,9222.0
433.0,Dr Rafferty & Partners,THE HEALTH CENTRE,GEORGE AVENUE,BALLYCLARE,BT39 9HL,Northern,15041.0
434.0,Dr Farrell & Partners,ABBOTS CROSS MEDICAL PRACTICE,92 DOAGH ROAD,NEWTOWNABBEY,BT37 9QW,Northern,7960.0
438.0,Dr Neary & Partners,TRAMWAYS MEDICAL CENTRE,FARMLEY ROAD,NEWTOWNABBEY,BT36 7XX,Northern,10460.0
440.0,DR. A.J. DARRAH AND PARTNERS,NOTTING HILL MEDICAL PRACTICE,DOAGH ROAD,NEWTOWNABBEY,BT37 9QN,Northern,10250.0
451.0,Dr. CLARKE & PARTNERS               ,BROWNLOW HEALTH CENTRE,1 LEGAHORY CENTRE,"LEGAHORY, CRAIGAVON",BT65 5BE,Southern,5886.0
453.0,Dr. MCCLOSKEY & PARTNERS            ,BANBRIDGE GROUP SURGERY,1 OLD HOSPITAL ROAD,BANBRIDGE,BT32 3GN,Southern,4016.0
454.0,Dr Cupples & Partners,THE SURGERY,11 MAIN STREET,"LOUGHBRICKLAND, BANBRIDGE",BT32 3NQ,Southern,8734.0
455.0,Dr Logan & Partners,THE HEALTH CENTRE,CASTLEVIEW,"GILFORD, CRAIGAVON",BT63 6JS,Southern,5392.0
457.0,Dr Rice & Partners,WYNNE HILL SURGERY,51 HILL STREET,"LURGAN, CRAIGAVON",BT66 6BW,Southern,11786.0
458.0,Drs Gray & Troughton,THE HEALTH CENTRE,TAVANAGH AVENUE,PORTADOWN,BT62 3BU,Southern,5081.0
460.0,Dr. LENNON & PARTNER                ,60A MAIN STREET,DONAGHCLONEY,CRAIGAVON,BT66 7LR,Southern,4343.0
461.0,Drs McAuley & Moore,THE HEALTH CENTRE,TAVANAGH AVENUE,"PORTADOWN, CRAIGAVON",BT62 3BU,Southern,3553.0
462.0,Dr Davidson & Partners,60 HIGH STREET,LURGAN,CRAIGAVON,BT66 8BA,Southern,9545.0
463.0,Dr Wilson & Partners,THE SURGERY,7 MOORES LANE,"LURGAN, CRAIGAVON",BT66 8DW,Southern,4756.0
464.0,Drs McAnallen & McAnallen,THE HEALTH CENTRE,TAVANAGH AVENUE,"PORTADOWN, CRAIGAVON",BT62 3BU,Southern,4986.0
465.0,Dr Wilson & Partners,28 CHURCH WALK,LURGAN,CRAIGAVON,BT67 9AA,Southern,8300.0
467.0,Drs Southwell & Zubier,87/89 WILLIAM STREET,LURGAN,CRAIGAVON,BT66 6JB,Southern,5382.0
469.0,Dr. MALLON & PARTNERS               ,BANBRIDGE GROUP SURGERY,1 OLD HOSPITAL ROAD,BANBRIDGE,BT32 3GN,Southern,8582.0
470.0,Dr Adams & Partners,THE HEALTH CENTRE,TAVANAGH AVENUE,"PORTADOWN, CRAIGAVON",BT62 3BU,Southern,13648.0
471.0,Dr Connolly & Partners,BANBRIDGE GROUP SURGERY,1 OLD HOSPITAL ROAD,BANBRIDGE,BT32 3GN,Southern,7733.0
472.0,Drs Murray & Mullan,SCARVA STREET SURGERY,60 SCARVA STREET,"LOUGHBRICKLAND, BANBRIDGE",BT32 3NH,Southern,2939.0
473.0,Dr Davis & Partners,52 MAIN STREET,MOIRA,CRAIGAVON,BT67 0LQ,South Eastern,9294.0
474.0,Dr McNeice & Partners,50 GALLOWS STREET,DROMORE,CO DOWN,BT25 1BD,Southern,7821.0
475.0,Dr Wilson & Partners,8a LURGAN ROAD,AGHALEE,CRAIGAVON,BT67 0DD,South Eastern,5171.0
476.0,Dr J A J Chestnutt,THE SURGERY,32 STATION ROAD,"BALLYWARD, CASTLEWELLAN",BT31 9TU,Southern,2423.0
477.0,Dr McConnell & Partners,THE HEALTH CENTRE,TAVANAGH AVENUE,"PORTADOWN, CRAIGAVON",BT62 3BU,Southern,4929.0
478.0,Dr Good & Partners,THE HEALTH CENTRE,TAVANAGH AVENUE,"PORTADOWN, CRAIGAVON",BT62 3BU,Southern,5085.0
479.0,Dr Burnett & Partners,THE HEALTH CENTRE,TAVANAGH AVENUE,"PORTADOWN, CRAIGAVON",BT62 3BU,Southern,8272.0
482.0,Drs Gormley & McCloskey,THE OLD SCHOOL HOUSE MEDICAL CENTRE,1 ANTRIM ROAD,"LURGAN, CRAIGAVON",BT67 9BW,Southern,4606.0
491.0,Dr Beckett & Partners,ABBEY COURT SURGERY,DOBBIN LANE,ARMAGH,BT61 7QG,Southern,7799.0
493.0,Dr. CHURCH & PARTNERS               ,NORTHLAND SURGERY,79 CUNNINGHAMS LANE,DUNGANNON,BT71 6BX,Southern,8768.0
494.0,Dr Boyd & Partners,THE VALLEY MEDICAL PRACTICE,20 COONEEN ROAD,FIVEMILETOWN,BT75 0ND,Southern,4342.0
495.0,Dr Ahmed & Partners,CAMPBELL SURGERY,10 QUARRY LANE,DUNGANNON,BT70 1HX,Southern,9832.0
497.0,DR. MS CHAMBERS AND PARTNERS,WILLOWBANK,KEADY,CO ARMAGH,BT60 3RL,Southern,9226.0
498.0,DR. LA HOBSON AND PARTNER,MCSHANE AND CAMPBELL PRACTICE,"MOY HEALTH CENTRE, CHARLEMONT STREET",MOY,BT71 7SL,Southern,3681.0
499.0,Drs Nugent & Irvine,ERRIGAL MEDICAL CENTRE,OLD DUNGANNON ROAD,"BALLYGAWLEY,DUNGANNON",BT70 2EY,Southern,3753.0
500.0,Dr. HERRON & PARTNER                ,22 BARRACK STREET,COALISLAND,DUNGANNON,BT71 4LS,Southern,2247.0
501.0,Dr McConville & Partners,MOY MEDICAL PRACTICE,CHARLEMONT STREET,MOY,BT71 7SL,Southern,2488.0
502.0,ers,15 DARTAN REE,TYNAN,ARMAGH,BT60 4QT,Southern,5507.0
503.0,Dr Wright & Partners,THE HEALTH CENTRE,NEWRY STREET,"MARKETHILL, ARMAGH",BT60 1TA,Southern,6089.0
504.0,Dr. MILLAR & PARTNERS               ,MOY MEDICAL CENTRE,CHARLEMONT STREET,"MOY, DUNGANNON",BT71 7SL,Southern,3575.0
505.0,Drs O'Loughlin & Partners,PARKVIEW SURGERY,"SOUTH TYRONE HOSPITAL SITE, CARLAND ROAD,",DUNGANNON,BT71 4AU,Southern,9322.0
506.0,Drs McCord & Gribben,2 SYDNEY LANE,AUGHNACLOY,CO TYRONE,BT69 6AF,Southern,4949.0
507.0,Dr B Watters,THE HEALTH CENTRE,24A TASSAGH ROAD,KEADY,BT60 3TU,Southern,2687.0
508.0,Drs Good & Good,TANDRAGEE MEDICAL CENTRE,3 MONTAGUE STREET,"TANDRAGEE, CRAIGAVON",BT62 2AN,Southern,3645.0
509.0,Dr McKay & Partners,57 THOMAS STREET,DUNGANNON,CO TYRONE,BT70 1HW,Southern,6078.0
512.0,Dr. O'DONNELL & PARTNERS            ,THE MEDICAL CENTRE,15 BARRACK STREET,"COALISLAND, DUNGANNON",BT71 4LS,Southern,4359.0
514.0,Dr Garvin & Partners,THE ARCHWAY SURGERY,DOBBIN LANE,ARMAGH,BT61 7QG,Southern,7902.0
515.0,Dr Turtle & Partners,THE HEALTH CENTRE,"6 GREENVIEW, MAYNOOTH ROAD","RICHHILL,  ARMAGH",BT61 9PD,Southern,5448.0
516.0,Dr. MCNALLY & PARTNERS              ,THE FRIARY SURGERY,DOBBIN LANE,ARMAGH,BT61 7QG,Southern,9082.0
517.0,Dr S R C Murty,39 THOMAS STREET,DUNGANNON,CO TYRONE,BT70 1HN,Southern,2297.0
519.0,Dr McKenna & Partners,THE SURGERY,10A LINESIDE,"COALISLAND, DUNGANNON",BT71 4LP,Southern,3946.0
526.0,Drs Henry & McAreavy,CORNMARKET SURGERY,NEWRY HEALTH VILLAGE,"MONAGHAN STREET, NEWRY",BT35 6BW,Southern,4977.0
528.0,Dr. FEE                             ,THE HEALTH CENTRE,MCCORMICK PLACE,"CROSSMAGLEN, NEWRY",BT35 9HD,Southern,4926.0
529.0,Dr Mackle & Partners,CORNMARKET SURGERY,NEWRY HEALTH VILLAGE,"MONAGHAN STREET, NEWRY",BT35 6BW,Southern,6481.0
530.0,Dr. O'SHAUGHNESSY & PARTNER         ,THE HEALTH CENTRE,JOHN STREET,"RATHFRILAND, NEWRY",BT34 5QH,Southern,2136.0
531.0,Drs Allen & Keown,14 KILKEEL ROAD,ANNALONG,NEWRY,BT34 4TH,Southern,4141.0
532.0,Dr Woods & Partners,KILKEEL PRIMARY CARE CENTRE,GREENCASTLE STREET,"KILKEEL, NEWRY",BT34 4BH,Southern,3855.0
533.0,Dr. VETTIANKAL                      ,6 DRUMINTEE ROAD,MEIGH,NEWRY,BT35 8SJ,Southern,2625.0
534.0,Dr Digney & Partners,CLANRYE SURGERY,NEWRY HEALTH VILLAGE,"MONAGHAN STREET, NEWRY",BT35 6BW,Southern,8805.0
535.0,Dr. WADE & PARTNERS                 ,THE HEALTH CENTRE,JOHN STREET,"RATHFRILAND, NEWRY",BT34 5QH,Southern,3648.0
536.0,DR. DH GAW AND PARTNERS,SUMMER HILL SURGERY,50 GREAT GEORGES STREET,"WARRENPOINT, NEWRY",BT34 3HS,Southern,8061.0
537.0,Dr McVerry & Partners,MCVERRY/MCEVOY MEDICAL CENTRE,NEWRY HEALTH VILLAGE,"MONAGHAN STREET, NEWRY",BT35 6BW,Southern,9519.0
539.0,Drs McDowell & Forshaw,CLANRYE SURGERY,NEWRY HEALTH VILLAGE,"MONAGHAN STREET, NEWRY",BT35 6BW,Southern,4617.0
540.0,Dr O'Neill & Partners,MEADOWLANDS SURGERY,MONAGHAN STREET,NEWRY,BT35 6BW,Southern,7308.0
541.0,Dr. SLOAN & PARTNER                 ,RATHFRILAND SURGERY,9 CASTLEWELLAN ROAD,"RATHFRILAND, NEWRY",BT34 5LY,Southern,2689.0
542.0,Dr O'Leary & Partners,53 DUNDALK STREET,NEWTOWNHAMILTON,NEWRY,BT35 0PB,Southern,3773.0
543.0,Dr. MURPHY & PARTNERS               ,THE HEALTH CENTRE,SUMMERHILL,"WARRENPOINT, NEWRY",BT34 3JD,Southern,4546.0
544.0,Dr Reynolds & Partners,CORNMARKET SURGERY,NEWRY HEALTH VILLAGE,"MONAGHAN STREET, NEWRY",BT35 6BW,Southern,7135.0
545.0,Drs Maguire & Deane,MAPHONER SURGERY,2A FORKHILL ROAD,"MULLAGHBAWN, NEWRY",BT35 9RA,Southern,5077.0
546.0,Dr. MCKNIGHT & PARTNER              ,CLANRYE SURGERY,NEWRY HEALTH VILLAGE,"MONAGHAN STREET, NEWRY",BT35 6BW,Southern,2460.0
547.0,Drs Shannon & Shannon,THE HEALTH CENTRE,JOHN STREET,"RATHFRILAND, NEWRY",BT34 5QH,Southern,3048.0
549.0,DR. AO MULHOLLAND AND PARTNER,THE HEALTH CENTRE,2A MARKETHILL ROAD,"NEWTOWNHAMILTON, NEWRY",BT35 0BE,Southern,4305.0
551.0,Dr P M Fee,RATHKEELAND HOUSE,1 BLANEY ROAD,"CROSSMAGLEN, NEWRY",BT35 9JJ,Southern,3868.0
553.0,Dr M Bonner,MARINA SURGERY,15 HAVELOCK PLACE,"WARRENPOINT, NEWRY",BT34 3NE,Southern,2186.0
554.0,Drs Poots & O'Loughlin,MOURNE FAMILY SURGERY,"MOURNE HOSPITAL, NEWRY STREET","KILKEEL,NEWRY",BT34 4DN,Southern,4070.0
555.0,Dr. MERCER & PARTNER                ,KILKEEL PRIMARY CARE CENTRE,GREENCASTLE STREET,"KILKEEL, NEWRY",BT34 4BH,Southern,1828.0
556.0,DR. J MERCER AND PARTNERS,SHANLIEVE SURGERY,"KILKEEL PRIMARY CARE CENTRE, GREENCASTLE STREET","KILKEEL, NEWRY",BT34 4BH,Southern,3450.0
557.0,Dr. DOYLE & PARTNERS                ,ARBOR FAMILY PRACTICE,BROWNLOW HEALTH CENTRE,"1 LEGAHORY CENTRE, LEGAHORY, CRAIGAVON",BT65 5BE,Southern,2985.0
561.0,Dr R T Leary,THE HEALTH CENTRE,DRUMHAW,"LISNASKEA, ENNISKILLEN",BT92 0FP,Western,2337.0
562.0,Dr Armstrong & Partners (2),THE HEALTH CENTRE,ERNE ROAD,ENNISKILLEN,BT74 6NN,Western,4237.0
563.0,Dr Mulligan & Partners,"DEVENISH PRACTICE, THE HEALTH CENTRE",ERNE ROAD,ENNISKILLEN,BT74 6NN,Western,3965.0
564.0,Dr Davidson & Partners,LAKESIDE MEDICAL PRACTICE,ERNE ROAD,ENNISKILLEN,BT74 6NN,Western,7191.0
566.0,Dr Hutchinson & Partners,IRVINESTOWN HEALTH CENTRE,CHURCH STREET,IRVINESTOWN,BT94 1EH,Western,7699.0
568.0,Drs Mallon & Mcconville,THE HEALTH CENTRE,ERNE ROAD,ENNISKILLEN,BT74 6NN,Western,2960.0
569.0,Dr K F Devlin,LURGANBOY PARK,CLONES ROAD,"NEWTOWNBUTLER, ENNISKILLEN",BT92 6JT,Western,1902.0
571.0,Dr Cathcart & Partners,THE HEALTH CENTRE,ERNE ROAD,ENNISKILLEN,BT74 6NN,Western,7236.0
574.0,Dr George & Partners,MAPLE GROUP PRACTICE,DRUMHAW,"LISNASKEA, ENNISKILLEN",BT92 0FP,Western,8879.0
576.0,Dr Deeny & Partners,RATHMORE CLINIC,BELLEEK,ENNISKILLEN,BT93 3FY,Western,3964.0
579.0,DR. ME CAMPBELL,20 UPPER MAIN ST,ROSLEA,ENNISKILLEN,BT92 7LT,Western,1498.0
581.0,Drs Kirby & Kirby,75 MAIN STREET,DERRYLIN,ENNISKILLEN,BT92 9LB,Western,2167.0
583.0,Drs Groves-Raines & Khew,32 MAIN STREET,DERRYGONNELLY,ENNISKILLEN,BT93 6HW,Western,1798.0
584.0,DR. MJ SCOTT AND PARTNER,BROOKEBOROUGH SURGERY,9 TANYARD LANE,"BROOKEBOROUGH, ENNISKILLEN",BT94 4JG,Western,5011.0
585.0,Dr K Sweeney,BENAUGHLIN HEALTH CENTRE,DRUMLAGHY,"FLORENCECOURT, ENNISKILLEN",BT92 1BZ,Western,3356.0
586.0,Dr J McCusker,TEMPO MEDICAL CENTRE,EDENMORE,"TEMPO, ENNISKILLEN",BT94 3LU,Western,1702.0
596.0,Dr. MCCALLION & PARTNERS            ,"CITYVIEW MEDICAL, WATERSIDE HEALTH CENTRE",SPENCER ROAD,LONDONDERRY,BT47 6AH,Western,9615.0
597.0,Dr Finlay & Partners,BOVALLY MEDICAL CENTRE,2 ROSSAIR ROAD,LIMAVADY,BT49 0TE,Western,6097.0
598.0,Dr Cosgrove & Partners,QUAYSIDE MEDICAL PRACTICE,80 - 84 STRAND ROAD,LONDONDERRY,BT48 7NN,Western,12069.0
599.0,DR. IP SINGH AND PARTNERS,"PARK MEDICAL, THE HEALTH CENTRE",GREAT JAMES STREET,LONDONDERRY,BT48 7DH,Western,8096.0
600.0,Dr Gordon & Partners,THE HEALTH CENTRE,IRWIN CRESCENT,"CLAUDY, LONDONDERRY",BT47 4AB,Western,4871.0
601.0,Dr. GILLESPIE & PARTNERS            ,MOURNESIDE MEDICAL CENTRE,1A BALLYCOLMAN AVENUE,STRABANE,BT82 9AF,Western,10870.0
602.0,Dr Casey & Partners,OAKLEAF MEDICAL PRACTICE,GREAT JAMES STREET,LONDONDERRY,BT48 7DH,Western,10487.0
603.0,Drs Mariswamy & Byrne,THE HEALTH CENTRE,FEENY,LONDONDERRY,BT47 4TD,Western,5772.0
604.0,Dr McCloskey & Partners,THE ABERFOYLE SURGERY,120 STRAND ROAD,LONDONDERRY,BT48 7NY,Western,11484.0
605.0,Dr Fullerton,256 BERRYHILL ROAD,DUNAMANAGH,STRABANE,BT82 0NB,Western,3879.0
606.0,Dr Magnier & Partners,BRIDGE STREET MEDICAL CENTRE,BRIDGE STREET,LONDONDERRY,BT48 6LD,Western,4796.0
608.0,DR. NR BRENNAN AND PARTNERS,ABBEY MEDICAL PRACTICE,ABBEY STREET,LONDONDERRY,BT48 9DN,Western,6981.0
609.0,Dr McCleery & Partners,ROSSAIR FAMILY PRACTICE,2 ROSSAIR ROAD,LIMAVADY,BT49 0TE,Western,6570.0
610.0,Dr Quigley & Partners,STRABANE HEALTH CENTRE,UPPER MAIN STREET,STRABANE,BT82 8AS,Western,7737.0
614.0,Drs Johnston & Murphy,DUNGIVEN HEALTH CENTRE,DUNGIVEN,LONDONDERRY,BT47 4RS,Western,3512.0
615.0,Dr. LALSINGH & PARTNERS             ,CLARENDON MEDICAL,35 NORTHLAND AVENUE,LONDONDERRY,BT48 7GW,Western,10858.0
616.0,Dr. BAILIE & PARTNERS               ,WESTERN RURAL HEALTHCARE,CASTLEDERG GROUP SURGERY,"13A LOWER STRABANE ROAD, CASTLEDERG",BT81 7AZ,Western,14732.0
618.0,Dr P Doherty,49 CLARENDON STREET,LONDONDERRY,,BT48 7ER,Western,2947.0
619.0,Dr McKenny & Partners,THE HEALTH CENTRE,SCROGGY ROAD,LIMAVADY,BT49 0NA,Western,5939.0
620.0,Dr Watson & Partners,STRABANE HEALTH CENTRE,UPPER MAIN STREET,STRABANE,BT82 8AS,Western,6417.0
621.0,Drs Ahmed & Deane,NORTHSIDE MEDICAL PRACTICE,"SHANTALLOW HEALTH CENTRE, RACECOURSE ROAD",LONDONDERRY,BT48 8NL,Western,3574.0
622.0,Dr Brennan & Partners,"RACECOURSE MEDICAL, SHANTALLOW HEALTH CENTRE",RACECOURSE ROAD,LONDONDERRY,BT48 8NL,Western,4730.0
623.0,DR. TJM CRAIG AND PARTNERS,FOYLESIDE FAMILY PRACTICE,BRIDGE STREET MEDICAL CENTRE,"BRIDGE STREET, LONDONDERRY",BT48 6LD,Western,6044.0
624.0,Dr Ashenhurst & Partners,"GLENDERMOTT MEDICAL, WATERSIDE HEALTH CENTRE",SPENCER ROAD,LONDONDERRY,BT47 6AH,Western,7645.0
625.0,Dr Abbot & Partners,BAYVIEW MEDICAL CENTRE,3 BAYVIEW TERRACE,LONDONDERRY,BT48 7EE,Western,3964.0
626.0,DR DF CONNOLLY AND PARTNERS,"RIVERFRONT MEDICAL, WATERSIDE HEALTH CENTRE",SPENCER ROAD,LONDONDERRY,BT47 6AH,Western,8913.0
627.0,Dr Hetherington & Partners,EGLINTON MEDICAL PRACTICE,29 MAIN STREET,"EGLINTON, LONDONDERRY",BT47 3AB,Western,7349.0
629.0,Dr Heaney & Partners,THE HEALTH CENTRE,SCROGGY ROAD,LIMAVADY,BT49 0NA,Western,7004.0
651.0,Dr Magfhogartai & Partners,FINTONA GROUP PRACTICE,33 DROMORE ROAD,"FINTONA, OMAGH",BT78 2BB,Western,6638.0
652.0,DR I D RITCHIE,2H MAIN STREET,DRUMQUIN,CO TYRONE,BT78 4SB,Western,1961.0
654.0,Dr Pollock & Partners,"GRANGE FAMILY PRACTICE, THE HEALTH CENTRE",MOUNTJOY ROAD,OMAGH,BT79 7BA,Western,6620.0
655.0,Dr P Scully,23 OMAGH ROAD,DRUMQUIN,OMAGH,BT78 4QY,Western,1599.0
657.0,Dr. O'NEILL & PARTNERS              ,"THREE SPIRES SURGERY, THE HEALTH CENTRE",MOUNTJOY ROAD,OMAGH,BT79 7BA,Western,10184.0
660.0,Dr Deeny & Partners,CARRICKMORE HEALTH CENTRE,TERMON ROAD,"CARRICKMORE, OMAGH",BT79 9JR,Western,9171.0
661.0,Drs Burke & Reilly,DROMORE SURGERY,16 CAMDERRY ROAD,"DROMORE, OMAGH",BT78 3AU,Western,5691.0
662.0,Dr. GALLAGHER & PARTNERS            ,"DRUMRAGH FAMILY PRACTICE, THE HEALTH CENTRE",MOUNTJOY ROAD,OMAGH,BT79 7BA,Western,10666.0
663.0,Dr. DEEHAN                          ,"STRULE MEDICAL, THE HEALTH CENTRE",MOUNTJOY ROAD,OMAGH,BT79 7BA,Western,3079.0
664.0,Drs Hicks & Singh,41 MAIN STREET,PLUMBRIDGE,OMAGH,BT79 8DL,Western,3284.0
,,,,,,,
,,,,,,,
