Indicator Name,Age Group,County,Provider,Eligible Population,Number With QI Flag,Rate High?
2AP,18+,Seneca,County,112,10,
2AP,18+,Livingston,County,308,21,
2AP,0-17,Monroe,County,1805,63,
2AP,18+,Warren,County,845,66,
2AP,18+,Staten Island,County,1544,250,
2AP,18+,Queens,OMH STATE PC NETWORK,131,45,
3AP,18+,Clinton,CLINTON COUNTY COMMUNITY SERVICES BOARD,50,1,NO
2AP,18+,Monroe,ROCHESTER GENERAL HOSPITAL,1182,81,
2AP,18+,Oneida,MCPIKE ADDICTION TRT CTR,38,2,NO
2AP,18+,Broome,"THE FAMILY AND CHILDREN'S SOCIETY, INC.",120,4,
3AP,18+,Saint Lawrence,County,521,3,
2AP,18+,Manhattan,FAMILY SERVICES NETWORK NY AI,34,0,
2AP,18+,Schuyler,County,75,4,
2AP,0-17,Cayuga,County,115,1,
2AP,0-17,Statewide,Statewide,1647,45,
2AP,0-17,Manhattan,County,1526,57,
3AP,18+,Chemung,ST. JOSEPH'S HOSPITAL,139,1,NO
2AP,18+,Manhattan,County,22463,2294,
3AP,0-17,Oneida,OMH STATE PC NETWORK,24,0,
3AP,18+,Dutchess,PUTNAM HOSPITAL CENTER,49,0,NO
3AP,18+,Schenectady,County,1633,2,
2AP,18+,Erie,"PROMESA, INC.",22,1,
3AP,18+,Ontario,"LAKEVIEW HEALTH SERVICES, INC.",76,2,
2AP,0-17,Albany,County,1100,43,
2AP,18+,Manhattan,SALVATION ARMY AI,71,4,
3AP,18+,Dutchess,County,1319,10,
2AP,18+,Brooklyn,HEARTSHARE HUMAN SVCS MR AI,54,7,NO
2AP,0-17,Niagara,County,311,13,
2AP,0-17,Broome,CATHOLIC CHARITIES OF BROOME COUNTY - DIOCESE,180,5,
3AP,18+,Brooklyn,NEW YORK PSYCHOTHERAPY AND COUNSELING CENTER,291,4,NO
2AP,18+,Monroe,UNIV OF ROCH MED CTR/STRONG MEMORIAL HOSPITAL,293,32,
2AP,0-17,Ulster,MENTAL HEALTH ASSOCIATION IN ULSTER COUNTY,33,1,NO
3AP,0-17,Queens,LI JEWISH MEDICAL CENTER ZUCKER HILLSIDE DIV,137,0,
2AP,18+,Orange,"GREATER HUDSON VALLEY FAM HLT, THE",31,1,NO
2AP,0-17,Orleans,County,21,1,
2AP,0-17,Wayne,County,111,4,
3AP,18+,Nassau,County,5057,26,
2AP,18+,Albany,County,6076,964,
2AP,18+,Manhattan,EAST HARLEM COUNCIL HUM SERV,133,15,
2AP,18+,Orange,County,1470,172,
3AP,0-17,Brooklyn,JEWISH CHILD CARE ASSOCIATION OF NEW YORK,91,0,
2AP,0-17,Manhattan,"METROPOLITAN CENTER FOR MENTAL HEALTH, INC.",27,0,NO
2AP,18+,Saint Lawrence,"GOUVERNEUR HOSPITAL, INC",64,7,
2AP,18+,Rockland,County,1065,152,
3AP,18+,Otsego,BASSETT HEALTHCARE,91,0,NO
2AP,18+,Columbia,County,220,25,
3AP,18+,Manhattan,BRONX AIDS SERVICE AI,72,0,
3AP,18+,Suffolk,County,1765,1,
3AP,0-17,Rockland,OMH STATE PC NETWORK,21,0,
2AP,18+,Onondaga,"ARISE CHILD AND FAMILY SERVICES, INC.",46,3,
2AP,18+,Brooklyn,BETH ISRAEL MEDICAL CENTER,79,9,NO
3AP,18+,Suffolk,SOUTHSIDE HOSPITAL,217,2,NO
2AP,0-17,Wyoming,County,31,1,
2AP,0-17,Rockland,County,163,5,
3AP,18+,Rockland,County,1076,1,
2AP,0-17,Chemung,County,153,4,
3AP,18+,Saratoga,County,191,3,NO
2AP,18+,Albany,County,2311,461,
3AP,18+,Otsego,County,759,1,
2AP,18+,Ulster,COORDINATED BEHAVIORAL CARE IPA,829,96,
3AP,18+,Oneida,"THE NEIGHBORHOOD CENTER, INC.",108,0,
3AP,18+,Manhattan,County,25787,92,
3AP,18+,Broome,SOUTHERN TIER AIDS PROGRAM AI,57,0,
2AP,18+,Manhattan,THE INSTITUTE FOR FAMILY HEALTH,915,84,NO
3AP,0-17,Cayuga,CHILDREN'S HEALTH HOME OF UPSTATE NEW YORK,21,0,
3AP,18+,Westchester,OMH STATE PC NETWORK,22,0,NO
3AP,0-17,Statewide,Statewide,314,0,
2AP,18+,Oneida,County,1708,152,
2AP,18+,Bronx,County,14239,1468,
3AP,18+,Wyoming,County,142,1,
3AP,18+,Onondaga,"ACCESSCNY, INC.",29,1,
3AP,0-17,Monroe,County,1375,0,
3AP,18+,Brooklyn,AHAVA MEDICAL AND REHAB CENTER LLC,412,8,
2AP,18+,Columbia,County,222,24,
2AP,18+,Orange,County,1444,183,
3AP,18+,Nassau,"EPIC LONG ISLAND, INC.",43,0,
3AP,18+,Rensselaer,County,470,3,
3AP,18+,Dutchess,"DAYTOP VILLAGE,INC",23,0,NO
3AP,18+,Saratoga,County,596,2,
2AP,18+,Niagara,County,1319,97,
2AP,18+,Suffolk,"FEDERATION OF ORG. F/T NYS MENT.DISABLED, INC",517,64,
2AP,18+,Queens,"QUEENS COORDINATED CARE PARTNERS, LLC",46,12,
2AP,18+,Bronx,MONTEFIORE MEDICAL CENTER,4984,493,NO
2AP,0-17,Monroe,BLUE CHOICE/BLUE CHOICE OPTIO,34,1,NO
2AP,18+,Seneca,County,112,10,
3AP,18+,Albany,SETON HEALTH SYSTEM,154,0,NO
3AP,18+,Bronx,GATEWAY COUNSELING CENTER,79,0,NO
3AP,18+,Suffolk,"CONCERN FOR INDEPENDENT LIVING, INC.",28,0,NO
2AP,18+,Delaware,County,121,7,
3AP,18+,Brooklyn,NYC-HHC JACOBI MEDICAL CENTER,34,2,
2AP,18+,Manhattan,SOUTHWEST BROOKLYN HEALTH HOME LLC,43,2,
2AP,0-17,Queens,OMH STATE PC NETWORK,42,0,
2AP,0-17,Niagara,County,24,0,
2AP,0-17,Allegany,County,26,0,
3AP,18+,Manhattan,CARE FOR THE HOMELESS,40,0,
3AP,18+,Onondaga,County,265,1,
2AP,0-17,Erie,County,630,29,
2AP,18+,Columbia,County,225,25,
3AP,18+,Fulton,County,155,0,
3AP,0-17,Otsego,OTSEGO COUNTY COMMUNITY SERVICES BOARD,26,0,NO
2AP,0-17,Monroe,County,1274,43,
3AP,18+,Orange,MIDDLETOWN COMMUNITY HEALTH CENTER,98,1,
3AP,0-17,Monroe,BLUE CHOICE/BLUE CHOICE OPTIO,31,1,NO
2AP,0-17,Saint Lawrence,MASSENA MEMORIAL HOSPITAL,33,1,
2AP,18+,Suffolk,ST. CATH OF SIENA MC-D/B/A ST.CATH SIENA HOSP,146,16,NO
2AP,18+,Orange,ORANGE COUNTY DEPARTMENT OF MENTAL HEALTH,107,2,NO
2AP,18+,Oneida,"THE NEIGHBORHOOD CENTER, INC.",291,16,NO
2AP,18+,Schenectady,"CAPITAL BEHAVIORAL HEALTH NETWORK, LLC BHCC",590,36,
2AP,0-17,Suffolk,County,549,27,
3AP,18+,Manhattan,ST. LUKE'S-ROOSEVELT HOSPITAL CENTER,3723,11,
2AP,18+,Erie,AIDS COMMUNITY SER WNY,167,12,NO
2AP,18+,Staten Island,COORDINATED BEHAVIORAL CARE IPA,191,30,
3AP,18+,Onondaga,"LIBERTY RESOURCES, INC.",153,0,NO
2AP,0-17,Staten Island,County,38,0,
3AP,18+,Queens,MEDICAL ARTS SANITARIUM,255,2,NO
2AP,18+,Saratoga,County,610,61,
2AP,18+,Washington,County,10,1,
2AP,18+,Region,Region,7641,766,
2AP,18+,Manhattan,"PSCH, INC.",143,27,YES
2AP,18+,Region,Region,13,0,
2AP,0-17,Westchester,ST. JOSEPH'S MEDICAL CENTER,79,1,
2AP,0-17,Nassau,WINTHROP-UNIVERSITY HOSPITAL,25,0,NO
2AP,18+,Albany,ELLIS HOSPITAL,24,5,
3AP,18+,Saint Lawrence,County,84,1,
2AP,18+,Schoharie,County,116,13,
3AP,18+,Rockland,"JAWONIO, INC.",65,1,
3AP,18+,Queens,LONG ISLAND JEWISH MEDICAL CENTER,726,10,
3AP,18+,Staten Island,County,1784,14,
2AP,0-17,Rockland,County,141,4,
2AP,18+,Ontario,SOLDIERS & SAILORS MEMORIAL HOSPITAL,59,6,
3AP,18+,Chautauqua,BROOKS MEMORIAL HOSPITAL,115,0,
3AP,18+,Saint Lawrence,ST LAWRENCE ADDICTION TRT CTR,22,0,
3AP,0-17,Suffolk,SAGAMORE CHILDREN'S PSYCHIATRIC CENTER,41,0,NO
2AP,0-17,Onondaga,HUTCHINGS PSYCHIATRIC CENTER,46,3,
2AP,0-17,Onondaga,ONONDAGA COUNTY DEPARTMENT OF MENTAL HEALTH,41,2,
3AP,18+,Brooklyn,"FEDERATION OF ORG. F/T NYS MENT.DISABLED, INC",42,1,NO
3AP,18+,Westchester,ADVANCED HEALTH NETWORK IPA,1210,8,
2AP,18+,Genesee,GENESEE COUNCIL ON ALCOHOLISM & SUBSTANCE ABU,60,5,
2AP,18+,Bronx,"PIBLY RESIDENTIAL PROGRAMS, INC.",58,17,YES
2AP,0-17,Brooklyn,COORDINATED BEHAVIORAL CARE IPA,419,13,
3AP,18+,Putnam,HUDSON RIVER HEALTH CARE,21,0,
3AP,0-17,Bronx,OMH STATE PC NETWORK,37,0,NO
2AP,0-17,Rockland,County,141,4,
2AP,18+,Herkimer,County,289,26,
3AP,0-17,Rockland,"REFUAH HEALTH CENTER, INC.",33,0,
3AP,18+,Nassau,County,5105,21,
2AP,18+,Suffolk,County,2,1,
2AP,18+,Westchester,SAYVILLE PROJECT - SUNY STONYBROOK,77,10,
2AP,0-17,Bronx,THE INSTITUTE FOR FAMILY HEALTH,47,2,NO
2AP,0-17,Orange,County,240,13,
2AP,18+,Albany,County,6102,975,
3AP,18+,Hamilton,County,2,0,
3AP,18+,Ulster,CHILD & FAM GUID CTR ADICT SV,40,0,NO
3AP,18+,Greene,COLUMBIA MEMORIAL HOSPITAL,177,0,
2AP,18+,Steuben,County,339,29,
2AP,18+,Essex,County,136,15,
2AP,18+,Westchester,MENTAL HLTH ASSOC  MH,43,2,NO
3AP,18+,Franklin,ALICE HYDE MEDICAL CENTER,115,0,
3AP,18+,Schoharie,County,118,2,
3AP,18+,Brooklyn,UNIVERSITY HOSPITAL OF BROOKLYN,432,1,
3AP,18+,Columbia,COLUMBIA MEMORIAL HOSPITAL,51,1,NO
3AP,18+,Brooklyn,"BROOKLYN CENTER FOR PSYCHOTHERAPY, INC.",96,0,NO
3AP,18+,Broome,"ONONDAGA CASE MGMNT SERVICES, INC DBA CIRCARE",29,0,
2AP,18+,Westchester,MT VERNON NEIGHBORHOOD HC INC,119,13,
3AP,18+,Fulton,"HEALTHY ALLIANCE IPA, LLC",114,0,
2AP,18+,Wyoming,County,138,12,
2AP,18+,Columbia,County,220,22,
2AP,18+,Sullivan,County,1801,234,
2AP,0-17,Nassau,SOUTH SHORE CHILD GUIDANCE CENTER,49,0,NO
3AP,18+,Dutchess,County,1292,6,
3AP,18+,Ontario,FINGER LAKES MIGRANT HLTH,28,0,
3AP,18+,Rockland,NYACK HOSPITAL,273,1,
2AP,18+,Onondaga,"REHABILITATION SUPPORT SERVICES, INC.",25,7,
2AP,18+,Putnam,County,227,28,
3AP,18+,Erie,BERTRAND CHAFFEE HOSPITAL,43,0,
3AP,18+,Montgomery,County,498,0,
3AP,0-17,Orange,"OCCUPATIONS, INC.",49,0,NO
2AP,0-17,Oneida,County,496,9,
3AP,18+,Wyoming,County,138,0,
2AP,18+,Dutchess,"REHABILITATION SUPPORT SERVICES, INC.",34,4,NO
2AP,0-17,Herkimer,LITTLE FALLS HOSPITAL,25,0,
2AP,0-17,Saratoga,County,306,5,
2AP,0-17,Bronx,NEW YORK CITY CHILDREN'S CENTER,45,2,NO
2AP,18+,Queens,LEXINGTON HEARING AND SPEECH,45,10,
2AP,18+,Fulton,NATHAN LITTAUER HOSPITAL,143,9,NO
2AP,18+,Erie,County,4231,401,
3AP,18+,Orleans,MEDINA MEMORIAL HOSPITAL,72,0,
2AP,18+,Warren,County,804,66,
3AP,0-17,Monroe,CHHUNY LLC,539,0,
3AP,18+,Bronx,County,14727,60,
3AP,18+,Monroe,A C CENTER INC,81,0,NO
3AP,18+,Suffolk,PECONIC BAY MED CTR,136,1,NO
2AP,18+,Queens,BRONX-LEBANON HOSPITAL CENTER,364,29,NO
2AP,18+,Washington,County,10,1,
3AP,18+,Rockland,"REFUAH HEALTH CENTER, INC.",308,1,
3AP,18+,Schenectady,ELLIS HOSPITAL,486,2,NO
3AP,18+,Ulster,THE INSTITUTE FOR FAMILY HEALTH,74,0,NO
3AP,0-17,Cattaraugus,OLEAN GENERAL HOSPITAL,44,0,
2AP,18+,Warren,"CITIZEN ADVOCATES, INC. DBA NORTH STAR INDUST",22,2,
2AP,0-17,Warren,County,255,2,
2AP,0-17,Erie,MID-ERIE COUNSELING AND TREATMENT SERVICES,36,0,NO
2AP,18+,Westchester,"FAMILY SERVICES OF WESTCHESTER, INC.",90,7,NO
2AP,18+,Broome,BROOME COUNTY COMMUNITY MENTAL HEALTH SERVICE,83,4,NO
3AP,18+,Wyoming,WYOMING COUNTY COMMUNITY HOSPITAL,70,0,NO
2AP,18+,Manhattan,NYC-HHC MORRISANIA DIAGNOSTIC & TREATMENT CTR,28,3,NO
3AP,0-17,Bronx,BRONXCARE HEALTH SYSTEM,199,0,
2AP,18+,Nassau,HUDSON RIVER HEALTH CARE,156,18,
2AP,18+,Queens,"THE FORTUNE SOCIETY, INC.",31,2,
2AP,18+,Bronx,BRONX SC LLC,23,2,
2AP,18+,Manhattan,"HOUSING WORKS SER,INC AADC",163,12,
3AP,0-17,Cortland,FAMILY HLTH NETWRK CENTRAL NY,40,0,
2AP,18+,Ontario,"HUTHER-DOYLE MEMORIAL INSTITUTE, INC.",170,14,
2AP,18+,Saratoga,County,599,60,
2AP,18+,Brooklyn,HASC DIAGNOSTIC & TREAT CTR,222,66,
2AP,18+,Nassau,FEDERATION EMPLOYMENT & GUIDANCE SERVICE,714,82,NO
2AP,18+,Warren,County,774,59,
2AP,18+,Erie,"LIVING OPPORTUNITIES OF DEPAUL, INC.",49,16,YES
3AP,0-17,Franklin,"CITIZEN ADVOCATES, INC. DBA NORTH STAR INDUST",76,0,
3AP,18+,Manhattan,COORDINATED BEHAVIORAL CARE IPA,5162,26,
2AP,18+,Cortland,County,226,11,
3AP,18+,Manhattan,NYC-HHC AGENCY NETWORK,358,1,
3AP,18+,Schenectady,County,1548,3,
2AP,0-17,Brooklyn,COALITION FOR HISPANIC FAMILY SERVICES,25,0,NO
3AP,18+,Saint Lawrence,OMH STATE PC NETWORK,129,0,NO
3AP,18+,Putnam,County,71,0,
2AP,0-17,Chenango,County,66,3,
3AP,18+,Dutchess,"MENTAL HEALTH AMERICA OF DUTCHESS COUNTY, INC",303,1,
2AP,18+,Franklin,ADIRONDACK MEDICAL CENTER,28,5,
2AP,18+,Erie,INDEPENDENT HLTH ASSOCIATION,78,5,NO
3AP,18+,Statewide,Statewide,6547,32,
3AP,18+,Jefferson,CARTHAGE AREA HOSPITAL,27,0,NO
3AP,0-17,Oswego,"OSWEGO HOSPITAL, INC.",57,0,NO
3AP,18+,Queens,"THE CHILD CENTER OF NY, INC.",71,0,
3AP,18+,Brooklyn,SOUTH BEACH PSYCHIATRIC CENTER,79,0,NO
3AP,18+,Brooklyn,THE INSTITUTE FOR FAMILY HEALTH,97,0,
2AP,0-17,Nassau,County,506,17,
2AP,18+,Westchester,UNIVERSITY BEHAVIORAL ASSOCIATES IN,371,43,
3AP,0-17,Onondaga,SUNY HEALTH SCIENCE CENTER-UNIVERSITY HOSPITA,349,0,
2AP,18+,Dutchess,County,1312,150,
3AP,18+,Brooklyn,ADVANCED HEALTH NETWORK IPA,106,0,
3AP,18+,Staten Island,COMMUNITY HEALTH ACTION OF SI,58,0,
3AP,18+,Warren,County,801,0,
2AP,0-17,Greene,County,70,3,
2AP,18+,Staten Island,County,1777,283,
3AP,18+,Manhattan,"ELEV8 CENTER NEW YORK, LLC",49,0,
2AP,18+,Jefferson,County,517,50,
3AP,18+,Westchester,County,8841,57,
3AP,18+,Erie,KENMORE MERCY HOSPITAL,199,1,
3AP,0-17,Queens,OMH STATE PC NETWORK,55,0,
3AP,0-17,Chenango,CHENANGO MEMORIAL HOSP    INC,38,0,
2AP,0-17,Manhattan,NYC-HHC JACOBI MEDICAL CENTER,74,3,NO
3AP,0-17,Suffolk,SUFFOLK COUNTY COMMUNITY MENTAL HYGIENE SERV,44,0,NO
3AP,18+,Broome,OUR LADY OF LOURDES MEMORIAL HOSPITAL,391,0,
2AP,0-17,Oswego,County,103,1,
2AP,0-17,Cayuga,County,141,6,
2AP,0-17,Onondaga,TOOMEY RESIDENTIAL AND COMMUNITY SERVICES,22,1,
3AP,18+,Hamilton,County,3,0,
2AP,18+,Steuben,County,368,39,
2AP,18+,Tioga,County,49,10,
2AP,18+,Schenectady,County,1574,118,
2AP,0-17,Yates,County,35,1,
2AP,0-17,Genesee,GENESEE COUNTY MENTAL HEALTH SERVICES,25,0,
3AP,18+,Oneida,ST. ELIZABETH MEDICAL CENTER,146,0,
3AP,18+,Yates,County,94,1,
2AP,0-17,Queens,OMH STATE PC NETWORK,32,0,
3AP,0-17,Queens,PREMIER HEALTHCARE D & T CTR,49,0,
2AP,0-17,Schenectady,County,307,14,
3AP,18+,Rensselaer,County,469,1,
3AP,0-17,Manhattan,THE NEW YORK AND PRESBYTERIAN HOSPITAL,205,0,
2AP,18+,Dutchess,County,1338,140,
2AP,18+,Warren,County,785,72,
2AP,18+,Dutchess,County,1281,154,
3AP,18+,Queens,NATIONAL ASSOCIATION ON DRUG ABUSE PROBLEMS,54,0,
2AP,0-17,Schenectady,ELLIS HOSPITAL,254,4,NO
2AP,18+,Lewis,County,14,0,
2AP,0-17,Tompkins,"FRANZISKA RACKER CENTERS, INC.",34,1,
2AP,0-17,Westchester,County,1127,57,
3AP,0-17,Suffolk,County,547,0,NO
2AP,18+,Brooklyn,GREATER NY ENDOSCOPY SURGICAL CTR,46,2,
3AP,18+,Dutchess,"MENTAL HEALTH AMERICA OF DUTCHESS COUNTY, INC",378,1,
2AP,0-17,Wayne,County,109,5,
3AP,18+,Montgomery,County,480,0,
2AP,18+,Wayne,County,209,13,
2AP,0-17,Madison,County,73,2,
2AP,18+,Erie,BUFFALO PSYCHIATRIC CENTER,167,37,YES
3AP,18+,Albany,SUNNYVIEW HOSP,41,0,NO
2AP,18+,Brooklyn,"COORDINATED BEHAVIORAL HEALTH CARE, INC.",575,81,
2AP,18+,Niagara,"BRYLIN HOSPITALS, INC.",23,0,
3AP,0-17,Westchester,HUDSON VALLEY HOSP CTR,24,0,
2AP,18+,Rensselaer,County,882,93,
2AP,18+,Delaware,County,97,6,
2AP,18+,Nassau,County,1001,175,
2AP,0-17,Oneida,County,443,14,
3AP,18+,Bronx,MONTEFIORE MEDICAL CENTER,750,3,
2AP,0-17,Montgomery,County,140,6,
2AP,18+,Onondaga,County,1137,53,
2AP,18+,Saint Lawrence,County,566,41,
2AP,0-17,Manhattan,JEWISH BOARD OF FAMILY & CHILDREN'S SERVICES,68,3,NO
3AP,18+,Ontario,County,358,1,
2AP,18+,Brooklyn,County,11601,1271,
2AP,0-17,Westchester,ST. JOHN'S RIVERSIDE HOSPITAL,56,3,NO
3AP,18+,Manhattan,NYC-HHC CONEY ISLAND HOSPITAL,344,2,NO
3AP,0-17,Warren,County,260,0,
3AP,18+,Orange,ST ANTHONY COMMUNITY HOSPITAL,21,0,NO
2AP,18+,Manhattan,"LOWER EAST SIDE SERVICE CENTER, INC.",102,10,NO
3AP,18+,Putnam,County,389,2,
3AP,18+,Westchester,ST. JOSEPH'S MEDICAL CENTER,1026,1,NO
3AP,18+,Wayne,County,205,0,
2AP,0-17,Warren,County,251,2,
2AP,18+,Oswego,County,276,30,NO
2AP,18+,Broome,CORNERSTONE FAMILY HEALTHCARE,34,2,
2AP,0-17,Broome,County,377,15,
3AP,18+,Erie,County,3672,13,
3AP,18+,Staten Island,METRO COMMUNITY HEALTH CENTERS INC,124,1,
2AP,18+,Oswego,County,388,32,
3AP,18+,Westchester,WHITE PLAINS HOSPITAL MEDICAL CENTER,437,4,
3AP,18+,Livingston,NICHOLAS H. NOYES MEMORIAL HOSPITAL,45,0,NO
3AP,0-17,Onondaga,"HELIO HEALTH, INC.",27,0,
2AP,18+,Chenango,CHENANGO MEMORIAL HOSP    INC,49,4,NO
2AP,18+,Staten Island,County,1594,242,
3AP,0-17,Erie,WOMEN AND CHILDREN'S HOSPITAL OF BUFFALO,191,0,
3AP,0-17,Manhattan,NYC-HHC WOODHULL MEDICAL & MENTAL HEALTH CENT,69,0,
2AP,18+,Rensselaer,County,439,47,
3AP,18+,Dutchess,County,1327,5,
3AP,0-17,Chemung,ST. JOSEPH'S HOSPITAL,30,0,NO
2AP,18+,Brooklyn,County,12159,1314,
3AP,18+,Warren,County,778,0,
3AP,18+,Staten Island,County,483,5,
3AP,18+,Tompkins,PLANNED PARENTHOOD SO FINGER LAKES,42,0,
3AP,0-17,Saint Lawrence,OMH STATE PC NETWORK,27,0,
3AP,18+,Manhattan,"STEINWAY CHILD AND FAMILY SERVICES, INC.",87,2,NO
2AP,18+,Broome,County,1130,86,
2AP,18+,Niagara,"THE DALE ASSOCIATION, INC.",69,13,
2AP,0-17,Jefferson,SAMARITAN MEDICAL CENTER,82,2,
3AP,0-17,Erie,"MONSIGNOR CARR INSTITUTE, INC.",116,0,NO
2AP,18+,Statewide,Statewide,8,1,
3AP,0-17,Westchester,OMH STATE PC NETWORK,35,0,NO
2AP,0-17,Bronx,County,286,12,
2AP,18+,Erie,ROSWELL PARK CANCER INST,145,16,NO
3AP,18+,Suffolk,BEHAVIORAL ENHANCEMENT AND SUBSTANC,66,0,
3AP,18+,Ontario,County,703,3,
2AP,18+,Cattaraugus,County,391,47,
2AP,18+,Albany,County,6139,989,
2AP,18+,Essex,County,126,15,
3AP,0-17,Manhattan,MOUNT SINAI MEDICAL CENTER,68,0,
2AP,18+,Sullivan,County,531,74,
2AP,18+,Queens,"TRANSITIONAL SERVICES FOR NEW YORK, INC.",322,73,
3AP,18+,Oneida,County,1577,5,
2AP,18+,Cattaraugus,County,412,41,
3AP,18+,Genesee,County,304,0,
2AP,18+,Dutchess,WESTCHESTER COUNTY HEALTH CARE CORPORATION,408,50,
2AP,0-17,Steuben,CHHUNY LLC,21,1,
3AP,18+,Manhattan,NYC-HHC GOUVERNEUR HOSPITAL D&TC,258,1,
2AP,0-17,Genesee,County,47,0,NO
2AP,18+,Albany,ST PETERS HOSPITAL ALBANY,136,11,NO
3AP,18+,Westchester,WHITE PLAINS HOSPITAL CENTER,115,1,NO
2AP,18+,Orange,County,1417,191,
2AP,18+,Queens,NEW YORK HOSP MED CTR QUEENS,396,81,
2AP,18+,Westchester,County,9399,1279,
2AP,18+,Lewis,County,16,0,
2AP,18+,Onondaga,"CENTRAL NEW YORK SERVICES, INC.",132,17,
2AP,0-17,Onondaga,SYRACUSE COMM HEALTH CTR  INC,52,1,
2AP,18+,Erie,County,4192,374,
2AP,0-17,Suffolk,SAGAMORE CHILDREN'S PSYCHIATRIC CENTER,27,2,
2AP,0-17,Chenango,CHENANGO COUNTY COMMUNITY SERVICES BOARD,22,0,NO
3AP,0-17,Saint Lawrence,OMH STATE PC NETWORK,55,0,NO
2AP,0-17,Westchester,"WESTCHESTER JEWISH COMMUNITY SERVICES, INC.",78,0,
3AP,0-17,Ulster,ASTOR SERVICES FOR CHILDREN & FAMILIES,35,0,
2AP,0-17,Genesee,County,43,1,
2AP,18+,Staten Island,SOUTH BEACH PSYCHIATRIC CENTER,485,107,YES
3AP,18+,Schoharie,County,111,2,
3AP,18+,Suffolk,ALL MED & REHAB OF NEW YORK,59,0,
2AP,18+,Cortland,County,258,14,
2AP,0-17,Brooklyn,County,238,20,
3AP,18+,Rensselaer,County,429,4,
2AP,18+,Nassau,County,5327,584,
3AP,18+,Brooklyn,"PUERTO RICAN FAMILY INSTITUTE, INC.",21,0,NO
2AP,0-17,Jefferson,County,149,3,
3AP,0-17,Staten Island,RICHMOND MEDICAL CENTER DBA RICHMOND UMC,123,0,
2AP,0-17,Onondaga,County,582,30,
2AP,0-17,Westchester,ST JOHNS RIVERSIDE HOSPITAL DOBBS F,31,0,NO
3AP,0-17,Washington,WARREN-WASHINGTON ASSOCIATION FOR MENTAL HEAL,32,0,NO
2AP,18+,Manhattan,MEDICAL ARTS SANITARIUM,21,1,NO
2AP,18+,Cattaraugus,County,376,49,
3AP,18+,Queens,County,9686,55,
2AP,18+,Erie,MERCY HOSPITAL OF BUFFALO,509,57,
2AP,18+,Seneca,County,164,39,
3AP,18+,Brooklyn,JEWISH BOARD OF FAMILY & CHILDREN'S SERVICES,226,1,
2AP,18+,Warren,GLENS FALLS HOSPITAL,412,35,
2AP,0-17,Cayuga,CAYUGA COUNTY COMMUNITY SERVICES BOARD,37,0,
2AP,18+,Brooklyn,"PESACH TIKVAH-HOPE DEVELOPMENT, INC.",65,11,NO
2AP,18+,Staten Island,County,1784,273,
2AP,18+,Cortland,County,139,9,NO
2AP,18+,Queens,LI JEWISH MEDICAL CENTER ZUCKER HILLSIDE DIV,887,146,YES
2AP,0-17,Allegany,County,22,0,
2AP,18+,Oneida,County,3,1,
3AP,18+,Queens,JAMAICA HOSPITAL MEDICAL CENTER,1244,9,
3AP,0-17,Westchester,THE NEW YORK AND PRESBYTERIAN HOSPITAL,58,0,
2AP,18+,Clinton,County,323,39,
2AP,0-17,Rensselaer,County,165,4,
2AP,18+,Westchester,"MENTAL HEALTH ASSOC/COLUMBIA-GREENE COS., INC",54,4,NO
3AP,0-17,Rockland,County,145,0,
2AP,18+,Queens,NEW YORK FLUSHING HOSPITAL AND MEDICAL CENTER,405,32,NO
3AP,0-17,Queens,NYC-HHC AGENCY NETWORK,51,0,
3AP,18+,Warren,GLENS FALLS HOSPITAL,208,0,NO
2AP,18+,Putnam,County,239,26,
3AP,18+,Brooklyn,CONEY ISLAND HOSPITAL SCM,31,0,NO
2AP,18+,Monroe,"BEHAVIORAL HEALTH NETWORK, INC.",281,17,NO
3AP,0-17,Manhattan,ASTOR SERVICES FOR CHILDREN & FAMILIES,30,0,
2AP,0-17,Manhattan,NYC-HHC HARLEM HOSPITAL CENTER,53,1,NO
2AP,0-17,Madison,County,43,0,NO
3AP,18+,Cayuga,"CAYUGA COUNSELING SERVICES, INC.",28,0,
2AP,18+,Queens,MEDISYS FAMILY CARE,46,15,
2AP,18+,Ontario,County,261,37,NO
2AP,18+,Bronx,OMH STATE PC NETWORK,236,78,YES
2AP,18+,Oneida,County,1728,156,
3AP,0-17,Schenectady,SCHENECTADY FAMILY HEALTH SER,49,0,
3AP,18+,Staten Island,STATEN ISLAND UNIVERSITY HOSPITAL,1068,10,
3AP,18+,Broome,COORDINATED BEHAVIORAL HEALTH SERVICES IPA,22,0,
3AP,18+,Nassau,"LONG ISLAND FQHC, INC.",262,1,
2AP,18+,Jefferson,County,531,50,
2AP,18+,Rensselaer,County,882,83,
2AP,18+,Suffolk,SOUTHSIDE HOSPITAL,330,41,NO
2AP,18+,Manhattan,METRO COMMUNITY HEALTH CENTERS INC,22,1,
3AP,18+,Bronx,CCN GENERAL MEDICINE PLLC,54,0,
3AP,0-17,Sullivan,SULLIVAN COUNTY DEPARTMENT OF COMMUNITY SERV.,41,0,NO
2AP,18+,Manhattan,EXPONENTS INC,24,2,NO
2AP,18+,Staten Island,County,1593,271,
2AP,18+,Broome,County,1130,86,
2AP,18+,Onondaga,CENTRAL NEW YORK BHCC,2519,257,
2AP,0-17,Essex,County,39,0,
3AP,18+,Queens,MEDISYS FAMILY CARE,56,0,
3AP,18+,Bronx,County,15232,72,
