name,address1,address2,address3,borough_name,website,os_addressbase_uprn,borough_code,ward_2018_name,ward_2018_code,longitude,latitude,easting,northing,runtime
Royal College of Surgeons of England,35-43 Lincoln's Inn Fields,,,City of Westminster,https://www.rcseng.ac.uk/,10091945440.0,E09000033,St. James's,E05000644,-0.1158740280730575,51.515285518292416,530831.9645505925,181277.92367464828,04/11/2021
Kenwood House (known as the Iveagh Bequest),Hampstead Ln,Highgate,,Camden,http://www.culture24.org.uk/mw387,10091954503.0,E09000007,Highgate,E05000137,-0.1675998045215327,51.57132839392993,527086.9655693867,187418.92200642705,04/11/2021
Hall Place and Gardens,Bourne Road,Bexley,Kent,Bexley,https://www.hallplace.org.uk/,100020195288.0,E09000004,Crayford,E05011222,0.1602553990405088,51.44803112560768,550210.9592804892,174328.92556404375,04/11/2021
Geffrye Museum,136 Kingsland Road,London,,Hackney,http://www.geffrye-museum.org.uk/,100021051873.0,E09000012,Haggerston,E05009375,-0.0762440652955251,51.53155722193844,533533.9638188663,183158.92316478785,04/11/2021
Ham House,Ham House and Garden,Ham St,Richmond-upon-Thames,Richmond upon Thames,https://www.nationaltrust.org.uk/ham-house-and-garden,100022307688.0,E09000027,"Ham, Petersham and Richmond Riverside",E05000519,-0.3164578942587553,51.44367923659335,517097.96828456153,172975.925934484,04/11/2021
Orleans House Gallery,Riverside,Twickenham,,Richmond upon Thames,http://www.richmond.gov.uk/arts,100022344488.0,E09000027,Twickenham Riverside,E05000531,-0.3190722143109723,51.44733168643536,516906.968337014,173377.92582553212,04/11/2021
Bromley Museum at Bromley Historic Collections,Â High St,Bromley,,Bromley,,100022886980.0,E09000006,Bromley Town,E05000109,0.0144742489057638,51.403764999162505,540216.9620015749,169117.92697948817,04/11/2021
Bethlem Museum of the Mind,Bethlem Royal Hospital,Monks Orchard Road,,Bromley,http://museumofthemind.org.uk/,100022894353.0,E09000006,Kelsey and Eden Park,E05000120,-0.0297404902326857,51.38091958287066,537209.9628154368,166493.9276965016,04/11/2021
Dr JohnsonÃÂ¼s House,17 Gough Square,,,City and County of the City of London,http://www.drjohnsonshouse.org/,100022935908.0,E09000001,Castle Baynard,E05009297,-0.1081590654901617,51.51503545846408,531367.9644042513,181263.9236792864,04/11/2021
Walthamstow Pumphouse Museum,10 S Access Rd,Walthamstow,,Waltham Forest,http://e17pumphouse.org.uk/,100022984152.0,E09000031,Markhouse,E05000606,-0.034764429648415,51.576714013955744,536275.9630726937,188256.9217821934,04/11/2021
Vestry House Museum,Vestry Road,,,Waltham Forest,http://www.walthamforest.gov.uk/vestry-house,100022986430.0,E09000031,Hoe Street,E05000601,-0.0127393559385284,51.58401371573883,537779.9626621486,189109.9215461703,04/11/2021
Sutton House,2 & 4 Homerton High St,,,Hackney,www.ânationaltrust.âorg.âuk/âsutton-âhouse,100023022522.0,E09000012,Homerton,E05009376,-0.0504042601554399,51.54848590740279,535275.9633436317,185088.9226410914,04/11/2021
The Garden Museum,5 Lambeth Palace Rd,Lambeth,,Lambeth,www.âgardenmuseum.âorg.âuk,100023225605.0,E09000022,Bishop's,E05000416,-0.1201953581238928,51.49504922782068,530589.9646163671,179019.92428933864,04/11/2021
RangerÃÂ¼s House,Chesterfield Walk,Lewisham,,Greenwich,http://www.english-heritage.org.uk/visit/places/rangers-house-the-wernher-collection/,100023227777.0,E09000011,Greenwich West,E05000222,-0.0016106929260604,51.47341137006207,538886.9623608608,176831.924884153,04/11/2021
Fan Museum,12 Crooms Hill,,,Greenwich,https://www.thefanmuseum.org.uk/,100023227937.0,E09000011,Greenwich West,E05000222,-0.0082057105737008,51.47898036199037,538412.1024446647,177438.7146972238,04/11/2021
The Old Royal Naval College,King William Walk,Greenwich,,Greenwich,www.âornc.âorg,100023228558.0,E09000011,Greenwich West,E05000222,-0.0063974126454343,51.4829679205009,538525.5824577431,177885.5445925399,04/11/2021
Mall Galleries,The Mall,17 Carlton House Terrace,,City of Westminster,http://www.mallgalleries.org.uk/,100023349548.0,E09000033,St. James's,E05000644,-0.1301482499558627,51.50671003411815,529865.9648131775,180298.923942891,04/11/2021
Royal College of Music Museum of Instruments,Prince Consort Rd,Kensington,,City of Westminster,www.ârcm.âac.âuk/âvisit/âmuseum/â,100023378050.0,E09000033,Knightsbridge and Belgravia,E05000637,-0.1768889543319312,51.4992805037668,526642.9656896363,179390.92418974685,04/11/2021
The London Museum of Water and Steam,Green Dragon Lane,Brentford,,Hounslow,www.âwaterandsteam.âorg.âuk,100023407522.0,E09000018,Brentford,E05000347,-0.2905175716664339,51.489055494954336,518782.8677923639,178063.62450221286,04/11/2021
"Hillingdon Local Studies, Archives and Museum",Central Library,14-16 High Street,Uxbridge,Hillingdon,https://www.hillingdon.gov.uk/history,100023421562.0,E09000017,Uxbridge South,E05000341,-0.4782767141894988,51.54518515249601,505617.9714063839,184017.9229329521,04/11/2021
National Gallery,Trafalgar Square,,,City of Westminster,http://www.nationalgallery.org.uk/,100023432659.0,E09000033,St. James's,E05000644,-0.1276581949477372,51.50909834878704,530031.9647680513,180568.92386848383,04/11/2021
Benjamin Franklin House,36 Craven Street,,,City of Westminster,http://www.benjaminfranklinhouse.org/,100023432708.0,E09000033,St. James's,E05000644,-0.1248934538037169,51.50764232446757,530227.9647143156,180411.92391104344,04/11/2021
British Dental Association Museum,64 Wimpole St,Marylebone,,City of Westminster,https://bda.org/museum,100023465311.0,E09000033,Marylebone High Street,E05000641,-0.1486163749991091,51.51857660152436,528550.9651694552,181585.92359387703,04/11/2021
British Architectural Library (Library and Photographs Collection),66 Portland Pl,Marylebone,,City of Westminster,https://www.architecture.com/about/riba-library-and-collections,100023466307.0,E09000033,Marylebone High Street,E05000641,-0.1448435900362467,51.52132271764298,528804.9651006795,181897.92350849224,04/11/2021
Handel and Hendrix in London,23 and 25 Brook Street,Mayfair,,City of Westminster,https://handelhendrix.org/,100023474817.0,E09000033,West End,E05000649,-0.1459038432059894,51.512967278671226,528754.965114292,180966.92376246763,04/11/2021
HogarthÃ¢ÂÂs House,Greater London,,,Hounslow,http://www.hounslow.info/arts-culture/historic-houses-museums/hogarth-house/#,100023518941.0,E09000018,Chiswick Homefields,E05000348,-0.2549873889554955,51.48701875327443,521254.887137769,177895.30460051697,04/11/2021
Bruce Castle Museum,Bruce Castle Museum,Lordship Lane,,Haringey,http://www.haringey.gov.uk/leisure/brucecastlemuseum,100023552396.0,E09000014,White Hart Lane,E05000283,-0.0754409033104723,51.59915010215165,533391.9638561665,190676.92112226985,04/11/2021
Down House,Down House,Luxted Road,Â Downe,Bromley,www.english-heritage.org.uk/darwin/,100023633852.0,E09000006,Darwin,E05000117,0.0534664218478761,51.331433604935285,543153.961201157,161149.92914692525,04/11/2021
Museum of London,150 London Wall,,,City and County of the City of London,http://www.museumoflondon.org.uk/london-wall/#,200000069411.0,E09000001,Aldersgate,E05009288,-0.0960666931222727,51.51779839765451,532198.9641790999,181592.92359148545,04/11/2021
Barbican Art Gallery,Level 3,Barbican Centre,Silk Street,City and County of the City of London,http://www.barbican.org.uk/artgallery,200000072620.0,E09000001,Cripplegate,E05009302,-0.0941025868567625,51.51996070969431,532328.9641439863,181836.9235256182,04/11/2021
British Red Cross Museum and Archives,UK Office 44 Moorfields,,,City and County of the City of London,http://www.redcross.org.uk/museumandarchives,200000075168.0,E09000001,Coleman Street,E05009299,-0.0886505040685439,51.5190921022144,532709.7239894785,181750.20351792843,04/11/2021
Guildhall Art Gallery and London's Roman Amphitheatre,Guildhall Art Gallery Cultural and Visitor Development Town ClerkÃ¢ÂÂs Department Guildhall Yard,,,City and County of the City of London,http://www.guildhallartgallery.cityoflondon.gov.uk/,200000075197.0,E09000001,Bassishaw,E05009290,-0.0916340234565106,51.51556807522475,532512.9640940843,181352.92365715743,04/11/2021
Headstone Manor & Museum (Harrow),Headstone Manor & Museum,Pinner View,Harrow,Harrow,http://www.harrow.gov.uk/museum,200000320113.0,E09000015,Headstone North,E05000292,-0.3526130804318212,51.59406081618872,514208.9690684588,189641.92140181136,04/11/2021
Hayward Gallery,Southbank Centre,Belvedere Road,,Lambeth,http://ticketing.southbankcentre.co.uk/venues/hayward-gallery#,200000480099.0,E09000022,Bishop's,E05000416,-0.1154448154184182,51.50613299043132,530887.9645341901,180260.9239520956,04/11/2021
Florence Nightingale Museum,St. Thomas Hospital,2 Lambeth Palace Road,,Lambeth,http://www.florence-nightingale.co.uk/,200000488107.0,E09000022,Bishop's,E05000416,-0.1170069416556017,51.50005200097535,530796.9645598343,179581.92413936724,04/11/2021
The View (Epping Forest Collection),6 Rangers Road,,Chingford,Waltham Forest,www.cityoflondon.gov.uk/things-to-do/green-spaces/epping-forest/Pages/default.aspx,200001425882.0,E09000031,Chingford Green,E05000593,0.0175245221768769,51.63439473101763,539721.9621349555,194769.92001058065,04/11/2021
William Morris Gallery and Brangwyn Gift,Lloyd Park House,531 Forest Rd,Walthamstow,Waltham Forest,http://wmgallery.org.uk/,200001431546.0,E09000031,William Morris,E05000608,-0.02037660899278,51.5913007088925,537228.9628105869,189905.9213307486,04/11/2021
Clipper Ship Cutty Sark,King William Walk,Greenwich,,Greenwich,http://www.rmg.co.uk/cuttysark,200002800647.0,E09000011,Greenwich West,E05000222,-0.0094926914437689,51.48281205018306,538311.142513546,177862.3646063864,04/11/2021
London Fire Brigade Museum,Winchester House,94a Southwark Bridge Rd,,Southwark,http://www.culture24.org.uk/mw921,200003353307.0,E09000028,Borough & Bankside,E05011095,-0.0981244724449347,51.50196854517723,532101.9642053051,179828.92407027475,04/11/2021
HMS Belfast,Uxbridge,Middlesex,,Southwark,http://iwm.org.uk/,200003356908.0,E09000028,London Bridge & West Bermondsey,E05011104,-0.0814631259463339,51.50659144906199,533244.8138714326,180373.17392100656,04/11/2021
Imperial War Museum,Lambeth Rd,,,Southwark,http://london.iwm.org.uk/,200003372421.0,E09000028,St. George's,E05011114,-0.1083277904858528,51.496009484277145,531410.9643930707,179147.9242546892,04/11/2021
Old Operating Theatre and Herb Garret,9A St ThomasÃ¢ÂÂ Street,,,Southwark,http://www.oldoperatingtheatre.com/,200003376919.0,E09000028,London Bridge & West Bermondsey,E05011104,-0.0884296152836078,51.50501236312088,532765.9640262275,180184.92397228637,04/11/2021
Brunel Museum,Brunel Engine House,Railway Avenue,Rotherhithe,Southwark,www.brunel-museum.org.uk/,200003410582.0,E09000028,Rotherhithe,E05011112,-0.0529398284004501,51.50159554671664,535238.9633523446,179869.92406081513,04/11/2021
Dulwich Picture Gallery,6 Gallery Road,Dulwich Village,,Southwark,http://www.dulwichpicturegallery.org.uk/,200003435462.0,E09000028,Dulwich Village,E05011100,-0.0864203627896006,51.445977705689295,533076.9639416866,173623.9257551703,04/11/2021
Osterley Park House,Jersey Road,Isleworth,,Hounslow,https://www.nationaltrust.org.uk/osterley-park-and-house?p=1356312744250,200003968705.0,E09000018,Osterley and Spring Grove,E05000363,-0.3517417311233995,51.48949015572655,514531.3689475135,178014.52453660412,04/11/2021
Gunnersbury Park Museum,Gunnersbury Park,Popes Ln,,Hounslow,www.hounslow.info Ã¢ÂÂº Arts & Culture Ã¢ÂÂº Historic Houses & Museums,200003970213.0,E09000018,Brentford,E05000347,-0.2863214479833223,51.49954348753787,519046.86772029125,179236.7242170201,04/11/2021
Migration Museum and the London Fire Brigade Museum,26 Lambeth High St,,,,https://www.london-fire.gov.uk/museum/   https://www.migrationmuseum.org/,,,,,-0.1203999135478098,51.49308936141581,530581.3642159238,178801.62112487975,04/11/2021
