Indicator Name,Age Group,County,Provider,Eligible Population,Number With QI Flag,Rate High?
2AP,0-17,Cattaraugus,"CATTARAUGUS REHABILITATION CENTER, INC.",21,1,NO
3AP,0-17,Bronx,MONTEFIORE MEDICAL CENTER,420,0,NO
2AP,0-17,Columbia,COLUMBIA COUNTY DEPARTMENT OF HUMAN SERVICES,34,0,
2AP,18+,Sullivan,County,1469,186,
3AP,0-17,Manhattan,NYC-HHC ELMHURST HOSPITAL CENTER,38,0,NO
3AP,18+,Washington,County,115,0,
3AP,0-17,Erie,CHILD AND FAMILY SERVICES OF ERIE COUNTY,38,0,
3AP,18+,Dutchess,THE INSTITUTE FOR FAMILY HEALTH,141,0,
3AP,18+,Greene,County,264,0,
2AP,18+,Suffolk,ALL MED & REHAB OF NEW YORK,248,28,
2AP,18+,Chemung,County,570,58,
2AP,0-17,Saint Lawrence,ST. LAWRENCE PSYCHIATRIC CENTER,58,1,NO
2AP,18+,Manhattan,"COORDINATED BEHAVIORAL HEALTH CARE, INC.",4490,602,
3AP,18+,Queens,NEW YORK PSYCHOTHERAPY AND COUNSELING CENTER,480,11,YES
3AP,18+,Brooklyn,HEARTSHARE HUMAN SVCS MR AI,54,0,NO
2AP,0-17,Schuyler,County,12,0,
3AP,18+,Albany,ALBANY MEMORIAL HOSPITAL,155,1,NO
2AP,18+,Essex,County,145,14,
3AP,18+,Greene,"MENTAL HEALTH ASSOC/COLUMBIA-GREENE COS., INC",24,0,NO
2AP,18+,Jefferson,SAMARITAN MEDICAL CENTER,340,32,
2AP,18+,Queens,"INSTITUTE FOR COMMUNITY LIVING, INC.",25,6,NO
2AP,18+,Ontario,FINGER LAKES ADDICTIONS COUNS & REFERRAL AGCY,69,3,
3AP,0-17,Albany,NYC-HHC HARLEM HOSPITAL CENTER,24,0,NO
3AP,0-17,Genesee,County,49,0,
2AP,18+,Chenango,County,170,13,
2AP,18+,Schenectady,County,1548,96,
3AP,18+,Allegany,County,82,0,
3AP,18+,Bronx,SOUND SHORE MEDICAL CENTER,79,0,NO
2AP,18+,Essex,WARRENSBURG HEALTH CENTER,51,4,
2AP,18+,Onondaga,TRANSITIONAL LIVING SERVICES OF ONONDAGA COUN,25,5,NO
2AP,0-17,Chemung,ARNOT OGDEN MEDICAL CENTER,45,0,NO
3AP,18+,Statewide,Statewide,72860,341,
2AP,18+,Essex,County,136,15,
2AP,18+,Broome,County,1173,97,
3AP,18+,Manhattan,COGENCY INTEGRATED HEALTHCARE IPA,1492,6,
2AP,0-17,Suffolk,SOUTHSIDE HOSPITAL,23,0,
3AP,0-17,Queens,"LIFELINE CENTER FOR CHILD DEVELOPMENT, INC.",23,0,
2AP,0-17,Ontario,County,147,5,
3AP,18+,Clinton,County,191,3,NO
2AP,0-17,Albany,NYC-HHC HARLEM HOSPITAL CENTER,22,1,NO
3AP,18+,Westchester,WESTCHESTER COUNTY HEALTH CARE CORPORATION,562,4,
2AP,0-17,Wyoming,County,8,1,
2AP,0-17,Orange,COORDINATED BEHAVIORAL HEALTH SERVICES IPA,149,7,
2AP,18+,Putnam,County,241,21,
3AP,0-17,Orange,ST LUKES CORNWALL,34,0,
2AP,0-17,Schenectady,County,307,14,
3AP,18+,Saint Lawrence,County,123,0,
2AP,18+,Brooklyn,NYC-HHC KINGS COUNTY HOSPITAL CENTER,790,89,NO
2AP,18+,Rockland,County,1060,196,
2AP,0-17,Madison,County,76,3,
2AP,0-17,Oneida,MOHAWK VALLEY PSYCHIATRIC CENTER,77,3,
2AP,18+,Otsego,County,764,66,
2AP,18+,Livingston,County,99,12,NO
3AP,18+,Dutchess,County,791,7,NO
2AP,0-17,Albany,County,1349,49,
2AP,18+,Rockland,County,1066,161,
3AP,18+,Washington,WARRENSBURG HEALTH CENTER,61,0,
2AP,18+,Greene,County,266,19,
3AP,18+,Manhattan,NEW YORK UNIVERSITY HOSPITALS CENTER,60,0,NO
2AP,18+,Albany,AIDS COUNCIL OF NENY AI,51,2,
3AP,18+,Westchester,County,8745,58,
3AP,18+,Erie,BUFFALO BEACON CORP,37,0,NO
3AP,18+,Westchester,BRONX PSYCHIATRIC CENTER,60,1,
3AP,18+,Ontario,County,665,4,
2AP,0-17,Westchester,"WESTCHESTER JEWISH COMMUNITY SERVICES, INC.",112,1,NO
2AP,0-17,Manhattan,NYC-HHC NORTH CENTRAL BRONX HOSPITAL,34,0,NO
2AP,0-17,Orange,County,241,14,
2AP,0-17,Sullivan,CATSKILL REGIONAL MEDICAL CENTER,71,5,
2AP,18+,Bronx,BRIGHTPOINT HEALTH,2000,172,
3AP,18+,Suffolk,ST. CATH OF SIENA MC-D/B/A ST.CATH SIENA HOSP,40,0,
2AP,0-17,Erie,VALUE NETWORK IPA,424,22,
3AP,18+,Erie,"MID-ERIE MENTAL HEALTH SERVICES, INC. DBA EHS",205,0,
3AP,0-17,Bronx,NYC-HHC LINCOLN MEDICAL & MENTAL HEALTH CENTE,52,0,
3AP,18+,Columbia,County,227,1,
2AP,18+,Niagara,County,1364,101,
3AP,0-17,Brooklyn,"INTERBOROUGH DEVELOP & CONSULTATION CTR, INC.",53,0,
2AP,18+,Staten Island,ST. JOSEPH'S MEDICAL CENTER,46,16,
3AP,18+,Broome,SOUTHERN TIER AIDS PROGRAM AI,171,0,NO
3AP,0-17,Monroe,EASTER SEALS COMP PRIMARY DT,44,1,NO
2AP,18+,Manhattan,NYC-HHC AGENCY NETWORK,252,15,
3AP,18+,Franklin,County,369,0,
3AP,18+,Manhattan,FAMILY SERVICES NETWORK NY AI,33,0,
3AP,18+,Nassau,County,21,0,
3AP,18+,Dutchess,VASSAR BROTHERS MED CTR,67,2,NO
2AP,18+,Manhattan,"PUERTO RICAN FAMILY INSTITUTE, INC.",255,37,
2AP,18+,Manhattan,County,23878,2400,
2AP,18+,Bronx,GATEWAY COUNSELING CENTER,63,17,YES
3AP,18+,Ulster,County,1107,5,
2AP,18+,Suffolk,ECON OPP COUNCIL SUFFOLK AI,68,8,NO
3AP,18+,Bronx,JEWISH BOARD OF FAMILY & CHILDREN'S SERVICES,297,2,NO
2AP,18+,Putnam,County,1,0,
2AP,18+,Onondaga,County,2256,221,NO
2AP,18+,Yates,County,97,7,
3AP,18+,Wayne,County,199,0,
3AP,18+,Onondaga,HUTCHINGS PSYCHIATRIC CENTER,235,1,NO
3AP,18+,Queens,"CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC",142,0,
2AP,0-17,Manhattan,NYC-HHC HARLEM HOSPITAL CENTER,49,1,
3AP,18+,Niagara,PLANNED PARENTHOOD OF NIAG CO,30,0,
3AP,0-17,Westchester,"WESTCHESTER JEWISH COMMUNITY SERVICES, INC.",98,0,
3AP,18+,Manhattan,THE NEW YORK AND PRESBYTERIAN HOSPITAL,81,0,
3AP,18+,Suffolk,JAMAICA HOSPITAL MEDICAL CENTER,99,0,
2AP,0-17,Schenectady,County,283,16,
2AP,18+,Bronx,"THE BRIDGE, INC.",43,5,
2AP,0-17,Allegany,County,15,0,
2AP,18+,Nassau,County,5083,626,
3AP,18+,Onondaga,County,2591,11,
2AP,0-17,Erie,SISTERS OF CHARITY HOSP,45,2,
2AP,18+,Queens,MEDEX D & T CTR,148,22,
3AP,18+,Bronx,QUEENS COORDINATED CARE PARTNERS LL,95,0,NO
3AP,0-17,Cortland,FAMILY COUNSELING SERVICES OF CORTLAND CO.INC,25,0,
2AP,18+,Oneida,County,1620,151,
2AP,18+,Ontario,County,749,61,NO
2AP,0-17,Livingston,County,71,1,
2AP,18+,Westchester,"CENTRAL NASSAU GUIDANCE AND COUN. SERV., INC.",223,42,
2AP,18+,Ulster,County,1108,124,
2AP,0-17,Schenectady,NORTHEAST PARENT & CHILD SOCIETY,125,0,NO
2AP,0-17,Brooklyn,COALITION FOR HISPANIC FAMILY SERVICES,29,0,NO
2AP,18+,Queens,County,10032,1287,
2AP,18+,Columbia,County,217,26,
2AP,0-17,Schuyler,County,19,1,
2AP,18+,Suffolk,THE LONG ISLAND HOME,264,27,
2AP,18+,Nassau,"MENTAL HEALTH ASSOCIATION OF NASSAU CO., INC.",77,20,YES
2AP,0-17,Oneida,"UPSTATE CEREBRAL PALSY, INC.",36,4,
2AP,18+,Brooklyn,HOUSING WORKS INC AI,27,5,
2AP,0-17,Washington,County,67,1,
2AP,0-17,Tompkins,County,80,1,
2AP,0-17,Ulster,County,286,7,
2AP,18+,Region,Region,6447,731,
2AP,18+,Brooklyn,VISITING NURSE SERVICE OF NY HOME CARE II,24,2,
3AP,18+,Oneida,INSIGHT HOUSE CHEMICAL DEPENDENCY SERVICES,41,0,
2AP,18+,Saratoga,THE SARATOGA HOSPITAL,335,31,
3AP,18+,Rockland,County,1020,6,
2AP,0-17,Dutchess,County,353,13,
2AP,18+,Schoharie,County,113,10,
2AP,18+,Onondaga,SOUTHERN TIER AIDS PROGRAM AI,23,2,
3AP,18+,Chautauqua,"SOUTHERN TIER ENVIRONMENTS FOR LIVING, INC.",41,0,NO
2AP,0-17,Oneida,County,504,14,
3AP,18+,Rockland,"MENTAL HEALTH ASSOCIATION OF ROCKLAND COUNTY,",70,1,
3AP,0-17,Cattaraugus,OLEAN GENERAL HOSPITAL,49,0,
3AP,18+,Brooklyn,"BROOKLYN CENTER FOR FAMILIES IN CRISIS, INC.",33,0,
2AP,18+,Monroe,ELMIRA PSYCHIATRIC CENTER,22,5,NO
2AP,18+,Rensselaer,UPSTATE PHYSICIAN SERVICES PC,45,6,
3AP,18+,Brooklyn,NEW YORK PSYCHOTHERAPY AND COUNSELING CENTER,257,4,NO
3AP,18+,Manhattan,NYC-HHC JACOBI MEDICAL CENTER,437,0,NO
3AP,0-17,Brooklyn,"INSTITUTE FOR COMMUNITY LIVING, INC.",26,0,NO
3AP,18+,Westchester,"WESTCHESTER JEWISH COMMUNITY SERVICES, INC.",175,0,
2AP,0-17,Chemung,County,141,1,
2AP,18+,Otsego,County,738,67,
2AP,18+,Yates,County,98,6,
2AP,0-17,Bronx,County,1305,40,
3AP,18+,Putnam,"PUTNAM FAMILY AND COMMUNITY SERVICES, INC.",68,1,NO
2AP,0-17,Wyoming,County,37,1,
2AP,18+,Albany,OMH STATE PC NETWORK,2379,493,
2AP,18+,Rockland,County,12,6,
2AP,18+,Brooklyn,OMH STATE PC NETWORK,212,53,YES
2AP,18+,Erie,OMH STATE PC NETWORK,234,47,YES
3AP,18+,Brooklyn,"INTERBOROUGH DEVELOP & CONSULTATION CTR, INC.",618,0,
2AP,0-17,Broome,"UNITED HEALTH SERVICES HOSPITALS, INC.",203,5,
2AP,18+,Westchester,"HUDSON RIVER HEALTHCARE, INC. D/B/A SUN RIVER",4588,561,
3AP,18+,Staten Island,RICHMOND MEDICAL CENTER DBA RICHMOND UMC,910,11,
2AP,18+,Genesee,GENESEE COUNTY MENTAL HEALTH SERVICES,60,8,NO
2AP,18+,Orleans,County,108,10,
3AP,18+,Oswego,County,418,1,
3AP,18+,Saint Lawrence,CENTRAL NEW YORK HEALTH HOME NETWOR,30,0,
3AP,18+,Erie,OMH STATE PC NETWORK,229,3,NO
3AP,18+,Schoharie,County,119,0,
3AP,0-17,Bronx,PREMIER HEALTHCARE D & T CTR,88,0,NO
2AP,18+,Chautauqua,County,260,31,
2AP,18+,Nassau,"PSCH, INC. DBA WELLLIFE NETWORK",41,10,
2AP,0-17,Brooklyn,WYCKOFF HEIGHTS MEDICAL CENTER,42,1,NO
2AP,0-17,Broome,OMH STATE PC NETWORK,80,5,NO
3AP,18+,Manhattan,NYC-HHC HARLEM HOSPITAL CENTER,463,0,NO
2AP,0-17,Brooklyn,NEW YORK-PRESBYTERIAN BROOKLYN METHODIST HOSP,30,1,
3AP,18+,Erie,SISTERS OF CHARITY HOSP,345,4,NO
2AP,0-17,Dutchess,County,345,15,
2AP,18+,Bronx,ST. BARNABAS HOSPITAL,1346,140,NO
2AP,18+,Tioga,County,22,3,
3AP,18+,Cayuga,County,283,1,
3AP,0-17,Allegany,County,26,0,
3AP,18+,Greene,County,65,0,
2AP,0-17,Seneca,County,17,0,
2AP,18+,Manhattan,THE INSTITUTE FOR FAMILY HEALTH,1348,148,
3AP,0-17,Suffolk,"BRUNSWICK HOSPITAL CENTER, INC.",61,0,NO
2AP,0-17,Chautauqua,County,201,3,
2AP,18+,Schenectady,County,1620,112,
3AP,0-17,Seneca,County,19,0,
3AP,18+,Clinton,ADIRONDACK HEALTH INSTITUTE INC,31,0,
3AP,0-17,Bronx,OMH STATE PC NETWORK,45,0,
2AP,18+,Westchester,COLUMBIA COUNTY DEPARTMENT OF HUMAN SERVICES,22,4,
3AP,18+,Putnam,ST CHRISTOPHERS INN INC,24,0,
2AP,0-17,Broome,GREATER BINGHAMTON HEALTH CENTER,79,5,NO
2AP,18+,Livingston,County,259,22,NO
2AP,0-17,Brooklyn,WYCKOFF HEIGHTS MEDICAL CENTER,53,2,NO
2AP,18+,Tompkins,County,388,28,
2AP,18+,Brooklyn,FAMILY SERVICES NETWORK NY AI,30,1,
3AP,18+,Dutchess,COORDINATED BEHAVIORAL HEALTH SERVICES IPA,923,7,
3AP,0-17,Dutchess,County,296,0,
2AP,0-17,Madison,County,84,3,
2AP,18+,Rensselaer,County,455,49,
2AP,18+,Livingston,County,307,22,
2AP,18+,Washington,WARRENSBURG HEALTH CENTER,21,0,NO
2AP,18+,Schuyler,SCHUYLER COUNTY MENTAL HEALTH SERVICES,36,3,
2AP,18+,Rockland,County,1081,179,
2AP,0-17,Saint Lawrence,County,131,1,
3AP,0-17,Onondaga,HILLSIDE CHILDREN'S CENTER,31,0,NO
3AP,0-17,Queens,NORTHWELL HEALTH NETWORK,152,0,
2AP,18+,Queens,HELP/PROJECT SAMARITAN SVCS CORP,118,12,
2AP,18+,Essex,WARRENSBURG HEALTH CENTER,55,11,
2AP,18+,Fulton,County,302,27,
3AP,18+,Cayuga,County,116,1,
2AP,18+,Schoharie,COBLESKILL REGIONAL HOSPITAL,22,0,NO
2AP,18+,Clinton,County,351,40,
2AP,18+,Washington,County,119,8,
2AP,18+,Ulster,County,1071,126,
2AP,0-17,Erie,NORTHWEST BUFFALO COMM H C,31,2,
2AP,0-17,Bronx,County,1368,50,
2AP,18+,Oneida,"KIDS ONEIDA, INC.",65,8,
2AP,18+,Saint Lawrence,CLAXTON-HEPBURN MEDICAL CENTER,49,6,
3AP,0-17,Warren,County,225,0,
2AP,18+,Westchester,"MENTAL HEALTH ASSOCIATION OF ROCKLAND COUNTY,",98,28,
3AP,18+,Hamilton,County,7,0,
3AP,0-17,Queens,"THE COLLABORATIVE FOR CHILDREN AND FAMILIES,",31,0,
2AP,0-17,Ontario,County,81,2,NO
3AP,18+,Schenectady,PLANNED PTHD MOHAWK HUDSON,78,0,
2AP,0-17,Manhattan,County,1808,68,
3AP,18+,Livingston,County,36,1,
2AP,0-17,Bronx,County,1357,44,
2AP,18+,Schoharie,County,118,16,
3AP,0-17,Bronx,County,1349,0,
2AP,18+,Livingston,County,307,22,
3AP,0-17,Manhattan,THE CHILDREN'S AID SOCIETY,34,0,NO
3AP,0-17,Washington,WARREN-WASHINGTON ASSOCIATION FOR MENTAL HEAL,42,0,
2AP,18+,Washington,County,111,10,
2AP,18+,Rockland,County,1078,181,
2AP,18+,Schoharie,County,115,12,
2AP,18+,Schenectady,County,767,34,
2AP,18+,Dutchess,County,1281,154,
2AP,18+,Rensselaer,County,853,84,
3AP,0-17,Orange,ORANGE REGIONAL MEDICAL CENTER,37,1,NO
2AP,18+,Dutchess,NORTHERN DUTCHESS HOSPITAL,68,12,NO
2AP,18+,Rensselaer,County,882,93,
3AP,0-17,Suffolk,HUNTINGTON HOSPITAL,28,0,NO
3AP,18+,Rockland,County,1055,6,
2AP,18+,Brooklyn,"HOUSING WORKS HEALTH SERVICES III, INC.  D/B/",33,0,
3AP,18+,Ulster,County,1107,5,
2AP,18+,Westchester,"MENTAL HEALTH AMERICA OF DUTCHESS COUNTY, INC",129,13,
3AP,18+,Queens,CHOICES WOMENS MED CTR,23,0,NO
3AP,18+,Bronx,County,535,1,
2AP,0-17,Franklin,County,81,5,
2AP,18+,Nassau,LI JEWISH MEDICAL CENTER ZUCKER HILLSIDE DIV,458,73,
3AP,18+,Nassau,NORTH SHORE UNIV AT PLAINVIEW,56,2,NO
2AP,18+,Brooklyn,BROOKDALE HOSPITAL MEDICAL CENTER,995,129,
3AP,18+,Otsego,County,756,5,
2AP,18+,Bronx,MORRIS HEIGHTS HEALTH CENTER,148,14,NO
2AP,18+,Brooklyn,UCP ASSO OF NYS STATEN IS,38,6,NO
3AP,18+,Onondaga,County,2591,11,
3AP,18+,Warren,ADIRONDACK HEALTH INSTITUTE INC,429,0,
2AP,18+,Suffolk,"ASSOCIATION FOR MENTAL HEALTH AND WELLNESS, I",435,40,NO
2AP,18+,Queens,"LONG ISLAND CONSULTATION CENTER, INC.",93,6,
2AP,18+,Erie,BUFFALO HEARING & SPEECH CTR,30,4,
2AP,18+,Brooklyn,"COMMUNITY HEALTHCARE NETWORK, INC.",345,29,
3AP,18+,Cortland,County,110,0,
2AP,18+,Onondaga,SUNY HEALTH SCIENCE CENTER-UNIVERSITY HOSPITA,913,93,
2AP,18+,Westchester,BRONX-LEBANON HOSPITAL CENTER,25,1,
3AP,18+,Albany,PARSONS CHILD AND FAMILY CENTER,55,0,
2AP,18+,Allegany,County,192,19,
3AP,18+,Brooklyn,"CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC",184,0,NO
3AP,18+,Erie,MEDFIRST URGENT CARE PLLC,67,0,
3AP,18+,Saratoga,"FW OF SARATOGA, INC.",96,1,
3AP,0-17,Cortland,County,70,0,
2AP,0-17,Broome,"UNITED HEALTH SERVICES HOSPITALS, INC.",188,3,NO
3AP,18+,Queens,"INSTITUTE FOR COMMUNITY LIVING, INC.",34,1,
3AP,18+,Bronx,BRONX PSYCHIATRIC CENTER,52,0,
3AP,18+,Westchester,"HUDSON VALLEY COMMUNITY SERVICES, INC.",266,0,NO
2AP,0-17,Bronx,ST. DOMINIC'S HOME,81,4,
2AP,18+,Sullivan,County,580,70,
2AP,0-17,Queens,NEW YORK CITY CHILDREN'S CENTER,21,2,
3AP,18+,Schoharie,County,119,0,
3AP,18+,Manhattan,SALVATION ARMY AI,66,0,
3AP,18+,Brooklyn,RESTORATIVE MANAGEMENT CORPORATION,57,0,
2AP,18+,Bronx,MARTIN LUTHER KING HLTH CTR,48,6,NO
3AP,18+,Erie,BERTRAND CHAFFEE HOSPITAL,29,0,NO
2AP,18+,Wayne,"NEWARK-WAYNE COMMUNITY HOSPITAL, INC.",28,9,
2AP,18+,Schuyler,SCHUYLER COUNTY MENTAL HEALTH SERVICES,26,3,
3AP,18+,Westchester,"LEXINGTON CENTER FOR RECOVERY, INC.",32,0,
2AP,18+,Brooklyn,HOUSING WORKS E NY HIV 3 AADC,142,7,
2AP,18+,Queens,"COORDINATED BEHAVIORAL HEALTH CARE, INC.",785,88,
3AP,18+,Livingston,County,311,1,
2AP,18+,Greene,County,266,19,
2AP,0-17,Suffolk,HUNTINGTON HOSPITAL,23,2,NO
2AP,18+,Yates,County,98,6,
3AP,18+,Schenectady,County,1611,3,
2AP,0-17,Brooklyn,"ODA PRIMARY HLTH CARE CTR,INC",27,1,
2AP,0-17,Franklin,"CITIZEN ADVOCATES, INC. DBA NORTH STAR INDUST",40,3,NO
3AP,0-17,Franklin,County,55,0,NO
2AP,18+,Brooklyn,County,8082,972,NO
3AP,18+,Bronx,"SAMARITAN DAYTOP VILLAGE, INC.",435,2,
3AP,18+,Bronx,County,14778,69,
2AP,18+,Manhattan,"COORDINATED BEHAVIORAL CARE, INC.",3961,536,
2AP,0-17,Herkimer,County,39,0,
2AP,18+,Bronx,BRONX-LEBANON HOSPITAL CENTER,2514,221,NO
2AP,18+,Brooklyn,UNIVERSITY HOSP OF BROOKLYN,157,9,
3AP,0-17,Niagara,NIAGARA FALLS MEMORIAL MEDICAL CENTER,21,0,NO
2AP,18+,Lewis,County,115,16,
3AP,0-17,Monroe,VILLA OF HOPE,65,0,NO
3AP,18+,Putnam,"PUTNAM FAMILY AND COMMUNITY SERVICES, INC.",65,1,NO
2AP,0-17,Brooklyn,JEWISH BOARD OF FAMILY & CHILDREN'S SERVICES,56,2,
2AP,18+,Dutchess,County,1304,160,
2AP,0-17,Niagara,CHHUNY LLC,36,1,
2AP,18+,Monroe,"EASTER SEALS NEW YORK, INC.",128,23,
2AP,18+,Onondaga,CATHOLIC CHARITIES OF ONONDAGA COUNTY,41,3,
3AP,0-17,Essex,UVT HLTH NETWORK ELIZABETHTOWN COMMUNITY HOSP,23,0,
2AP,0-17,Chautauqua,County,202,3,
3AP,18+,Rensselaer,County,439,3,
2AP,0-17,Washington,WARRENSBURG HEALTH CENTER,22,0,
3AP,18+,Putnam,ST CHRISTOPHERS INN INC,25,0,NO
2AP,18+,Greene,GREENE COUNTY COMMUNITY SERVICES BOARD,22,2,
3AP,18+,Suffolk,"TRANSITIONAL SERVICES/NY FOR LONG ISLAND,INC.",31,1,NO
3AP,0-17,Orange,BON SECOURS COMMUNITY HOSPITAL,29,0,NO
3AP,18+,Orange,HUDSON RIVER HEALTH CARE,74,0,
2AP,18+,Suffolk,SAYVILLE PROJECT - SUNY STONYBROOK,80,11,
3AP,18+,Westchester,County,8745,58,
2AP,0-17,Madison,County,105,4,NO
2AP,0-17,Manhattan,NYC-HHC HARLEM HOSPITAL CENTER,38,2,NO
3AP,18+,Albany,BUFFALO PSYCHIATRIC CENTER,226,0,
3AP,18+,Chautauqua,County,957,8,
2AP,18+,Staten Island,NYC-HHC AGENCY NETWORK,22,3,NO
2AP,0-17,Saratoga,County,318,7,
3AP,18+,Madison,County,305,0,
3AP,0-17,Erie,CHILD AND FAMILY SERVICES OF ERIE COUNTY,82,0,NO
3AP,0-17,Brooklyn,"INTERBOROUGH DEVELOP & CONSULTATION CTR, INC.",58,0,NO
2AP,18+,Monroe,"BEHAVIORAL HEALTH NETWORK, INC.",325,20,NO
2AP,18+,Monroe,"NEWARK-WAYNE COMMUNITY HOSPITAL, INC.",41,7,NO
3AP,18+,Chemung,"FAMILY SERVICES OF CHEMUNG COUNTY, INC.",33,2,
3AP,18+,Erie,MH SERVS-ERIE CO SE CORP V DBA SPECTRUM HSVCS,245,1,
2AP,0-17,Steuben,County,113,6,
3AP,18+,Brooklyn,BROOKLYN SC LLC,23,0,
2AP,18+,Lewis,County,109,15,
3AP,0-17,Orange,"ACCESS: SUPPORTS FOR LIVING, INC.",49,0,NO
2AP,18+,Oneida,AIDS COMMUNITY RESOURCES AI,46,3,
3AP,18+,Genesee,County,293,0,
3AP,18+,Dutchess,County,1292,6,
2AP,0-17,Westchester,THE NEW YORK AND PRESBYTERIAN HOSPITAL,56,2,
2AP,18+,Ontario,ANTHONY L. JORDAN HEALTH CENTER,26,1,
2AP,18+,Suffolk,County,4548,548,
2AP,0-17,Greene,County,57,4,
2AP,18+,Genesee,County,291,19,
2AP,18+,Manhattan,EAST HARLEM COUNCIL HUM SERV,53,7,
2AP,0-17,Madison,ONEIDA HEALTHCARE CENTER,36,4,
3AP,18+,Schoharie,County,27,0,
2AP,0-17,Region,Region,3316,127,
2AP,0-17,Bronx,THE INSTITUTE FOR FAMILY HEALTH,38,1,NO
2AP,18+,Ontario,"LAKEVIEW HEALTH SERVICES, INC.",73,10,
3AP,18+,Region,Region,8180,33,
3AP,0-17,Queens,"LIFELINE CENTER FOR CHILD DEVELOPMENT, INC.",24,0,NO
3AP,18+,Manhattan,"ACMH, INC.",368,1,NO
2AP,18+,Franklin,County,426,42,
3AP,18+,Brooklyn,BROOKLYN BUREAU OF COMMUNITY SERVICE,22,0,
3AP,18+,Schenectady,County,1601,3,
3AP,18+,Suffolk,LISH INC,554,5,
2AP,18+,Nassau,County,4983,620,
3AP,18+,Delaware,County,113,0,
3AP,18+,Westchester,County,9024,58,
2AP,18+,Oneida,County,1577,134,
2AP,18+,Manhattan,"CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC",160,32,
2AP,0-17,Lewis,County,40,1,
2AP,0-17,Onondaga,County,347,9,
2AP,18+,Washington,County,115,12,
2AP,18+,Monroe,UNITED CEREBRAL PALSY ROCH,28,7,NO
2AP,18+,Onondaga,County,265,32,
3AP,18+,Wyoming,County,142,1,
3AP,18+,Herkimer,"PROMESA, INC.",130,1,
2AP,18+,Wayne,County,204,14,
3AP,0-17,Erie,"GATEWAY-LONGVIEW, INC.",31,0,
2AP,0-17,Allegany,County,27,0,
3AP,18+,Suffolk,THE LONG ISLAND HOME,205,2,
2AP,18+,Lewis,County,13,0,
3AP,18+,Suffolk,STATE UNIVERSITY OF NY AT STONY BROOK,328,2,NO
2AP,18+,Ontario,County,3,0,
3AP,0-17,Nassau,THE COLLABORATIVE FOR CHILDREN AND,25,0,
3AP,18+,Columbia,County,199,0,
2AP,18+,Rockland,NYACK HOSPITAL,261,38,NO
3AP,0-17,Orange,"ACCESS: SUPPORTS FOR LIVING, INC.",84,0,
3AP,18+,Queens,NEW YORK PSYCHOTHERAPY AND COUNSELING CENTER,324,12,YES
2AP,18+,Suffolk,"SKILLS UNLIMITED, INC.",31,3,NO
2AP,0-17,Dutchess,County,332,10,
3AP,0-17,Onondaga,HUTCHINGS PSYCHIATRIC CENTER,56,0,NO
2AP,18+,Schenectady,County,1620,112,
3AP,18+,Washington,County,123,0,
3AP,18+,Brooklyn,"BROOKLYN CENTER FOR PSYCHOTHERAPY, INC.",113,0,NO
3AP,18+,Erie,CHILD AND FAMILY SERVICES OF ERIE COUNTY,67,0,
2AP,0-17,Queens,County,714,38,NO
2AP,18+,Erie,County,4140,363,
2AP,18+,Monroe,BLUE CHOICE/BLUE CHOICE OPTIO,76,1,NO
2AP,18+,Brooklyn,County,12432,1344,
2AP,0-17,Suffolk,"PEDERSON-KRAG CENTER, INC.",114,8,NO
2AP,18+,Queens,"COMMUNITY HEALTHCARE NETWORK, INC.",470,47,
2AP,0-17,Ontario,F F THOMPSON HOSPITAL,69,4,
3AP,18+,Seneca,County,121,1,
2AP,18+,Warren,WARRENSBURG HEALTH CENTER,299,24,NO
2AP,18+,Manhattan,"THE BRIDGE, INC.",39,5,
2AP,18+,Suffolk,"BRUNSWICK HOSPITAL CENTER, INC.",77,8,NO
2AP,0-17,Erie,County,625,27,
3AP,18+,Dutchess,County,1322,8,
3AP,18+,Manhattan,UNIVERSITY SETTLEMENT SOCIETY OF NEW YORK,26,0,
2AP,18+,Rockland,"MENTAL HEALTH ASSOCIATION OF ROCKLAND COUNTY,",106,44,YES
2AP,18+,Ulster,County,246,33,
2AP,0-17,Rensselaer,County,164,6,
3AP,18+,Chenango,County,71,1,
2AP,18+,Bronx,MARK FROMER LLC,21,0,
2AP,18+,Brooklyn,A MERRYLAND OPERATING LLC,34,6,
2AP,18+,Erie,"HORIZON HEALTH SERVICES, INC.",460,29,NO
2AP,18+,Cortland,County,227,8,
2AP,18+,Allegany,"ALLEGANY REHABILITATION ASSOCIATES, INC.",57,4,
3AP,0-17,Manhattan,NYC-HHC KINGS COUNTY HOSPITAL CENTER,45,0,NO
2AP,18+,Nassau,County,4435,542,YES
2AP,18+,Broome,County,1115,99,
3AP,18+,Onondaga,County,2680,11,
2AP,18+,Onondaga,County,2668,256,
2AP,18+,Orleans,County,106,12,
2AP,18+,Albany,NEW YORK PSYCHIATRIC INSTITUTE,212,20,
2AP,18+,Manhattan,VILLAGE CENTER FOR CARE AI,299,32,
3AP,18+,Queens,County,10000,58,
2AP,18+,Orange,County,1459,201,
2AP,18+,Suffolk,"NEW HORIZON COUNSELING CENTER, INC., THE",75,8,
3AP,18+,Monroe,"ROCHESTER REHABILITATION CENTER, INC.",109,0,
2AP,0-17,Chemung,County,145,3,
