Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number
"Department for Business, Innovation and Skills",Intellectual Property Office,08/09/2010,Travel and subsistence UK,International Policy Directorate,Personal expenses name witheld,48535,48.6,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,08/09/2010,Travel and subsistence UK,Chief Executive's Office,Veolia Transport Cymru T/As Bebb Travel Plc,58933,70.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,08/09/2010,Travel and subsistence UK,Patents Directorate,Leasedrive Velo Rental Management Ltd,RHI00423935,79.43,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,08/09/2010,Minor Building Works & Maintenance,Business Support Directorate,Acco Service Division,28/703818-1,111.38,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,08/09/2010,Travel and subsistence UK,Trade Marks Directorate,Personal expenses name witheld,48532,122.5,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,08/09/2010,Relocation Removals & Excess Fare,Business Support Directorate,Personal expenses name witheld,48534,150.4,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,08/09/2010,Overseas Patent Specifications,Patents Directorate,British Library,139620949,499.2,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,08/09/2010,Marketing and Publicity ,Innovation Directorate,Chartered Institute of Patent Attorneys,47718,500.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,08/09/2010,Other Stationery & General Supplies,Finance Directorate,Banner  Business Supplies Ltd,A-22318946,503.23,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,08/09/2010,Agency Staff,International Policy Directorate,Acorn Recruitment Ltd,557896,644.02,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,08/09/2010,Other Stationery & General Supplies,Finance Directorate,Tower Supplies,58100,721.8,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,08/09/2010,Other Stationery & General Supplies,Finance Directorate,Tower Supplies,59077,1416.82,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,08/09/2010,Childcare costs,Business Support Directorate,Acorns Nurseries,AP201002PO,5856.5,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,08/09/2010,Maintenance of computers,Business Support Directorate,2e2 UK Limited,PRI020239,17576.59,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/09/2010,Books  Newspapers & Publications,Business Support Directorate,Mitie Facilities Services Ltd,100/90181614,22.32,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/09/2010,Books  Newspapers & Publications,Patents Directorate,Mitie Facilities Services Ltd,100/90181614,52.76,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/09/2010,Training,Business Support Directorate,Personal expenses name witheld,48437,55.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/09/2010,Entertainment,Patents Directorate,Personal expenses name witheld,48536,75.1,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/09/2010,Paper,Finance Directorate,Antalis McNaughton Ltd,JR9499551,83.24,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/09/2010,Other Stationery & General Supplies,Finance Directorate,Antalis McNaughton Ltd,JR9499551,83.24,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/09/2010,Treasury Solicitors,Business Support Directorate,Capital Law LLP,20013951,100.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/09/2010,Entertainment,Innovation Directorate,Earls Caterers Ltd,26059,103.5,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/09/2010,Telephone Rentals and Call Charges,Business Support Directorate,Virgin Media,414781801/06/09/10,104.7,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/09/2010,Entertainment,Innovation Directorate,Mitie Facilities Services Ltd,100/90181614,109.6,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/09/2010,Travel and subsistence Overseas,Trade Marks Directorate,Leasedrive Velo Rental Management Ltd,RHI00433985,114.7,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/09/2010,Office Cleaning,Business Support Directorate,Thomas Waste Management Ltd,69257,160.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/09/2010,Furniture & Fittings,Business Support Directorate,Carpet Services (Cardiff) Ltd,794008,210.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/09/2010,Telephone Rentals and Call Charges,Business Support Directorate,Virgin Media,414673601-06/09/10,229.13,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/09/2010,Telephone Rentals and Call Charges,Business Support Directorate,Virgin Media,409092102/06/09/10,412.43,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/09/2010,Telephone Rentals and Call Charges,Business Support Directorate,Virgin Media,409092201/06/09/10,463.43,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/09/2010,Office Cleaning,Business Support Directorate,Gremer Chemicals(UK) Ltd,213372,531.69,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/09/2010,Law Reporting,Trade Marks Directorate,Mendip Media Group Ltd,48724,621.2,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/09/2010,Minor Building Works & Maintenance,Business Support Directorate,Ian Williams Ltd,101112,5255.23,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,09/09/2010,Telephone Rentals and Call Charges,Business Support Directorate,Vodafone Corporate Ltd,56203190,18700.45,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,10/09/2010,Machinery hire and maintenance,Business Support Directorate,Xerox (UK) Ltd,AF237554,3.7,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,10/09/2010,Travel and subsistence UK,Finance Directorate,Personal expenses name witheld,48542,38.4,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,10/09/2010,Entertainment,Chief Executive's Office,Personal expenses name witheld,48540,42.3,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,10/09/2010,Training,Innovation Directorate,Business Language Services Ltd,10087,54.72,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,10/09/2010,Training,Business Support Directorate,Business Language Services Ltd,10087,54.72,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,10/09/2010,Training,Patents Directorate,Business Language Services Ltd,10087,54.72,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,10/09/2010,Training,Patents Directorate,Business Language Services Ltd,10087,54.72,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,10/09/2010,Training,Patents Directorate,Business Language Services Ltd,10087,54.72,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,10/09/2010,Training,Patents Directorate,Business Language Services Ltd,10087,54.72,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,10/09/2010,Training,Patents Directorate,Business Language Services Ltd,10087,54.72,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,10/09/2010,Training,Patents Directorate,Business Language Services Ltd,10087,54.72,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,10/09/2010,Training,Patents Directorate,Business Language Services Ltd,10087,54.72,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,10/09/2010,Training,Trade Marks Directorate,Business Language Services Ltd,10087,54.72,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,10/09/2010,Training,Patents Directorate,Business Language Services Ltd,10087,66.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,10/09/2010,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,48539,75.4,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,10/09/2010,Training,Patents Directorate,Business Language Services Ltd,10087,79.65,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,10/09/2010,Training,Business Support Directorate,Business Language Services Ltd,10087,109.44,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,10/09/2010,Training,Business Support Directorate,Business Language Services Ltd,10087,109.44,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,10/09/2010,Training,Trade Marks Directorate,Business Language Services Ltd,10087,109.44,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,10/09/2010,Training,Business Support Directorate,Business Language Services Ltd,10087,109.54,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,10/09/2010,Office Cleaning,Business Support Directorate,Wastesavers Ltd,6265,110.24,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,10/09/2010,Seminars and Conferences,Copyright and IP Enforcement Directorate,South Wales Police Authority,INV010574,115.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,10/09/2010,Computer hardware and software,Business Support Directorate,Specialist Computer Centres Plc,OP/L202905,252.67,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,10/09/2010,Training,Patents Directorate,Business Language Services Ltd,10087,252.72,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,10/09/2010,Training,Copyright and IP Enforcement Directorate,Business Language Services Ltd,10087,255.72,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,10/09/2010,Travel and subsistence Overseas,Patents Directorate,Personal expenses name witheld,48543,313.29,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,10/09/2010,Travel and subsistence Overseas,International Policy Directorate,Personal expenses name witheld,48541,1047.8,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,10/09/2010,Other,Business Support Directorate,POSSA,possa03/09/10,1999.38,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,10/09/2010,Healthcare,Business Support Directorate,Connaught Compliance Services Ltd,OP/I278264,2232.5,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,10/09/2010,Books  Newspapers & Publications,Patents Directorate,EBSCO Information Services,EP88816/11,3563.84,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,10/09/2010,Courier service,Business Support Directorate,DHL International (UK) Ltd,NPR6047223,3897.52,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,10/09/2010,Printing ,Patents Directorate,Xerox Business Services,900070617,6686.88,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,13/09/2010,Travel and subsistence UK,International Policy Directorate,Personal expenses name witheld,48547,9.3,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,13/09/2010,Telephone Rentals and Call Charges,Business Support Directorate,Virgin Media,414853701/08/09/10,44.76,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,13/09/2010,Subscription to Professional bodies,Business Support Directorate,Personal expenses name witheld,48550,75.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,13/09/2010,Telephone Rentals and Call Charges,Business Support Directorate,Virgin Media,414650701/08/09/10,101.74,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,13/09/2010,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,48549,128.8,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,13/09/2010,Travel and subsistence UK,International Policy Directorate,Personal expenses name witheld,48544,134.2,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,13/09/2010,Other Stationery & General Supplies,Finance Directorate,Total Print Finishing Services Ltd,31286,139.83,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,13/09/2010,Other Stationery & General Supplies,Finance Directorate,Total Print Finishing Services Ltd,31387,178.79,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,13/09/2010,Travel and subsistence Overseas,Copyright and IP Enforcement Directorate,Personal expenses name witheld,48546,185.92,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,13/09/2010,Minor Building Works & Maintenance,Business Support Directorate,WG Evans Grounds Maintenance  Ltd,15645,350.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,13/09/2010,Travel and subsistence Overseas,Patents Directorate,Personal expenses name witheld,48545,366.9,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,13/09/2010,Travel and subsistence UK,Trade Marks Directorate,Personal expenses name witheld,48548,402.55,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,13/09/2010,Training,Patents Directorate,Personal expenses name witheld,48551,588.75,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,13/09/2010,Treasury Solicitors,Trade Marks Directorate,Eversheds Solicitors LLP,90847276,2725.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,13/09/2010,Computer hardware and software,Business Support Directorate,Insight Direct (UK) Ltd,10663721,2876.4,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,13/09/2010,Accommodation charges,Business Support Directorate,Caerphilly County Borough Council,12/0,44581.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,728155,-76.88,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,712632,-62.36,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,725953,-53.67,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,728778,-50.22,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence Overseas,International Policy Directorate,Carlson Wagonlit,4554682A,-38.53,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence Overseas,Patents Directorate,Carlson Wagonlit,4555426,-30.67,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,728779,-8.76,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,715910,-5.12,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,715911,-5.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,706834,5.1,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Eyecare,Business Support Directorate,Personal expenses name witheld,48554,11.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,Chief Executive's Office,Carlson Wagonlit,719346,11.81,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,4553419,23.62,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,721365,26.52,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,722543,27.01,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,707346,33.23,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,723747,35.4,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,4550974,36.94,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,4555429,36.95,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence Overseas,International Policy Directorate,Carlson Wagonlit,4550973,36.95,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Relocation Removals & Excess Fare,Business Support Directorate,Personal expenses name witheld,48553,37.6,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,707369,37.86,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,723018,40.02,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,4555513,41.31,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,724653,42.76,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,Finance Directorate,Carlson Wagonlit,711945,42.91,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,719338,42.91,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,716055,43.3,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,719370,43.3,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,Finance Directorate,Carlson Wagonlit,711944,46.75,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,728582,47.75,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,709585,49.53,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,728561,49.72,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence Overseas,Innovation Directorate,Carlson Wagonlit,4556578,51.83,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,4553241,56.2,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Innovation support,Copyright and IP Enforcement Directorate,Companies House,170078585,57.0,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence Overseas,Copyright and IP Enforcement Directorate,Carlson Wagonlit,4553183,57.65,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,Chief Executive's Office,Carlson Wagonlit,705984,57.92,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,Chief Executive's Office,Carlson Wagonlit,705737,59.46,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,728571,60.38,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,4552077,60.61,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,4552098,60.61,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,713348,62.76,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,4555791,63.38,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,721690,63.74,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,713474,63.99,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,723753,64.38,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,Finance Directorate,Carlson Wagonlit,719777,66.99,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,707368,68.3,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,708559,68.3,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,709019,68.3,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,Business Support Directorate,Carlson Wagonlit,715338,68.48,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,4552669,68.59,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,4552817,68.59,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,723016,71.11,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,Chief Executive's Office,Carlson Wagonlit,719336,71.8,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,Chief Executive's Office,Carlson Wagonlit,719407,71.8,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,724650,71.94,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,709016,72.87,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,709018,72.87,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,709023,72.87,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,714690,72.87,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,721097,72.87,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,722544,72.87,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,721052,73.08,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence Overseas,International Policy Directorate,Carlson Wagonlit,4553947,77.35,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,Finance Directorate,Carlson Wagonlit,709021,78.8,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,728268,78.99,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,728269,79.35,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,713352,79.39,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,726048,80.49,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,709813,81.63,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,717263,81.63,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,726622,82.22,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,718986,83.38,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,721361,83.78,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,Finance Directorate,Carlson Wagonlit,723746,86.21,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,726047,86.42,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,728555,86.61,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,727205,87.05,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,48558,91.6,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,712516,92.53,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,720009,93.02,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,Business Support Directorate,Carlson Wagonlit,715372,95.13,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,727191,95.81,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,705473,96.07,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,724662,96.12,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,724664,96.12,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,719339,96.43,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,728558,98.1,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence Overseas,Patents Directorate,Carlson Wagonlit,4556199,98.2,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,716056,98.69,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,710891,99.39,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,Business Support Directorate,Carlson Wagonlit,707371,100.28,Not recorded
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2010,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,727197,100.28,Not recorded
