CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,ACTION,VIOLATION CODE,INSPECTION TYPE,NTA
41429072,PICCOLA CUCINA,Manhattan,184,PRINCE STREET,10012.0,2126253200,Italian,F,08A,Cycle Inspection / Initial Inspection,MN24
50085009,PHOMEN,Brooklyn,411,TROY AVENUE,11213.0,7186971947,Jewish/Kosher,D,08A,Cycle Inspection / Initial Inspection,BK63
50053170,KEW MOTOR INN RESTAURANT & BAR,Queens,13901,GRAND CENTRAL PKWY,11435.0,9175607766,American,F,02G,Pre-permit (Operational) / Initial Inspection,QN37
50008206,ROMEO'S PIZZA AND PASTA,Queens,10320,LIBERTY AVE,11417.0,7188359626,Italian,P,04N,Cycle Inspection / Initial Inspection,QN55
41409441,GOLDEN STEAMER,Manhattan,143,MOTT STREET,10013.0,2122261886,Bakery Products/Desserts,F,02B,Cycle Inspection / Initial Inspection,MN24
40966842,SUBWAY,Brooklyn,1503,SHEEPSHEAD BAY ROAD,11235.0,7188919188,Sandwiches,D,10F,Cycle Inspection / Initial Inspection,BK17
41294955,DEAN & DELUCA,Manhattan,156,WEST   56 STREET,10019.0,2125862970,Coffee/Tea,F,16B,Trans Fat / Initial Inspection,MN17
50088205,ASIAN BOWL,Queens,10111,QUEENS BLVD,11375.0,7182751888,Asian/Asian Fusion,P,02B,Pre-permit (Operational) / Initial Inspection,QN17
50005180,J & B YUMMY PIZZA,Brooklyn,5507,5 AVENUE,11220.0,7184391105,Pizza,F,02G,Cycle Inspection / Initial Inspection,BK34
50095515,CROWN FRIED CHICKEN,Brooklyn,848,NOSTRAND AVENUE,11225.0,7184841930,Chicken,F,09B,Pre-permit (Operational) / Initial Inspection,BK63
50087226,MCDONALD'S,Bronx,86,EAST  167 STREET,10452.0,7325159898,Hamburgers,D,10B,Cycle Inspection / Re-inspection,BX63
40395218,WINCHESTERS PUB,Queens,23312,HILLSIDE AVENUE,11427.0,7184648230,American,D,04H,Cycle Inspection / Initial Inspection,QN43
50074234,CARMENTAS,Brooklyn,50,STARR STREET,11221.0,7186765003,Italian,D,02G,Cycle Inspection / Initial Inspection,BK78
41042427,VILLAGE EAST CINEMAS,Manhattan,181,2 AVENUE,10003.0,2125297098,American,D,08A,Cycle Inspection / Re-inspection,MN22
41149143,LA FOGATA,Brooklyn,1549,GATES AVENUE,11237.0,3477894989,Mexican,D,06C,Cycle Inspection / Initial Inspection,BK77
50090109,CHONGKHO,Brooklyn,562,GRAND STREET,11211.0,7184766705,Thai,D,10F,Pre-permit (Operational) / Initial Inspection,BK73
50074862,GREAT WOK 7,Manhattan,2238,7 AVENUE,10027.0,2122348086,Chinese,F,22A,Administrative Miscellaneous / Initial Inspection,MN03
50055985,MARCHE MADISON,Manhattan,630,1 AVENUE,10016.0,2127790110,American,G,04L,Cycle Inspection / Initial Inspection,MN19
41542801,SPICE,Manhattan,1479,1 AVENUE,10075.0,2127446374,Thai,D,10F,Cycle Inspection / Re-inspection,MN31
40661616,SESSION 73,Manhattan,1359,1 AVENUE,10021.0,2125174445,American,F,04L,Cycle Inspection / Re-inspection,MN31
50063183,SIENA CAFE,Manhattan,1580,3 AVENUE,10128.0,2124105588,Italian,U,04M,Cycle Inspection / Initial Inspection,MN40
41133094,NORI SUSHI RESTAURANT,Staten Island,55,NEW DORP PLAZA,10306.0,7186680288,Japanese,P,06D,Cycle Inspection / Initial Inspection,SI45
50050643,NO BULL,Brooklyn,1059,FLUSHING AVENUE,11237.0,6465930662,Spanish,P,06F,Pre-permit (Operational) / Initial Inspection,BK77
40932933,RAMBLING HOUSE,Bronx,4292,KATONAH AVENUE,10470.0,7187984510,Irish,U,06D,Cycle Inspection / Initial Inspection,BX62
41688119,HABANA OUTPOST,Brooklyn,620,ATLANTIC AVENUE,11217.0,9176186310,Latin American,D,10F,Cycle Inspection / Initial Inspection,BK37
50088235,200 GRAM NOODLES,Queens,36-26,UNION STREET,11354.0,3477324419,Chinese,G,08C,Cycle Inspection / Initial Inspection,QN22
41004674,FLORIDITA RESTAURANT UPTOWN,Manhattan,4162,BROADWAY,10033.0,2129280653,Latin American,F,04N,Cycle Inspection / Re-inspection,MN36
50058065,652 LIN'S GARDEN,Queens,652,SENECA AVENUE,11385.0,7183662388,Chinese,D,06C,Cycle Inspection / Initial Inspection,QN20
40885485,RICO PAN BAKERY,Queens,5813,WOODSIDE AVENUE,11377.0,7184297181,Bakery Products/Desserts,D,10F,Cycle Inspection / Re-inspection,QN63
50064671,PALOOZA FLAVA,Brooklyn,5419,CHURCH AVENUE,11203.0,3474069836,Caribbean,8,08A,Cycle Inspection / Reopening Inspection,BK96
41142394,TAZA CAFE AND DELI,Manhattan,350,PARK AVENUE SOUTH,10010.0,2127791200,American,D,10C,Cycle Inspection / Initial Inspection,MN13
50079426,BEATSTRO,Bronx,135,ALEXANDER AVENUE,10454.0,7184899397,American,G,04A,Cycle Inspection / Initial Inspection,BX39
50060864,SAPPORO ICHIBAN,Brooklyn,622,MANHATTAN AVENUE,11222.0,7183899697,Japanese,F,02B,Pre-permit (Operational) / Initial Inspection,BK76
41628216,OVI'S PLACE,Brooklyn,2925,AVENUE H,11210.0,7184211640,American,G,04M,Cycle Inspection / Re-inspection,BK42
41609500,J EAST CHINESE RESTAURANT,Manhattan,175,3 AVENUE,10003.0,2125298818,Chinese,P,09C,Cycle Inspection / Initial Inspection,MN21
41561855,MARCELLINO,Manhattan,178,MULBERRY STREET,10012.0,6465590640,Italian,D,10F,Cycle Inspection / Re-inspection,MN24
50045360,LITTLE CAESARS,Brooklyn,456,SUTTER AVENUE,11212.0,7183451155,Pizza,D,10F,Cycle Inspection / Initial Inspection,BK81
41704669,LUCKY GARDEN CHINESE RESTAURANT,Brooklyn,2460,NOSTRAND AVENUE,11210.0,7183381666,Chinese,D,10F,Cycle Inspection / Initial Inspection,BK43
41509559,NEW FU FAN RESTAURANT,Queens,8505,WHITNEY AVENUE,11373.0,7184247300,Chinese,P,10F,Cycle Inspection / Initial Inspection,QN29
41636259,DIDI WORLD FAMOUS FOOD,Brooklyn,2972,AVENUE U,11229.0,7183680180,Chinese,D,06F,Cycle Inspection / Initial Inspection,BK17
41552160,NAGOYA GOURMET,Queens,25-73,FRANCIS LEWIS BOULEVARD,11358.0,7182810188,Japanese,U,04L,Cycle Inspection / Initial Inspection,QN47
50091027,PINKBERRY,Manhattan,330,WEST   58 STREET,10019.0,2123970412,Frozen Desserts,D,09C,Cycle Inspection / Initial Inspection,MN15
50076975,90 DEGREE COFFEE SHOP,Brooklyn,5715,5 AVENUE,11220.0,3472833802,Chinese,G,04L,Cycle Inspection / Initial Inspection,BK34
50072493,RADIO AMSTERDAM,Manhattan,407,AMSTERDAM AVENUE,10024.0,2128821907,American,P,04H,Pre-permit (Operational) / Initial Inspection,MN12
40868810,TAJ DONUT SHOP,Queens,8915,EAST 165TH STREET,11432.0,3477773150,Donuts,D,10B,Cycle Inspection / Initial Inspection,QN61
50060822,NOBU 195,Manhattan,195,BROADWAY,10007.0,2122195029,Japanese,U,06D,Cycle Inspection / Initial Inspection,MN25
50069759,SURF,Staten Island,37,NAVY PIER COURT,10304.0,7182732701,Barbecue,F,06D,Pre-permit (Operational) / Initial Inspection,SI37
50065145,FAMILY COFFEE SHOP,Bronx,219,WEST  230 STREET,10463.0,3479479358,Sandwiches,U,06E,Cycle Inspection / Initial Inspection,BX29
40931239,PIO PIO EXPRESS,Manhattan,1746,1 AVENUE,10128.0,2124265800,Peruvian,F,02B,Cycle Inspection / Initial Inspection,MN32
41249648,TOMI JAZZ,Manhattan,239,EAST   53 STREET,10022.0,6464971254,Japanese,U,04M,Cycle Inspection / Re-inspection,MN19
50053609,COLD STONE CREAMERY,Manhattan,241A,WEST   42 STREET,10036.0,2123981882,Frozen Desserts,U,06E,Cycle Inspection / Initial Inspection,MN17
50058269,ESPINAL DELI & GROCERY,Brooklyn,282,NOSTRAND AVENUE,11205.0,7188571784,Spanish,U,08A,Cycle Inspection / Re-inspection,BK75
50076221,"DUNKIN , BASKIN ROBBINS",Queens,13210,14TH AVE,11356.0,6462629016,Donuts,F,04N,Cycle Inspection / Initial Inspection,QN49
50043049,MONTE GRAB & GO MARKET,Bronx,1790,EASTCHESTER ROAD,10461.0,7186842774,American,D,09C,Cycle Inspection / Initial Inspection,BX49
41041594,THE DUGOUT,Bronx,880,RIVER AVENUE,10452.0,7185886912,American,P,10J,Cycle Inspection / Initial Inspection,BX63
50064071,TADKA INDIAN CUISINE,Queens,1315,43RD AVE,11101.0,7187847444,Indian,D,10F,Cycle Inspection / Re-inspection,QN31
50056862,LANZHOU RAMEN 107,Manhattan,107,EAST BROADWAY,10002.0,6469983175,Chinese,U,02B,Cycle Inspection / Initial Inspection,MN27
50043129,KENNEDY FRIED CHICKEN & PIZZA,Brooklyn,3127,FULTON ST,11208.0,7185130174,Chicken,G,08A,Cycle Inspection / Initial Inspection,BK83
40913297,STARBUCKS,Manhattan,560,LEXINGTON AVENUE,10022.0,2127512937,Coffee/Tea,D,10F,Cycle Inspection / Initial Inspection,MN19
50086682,DACKS CUISINE,Bronx,1785,NEREID AVENUE,10466.0,3478998484,Caribbean,F,04L,Pre-permit (Operational) / Initial Inspection,BX62
40387399,ARTURO'S PIZZA,Bronx,5189A,BROADWAY,10463.0,7185623820,Pizza,U,10F,Cycle Inspection / Initial Inspection,MN01
41603722,KING BAKERY,Manhattan,90,EAST BROADWAY,10002.0,9172156855,Bakery Products/Desserts,D,10F,Cycle Inspection / Initial Inspection,MN27
50077848,GLORIA JEANS COFFEE,Staten Island,2655,RICHMOND AVENUE,10314.0,7322666069,Coffee/Tea,D,04L,Cycle Inspection / Re-inspection,SI24
41595841,BROTHERS SEAFOOD,Bronx,632,WALTON AVENUE,10451.0,3476661021,Seafood,U,04L,Cycle Inspection / Re-inspection,BX63
40372445,OMONIA CAFE,Queens,3220,BROADWAY,11106.0,7182746650,Greek,D,10F,Cycle Inspection / Re-inspection,QN70
50063152,TSQ FOOD COURT,Manhattan,163,WEST   48 STREET,10036.0,2129330966,Sandwiches,U,02G,Cycle Inspection / Re-inspection,MN17
50055486,WOW BISTRO,Brooklyn,12,BRIGHTON   11 STREET,11235.0,7189754520,American,P,06C,Cycle Inspection / Initial Inspection,BK19
40869790,EL BUEN AMBIENTE,Bronx,108,EAST  198 STREET,10468.0,7182201515,Latin American,P,10F,Cycle Inspection / Initial Inspection,BX28
50079580,CHINA CITY,Brooklyn,1282,NOSTRAND AVENUE,11226.0,7186647727,Chinese,D,02B,Cycle Inspection / Initial Inspection,BK60
50006106,EPICE CAFE,Manhattan,297,7 AVENUE,10001.0,2122434673,American,D,04H,Cycle Inspection / Initial Inspection,MN17
41480048,CENTURY SUPER BUFFET,Queens,2201218,HILLSIDE AVENUE,,7184682100,Chinese,F,02B,Cycle Inspection / Re-inspection,
50070042,NONNA DELIA'S,Queens,1832,COLLEGE POINT BLVD,11356.0,7184456662,Pizza,P,04H,Pre-permit (Operational) / Initial Inspection,QN23
50045370,LIN BAKERY & CAFE,Brooklyn,5713,4 AVENUE,11220.0,7187859981,Bakery Products/Desserts,D,10F,Cycle Inspection / Re-inspection,BK32
50086308,RALPH'S COFFEE,Manhattan,888,MADISON AVENUE,10021.0,2126504590,Coffee/Tea,F,06A,Pre-permit (Operational) / Initial Inspection,MN40
41178713,FINANCIER PATISSERIE,Manhattan,10,LIBERTY STREET,10005.0,2129523838,French,D,09C,Cycle Inspection / Initial Inspection,MN25
41605289,EARL OF SANDWICH,Manhattan,1290,AVENUE OF THE AMERICAS,10119.0,2122479246,American,F,10E,Cycle Inspection / Initial Inspection,MN17
41687136,TOP THAI RESTAURANT,Brooklyn,8510,4 AVENUE,11209.0,7183335811,Thai,C,08A,Cycle Inspection / Compliance Inspection,BK31
50008729,NEW YORK KIMCHI,Manhattan,18,WEST   48 STREET,10036.0,2122213044,Korean,C,06C,Cycle Inspection / Compliance Inspection,MN17
50093303,YUN'S BEST KITCHEN,Queens,4570,KISSENA BLVD,11355.0,6465933399,Chinese,F,08A,Pre-permit (Operational) / Initial Inspection,QN22
41704299,LOS VERDES,Queens,46-26,GREENPOINT AVENUE,11104.0,7182556600,Latin American,U,10H,Cycle Inspection / Initial Inspection,QN31
41558513,ESSEN DELI,Brooklyn,1359,CONEY ISLAND AVENUE,11230.0,7188591002,Jewish/Kosher,P,10B,Cycle Inspection / Initial Inspection,BK43
50037764,SONAMU HOUSE,Queens,15815,NORTHERN BLVD,11358.0,7188860094,Korean,8,10F,Cycle Inspection / Reopening Inspection,QN51
41391483,NEW FLUSHING BAKERY,Queens,135-45,ROOSEVELT AVENUE,11354.0,7185396363,Bakery Products/Desserts,U,06D,Cycle Inspection / Re-inspection,QN22
50039418,JUST ONE TAVERN,Bronx,4279,KATONAH AVENUE,10470.0,7189948323,Bottled Beverages,D,10F,Cycle Inspection / Re-inspection,BX62
41352978,WONG WONG NOODLE SHOP,Brooklyn,5410,8 AVENUE,11220.0,7186335633,Chinese,F,04M,Cycle Inspection / Initial Inspection,BK34
50043379,LOS TRES LAURELES,Queens,3822,108TH ST,11368.0,3473199288,Latin American,D,10F,Cycle Inspection / Initial Inspection,QN26
50066911,CAFE WATER,Manhattan,130,WATER STREET,10005.0,2127851320,American,D,10F,Cycle Inspection / Re-inspection,MN25
50010212,SWEETGREEN,Manhattan,413,GREENWICH STREET,10013.0,6469228572,Salads,D,10F,Cycle Inspection / Initial Inspection,MN24
41034123,POLLOS MARIO,Queens,8613,ROOSEVELT AVENUE,11372.0,7182057777,Latin American,D,10B,Cycle Inspection / Initial Inspection,QN28
41238372,NEW MALAYSIA RESTAURANT,Queens,13517,40 ROAD,11354.0,7183532901,Asian/Asian Fusion,F,08A,Cycle Inspection / Re-inspection,QN22
41530127,INTERNATIONAL BAR,Manhattan,102,1 AVENUE,10009.0,2126774595,American,D,04A,Cycle Inspection / Initial Inspection,MN22
41581905,LE CHEILE,Manhattan,839,WEST  181 STREET,10033.0,2127403111,Irish,D,08A,Cycle Inspection / Re-inspection,MN35
50010278,"Rochelle's, 205 CLUB",Manhattan,19,STANTON STREET,10002.0,2126732400,American,C,04H,Inter-Agency Task Force / Initial Inspection,MN27
50052503,ESS-A-BAGEL,Manhattan,324,1 AVENUE,10009.0,2122602252,American,D,10I,Cycle Inspection / Initial Inspection,MN50
41457400,VINTRY,Manhattan,57,STONE STREET,10004.0,2124809800,American,P,04N,Cycle Inspection / Initial Inspection,MN25
40372631,YANKEE JZ PIZZA,Bronx,1599,WESTCHESTER AVENUE,10472.0,7183284349,Pizza,U,04L,Cycle Inspection / Re-inspection,BX08
50074125,SONG SONG FOOD,Queens,16220,NORTHERN BLVD,11358.0,7185511431,Korean,F,03A,Pre-permit (Operational) / Initial Inspection,QN51
40394761,E & L BAKERY & COFFEE SHOP,Bronx,4202,WHITE PLAINS ROAD,10466.0,7183248152,Bakery Products/Desserts,D,10F,Cycle Inspection / Initial Inspection,BX62
41601611,LEFT BANK,Manhattan,117,PERRY STREET,10014.0,2127271170,American,F,06E,Cycle Inspection / Initial Inspection,MN23
40906355,DALLAS BBQ,Manhattan,261,8 AVENUE,10011.0,2124620001,Barbecue,F,04L,Cycle Inspection / Initial Inspection,MN13
41473011,MACCHIATO ESPRESSO BAR,Manhattan,666,5 AVENUE,10103.0,2122626600,Coffee/Tea,D,10B,Cycle Inspection / Initial Inspection,MN17
41565705,THE RUM HOUSE,Manhattan,228,WEST   47 STREET,10036.0,6464906924,American,D,10B,Cycle Inspection / Re-inspection,MN17
40386058,ARIRANG HIBACHI STEAK HOUSE,Staten Island,23,NELSON AVENUE,10308.0,7189669600,Japanese,D,08B,Cycle Inspection / Re-inspection,SI54
41591363,QUEENS BURGER,Queens,11000,ROCKAWAY BOULEVARD,11420.0,7182153308,American,D,09C,Cycle Inspection / Initial Inspection,QN55
41528086,MOTTSU,Manhattan,285,MOTT STREET,10012.0,2123438017,Japanese,D,02C,Cycle Inspection / Re-inspection,MN24
41521807,SARGE'S,Manhattan,548,3 AVENUE,10016.0,2126790442,Sandwiches,U,10F,Cycle Inspection / Initial Inspection,MN20
50049169,BAGEL MILL,Manhattan,1700,1 AVENUE,10128.0,2124260868,Bagels/Pretzels,U,06C,Cycle Inspection / Initial Inspection,MN32
50007733,LOK HIN,Bronx,299,BROOK AVENUE,10454.0,7184024171,Chinese,D,10F,Cycle Inspection / Initial Inspection,BX39
41015170,CARMINE'S PIZZA,Brooklyn,358,GRAHAM AVENUE,11211.0,7187829659,Pizza,P,04N,Cycle Inspection / Initial Inspection,BK90
50003300,PANDA CAFE,Queens,83-31,BROADWAY,11373.0,7188061905,Asian/Asian Fusion,D,10F,Cycle Inspection / Initial Inspection,QN29
41550532,SUNY MARITIME UNIVERSITY (S AND E CAFE),Bronx,6,PENNYFIELD AVENUE,10465.0,7184095092,Coffee/Tea,D,06D,Cycle Inspection / Initial Inspection,BX52
41679329,BEST COFFEE SHOP,Brooklyn,4410,FT HAMILTON PARKWAY,11219.0,7184351014,American,P,10B,Cycle Inspection / Initial Inspection,BK34
50075788,FLIGHT 151,Manhattan,151,8TH AVE,10011.0,2122291868,American,U,10F,Cycle Inspection / Re-inspection,MN13
50045631,PUEBLA RESTAURANT,Queens,3922,61ST ST,11377.0,7182052605,Mexican,U,08A,Cycle Inspection / Initial Inspection,QN63
50043173,PIPINS PUB,Brooklyn,9023,3 AVENUE,11209.0,7188331183,American,D,10F,Cycle Inspection / Initial Inspection,BK31
50045240,HUNAN BISTRO,Manhattan,96,3 AVENUE,10003.0,7186685271,Chinese,O,04M,Cycle Inspection / Reopening Inspection,MN22
41352974,SAKURA 6 JAPANESE CUISINE,Brooklyn,837,MANHATTAN AVENUE,11222.0,7183497888,Japanese,U,06A,Cycle Inspection / Re-inspection,BK76
41676306,NOCHE DE MARGARITAS RESTAURANT,Manhattan,1726,2 AVENUE,10128.0,2122895195,Mexican,P,02H,Cycle Inspection / Initial Inspection,MN32
40881088,SODA BAR,Brooklyn,629,VANDERBILT AVENUE,11238.0,7182308393,American,P,10F,Inter-Agency Task Force / Initial Inspection,BK64
41503108,TULCINGO RESTAURANT,Queens,40364040,NATIONAL STREET,,7186398880,Mexican,D,10F,Cycle Inspection / Re-inspection,
50101406,FISH MARKET,Bronx,143,EAST GUN HILL ROAD,10467.0,3473468901,Seafood,D,10B,Pre-permit (Operational) / Initial Inspection,BX43
41594948,MOE'S GOURMET FOOD & PIZZA,Queens,3050,WHITESTONE EXPRESSWAY,11357.0,7183536100,American,F,09A,Cycle Inspection / Initial Inspection,QN23
50002057,GRITO MEXICAN GRILL,Manhattan,1555,ST NICHOLAS AVENUE,10040.0,2127950700,Mexican,U,02H,Cycle Inspection / Re-inspection,MN35
50001671,HILL AND BAY,Manhattan,581,2 AVENUE,10016.0,2122455554,American,P,10F,Cycle Inspection / Initial Inspection,MN20
41378990,APPLEBEE'S,Brooklyn,2201,NOSTRAND AVENUE,11210.0,3475053300,American,D,10F,Cycle Inspection / Initial Inspection,BK42
50090838,LITTLE ADA,Brooklyn,55,WATER STREET,11201.0,8572648975,Mediterranean,D,02H,Pre-permit (Operational) / Re-inspection,BK38
41602165,JO JO PIZZA,Bronx,1545A,WESTCHESTER AVENUE,10472.0,7183786588,Pizza,P,10B,Cycle Inspection / Initial Inspection,BX08
50018747,NEW SARKURA JAPAN,Queens,90-40,160 STREET,11432.0,7182976800,Japanese,D,06E,Cycle Inspection / Initial Inspection,QN61
50009471,SHAKE SHACK,Brooklyn,170,FLATBUSH AVENUE,11217.0,6465176145,Hamburgers,E,16E,Calorie Posting / Re-inspection,BK37
50008310,DESI GALLI,Manhattan,101,LEXINGTON AVENUE,10016.0,2126832292,Indian,U,09C,Cycle Inspection / Re-inspection,MN21
41642243,TANGRA MASALA,Queens,8709,GRAND AVENUE,11373.0,7188032298,Asian/Asian Fusion,D,10F,Cycle Inspection / Initial Inspection,QN29
41570661,COZY DINER & CAFE,Queens,1409,150 STREET,11357.0,7187674949,Greek,D,10F,Cycle Inspection / Initial Inspection,QN49
50002454,,Manhattan,78,READE STREET,10007.0,2122673000,American,F,04N,Cycle Inspection / Initial Inspection,MN24
41515676,KYOTO,Brooklyn,115,SMITH STREET,11201.0,7185225888,Japanese,D,02B,Cycle Inspection / Initial Inspection,BK38
50101872,KING MOTHER,Brooklyn,1205,CORTELYOU ROAD,11218.0,9174072815,Italian,D,04L,Pre-permit (Operational) / Initial Inspection,BK42
50055395,NATHAN'S FAMOUS,Brooklyn,5100,KINGS PLAZA,11234.0,7187360999,Hotdogs,G,10C,Pre-permit (Operational) / Initial Inspection,BK45
50003337,SEASONED VEGAN,Manhattan,55,ST NICHOLAS AVENUE,10026.0,2122220092,Vegetarian,F,04L,Cycle Inspection / Initial Inspection,MN11
50039561,UNCLE LUO YANG,Manhattan,928,AMSTERDAM AVENUE,10025.0,2123908886,Asian/Asian Fusion,F,02G,Cycle Inspection / Initial Inspection,MN12
50055163,KENNEDY FRIED CHICKEN & PIZZA,Manhattan,1,WEST  137 STREET,10037.0,7183752065,Chicken,U,10F,Cycle Inspection / Re-inspection,MN03
41293635,NO. 1 CHINESE KITCHEN,Staten Island,209,PORT RICHMOND AVENUE,10302.0,7188161836,Chinese,F,06C,Cycle Inspection / Initial Inspection,SI28
50001215,BYUNG CHUN SOON DAE,Queens,15603,NORTHERN BLVD,11354.0,7184601044,Korean,F,05D,Cycle Inspection / Initial Inspection,QN51
50038180,HUMMUS MARKET,Brooklyn,361,GRAHAM AVENUE,11211.0,7185995600,Middle Eastern,D,08A,Cycle Inspection / Initial Inspection,BK90
50098352,BK KING PIZZA,Brooklyn,1491,BROADWAY,11221.0,3474258947,Pizza,D,10B,Pre-permit (Operational) / Initial Inspection,BK78
41406214,KING'S PIZZA,Manhattan,110,WEST  145 STREET,10039.0,2122830182,Pizza,F,02B,Cycle Inspection / Re-inspection,MN03
50070387,EMPANADAS MONUMENTAL,Bronx,752,ALLERTON AVENUE,10467.0,3479474700,Latin American,U,02B,Cycle Inspection / Initial Inspection,BX07
50078726,LINDA AZOGUENITA BAKERY & RESTAURANT,Queens,5101,108TH ST,11368.0,7185920200,Latin American,F,02B,Cycle Inspection / Initial Inspection,QN25
41648318,KAFFE 1668,Manhattan,401,GREENWICH STREET,10013.0,6465592587,Coffee/Tea,F,04N,Cycle Inspection / Initial Inspection,MN24
50052277,CHINA RIVER,Manhattan,258,WEST   44 STREET,10036.0,6467670854,Chinese,F,04A,Cycle Inspection / Initial Inspection,MN17
40761262,CIRCLE IN THE SQUARE THEATRE,Manhattan,1633,BROADWAY,10019.0,2126641591,American,D,04L,Cycle Inspection / Initial Inspection,MN17
41391353,AMSTERDAM ALE HOUSE,Manhattan,340,AMSTERDAM AVENUE,10024.0,2123627260,American,U,10F,Cycle Inspection / Re-inspection,MN12
50000055,BANGKOK CUISINE,Queens,10718,70TH ROAD,11375.0,7182614005,Thai,U,04L,Cycle Inspection / Re-inspection,QN17
50074002,GOLD GRILL PIZZERIA,Staten Island,819,FOREST AVENUE,10310.0,7186738341,Pizza,U,04L,Pre-permit (Operational) / Re-inspection,SI22
50035136,IC BROOKLYN CAFE,Brooklyn,251,WILSON AVENUE,11237.0,7184503346,Coffee/Tea,D,04A,Cycle Inspection / Initial Inspection,BK77
50008233,MERRY LAND BUFFET,Bronx,325,EAST  149 STREET,10451.0,7189933608,Chinese,F,02G,Cycle Inspection / Initial Inspection,BX34
50001385,EL RANCHO RESTAURANT,Brooklyn,1157,FLATBUSH AVENUE,11226.0,3476279030,Spanish,G,02G,Cycle Inspection / Re-inspection,BK95
50101120,CHOW DOWN,Staten Island,3279,RICHMOND AVE,10312.0,7184483000,Chinese/Cuban,D,02G,Pre-permit (Operational) / Initial Inspection,SI54
41710894,CAFE OLE RESTAURANT,Queens,3809,36 AVENUE,11101.0,7183497777,Spanish,P,04K,Cycle Inspection / Initial Inspection,QN70
41437526,NELLO,Manhattan,696,MADISON AVENUE,10065.0,2129809099,Italian,D,10F,Cycle Inspection / Initial Inspection,MN40
50047466,ROAST N CO,Queens,10012,QUEENS BLVD,11375.0,7182636000,Coffee/Tea,U,10F,Cycle Inspection / Initial Inspection,QN17
50016759,EL GRAND CHEF RESTAURANT & PIZZERIA,Bronx,237,EAST TREMONT AVENUE,10457.0,7182900996,Spanish,O,08A,Cycle Inspection / Reopening Inspection,BX41
40705487,STROKOS GOURMET DELI,Manhattan,1090,AMSTERDAM AVENUE,10025.0,2126662121,Sandwiches,D,06D,Cycle Inspection / Re-inspection,MN09
50046957,KATE'S CORNER CAFE,Queens,4125,20TH AVE,11105.0,7189562929,American,U,04N,Cycle Inspection / Initial Inspection,QN72
41695803,MISS KOREA,Manhattan,10,WEST   32 STREET,10001.0,2125947766,Korean,D,10B,Cycle Inspection / Initial Inspection,MN17
41236480,DUNKIN,Brooklyn,8513,18 AVENUE,11214.0,7182347488,Donuts,D,10B,Cycle Inspection / Initial Inspection,BK28
50103134,JEVA CAFE,Brooklyn,513,WILSON AVENUE,11221.0,3476233082,Coffee/Tea,T,20D,Administrative Miscellaneous / Initial Inspection,BK77
40845757,CAFE STEINHOF,Brooklyn,422,7 AVENUE,11215.0,7183697776,Eastern European,U,02G,Cycle Inspection / Initial Inspection,BK37
50052308,COURT PASTRY SHOP,Brooklyn,298,COURT STREET,11231.0,7188754820,Bakery Products/Desserts,G,06C,Cycle Inspection / Initial Inspection,BK33
41699332,BELLA PIZZA,Brooklyn,1604,AVENUE H,11230.0,7184344445,Pizza,F,10F,Cycle Inspection / Initial Inspection,BK43
50088790,ANTHONY'S FAMOUS PIZZERIA,Staten Island,309,BRADLEY AVENUE,10314.0,3478617088,Pizza,F,02B,Pre-permit (Operational) / Initial Inspection,SI05
40379580,COOPER TOWN DINER,Manhattan,339,1 AVENUE,10003.0,2126779287,American,F,04N,Cycle Inspection / Initial Inspection,MN21
50069349,WOK CHI,Manhattan,89,EAST   42 STREET,10017.0,9419072134,Chinese,U,04L,Cycle Inspection / Re-inspection,MN19
41718160,CARBONE,Manhattan,181,THOMPSON STREET,10012.0,2129330707,Italian,D,06C,Cycle Inspection / Initial Inspection,MN23
50051998,HUA XIA RESTAURANT,Manhattan,49,DIVISION STREET,10002.0,2129651926,Chinese,G,02G,Cycle Inspection / Initial Inspection,MN27
41132816,KENNEDY CHICKEN & PIZZA,Bronx,4049,LACONIA AVENUE,10466.0,7185470122,Chicken,U,08A,Cycle Inspection / Re-inspection,BX44
50062573,FLORIAN AT LIRR JCC,Queens,9302,SUTPHIN BLVD,11435.0,7185587610,American,D,06D,Cycle Inspection / Initial Inspection,QN61
40591269,STARBUCKS,Manhattan,195,BROADWAY,10007.0,2123851104,Coffee/Tea,D,10B,Cycle Inspection / Initial Inspection,MN25
50038792,BEST BURGER PALACE,Brooklyn,986,ATLANTIC AVENUE,11238.0,7183983130,American,D,06D,Cycle Inspection / Initial Inspection,BK61
41693949,LUCKY DRAGON BAKERY,Brooklyn,5214,8 AVENUE,11220.0,7188513688,Bakery Products/Desserts,O,10F,Cycle Inspection / Reopening Inspection,BK34
41078099,ORIGINAL RAY'S PIZZA,Manhattan,811,LEXINGTON AVENUE,10065.0,2122238117,Pizza,D,08A,Cycle Inspection / Initial Inspection,MN40
50058287,KIKU SUSHI,Manhattan,235,9 AVENUE,10001.0,2126273660,Japanese,P,10F,Pre-permit (Operational) / Initial Inspection,MN13
50060165,DUNKIN,Manhattan,303,CANAL STREET,10013.0,9176800335,Donuts,S,20D,Administrative Miscellaneous / Initial Inspection,MN24
50053676,SBARRO,Manhattan,4007,BROADWAY,10032.0,3473846150,Pizza,D,10E,Pre-permit (Operational) / Initial Inspection,MN36
