Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number
"Department for Business, Innovation and Skills",Intellectual Property Office,22/06/2011,Travel and subsistence UK,Patents Directorate,Personal expenses name witheld,50146,31.31,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Chief Executive's Office,Carlson Wagonlit,994112,34.0,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,24/06/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Leasedrive Velo Rental Management Ltd,RHI00563685,35.16,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,30/06/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Leasedrive Velo Rental Management Ltd,RHI00567598,35.16,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,986331,38.2,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Business Support Directorate,Carlson Wagonlit,991478,38.2,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,07/06/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,50041,38.4,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,15/06/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Leasedrive Velo Rental Management Ltd,RHI00557726,39.42,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,23/06/2011,Travel and subsistence UK,Business Support Directorate,Leasedrive Velo Rental Management Ltd,RHI00560478,39.42,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,24/06/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Leasedrive Velo Rental Management Ltd,RHI00563686,39.42,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,30/06/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Leasedrive Velo Rental Management Ltd,RHI00567596,39.42,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,02/06/2011,Travel and subsistence UK,Innovation Directorate,ARVAL PHH Business Solutions Ltd,1016361427,39.67,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,24/06/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Leasedrive Velo Rental Management Ltd,RHI00563688,39.73,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,07/06/2011,Travel and subsistence UK,Patents Directorate,N Richardson,1707,40.0,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,28/06/2011,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,50170,40.5,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Finance Directorate,Personal expenses name witheld,50138,40.7,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,20/06/2011,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,50112,41.36,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,08/06/2011,Travel and subsistence UK,Chief Executive's Office,Personal expenses name witheld,50046,42.3,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,20/06/2011,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,50119,43.2,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,50134,43.2,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,28/06/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,50171,43.2,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Trade Marks Directorate,Carlson Wagonlit,996748,45.17,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,24/06/2011,Travel and subsistence UK,Innovation Directorate,ARVAL PHH Business Solutions Ltd,1016477474,46.02,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Trade Marks Directorate,Carlson Wagonlit,996749,46.77,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,987076,48.17,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Business Support Directorate,Carlson Wagonlit,996092,49.71,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,27/06/2011,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,50165,50.01,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,29/06/2011,Travel and subsistence UK,Finance Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),8862,50.5,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,1010562,51.16,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,06/06/2011,Travel and subsistence UK,Patents Directorate,Leasedrive Velo Rental Management Ltd,RHI00508311,52.56,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,08/06/2011,Travel and subsistence UK,Patents Directorate,Leasedrive Velo Rental Management Ltd,RHI00553858,52.56,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Trade Marks Directorate,Carlson Wagonlit,987604,53.16,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,1002341,53.26,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,24/06/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Leasedrive Velo Rental Management Ltd,RHI00563687,54.04,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,1000512,54.76,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,1000646,54.76,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,23/06/2011,Travel and subsistence UK,Innovation Directorate,Leasedrive Velo Rental Management Ltd,RHI00563684,55.97,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,1004396,56.65,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,27/06/2011,Travel and subsistence UK,Innovation Directorate,Leasedrive Velo Rental Management Ltd,RHI00564751,56.9,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,30/06/2011,Travel and subsistence UK,Finance Directorate,Personal expenses name witheld,50181,57.25,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,15/06/2011,Travel and subsistence UK,Innovation Directorate,P Clare,50095,57.6,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,23/06/2011,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,50153,60.63,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,29/06/2011,Travel and subsistence UK,Business Support Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),8862,64.0,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,24/06/2011,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,50157,64.05,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,29/06/2011,Travel and subsistence UK,International Policy Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),8862,66.0,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,08/06/2011,Travel and subsistence UK,Innovation Directorate,ARVAL PHH Business Solutions Ltd,1016398537,67.4,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,979856,67.92,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,992371,68.12,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,1008999,68.12,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,983920,69.12,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,1010434,69.12,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Business Support Directorate,Carlson Wagonlit,1013635,69.12,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Trade Marks Directorate,Carlson Wagonlit,984412,69.62,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,982298,69.72,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,1014042,69.72,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,09/06/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Leasedrive Velo Rental Management Ltd,RHI00556506,70.32,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,10/06/2011,Travel and subsistence UK,Innovation Directorate,Leasedrive Velo Rental Management Ltd,RHI00556507,70.32,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,22/06/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Leasedrive Velo Rental Management Ltd,RHI00562427,70.32,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,29/06/2011,Travel and subsistence UK,Innovation Directorate,Leasedrive Velo Rental Management Ltd,RHI00566312,70.32,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,30/06/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Leasedrive Velo Rental Management Ltd,RHI00567597,70.32,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Business Support Directorate,Carlson Wagonlit,987844,70.42,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,979855,71.41,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Business Support Directorate,Carlson Wagonlit,988335,71.92,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,1003480,73.71,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,1003494,73.71,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,29/06/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Radiocabs (Bridgend) Ltd T/A Dragon Taxis (Newport),8862,75.6,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,1005537,75.71,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,980491,75.89,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,1011878,75.9,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,1013787,75.9,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,23/06/2011,Travel and subsistence UK,Innovation Directorate,ARVAL PHH Business Solutions Ltd,1016525082,76.04,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,20/06/2011,Travel and subsistence UK,Trade Marks Directorate,Personal expenses name witheld,50114,77.0,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,983495,77.9,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,983959,77.9,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,987936,77.9,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,07/06/2011,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,50039,77.95,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,06/06/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Leasedrive Velo Rental Management Ltd,RHI00553856,78.84,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,13/06/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Leasedrive Velo Rental Management Ltd,RHI00556508,78.84,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Finance Directorate,Carlson Wagonlit,984656,78.99,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,981629,79.69,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Finance Directorate,Carlson Wagonlit,1010447,80.6,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,981631,81.09,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Finance Directorate,Carlson Wagonlit,982577,81.09,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,989947,81.09,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,1003149,81.09,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Finance Directorate,Carlson Wagonlit,1004304,81.09,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,1014714,81.09,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,1014715,81.09,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,997345,81.69,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,1000781,81.69,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,1004622,81.69,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,1012174,81.69,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,986907,83.09,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Trade Marks Directorate,Personal expenses name witheld,50129,85.85,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,998507,86.09,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,14/06/2011,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,50081,87.15,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,989168,87.87,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Business Support Directorate,Carlson Wagonlit,987582,88.3,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,50126,88.6,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,16/06/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,50103,90.15,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,15/06/2011,Travel and subsistence UK,International Policy Directorate,Personal expenses name witheld,50088,90.2,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,1003207,91.17,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,13/06/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Leasedrive Velo Rental Management Ltd,RHI00501009,92.42,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Trade Marks Directorate,Carlson Wagonlit,987603,93.56,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,14/06/2011,Travel and subsistence UK,International Policy Directorate,Personal expenses name witheld,50079,93.62,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,996858,94.25,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,23/06/2011,Travel and subsistence UK,SABIP,M Champion,50149,94.6,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,997114,95.46,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,06/06/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,50033,97.15,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Finance Directorate,Carlson Wagonlit,986617,98.34,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,1000645,98.56,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Trade Marks Directorate,Carlson Wagonlit,982213,101.54,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,1000511,101.54,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,06/06/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Leasedrive Velo Rental Management Ltd,RHI00553857,104.64,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,50128,105.9,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,983960,107.33,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,24/06/2011,Travel and subsistence UK,International Policy Directorate,Personal expenses name witheld,50158,107.7,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,981633,112.62,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,29/06/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,50176,113.4,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,1013931,113.81,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,985055,117.09,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,13/06/2011,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,50072,117.18,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,992648,118.6,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Business Support Directorate,Carlson Wagonlit,986687,120.4,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Business Support Directorate,Carlson Wagonlit,1012275,121.78,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,1008961,123.1,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,991761,123.53,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,1009878,123.53,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Business Support Directorate,Carlson Wagonlit,991541,126.98,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,990250,127.26,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Business Support Directorate,Carlson Wagonlit,1006723,131.27,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Finance Directorate,Carlson Wagonlit,982297,133.86,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,983921,133.86,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Business Support Directorate,Carlson Wagonlit,992956,136.99,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,27/06/2011,Travel and subsistence UK,International Policy Directorate,Personal expenses name witheld,50164,137.2,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Chief Executive's Office,Carlson Wagonlit,982850,137.26,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Patents Directorate,Carlson Wagonlit,1003148,137.74,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,4626243,137.93,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Chief Executive's Office,Carlson Wagonlit,982495,138.28,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,983454,139.54,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,International Policy Directorate,Carlson Wagonlit,1000189,139.54,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,983919,139.74,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,997452,139.74,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Chief Executive's Office,Carlson Wagonlit,1007916,142.33,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Business Support Directorate,Carlson Wagonlit,997488,143.54,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Business Support Directorate,Carlson Wagonlit,1004593,143.74,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,27/06/2011,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,50161,144.05,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,28/06/2011,Travel and subsistence UK,Chief Executive's Office,FICPI-UK,FICPI-UK,145.0,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Chief Executive's Office,Carlson Wagonlit,983211,145.16,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Trade Marks Directorate,Carlson Wagonlit,981632,145.23,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,995568,145.33,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,09/06/2011,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,50063,145.9,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,1010446,146.72,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Business Support Directorate,Carlson Wagonlit,1012525,147.42,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,997453,147.73,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Trade Marks Directorate,Carlson Wagonlit,984377,148.44,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,15/06/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,50091,149.9,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Business Support Directorate,Carlson Wagonlit,999527,149.95,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,1014041,152.7,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,17/06/2011,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,50107,154.12,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Innovation Directorate,Carlson Wagonlit,1001628,154.7,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,08/06/2011,Travel and subsistence UK,Innovation Directorate,Leasedrive Velo Rental Management Ltd,RHI00553855,156.96,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,1005538,157.31,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Business Support Directorate,Carlson Wagonlit,990902,157.52,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Chief Executive's Office,Carlson Wagonlit,982524,157.64,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,28/06/2011,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,50166,158.15,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,02/06/2011,Travel and subsistence UK,Trade Marks Directorate,Personal expenses name witheld,50022,158.2,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,01/06/2011,Travel and subsistence UK,Innovation Directorate,Personal expenses name witheld,50017,158.75,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/06/2011,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Carlson Wagonlit,979857,159.1,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,07/06/2011,Travel and subsistence UK,SABIP,G Austin,50040,161.6,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,10/06/2011,Travel and subsistence UK,Business Support Directorate,Personal expenses name witheld,50069,162.6,Not applicable
