Year,Quarter,LocationDesc,HealthTopic,PolicyTopic,Setting,Title,PolicyTypeID,PolicyTopicID
2011,1,Texas,Obesity,Appropriations,Community,Bicycle Accommodation,LEG,002APP
2013,1,New York,Physical Activity,Bicycling,Community,Omnibus Obesity and Respiratory Illness Reduction Act,LEG,005BIK
2014,3,Massachusetts,Nutrition,Appropriations,Medical and/or Hospital,Appropriations for Nutritional Assistance Programs,LEG,002APP
2014,3,Rhode Island,Nutrition,Task Forces/Councils,School/After School,Rules and Regulations for School Health Programs,REG,047TFC
2012,1,Idaho,Nutrition,Food Assistance Programs,Community,Medicaid Basic Plan Benefits,REG,003FAP
2009,1,Massachusetts,Physical Activity,School Siting,Community,Transportation System Modernization,LEG,042SIT
2009,1,California,Obesity,Body Mass Index (BMI),Community,Transit Village Developments: Infrastructure Financing,LEG,006BMI
2010,1,North Carolina,Obesity,Appropriations,Community,Base Budget Appropriations,LEG,002APP
2010,1,Massachusetts,Obesity,Appropriations,Community,Fiscal Year 2011 Budget,LEG,002APP
2010,1,Missouri,Nutrition,Disparities/Equity,Community,Child Poverty Council,LEG,013DEQ
2009,1,Nebraska,Nutrition,Task Forces/Councils,Restaurant/Retail,Healthy Food Choices Study,LEG,047TFC
2012,1,Iowa,Nutrition,Agriculture and Farming,Community,An Act Providing for Charitable Food Donations<br>,LEG,017AGF
2009,1,New Hampshire,Nutrition,Appropriations,Community,Weights and Measurements at Farmers Markets,LEG,002APP
2010,1,Massachusetts,Physical Activity,Signage for Recreation and Transportation,Community,Arlington Route 60 Safety Study,LEG,044SRT
2011,1,Hawaii,Nutrition,Agriculture and Farming,Community,Child Nutrition Programs,LEG,017AGF
2010,1,New York,Obesity,Body Mass Index (BMI),Community,New York State Infrastructure Development Bank,LEG,006BMI
2010,1,North Carolina,Obesity,Menu Labeling,Community,Governors Budget,LEG,032MNL
2011,1,Missouri,Obesity,Disparities/Equity,School/After School,Commission on Prevention and Management of Obesity,LEG,013DEQ
2013,1,New York,Physical Activity,Built Environment and Street-Scale Design,Community,An act to amend the town law,LEG,049BED
2011,1,Illinois,Nutrition,Medical Care,Restaurant/Retail,Trans Fat Restriction Act,LEG,026MEC
2011,1,Florida,Nutrition,Food Security,Community,Public Food Service Establishments,LEG,023FOS
2011,1,Illinois,Physical Activity,Pedestrians/Walking,Community,School zone Speed Limits,LEG,052PED
2013,1,New York,Physical Activity,Physical Education Requirements,School/After School,Omnibus Obesity and Respiratory Illness Reduction Act,LEG,036PER
2010,1,Utah,Nutrition,Breastfeeding,Work Place,Breast Feeding,LEG,007BFD
2001,1,California,Nutrition,Medical Care,Community,Santa Clara Valley Transportation Authority,LEG,026MEC
2009,1,Idaho,Nutrition,Agriculture and Farming,Community,Rules of the Preferred Promotion Program,REG,017AGF
2012,1,Hawaii,Obesity,Appropriations,Community,An Act Making an Appropriation for Early Childhood Health<br>,LEG,002APP
2011,1,Massachusetts,Obesity,Body Mass Index (BMI),School/After School,Environmental and Health Impact Reports,LEG,006BMI
2012,1,New York,Obesity,Sugar Sweetened Beverages,Restaurant/Retail,An Act to Combat the Incidence of Adult and Childhood Obesity<br>,LEG,046SSB
2009,1,Minnesota,Nutrition,Medical Care,Community,Human Services,LEG,026MEC
2009,1,Mississippi,Nutrition,Agriculture and Farming,Community,Appropriation,LEG,017AGF
2011,1,Minnesota,Obesity,Appropriations,Community,Natural Resources and State Trails,LEG,002APP
2011,1,California,Nutrition,Food Assistance Programs,Restaurant/Retail,CalFresh,LEG,003FAP
2009,1,Tennessee,Nutrition,Farmers Markets,Community,Food and Food Products,LEG,016FAM
2009,1,Louisiana,Obesity,Task Forces/Councils,School/After School,Physical Activity,LEG,047TFC
2009,1,Minnesota,Obesity,Appropriations,School/After School,Capital Improvements,LEG,002APP
2010,1,Hawaii,Obesity,Appropriations,Community,Capital Improvement Projects,LEG,002APP
2010,1,Maryland,Obesity,Food Restrictions,Restaurant/Retail,Farmers Markets,LEG,020FOR
2011,1,Rhode Island,Obesity,Health Insurance Coverage,Work Place,Small Employer Health Insurance Availability<br>,REG,028HIC
2010,1,New Jersey,Physical Activity,Incentives,Community,Membership Fees,LEG,029INC
2013,3,Oklahoma,Obesity,Liability and Indemnity,Restaurant/Retail,Commonsense Consumption Act,LEG,030LAI
2009,1,Massachusetts,Obesity,Sugar Sweetened Beverages,School/After School,Student Health and Education,LEG,046SSB
2011,1,Maryland,Physical Activity,"Parks, Recreation and Trails",Community,Transit Development Fund,LEG,034PRT
2009,1,Minnesota,Physical Activity,Public Transportation,Community,Real Property,LEG,040TRS
2011,1,North Carolina,Nutrition,Appropriations,Early Care and Education,Childhood Obesity Legislative Task Force,LEG,002APP
2009,1,Hawaii,Obesity,Appropriations,Community,Transit Corridor and Affordable Housing,LEG,002APP
2011,1,Arkansas,Nutrition,Appropriations,Early Care and Education,Appropriation to the Department of Human Services,LEG,002APP
2009,1,Virginia,Obesity,Appropriations,Community,Budget Bill,LEG,002APP
2011,1,Montana,Nutrition,Appropriations,School/After School,Study on Reducing Childhood Hunger,LEG,002APP
2010,1,Florida,Obesity,Appropriations,Community,Appropriations,LEG,002APP
2010,1,Ohio,Nutrition,Healthier Food Retail and Food Deserts,Community,"Women, Infants and Children (WIC) Program",REG,021HFR
2009,1,New York,Nutrition,Appropriations,Community,Agriculturally Significant Tourist Destinations,LEG,002APP
2010,1,District of Columbia,Physical Activity,Bicycling,Community,Comprehensive Plan Amendment Act,LEG,005BIK
2009,1,Delaware,Nutrition,School Nutrition,School/After School,Artificial Trans Fats,LEG,043SNU
2011,1,New York,Nutrition,Liability and Indemnity,School/After School,Task Force on Food and Physical Education,LEG,030LAI
2014,1,Hawaii,Nutrition,Farm Direct Foods,School/After School,Farm to School Month,LEG,015FDF
2011,1,Hawaii,Physical Activity,Public Transportation,Community,Transit Oriented Development,LEG,040TRS
2010,1,New York,Physical Activity,Access to Recreational Opportunities,School/After School,Use of School Facilities,LEG,004ARO
2011,1,Minnesota,Physical Activity,Public Transportation,Community,Transportation,LEG,040TRS
2016,3,District of Columbia,Physical Activity,Safe Routes to Schools,Community,BICYCLE AND PEDESTRIAN SAFETY AMENDMENT ACT OF 2016,REG,041SRS
2010,1,Minnesota,Obesity,Disparities/Equity,School/After School,School District Wellness and Nursing Home Rates,LEG,013DEQ
2003,1,Virginia,Nutrition,Incentives,Community,Relating to the Soft Drink Excise Tax<br>,LEG,029INC
2010,1,Connecticut,Nutrition,Appropriations,Community,Vending Machine Sales,LEG,002APP
2011,1,New York,Nutrition,Food Assistance Programs,Restaurant/Retail,Senior Benefits Card Program,LEG,003FAP
2015,1,Minnesota,Nutrition,Farm Direct Foods,Community,Urban Agriculture,LEG,015FDF
2011,1,North Carolina,Nutrition,Vending,School/After School,Child Nutrition Program Changes,LEG,051VEN
2010,1,District of Columbia,Nutrition,Food Assistance Programs,Community,Fiscal Year 2010 Budget Support Act,LEG,003FAP
2010,1,California,Physical Activity,Physical Activity Requirements,Work Place,Health and Human Services: Federal Grant Opportunities,LEG,035PAR
2009,1,Florida,Nutrition,Nutrition Standards,Early Care and Education,Incorporations by Reference,REG,010NUS
2009,1,Washington,Physical Activity,Bicycling,School/After School,Annual School Reporting,LEG,005BIK
2011,1,Hawaii,Nutrition,Access to Healthy Foods,Community,Task Force for Loss of Agricultural Lands,LEG,001AHF
2009,1,Alabama,Nutrition,Appropriations,Community,State Appropriations,LEG,002APP
2009,1,Montana,Nutrition,Agriculture and Farming,Community,License Fees,LEG,017AGF
2011,1,Illinois,Nutrition,Task Forces/Councils,Community,Task Force on Farmers' Markets,LEG,047TFC
2010,1,Illinois,Obesity,Appropriations,Restaurant/Retail,Farmers Market Technology Improvement Program,LEG,002APP
2011,1,Hawaii,Obesity,Appropriations,School/After School,State and Counties to Allow Properties Structures and B,LEG,002APP
2012,1,Kentucky,Physical Activity,"Parks, Recreation and Trails",School/After School,Promoting Enhanced Opportunities for Outdoor Activity for Kentuckyâs Children<br>,LEG,034PRT
2011,1,Alabama,Nutrition,Media Campaigns,School/After School,Public K-12 Education,LEG,031MDC
2009,1,Hawaii,Nutrition,Appropriations,School/After School,Artificial Trans Fat,LEG,002APP
2010,1,Florida,Nutrition,Medical Care,Community,Growth Management,LEG,026MEC
2010,1,Missouri,Nutrition,Farm Direct Foods,Restaurant/Retail,Local Foods Initiative,LEG,015FDF
2013,1,Texas,Nutrition,Incentives,Community,An Act Relating to Incentives for Using Supplemental Nutrition Assistance Program Benefits to Purchase Nutritious Foods,LEG,029INC
2010,1,New York,Obesity,Food Restrictions,Restaurant/Retail,Restaurants and Food Establishments,LEG,020FOR
2007,1,New York,Nutrition,Farmers Markets,Community,Application for State Assistance,LEG,016FAM
2009,1,Georgia,Obesity,Menu Labeling,School/After School,Regional Planning,REG,032MNL
2005,1,California,Obesity,Appropriations,School/After School,California Fresh Start Fresh Start Pilot Program,LEG,002APP
2009,1,Florida,Physical Activity,Physical Education Requirements,School/After School,High School Graduation,LEG,036PER
2009,1,Alabama,Nutrition,Agriculture and Farming,Community,Public Education,LEG,017AGF
2009,1,New York,Nutrition,Farm Direct Foods,Community,Appropriations for Support of Government,LEG,015FDF
2009,1,Colorado,Obesity,Appropriations,School/After School,Full-Day Kindergarten Facility Capital Construction,REG,002APP
2009,1,New York,Nutrition,Media Campaigns,Community,Agriculturally Significant Tourist Destinations,LEG,031MDC
2010,1,Rhode Island,Physical Activity,Built Environment and Street-Scale Design,Community,Motor and Other Vehicles,LEG,049BED
2009,1,Texas,Obesity,Appropriations,School/After School,Public School Accountability,LEG,002APP
2007,1,Rhode Island,Obesity,Appropriations,Community,Educational Pilot Program,LEG,002APP
2012,1,Kentucky,Physical Activity,Physical Activity Requirements,School/After School,An Act Relating to the Health and Wellness of Children<br>,LEG,035PAR
2011,1,Texas,Obesity,Health Insurance Coverage,Restaurant/Retail,Sweetened Beverages Tax,LEG,028HIC
2009,1,Texas,Physical Activity,Pedestrians/Walking,Community,Housing Tax Credit Program Qualified Allocation Plan,REG,052PED
2009,1,Minnesota,Nutrition,Food Assistance Programs,Community,WIC Coupons and Organic Food,LEG,003FAP
2009,1,New York,Obesity,Food Restrictions,Community,Department of Health SEED Program,LEG,020FOR
2003,1,California,Nutrition,Appropriations,Community,Child and Parental Nutrition,LEG,002APP
2009,1,Tennessee,Obesity,Appropriations,Community,Public Planning,LEG,002APP
2011,1,California,Nutrition,Fruits and Vegetables,Community,Budget Act of 2011,LEG,025FAV
2011,1,Florida,Nutrition,Trans Fats,Work Place,State Employees Health Insurance Benefits,LEG,050FAT
2005,1,Vermont,Physical Activity,Physical Education Requirements,School/After School,Home Study Programs,LEG,036PER
2011,1,New York,Nutrition,Appropriations,Community,Regional Development,LEG,002APP
2015,2,Louisiana,Nutrition,Access to Healthy Foods,Community,Resolution to create a task force to study food deserts,LEG,001AHF
2011,1,Maryland,Nutrition,Fruits and Vegetables,School/After School,Local Educational Agency,LEG,025FAV
2011,1,New York,Physical Activity,Physical Activity Requirements,School/After School,Statewide School Nutrition Standards,LEG,035PAR
2010,1,Hawaii,Nutrition,Appropriations,School/After School,Farm to School Models,LEG,002APP
2010,1,Florida,Nutrition,Incentives,Work Place,Health Care,LEG,029INC
2011,1,Texas,Physical Activity,"Parks, Recreation and Trails",Community,Midlothian Municipal Management District No. 2,LEG,034PRT
2010,1,Ohio,Nutrition,Appropriations,Community,Farmer's Authorization,REG,002APP
2010,1,Vermont,Obesity,Sugar Sweetened Beverages,Restaurant/Retail,Soft Drinks,LEG,046SSB
2011,1,Texas,Physical Activity,Built Environment and Street-Scale Design,Community,Specific Management District Creation and Tax,LEG,049BED
2009,1,Colorado,Nutrition,Farm Direct Foods,School/After School,Healthy Snacks In Schools,LEG,015FDF
2011,1,New York,Physical Activity,Bicycling,Community,Blighted Properties,LEG,005BIK
2009,1,Oregon,Physical Activity,Pedestrians/Walking,Community,Designation of Scenic and Regional Trails,REG,052PED
2010,1,Tennessee,Obesity,Appropriations,School/After School,Education,LEG,002APP
2011,1,Arkansas,Obesity,Appropriations,School/After School,Childhood Education Appropriation,LEG,002APP
2011,1,Montana,Nutrition,Access to Healthy Foods,Community,Study on Reducing Childhood Hunger,LEG,001AHF
2009,1,New York,Obesity,Body Mass Index (BMI),Community,Smart Growth,LEG,006BMI
2011,1,Arizona,Obesity,Appropriations,School/After School,Mandatory School Daily Recess,LEG,002APP
2009,1,Massachusetts,Nutrition,Farm Direct Foods,School/After School,Student Nutrition and Wellness,LEG,015FDF
2011,1,Texas,Physical Activity,Built Environment and Street-Scale Design,Community,Creation of the Port Isabel Improvement District No 1,LEG,049BED
2017,2,Tennessee,Nutrition,Access to Healthy Foods,Community,"Food and Food Products - As introduced, changes from 15 days to 14 days the time in which a department of agriculture agent must remove a tag",LEG,001AHF
2010,1,Illinois,Nutrition,School Nutrition,School/After School,Fresh Produce in Schools,LEG,043SNU
2009,1,Texas,Obesity,Menu Labeling,Community,Smart Growth Policy Work Group,LEG,032MNL
2015,1,Illinois,Nutrition,Fruits and Vegetables,Community,The Healthy Local Food Incentives Fund,LEG,025FAV
2007,1,Washington,Physical Activity,Appropriations,School/After School,Expenditures For Capital Improvements,LEG,002APP
2012,1,Mississippi,Obesity,Health Insurance Coverage,Community,Requirements for Medicare Beneficiaries<br>,LEG,028HIC
2009,1,Minnesota,Nutrition,Medical Care,Community,Local Government,LEG,026MEC
2009,1,Michigan,Obesity,Health Insurance Coverage,School/After School,Recreational Authorities Act,LEG,028HIC
2009,1,Virginia,Nutrition,Agriculture and Farming,Community,Budget Bill,LEG,017AGF
2012,2,Arkansas,Nutrition,Nutrition Standards,School/After School,Arkansas Department of Education Rules Governing Nutrition and Physical Activity Standards and Body Mass Index for Age Assessment Protocols in Arkansas Public Schools,REG,010NUS
2001,1,Georgia,Physical Activity,Initiatives and Programs,School/After School,Senate Resolution<br>,LEG,053INP
2011,1,Georgia,Nutrition,Fruits and Vegetables,Restaurant/Retail,Farm to School Programs,LEG,025FAV
2009,1,Oregon,Nutrition,Access to Healthy Foods,Community,Nutrition,LEG,001AHF
2009,1,Massachusetts,Nutrition,Appropriations,School/After School,Promoting Better Health in Public Schools,LEG,002APP
2011,1,District of Columbia,Nutrition,School Nutrition,Restaurant/Retail,Delivery Order Approval,LEG,043SNU
2007,1,Rhode Island,Physical Activity,Physical Activity Requirements,Community,Educational Pilot Program,LEG,035PAR
2011,1,Oregon,Nutrition,Access to Healthy Foods,Restaurant/Retail,Supplemental Assistance,LEG,001AHF
2011,1,New Jersey,Nutrition,Trans Fats,Work Place,State Health Benefits Program State Employee Wellness,LEG,050FAT
2010,1,California,Obesity,Body Mass Index (BMI),Community,California Transportation Plan,LEG,006BMI
2011,1,Iowa,Obesity,Food Restrictions,School/After School,Local Foods,LEG,020FOR
2011,1,Hawaii,Nutrition,Appropriations,Community,"Kalo, Taro Farms, School Meals",LEG,002APP
2011,1,Hawaii,Nutrition,Agriculture and Farming,School/After School,Agribusiness,LEG,017AGF
2011,1,New York,Obesity,Portion Size,School/After School,New York Health Kids Act,LEG,038POS
2011,1,Texas,Obesity,Appropriations,School/After School,School Food Information,LEG,002APP
2003,1,North Dakota,Obesity,Health Insurance Coverage,Work Place,Employer-Based Wellness Program,LEG,028HIC
2011,1,Massachusetts,Nutrition,Nutrition Standards,School/After School,Nutrition Standards for Competitive Foods and Beverages<br>,REG,010NUS
2009,1,Oklahoma,Physical Activity,Task Forces/Councils,School/After School,Schools,LEG,047TFC
2011,1,Texas,Obesity,Menu Labeling,Community,Rowlett Downtown Management District Creation,LEG,032MNL
2011,1,Washington,Physical Activity,Pedestrians/Walking,School/After School,Certain Public Facilities and Impact Fees,LEG,052PED
2009,1,Massachusetts,Nutrition,Medical Care,School/After School,Transportation System Modernization,LEG,026MEC
2009,1,Louisiana,Obesity,Appropriations,Community,Healthy Food Retail,LEG,002APP
2012,1,Illinois,Physical Activity,Built Environment and Street-Scale Design,School/After School,Resolution to designate Septembr 2012 as Childhood Obesity Awareness Month,LEG,049BED
2007,1,North Carolina,Nutrition,Trans Fats,School/After School,2007 Appropriation Act,LEG,050FAT
2011,1,Texas,Physical Activity,Physical Education Requirements,School/After School,Public and Higher Education Funding,LEG,036PER
2010,1,Rhode Island,Nutrition,Appropriations,Community,Taxation,LEG,002APP
2010,1,Oklahoma,Obesity,Appropriations,Restaurant/Retail,Healthy Communities,LEG,002APP
2010,1,Connecticut,Obesity,Appropriations,School/After School,Education Reform,LEG,002APP
2011,1,North Carolina,Obesity,Initiatives and Programs,School/After School,Childhood Obesity Legislative Task Force,LEG,053INP
2010,1,Hawaii,Nutrition,Fruits and Vegetables,School/After School,Farm to School Models,LEG,025FAV
2009,1,Iowa,Nutrition,Nutrition Standards,Community,Assisted Living Programs,REG,010NUS
2009,1,Mississippi,Nutrition,Appropriations,Community,Outdoor Advertising,LEG,002APP
2011,1,Florida,Nutrition,Medical Care,Community,Growth Management,LEG,026MEC
2009,1,Missouri,Obesity,Appropriations,Community,Meals on Wheels,LEG,002APP
2009,1,Massachusetts,Obesity,Appropriations,Community,Chapter 40b Response to Cities and Towns,LEG,002APP
2010,1,Massachusetts,Physical Activity,School Siting,School/After School,School Nutrition,LEG,042SIT
2014,3,District of Columbia,Nutrition,Nutrition Standards,Early Care and Education,Workplace Wellness Act and Healthy Tots Act of 2014,LEG,010NUS
2009,1,Missouri,Nutrition,Agriculture and Farming,Community,Department of Conservation,LEG,017AGF
2011,1,Georgia,Nutrition,Access to Healthy Foods,Restaurant/Retail,Farm to School Programs,LEG,001AHF
2007,1,North Carolina,Nutrition,School Nutrition,School/After School,2007 Appropriation Act,LEG,043SNU
2009,1,Hawaii,Nutrition,Medical Care,Community,State Budget,LEG,026MEC
2011,1,Hawaii,Nutrition,Medical Care,Community,Bicycles on Sidewalks,LEG,026MEC
2013,1,Rhode Island,Obesity,Health Insurance Coverage,Medical and/or Hospital,Rite Care Program,REG,028HIC
2010,1,New York,Nutrition,Farm Direct Foods,Community,Commissioner of Economic Development,LEG,015FDF
2009,1,Illinois,Obesity,Appropriations,Community,Fiscal Year 2010 Budget,LEG,002APP
2011,1,North Dakota,Nutrition,Sodium,Community,Sodium Intake Study,LEG,045SOD
2011,1,Texas,Obesity,Disparities/Equity,School/After School,Public School Health and Fitness Program Recognition,LEG,013DEQ
2009,1,Texas,Nutrition,Appropriations,Restaurant/Retail,Foods Containing Trans Fat,LEG,002APP
2010,1,Hawaii,Nutrition,Food Policy Councils,Community,Government,LEG,022FPC
2003,1,Maine,Obesity,Sugar Sweetened Beverages,School/After School,An Act to Study Obesity and Methods to Reduce the Cost of Health Care and Increase the Public Health<br>,LEG,046SSB
2012,1,Illinois,Nutrition,Breastfeeding,Community,Act Concerning Public Health<br>,LEG,007BFD
2009,1,Indiana,Obesity,Task Forces/Councils,Community,Need to End Childhood Obesity,LEG,047TFC
2011,1,Florida,Obesity,Health Insurance Coverage,Work Place,State Employees Health Insurance Benefits,LEG,028HIC
2009,1,Pennsylvania,Physical Activity,Built Environment and Street-Scale Design,Community,Renaissance City Initiative,LEG,049BED
2010,1,Hawaii,Obesity,Body Mass Index (BMI),Community,Street Repair,LEG,006BMI
2011,1,Maryland,Nutrition,Farm Direct Foods,Community,Raw Agricultural Products Sales,LEG,015FDF
2010,1,Michigan,Nutrition,Medical Care,Community,Complete Streets Policy,LEG,026MEC
2011,1,Florida,Obesity,Appropriations,School/After School,Physical Education Instruction in Public Schools,LEG,002APP
2001,1,Connecticut,Nutrition,Fruits and Vegetables,Community,Landowner Immunity,LEG,025FAV
2011,1,Arkansas,Nutrition,Agriculture and Farming,Community,Correction Department Capital Improvement Funds,LEG,017AGF
2009,1,New Jersey,Obesity,Appropriations,Community,Motorists Operating Requirement,LEG,002APP
2009,1,Hawaii,Nutrition,Appropriations,Community,General Excise Tax and Food,LEG,002APP
2009,1,New York,Obesity,Task Forces/Councils,Community,Office Of Nutrition And Fitness,LEG,047TFC
2009,1,Pennsylvania,Nutrition,Agriculture and Farming,Community,Appropriations Budget,LEG,017AGF
2012,1,Idaho,Obesity,Initiatives and Programs,Medical and/or Hospital,Medicaid Basic Plan Benefits<br>,REG,053INP
2010,1,Wisconsin,Nutrition,Media Campaigns,School/After School,Locally Grown Food in School Meals,LEG,031MDC
2003,1,North Carolina,Nutrition,Appropriations,School/After School,2004 Appropriations Act,LEG,002APP
2009,1,Connecticut,Obesity,Menu Labeling,Community,Economic Development,LEG,032MNL
2012,1,Hawaii,Nutrition,Farm Direct Foods,Community,An Act Relating to Agriculture,LEG,015FDF
2011,1,Massachusetts,Nutrition,Appropriations,Community,Cranberry Nutrient Management Study Commission,LEG,002APP
2011,1,District of Columbia,Obesity,Appropriations,School/After School,Delivery Order Approval,LEG,002APP
2007,1,Louisiana,Nutrition,Food Assistance Programs,Community,An Act Making Appropriations   <br>,LEG,003FAP
2009,1,New York,Obesity,Food Restrictions,School/After School,Healthy Schools Act,LEG,020FOR
2011,1,California,Obesity,Appropriations,Community,State Capitol Sustainability Task Force,LEG,002APP
2009,1,Rhode Island,Physical Activity,Built Environment and Street-Scale Design,Community,Motor Vehicles and Bicycles,LEG,049BED
2007,1,Wisconsin,Obesity,Health Insurance Coverage,Community,Assembly Concurrent Resolution  <br>,LEG,028HIC
2011,1,Rhode Island,Physical Activity,Incentives,Community,Health and Safety,LEG,029INC
2009,1,Illinois,Nutrition,Agriculture and Farming,Medical and/or Hospital,Local Food and Farms and Jobs Act,LEG,017AGF
2012,1,California,Physical Activity,Bicycling,Community,"Committee on Budget, Health <br>",LEG,005BIK
2010,1,New Jersey,Physical Activity,Pedestrians/Walking,Community,Transit Villages Act,LEG,052PED
2009,1,New Hampshire,Nutrition,Farmers Markets,Community,Farmers Markets and Farm Stands,LEG,016FAM
2011,1,New Jersey,Nutrition,Farm Direct Foods,Community,Sale and Lease of Unneeded Public Property,LEG,015FDF
2003,1,Georgia,Physical Activity,Bicycling,Community,Bicycle Lanes Throughout State,LEG,005BIK
2011,1,Texas,Obesity,Liability and Indemnity,Restaurant/Retail,Programs to Improve Health of Public School Students,LEG,030LAI
2011,1,California,Obesity,Disparities/Equity,School/After School,Budget Act of 2011,LEG,013DEQ
2014,1,New York,Nutrition,Healthier Food Retail and Food Deserts,Community,FRESH Communities Act,LEG,021HFR
2005,1,Texas,Physical Activity,"Parks, Recreation and Trails",Community,Bicycle Tourism Trails,LEG,034PRT
2005,1,California,Nutrition,School Nutrition,School/After School,California Fresh Start Fresh Start Pilot Program,LEG,043SNU
2009,1,Washington,Physical Activity,Public Safety,Community,Economic Stimulus,LEG,039SAF
2010,1,Connecticut,Nutrition,Fruits and Vegetables,Community,"Farms, Food and Jobs",LEG,025FAV
2011,1,Iowa,Nutrition,Farm Direct Foods,Community,Production Processing,LEG,015FDF
2009,1,New Jersey,Nutrition,School Nutrition,Community,Council on Affordable Housing,REG,043SNU
2010,1,Virginia,Nutrition,Agriculture and Farming,Community,State Grown Food Products,LEG,017AGF
2009,1,Illinois,Obesity,Incentives,Work Place,Wellness Rewards,LEG,029INC
2008,1,Connecticut,Nutrition,Agriculture and Farming,Community,Revisions of Agriculture Statutes,LEG,017AGF
2010,1,Maryland,Obesity,Appropriations,School/After School,Public School Transportation,LEG,002APP
2010,1,Florida,Obesity,Appropriations,School/After School,School Food Service Programs,LEG,002APP
2009,1,Massachusetts,Nutrition,Farm Direct Foods,Restaurant/Retail,Electronic Benefit Transfer Farmers Market Project,LEG,015FDF
2011,1,California,Physical Activity,School Siting,School/After School,Community Development: Promise Neighborhoods Initiative,LEG,042SIT
2012,1,North Carolina,Nutrition,Task Forces/Councils,Community,An Act to Extend the Sunset Date<br>,LEG,047TFC
2009,1,Tennessee,Obesity,Appropriations,Community,Transportation Department of Tennessee,LEG,002APP
2011,1,South Carolina,Nutrition,Fruits and Vegetables,School/After School,School Sold Snacks,LEG,025FAV
2007,1,Arkansas,Nutrition,Correctional Facilities Farms Programs,Community,An Act to Make an Appropriation <br>,LEG,018CFP
2014,3,Massachusetts,Physical Activity,Appropriations,Community,Appropriations for Nutritional Assistance Programs,LEG,002APP
2010,1,Rhode Island,Physical Activity,Pedestrians/Walking,Community,Towns & Cities,LEG,052PED
2009,1,Pennsylvania,Obesity,Appropriations,School/After School,Public School Code of 1949,LEG,002APP
2010,1,Florida,Nutrition,Farmers Markets,Community,Department of Agriculture and Consumer Services,LEG,016FAM
2010,1,Minnesota,Physical Activity,Physical Education Requirements,School/After School,Education,LEG,036PER
2007,1,California,Nutrition,Appropriations,Community,Healthy Food Purchase Pilot Program,LEG,002APP
2011,1,New Mexico,Obesity,Food Restrictions,Community,Agriculture and Farmers Markets,LEG,020FOR
2010,1,Washington,Physical Activity,Built Environment and Street-Scale Design,School/After School,Enforcement of Crosswalk Violations,LEG,049BED
2010,1,Ohio,Obesity,Appropriations,Community,Capitol Gains Tax and Real Estate,LEG,002APP
2003,1,Massachusetts,Physical Activity,Pedestrians/Walking,Community,Pedestrian Crosswalks,LEG,052PED
2011,1,Tennessee,Physical Activity,Safe Routes to Schools,School/After School,Department of Transportation,LEG,041SRS
2011,1,California,Nutrition,Nutrition Standards,School/After School,Budget Act of 2011,LEG,010NUS
2009,1,Mississippi,Obesity,Health Insurance Coverage,Medical and/or Hospital,Health Insurance Policies,LEG,028HIC
2005,1,Arkansas,Nutrition,School Nutrition,School/After School,School Lunch Program Menus,LEG,043SNU
2010,1,Hawaii,Obesity,Menu Labeling,Community,Workforce Housing,LEG,032MNL
2011,1,New Jersey,Obesity,Appropriations,School/After School,Corporate Tax Credit,LEG,002APP
2010,1,West Virginia,Nutrition,Farm Direct Foods,Restaurant/Retail,Tax Credits for the Sale of Locally Grown Produce,LEG,015FDF
2011,1,Hawaii,Physical Activity,Pedestrians/Walking,School/After School,Capital Improvement Projects for the Benefit of the Fir,LEG,052PED
2010,1,California,Obesity,Liability and Indemnity,Community,Taxation: Sweetened Beverage Tax: Childrens Health Fund,LEG,030LAI
2011,1,Missouri,Nutrition,Food Policy Councils,Restaurant/Retail,Farm to Table Advisory Board,LEG,022FPC
2008,1,New Jersey,Obesity,Body Mass Index (BMI),Community,New Jersey Economic Stimulus Act,LEG,006BMI
2011,1,Oregon,Obesity,Food Restrictions,Restaurant/Retail,Uses on Lands Zoned for Exclusive Farm Use,LEG,020FOR
2011,1,Rhode Island,Nutrition,Appropriations,Community,Ocean Special Area Management Plan,REG,002APP
2011,1,Vermont,Nutrition,School Nutrition,School/After School,Agriculture Economic Development,LEG,043SNU
2013,1,Oklahoma,Nutrition,Incentives,Community,An Act Relating to Sales Tax,LEG,029INC
2011,1,New Jersey,Nutrition,Agriculture and Farming,Community,Sale and Lease of Unneeded Public Property,LEG,017AGF
2010,1,Ohio,Physical Activity,Safe Routes to Schools,School/After School,School Transportation Safety,LEG,041SRS
2009,1,Iowa,Nutrition,Farm Direct Foods,Community,Local Food and Farm Task Force,LEG,015FDF
2009,1,District of Columbia,Nutrition,Healthier Food Retail and Food Deserts,Community,Neighborhood Supermarket Tax Relief,LEG,021HFR
2011,1,Delaware,Nutrition,School Nutrition,Community,Grants In Aid,LEG,043SNU
2011,1,New York,Physical Activity,Initiatives and Programs,Community,Establishing a Community Garden Task Force<br>,LEG,053INP
2011,1,Texas,Obesity,Body Mass Index (BMI),Community,Specific Management District Creation and Tax,LEG,006BMI
2009,1,Michigan,Nutrition,Medical Care,Community,Bicycle Safety,LEG,026MEC
2011,1,Nebraska,Obesity,Appropriations,School/After School,Children's Health Advisory Committee,LEG,002APP
2011,1,Maine,Physical Activity,Public Transportation,Community,Future Bond Program,REG,040TRS
2011,1,Michigan,Nutrition,Liability and Indemnity,Community,Agriculture Industry,LEG,030LAI
