Year,Quarter,LocationDesc,HealthTopic,PolicyTopic,Setting,Title,PolicyTypeID,PolicyTopicID
2009,1,New York,Nutrition,Medical Care,Community,Smart Growth,LEG,026MEC
2016,2,Connecticut,Nutrition,Nutrition Standards,Community,An act concerning Connecticut's Farm to School program,LEG,010NUS
2011,1,Montana,Nutrition,Incentives,Restaurant/Retail,Soft Drink Excise Tax,LEG,029INC
2011,1,Mississippi,Nutrition,Incentives,Community,Healthcare Coordinating Council,LEG,029INC
2009,1,North Carolina,Nutrition,Liability and Indemnity,Community,Active Living Plan Grants,LEG,030LAI
2015,1,Washington,Nutrition,Farm Direct Foods,Community,Promoting In-state food production,LEG,015FDF
2010,1,New York,Nutrition,School Nutrition,School/After School,Healthy Schools Act,LEG,043SNU
2009,1,Pennsylvania,Nutrition,Sodium,School/After School,Education Code,LEG,045SOD
2010,1,Michigan,Nutrition,Medical Care,Community,Department of Transportation,LEG,026MEC
2012,1,Hawaii,Nutrition,Initiatives and Programs,Community,An Act Relating to Agriculture<br>,LEG,053INP
2011,1,Minnesota,Physical Activity,Bicycling,Community,Capital Investment,LEG,005BIK
2010,1,Maryland,Physical Activity,Pedestrians/Walking,Community,Blue Ribbon Commission on Transportation Funding,LEG,052PED
2009,1,Tennessee,Physical Activity,Bicycling,Community,Traffic Safety,LEG,005BIK
2013,1,Wisconsin,Obesity,Body Mass Index (BMI),Work Place,An Act Relating to an Income and Franchise Tax Credit for Workplace Wellness Programs,LEG,006BMI
2010,1,Hawaii,Nutrition,Agriculture and Farming,Restaurant/Retail,Schools,LEG,017AGF
2011,1,Mississippi,Nutrition,Food Assistance Programs,Medical and/or Hospital,Medicaid,LEG,003FAP
2011,1,Minnesota,Nutrition,Agriculture and Farming,Restaurant/Retail,Capital Investment,LEG,017AGF
2010,1,Florida,Physical Activity,Safe Routes to Schools,Community,School Speed Zones,LEG,041SRS
2009,1,Hawaii,Physical Activity,Public Transportation,Community,Affordable Housing,LEG,040TRS
2011,1,Arkansas,Nutrition,Access to Healthy Foods,Community,Municipal Regulation of Farmers Markets,LEG,001AHF
2007,1,New Mexico,Physical Activity,Initiatives and Programs,Community,An Act Making Appropriations <br>,LEG,053INP
2010,1,Texas,Nutrition,Farm Direct Foods,Early Care and Education,Nutrition And Food Service,REG,015FDF
2011,1,Arkansas,Nutrition,Liability and Indemnity,Community,Economic Development Commission,LEG,030LAI
2011,1,Mississippi,Obesity,Body Mass Index (BMI),Community,Medicaid,LEG,006BMI
2003,1,Illinois,Nutrition,Food Assistance Programs,Community,Nutrition Outreach and Public Education Act,LEG,003FAP
2010,1,New York,Obesity,Food Restrictions,Community,New York State Council on Food Policy,LEG,020FOR
2015,1,Massachusetts,Obesity,Body Mass Index (BMI),Community,An Act to Reduce Childhood Obesity,LEG,006BMI
2010,1,New York,Nutrition,Farm Direct Foods,School/After School,Selling of Food with Artificial Trans Fat,LEG,015FDF
2011,1,Oklahoma,Obesity,Health Insurance Coverage,Community,Healthier Neighborhood Living Task Force,LEG,028HIC
2011,1,Tennessee,Nutrition,Medical Care,School/After School,Traffic Safety,LEG,026MEC
2010,1,Virginia,Obesity,Appropriations,Community,Community Development Authorities,LEG,002APP
2010,1,Arizona,Obesity,Incentives,Restaurant/Retail,Sales Tax for Candy and Soft Drinks,LEG,029INC
2011,1,Florida,Nutrition,Medical Care,Restaurant/Retail,Enterprise Zone Act,LEG,026MEC
2010,1,Colorado,Nutrition,Access to Healthy Foods,Community,Food Systems Advisory Council,LEG,001AHF
2002,1,Florida,Physical Activity,School Siting,Community,An Act Relating to Growth Management<br>,LEG,042SIT
2011,1,New York,Nutrition,Food Policy Councils,Community,Council on Food Policy,LEG,022FPC
2011,1,Arkansas,Nutrition,Disparities/Equity,Early Care and Education,Appropriation to the Department of Human Services,LEG,013DEQ
2011,1,Rhode Island,Physical Activity,Pedestrians/Walking,Community,Highways,LEG,052PED
2009,1,Minnesota,Nutrition,Food Assistance Programs,Community,WIC Coupons and Organic Food,LEG,003FAP
2009,1,New York,Nutrition,Vending,School/After School,Foods and Beverages on School Property,LEG,051VEN
2011,1,Tennessee,Nutrition,Media Campaigns,Community,Tort Liability and Reform,LEG,031MDC
2011,1,Georgia,Nutrition,Appropriations,School/After School,Georgia Grown Farm Products,LEG,002APP
2010,1,Georgia,Nutrition,Medical Care,Community,Driving on the Right Side of the Roadway,LEG,026MEC
2012,1,Michigan,Physical Activity,Access to Recreational Opportunities,Community,An Act Making Appropriations,LEG,004ARO
2010,1,Massachusetts,Obesity,Food Restrictions,School/After School,School Nutrition,LEG,020FOR
2011,1,Oregon,Physical Activity,Physical Education Requirements,School/After School,Healthy Lifestyles for Children,LEG,036PER
2010,1,Massachusetts,Nutrition,Vending,School/After School,School Nutrition,LEG,051VEN
2009,1,Maine,Nutrition,Farm Direct Foods,Community,Poultry Regulation,LEG,015FDF
2009,1,Hawaii,Obesity,Appropriations,Community,Loan Guaranty Program For Transit Oriented Develop,LEG,002APP
2012,1,Iowa,Physical Activity,Bicycling,Community,An Act Making Appropriations<br>,LEG,005BIK
2009,1,Washington,Physical Activity,School Siting,School/After School,Community And Surplus Schools,LEG,042SIT
2009,1,Minnesota,Physical Activity,Bicycling,School/After School,Capital Improvements,LEG,005BIK
2007,1,Washington,Obesity,Food Restrictions,Community,Procedural Criteria for Adopting Comprehensive Plans,REG,020FOR
2003,1,Pennsylvania,Nutrition,Liability and Indemnity,Community,Capital Budget Appropriation,LEG,030LAI
2002,1,Virginia,Nutrition,Incentives,Community,Relating to the Soft Drink Excise Tax,LEG,029INC
2010,1,Colorado,Nutrition,Farm Direct Foods,Community,Food Systems Advisory Council,LEG,015FDF
2009,1,Vermont,Nutrition,Appropriations,Community,Soft Drinks Sales Tax,LEG,002APP
2011,1,Vermont,Obesity,Appropriations,Community,Government Product Purchases,LEG,002APP
2013,1,New York,Physical Activity,Physical Activity Requirements,School/After School,An Act to Amend the Education Law (Senate),LEG,035PAR
2011,1,New Jersey,Nutrition,Farm Direct Foods,Community,Mobil Fresh Produce Markets,LEG,015FDF
2011,1,New York,Nutrition,Appropriations,Restaurant/Retail,Exemption from Tolls for Farmers,LEG,002APP
2010,1,Florida,Nutrition,Farm Direct Foods,Community,Department of Agriculture and Consumer Services,LEG,015FDF
2010,1,Massachusetts,Nutrition,Farmers Markets,Medical and/or Hospital,Fiscal Year 2011 Budget,LEG,016FAM
2004,1,Illinois,Nutrition,Media Campaigns,Community,Nutrition Outreach and Public Education Act,LEG,031MDC
2011,1,Iowa,Physical Activity,"Parks, Recreation and Trails",Community,Agriculture and Natural Resources,LEG,034PRT
2011,1,Connecticut,Nutrition,Access to Healthy Foods,Community,Community Investment Account,LEG,001AHF
2005,1,New York,Nutrition,Food Security,Community,An Act to Amend the Social Service Law and the Public Health Law<br>,LEG,023FOS
2013,1,Minnesota,Physical Activity,Pedestrians/Walking,School/After School,Appropriating Monies for Transportation,LEG,052PED
2011,1,Montana,Obesity,Appropriations,Community,Regulation of Retail Food Establishment Exemptions,LEG,002APP
2009,1,New York,Nutrition,Agriculture and Farming,School/After School,Health and Mental Hygiene Budget,LEG,017AGF
2011,1,Maryland,Nutrition,Farm Direct Foods,Restaurant/Retail,Maryland Livestock and Poultry Care Advisory Board,LEG,015FDF
2011,1,Hawaii,Physical Activity,Built Environment and Street-Scale Design,School/After School,Capital Improvement Projects for the Benefit of the Fir,LEG,049BED
2009,1,Florida,Physical Activity,Public Transportation,Community,Transportation and Environmental Conditions,LEG,040TRS
2011,1,Massachusetts,Nutrition,Appropriations,Restaurant/Retail,Distribution of Raw Milk,LEG,002APP
2011,1,Hawaii,Obesity,Marketing Restrictions,Community,Transit Oriented Development,LEG,019MAR
2012,4,New Jersey,Obesity,Food Restrictions,School/After School,"""An act concerning beverages sold, served, or given away at school and amending P.L. 2007, c.45""",LEG,020FOR
2009,1,Washington,Physical Activity,School Siting,School/After School,Student Transportation Funding,LEG,042SIT
2010,1,New York,Nutrition,Access to Healthy Foods,School/After School,Healthy Schools Act,LEG,001AHF
2011,1,Mississippi,Nutrition,Appropriations,Community,Health Foods,LEG,002APP
2010,1,Florida,Nutrition,Farmers Markets,Restaurant/Retail,Prevention of Obesity,LEG,016FAM
2009,1,Hawaii,Nutrition,Agriculture and Farming,Restaurant/Retail,Procurement Code,LEG,017AGF
2011,1,Oregon,Nutrition,Access to Healthy Foods,Restaurant/Retail,Nutrition,LEG,001AHF
2009,1,Michigan,Nutrition,Appropriations,Community,Community Health,LEG,002APP
2010,1,Washington,Obesity,Incentives,Restaurant/Retail,Taxation,LEG,029INC
2010,1,West Virginia,Physical Activity,Bicycling,Community,State Trail Authority,LEG,005BIK
2011,1,New Hampshire,Obesity,Appropriations,School/After School,Public School Pupils,LEG,002APP
2007,1,Colorado,Nutrition,Disparities/Equity,School/After School,Start Smart Nutrition Program,LEG,013DEQ
2009,1,Massachusetts,Obesity,Disparities/Equity,School/After School,Physical Activity in Schools,LEG,013DEQ
2011,1,New York,Nutrition,Access to Healthy Foods,School/After School,School Districts Purchase of Food Products,LEG,001AHF
2011,1,Mississippi,Physical Activity,Physical Activity Requirements,School/After School,Sweetened Beverages and Syrups Tax,LEG,035PAR
2011,1,Iowa,Physical Activity,Physical Education Requirements,School/After School,Healthy Kids Act,LEG,036PER
2010,1,California,Nutrition,Disparities/Equity,Community,Public Health: Food Access,LEG,013DEQ
2010,1,Hawaii,Nutrition,Agriculture and Farming,Restaurant/Retail,Women and Infant Children,LEG,017AGF
2011,1,Virginia,Obesity,Appropriations,Community,Uniform Statewide Building Code,LEG,002APP
2011,1,West Virginia,Obesity,Disparities/Equity,Community,Charitable Organizations and Property Taxation,LEG,013DEQ
2009,1,Maryland,Physical Activity,Incentives,Community,Health Insurance,LEG,029INC
2011,1,Illinois,Obesity,Appropriations,Community,Legislative Resolution,LEG,002APP
2010,1,Michigan,Nutrition,Farm Direct Foods,Community,Local Farmers,LEG,015FDF
2011,1,Michigan,Obesity,Food Restrictions,Community,Omnibus Budget,LEG,020FOR
2011,1,California,Nutrition,Agriculture and Farming,School/After School,An Act Related to Pupil Nutrition<br>,LEG,017AGF
2011,1,Maryland,Nutrition,School Nutrition,School/After School,Public School,LEG,043SNU
2011,1,Pennsylvania,Nutrition,Farm Direct Foods,Community,Payment of Bills From the General Fund,LEG,015FDF
2013,1,Texas,Nutrition,Healthier Food Retail and Food Deserts,Community,An Act Relating to the Establishment of a Community Development Grocery Store Revolving Loan Fund Program,LEG,021HFR
2011,1,District of Columbia,Obesity,Appropriations,Community,Randall School Disposition,LEG,002APP
2011,1,New York,Nutrition,Agriculture and Farming,Community,Commissioner of Economic Development,LEG,017AGF
2010,1,Illinois,Physical Activity,Bicycling,Community,Transportation Policy Committee,LEG,005BIK
2010,1,North Carolina,Obesity,TV/Screen Viewing,Community,Video Gaming and Profit Sharing,LEG,048TVS
2012,1,Mississippi,Obesity,Disparities/Equity,Community,Requirements for Medicare Beneficiaries<br>,LEG,013DEQ
2011,1,Hawaii,Nutrition,Farm Direct Foods,Community,Concession Contracts,LEG,015FDF
2009,1,New Mexico,Physical Activity,Appropriations,Community,Las Vegas Special Olympics Funding,LEG,002APP
2011,1,Hawaii,Nutrition,Task Forces/Councils,School/After School,School Garden Expansion,LEG,047TFC
2011,1,California,Obesity,Appropriations,Community,Housing and Emergency Shelter Trust Fund Acts,LEG,002APP
2005,1,California,Physical Activity,Initiatives and Programs,Work Place,Senate Concurrent resolution                 <br>,LEG,053INP
2009,1,Iowa,Physical Activity,Physical Education Requirements,School/After School,General Accreditation Standards,REG,036PER
2011,1,Hawaii,Nutrition,Task Forces/Councils,Restaurant/Retail,Aspartame,LEG,047TFC
2010,1,Illinois,Obesity,Appropriations,Community,River Edge Redevelopment Zone Act,LEG,002APP
2006,1,Colorado,Nutrition,School Nutrition,School/After School,Fruits And Vegetables In Schools,LEG,043SNU
2009,1,Florida,Nutrition,Media Campaigns,Work Place,Healthy and Fit Florida Act,LEG,031MDC
2009,1,New York,Nutrition,Agriculture and Farming,Restaurant/Retail,Bulk Milk Haulers,LEG,017AGF
2011,1,Washington,Physical Activity,Incentives,Community,"Requires providing for the needs of public transportation, bicyclists, and pedestrians in all city planning, Allows any city or town to use funds available for bicycle paths and pedestrian walkways.<br>",LEG,029INC
2011,1,New York,Obesity,Food Restrictions,Restaurant/Retail,State Fiscal Year 2011-2012 Funding,LEG,020FOR
2010,1,Ohio,Obesity,Sugar Sweetened Beverages,School/After School,School Nutrition and Health,LEG,046SSB
2011,1,Minnesota,Obesity,Body Mass Index (BMI),School/After School,Capital Investment,LEG,006BMI
2005,1,New York,Nutrition,Farm Direct Foods,Community,An Act  Making Appropriations,LEG,015FDF
2003,1,New York,Nutrition,Agriculture and Farming,Community,An Act Making Appropriations,LEG,017AGF
2010,1,Oklahoma,Nutrition,Food Assistance Programs,Community,The Department Of Human Services,LEG,003FAP
2010,1,District of Columbia,Nutrition,Liability and Indemnity,Community,Community Schools Incentive,LEG,030LAI
2009,1,Hawaii,Obesity,Body Mass Index (BMI),Community,Loan Guaranty Program,LEG,006BMI
2011,1,Hawaii,Nutrition,School Nutrition,School/After School,Aspartame,LEG,043SNU
2011,1,California,Nutrition,Appropriations,Community,Budget Act of 2011,LEG,002APP
2011,1,Hawaii,Physical Activity,Disparities/Equity,Community,State and Counties to Allow Properties Structures and B,LEG,013DEQ
2010,1,New Jersey,Nutrition,Appropriations,School/After School,Student Nutrition,LEG,002APP
2010,1,California,Obesity,Appropriations,Community,Transportation,LEG,002APP
2010,1,New Hampshire,Nutrition,Task Forces/Councils,Work Place,HealthFirst,LEG,047TFC
2006,1,Kentucky,Physical Activity,Task Forces/Councils,Community,An Act Relating to Appropriations and Revenue Measures <br>,LEG,047TFC
2010,1,Maryland,Obesity,Disparities/Equity,School/After School,Public Schools,LEG,013DEQ
2011,1,Minnesota,Obesity,Incentives,Community,Government,LEG,029INC
2009,1,Massachusetts,Nutrition,Task Forces/Councils,Medical and/or Hospital,Health of Group Insurance Commission Population,LEG,047TFC
2011,1,Missouri,Nutrition,Disparities/Equity,Community,"Expenses, Grants, Refunds, and Distributions",LEG,013DEQ
2003,1,Maine,Physical Activity,Physical Education Requirements,Community,An Act to Study Obesity and Methods to Reduce the Cost of Health Care and Increase the Public Health<br>,LEG,036PER
2010,1,Virginia,Obesity,Body Mass Index (BMI),Community,Revenues of the Commonwealth,LEG,006BMI
2012,1,New York,Physical Activity,Initiatives and Programs,Community,An Act to Amend the Public Health Law <br>,LEG,053INP
2009,1,Colorado,Obesity,Appropriations,Community,Facility Guidelines,REG,002APP
2011,1,Arkansas,Obesity,Disparities/Equity,School/After School,Health and Safety of Students in Public School,LEG,013DEQ
2003,1,South Carolina,Physical Activity,Bicycling,School/After School,Municipal and County Governing Bodies,LEG,005BIK
2010,1,California,Nutrition,Medical Care,Community,Traffic Offenses: Punishment,LEG,026MEC
2010,1,Maryland,Nutrition,Disparities/Equity,Restaurant/Retail,Health Disparities,LEG,013DEQ
2010,1,Utah,Obesity,Appropriations,Community,Public School Funding,LEG,002APP
2011,1,California,Physical Activity,Pedestrians/Walking,Community,State Planning,LEG,052PED
2010,1,Indiana,Obesity,Appropriations,Community,Bicycles and Traffic Safety,LEG,002APP
2009,1,Missouri,Physical Activity,Incentives,Early Care and Education,Workplace Recognition Program,LEG,029INC
2010,1,New Mexico,Nutrition,Food Assistance Programs,Community,Taxation and Food Purchases,LEG,003FAP
2009,1,Washington,Obesity,Food Restrictions,Community,Appropriations,LEG,020FOR
2001,1,California,Nutrition,Appropriations,School/After School,Nutrition Education,LEG,002APP
2010,1,Oklahoma,Physical Activity,Task Forces/Councils,Restaurant/Retail,Public Health And Safety,LEG,047TFC
2011,1,Minnesota,Nutrition,Access to Healthy Foods,Medical and/or Hospital,Agriculture,LEG,001AHF
2011,1,Minnesota,Nutrition,Access to Healthy Foods,Community,Agriculture,LEG,001AHF
2011,1,Maryland,Nutrition,Healthier Food Retail and Food Deserts,Restaurant/Retail,Maryland Food and Nutrition Policy Council,LEG,021HFR
2005,1,Washington,Nutrition,Appropriations,Community,Interagency Council on Health Disparities,LEG,002APP
2011,1,Missouri,Physical Activity,Public Safety,Community,Property Tax Relief,LEG,039SAF
2010,1,Wisconsin,Obesity,Food Restrictions,Community,Locally Grown Food in School Meals,LEG,020FOR
2009,1,California,Nutrition,Farm Direct Foods,Community,Agriculture: Victory Garden Growers,LEG,015FDF
2005,1,Washington,Obesity,Appropriations,Work Place,Commute Trip Reduction Tax Credit,LEG,002APP
2009,1,Minnesota,Nutrition,Medical Care,Community,Environment,LEG,026MEC
2009,1,Tennessee,Nutrition,Agriculture and Farming,School/After School,Appropriations,LEG,017AGF
2010,1,New Jersey,Physical Activity,Disabilities,Community,Playground Equipment Disabled Person Accessibility,LEG,011DIS
2010,1,Mississippi,Nutrition,Food Assistance Programs,Medical and/or Hospital,SPA 2010-004,REG,003FAP
2010,1,Oklahoma,Physical Activity,Built Environment and Street-Scale Design,Medical and/or Hospital,Zoning for Capitol-Medical Center Improvement,REG,049BED
2002,1,Massachusetts,Nutrition,Appropriations,Community,An Act Making Appropriations,LEG,002APP
2011,1,Utah,Nutrition,Appropriations,Community,Short Title - State Food Stamps Program,LEG,002APP
2009,1,New York,Nutrition,Sodium,Community,Food Commodity in Package Forms,LEG,045SOD
2009,1,New York,Nutrition,Farm Direct Foods,Community,Grants For Greenmarkets As Farmers Market,LEG,015FDF
2010,1,District of Columbia,Obesity,Menu Labeling,Community,YMCA Project Tax Abatement Implementation,LEG,032MNL
2010,1,Kentucky,Nutrition,Farm Direct Foods,Community,Appropriations and Revenue,LEG,015FDF
2009,1,Iowa,Obesity,Appropriations,Community,Farmers' Market Programs,REG,002APP
2011,1,Rhode Island,Obesity,Sugar Sweetened Beverages,Restaurant/Retail,Taxation,LEG,046SSB
2011,1,Georgia,Physical Activity,Built Environment and Street-Scale Design,Community,Bicycles and Motor Vehicles,LEG,049BED
2011,1,Massachusetts,Obesity,Menu Labeling,Community,Real Property Disposition,LEG,032MNL
2011,1,Washington,Physical Activity,Physical Activity Requirements,Early Care and Education,Student Focused State Level Education Governance System,LEG,035PAR
2011,1,Vermont,Nutrition,Medical Care,Community,Transportation Policy,LEG,026MEC
2010,1,New Hampshire,Physical Activity,Appropriations,Community,HOME Rental Housing Production Program,REG,002APP
2009,1,Kentucky,Physical Activity,Task Forces/Councils,Community,Healthy Lifestyles,LEG,047TFC
2011,1,Minnesota,Nutrition,Farmers Markets,Restaurant/Retail,Agriculture,LEG,016FAM
2011,1,Hawaii,Nutrition,Appropriations,Work Place,Tax Credits,LEG,002APP
2011,1,Washington,Nutrition,Appropriations,Medical and/or Hospital,Designation of the Medicaid Single State Agency,LEG,002APP
2010,1,California,Obesity,Appropriations,Community,Local Government: Community Facilities Districts,LEG,002APP
2011,1,Alabama,Obesity,Front of Package Labeling,Community,Nutrition Labeling of Food,LEG,024FOP
2011,1,New York,Nutrition,Incentives,Restaurant/Retail,Tax Law,LEG,029INC
2013,1,Montana,Nutrition,Appropriations,Community,An Act Clarifying Funding Recipients of the Montana Food and Agricultural Development Program,LEG,002APP
2009,1,New Jersey,Obesity,Appropriations,Community,High Performance Green Building Project,LEG,002APP
2009,1,Arkansas,Nutrition,Appropriations,Community,Agriculture Department Appropriation,LEG,002APP
2011,1,Hawaii,Nutrition,Appropriations,Community,Cacao Industry,LEG,002APP
2009,1,Mississippi,Physical Activity,Pedestrians/Walking,Community,Permits for Construction/Maintenance of Driveways,REG,052PED
2011,1,Massachusetts,Nutrition,Task Forces/Councils,Work Place,Certified Group Purchasing Cooperatives,REG,047TFC
2001,1,Oklahoma,Nutrition,Correctional Facilities Farms Programs,School/After School,Children's Health,LEG,018CFP
2005,1,California,Obesity,Appropriations,School/After School,California Fresh Start Fresh Start Pilot Program,LEG,002APP
2011,1,Texas,Nutrition,Healthier Food Retail and Food Deserts,School/After School,Programs to Improve Health of Public School Students,LEG,021HFR
2009,1,Oregon,Nutrition,Access to Healthy Foods,Community,Agricultural Development Division,LEG,001AHF
2009,1,Missouri,Nutrition,School Nutrition,Work Place,Workplace Recognition Program,LEG,043SNU
2013,1,Hawaii,Nutrition,Incentives,Work Place,Relating to Voluntary Wellness Programs (Senate),LEG,029INC
2010,1,District of Columbia,Nutrition,Appropriations,School/After School,Community Schools Incentive,LEG,002APP
2011,1,Virginia,Nutrition,Appropriations,Community,Aquaculture Definition,LEG,002APP
2010,1,Massachusetts,Obesity,Menu Labeling,Community,Cultural and Creative Districts,LEG,032MNL
2009,1,Massachusetts,Physical Activity,Bicycling,Community,Slope Resources Areas,REG,005BIK
2010,1,Mississippi,Physical Activity,"Parks, Recreation and Trails",Restaurant/Retail,Town of Como,LEG,034PRT
2014,2,Louisiana,Physical Activity,Pedestrians/Walking,Community,Louisiana Complete Streets,LEG,052PED
2011,1,Michigan,Physical Activity,Physical Education Requirements,School/After School,Physical Education,LEG,036PER
2012,1,Arizona,Obesity,Menu Labeling,Restaurant/Retail,Chain Restaurant Nutritional Information<br>,LEG,032MNL
2011,1,Iowa,Physical Activity,Public Safety,Community,Abandoned Buildings Program,LEG,039SAF
2013,2,Nevada,Physical Activity,Incentives,Community,An Act Relating to Public Health,LEG,029INC
2010,1,Maryland,Obesity,Body Mass Index (BMI),Community,Consolidated Transportation Program,LEG,006BMI
2011,1,Maine,Nutrition,Appropriations,Community,Farm and Fish School Program,LEG,002APP
2010,1,Washington,Obesity,Body Mass Index (BMI),Community,Economic Crisis Revenue Bill,LEG,006BMI
2005,1,Massachusetts,Obesity,Front of Package Labeling,Community,Walpole Recreational Land,LEG,024FOP
2011,1,Rhode Island,Nutrition,Medical Care,Community,State Affairs and Government,LEG,026MEC
2011,1,Mississippi,Nutrition,Access to Healthy Foods,Restaurant/Retail,Sales Tax,LEG,001AHF
2011,1,New York,Obesity,Appropriations,Community,Blighted Properties,LEG,002APP
2011,1,Texas,Nutrition,Medical Care,Community,Regional Mobility Authorities,LEG,026MEC
2014,3,California,Physical Activity,Public Transportation,Community,Transit Village Plan,LEG,040TRS
2007,1,Washington,Nutrition,Appropriations,Community,Operating Appropriations,LEG,002APP
2010,1,District of Columbia,Nutrition,Access to Healthy Foods,Restaurant/Retail,Bellevue Small Area Action Plan,LEG,001AHF
2009,1,Minnesota,Physical Activity,Public Transportation,Community,Transportation Appropriations,LEG,040TRS
2009,1,North Dakota,Nutrition,Access to Healthy Foods,Community,Charitable Food Recovery,LEG,001AHF
2015,1,Hawaii,Physical Activity,Bicycling,Community,Surcharges for Public Projects,LEG,005BIK
2012,1,California,Nutrition,Access to Healthy Foods,School/After School,An Act to Make Appropriations<br>,LEG,001AHF
2009,1,Massachusetts,Nutrition,Appropriations,School/After School,Promote Healthy School Meals,LEG,002APP
2011,1,Tennessee,Physical Activity,Bicycling,Community,Recreational Areas,LEG,005BIK
2011,1,West Virginia,Obesity,Body Mass Index (BMI),Community,"Development of State Roads, Railways, and Waterways",LEG,006BMI
2011,1,West Virginia,Nutrition,Food Assistance Programs,Medical and/or Hospital,Health Insurance Providers and Wellness Programs,LEG,003FAP
2011,1,Oregon,Nutrition,Appropriations,Restaurant/Retail,State Finance,LEG,002APP
2011,1,New York,Nutrition,Incentives,Community,Shared Use Kitchen Facility Program,LEG,029INC
2009,1,New York,Obesity,Appropriations,Community,The Empire Revolving Bridge Loan Fund,LEG,002APP
2010,1,Alabama,Physical Activity,Bicycling,Community,Transportation Department,LEG,005BIK
2003,1,Massachusetts,Physical Activity,Bicycling,School/After School,Transportation Modernization,LEG,005BIK
2010,1,Mississippi,Physical Activity,"Parks, Recreation and Trails",Community,Capital Improvements Revolving Loan Program,REG,034PRT
2010,1,Virginia,Obesity,Food Restrictions,Community,Private Home Food Preparation,LEG,020FOR
2012,3,North Carolina,Nutrition,Nutrition Standards,Medical and/or Hospital,The Current Operations and Capital Improvements Appropriations Act of 2012,LEG,010NUS
2010,1,New Jersey,Obesity,Appropriations,Community,Local Redevelopment And Housing Law,LEG,002APP
2011,1,New York,Obesity,Food Restrictions,Restaurant/Retail,Sale Or Use of High Fructose Corn Syrup,LEG,020FOR
2011,1,Kentucky,Physical Activity,Incentives,Work Place,State Employee Health Insurance,LEG,029INC
2009,1,California,Obesity,Appropriations,School/After School,Budget Act of 2009,LEG,002APP
2014,1,South Carolina,Nutrition,Nutrition Standards,School/After School,Nutrition Standards in Schools,LEG,010NUS
2012,1,Mississippi,Nutrition,Nutrition Standards,Early Care and Education,Regulations Governing Licensure of Child Care Facilities<br>,REG,010NUS
2011,1,Rhode Island,Nutrition,Agriculture and Farming,School/After School,Sales and Use Taxes for Vending Machines,LEG,017AGF
2010,1,Mississippi,Nutrition,Food Assistance Programs,Medical and/or Hospital,Medicaid,LEG,003FAP
2010,1,Colorado,Nutrition,Trans Fats,School/After School,Approved Foods and Beverages,LEG,050FAT
2010,1,Illinois,Nutrition,Trans Fats,Work Place,Income Tax Act,LEG,050FAT
2010,1,Virginia,Obesity,Appropriations,Community,Land Use Permit Manual,REG,002APP
2003,1,North Carolina,Nutrition,Appropriations,School/After School,2004 Appropriations Act,LEG,002APP
2009,1,Iowa,Physical Activity,Pedestrians/Walking,Community,Iowa Jobs Program,REG,052PED
2011,1,Minnesota,Nutrition,Incentives,Restaurant/Retail,Stadiums,LEG,029INC
2010,1,Louisiana,Nutrition,Food Policy Councils,Restaurant/Retail,Rural Development,LEG,022FPC
2011,1,California,Obesity,Appropriations,Community,Vehicles: Speeding: School Zones: Penalties,LEG,002APP
2009,1,Tennessee,Physical Activity,Task Forces/Councils,Community,Transportation Department of Tennessee,LEG,047TFC
2011,1,Mississippi,Nutrition,Disparities/Equity,Community,Healthy Foods,LEG,013DEQ
2005,1,Pennsylvania,Nutrition,Farm Direct Foods,Community,An Act to Provide from the General Fund<br>,LEG,015FDF
2010,1,Colorado,Nutrition,Farm Direct Foods,School/After School,Boces School Food Program,LEG,015FDF
2007,1,Michigan,Nutrition,Incentives,School/After School,Farm to School Procurement Act,LEG,029INC
2011,1,Minnesota,Obesity,Food Restrictions,Community,Agriculture,LEG,020FOR
2011,1,Hawaii,Nutrition,Appropriations,Work Place,Wellness,LEG,002APP
2012,1,New York,Nutrition,Task Forces/Councils,School/After School,An Act to Combat the Incidence of Adult and Childhood Obesity<br>,LEG,047TFC
2012,1,Mississippi,Nutrition,Farmers Markets,Community,An Act to Create the Healthy Food Retail Act<br>,LEG,016FAM
2011,1,Maryland,Nutrition,Agriculture and Farming,Community,Proposed Appropriations,LEG,017AGF
2003,1,California,Physical Activity,Media Campaigns,Community,California Fitness Month,LEG,031MDC
2010,1,Rhode Island,Physical Activity,Bicycling,Community,Towns & Cities,LEG,005BIK
2007,1,New Mexico,Nutrition,Liability and Indemnity,School/After School,Physical Education,LEG,030LAI
2011,1,Texas,Obesity,Sugar Sweetened Beverages,School/After School,Public School Beverages,LEG,046SSB
2010,1,Hawaii,Nutrition,Medical Care,School/After School,Walk and Bike School Bus Programs,LEG,026MEC
2011,1,Maryland,Obesity,Menu Labeling,Community,Local Jurisdictions,LEG,032MNL
2001,1,Washington,Nutrition,Agriculture and Farming,Community,An Act Relating to marketing of agricultural products<br>,LEG,017AGF
2010,1,Indiana,Nutrition,Medical Care,Community,Bicycles and Traffic Safety,LEG,026MEC
2011,1,Montana,Nutrition,Farm Direct Foods,Early Care and Education,Recommendations on Reducing Childhood Hunger,LEG,015FDF
2011,1,New Mexico,Physical Activity,Access to Recreational Opportunities,School/After School,Public School Construction and Renovation Projects,LEG,004ARO
2009,1,Louisiana,Nutrition,Food Security,Community,Sales Tax Holiday,LEG,023FOS
2010,1,Iowa,Nutrition,Appropriations,Restaurant/Retail,Local Farmer and Food Security Income Tax Credit,LEG,002APP
