Indicator Name,Age Group,County,Provider,Eligible Population,Number With QI Flag,Rate High?
2AP,0-17,Lewis,County,46,3,
2AP,0-17,Steuben,County,121,6,
3AP,18+,Brooklyn,County,12191,57,
2AP,0-17,Nassau,County,620,21,
2AP,18+,Brooklyn,"PARK SLOPE CENTER FOR MENTAL HEALTH, INC.",37,2,
3AP,0-17,Nassau,SOUTH SHORE CHILD GUIDANCE CENTER,35,0,
2AP,18+,Suffolk,ST. CHARLES HOSPITAL CORP.,259,28,
3AP,0-17,Otsego,OTSEGO COUNTY COMMUNITY SERVICES BOARD,35,0,NO
2AP,18+,Albany,"UNITY HOUSE OF TROY, INC.",28,7,
3AP,18+,Brooklyn,NYC-HHC WOODHULL MEDICAL & MENTAL HEALTH CENT,78,0,
2AP,18+,Albany,CAPITAL DISTRICT PSYCHIATRIC CENTER,113,15,NO
3AP,18+,Brooklyn,KINGSBORO ADDICTION TRT CTR,30,0,
3AP,18+,Rensselaer,County,460,2,
3AP,18+,Rockland,County,1045,4,
3AP,18+,Nassau,EPISCOPAL HEALTH SERVICES INC.,240,2,
3AP,18+,Manhattan,CENTER FOR COMP HLTH PRACTICE,41,0,
3AP,0-17,Montgomery,County,131,0,NO
3AP,18+,Cayuga,SUMMIT PEDIATRICS,85,1,
3AP,18+,Putnam,County,255,0,
3AP,18+,Brooklyn,SOUTH BEACH PSYCHIATRIC CENTER,44,0,NO
3AP,0-17,Yates,County,34,0,
2AP,18+,Onondaga,County,2633,234,
3AP,18+,Albany,ADDICTIONS CARE CTR OF ALBANY,24,0,
2AP,18+,Putnam,County,240,26,
3AP,0-17,Bronx,MONTEFIORE MEDICAL CENTER,169,0,
2AP,18+,Brooklyn,County,12191,1353,
2AP,18+,Queens,"AIDS CENTER OF QUEENS COUNTY, INC.",54,7,NO
2AP,0-17,Chemung,County,163,6,
2AP,0-17,Suffolk,County,591,28,
2AP,18+,Cattaraugus,CATTARAUGUS COUNTY DEPARTMENT OF COMMUNITY SE,200,21,
2AP,18+,Monroe,THE UNITY HOSPITAL OF ROCHESTER,684,46,
2AP,18+,Dutchess,PUTNAM HOSPITAL CENTER,41,3,NO
2AP,0-17,Monroe,OAK ORCHARD HEALTH,22,1,
2AP,18+,Westchester,WINIFRED M.BURKE REHAB HOSPIT,27,1,
3AP,18+,Manhattan,"FOUNTAIN HOUSE, INC.",62,1,
3AP,18+,Ontario,F F THOMPSON HOSPITAL,265,1,
2AP,18+,Chenango,County,163,10,
2AP,0-17,Nassau,SOUTH NASSAU COMMUNITIES HOSPITAL,25,2,NO
3AP,18+,Monroe,ANTHONY L. JORDAN HEALTH CENTER,253,0,
3AP,18+,Rockland,NYACK HOSPITAL,116,0,
2AP,18+,Saratoga,County,597,55,
3AP,0-17,Ulster,MENTAL HEALTH ASSOCIATION IN ULSTER COUNTY,40,0,NO
3AP,18+,Jefferson,County,509,5,
3AP,0-17,Jefferson,"NORTH COUNTRY TRANSITIONAL LIVING SERVS, INC.",38,0,
2AP,18+,Manhattan,"COORDINATED BEHAVIORAL HEALTH CARE, INC.",37,2,
3AP,0-17,Manhattan,NYU LANGONE HOSPITALS,84,0,
2AP,0-17,Rockland,NYACK HOSPITAL,33,1,
2AP,18+,Schenectady,VISITING NURS SVC/SCHTD & SAR CNTY,366,35,
3AP,18+,Bronx,PROJECT SAMARITAN HLTH SVCS I,509,0,
3AP,18+,Niagara,"THE DALE ASSOCIATION, INC.",63,0,
2AP,18+,Manhattan,"UPPER ROOM AIDS MINISTRY, INC: ADHC",134,16,
2AP,0-17,Brooklyn,NYC-HHC KINGS COUNTY HOSPITAL CENTER,40,3,
2AP,18+,Suffolk,"MARYHAVEN CENTER OF HOPE, INC.",112,24,NO
2AP,18+,Suffolk,"FAMILY RESIDENCES&ESSENTIAL ENTERPRISES, INC.",117,25,YES
2AP,0-17,Schenectady,County,328,18,
3AP,18+,Brooklyn,County,88,0,
2AP,18+,Dutchess,PP OF MID-HUDSON VALLEY INC,47,8,NO
3AP,18+,Manhattan,"COMMUNITY HEALTHCARE NETWORK, INC.",645,2,
3AP,0-17,Chautauqua,County,202,0,
3AP,18+,Saint Lawrence,County,537,1,
3AP,0-17,Brooklyn,NEW YORK PSYCHOTHERAPY AND COUNSELING CENTER,174,0,
2AP,18+,Staten Island,County,1531,235,
2AP,18+,Bronx,UNIVERSITY BEHAVIORAL ASSOCIATES IN,462,47,
3AP,18+,Rockland,HUDSON VALLEY CARE COALITION,22,0,
2AP,18+,Manhattan,County,24802,2557,
2AP,18+,Albany,SAMARITAN HOSPITAL,785,86,
3AP,18+,Queens,"ADVANCED CENTER FOR PSYCHOTHERAPY, INC.",120,0,NO
2AP,0-17,Hamilton,County,2,0,
3AP,18+,Manhattan,NYC-HHC METROPOLITAN HOSPITAL CENTER,1013,1,NO
3AP,0-17,Rensselaer,County,132,0,NO
2AP,0-17,Dutchess,County,295,20,
3AP,18+,Brooklyn,UNITED CEREBRAL PALSY OF NYC,51,0,
3AP,18+,Brooklyn,HOUSING WORKS INC AI,122,0,
2AP,18+,Brooklyn,"INSTITUTE FOR COMMUNITY LIVING, INC.",105,11,
2AP,18+,Brooklyn,County,2300,418,
2AP,18+,Dutchess,"MENTAL HEALTH AMERICA OF DUTCHESS COUNTY, INC",35,4,
3AP,18+,Manhattan,MOUNT SINAI MEDICAL CENTER,1824,3,
3AP,18+,Region,Region,6395,24,
2AP,18+,Steuben,County,386,37,
3AP,18+,Wayne,County,205,0,
3AP,18+,Manhattan,COORDINATED BEHAVIORAL HEALTH SERVICES IPA,3964,11,
2AP,18+,Manhattan,CENTER FOR HEARING AND COMMUNICATION,25,6,NO
2AP,0-17,Columbia,County,56,5,
2AP,0-17,Monroe,"INTEGRATED COMMUNITY ALTERNATIVES NETWORK, IN",37,0,
2AP,0-17,Ontario,County,157,6,
3AP,0-17,Ontario,County,38,0,NO
2AP,18+,Putnam,County,241,21,
3AP,18+,Ulster,County,1073,6,
3AP,18+,Nassau,EPISCOPAL HEALTH SERVICES INC.,228,0,NO
3AP,0-17,Rensselaer,RENSSELAER COUNTY DEPT OF MENTAL HEALTH,89,0,
3AP,18+,Wyoming,County,130,0,
2AP,18+,Queens,County,3709,274,
3AP,18+,Brooklyn,WYCKOFF HEIGHTS MEDICAL CENTER,468,1,
3AP,18+,Schuyler,County,73,0,
3AP,18+,Broome,County,1168,2,
2AP,18+,Bronx,BRONX SC LLC,22,0,
2AP,18+,Wayne,WAYNE BEHAVIORAL HEALTH NETWORK,143,11,
2AP,18+,Allegany,County,174,15,
2AP,0-17,Staten Island,County,177,3,
2AP,18+,Fulton,County,229,20,
3AP,18+,Warren,County,811,0,
3AP,18+,Bronx,BRONXCARE HEALTH SYSTEM,2912,11,
3AP,18+,Bronx,County,572,2,
2AP,18+,Manhattan,JEWISH BOARD OF FAMILY & CHILDREN'S SERVICES,32,0,NO
2AP,0-17,Allegany,County,26,0,
3AP,18+,Bronx,"SAMARITAN DAYTOP VILLAGE, INC.",312,1,
3AP,18+,Schoharie,County,116,1,
2AP,18+,Queens,"ARISTA CENTER FOR PSYCHOTHERAPY, INC.",28,6,
2AP,18+,Sullivan,County,1801,234,
2AP,18+,Allegany,County,183,18,
2AP,18+,Queens,NEW YORK PSYCHOTHERAPY AND COUNSELING CENTER,272,82,YES
3AP,18+,Staten Island,SOUTH BEACH PSYCHIATRIC CENTER,529,4,NO
2AP,18+,Fulton,ST. MARY'S HEALTHCARE,96,16,NO
2AP,18+,Onondaga,County,2668,256,
2AP,0-17,Cortland,County,57,1,
3AP,18+,Rensselaer,County,897,5,
2AP,0-17,Cattaraugus,County,118,1,
2AP,18+,Nassau,County,2349,167,
3AP,0-17,Westchester,WIHD INC,52,0,
2AP,18+,Cayuga,County,274,21,
2AP,0-17,Bronx,NYC-HHC LINCOLN MEDICAL & MENTAL HEALTH CENTE,179,2,
2AP,0-17,Cattaraugus,County,110,1,
3AP,18+,Jefferson,SAMARITAN MEDICAL CENTER,155,2,NO
3AP,18+,Manhattan,NYC-HHC METROPOLITAN HOSPITAL CENTER,555,1,
3AP,18+,Saratoga,HEALTHCARE PARTNERS OF SARATOGA LTD,89,2,
3AP,0-17,Cayuga,"CAYUGA COUNSELING SERVICES, INC.",32,0,
3AP,18+,Westchester,County,8858,65,
2AP,18+,Suffolk,STATE UNIVERSITY OF NY AT STONY BROOK,433,50,NO
3AP,18+,Jefferson,"NORTH COUNTRY TRANSITIONAL LIVING SERVS, INC.",30,1,NO
2AP,18+,Saratoga,County,610,61,
3AP,18+,Cattaraugus,County,86,0,
2AP,0-17,Columbia,County,12,0,
2AP,18+,Dutchess,"MENTAL HEALTH AMERICA OF DUTCHESS COUNTY, INC",405,54,NO
2AP,18+,Erie,NIAGARA FALLS MEMORIAL MEDICAL CENTER,114,12,
3AP,18+,Manhattan,UNIVERSITY SETTLEMENT SOCIETY OF NEW YORK,33,0,
2AP,18+,Queens,"ADVANCED CENTER FOR PSYCHOTHERAPY, INC.",52,3,
2AP,0-17,Tompkins,County,78,2,
2AP,18+,Delaware,County,119,9,
2AP,18+,Brooklyn,HEARTSHARE WELLNESS LTD,37,1,
2AP,18+,Fulton,County,163,15,NO
3AP,0-17,Genesee,County,32,0,NO
2AP,18+,Washington,County,121,9,
2AP,0-17,Tompkins,"FAMILY & CHILDREN'S SERVICES OF ITHACA, INC.",25,0,NO
2AP,0-17,Rockland,County,139,3,
3AP,18+,Monroe,GREATER ROCHESTER HLTH HOME NETWORK,523,3,NO
2AP,18+,Tioga,County,51,12,
2AP,18+,Schuyler,County,73,8,
2AP,18+,Broome,County,1160,85,
3AP,18+,Manhattan,VILLAGE CENTER FOR CARE AI,133,2,NO
3AP,0-17,Bronx,NYC-HHC AGENCY NETWORK,308,0,
3AP,18+,Albany,PILGRIM PSYCHIATRIC CENTER,220,2,
2AP,18+,Madison,County,289,24,
3AP,18+,Franklin,ADIRONDACK HEALTH INSTITUTE INC,31,0,
3AP,0-17,Brooklyn,NYC-HHC AGENCY NETWORK,143,0,
3AP,18+,Washington,County,122,0,
2AP,0-17,Chenango,County,68,3,
2AP,18+,Erie,ASONE HEALTH CARE IPA,35,1,
2AP,18+,Bronx,"PSCH, INC.",24,3,NO
3AP,18+,Fulton,County,300,0,
2AP,0-17,Albany,CAPITAL DISTRICT PSYCHIATRIC CENTER,33,1,
2AP,0-17,Nassau,ADVANTAGE CARE D AND T CTR,51,1,
2AP,18+,Cortland,County,259,12,
2AP,18+,Schoharie,County,115,12,
2AP,0-17,Cattaraugus,County,98,0,
2AP,18+,Orleans,County,105,7,
2AP,18+,Essex,County,136,15,
2AP,18+,Rockland,County,1078,190,
3AP,18+,Monroe,OMH STATE PC NETWORK,30,2,
2AP,0-17,Manhattan,SCO FAMILY OF SERVICES,94,3,
2AP,0-17,Tioga,County,11,0,
2AP,18+,Cayuga,CONFIDENTIAL HELP FOR AL & DR,26,3,NO
2AP,18+,Manhattan,CENTER FOR ALTERNATIVE SENTENCING & EMPLOYMEN,63,6,
2AP,18+,Cattaraugus,County,404,50,
3AP,18+,Suffolk,SOUTHSIDE HOSPITAL,325,4,NO
3AP,18+,Chenango,County,30,0,
2AP,18+,Cortland,County,223,12,
2AP,18+,Erie,COMMUNITY ACTION ORG ERIE CTY,21,0,
3AP,18+,Nassau,"PSCH, INC.",34,0,NO
2AP,0-17,Cattaraugus,CHHUNY LLC,29,0,
2AP,0-17,Westchester,ST. JOSEPH'S MEDICAL CENTER,66,3,NO
2AP,0-17,Rockland,"COORDINATED BEHAVIORAL HEALTH CARE, INC.",30,0,
2AP,18+,Jefferson,CENTRAL NEW YORK HEALTH HOME NETWOR,132,15,
2AP,18+,Erie,ELMWOOD HEALTH CENTER,71,15,
2AP,18+,Cayuga,County,278,30,
2AP,18+,Clinton,"BEHAVIORAL HEALTH SERVICES NORTH, INC.",114,16,NO
3AP,0-17,Brooklyn,NEW YORK METHODIST HOSPITAL,44,0,NO
2AP,0-17,Ulster,KINGSTON HOSPITAL,40,2,NO
3AP,18+,Saint Lawrence,County,537,1,
2AP,18+,Delaware,County,104,8,
2AP,18+,Genesee,GENESEE COUNCIL ON ALCOHOLISM,31,1,
3AP,18+,Albany,"COORDINATED BEHAVIORAL HEALTH CARE, INC.",159,1,
2AP,18+,Genesee,"LIVING OPPORTUNITIES OF DEPAUL, INC.",32,7,NO
3AP,18+,Oswego,County,432,1,
3AP,18+,Columbia,"MENTAL HEALTH ASSOC/COLUMBIA-GREENE COS., INC",26,0,
2AP,18+,Warren,County,845,66,
3AP,0-17,Staten Island,STATEN ISLAND UNIVERSITY HOSPITAL,56,0,
2AP,0-17,Herkimer,County,39,0,
2AP,18+,Bronx,THE NEW YORK AND PRESBYTERIAN HOSPITAL,24,1,
3AP,18+,Brooklyn,FIRST MEDCARE PRIMARY CARE,66,0,
2AP,18+,Wayne,County,140,10,NO
2AP,0-17,Tompkins,County,94,4,
3AP,18+,Chenango,County,30,1,
2AP,18+,Manhattan,NYC-HHC CUMBERLAND D+T CENTER,89,2,NO
3AP,0-17,Livingston,County,81,0,
3AP,18+,Monroe,"SCAP, INC./DBA ARBOR DEVELOPMENT",23,0,
2AP,18+,Ontario,County,703,62,
3AP,0-17,Onondaga,"YOUR HEALTH PARTNERS OF THE FINGER LAKES, LLC",176,0,
2AP,18+,Brooklyn,"INSTITUTE FOR COMMUNITY LIVING, INC.",567,67,NO
2AP,18+,Westchester,"COORDINATED BEHAVIORAL HEALTH CARE, INC.",107,21,
3AP,18+,Greene,GREENE COUNTY COMMUNITY SERVICES BOARD,25,0,
3AP,18+,Queens,OMH STATE PC NETWORK,335,4,NO
3AP,18+,Dutchess,"REHABILITATION SUPPORT SERVICES, INC.",38,0,
2AP,18+,Hamilton,County,5,0,
2AP,18+,Oswego,"ONONDAGA CASE MGMNT SERVICES, INC DBA CIRCARE",51,8,
3AP,18+,Rensselaer,"UNITY HOUSE OF TROY, INC.",93,1,NO
3AP,18+,Oneida,BUFFALO BEACON CORP,38,0,NO
3AP,18+,Fulton,County,258,1,NO
3AP,18+,Bronx,"UNION COMMUNITY HEALTH CENTER, INC.",86,1,NO
3AP,18+,Staten Island,S I BEHAVIORAL NETWORK  MH,68,0,NO
2AP,18+,Ulster,ULSTER COUNTY MENTAL HEALTH DEPARTMENT,86,12,NO
3AP,18+,Orange,CATHOLIC CHARITIES COMMUNITY,38,0,NO
3AP,18+,Brooklyn,"POSTGRADUATE CENTER FOR MENTAL HEALTH, INC.",186,0,
2AP,0-17,Schuyler,County,12,0,
2AP,0-17,Broome,OMH STATE PC NETWORK,68,6,NO
3AP,18+,Essex,County,141,1,
2AP,18+,Allegany,County,181,17,
2AP,18+,Westchester,MONTEFIORE MEDICAL CENTER,1378,147,
3AP,18+,Essex,UVT HLTH NETWORK ELIZABETHTOWN COMMUNITY HOSP,109,1,
3AP,18+,Schoharie,County,95,3,
2AP,0-17,Orleans,County,20,0,
3AP,18+,Brooklyn,KINGSBROOK JEWISH MEDICAL CENTER,444,4,NO
3AP,18+,Queens,County,10152,47,
3AP,18+,Chemung,County,508,2,
3AP,0-17,Westchester,"WESTCHESTER JEWISH COMMUNITY SERVICES, INC.",101,0,
3AP,0-17,Staten Island,STATEN ISLAND UNIVERSITY HOSPITAL,31,0,NO
3AP,18+,Essex,County,44,1,
3AP,18+,Suffolk,SBH PHYSICIANS PC,55,0,
2AP,0-17,Brooklyn,County,999,42,
3AP,18+,Niagara,County,1579,3,
3AP,18+,Washington,County,143,1,
2AP,0-17,Statewide,Statewide,2392,66,
3AP,18+,Monroe,HILLSIDE CHILDREN'S CENTER,74,0,NO
3AP,18+,Niagara,"EASTERN NIAGARA HOSPITAL, INC.",188,1,
3AP,0-17,Manhattan,NYC-HHC QUEENS HOSPITAL CENTER,31,0,NO
2AP,18+,Queens,NEW YORK HOSP MED CTR QUEENS,342,73,
2AP,0-17,Staten Island,"STATEN ISLAND MENTAL HEALTH SOCIETY, INC.",92,2,NO
3AP,18+,Onondaga,"ACCESSCNY, INC.",32,1,
3AP,0-17,Suffolk,SCO FAMILY OF SERVICES,21,0,NO
2AP,0-17,Tompkins,County,76,3,
2AP,0-17,Saratoga,HEALTHCARE PARTNERS OF SARATOGA LTD,32,2,
2AP,18+,Essex,County,141,16,
3AP,0-17,Onondaga,CHHUNY LLC,55,0,
3AP,18+,Livingston,County,325,1,
2AP,18+,Jefferson,CARTHAGE AREA HOSPITAL,38,3,NO
2AP,18+,Oswego,"CATH CHAR/RC DIOCESE SYRACUSE, INC., OSWEGO",21,4,NO
2AP,18+,Westchester,ST. JOSEPH'S MEDICAL CENTER,1030,131,NO
3AP,18+,Otsego,"CAPITAL BEHAVIORAL HEALTH NETWORK, LLC BHCC",63,0,
2AP,18+,Rockland,County,1045,182,
3AP,18+,Monroe,EAST HOUSE CORPORATION,48,0,NO
2AP,0-17,Schenectady,County,308,15,
2AP,18+,Queens,County,10364,1357,
2AP,18+,Monroe,"NEWARK-WAYNE COMMUNITY HOSPITAL, INC.",168,9,
2AP,18+,Bronx,County,14675,1491,
2AP,18+,Saint Lawrence,County,125,7,
3AP,0-17,Ontario,County,17,0,
3AP,18+,Brooklyn,NYC-HHC KINGS COUNTY HOSPITAL CENTER,27,0,
2AP,0-17,Chemung,County,155,4,
3AP,18+,Suffolk,ST. CATH OF SIENA MC-D/B/A ST.CATH SIENA HOSP,136,0,NO
2AP,18+,Jefferson,County,499,46,
3AP,18+,Columbia,COLUMBIA COUNTY DEPARTMENT OF HUMAN SERVICES,116,0,
3AP,18+,Manhattan,CREEDMOOR PSYCHIATRIC CENTER,82,0,
2AP,18+,Manhattan,BEHAVIORAL HEALTH NYC IPA,303,21,
3AP,18+,Manhattan,"THE NEW YORK GRACIE SQUARE HOSPITAL, INC.",77,0,
3AP,18+,Livingston,County,38,2,
2AP,18+,Broome,OUR LADY OF LOURDES MEMORIAL HOSPITAL,505,44,
3AP,0-17,Ulster,THE INSTITUTE FOR FAMILY HEALTH,26,0,NO
3AP,18+,Onondaga,"OSWEGO HOSPITAL, INC.",58,0,
3AP,18+,Brooklyn,County,12277,56,
3AP,0-17,Brooklyn,MAIMONIDES MEDICAL CENTER,70,0,
3AP,18+,Franklin,County,185,0,NO
3AP,18+,Washington,County,124,1,
2AP,18+,Westchester,ST JOHNS RIVERSIDE HOSPITAL DOBBS F,301,36,NO
2AP,0-17,Saratoga,County,299,5,
2AP,18+,Manhattan,"POSTGRADUATE CENTER FOR MENTAL HEALTH, INC.",616,91,YES
3AP,18+,Jefferson,CREDO COMM. CENTER F/T TREATMENT OF ADDICTION,49,0,
2AP,18+,Saint Lawrence,County,576,48,
2AP,0-17,Erie,County,644,21,
3AP,18+,Chenango,County,156,1,
2AP,18+,Westchester,HUDSON VALLEY HOSP CTR,30,4,
2AP,0-17,Saint Lawrence,County,140,4,
2AP,18+,Warren,County,798,67,
2AP,18+,Staten Island,County,1597,262,
3AP,18+,Manhattan,"HERITAGE HEALTH AND HOUSING, INC",199,3,
2AP,18+,Steuben,County,378,40,
2AP,0-17,Monroe,County,1425,54,
2AP,18+,Brooklyn,County,90,10,
2AP,18+,Manhattan,NYC-HHC GOUVERNEUR HOSPITAL D&TC,118,8,
2AP,0-17,Chautauqua,County,172,3,NO
2AP,18+,Saint Lawrence,"UNITED HELPERS CARE, INC./DBA MOSAIC",56,7,
2AP,18+,Saratoga,THE SARATOGA HOSPITAL,142,15,NO
3AP,18+,Essex,UVT HLTH NETWORK ELIZABETHTOWN COMMUNITY HOSP,113,0,
3AP,0-17,Oneida,HOUSE OF THE GOOD SHEPHERD,34,0,
2AP,18+,Westchester,"JULIA DYCKMAN ANDRUS MEMORIAL, INC.",24,0,
3AP,18+,Manhattan,HARLEM UNITED COM AIDS CTR AI,313,1,NO
3AP,18+,Monroe,MONROE PLAN FOR MEDICAL CARE,23,0,
3AP,18+,Warren,County,795,0,
2AP,0-17,Cayuga,County,50,3,
3AP,18+,Chautauqua,County,941,5,
2AP,0-17,Albany,SETON HEALTH SYSTEM,31,3,NO
3AP,18+,Monroe,MONROE PLAN FOR MEDICAL CARE,257,1,
3AP,18+,Franklin,ADIRONDACK HEALTH INSTITUTE INC,29,0,
2AP,0-17,Delaware,County,8,0,
3AP,18+,Erie,BUFFALO GENERAL HOSP,450,5,
3AP,18+,Saint Lawrence,County,540,2,
3AP,18+,Erie,ERIE COUNTY MEDICAL CENTER,890,5,NO
2AP,0-17,Madison,County,78,4,
2AP,18+,Brooklyn,FAMILY SERVICES NETWORK NY AI,169,16,
2AP,18+,Bronx,MONTEFIORE MEDICAL CENTER,196,19,
2AP,18+,Rensselaer,County,439,47,
2AP,18+,Warren,County,2,1,
2AP,18+,Lewis,County,104,15,
2AP,0-17,Erie,MH SERVS-ERIE CO SE CORP V DBA SPECTRUM HSVCS,70,3,
3AP,0-17,Chenango,CHENANGO COUNTY COMMUNITY SERVICES BOARD,24,0,NO
2AP,18+,Jefferson,County,457,51,
2AP,18+,Saint Lawrence,County,582,43,
2AP,0-17,Monroe,County,1441,48,
2AP,18+,Suffolk,"MARYHAVEN CENTER OF HOPE, INC.",27,9,
2AP,18+,Manhattan,LENOX HILL HOSPITAL,410,36,
2AP,0-17,Schenectady,County,282,17,
2AP,18+,Ulster,County,1089,122,
2AP,18+,Hamilton,County,7,1,
3AP,18+,Ontario,CLIFTON SPRINGS HOSPITAL AND CLINIC,250,3,NO
3AP,18+,Albany,"QUEENS COORDINATED CARE PARTNERS, LLC",35,0,
2AP,18+,Genesee,County,292,15,
3AP,18+,Rockland,County,1128,7,
2AP,18+,Bronx,"NARCO FREEDOM, INC.",804,90,NO
2AP,18+,Staten Island,"STATEN ISLAND BEHAVIORAL NETWORK, INC.",81,19,
3AP,18+,Warren,"CITIZEN ADVOCATES, INC. DBA NORTH STAR INDUST",22,1,
3AP,18+,Steuben,CORNING HOSP,218,2,
2AP,18+,Essex,County,136,15,
3AP,18+,Ulster,County,454,1,
3AP,18+,Bronx,"VOCATIONAL INSTRUCTION PROJECT COMM. SVCS, IN",247,3,
2AP,0-17,Orange,County,222,11,
2AP,18+,Erie,MH SERVS-ERIE CO SE CORP V DBA SPECTRUM HSVCS,471,44,
3AP,18+,Erie,CHILD AND FAMILY SERVICES OF ERIE COUNTY,59,0,
3AP,18+,Suffolk,ECON OPP COUNCIL SUFFOLK AI,91,0,
2AP,0-17,Livingston,County,77,0,
2AP,18+,Otsego,County,770,66,
2AP,0-17,Jefferson,ST. LAWRENCE PSYCHIATRIC CENTER,22,2,
2AP,0-17,Seneca,County,26,0,
2AP,18+,Orange,BON SECOURS COMMUNITY HOSPITAL,24,4,
2AP,18+,Brooklyn,NYC-HHC WOODHULL MEDICAL & MENTAL HEALTH CENT,319,42,
3AP,18+,Dutchess,County,1304,8,
3AP,18+,Brooklyn,VILLAGE CENTER FOR CARE AI,21,0,
3AP,18+,Madison,COMMUNITY MEMORIAL HOSPITAL,29,0,NO
2AP,18+,Yates,County,53,6,
3AP,18+,Brooklyn,NYC-HHC CONEY ISLAND HOSPITAL,329,2,NO
2AP,18+,Staten Island,COMMUNITY HEALTH ACTION OF SI,67,2,
2AP,18+,Monroe,A C CENTER INC,49,0,NO
2AP,18+,Herkimer,HERKIMER COUNTY COMMUNITY SERVICES BOARD,40,1,
2AP,18+,Queens,County,10063,1321,
2AP,0-17,Putnam,County,22,0,
2AP,0-17,Orange,County,228,11,
2AP,18+,Orange,ORANGE REGIONAL MEDICAL CENTER,399,44,
2AP,0-17,Tompkins,County,80,1,
3AP,18+,Brooklyn,"BROOK PLAZA AMB SURG CTR,INC",21,0,
2AP,0-17,Westchester,County,1182,57,
2AP,0-17,Oneida,County,536,16,
2AP,18+,Suffolk,"CLUBHOUSE OF SUFFOLK, INC.",153,27,NO
2AP,18+,Queens,"AIDS CENTER OF QUEENS COUNTY, INC.",60,5,NO
3AP,18+,Westchester,"MOUNT VERNON HOSPITAL, THE",126,1,NO
3AP,18+,Fulton,ST. MARY'S HEALTHCARE,85,1,NO
3AP,18+,Cayuga,"CAYUGA COUNSELING SERVICES, INC.",25,0,NO
2AP,0-17,Delaware,County,26,1,NO
2AP,18+,Saratoga,County,591,56,
3AP,18+,Brooklyn,County,11601,47,
2AP,18+,Manhattan,NEW YORK UNIVERSITY HOSPITALS CENTER,595,51,NO
2AP,0-17,Statewide,Statewide,313,24,
3AP,18+,Brooklyn,NORTH CROWN HGHTS FAM OUTRCH,28,0,
3AP,18+,Queens,"ACMH, INC.",21,0,NO
2AP,0-17,Lewis,County,37,3,
2AP,18+,Fulton,County,297,26,
3AP,18+,Brooklyn,BROOKLYN HOSPITAL CENTER,302,1,NO
2AP,0-17,Nassau,WINTHROP-UNIVERSITY HOSPITAL,25,0,
2AP,18+,Suffolk,SEAFIELD CENTER INC,29,2,NO
2AP,18+,Rockland,HUDSON RIVER HEALTH CARE,140,29,
2AP,18+,Suffolk,"SKILLS UNLIMITED, INC.",28,4,NO
2AP,18+,Steuben,"HUTHER-DOYLE MEMORIAL INSTITUTE, INC.",58,7,
3AP,18+,Schenectady,SCHENECTADY FAMILY HEALTH SER,78,0,
2AP,18+,Staten Island,County,42,4,
2AP,0-17,Suffolk,"PEDERSON-KRAG CENTER, INC.",80,7,NO
3AP,0-17,Jefferson,SAMARITAN MEDICAL CENTER,61,0,NO
3AP,18+,Westchester,PLANNED PRTD HUDSON-PECONIC I,120,2,NO
2AP,18+,Westchester,"NEW HORIZON COUNSELING CENTER, INC., THE",49,4,
3AP,18+,Manhattan,"ST. MARK'S PLACE INSTITUTE FOR MENTAL HEALTH,",165,0,
2AP,0-17,Warren,WARREN-WASHINGTON ASSOCIATION FOR MENTAL HEAL,21,0,
2AP,0-17,Broome,"UNITED HEALTH SERVICES HOSPITALS, INC.",188,5,
2AP,18+,Bronx,CARE FOR THE HOMELESS,82,5,
2AP,18+,Oneida,"CATH CHAR RC DIO/SYR, NY, INC-ONEIDA/MADISON",47,12,NO
3AP,18+,Nassau,County,5262,23,
3AP,18+,Warren,WARRENSBURG HEALTH CENTER,285,0,NO
2AP,18+,Rockland,County,1067,190,
3AP,18+,Queens,"INSTITUTE FOR COMMUNITY LIVING, INC.",40,2,
2AP,18+,Madison,County,301,20,
2AP,18+,Oneida,BUFFALO BEACON CORP,30,2,NO
3AP,0-17,Schenectady,ELLIS HOSPITAL,212,0,
2AP,18+,Delaware,County,104,5,
2AP,0-17,Rockland,County,121,6,
2AP,18+,Otsego,County,629,42,NO
2AP,0-17,Suffolk,County,564,26,
2AP,18+,Suffolk,"FAMILY RESIDENCES&ESSENTIAL ENTERPRISES, INC.",89,22,
2AP,18+,Schenectady,County,1380,108,
3AP,0-17,Monroe,UNIV OF ROCH MED CTR/STRONG MEMORIAL HOSPITAL,208,1,NO
2AP,18+,Ulster,MID HUDSON VALLEY/ARCS AI,24,2,NO
2AP,0-17,Cayuga,CAYUGA COUNTY COMMUNITY SERVICES BOARD,38,0,
3AP,18+,Erie,MID-ERIE COUNSELING AND TREATMENT SERVICES,182,0,NO
3AP,18+,Wyoming,County,130,0,
3AP,18+,Essex,County,127,0,
3AP,18+,Erie,NIAGARA FALLS MEMORIAL MEDICAL CENTER,21,0,NO
2AP,18+,Jefferson,CARTHAGE AREA HOSPITAL,90,4,
3AP,18+,Nassau,NEW YORK HOSP MED CTR QUEENS,421,1,
2AP,18+,Ulster,County,1073,127,
3AP,18+,Suffolk,"QUEENS COORDINATED CARE PARTNERS, LLC",29,0,
2AP,0-17,Dutchess,County,345,12,
3AP,0-17,Monroe,"NEWARK-WAYNE COMMUNITY HOSPITAL, INC.",45,0,NO
2AP,18+,Cortland,County,259,12,
2AP,0-17,Jefferson,ST. LAWRENCE PSYCHIATRIC CENTER,25,2,
