Year,Quarter,LocationDesc,HealthTopic,PolicyTopic,Setting,Title,PolicyTypeID,PolicyTopicID
2009,1,New York,Nutrition,Liability and Indemnity,Community,Insurer Fund for Underserved Neighborhood Areas,LEG,030LAI
2011,1,California,Physical Activity,Physical Education Requirements,Early Care and Education,Budget Act of 2011,LEG,036PER
2010,1,Washington,Nutrition,Farmers Markets,Restaurant/Retail,Food Systems,LEG,016FAM
2005,1,California,Obesity,Appropriations,School/After School,Free or Reduce-Price Meals,LEG,002APP
2003,1,New York,Nutrition,Media Campaigns,Community,An Act to Amend the Agriculture and Markets Law<br>,LEG,031MDC
2011,1,Rhode Island,Nutrition,Access to Healthy Foods,Medical and/or Hospital,State Affairs and Government,LEG,001AHF
2011,1,Missouri,Nutrition,Food Policy Councils,Community,Missouri Sustainable Local Food Policy Council,LEG,022FPC
2011,1,Louisiana,Nutrition,Food Security,Community,Senate,LEG,023FOS
2009,1,Texas,Nutrition,Appropriations,Community,Nutrition Outreach Program,REG,002APP
2009,1,Iowa,Nutrition,Nutrition Standards,Community,Assisted Living Programs,REG,010NUS
2010,1,District of Columbia,Obesity,Appropriations,Restaurant/Retail,Supermarket Tax Abatement,LEG,002APP
2011,1,South Carolina,Nutrition,Healthier Food Retail and Food Deserts,School/After School,Student Snack Consumption,LEG,021HFR
2011,1,Mississippi,Obesity,Appropriations,Community,Fruits and Vegetables Sales Tax,LEG,002APP
2011,1,Virginia,Physical Activity,Bicycling,Community,Following Too Closely,LEG,005BIK
2011,1,Texas,Obesity,Disparities/Equity,School/After School,High School Graduation Requirements and Disabilities,LEG,013DEQ
2010,1,New Jersey,Obesity,Health Insurance Coverage,Community,Managed Care Plans,LEG,028HIC
2009,1,Massachusetts,Physical Activity,Bicycling,School/After School,Transportation System Modernization,LEG,005BIK
2009,1,New York,Nutrition,Trans Fats,School/After School,Foods and Beverages on School Property,LEG,050FAT
2011,1,New York,Nutrition,Incentives,Community,Tax Law,LEG,029INC
2009,1,New York,Nutrition,Appropriations,Community,Agriculturally Significant Tourist Destinations,LEG,002APP
2011,1,Florida,Obesity,Menu Labeling,Community,Growth Management,LEG,032MNL
2013,1,New York,Physical Activity,Appropriations,Community,An Act to Amend the Executive Law and the State Finance Law,LEG,002APP
2011,1,Connecticut,Nutrition,Fruits and Vegetables,Restaurant/Retail,Certified Farmers Markets,LEG,025FAV
2011,1,New Jersey,Obesity,Appropriations,Community,Designated Transit Villages Business Tax Credit,LEG,002APP
2014,1,Illinois,Physical Activity,Incentives,Work Place,Provisions Applicable to Individual and Group Policies,REG,029INC
2009,1,Illinois,Nutrition,Appropriations,Medical and/or Hospital,Specialized Healthcare Delivery Systems,REG,002APP
2010,1,Oklahoma,Physical Activity,Task Forces/Councils,School/After School,Public Health And Safety,LEG,047TFC
2011,1,Oklahoma,Physical Activity,Access to Recreational Opportunities,Community,Public Health And Safety,LEG,004ARO
2007,1,New York,Nutrition,Liability and Indemnity,Community,Community Preservation Funds,LEG,030LAI
2005,1,Illinois,Nutrition,Breastfeeding,Community,Family Case Management Act,LEG,007BFD
2011,1,Pennsylvania,Nutrition,Incentives,Medical and/or Hospital,Reduced Insurance Premiums,LEG,029INC
2010,1,New Jersey,Obesity,Menu Labeling,Community,Garden State Historic Preservation Trust Fund,REG,032MNL
2012,1,Oregon,Nutrition,Fruits and Vegetables,Community,Appropriations<br>,LEG,025FAV
2011,1,Texas,Nutrition,Vending,School/After School,Students Food Containing Industrial Produced Trans Fat,LEG,051VEN
2011,1,New Jersey,Nutrition,Disparities/Equity,Community,Mobile Farmers Market and Produce Voucher Program,LEG,013DEQ
2011,1,Arizona,Nutrition,Task Forces/Councils,Work Place,State Employee Health Insurance,LEG,047TFC
2009,1,Pennsylvania,Nutrition,Farmers Markets,Community,General Fund Expenses,LEG,016FAM
2010,1,Louisiana,Obesity,Menu Labeling,Community,Municipalities,LEG,032MNL
2011,1,Texas,Physical Activity,Public Transportation,Community,Regional Mobility Authorities,LEG,040TRS
2007,1,California,Nutrition,Healthier Food Retail and Food Deserts,Community,Healthy Food Purchase Pilot Program,LEG,021HFR
2011,1,Massachusetts,Nutrition,Access to Healthy Foods,School/After School,Nutrition Standards for Competitive Foods and Beverages<br>,REG,001AHF
2009,1,Texas,Nutrition,Task Forces/Councils,School/After School,Farm to School Coordination Task Force,LEG,047TFC
2011,1,New York,Obesity,Appropriations,School/After School,New York Calcium Purchasing Preference Initiative,LEG,002APP
2011,1,Hawaii,Obesity,Body Mass Index (BMI),Community,Hawaii Community Development Authority,LEG,006BMI
2011,1,Maryland,Physical Activity,Task Forces/Councils,Community,Quiet Vehicles and Pedestrian Safety Task Force,LEG,047TFC
2008,1,Virginia,Physical Activity,Pedestrians/Walking,Community,Pedestrians and Drivers,LEG,052PED
2011,1,Maryland,Nutrition,Agriculture and Farming,Restaurant/Retail,Maryland Food and Nutrition Policy Council,LEG,017AGF
2011,1,Indiana,Physical Activity,"Parks, Recreation and Trails",Community,Agritourism Liability,LEG,034PRT
2007,1,Washington,Obesity,Food Restrictions,School/After School,Local Farms and Healthy Kids and Communities,LEG,020FOR
2009,1,Minnesota,Physical Activity,Physical Education Requirements,School/After School,Education,LEG,036PER
2010,1,West Virginia,Physical Activity,Bicycling,Community,Racing Commission Special Accounts,LEG,005BIK
2007,1,North Carolina,Nutrition,Task Forces/Councils,Community,Appropriations Act of 2007,LEG,047TFC
2011,1,Hawaii,Nutrition,Task Forces/Councils,Community,Aspartame,LEG,047TFC
2011,1,Maine,Nutrition,Farm Direct Foods,Restaurant/Retail,Raw Milk Sales,LEG,015FDF
2009,1,Florida,Obesity,Appropriations,Community,Community Development Districts,LEG,002APP
2011,1,Texas,Obesity,Appropriations,Community,Municipal Management District,LEG,002APP
2006,1,New York,Nutrition,Food Assistance Programs,Community,An Act to Amend Laws,LEG,003FAP
2009,1,Mississippi,Physical Activity,Pedestrians/Walking,Community,Income Tax,LEG,052PED
2009,1,Wisconsin,Physical Activity,Public Safety,Community,Waukesha Tax Incremental Financing District,LEG,039SAF
2007,1,North Carolina,Obesity,Food Restrictions,Work Place,2007 Appropriation Act,LEG,020FOR
2010,1,California,Obesity,Body Mass Index (BMI),Community,Federal and State Low Income Housing Tax Credit Laws,REG,006BMI
2007,1,California,Nutrition,Farmers Markets,Community,Farm Stands: Direct Marketing: Retail Food,LEG,016FAM
2011,1,District of Columbia,Nutrition,Access to Healthy Foods,School/After School,Delivery Order Approval,LEG,001AHF
2013,4,Ohio,Nutrition,Access to Healthy Foods,Medical and/or Hospital,Applicability of Licensure Requirements,REG,001AHF
2009,1,North Dakota,Nutrition,Agriculture and Farming,Community,Department of Public Instruction,LEG,017AGF
2007,1,Wisconsin,Nutrition,Appropriations,School/After School,Various Amendments,LEG,002APP
2011,1,Texas,Physical Activity,Pedestrians/Walking,Community,Planning and Improvement District Creation,LEG,052PED
2008,1,Maryland,Obesity,Appropriations,Community,Department of Natural Resources,LEG,002APP
2011,1,Oklahoma,Nutrition,Medical Care,Community,Historic Route 66 Bike Trail,LEG,026MEC
2011,1,Texas,Obesity,Liability and Indemnity,School/After School,Sweetened Beverages Tax,LEG,030LAI
2011,1,Maine,Obesity,Appropriations,School/After School,Farm and Fish School Program,LEG,002APP
2011,1,Texas,Nutrition,Medical Care,Community,Transportation Commission,LEG,026MEC
2009,1,Texas,Obesity,Appropriations,Community,Nutrition Outreach Program,REG,002APP
2011,1,New York,Physical Activity,School Siting,School/After School,Residential Commercial Real Property Tax Exemption,LEG,042SIT
2012,1,Kansas,Obesity,Task Forces/Councils,Community,An Act Creating the Task Force on Obesity Prevention and Management<br>,LEG,047TFC
2011,1,Iowa,Obesity,Food Restrictions,Community,Local Farms and Foods,LEG,020FOR
2011,1,Maryland,Physical Activity,"Parks, Recreation and Trails",Community,Community Enhancement,LEG,034PRT
2010,1,Arizona,Obesity,Disparities/Equity,Community,Transaction Privilege Tax and Soft Drinks,LEG,013DEQ
2011,1,Mississippi,Nutrition,Vending,Restaurant/Retail,Health Foods,LEG,051VEN
2010,1,Alabama,Nutrition,Farmers Markets,Restaurant/Retail,Government Expenses,LEG,016FAM
2010,1,Missouri,Nutrition,Agriculture and Farming,School/After School,Local Foods Initiative,LEG,017AGF
2011,1,Montana,Nutrition,Appropriations,Community,Study on Reducing Childhood Hunger,LEG,002APP
2011,1,Oregon,Nutrition,Incentives,Restaurant/Retail,Soft Drink and Candy Tax Amendment,LEG,029INC
2012,1,Hawaii,Nutrition,Fruits and Vegetables,School/After School,An Act Related to Hawaii-grown Produce<br>,LEG,025FAV
2011,1,Massachusetts,Obesity,Menu Labeling,Community,Land Use,LEG,032MNL
2009,1,Illinois,Nutrition,Medical Care,School/After School,"Illinois Food, Farms, and Jobs Act",LEG,026MEC
2012,1,Hawaii,Nutrition,Incentives,School/After School,An Act Relating to Agriculture,LEG,029INC
2009,1,New York,Nutrition,Farm Direct Foods,Community,Health and Mental Hygiene Budget,LEG,015FDF
2003,1,California,Physical Activity,Public Transportation,Community,Transit Village Plan: Design,LEG,040TRS
2009,1,Michigan,Nutrition,Appropriations,Community,Vacant Land,LEG,002APP
2009,1,Massachusetts,Physical Activity,Bicycling,Community,Transportation System Modernization,LEG,005BIK
2004,1,Ohio,Physical Activity,Task Forces/Councils,Community,An Act Making Appropriations<br>,LEG,047TFC
2009,1,Texas,Obesity,Menu Labeling,Community,Allocation of Program Funds,REG,032MNL
2009,1,Pennsylvania,Nutrition,Liability and Indemnity,Community,Renaissance City Initiative,LEG,030LAI
2010,1,Kansas,Nutrition,Appropriations,Restaurant/Retail,Dairy and Milk Inspection,LEG,002APP
2015,2,Michigan,Nutrition,School Nutrition,School/After School,Education; other; certain fund-raising activities during school hour,LEG,043SNU
2009,1,Washington,Obesity,Appropriations,School/After School,Community And Surplus Schools,LEG,002APP
2011,1,Arizona,Nutrition,Disparities/Equity,Medical and/or Hospital,Long Term Care Facilities and Standards,LEG,013DEQ
2010,1,Minnesota,Obesity,Disparities/Equity,School/After School,Education,LEG,013DEQ
2009,1,New York,Nutrition,Farm Direct Foods,Community,Prohibited Serving of Foods with Artificial Trans Fat,LEG,015FDF
2017,2,Vermont,Nutrition,Access to Healthy Foods,School/After School,An Act Relating to the Rozo McLaughlin Farm-to-School Program,LEG,001AHF
2010,1,Wisconsin,Nutrition,Fruits and Vegetables,Community,Food Processing Plants,REG,025FAV
2005,1,Maine,Nutrition,School Nutrition,School/After School,School Nutrition Education,LEG,043SNU
2011,1,Mississippi,Nutrition,Media Campaigns,Community,Health and Human Services Agencies,LEG,031MDC
2009,1,Massachusetts,Physical Activity,Bicycling,Community,Land Use,LEG,005BIK
2012,1,New Jersey,Nutrition,School Nutrition,School/After School,An Act Concerning Student Nutrition,LEG,043SNU
2011,1,California,Physical Activity,Public Transportation,Restaurant/Retail,State Planning,LEG,040TRS
2010,1,Colorado,Obesity,Portion Size,School/After School,Boces School Food Program,LEG,038POS
2010,1,Arizona,Nutrition,Initiatives and Programs,Early Care and Education,Child Care Facilities Licensing Requirements,REG,053INP
2009,1,Minnesota,Obesity,Appropriations,Community,Economic Development,LEG,002APP
2011,1,Hawaii,Physical Activity,Incentives,Medical and/or Hospital,Medicaid Wellness Pilot Program,LEG,029INC
2011,1,Maine,Obesity,Appropriations,Community,Electronic Benefits Transfers and Farmers Markets,LEG,002APP
2011,1,North Carolina,Physical Activity,"Parks, Recreation and Trails",Community,Healthy and Active Children Activities,LEG,034PRT
2009,1,Massachusetts,Obesity,Menu Labeling,Community,School Nutrition,LEG,032MNL
2011,1,New York,Nutrition,Farmers Markets,Community,Regional Development,LEG,016FAM
2010,1,Michigan,Physical Activity,Public Transportation,Community,Department of Transportation,LEG,040TRS
2009,1,Oregon,Physical Activity,Disparities/Equity,School/After School,Access to Physical Opportunities in Schools,LEG,013DEQ
2010,1,New Jersey,Obesity,Health Insurance Coverage,Community,Health Wellness Insurance Benefits,LEG,028HIC
2011,1,California,Nutrition,Food Assistance Programs,Community,Budget Act of 2011,LEG,003FAP
2010,1,Illinois,Nutrition,Access to Healthy Foods,Restaurant/Retail,Fresh Food Fund,LEG,001AHF
2009,1,Alabama,Nutrition,Appropriations,Community,State Appropriations,LEG,002APP
2008,1,New Jersey,Physical Activity,Bicycling,Community,State Budget FY 2009 and 2010,LEG,005BIK
2011,1,Texas,Obesity,Appropriations,Community,Creation of the Bridgeland Management District,LEG,002APP
2010,1,Mississippi,Obesity,Appropriations,School/After School,Healthier School Initiative,LEG,002APP
2010,1,Iowa,Nutrition,Appropriations,Community,Local Farmer and Food Security Income Tax Credit,LEG,002APP
2011,1,Tennessee,Physical Activity,"Parks, Recreation and Trails",School/After School,Industrial Development,LEG,034PRT
2011,1,Utah,Nutrition,Incentives,Community,Lodging Sales and Use Tax Exemption Claims,LEG,029INC
2009,1,Massachusetts,Obesity,Food Restrictions,School/After School,Student Health and Education,LEG,020FOR
2012,1,Iowa,Nutrition,Food Assistance Programs,Community,An Act Making  Appropriations,LEG,003FAP
2009,1,Alabama,Obesity,Food Restrictions,Community,State Appropriations,LEG,020FOR
2011,1,Florida,Nutrition,Nutrition Standards,School/After School,Healthy Schools for Healthy Lives Act,LEG,010NUS
2011,1,Maryland,Obesity,Disparities/Equity,School/After School,Maryland Combating Childhood Obesity Grant Program,LEG,013DEQ
2010,1,New York,Obesity,Front of Package Labeling,School/After School,Chancellor of City School District,LEG,024FOP
2010,1,Arizona,Nutrition,Incentives,School/After School,Charter Schools and Tax Exemption,LEG,029INC
2007,1,Hawaii,Nutrition,School Nutrition,School/After School,Food Distribution Program,LEG,043SNU
2011,1,New York,Nutrition,Trans Fats,School/After School,Department of Health,LEG,050FAT
2010,1,Maryland,Nutrition,Task Forces/Councils,Community,Health Insurance,LEG,047TFC
2010,1,Illinois,Physical Activity,Public Transportation,Community,River Edge Redevelopment Zone Act,LEG,040TRS
2015,1,New York,Physical Activity,Bicycling,Restaurant/Retail,Trans fat reduction; breastfeeding rights; BMI in schools; PE/PA requirements; Bicycle parking,LEG,005BIK
2010,1,Maryland,Physical Activity,Bicycling,Community,Rules of the Road,LEG,005BIK
2005,1,Vermont,Nutrition,Food Assistance Programs,Community,An Act Making Appropriations <br>,LEG,003FAP
2011,1,Minnesota,Physical Activity,Built Environment and Street-Scale Design,School/After School,Capital Improvements,LEG,049BED
2007,1,Oregon,Obesity,Disparities/Equity,School/After School,Physical Education,LEG,013DEQ
2001,1,Texas,Obesity,Appropriations,School/After School,Foods And Beverages For Schools Use,LEG,002APP
2011,1,Minnesota,Nutrition,Appropriations,Community,Stadiums,LEG,002APP
2010,1,Hawaii,Nutrition,Fruits and Vegetables,School/After School,Farm to School Models,LEG,025FAV
2007,1,Washington,Nutrition,Media Campaigns,Community,Small Farm Direct Marketing Assistance,LEG,031MDC
2011,1,South Carolina,Nutrition,Vending,School/After School,Student Snack Consumption,LEG,051VEN
2009,1,Minnesota,Nutrition,Appropriations,Community,Agriculture,LEG,002APP
2009,1,Pennsylvania,Obesity,Health Insurance Coverage,School/After School,Secondary School Athletics Equity Disclosure,LEG,028HIC
2005,1,Tennessee,Obesity,Appropriations,School/After School,Child Nutrition and Wellness,LEG,002APP
2011,1,New Mexico,Nutrition,Incentives,Medical and/or Hospital,Employee Wellness Incentive Programs,LEG,029INC
2011,1,South Carolina,Nutrition,Fruits and Vegetables,School/After School,Snack Food Consumption,LEG,025FAV
2011,1,Texas,Physical Activity,Public Transportation,Community,Rowlett Waterfront Entertainment Management District,LEG,040TRS
2013,1,Arkansas,Nutrition,Initiatives and Programs,Community,Community Services Block Grant State Plan,REG,053INP
2011,1,Vermont,Nutrition,Incentives,Community,Sugar-Sweetened Beverages,LEG,029INC
2011,1,Montana,Nutrition,Incentives,Community,Soft Drink Excise Tax,LEG,029INC
2010,1,Illinois,Obesity,Appropriations,Community,Night Preservation,LEG,002APP
2013,2,Michigan,Nutrition,Access to Healthy Foods,Community,Provides for School Aid,LEG,001AHF
2013,1,New York,Physical Activity,Built Environment and Street-Scale Design,Community,New York State Smart Growth Interagency Task Force,LEG,049BED
2010,1,New Jersey,Obesity,Appropriations,Community,Local Redevelopment And Housing Law,LEG,002APP
2011,1,Georgia,Nutrition,Access to Healthy Foods,School/After School,Georgia Grown Farm Products,LEG,001AHF
2011,1,Minnesota,Physical Activity,"Parks, Recreation and Trails",Community,Transportation,LEG,034PRT
2003,1,South Carolina,Physical Activity,Safe Routes to Schools,School/After School,Municipal and County Governing Bodies,LEG,041SRS
2009,1,Wisconsin,Obesity,Sugar Sweetened Beverages,Early Care and Education,Physical Fitness Assessments,LEG,046SSB
2011,1,Texas,Nutrition,Farm Direct Foods,Community,Urban Farms Tax Relief,LEG,015FDF
2011,1,Indiana,Nutrition,Appropriations,Community,Farm Wineries and Direct Wine Sellers,LEG,002APP
2012,1,New York,Obesity,Body Mass Index (BMI),School/After School,An Act in Relation to Screening for Childhood  Obesity<br>,LEG,006BMI
2009,1,Michigan,Obesity,Food Restrictions,Community,Community Health Appropriations,LEG,020FOR
2010,1,District of Columbia,Nutrition,Access to Healthy Foods,Community,Supermarket Tax Abatement,LEG,001AHF
2012,1,California,Nutrition,Nutrition Standards,Early Care and Education,An Act Relating to Family Day Care Homes<br>,LEG,010NUS
2011,1,Louisiana,Obesity,Appropriations,Restaurant/Retail,Sales Tax and Water,LEG,002APP
2004,1,South Dakota,Nutrition,Appropriations,Community,Food Sales Tax Refund Program,LEG,002APP
2010,1,Florida,Nutrition,Farmers Markets,Restaurant/Retail,Prevention of Obesity,LEG,016FAM
2009,1,Washington,Physical Activity,Safe Routes to Schools,Community,Supplemental Transportation Appropriations,LEG,041SRS
2011,1,District of Columbia,Physical Activity,Pedestrians/Walking,Community,Pedestrian Safety Reinforcement Temporary Amendment Act,LEG,052PED
2011,1,New York,Nutrition,Appropriations,Restaurant/Retail,Foods Containing Artificial Trans Fat,LEG,002APP
2010,1,Texas,Obesity,Appropriations,Early Care and Education,Basic Care Requirements For Pre-kindergarten,REG,002APP
2011,1,Maine,Obesity,Initiatives and Programs,Community,An Act Relating to Healthy Maine<br>,LEG,053INP
2010,1,District of Columbia,Nutrition,Disparities/Equity,Restaurant/Retail,Supermarket Tax Abatement,LEG,013DEQ
2010,1,Tennessee,Nutrition,Breastfeeding,Community,Health Care,LEG,007BFD
2011,1,New York,Nutrition,Appropriations,Community,Exemption from Tolls for Farmers,LEG,002APP
2009,1,Maryland,Nutrition,Appropriations,Community,Sales and Use Tax,LEG,002APP
2013,1,New York,Obesity,Initiatives and Programs,Restaurant/Retail,Omnibus Obesity and Respiratory Illness Reduction Act,LEG,053INP
2012,1,New York,Nutrition,Agriculture and Farming,Early Care and Education,Relates to Obesity Prevention<br>,LEG,017AGF
2011,1,Florida,Physical Activity,Physical Activity Requirements,School/After School,Public School Instruction,LEG,035PAR
2013,1,New York,Physical Activity,Built Environment and Street-Scale Design,Community,An Act to Amend the Executive Law and the State Finance Law,LEG,049BED
2003,1,Washington,Obesity,Appropriations,Community,Development Of Water Trail Sites,LEG,002APP
2009,1,New York,Nutrition,Breastfeeding,Medical and/or Hospital,Prenatal Programs and Services,LEG,007BFD
2011,1,Washington,Obesity,Body Mass Index (BMI),School/After School,Certain Public Facilities and Impact Fees,LEG,006BMI
2012,1,Mississippi,Nutrition,Farm Direct Foods,Community,An Act Making Appropriations<br>,LEG,015FDF
2011,1,New York,Physical Activity,Appropriations,Community,Objects Or Purposes for Which Certain Bonds Were Issued,LEG,002APP
2011,1,Illinois,Obesity,Food Restrictions,Restaurant/Retail,Public Aid Code,LEG,020FOR
2009,1,Georgia,Physical Activity,Pedestrians/Walking,Community,Local Government,LEG,052PED
2007,1,Washington,Obesity,Menu Labeling,Community,Procedural Criteria for Adopting Comprehensive Plans,REG,032MNL
2009,1,Pennsylvania,Nutrition,Medical Care,Community,Reckless Endangerment,LEG,026MEC
2013,1,New York,Nutrition,Access to Healthy Foods,School/After School,An Act to Amend the Agriculture and Markets Law,LEG,001AHF
2006,1,West Virginia,Nutrition,Agriculture and Farming,Community,Budget Bill,LEG,017AGF
2011,1,Maine,Physical Activity,"Parks, Recreation and Trails",Community,Plantations and Tax Increment Financing,LEG,034PRT
2015,1,New York,Physical Activity,Physical Activity Requirements,Work Place,Trans fat reduction; Menu Labeling; breastfeeding rights; BMI in schools; PE/PA requirements; Bicycle parking,LEG,035PAR
2011,1,Massachusetts,Nutrition,Farmers Markets,Restaurant/Retail,Farmers Markets,LEG,016FAM
2011,1,South Carolina,Nutrition,Medical Care,Community,Mixed-Use Town Centers,LEG,026MEC
2010,1,Wisconsin,Nutrition,Farmers Markets,School/After School,Locally Grown Food in School Meals,LEG,016FAM
2011,1,Nevada,Obesity,Appropriations,Restaurant/Retail,Fee on Sales by Fast Food Businesses,LEG,002APP
2013,1,Massachusetts,Physical Activity,Public Transportation,Community,An Act to Promote Livable Communities and Zoning Reform ActAn Act to Promote Livable Communities and Zoning Reform Act,LEG,040TRS
2011,1,Indiana,Nutrition,Farm Direct Foods,Community,Agritourism Liability,LEG,015FDF
2010,1,North Carolina,Obesity,Task Forces/Councils,Early Care and Education,Child Care Commission,LEG,047TFC
2011,1,Arkansas,Obesity,TV/Screen Viewing,Early Care and Education,Minimum Licensing Requirements for Child Care Centers<br>,REG,048TVS
2011,1,Illinois,Obesity,Appropriations,School/After School,School zone Speed Limits,LEG,002APP
2007,1,Rhode Island,Nutrition,Vending,School/After School,High School Snacks and Beverages,LEG,051VEN
2010,1,California,Nutrition,Correctional Facilities Farms Programs,Work Place,Health and Human Services: Federal Grant Opportunities,LEG,018CFP
2011,1,Rhode Island,Obesity,Appropriations,Community,Motor and Other Vehicles,LEG,002APP
2011,1,Texas,Physical Activity,Public Safety,Community,Creation of the Port Isabel Improvement District No 1,LEG,039SAF
2007,1,Vermont,Nutrition,Incentives,School/After School,Local Foods,LEG,029INC
2008,1,Virginia,Nutrition,Appropriations,School/After School,Board of Education Database on Nutrition and Fitness,LEG,002APP
2009,1,New York,Obesity,Menu Labeling,Community,New York Main Street Program,LEG,032MNL
2011,1,Mississippi,Nutrition,Agriculture and Farming,Community,Organic Certification Program,LEG,017AGF
2011,1,Alabama,Nutrition,Vending,Community,Public K-12 Education,LEG,051VEN
2011,1,West Virginia,Nutrition,Liability and Indemnity,Community,State Excess Lottery Revenue Fund,LEG,030LAI
2009,1,Wisconsin,Obesity,Food Restrictions,Early Care and Education,Physical Fitness Assessments,LEG,020FOR
2010,1,Massachusetts,Physical Activity,Physical Activity Requirements,School/After School,Quality Physical Education,LEG,035PAR
2011,1,Florida,Obesity,Menu Labeling,Community,Public Food Service Establishments,LEG,032MNL
2009,1,Illinois,Nutrition,Agriculture and Farming,Medical and/or Hospital,Local Food and Farms and Jobs Act,LEG,017AGF
2011,1,Connecticut,Obesity,Appropriations,Community,Agricultural Development,LEG,002APP
2010,1,Illinois,Nutrition,Task Forces/Councils,Community,Fresh Food Fund,LEG,047TFC
2011,1,Arkansas,Nutrition,Appropriations,Restaurant/Retail,Municipal Regulation of Farmers Markets,LEG,002APP
2002,1,New York,Nutrition,Appropriations,Community,An Act Making Appropriations for the Support of  Government<br>,LEG,002APP
2009,1,Florida,Physical Activity,Physical Education Requirements,School/After School,School Wellness and Physical Education Policies,LEG,036PER
2009,1,New Hampshire,Physical Activity,Bicycling,Community,Bicyclist Behavior At Traffic Intersections,LEG,005BIK
2011,1,Utah,Physical Activity,"Parks, Recreation and Trails",Community,Community Development and Renewal Agencies,LEG,034PRT
2009,1,Hawaii,Obesity,Body Mass Index (BMI),Community,Affordable Housing and Fees,LEG,006BMI
2009,1,New York,Nutrition,Trans Fats,Community,Prohibited Use and Sale of Artificial Trans Fats,LEG,050FAT
2010,1,Mississippi,Physical Activity,Built Environment and Street-Scale Design,Community,Bicycles,LEG,049BED
2011,1,Michigan,Nutrition,Liability and Indemnity,Community,Agriculture Industry,LEG,030LAI
2006,1,Nevada,Obesity,Appropriations,Early Care and Education,Services and Facilities for Care of Children,REG,002APP
2011,1,Hawaii,Physical Activity,Pedestrians/Walking,Work Place,On-Call Physician Tax Credit,LEG,052PED
2011,1,Minnesota,Obesity,Appropriations,Medical and/or Hospital,Public Finance,LEG,002APP
2009,1,Massachusetts,Physical Activity,Built Environment and Street-Scale Design,Community,Bicyclist Safety,LEG,049BED
2011,1,Massachusetts,Obesity,Appropriations,Community,Building of More Modern Transportation Systems,LEG,002APP
2009,1,Massachusetts,Physical Activity,Physical Activity Requirements,Community,Out of School Time Programming,LEG,035PAR
2011,1,Arkansas,Obesity,Appropriations,School/After School,Childhood Education Appropriation,LEG,002APP
2011,1,Louisiana,Nutrition,Appropriations,Community,State Sales and Use Tax,LEG,002APP
2009,1,Massachusetts,Nutrition,School Nutrition,School/After School,Healthy School Meals,LEG,043SNU
2009,1,New York,Physical Activity,School Siting,School/After School,Yonkers Safe City Fund,LEG,042SIT
2011,1,Tennessee,Obesity,Appropriations,Community,Taxes,LEG,002APP
2003,1,New York,Nutrition,Agriculture and Farming,Community,An Act Making Appropriations,LEG,017AGF
2010,1,New York,Obesity,Menu Labeling,Restaurant/Retail,Posting of Calorie Content of Food,LEG,032MNL
2010,1,Minnesota,Nutrition,School Nutrition,School/After School,Education Finance,LEG,043SNU
2007,1,Tennessee,Nutrition,Initiatives and Programs,Community,House Joint Resolution,LEG,053INP
2009,1,Illinois,Nutrition,Appropriations,School/After School,University Nutrition,LEG,002APP
2011,1,Washington,Obesity,Appropriations,Early Care and Education,Student Focused State Level Education Governance System,LEG,002APP
2011,1,Oklahoma,Obesity,Front of Package Labeling,Community,Healthier Neighborhood Living Task Force,LEG,024FOP
2011,1,Rhode Island,Physical Activity,Built Environment and Street-Scale Design,Community,State Affairs and Government,LEG,049BED
2009,1,Florida,Nutrition,Food Assistance Programs,Community,Incorporations by Reference,REG,003FAP
2009,1,New York,Nutrition,Task Forces/Councils,School/After School,School Lunch Program,LEG,047TFC
2014,1,Hawaii,Nutrition,Appropriations,Community,Increased Food Security and Food Self-Sufficiency Strategy,LEG,002APP
2011,1,South Carolina,Nutrition,Nutrition Standards,School/After School,School Sold Snacks,LEG,010NUS
2011,1,Arkansas,Nutrition,Farmers Markets,Community,Municipal Regulation of Farmers Markets,LEG,016FAM
2007,1,Vermont,Nutrition,Medical Care,Community,Energy Independence,LEG,026MEC
2011,1,Oregon,Nutrition,Farm Direct Foods,Community,The Oregon Food Policy Council,LEG,015FDF
2014,1,Missouri,Nutrition,Incentives,Community,Sales Tax Exemption and SNAP use at Farmers Markets,LEG,029INC
2011,1,Rhode Island,Physical Activity,Safe Routes to Schools,School/After School,State Affairs and Government,LEG,041SRS
2005,1,Illinois,Nutrition,Media Campaigns,Community,Food Systems Policy Council,LEG,031MDC
2009,1,Rhode Island,Nutrition,Nutrition Standards,School/After School,Education,LEG,010NUS
2009,1,Massachusetts,Physical Activity,"Parks, Recreation and Trails",Community,Livable Communities,LEG,034PRT
2015,1,New York,Obesity,Initiatives and Programs,Community,Trans fat reduction; breastfeeding rights; BMI in schools; PE/PA requirements; Bicycle parking,LEG,053INP
2011,1,Tennessee,Nutrition,Appropriations,Restaurant/Retail,Public Funds and Financing,LEG,002APP
2011,1,New York,Nutrition,Appropriations,Restaurant/Retail,Retail Farm Operations,LEG,002APP
2009,1,New York,Nutrition,Healthier Food Retail and Food Deserts,Community,State Budget,LEG,021HFR
2009,1,Minnesota,Obesity,Appropriations,Community,Transportation,LEG,002APP
2011,1,Oregon,Nutrition,Nutrition Standards,Community,Establishment of Nutritional Requirement for Food Items,LEG,010NUS
2009,1,Connecticut,Physical Activity,Bicycling,Community,Biking and Walking Improvements,LEG,005BIK
2009,1,New York,Nutrition,Agriculture and Farming,Community,"Education, Labor and Family Assistance Budget",LEG,017AGF
