Year,Quarter,LocationDesc,HealthTopic,PolicyTopic,Setting,Title,PolicyTypeID,PolicyTopicID
2011,1,Mississippi,Obesity,Menu Labeling,Community,Uniform Common Interest Ownership Act,LEG,032MNL
2010,1,Oregon,Physical Activity,Public Transportation,Community,Multimodal Transportation Fund Program,REG,040TRS
2009,1,New York,Nutrition,Agriculture and Farming,Community,Orchards and Vineyards,LEG,017AGF
2010,1,Rhode Island,Physical Activity,Task Forces/Councils,Medical and/or Hospital,State Affairs and Government,LEG,047TFC
2009,1,Kansas,Obesity,Appropriations,Community,Department of Transportation,LEG,002APP
2011,1,Minnesota,Physical Activity,Safe Routes to Schools,Community,Capital Improvements,LEG,041SRS
2011,1,Rhode Island,Nutrition,School Nutrition,Community,Comprehensive Planning and Land Use Act,LEG,043SNU
2005,1,Maine,Nutrition,School Nutrition,School/After School,School Nutrition Education,LEG,043SNU
2010,1,Pennsylvania,Physical Activity,Appropriations,Community,Annual Registration for Passenger Cars,LEG,002APP
2009,1,Pennsylvania,Obesity,Appropriations,Community,Transportation Code and the Vehicles Code,LEG,002APP
2010,1,New York,Obesity,Appropriations,Community,New York State Council on Food Policy,LEG,002APP
2009,1,Florida,Obesity,Body Mass Index (BMI),Community,Growth Management,LEG,006BMI
2011,1,California,Physical Activity,Safe Routes to Schools,School/After School,Safe Routes to School,LEG,041SRS
2011,1,Hawaii,Nutrition,Appropriations,Community,Senior Citizens,LEG,002APP
2009,1,Florida,Obesity,Appropriations,Community,Sales and Use Tax,LEG,002APP
2009,1,Washington,Obesity,Body Mass Index (BMI),Community,Greenhouse Gases in Washington,LEG,006BMI
2005,1,Hawaii,Obesity,Appropriations,Community,Budget Bill,LEG,002APP
2010,1,Kentucky,Nutrition,Task Forces/Councils,Work Place,Encouraging Health Lifestyles,LEG,047TFC
2011,1,New York,Physical Activity,Public Safety,Community,Safe Streets Security Camera Registry Act,LEG,039SAF
2010,1,Washington,Physical Activity,Public Transportation,Community,Revenue Generated From Tolling,LEG,040TRS
2009,1,Texas,Physical Activity,Task Forces/Councils,Community,Early Childhood Health and Nutrition,LEG,047TFC
2009,1,Indiana,Nutrition,Farm Direct Foods,Community,Farmers Markets and Roadside Stands,LEG,015FDF
2010,1,Mississippi,Nutrition,Appropriations,School/After School,School Nutrition,LEG,002APP
2009,1,Massachusetts,Nutrition,Trans Fats,Community,Foods Containing Artificial Trans Fat,LEG,050FAT
2011,1,Georgia,Physical Activity,Public Transportation,Community,Legislative Resolution,LEG,040TRS
2006,1,Colorado,Nutrition,Fruits and Vegetables,School/After School,Fruits And Vegetables In Schools,LEG,025FAV
2003,1,New Hampshire,Obesity,Appropriations,Community,Trails and Parking Lots in Windham,LEG,002APP
2009,1,Missouri,Physical Activity,Physical Education Requirements,School/After School,School District Records,LEG,036PER
2009,1,Utah,Nutrition,Agriculture and Farming,Community,Food Establishment Registration,REG,017AGF
2009,1,New York,Obesity,Food Restrictions,School/After School,School Food Regulations,LEG,020FOR
2012,1,New York,Obesity,Sugar Sweetened Beverages,Restaurant/Retail,An Act to Amend the Public Health Law<br>,LEG,046SSB
2011,1,New York,Nutrition,Task Forces/Councils,Restaurant/Retail,Senior Benefits Card Program,LEG,047TFC
2003,1,Texas,Physical Activity,Task Forces/Councils,School/After School,Public School Children,LEG,047TFC
2009,1,Massachusetts,Nutrition,Food Assistance Programs,Community,Electronic Benefit Transfer Farmers Market Project,LEG,003FAP
2003,1,Maine,Obesity,Health Insurance Coverage,Work Place,An Act to Study Obesity and Methods to Reduce the Cost of Health Care and Increase the Public Health<br>,LEG,028HIC
2011,1,Tennessee,Physical Activity,Built Environment and Street-Scale Design,Community,An Act Relating to the Construction of Facilities and Trails <br>,LEG,049BED
2008,1,Hawaii,Nutrition,Incentives,School/After School,Senate Concurrent  Resolution<br>,LEG,029INC
2009,1,West Virginia,Nutrition,Appropriations,Community,Healthy West Virginia Program,LEG,002APP
2009,1,Minnesota,Physical Activity,School Siting,School/After School,Capital Improvements,LEG,042SIT
2010,1,Rhode Island,Nutrition,Medical Care,Community,Rules of the Road,LEG,026MEC
2009,1,Oregon,Nutrition,Farm Direct Foods,Community,Agricultural Development Division,LEG,015FDF
2011,2,Massachusetts,Obesity,Appropriations,Community,An Act Making Appropriations,LEG,002APP
2012,1,Hawaii,Nutrition,Farm Direct Foods,Community,An Act Relating to Agriculture<br>,LEG,015FDF
2009,1,Massachusetts,Physical Activity,School Siting,Community,Transportation System Modernization,LEG,042SIT
2011,1,California,Nutrition,Food Security,School/After School,Budget Act of 2011,LEG,023FOS
2003,1,Massachusetts,Nutrition,Agriculture and Farming,Community,An Act Making Appropriations<br>,LEG,017AGF
2010,1,Ohio,Obesity,Body Mass Index (BMI),Medical and/or Hospital,"Wellness, Disease Management, Transparency",REG,006BMI
2009,1,Nebraska,Physical Activity,Bicycling,Community,Community Improvement District Act,LEG,005BIK
2003,1,Nevada,Nutrition,Liability and Indemnity,Community,State Board of Finance,LEG,030LAI
2015,1,New York,Physical Activity,Bicycling,Work Place,Trans fat reduction; Menu Labeling; breastfeeding rights; BMI in schools; PE/PA requirements; Bicycle parking,LEG,005BIK
2011,1,New York,Nutrition,Medical Care,Community,Objects Or Purposes for Which Certain Bonds Were Issued,LEG,026MEC
2011,1,West Virginia,Physical Activity,Bicycling,School/After School,Child Safety,LEG,005BIK
2010,1,Pennsylvania,Nutrition,Appropriations,Restaurant/Retail,Agricultural Surplus System,LEG,002APP
2011,1,Rhode Island,Obesity,Appropriations,Community,Motor and Other Vehicles,LEG,002APP
2011,1,Arkansas,Nutrition,Agriculture and Farming,Community,Corrections Facilities Appropriation,LEG,017AGF
2010,1,New Jersey,Obesity,Menu Labeling,School/After School,Economic Redevelopment Growth Area Qualification,LEG,032MNL
2011,1,Hawaii,Obesity,Body Mass Index (BMI),Community,Repair and Repaving Of Side Streets,LEG,006BMI
2009,1,Florida,Nutrition,Breastfeeding,Community,Excuse From Jury Service,LEG,007BFD
2009,1,Connecticut,Obesity,Appropriations,Community,Federal Supplemental Nutrition Assistance Program,LEG,002APP
2011,1,New Jersey,Nutrition,Appropriations,Community,Mobil Fresh Produce Markets,LEG,002APP
2010,1,Hawaii,Physical Activity,Bicycling,Community,Koloa Community Hapa Trail Volunteer Assistance,LEG,005BIK
2009,1,Washington,Physical Activity,Pedestrians/Walking,Community,Revenues for Public Trails,LEG,052PED
2013,1,Utah,Physical Activity,Bicycling,Community,Modification of the Traffic Code Related to Bicycles,LEG,005BIK
2011,1,Maryland,Nutrition,Food Policy Councils,Restaurant/Retail,Maryland Food and Nutrition Policy Council,LEG,022FPC
2009,1,Iowa,Nutrition,Nutrition Standards,Community,Adult Day Services Programs,REG,010NUS
2011,1,West Virginia,Obesity,Incentives,Restaurant/Retail,Soft Drinks Tax,LEG,029INC
2010,1,Colorado,Obesity,Food Restrictions,School/After School,Food Systems Advisory Council,LEG,020FOR
2003,1,Maine,Nutrition,School Nutrition,School/After School,An Act to Study Obesity and Methods to Reduce the Cost of Health Care and Increase the Public Health<br>,LEG,043SNU
2010,1,District of Columbia,Nutrition,Nutrition Standards,School/After School,Healthy Schools,LEG,010NUS
2012,1,New York,Nutrition,Farm Direct Foods,Early Care and Education,Relates to Obesity Prevention<br>,LEG,015FDF
2009,1,New Jersey,Physical Activity,Public Transportation,Community,Smart Housing Incentives Act,LEG,040TRS
2009,1,Illinois,Nutrition,Appropriations,Community,Tax Acts,LEG,002APP
2009,1,North Carolina,Nutrition,Appropriations,Community,Active Living Plan Grants,LEG,002APP
2010,1,Iowa,Physical Activity,Physical Education Requirements,School/After School,School Budget,LEG,036PER
2009,1,Ohio,Physical Activity,Task Forces/Councils,School/After School,Nutritional Standards,LEG,047TFC
2009,1,Massachusetts,Physical Activity,Built Environment and Street-Scale Design,Community,2010 Supplemental Budget,LEG,049BED
2010,1,Utah,Obesity,Appropriations,Community,New Fiscal Year Appropriations Act,LEG,002APP
2010,1,Minnesota,Physical Activity,Appropriations,Community,Capital Improvements,LEG,002APP
2009,1,North Carolina,Nutrition,Appropriations,Early Care and Education,Healthy Eating and Physical Activity Child Care,LEG,002APP
2009,1,Hawaii,Physical Activity,Built Environment and Street-Scale Design,Community,Highways and Complete Streets,LEG,049BED
2010,1,Maryland,Nutrition,Appropriations,Community,Farmers Markets,LEG,002APP
2009,1,Tennessee,Nutrition,Appropriations,Community,Food and Food Products,LEG,002APP
2009,1,Massachusetts,Obesity,Appropriations,Community,Healthy Transportation Planning,LEG,002APP
2011,1,Florida,Nutrition,Incentives,Restaurant/Retail,Streamlined Sales and Use Tax Agreement,LEG,029INC
2011,1,Hawaii,Nutrition,Point of Purchase Promotion,Restaurant/Retail,Aspartame,LEG,037POP
2013,1,Oklahoma,Nutrition,Incentives,Community,An Act Relating to Sales Tax,LEG,029INC
2010,1,California,Physical Activity,Physical Education Requirements,School/After School,Budget Act of 2010,LEG,036PER
2011,1,Maine,Nutrition,Food Assistance Programs,Community,Farmers Markets and Electronic Fund Transfer,LEG,003FAP
2010,1,Oregon,Nutrition,Appropriations,Restaurant/Retail,Senior Farm Direct Nutrition Program,REG,002APP
2011,1,Hawaii,Obesity,Task Forces/Councils,Medical and/or Hospital,Health,LEG,047TFC
2011,1,Mississippi,Obesity,Body Mass Index (BMI),School/After School,Body Mass Index,LEG,006BMI
2009,1,Tennessee,Nutrition,Nutrition Standards,School/After School,Education,LEG,010NUS
2010,1,New York,Obesity,Appropriations,Community,Qualified School Construction Bonds,REG,002APP
2011,1,California,Nutrition,Appropriations,Community,CalFresh,LEG,002APP
2011,1,Texas,Obesity,Appropriations,School/After School,Tax Supported Bonds,LEG,002APP
2011,1,Iowa,Nutrition,Appropriations,Community,Federal and Other Nonstate Funding,LEG,002APP
2012,1,New York,Nutrition,Agriculture and Farming,Community,An Act to Combat the Incidence of Adult and Childhood Obesity<br>,LEG,017AGF
2009,1,New York,Physical Activity,Pedestrians/Walking,Community,Smart Growth,LEG,052PED
2012,1,New Jersey,Physical Activity,Built Environment and Street-Scale Design,Community,An Act Concerning the Development of Transit Villages<br>,LEG,049BED
2011,1,Illinois,Nutrition,Access to Healthy Foods,Restaurant/Retail,Public Aid Code,LEG,001AHF
2012,1,New Hampshire,Nutrition,Agriculture and Farming,Community,Special Occasion Events Conducted on Preserved Farmland <br>,LEG,017AGF
2012,2,Massachusetts,Physical Activity,Appropriations,Community,An Act Making Appropriations,LEG,002APP
2012,1,West Virginia,Physical Activity,Physical Education Requirements,School/After School,Free Appropriate Public Education<br>,REG,036PER
2012,2,New Jersey,Nutrition,Farm Direct Foods,School/After School,"""An act concerning produce served in schools, and supplementing chapter 33 of Title 18A of the New Jersey Statutes""",LEG,015FDF
2005,1,New York,Obesity,Initiatives and Programs,Early Care and Education,An Act to Amend the Public Health Law<br>,LEG,053INP
2009,1,Wisconsin,Physical Activity,Public Safety,Community,Ripon Tax Incremental Financing District,LEG,039SAF
2011,1,Florida,Obesity,Initiatives and Programs,School/After School,Chronic Diseases<br>,LEG,053INP
2011,1,Maine,Obesity,Appropriations,Community,Farm and Fish to School Program,LEG,002APP
2009,1,Wyoming,Nutrition,Agriculture and Farming,School/After School,Healthy Food Initiative Act,LEG,017AGF
2010,1,District of Columbia,Obesity,Marketing Restrictions,Restaurant/Retail,Fiscal Year 2010 Budget Support Act,LEG,019MAR
2014,3,California,Obesity,Access to Drinking Water,School/After School,Distinguished After School Health (DASH) Recognition Program,LEG,014ADW
2010,1,California,Nutrition,Appropriations,Community,Health and Human Services: Federal Grant Opportunities,LEG,002APP
2010,1,Connecticut,Obesity,Appropriations,School/After School,Secondary School Reform,LEG,002APP
2009,1,Missouri,Obesity,Appropriations,Community,Kosher Foods,LEG,002APP
2015,2,Alabama,Nutrition,Access to Healthy Foods,Restaurant/Retail,Healthy Food Financing Act,LEG,001AHF
2010,1,Oklahoma,Nutrition,Appropriations,Community,Public Health,LEG,002APP
2011,1,New York,Physical Activity,Physical Activity Requirements,School/After School,Creating a Pilot Program to Improve Physical Education and Physical Activity Programs in Schools<br>,LEG,035PAR
2011,1,Mississippi,Nutrition,Incentives,Community,Health Foods,LEG,029INC
2011,1,Hawaii,Nutrition,Appropriations,Community,Hawaii Agricultural Products,LEG,002APP
2011,1,California,Physical Activity,Public Safety,Community,Community Development: Plan Consistency,LEG,039SAF
2011,1,Michigan,Obesity,Marketing Restrictions,Restaurant/Retail,Restaurant Food,LEG,019MAR
2010,1,New Jersey,Physical Activity,Bicycling,Community,Transportation Trust Fund,LEG,005BIK
2011,1,Hawaii,Nutrition,Farm Direct Foods,School/After School,School Gardens,LEG,015FDF
2011,1,New York,Obesity,Sugar Sweetened Beverages,School/After School,Prohibiting the Sale of Certain Foods and Beverages<br>,LEG,046SSB
2005,1,California,Nutrition,Initiatives and Programs,Work Place,Senate Concurrent resolution                 <br>,LEG,053INP
2011,1,Mississippi,Physical Activity,Incentives,Medical and/or Hospital,Wellness Council Activities,LEG,029INC
2009,1,California,Obesity,Food Restrictions,Restaurant/Retail,Agriculture: Victory Garden Growers,LEG,020FOR
2010,1,Illinois,Obesity,Food Restrictions,Restaurant/Retail,Fresh Produce in Schools,LEG,020FOR
2009,1,Minnesota,Nutrition,Farm Direct Foods,Community,Appropriations,LEG,015FDF
2009,1,Massachusetts,Nutrition,Disparities/Equity,Restaurant/Retail,Wellness Trust,LEG,013DEQ
2010,1,District of Columbia,Nutrition,Access to Healthy Foods,Community,Supermarket Tax Exemptions,LEG,001AHF
2014,1,Illinois,Obesity,Health Insurance Coverage,Work Place,Provisions Applicable to Individual and Group Policies,REG,028HIC
2011,1,Iowa,Nutrition,Appropriations,Community,Production Processing,LEG,002APP
2009,1,North Carolina,Nutrition,School Nutrition,School/After School,Sustainable Local Food Advisory Council,LEG,043SNU
2010,1,District of Columbia,Obesity,Marketing Restrictions,Restaurant/Retail,Southeast Federal Center and Yards,LEG,019MAR
2011,1,Hawaii,Nutrition,Access to Healthy Foods,Community,Open markets,LEG,001AHF
2009,1,Massachusetts,Obesity,Appropriations,Community,Out of School Time Programming,LEG,002APP
2009,1,Illinois,Nutrition,Liability and Indemnity,Community,Agency Appropriations,LEG,030LAI
2011,1,Rhode Island,Physical Activity,Bicycling,School/After School,State Affairs and Government,LEG,005BIK
2009,1,Illinois,Nutrition,Appropriations,Medical and/or Hospital,"Illinois Food, Farms, and Jobs Act",LEG,002APP
2007,1,North Carolina,Physical Activity,Physical Activity Requirements,Community,Appropriations Act of 2007,LEG,035PAR
2011,1,Florida,Nutrition,Liability and Indemnity,Community,Growth Management,LEG,030LAI
2009,1,Connecticut,Physical Activity,"Parks, Recreation and Trails",Community,Trumbull Gardens,LEG,034PRT
2010,1,Louisiana,Physical Activity,Pedestrians/Walking,Community,Agency Ancillary Funds,LEG,052PED
2009,1,Texas,Obesity,Menu Labeling,Restaurant/Retail,Restaurant Nutrition Information,LEG,032MNL
2011,1,Rhode Island,Nutrition,School Nutrition,School/After School,Food and Drugs,LEG,043SNU
2013,1,Hawaii,Nutrition,Initiatives and Programs,Community,Relating to Food Self-Sufficiency,LEG,053INP
2011,1,Iowa,Obesity,Appropriations,Community,Production and Marketing of Local Foods,LEG,002APP
2009,1,Arkansas,Physical Activity,Physical Education Requirements,Early Care and Education,Child Care Grants,LEG,036PER
2015,1,New York,Physical Activity,Physical Education Requirements,Community,Trans fat reduction; Menu Labeling; breastfeeding rights; BMI in schools; PE/PA requirements; Bicycle parking,LEG,036PER
2005,1,Oregon,Nutrition,Liability and Indemnity,School/After School,Relates To Safe Routes To Schools,LEG,030LAI
2008,1,New York,Nutrition,Access to Healthy Foods,Community,An ActÂ Making Appropriation<br>,LEG,001AHF
2011,1,Arizona,Physical Activity,Public Safety,Community,Flood Control District Regulations,LEG,039SAF
2013,2,Vermont,Physical Activity,"Parks, Recreation and Trails",Community,Neighborhood Planning and Development,LEG,034PRT
2005,1,California,Physical Activity,"Parks, Recreation and Trails",Community,Parks: The Great California Delta Trail System,LEG,034PRT
2011,1,Missouri,Nutrition,School Nutrition,School/After School,Farm to Table Advisory Board,LEG,043SNU
2010,1,Colorado,Nutrition,Task Forces/Councils,School/After School,Campaign to End Childhood Hunger By 2015,LEG,047TFC
2009,1,Texas,Nutrition,Media Campaigns,School/After School,School District Resources,LEG,031MDC
2010,1,Virginia,Nutrition,Appropriations,School/After School,Competitive Foods in Public Schools,LEG,002APP
2009,1,Utah,Nutrition,Medical Care,Community,Share the Road Bicycle Support Restricted Account,REG,026MEC
2011,1,Pennsylvania,Obesity,Appropriations,Community,Traffic Control Signals,LEG,002APP
2003,1,Pennsylvania,Physical Activity,Media Campaigns,Community,National Physical Fitness and Sports Month,LEG,031MDC
2011,1,California,Nutrition,Food Policy Councils,Community,Food Safety,LEG,022FPC
2010,1,Massachusetts,Obesity,Appropriations,School/After School,Design Construction Standards,REG,002APP
2011,1,Oklahoma,Nutrition,Media Campaigns,School/After School,School Property,LEG,031MDC
2011,1,Hawaii,Obesity,Access to Drinking Water,School/After School,Public Safety,LEG,014ADW
2011,1,California,Physical Activity,Signage for Recreation and Transportation,Community,Don Burnett Bicycle-Pedestrian Bridge,LEG,044SRT
2010,1,Louisiana,Nutrition,Appropriations,Restaurant/Retail,Sustainable Local Food Policy Council,LEG,002APP
2009,1,California,Physical Activity,Bicycling,Community,Transportation Finance: Highway Users Tax Account,LEG,005BIK
2009,1,New Hampshire,Nutrition,Farmers Markets,Community,Farmers Markets and Farm Stands,LEG,016FAM
2009,1,Illinois,Nutrition,Trans Fats,Work Place,Wellness Tax Credit,LEG,050FAT
2010,1,New Jersey,Obesity,Appropriations,Community,Smart Housing Incentives Act,LEG,002APP
2010,1,Illinois,Nutrition,Access to Healthy Foods,School/After School,Farm Fresh Schools Program Act,LEG,001AHF
2009,1,Washington,Obesity,Food Restrictions,Community,Meat and Poultry Inspection Program,LEG,020FOR
2010,1,Virginia,Physical Activity,Physical Education Requirements,School/After School,Public Schools,LEG,036PER
2009,1,Massachusetts,Nutrition,Incentives,School/After School,Student Nutrition and Wellness,LEG,029INC
2010,1,Illinois,Nutrition,Appropriations,Restaurant/Retail,Farmers Markets,LEG,002APP
2009,1,Illinois,Nutrition,Food Security,Community,Menu Education and Labeling Act,LEG,023FOS
2014,4,District of Columbia,Nutrition,Healthier Food Retail and Food Deserts,Community,Food Policy Council,LEG,021HFR
2016,2,Kansas,Nutrition,Farm Direct Foods,Community,Extending the local food and farm task force,LEG,015FDF
2009,1,Illinois,Obesity,Food Restrictions,School/After School,Farm Fresh Schools Program Act,LEG,020FOR
2015,1,New York,Physical Activity,Physical Activity Requirements,Community,Trans fat reduction; Menu Labeling; breastfeeding rights; BMI in schools; PE/PA requirements; Bicycle parking,LEG,035PAR
2011,1,Massachusetts,Physical Activity,Bicycling,Community,Building of More Modern Transportation Systems,LEG,005BIK
2011,1,New York,Nutrition,Incentives,Work Place,Calcium Purchasing Preference Initiative,LEG,029INC
2009,1,Oklahoma,Obesity,Appropriations,School/After School,"Roads, Bridges And Ferries",LEG,002APP
2010,1,Pennsylvania,Nutrition,Appropriations,Community,National Fresh Food Financing Initiative,LEG,002APP
2009,1,Texas,Physical Activity,Task Forces/Councils,School/After School,Student Physical Fitness,LEG,047TFC
2002,1,Florida,Physical Activity,Bicycling,School/After School,An Act Relating to Safe Transportation for Children<br>,LEG,005BIK
2011,1,Oregon,Physical Activity,Access to Recreational Opportunities,School/After School,Healthy Lifestyles for Children,LEG,004ARO
2010,1,Mississippi,Nutrition,Farmers Markets,Restaurant/Retail,Certified Farmers' Markets,REG,016FAM
2011,1,Rhode Island,Obesity,Body Mass Index (BMI),Community,State Affairs and Government,LEG,006BMI
2010,1,Rhode Island,Nutrition,Healthier Food Retail and Food Deserts,Restaurant/Retail,Taxation,LEG,021HFR
2011,1,Arkansas,Nutrition,Task Forces/Councils,Community,Underserved Areas and Economic Development,LEG,047TFC
2011,1,Georgia,Nutrition,Appropriations,Community,Georgia Grown Farm Products,LEG,002APP
2009,1,Massachusetts,Obesity,Food Restrictions,School/After School,Governor Fiscal Year 2010 Budget,LEG,020FOR
2005,1,South Carolina,Physical Activity,Appropriations,School/After School,Physical Education And Nutritional Standards,LEG,002APP
2015,2,Washington,Nutrition,Fruits and Vegetables,School/After School,An act relating to the capital budget,LEG,025FAV
2010,1,Hawaii,Nutrition,Farm Direct Foods,Community,Taro Security,LEG,015FDF
2011,1,Minnesota,Physical Activity,Bicycling,Community,Transportation,LEG,005BIK
2009,1,Vermont,Nutrition,Farmers Markets,Community,Economic Development,LEG,016FAM
2010,1,Mississippi,Nutrition,Access to Healthy Foods,Restaurant/Retail,Healthy Food Retail Act,LEG,001AHF
2009,1,New Mexico,Obesity,Appropriations,Community,Small Cities Development Block Grants,REG,002APP
2011,1,Indiana,Nutrition,Medical Care,Community,Complete Streets Guidelines,LEG,026MEC
2010,1,Ohio,Nutrition,Fruits and Vegetables,Restaurant/Retail,Farmer's Authorization,REG,025FAV
2010,1,Arizona,Nutrition,Incentives,Restaurant/Retail,Transaction Privilege Tax and Soft Drinks,LEG,029INC
2009,1,New York,Nutrition,Agriculture and Farming,Restaurant/Retail,Senior Benefits Card Program,LEG,017AGF
2011,1,Ohio,Nutrition,Food Security,School/After School,Ohio Sustainable Food Advisory Council,LEG,023FOS
2010,1,District of Columbia,Physical Activity,Disparities/Equity,Medical and/or Hospital,Hospital and Medical Services Corporation,LEG,013DEQ
2011,1,Texas,Nutrition,Fruits and Vegetables,Work Place,Interagency Obesity Council,LEG,025FAV
2011,1,Massachusetts,Obesity,Appropriations,Community,Motorist Right of Way Violation Penalty,LEG,002APP
2011,1,Hawaii,Physical Activity,Bicycling,Community,Bicycles on Sidewalks,LEG,005BIK
2010,1,Maine,Nutrition,Farm Direct Foods,Restaurant/Retail,Farmers Market,LEG,015FDF
2009,1,New York,Nutrition,Appropriations,Community,Fruit Or Vegetable Storage Facilities,LEG,002APP
2010,1,Maryland,Physical Activity,Bicycling,Community,Transportation Projects,LEG,005BIK
2011,1,Hawaii,Nutrition,Farm Direct Foods,School/After School,Aspartame,LEG,015FDF
2009,1,New York,Physical Activity,Task Forces/Councils,Community,Senior Benefits Card Program,LEG,047TFC
2009,1,Massachusetts,Physical Activity,Appropriations,School/After School,Governor Fiscal Year 2010 Budget,LEG,002APP
2009,1,Iowa,Nutrition,Vending,School/After School,School Breakfast and Lunch Program,REG,051VEN
2009,1,Colorado,Nutrition,Farm Direct Foods,School/After School,Reauthorize Child Nutrition Act,LEG,015FDF
2017,3,Hawaii,Nutrition,Access to Healthy Foods,Community,<br>AGRICULTURAL LANDSâFARMERS' MARKETSâFOOD HUBS <br>,LEG,001AHF
2009,1,Illinois,Nutrition,Food Security,Restaurant/Retail,Nutritional Menu Labeling in Chain Restaurants,LEG,023FOS
2011,1,Minnesota,Obesity,Liability and Indemnity,Medical and/or Hospital,Civil Actions,LEG,030LAI
2010,1,Hawaii,Physical Activity,"Parks, Recreation and Trails",Community,Recreational Renaissance,LEG,034PRT
2013,1,Massachusetts,Physical Activity,Public Transportation,Community,Smart Growth Zoning Overlay District,REG,040TRS
2011,1,Texas,Nutrition,Access to Healthy Foods,Restaurant/Retail,Beverage Tax Imposition,LEG,001AHF
2011,1,Montana,Nutrition,Farm Direct Foods,Restaurant/Retail,Regulation of Retail Food Establishment Exemptions,LEG,015FDF
2010,1,Mississippi,Nutrition,Incentives,Restaurant/Retail,Sales Tax on Food,LEG,029INC
2011,1,Maryland,Physical Activity,Bicycling,Community,Quiet Vehicles and Pedestrian Safety Task Force,LEG,005BIK
2011,1,New York,Physical Activity,Disabilities,School/After School,Instruction in Physical Education,LEG,011DIS
2010,1,Pennsylvania,Obesity,Sugar Sweetened Beverages,School/After School,School Foods Reform,LEG,046SSB
2010,1,New Jersey,Obesity,Appropriations,Community,Transit Villages Act,LEG,002APP
2009,1,California,Physical Activity,Public Transportation,Community,Local Planning: Housing Element,LEG,040TRS
2011,1,Mississippi,Obesity,Appropriations,School/After School,Comprehensive School Health Education Program,LEG,002APP
2009,1,Vermont,Nutrition,Appropriations,Community,Economic Development,LEG,002APP
2010,1,New Jersey,Obesity,Appropriations,Community,Crosswalks,LEG,002APP
2009,1,Texas,Nutrition,Appropriations,School/After School,Farm to School Coordination Task Force,LEG,002APP
2009,1,Iowa,Nutrition,Farm Direct Foods,Community,Local Food and Farm Task Force,LEG,015FDF
2010,1,District of Columbia,Nutrition,Access to Healthy Foods,Community,Bellevue Small Area Action Plan,LEG,001AHF
2009,1,Alabama,Obesity,Food Restrictions,Community,State Appropriations,LEG,020FOR
2010,1,Minnesota,Nutrition,Nutrition Standards,School/After School,School District Wellness and Nursing Home Rates,LEG,010NUS
2011,1,New York,Physical Activity,Physical Activity Requirements,School/After School,Creating a Pilot Program to Improve Physical Education and Physical Activity Programs in  Schools<br>,LEG,035PAR
2011,1,Hawaii,Nutrition,Appropriations,Restaurant/Retail,Charter School Agricultural Business,LEG,002APP
2011,1,Florida,Obesity,Incentives,Medical and/or Hospital,Wellness and Health Improvement Programs,LEG,029INC
2010,1,Mississippi,Nutrition,Appropriations,Community,Farmers Markets,LEG,002APP
2009,1,Utah,Obesity,Appropriations,School/After School,Administration of the School for the Deaf and the Blind,REG,002APP
2011,1,California,Obesity,Appropriations,Community,Land Use: Housing Element: Regional Housing Need,LEG,002APP
2009,1,North Carolina,Nutrition,Liability and Indemnity,Early Care and Education,Healthy Eating and Physical Activity Child Care,LEG,030LAI
2004,1,Louisiana,Physical Activity,Built Environment and Street-Scale Design,Community,An Act to Establish the Neighborhood Enhancement Program <br>,LEG,049BED
2011,1,Hawaii,Obesity,Health Insurance Coverage,Work Place,Tax Credits,LEG,028HIC
2009,1,Arkansas,Nutrition,Food Assistance Programs,Community,Social Services Block Grant Pre-Expenditure Report,REG,003FAP
2011,1,Hawaii,Obesity,Appropriations,Restaurant/Retail,Taxation,LEG,002APP
2011,1,Oregon,Obesity,Food Restrictions,Restaurant/Retail,Prohibition of Single Serving of High Calorie Beverage,LEG,020FOR
2011,1,California,Nutrition,Task Forces/Councils,Restaurant/Retail,Public Health: Food Access,LEG,047TFC
2009,1,Missouri,Obesity,Food Restrictions,Community,Agriculture and Local Foods,LEG,020FOR
2011,1,Maine,Obesity,Appropriations,School/After School,Pilot Physical Activity Project,LEG,002APP
2010,1,Missouri,Nutrition,Agriculture and Farming,Community,Department of Social Services Appropriation,LEG,017AGF
2010,1,District of Columbia,Nutrition,Farm Direct Foods,Community,Budget Support Congressional Review,LEG,015FDF
2011,1,Washington,Obesity,Appropriations,Community,Rural Conservation Development Demonstration Projects,LEG,002APP
2011,1,Illinois,Nutrition,Appropriations,Community,Department of Human Services,LEG,002APP
2009,1,California,Obesity,Food Restrictions,Community,Budget Act of 2009,LEG,020FOR
2011,1,New York,Nutrition,Medical Care,Community,Surcharge for Parking in a Bicycle Lane,LEG,026MEC
2011,1,New York,Nutrition,Trans Fats,Early Care and Education,Department of Health,LEG,050FAT
2011,1,Wyoming,Nutrition,Appropriations,Medical and/or Hospital,Licensure of Hospitals,REG,002APP
2009,1,Texas,Nutrition,Media Campaigns,Early Care and Education,Child Nutrition Education,LEG,031MDC
2010,1,Wisconsin,Obesity,Appropriations,Restaurant/Retail,Food Processing Plants,REG,002APP
2009,1,Virginia,Physical Activity,Bicycling,Community,Recreational Access Guide,REG,005BIK
2011,1,Texas,Physical Activity,Pedestrians/Walking,Community,Municipal Management District,LEG,052PED
2011,1,Vermont,Nutrition,Medical Care,Community,Capital Construction Appropriations,LEG,026MEC
2007,1,New Hampshire,Obesity,Task Forces/Councils,Community,Childhood Obesity Study,LEG,047TFC
2011,1,Nevada,Nutrition,Incentives,Restaurant/Retail,Fee on Sales by Fast Food Businesses,LEG,029INC
