Year,Quarter,LocationDesc,HealthTopic,PolicyTopic,Setting,Title,PolicyTypeID,PolicyTopicID
2011,1,Minnesota,Nutrition,Access to Healthy Foods,Community,Government,LEG,001AHF
2011,1,New Jersey,Nutrition,School Nutrition,Community,Treatment of Mixed Use Projects Under Urban Transit,LEG,043SNU
2017,1,Illinois,Nutrition,Farmers Markets,Community,FOODâHEALTHY INCENTIVES PROGRAMâLOCAL,LEG,016FAM
2013,1,Oklahoma,Nutrition,Farmers Markets,Community,An Act Relating to Revenue and Taxation,LEG,016FAM
2013,1,New York,Nutrition,Breastfeeding,Medical and/or Hospital,Omnibus Obesity and Respiratory Illness Reduction Act,LEG,007BFD
2011,1,Iowa,Nutrition,Appropriations,Community,Production Processing,LEG,002APP
2006,1,New Jersey,Physical Activity,"Parks, Recreation and Trails",Community,Open Space Acquisition,LEG,034PRT
2009,1,New York,Physical Activity,"Parks, Recreation and Trails",Community,Community Preservation Funds,LEG,034PRT
2015,2,Kentucky,Nutrition,Farm Direct Foods,Community,"""An act amending the 2014-2016 executive branch and transportation cabinet biennial budgets, making an appropriation therefor, and declaring an emergency""",LEG,015FDF
2010,1,Texas,Nutrition,Healthier Food Retail and Food Deserts,Early Care and Education,Nutrition And Food Service,REG,021HFR
2010,1,Connecticut,Nutrition,Agriculture and Farming,School/After School,"Farms, Food and Jobs",LEG,017AGF
2010,1,New Jersey,Obesity,Body Mass Index (BMI),Community,Economic Recovery Districts,LEG,006BMI
2013,2,New York,Nutrition,Agriculture and Farming,Community,An Act to Amend the Agriculture and Market Law,LEG,017AGF
2011,1,New Mexico,Nutrition,Food Assistance Programs,Medical and/or Hospital,Public Employees and Wellness Incentives,LEG,003FAP
2010,1,District of Columbia,Nutrition,Appropriations,Restaurant/Retail,Neighborhood Supermarket Tax Relief,LEG,002APP
2011,1,Mississippi,Physical Activity,Task Forces/Councils,Community,Task Force on Combating Childhood Obesity,LEG,047TFC
2011,1,Texas,Obesity,Appropriations,Community,Supplemental Nutrition Assistance Program,LEG,002APP
2010,1,Hawaii,Physical Activity,Physical Activity Requirements,School/After School,Education,LEG,035PAR
2009,1,Massachusetts,Obesity,Appropriations,School/After School,Appropriations,LEG,002APP
2011,1,Hawaii,Nutrition,Fruits and Vegetables,Community,Appropriation for the Women and Infant Children Farmers,LEG,025FAV
2011,1,Virginia,Nutrition,Farm Direct Foods,Community,Virginia Grown Food Purchase,LEG,015FDF
2011,1,New Mexico,Physical Activity,Access to Recreational Opportunities,Community,Public School Construction and Renovation Projects,LEG,004ARO
2011,1,New York,Nutrition,Trans Fats,Medical and/or Hospital,Reductions in Health Insurance Premiums,LEG,050FAT
2010,1,Hawaii,Obesity,Appropriations,School/After School,Department of Education,LEG,002APP
2011,1,Utah,Obesity,Food Restrictions,Restaurant/Retail,Short Title - Locally Produced Agriculture,LEG,020FOR
2009,1,New York,Obesity,Food Restrictions,Community,Funding for Construction of Regional Farmers Markets,LEG,020FOR
2013,1,Massachusetts,Obesity,Body Mass Index (BMI),School/After School,Act to Assess the Impact of the Public Welfare System on the Health and Well-Being of Children,LEG,006BMI
2011,1,Arkansas,Obesity,Appropriations,School/After School,Health and Safety of Students in Public School,LEG,002APP
2011,1,Rhode Island,Nutrition,Breastfeeding,Community,Supplemental Nutrition Program,REG,007BFD
2005,1,Oklahoma,Physical Activity,Bicycling,Community,Motor Vehicles,LEG,005BIK
2011,1,Hawaii,Nutrition,Trans Fats,Medical and/or Hospital,Wellness,LEG,050FAT
2011,1,Rhode Island,Nutrition,Agriculture and Farming,Restaurant/Retail,Seafood Marketing,LEG,017AGF
2010,1,Texas,Nutrition,Appropriations,Early Care and Education,Nutrition and Food,REG,002APP
2012,1,New York,Nutrition,Food Assistance Programs,Community,An Act Relating to Food Retail Establishment Subsidies for Healthy Communities  <br>,LEG,003FAP
2011,1,Maryland,Obesity,Appropriations,Community,Bicycle and Pedestrian Advisory Committee,LEG,002APP
2013,2,Nevada,Nutrition,Incentives,Work Place,An Act Relating to Public Health,LEG,029INC
2010,1,Delaware,Physical Activity,Appropriations,School/After School,State Appropriations,LEG,002APP
2010,1,New Jersey,Nutrition,Access to Healthy Foods,Community,State Budget,LEG,001AHF
2011,1,Hawaii,Nutrition,School Nutrition,Community,Child Nutrition Programs,LEG,043SNU
2011,1,Tennessee,Obesity,Food Restrictions,Restaurant/Retail,Public Funds and Financing,LEG,020FOR
2017,2,Maryland,Nutrition,Disparities/Equity,Community,Maryland Farms and Families Act,LEG,013DEQ
2007,1,Illinois,Nutrition,Incentives,Community,An Act Making Appropriations,LEG,029INC
2010,1,Ohio,Physical Activity,Bicycling,Community,Business Plan,REG,005BIK
2010,1,Illinois,Nutrition,Food Assistance Programs,Medical and/or Hospital,Insurance Coverage for Diabetes,LEG,003FAP
2011,1,Maryland,Obesity,Appropriations,Community,Baltimore City,LEG,002APP
2011,1,Texas,Physical Activity,Pedestrians/Walking,Community,Specific Management District Creation and Tax,LEG,052PED
2009,1,Massachusetts,Nutrition,Healthier Food Retail and Food Deserts,School/After School,Student Health and Education,LEG,021HFR
2009,1,New York,Nutrition,Healthier Food Retail and Food Deserts,Community,State Fiscal Plan,LEG,021HFR
2011,1,Rhode Island,Nutrition,Vending,Community,Taxation,LEG,051VEN
2005,1,Maryland,Nutrition,Appropriations,School/After School,Health and Nutrition in Public Schools,LEG,002APP
2008,1,North Carolina,Physical Activity,Initiatives and Programs,School/After School,"An act to provide for studies by the legislative research commission, statutory oversight committees and commissions, and other agencies, committees and commissions.<br>",LEG,053INP
2009,1,New York,Obesity,Appropriations,Restaurant/Retail,Wholesale Regional Farmers Markets,LEG,002APP
2010,1,Oklahoma,Nutrition,Farm Direct Foods,Community,Farmers Markets,LEG,015FDF
2009,1,Illinois,Nutrition,School Nutrition,School/After School,Chicago School District Article of the School Code,LEG,043SNU
2011,1,Rhode Island,Nutrition,Access to Healthy Foods,School/After School,Sales and Use Taxes for Vending Machines,LEG,001AHF
2010,1,Rhode Island,Obesity,Body Mass Index (BMI),Community,Designated Pending Legislation,LEG,006BMI
2012,1,Michigan,Nutrition,Agriculture and Farming,Community,An Act to Establish an Agricultural Loan Origination Program<br>,LEG,017AGF
2009,1,Iowa,Obesity,Body Mass Index (BMI),Community,Cultural and Entertainment Districts,LEG,006BMI
2009,1,Massachusetts,Nutrition,Medical Care,Community,Supplemental Appropriations,LEG,026MEC
2009,1,Kentucky,Obesity,Incentives,Work Place,Healthy Lifestyles,LEG,029INC
2003,1,California,Physical Activity,Physical Education Requirements,School/After School,Senate Concurrent Resolution,LEG,036PER
2010,1,District of Columbia,Nutrition,Farm Direct Foods,Community,Fiscal Year 2010 Budget Support Act,LEG,015FDF
2009,1,Massachusetts,Obesity,Appropriations,Community,Affordable Housing,LEG,002APP
2011,1,Florida,Nutrition,Healthier Food Retail and Food Deserts,Community,Streamlined Sales and Use Tax Agreement,LEG,021HFR
2011,1,Georgia,Physical Activity,Bicycling,Community,Bicycles,LEG,005BIK
2010,1,Missouri,Physical Activity,Bicycling,Community,Department of Transportation,LEG,005BIK
2009,1,Tennessee,Obesity,Appropriations,Community,Regional Transportation Authorities,LEG,002APP
2010,1,Massachusetts,Nutrition,Fruits and Vegetables,Community,Fiscal Year 2011 Budget,LEG,025FAV
2001,1,New York,Physical Activity,Bicycling,Community,Physical Injury Accident Reporting,LEG,005BIK
2010,1,Idaho,Obesity,Appropriations,Community,Locally Grown Food Productions,LEG,002APP
2011,1,District of Columbia,Obesity,Appropriations,School/After School,Healthy Schools Amendment,LEG,002APP
2011,1,Missouri,Nutrition,Agriculture and Farming,School/After School,Sewer Service Lines Failure Repair Fee,LEG,017AGF
2010,1,New Jersey,Physical Activity,Public Safety,Community,State Budget,LEG,039SAF
2009,1,Iowa,Nutrition,Appropriations,Community,Appropriation for Agriculture and Natural Resources,LEG,002APP
2009,1,Louisiana,Obesity,Appropriations,Community,Healthy Food Retail,LEG,002APP
2011,1,Maryland,Obesity,Appropriations,Community,Quiet Vehicles and Pedestrian Safety Task Force,LEG,002APP
2011,1,Delaware,Physical Activity,Disparities/Equity,Community,Grants In Aid,LEG,013DEQ
2002,1,Alabama,Nutrition,Agriculture and Farming,Community,"An Act To make appropriations for the ordinary expenses of the executive, legislative and judicial agencies of the State<br>",LEG,017AGF
2009,1,Georgia,Obesity,Body Mass Index (BMI),Community,Regional Planning,REG,006BMI
2009,1,Washington,Physical Activity,Incentives,Community,Project Improvements Including Public Transportation,LEG,029INC
2011,1,Texas,Obesity,Body Mass Index (BMI),Community,State Highway Fund,LEG,006BMI
2011,1,Hawaii,Nutrition,Farm Direct Foods,Community,Agribusiness Cooperative Program Task Force,LEG,015FDF
2011,1,Texas,Nutrition,Food Assistance Programs,Community,Supplemental Nutrition Assistance Program,LEG,003FAP
2011,1,Maryland,Obesity,Menu Labeling,Community,Transit Development Fund,LEG,032MNL
2009,1,Michigan,Nutrition,Farm Direct Foods,School/After School,School Soft Drink Ban,LEG,015FDF
2011,1,New York,Obesity,Incentives,Community,Tax Law,LEG,029INC
2009,1,Connecticut,Nutrition,Medical Care,Community,Modes of Transportation,LEG,026MEC
2011,1,Washington,Physical Activity,"Parks, Recreation and Trails",Community,Rural Conservation Development Demonstration Projects,LEG,034PRT
2009,1,Colorado,Obesity,Appropriations,School/After School,Building Excellent Schools Today Grant Program,REG,002APP
2009,1,Massachusetts,Nutrition,Vending,School/After School,Nutrition Awareness in Schools,LEG,051VEN
2011,1,New Mexico,Nutrition,Appropriations,Medical and/or Hospital,Durable Medical Equipment and Medical Supplies,REG,002APP
2011,1,New York,Physical Activity,Physical Activity Requirements,School/After School,New York State Governors Council on Physical Fitness,LEG,035PAR
2009,1,North Carolina,Nutrition,Appropriations,Community,Special Tax Reduction Provisions,LEG,002APP
2010,1,New Jersey,Obesity,Appropriations,Community,Pedestrians in Crosswalks,LEG,002APP
2008,1,New Jersey,Nutrition,Media Campaigns,Community,Jersey Fresh,LEG,031MDC
2009,1,Massachusetts,Nutrition,Medical Care,Community,Land Use and Community Housing Development,LEG,026MEC
2011,1,North Carolina,Nutrition,Nutrition Standards,Community,Adult Day Care Programs,LEG,010NUS
2011,1,New York,Nutrition,Agriculture and Farming,School/After School,Task Force on Food and Physical Education,LEG,017AGF
2013,2,Michigan,Nutrition,Appropriations,Community,Provides for School Aid,LEG,002APP
2012,1,New York,Nutrition,Sodium,Restaurant/Retail,Setting Nutrition Standards for Restaurants Distributing Incentive Items Aimed at Children<br>,LEG,045SOD
2009,1,New York,Obesity,Appropriations,School/After School,Healthy Schools Act,LEG,002APP
2009,1,New York,Nutrition,Agriculture and Farming,Community,"Education, Labor and Family Assistance Budget",LEG,017AGF
2012,1,Indiana,Nutrition,Fruits and Vegetables,School/After School,Farm-to-School<br>,LEG,025FAV
2011,1,New York,Nutrition,Agriculture and Farming,Community,An Act to Amend the New York State Urban Development Corporations Act<br>,LEG,017AGF
2009,1,North Carolina,Nutrition,Liability and Indemnity,Community,Community Development Funding,LEG,030LAI
2009,1,Minnesota,Obesity,Appropriations,School/After School,Environment,LEG,002APP
2009,1,Maine,Nutrition,Appropriations,School/After School,School Year and Curricula,LEG,002APP
2010,1,Wisconsin,Nutrition,Food Security,Restaurant/Retail,Nutritional Information,LEG,023FOS
2011,1,Florida,Physical Activity,Public Safety,Community,Growth Management,LEG,039SAF
2011,1,New York,Nutrition,Farm Direct Foods,Restaurant/Retail,Sale Or Use of High Fructose Corn Syrup,LEG,015FDF
2011,1,New York,Nutrition,Appropriations,Medical and/or Hospital,Cooperative Agreements for Personnel Services,LEG,002APP
2011,1,Minnesota,Nutrition,Liability and Indemnity,Community,Transportation,LEG,030LAI
2011,1,Hawaii,Nutrition,Incentives,Restaurant/Retail,Taxation,LEG,029INC
2009,1,California,Nutrition,Farmers Markets,Community,Agriculture: Victory Garden Growers,LEG,016FAM
2009,1,Rhode Island,Nutrition,School Nutrition,Community,Office of Health Equity,LEG,043SNU
2010,1,Connecticut,Nutrition,Medical Care,Community,Harm to Vulnerable Users of a Public Way,LEG,026MEC
2009,1,Massachusetts,Physical Activity,Public Transportation,Community,Transportation System Reform,LEG,040TRS
2011,1,Texas,Nutrition,Point of Purchase Promotion,School/After School,High School Graduation Requirements and Disabilities,LEG,037POP
2011,1,Tennessee,Nutrition,Access to Healthy Foods,Restaurant/Retail,Privilege Tax,LEG,001AHF
2009,1,Washington,Obesity,Health Insurance Coverage,School/After School,Capital Budget,LEG,028HIC
2009,1,Massachusetts,Obesity,Body Mass Index (BMI),Community,Creating the Mass Rail Transit Fund,LEG,006BMI
2010,1,Pennsylvania,Nutrition,Liability and Indemnity,Community,Fiscal Year 2010 2011 Capital Budget,LEG,030LAI
2011,1,Hawaii,Nutrition,Appropriations,Restaurant/Retail,Senior Citizens,LEG,002APP
2011,1,Mississippi,Nutrition,Fruits and Vegetables,Community,Mississippi Dairy Industry Stabilization Act,LEG,025FAV
2011,1,Kentucky,Nutrition,Vending,School/After School,Obesity in School Children,LEG,051VEN
2011,1,Oregon,Obesity,Food Restrictions,Restaurant/Retail,Agricultural Producer Exemptions,LEG,020FOR
2011,1,Texas,Physical Activity,Physical Activity Requirements,Restaurant/Retail,Sweetened Beverages Tax,LEG,035PAR
2011,1,Connecticut,Nutrition,Appropriations,Community,Plan to Encourage,LEG,002APP
2011,1,Massachusetts,Nutrition,Appropriations,Community,Family Friendly Employers,LEG,002APP
2010,1,Massachusetts,Physical Activity,Task Forces/Councils,School/After School,Quality Physical Education,LEG,047TFC
2011,1,Arkansas,Nutrition,Fruits and Vegetables,Community,Municipal Regulation of Farmers Markets,LEG,025FAV
2013,1,New York,Nutrition,Access to Healthy Foods,Community,Food Retail Establishment Subsidization for Healthy Communities (FRESH Communities) Act,LEG,001AHF
2004,1,Pennsylvania,Nutrition,Farmers Markets,Community,An Act Making Appropriations,LEG,016FAM
2011,1,New York,Obesity,Appropriations,Work Place,Calcium Purchasing Preference Initiative,LEG,002APP
2009,1,Hawaii,Nutrition,Agriculture and Farming,Community,Hawaii Grown Produce,LEG,017AGF
2009,1,New York,Physical Activity,School Siting,School/After School,New York City School Construction,LEG,042SIT
2003,1,New York,Nutrition,Access to Healthy Foods,Community,An Act Making Appropriations,LEG,001AHF
2009,1,Minnesota,Nutrition,Medical Care,Community,Transportation,LEG,026MEC
2010,1,Rhode Island,Obesity,Appropriations,Community,Public Property and Works,LEG,002APP
2011,1,Oregon,Obesity,Food Restrictions,Restaurant/Retail,Supplemental Assistance,LEG,020FOR
2011,1,Mississippi,Physical Activity,Physical Activity Requirements,Community,Sweetened Beverages and Syrups Tax,LEG,035PAR
2011,1,Tennessee,Nutrition,Media Campaigns,Community,Tort Liability and Reform,LEG,031MDC
2009,1,Texas,Nutrition,Sodium,School/After School,Texas Public School Nutrition Policy (TPSNP),REG,045SOD
2016,3,California,Nutrition,Access to Healthy Foods,School/After School,Pupil nutrition: competitive food service and standards.,LEG,001AHF
2012,3,Massachusetts,Physical Activity,Built Environment and Street-Scale Design,Community,Infrastructure Investment,LEG,049BED
2011,1,Massachusetts,Obesity,Appropriations,Community,Transportation Infrastructure Revolving Fund,LEG,002APP
2011,1,California,Physical Activity,Physical Activity Requirements,School/After School,Budget Act of 2011,LEG,035PAR
2013,1,District of Columbia,Physical Activity,Initiatives and Programs,Community,Healthy Tots Act of 2013,LEG,053INP
2009,1,Mississippi,Nutrition,Appropriations,Community,Tobacco Tax and Sales Tax,LEG,002APP
2011,1,Oklahoma,Physical Activity,Media Campaigns,Community,Driver Licenses,LEG,031MDC
2011,1,Texas,Nutrition,Appropriations,Early Care and Education,Child Care Facilities,LEG,002APP
2011,1,Ohio,Obesity,Appropriations,Community,Bicycle Helmet Law,LEG,002APP
2013,1,Minnesota,Physical Activity,Appropriations,Community,Appropriating Monies for Transportation,LEG,002APP
2010,1,Missouri,Nutrition,Trans Fats,Community,Healthy Workplace Recognition Program,LEG,050FAT
2011,1,Washington,Nutrition,Appropriations,Medical and/or Hospital,Primary Care Health Homes and Chronic Care Management,LEG,002APP
2011,1,Florida,Obesity,Appropriations,Community,Public Food Service Establishments,LEG,002APP
2014,3,Massachusetts,Physical Activity,Appropriations,Community,Appropriations,LEG,002APP
2010,1,Maryland,Obesity,Food Restrictions,Community,Farmers Markets,LEG,020FOR
2011,1,Texas,Nutrition,Food Assistance Programs,Community,Small Food Production Regulation,LEG,003FAP
2011,1,New York,Obesity,Appropriations,Community,Community Food Security Program,LEG,002APP
2010,1,Utah,Physical Activity,Public Transportation,Community,Minimum School Program Act,LEG,040TRS
2009,1,New York,Obesity,Appropriations,School/After School,Creating a Pilot Program,LEG,002APP
2012,1,Illinois,Nutrition,Access to Healthy Foods,Early Care and Education,Resolution to designate Septembr 2012 as Childhood Obesity Awareness Month,LEG,001AHF
2010,1,Oklahoma,Obesity,Food Restrictions,Restaurant/Retail,Healthy Communities,LEG,020FOR
2009,1,Missouri,Nutrition,Appropriations,Community,Kosher Foods,LEG,002APP
2007,1,California,Obesity,Appropriations,School/After School,Physical Education,LEG,002APP
2013,1,Texas,Physical Activity,Initiatives and Programs,Community,Resolution,LEG,053INP
2011,1,Delaware,Nutrition,Disparities/Equity,Community,Grants In Aid,LEG,013DEQ
2011,1,Pennsylvania,Obesity,Appropriations,School/After School,Physical Education in Schools,LEG,002APP
2010,1,Florida,Nutrition,Agriculture and Farming,Restaurant/Retail,Department of Agriculture and Consumer Services,LEG,017AGF
2009,1,North Carolina,Physical Activity,Appropriations,Community,Community Development Corporation Funding,LEG,002APP
2010,1,Hawaii,Obesity,Food Restrictions,Community,Local Agricultural Producers and Retailers,LEG,020FOR
2012,1,Louisiana,Physical Activity,Built Environment and Street-Scale Design,Community,Resolution,LEG,049BED
2009,1,New York,Nutrition,Fruits and Vegetables,School/After School,New York State Healthy Kids Act,LEG,025FAV
2011,1,Rhode Island,Physical Activity,Incentives,Medical and/or Hospital,Health and Safety,LEG,029INC
2009,1,Minnesota,Nutrition,Food Assistance Programs,Community,Human Services,LEG,003FAP
2011,1,Mississippi,Nutrition,Appropriations,Restaurant/Retail,Farmers Markets,LEG,002APP
2010,1,Pennsylvania,Nutrition,Disparities/Equity,Community,Agricultural Surplus System,LEG,013DEQ
2009,1,Wisconsin,Physical Activity,Appropriations,Community,Budget Act,LEG,002APP
2010,1,Florida,Nutrition,School Nutrition,Restaurant/Retail,School Food Service Programs,LEG,043SNU
2006,1,Nevada,Physical Activity,Physical Activity Requirements,Early Care and Education,Services and Facilities for Care of Children,REG,035PAR
2009,1,Illinois,Physical Activity,Public Transportation,Community,Tax Increment Allocation Redevelopment Act,LEG,040TRS
2011,1,Minnesota,Nutrition,Incentives,Restaurant/Retail,Stadiums,LEG,029INC
2011,1,Mississippi,Nutrition,Appropriations,School/After School,Vision 2020,LEG,002APP
2009,1,Kentucky,Nutrition,Incentives,Work Place,Healthy Lifestyles,LEG,029INC
2010,1,District of Columbia,Obesity,Appropriations,School/After School,Healthy Schools,LEG,002APP
2010,1,Alabama,Nutrition,Agriculture and Farming,Restaurant/Retail,Farmers Market,LEG,017AGF
2006,1,Florida,Nutrition,Task Forces/Councils,School/After School,Healthy Lifestyles,LEG,047TFC
2017,2,Maryland,Nutrition,Incentives,Community,Maryland Farms and Families Act,LEG,029INC
2011,1,Montana,Nutrition,Food Assistance Programs,Medical and/or Hospital,Incentive Programs to Reward Healthy Choices,LEG,003FAP
2010,1,Louisiana,Nutrition,Medical Care,Community,Bicycles,LEG,026MEC
2011,1,Missouri,Obesity,Food Restrictions,Restaurant/Retail,County Water Supply Lake Authority,LEG,020FOR
2010,1,Maryland,Obesity,Disparities/Equity,School/After School,Public Schools,LEG,013DEQ
2010,1,Mississippi,Nutrition,Agriculture and Farming,Community,Department of Agriculture and Commerce,LEG,017AGF
2005,1,Massachusetts,Obesity,Appropriations,Community,Ayer Land Transfer,LEG,002APP
2009,1,Vermont,Nutrition,Access to Healthy Foods,Community,Economic Development,LEG,001AHF
2014,4,Ohio,Nutrition,Breastfeeding,Medical and/or Hospital,Encouraging Breastfeeding,LEG,007BFD
2009,1,Hawaii,Nutrition,Farm Direct Foods,Restaurant/Retail,Procurement Code,LEG,015FDF
2010,1,District of Columbia,Nutrition,Medical Care,Community,Bellevue Small Area Action Plan,LEG,026MEC
2010,1,Minnesota,Obesity,Food Restrictions,Community,State and Local Government,LEG,020FOR
2010,1,Maryland,Physical Activity,Pedestrians/Walking,Community,Special Taxing Districts,LEG,052PED
2006,1,Florida,Nutrition,Food Assistance Programs,Work Place,Healthy Lifestyles,LEG,003FAP
2011,1,Arkansas,Nutrition,Farm Direct Foods,Restaurant/Retail,Farmers Market Regulation,LEG,015FDF
2011,1,New York,Nutrition,Sodium,School/After School,Prohibiting the Sale of Certain Foods and Beverages,LEG,045SOD
2011,1,Texas,Nutrition,Incentives,Work Place,Creation of the Employee Wellness Program,LEG,029INC
2011,1,New York,Obesity,Food Restrictions,Restaurant/Retail,Foods Containing Artificial Trans Fat,LEG,020FOR
2011,1,Texas,Physical Activity,Disparities/Equity,Community,Acquisition of Real Property,LEG,013DEQ
2011,1,Virginia,Physical Activity,Built Environment and Street-Scale Design,Community,Operation of Bicycles Regulations,LEG,049BED
2010,1,California,Nutrition,Appropriations,Community,Taxation: Sweetened Beverage Tax: Childrens Health Fund,LEG,002APP
2012,1,Idaho,Nutrition,Access to Healthy Foods,Community,Idaho Food Freedom Act,LEG,001AHF
2010,1,Rhode Island,Obesity,Appropriations,Work Place,Health Insurance,LEG,002APP
2010,1,Georgia,Obesity,Appropriations,Community,Private Driveways,LEG,002APP
2009,1,Wisconsin,Physical Activity,Public Safety,Community,Tax Incremental Districts,LEG,039SAF
2010,1,New York,Physical Activity,Appropriations,Community,Downstate Revitalization Fund Program,REG,002APP
2010,1,Vermont,Nutrition,Appropriations,Restaurant/Retail,Economic Development,LEG,002APP
2009,1,Georgia,Obesity,Food Restrictions,School/After School,Agriculture,LEG,020FOR
2011,1,Tennessee,Physical Activity,Physical Education Requirements,School/After School,Education,LEG,036PER
2011,1,Rhode Island,Physical Activity,Pedestrians/Walking,Community,Motor and Other Vehicles,LEG,052PED
2005,1,New York,Nutrition,Food Security,Community,An Act to Amend the Social Service Law and the Public Health Law<br>,LEG,023FOS
2009,1,Massachusetts,Obesity,Body Mass Index (BMI),School/After School,Transportation System Modernization,LEG,006BMI
2009,1,Illinois,Nutrition,Appropriations,School/After School,School Code,LEG,002APP
2011,1,Connecticut,Nutrition,Food Assistance Programs,Community,Nutrition Assistance,LEG,003FAP
2011,1,Arkansas,Obesity,Disparities/Equity,School/After School,Health and Safety of Students in Public School,LEG,013DEQ
2012,1,Illinois,Nutrition,Initiatives and Programs,Community,Resolution,LEG,053INP
2005,1,New Mexico,Nutrition,Appropriations,School/After School,School Meal Nutrition Rules,LEG,002APP
2011,1,Oregon,Nutrition,Appropriations,Restaurant/Retail,Approval of Special Events on Farmlands,LEG,002APP
2010,1,North Carolina,Nutrition,Farmers Markets,Community,Department of Health and Human Services,LEG,016FAM
2010,1,Washington,Nutrition,Healthier Food Retail and Food Deserts,Community,Tax Increases,LEG,021HFR
2012,1,Illinois,Nutrition,Initiatives and Programs,Early Care and Education,Early Childhood Block Grant<br>,REG,053INP
2011,1,Mississippi,Nutrition,Access to Healthy Foods,School/After School,Sweetened Beverages and Syrups Tax,LEG,001AHF
2011,1,Minnesota,Obesity,Menu Labeling,Community,Public Finance,LEG,032MNL
2009,1,Massachusetts,Physical Activity,Task Forces/Councils,School/After School,Out of School Time Programming,LEG,047TFC
2013,2,Nevada,Nutrition,Breastfeeding,Work Place,An Act Relating to Public Health,LEG,007BFD
2011,1,New York,Obesity,Appropriations,School/After School,Sale of Certain Foods in Vending Machines,LEG,002APP
2009,1,Georgia,Physical Activity,Media Campaigns,Community,General Appropriations,LEG,031MDC
2011,1,North Carolina,Obesity,Disparities/Equity,School/After School,Childhood Obesity Legislative Task Force,LEG,013DEQ
2010,1,Illinois,Nutrition,Healthier Food Retail and Food Deserts,Community,Capital Projects,LEG,021HFR
2011,1,Tennessee,Nutrition,Disparities/Equity,Restaurant/Retail,Public Funds and Financing,LEG,013DEQ
2010,1,Missouri,Obesity,Food Restrictions,Community,State and Local Sales Tax Exemption,LEG,020FOR
2005,1,New York,Nutrition,Farm Direct Foods,Community,An Act to Make Appropriations<br>,LEG,015FDF
2010,1,Maryland,Obesity,Food Restrictions,Restaurant/Retail,Producer Sampling License,LEG,020FOR
2005,1,Maryland,Obesity,Incentives,Community,Treatment of Morbid Obesity,LEG,029INC
2014,1,California,Nutrition,Farm Direct Foods,School/After School,Market Match Nutrition Incentive Program,LEG,015FDF
2009,1,Wisconsin,Nutrition,Farm Direct Foods,School/After School,Physical Fitness Assessments,LEG,015FDF
2009,1,Minnesota,Physical Activity,Appropriations,Community,Capital Improvements,LEG,002APP
2011,1,New York,Obesity,Appropriations,School/After School,School Districts Purchase of Food Products,LEG,002APP
2002,1,Florida,Physical Activity,Bicycling,School/After School,An Act Relating to Growth Management<br>,LEG,005BIK
2014,3,New Jersey,Nutrition,Initiatives and Programs,School/After School,New Jersey Farm to School Program,LEG,053INP
2010,1,Pennsylvania,Nutrition,Farm Direct Foods,Community,Agricultural Surplus System,LEG,015FDF
2017,2,Vermont,Nutrition,Access to Healthy Foods,Community,An Act Relating to the Rozo McLaughlin Farm-to-School Program,LEG,001AHF
2011,1,Maine,Nutrition,Nutrition Standards,School/After School,Food and Beverage Standards,LEG,010NUS
2010,1,West Virginia,Nutrition,Task Forces/Councils,Community,Food Council,LEG,047TFC
2007,1,North Carolina,Nutrition,Medical Care,Community,Public Lands Access to Cyclists,LEG,026MEC
2013,1,Pennsylvania,Nutrition,Initiatives and Programs,Community,National Nutrition Month,LEG,053INP
2009,1,Massachusetts,Nutrition,Nutrition Standards,School/After School,Student Nutrition and Wellness,LEG,010NUS
2012,1,Indiana,Nutrition,Agriculture and Farming,Community,Farm-to-School<br>,LEG,017AGF
2010,1,Rhode Island,Physical Activity,Pedestrians/Walking,Community,Towns & Cities,LEG,052PED
2009,1,Minnesota,Nutrition,Appropriations,Community,Energy,LEG,002APP
2009,1,Florida,Nutrition,Nutrition Standards,Community,Healthy and Fit Florida Act,LEG,010NUS
2010,1,District of Columbia,Nutrition,Appropriations,Community,Use Category Regulations,REG,002APP
2009,1,Iowa,Obesity,Appropriations,Community,Administrative Structure of the Department,REG,002APP
2009,1,New York,Obesity,Body Mass Index (BMI),Community,Smart Growth,LEG,006BMI
2009,1,New York,Nutrition,Farm Direct Foods,School/After School,School Lunch Program,LEG,015FDF
2012,1,Wisconsin,Nutrition,Disparities/Equity,School/After School,Relating to Pilot Farm-to-School Programs<br>,LEG,013DEQ
2009,1,New York,Nutrition,Breastfeeding,Medical and/or Hospital,Prenatal Care Programs and Services,LEG,007BFD
2012,1,West Virginia,Nutrition,Access to Healthy Foods,Community,Making Appropriations of Public Money out of the Treasury<br>,LEG,001AHF
2011,1,Minnesota,Physical Activity,Appropriations,Community,Capital Improvements,LEG,002APP
2010,1,New York,Nutrition,Agriculture and Farming,Restaurant/Retail,Commissioner of Economic Development,LEG,017AGF
2010,1,Massachusetts,Obesity,Food Restrictions,School/After School,Food Policy Council,LEG,020FOR
2010,1,New York,Obesity,Appropriations,Community,Passing a Bicycle on a Roadway,LEG,002APP
2004,1,Illinois,Nutrition,Media Campaigns,Community,Nutrition Outreach and Public Education Act,LEG,031MDC
2011,1,Indiana,Nutrition,Nutrition Standards,Early Care and Education,Child Care Regulation,LEG,010NUS
2009,1,Massachusetts,Obesity,Appropriations,School/After School,Out of School Time Programming,LEG,002APP
2011,1,Texas,Obesity,Disparities/Equity,School/After School,Physical Activity Requirements,LEG,013DEQ
