Indicator Name,Age Group,County,Provider,Eligible Population,Number With QI Flag,Rate High?
2AP,18+,Albany,County,5961,938,
2AP,0-17,Onondaga,County,601,15,
3AP,18+,Bronx,UNITED BRONX PARENTS INC AI,31,0,NO
3AP,0-17,Queens,LI JEWISH MEDICAL CENTER ZUCKER HILLSIDE DIV,151,0,
3AP,0-17,Sullivan,County,104,0,
2AP,0-17,Bronx,BRONX-LEBANON HOSPITAL CENTER,232,3,NO
2AP,18+,Manhattan,JGB MENTAL HEALTH AND MENTAL RETARDATION SVCS,40,1,
2AP,18+,Chenango,County,173,11,
3AP,18+,Bronx,"QUEENS COORDINATED CARE PARTNERS, LLC",59,0,
2AP,18+,Rockland,County,1070,186,
2AP,18+,Columbia,County,220,25,
3AP,0-17,Manhattan,"THE CHILD CENTER OF NY, INC.",24,0,
3AP,18+,Albany,CREEDMOOR PSYCHIATRIC CENTER,312,3,
2AP,0-17,Ulster,County,220,12,
3AP,18+,Queens,County,10132,64,
3AP,18+,Rockland,County,177,2,
3AP,18+,Chemung,"FAMILY SERVICES OF CHEMUNG COUNTY, INC.",159,0,NO
2AP,18+,Tompkins,ALC & SUB. ABUSE RECOVERY SVC COU. OF TOMPKIN,23,1,
3AP,0-17,Ontario,County,149,0,
3AP,18+,Manhattan,CENTER FOR COMP HLTH PRACTICE,60,0,NO
2AP,18+,Livingston,COUNCIL ALCOHOL SUB ABUSE LIVINGSTN,56,2,
2AP,18+,Madison,County,301,20,
2AP,18+,Queens,County,9733,1229,
2AP,18+,Albany,ST. LAWRENCE PSYCHIATRIC CENTER,34,2,
2AP,18+,Greene,County,17,2,
2AP,18+,Bronx,"HUNTS POINT MULTI-SERVICE CENTER, INC.",74,14,NO
3AP,18+,Erie,"BRYLIN HOSPITALS, INC.",55,1,
2AP,18+,Westchester,WESTCHESTER COUNTY HEALTH CARE CORPORATION,562,77,
3AP,18+,Saratoga,THE SARATOGA HOSPITAL,309,4,NO
2AP,0-17,Monroe,County,832,27,
2AP,0-17,Livingston,County,72,2,
3AP,0-17,Monroe,ASONE HEALTH CARE IPA,65,0,
2AP,18+,Livingston,LIVINGSTON COUNTY MENTAL HEALTH SERVICES,80,5,NO
3AP,0-17,Brooklyn,BROOKLYN HOSPITAL CENTER,38,0,
2AP,0-17,Chautauqua,County,203,5,
3AP,0-17,Rockland,REFUAH HEALTH CENTER INC,26,0,NO
3AP,18+,Tompkins,TOMPKINS COUNTY MENTAL HEALTH SERVICES,100,1,NO
3AP,18+,Brooklyn,JEWISH BOARD OF FAMILY & CHILDREN'S SERVICES,235,1,
3AP,18+,Saratoga,County,228,2,NO
3AP,18+,Brooklyn,BROOKDALE HOSPITAL MEDICAL CENTER,344,1,
3AP,18+,Albany,County,5195,33,
2AP,18+,Queens,NYC-HHC ELMHURST HOSPITAL CENTER,116,16,
2AP,18+,Westchester,"ACCESS: SUPPORTS FOR LIVING, INC.",112,13,
2AP,18+,Manhattan,"COMMUNITY HEALTHCARE NETWORK, INC.",1068,126,
2AP,18+,Orange,County,1505,195,
2AP,0-17,Westchester,ST. JOSEPH'S MEDICAL CENTER,113,2,NO
2AP,0-17,Onondaga,"HELIO HEALTH, INC.",26,0,
3AP,18+,Schenectady,SUNNYVIEW HOSP,21,0,
2AP,0-17,Dutchess,County,340,12,
2AP,18+,Monroe,CHILDREN'S HEALTH HOME OF UPSTATE NEW YORK,171,11,
3AP,18+,Erie,ERIE COUNTY MEDICAL CENTER,1163,5,
2AP,18+,Warren,WARREN-WASHINGTON ASSOCIATION FOR MENTAL HEAL,31,4,NO
3AP,0-17,Bronx,County,1125,1,NO
2AP,0-17,Orleans,County,18,1,
3AP,0-17,Livingston,County,77,0,
2AP,0-17,Onondaga,"HELIO HEALTH, INC.",25,0,
3AP,0-17,Manhattan,"NEW ALTERNATIVES FOR CHILDREN, INC.",52,0,
2AP,0-17,Wayne,County,109,5,
2AP,18+,Monroe,VILLA OF HOPE,39,1,
2AP,0-17,Seneca,County,26,1,NO
3AP,0-17,Oneida,ST. LUKE'S MEMORIAL HOSPITAL CENTER,45,0,NO
3AP,18+,Orange,EZRAS CHOILIM HLTH CTR INC,119,1,NO
3AP,18+,Manhattan,"NEW HORIZON COUNSELING CENTER, INC., THE",103,2,
2AP,18+,Warren,County,1002,80,
3AP,18+,Ontario,County,719,4,
2AP,18+,Manhattan,MENTAL HEALTH ASSOCIATION OF NYC,61,8,
3AP,18+,Staten Island,ST. JOSEPH'S MEDICAL CENTER,41,1,NO
3AP,18+,Herkimer,County,287,0,
3AP,18+,Niagara,MOUNT ST. MARY'S HOSPITAL OF NIAGARA FALLS,320,1,
2AP,18+,Westchester,"ASSOCIATION FOR MENTAL HEALTH AND WELLNESS, I",243,25,NO
2AP,18+,Greene,County,271,17,
3AP,18+,Manhattan,"METROPOLITAN CENTER FOR MENTAL HEALTH, INC.",140,0,NO
2AP,18+,Manhattan,BRIDGE BACK TO LIFE CTR INC,111,12,NO
3AP,0-17,Bronx,JEWISH BOARD OF FAMILY & CHILDREN'S SERVICES,28,0,
3AP,0-17,Chautauqua,County,161,0,NO
3AP,0-17,Rensselaer,County,194,0,NO
2AP,18+,Nassau,"SOUTHEAST NASSAU GUIDANCE CENTER, INC.",58,3,NO
2AP,18+,Manhattan,CHARLES B WANG COMM HTH CTR I,205,23,
2AP,18+,Ontario,County,724,67,
3AP,18+,Schuyler,County,64,0,
3AP,18+,Livingston,County,310,1,
2AP,18+,Warren,County,845,66,
3AP,0-17,Clinton,"BEHAVIORAL HEALTH SERVICES NORTH, INC.",56,0,
3AP,18+,Albany,County,5212,27,
3AP,18+,Chautauqua,"CATTARAUGUS REHABILITATION CENTER, INC.",22,0,NO
2AP,18+,Staten Island,County,1591,242,
2AP,0-17,Saratoga,County,51,1,
3AP,18+,Nassau,LONG ISLAND JEWISH MEDICAL CENTER,1324,3,
3AP,18+,Nassau,County,5272,29,
3AP,0-17,Queens,NYC-HHC QUEENS HOSPITAL CENTER,57,0,
2AP,18+,Westchester,County,8065,1082,YES
2AP,0-17,Chautauqua,County,195,5,
3AP,18+,Schuyler,SCHUYLER COUNTY MENTAL HEALTH SERVICES,28,0,NO
3AP,0-17,Queens,NYC-HHC ELMHURST HOSPITAL CENTER,44,0,
2AP,0-17,Staten Island,County,138,4,NO
2AP,18+,Bronx,"MOUNT VERNON HOSPITAL, THE",90,9,NO
3AP,18+,Brooklyn,"ST. VINCENT'S SERVICES, INC. DBA HEARTSHARE S",48,0,
2AP,18+,Ulster,County,1048,129,
2AP,18+,Bronx,WELLLIFE NETWORK INC.,22,3,
2AP,18+,Saratoga,County,602,61,
2AP,0-17,Suffolk,JOHN T. MATHER MEMORIAL HOSPITAL,48,2,
3AP,18+,Cattaraugus,CUBA MEMORIAL HSP         INC,24,0,
3AP,18+,Monroe,A C CENTER INC,30,0,NO
2AP,18+,Region,Region,16290,2135,
2AP,0-17,Bronx,"MORRIS HEIGHTS HEALTH CENTER, INC.",39,1,
3AP,18+,Saint Lawrence,County,531,2,
2AP,18+,Brooklyn,"PUERTO RICAN FAMILY INSTITUTE, INC.",55,5,NO
3AP,18+,Brooklyn,OMH STATE PC NETWORK,141,0,
3AP,18+,Westchester,County,9024,58,
2AP,0-17,Albany,ST. CATHERINE'S CENTER FOR CHILDREN,23,0,
3AP,18+,Albany,"EQUINOX, INC.",112,0,
2AP,18+,Rockland,County,1066,161,
3AP,0-17,Steuben,"PATHWAYS, INC.",59,0,NO
2AP,18+,Manhattan,NATIONAL ASSOCIATION ON DRUG ABUSE PROBLEMS,803,65,NO
2AP,18+,Greene,County,124,2,
2AP,18+,Manhattan,"HAMILTON-MADISON HOUSE, INC.",139,30,YES
2AP,18+,Bronx,"COMUNILIFE, INC.",23,0,
2AP,18+,Allegany,County,182,18,
3AP,18+,Washington,County,119,0,
2AP,0-17,Oswego,County,92,2,NO
2AP,0-17,Queens,County,652,23,
2AP,18+,Suffolk,County,4150,534,
2AP,0-17,Ontario,County,138,6,
2AP,18+,Saint Lawrence,County,566,41,
3AP,18+,Brooklyn,County,12277,56,
2AP,0-17,Dutchess,County,346,16,
3AP,18+,Manhattan,AREBA CASRIEL INSTITUTE,119,0,
2AP,18+,Albany,"COMMUNITY HEALTHCARE NETWORK, INC.",63,20,
2AP,0-17,Schoharie,County,33,1,
3AP,18+,Oneida,County,1663,5,
2AP,0-17,Albany,ALBANY MEDICAL CENTER,191,8,
2AP,0-17,Ontario,County,147,7,
2AP,18+,Washington,County,111,10,
2AP,0-17,Nassau,"LONG ISLAND FQHC, INC.",32,1,
2AP,18+,Onondaga,SUNY HEALTH SCIENCE CENTER-UNIVERSITY HOSPITA,120,14,
2AP,0-17,Brooklyn,LUTHERAN MEDICAL CENTER,23,1,NO
2AP,0-17,Onondaga,ST. JOSEPH'S HOSPITAL HEALTH CENTER,190,8,NO
3AP,18+,Queens,"CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC",302,1,NO
2AP,18+,Montgomery,County,63,9,
3AP,0-17,Westchester,"WESTCHESTER JEWISH COMMUNITY SERVICES, INC.",121,0,NO
2AP,18+,Broome,County,170,20,
3AP,0-17,Bronx,NYC-HHC AGENCY NETWORK,59,0,
2AP,0-17,Genesee,County,46,1,
3AP,18+,Saint Lawrence,OMH STATE PC NETWORK,124,0,NO
3AP,0-17,Erie,County,578,0,NO
3AP,18+,Queens,County,2291,24,
2AP,18+,Schoharie,SCHOHARIE COUNTY COMMUNITY MENTAL HEALTH CTR,75,6,
3AP,18+,Tompkins,"CAYUGA MEDICAL CENTER AT ITHACA, INC.",390,1,
2AP,18+,Bronx,County,14967,1531,
2AP,18+,Westchester,County,3,1,
3AP,0-17,Niagara,VALUE NETWORK IPA,112,0,
2AP,18+,Onondaga,County,2540,237,
3AP,18+,Nassau,"SOUTHEAST NASSAU GUIDANCE CENTER, INC.",69,0,
2AP,18+,Allegany,County,183,18,
2AP,18+,Ulster,County,1108,124,
2AP,18+,Bronx,HHC KINGS CO HSP CTR COBRA AI,36,5,
2AP,18+,Oneida,County,1728,156,
2AP,0-17,Columbia,County,48,1,
3AP,18+,Otsego,SOUTHERN TIER AIDS PROGRAM AI,21,0,
3AP,18+,Albany,ALBANY MEDICAL COLLEGE OF UNI,179,0,NO
3AP,18+,Onondaga,County,2465,9,
3AP,18+,Brooklyn,"FEDERATION OF ORG. F/T NYS MENT.DISABLED, INC",64,2,NO
2AP,18+,Manhattan,NYC-HHC BELLEVUE HOSPITAL CENTER,840,62,
3AP,18+,Bronx,MORRIS HEIGHTS HEALTH CENTER,277,0,
3AP,18+,Albany,"QUEENS COORDINATED CARE PARTNERS, LLC",77,0,
2AP,18+,Manhattan,UPPER ROOM AIDS MINISTRY AADC,61,4,NO
2AP,18+,Greene,County,266,19,
3AP,18+,Ontario,ONTARIO COUNTY DEPARTMENT OF MENTAL HEALTH,64,0,NO
3AP,18+,Brooklyn,"BRIDGING ACCESS TO CARE, INC.",156,0,NO
2AP,0-17,Franklin,County,93,0,
2AP,18+,Herkimer,County,307,24,
2AP,18+,Yates,County,88,4,
2AP,18+,Brooklyn,BROOKDALE FAMILY CARE CTR INC,70,4,NO
2AP,18+,Oswego,County,428,32,
2AP,0-17,Orange,County,248,14,
2AP,18+,Schenectady,County,1388,112,
2AP,18+,Queens,"LIFESPIRE, INC.",46,21,YES
3AP,18+,Sullivan,CATSKILL REGIONAL MEDICAL CENTER,288,4,
2AP,18+,Oneida,County,1708,152,
3AP,18+,Columbia,"MENTAL HEALTH ASSOC/COLUMBIA-GREENE COS., INC",43,0,
3AP,18+,Columbia,County,223,1,
2AP,18+,Monroe,"ROCHESTER REHABILITATION CENTER, INC.",100,14,NO
3AP,0-17,Westchester,MENTAL HEALTH ASSOCIATION OF WESTCHESTER COUN,55,0,
2AP,18+,Brooklyn,ALLHEALTH DIAG & TRT CTR,42,5,
3AP,18+,Monroe,County,2072,9,NO
2AP,18+,Yates,FINGER LAKES MIGRANT HLTH,29,1,
2AP,18+,Manhattan,ST. LUKE'S-ROOSEVELT HOSPITAL CENTER,1188,83,
2AP,18+,Herkimer,County,309,27,
3AP,0-17,Albany,PARSONS CHILD AND FAMILY CENTER,210,0,NO
3AP,18+,Monroe,CATHOLIC CHARITIES COMMUNITY SERVICES,63,0,
3AP,0-17,Saint Lawrence,MASSENA MEMORIAL HOSPITAL,25,0,
2AP,0-17,Niagara,County,291,12,
2AP,18+,Rensselaer,County,897,91,
3AP,18+,Chenango,CHENANGO MEMORIAL HOSP    INC,57,0,
2AP,18+,Putnam,County,239,26,
3AP,18+,Manhattan,"COMUNILIFE, INC.",31,0,NO
3AP,18+,Erie,County,4141,16,
2AP,18+,Manhattan,ASSOCIATION FOR REHABILITATIVE CASE MANAGEMEN,74,16,NO
2AP,18+,Delaware,County,121,7,
2AP,18+,Cattaraugus,COUNCIL ON ADDICTION RECOVERY SERVICES,57,3,
2AP,18+,Franklin,County,379,32,
3AP,18+,Onondaga,ELMIRA PSYCHIATRIC CENTER,27,0,
2AP,18+,Niagara,"THE DALE ASSOCIATION, INC.",69,13,
2AP,0-17,Oneida,CHHUNY LLC,21,0,
3AP,18+,Manhattan,BRIGHTPOINT HEALTH,642,1,
3AP,18+,Allegany,County,182,1,
2AP,18+,Staten Island,METRO COMMUNITY HEALTH CENTERS INC,117,39,
2AP,18+,Suffolk,County,4444,567,
3AP,18+,Manhattan,County,24802,89,
3AP,0-17,Manhattan,"AUGUST AICHHORN CTR./ADOLES. RESID. CARE, INC",21,0,
2AP,18+,Dutchess,HUDSON RIVER HEALTH CARE,347,48,
2AP,18+,Bronx,WELLLIFE NETWORK INC.,24,0,
2AP,18+,Westchester,"MENTAL HEALTH ASSOC/COLUMBIA-GREENE COS., INC",35,1,
2AP,18+,Queens,PROJECT SAMARITAN HLTH SVCS I,174,13,
2AP,18+,Manhattan,JEWISH BOARD OF FAMILY & CHILDREN'S SERVICES,999,128,
3AP,18+,Suffolk,OMH STATE PC NETWORK,27,0,
2AP,0-17,Wayne,County,28,1,NO
2AP,18+,Lewis,County,10,0,
3AP,18+,Columbia,County,227,1,
2AP,18+,Manhattan,COMMUNITY ASSOCIATION OF PROGRESSIVE DOMINICA,25,1,NO
2AP,0-17,Nassau,"THE COLLABORATIVE FOR CHILDREN AND FAMILIES,",99,2,
3AP,18+,Dutchess,County,1274,8,
2AP,18+,Genesee,GENESEE COUNTY MENTAL HEALTH SERVICES,130,10,
2AP,18+,Dutchess,"HUDSON VALLEY MENTAL HEALTH, INC.",364,19,NO
2AP,0-17,Putnam,County,24,0,
2AP,18+,Dutchess,"REHABILITATION SUPPORT SERVICES, INC.",31,8,NO
2AP,18+,Albany,THE MARY IMOGENE BASSETT HOSPITAL,50,2,
2AP,18+,Orleans,County,13,2,
2AP,18+,Chautauqua,WESTFIELD MEMORIAL HOSPITAL,52,2,
2AP,18+,Chemung,ARNOT OGDEN MEDICAL CENTER,367,37,
2AP,0-17,Dutchess,County,345,15,
3AP,18+,Madison,County,182,0,NO
3AP,18+,Brooklyn,JEWISH BOARD OF FAMILY & CHILDREN'S SERVICES,68,1,
3AP,18+,Queens,County,9892,57,
3AP,18+,Niagara,"NORTHPOINTE COUNCIL, INC",48,0,NO
3AP,0-17,Monroe,CHAUTAUQUA COUNTY MENTAL HYGIENE SERVICES,25,0,
3AP,18+,Putnam,"PUTNAM FAMILY AND COMMUNITY SERVICES, INC.",64,0,NO
2AP,18+,Brooklyn,County,11912,1300,
2AP,18+,Manhattan,HOUSING WORKS INC AI,53,4,
3AP,18+,Onondaga,County,2633,6,
2AP,0-17,Cortland,FAMILY COUNSELING SERVICES OF CORTLAND CO.INC,25,0,
2AP,0-17,Monroe,County,483,25,NO
2AP,18+,Warren,County,845,66,
2AP,0-17,Wayne,County,114,6,
3AP,18+,Bronx,ENGAGEWELL IPA,525,4,
2AP,0-17,Chemung,ST. JOSEPH'S HOSPITAL,34,0,NO
2AP,18+,Manhattan,"BOWERY RESIDENTS' COMMITTEE, INC.",134,19,NO
2AP,18+,Suffolk,"OPTIONS FOR COMMUNITY LIVING, INC.",40,8,NO
2AP,18+,Rensselaer,County,426,49,
2AP,18+,Putnam,County,389,34,
2AP,18+,Westchester,ST. JOHN'S RIVERSIDE HOSPITAL,67,13,
2AP,18+,Suffolk,ECON OPP COUNCIL SUFFOLK AI,75,4,
2AP,0-17,Erie,NORTHWEST BUFFALO COMM H C,22,2,NO
2AP,18+,Nassau,UCPA OF NASSAU COUNTY     INC,41,3,
2AP,18+,Columbia,County,220,25,
2AP,18+,Queens,County,3519,482,
3AP,18+,Genesee,GENESEE COUNCIL ON ALCOHOLISM,21,0,NO
3AP,0-17,Saratoga,County,339,0,
3AP,0-17,Greene,GREENE COUNTY COMMUNITY SERVICES BOARD,27,0,
2AP,0-17,Suffolk,ST. CHARLES HOSPITAL CORP.,43,6,
2AP,0-17,Ulster,County,286,7,
3AP,0-17,Bronx,JEWISH BOARD OF FAMILY & CHILDREN'S SERVICES,61,0,NO
2AP,18+,Dutchess,County,1312,150,
3AP,18+,Dutchess,County,911,10,NO
2AP,0-17,Oswego,County,106,2,
3AP,18+,Seneca,SENECA COUNTY MENTAL HEALTH SERVICES,41,0,NO
2AP,0-17,Schenectady,County,284,16,
3AP,18+,Lewis,County,117,0,
2AP,0-17,Chautauqua,"WOMAN'S CHRISTIAN ASSOC. OF JAMESTOWN, NY",86,1,NO
2AP,18+,Brooklyn,BROOKDALE HOSPITAL MEDICAL CENTER,928,91,NO
2AP,18+,Yates,County,53,6,
3AP,18+,Staten Island,County,1777,10,
2AP,18+,Monroe,County,4263,350,
3AP,0-17,Chautauqua,"CAPITAL BEHAVIORAL HEALTH NETWORK, LLC BHCC",31,0,
2AP,18+,Onondaga,HILLSIDE CHILDREN'S CENTER,42,1,
2AP,18+,Lewis,County,122,17,
3AP,18+,Schenectady,VISITING NURS SVC/SCHTD & SAR CNTY,225,2,NO
3AP,18+,Cattaraugus,OLEAN GENERAL HOSPITAL,281,2,
2AP,0-17,Hamilton,County,2,0,
3AP,18+,Niagara,KALEIDA HEALTH,529,2,
2AP,18+,Queens,County,10152,1345,
3AP,18+,Bronx,"PROMESA, INC.",299,1,
2AP,0-17,Otsego,County,274,8,
2AP,18+,Bronx,"RMHA, INC. DBA MOSAIC MENTAL HEALTH",130,28,
2AP,0-17,Broome,County,377,15,
2AP,18+,Hamilton,County,6,1,
3AP,18+,Queens,NORTH SHORE-LONG ISLAND JEWISH HEALTH SYSTEM,321,1,
2AP,0-17,Erie,"BESTSELF BEHAVIORAL HEALTH, INC.",37,1,
2AP,0-17,Allegany,County,15,0,
2AP,0-17,Delaware,County,33,3,
3AP,0-17,Madison,ONEIDA HEALTHCARE CENTER,46,0,
2AP,0-17,Brooklyn,NEW YORK CITY CHILDREN'S CENTER,41,1,
2AP,18+,Dutchess,"MENTAL HEALTH AMERICA OF DUTCHESS COUNTY, INC",299,31,
2AP,18+,Albany,"MOHAWK OPPORTUNITIES, INC.",31,4,
2AP,0-17,Chenango,County,81,3,
3AP,18+,Westchester,WESTCHESTER CARES ACTION PROGRAM,24,0,
2AP,18+,Manhattan,THE NEW YORK AND PRESBYTERIAN HOSPITAL,2829,251,
2AP,18+,Queens,PREMIER HEALTHCARE D & T CTR,536,130,
3AP,18+,Monroe,County,1819,3,
2AP,18+,Erie,County,4163,375,
2AP,0-17,Saratoga,County,278,8,
2AP,0-17,Brooklyn,SCO FAMILY OF SERVICES,36,1,
2AP,0-17,Greene,GREENE COUNTY COMMUNITY SERVICES BOARD,31,0,NO
2AP,0-17,Allegany,County,26,0,
3AP,0-17,Schenectady,County,282,0,
2AP,0-17,Orange,County,250,11,
2AP,18+,Oswego,County,429,29,
3AP,18+,Schenectady,"REHABILITATION SUPPORT SERVICES, INC.",48,0,NO
2AP,18+,Bronx,ALL MED & REHAB OF NEW YORK,90,26,
3AP,18+,Tompkins,County,1,0,
2AP,18+,Bronx,County,14540,1484,
2AP,18+,Sullivan,County,516,57,
2AP,18+,Chemung,County,302,18,
3AP,18+,Manhattan,BETH ISRAEL MEDICAL CENTER,240,1,
3AP,18+,Bronx,MEDALLIANCE MEDICAL HLTH SVC,53,0,
3AP,18+,Seneca,County,123,1,
2AP,18+,Steuben,"HUTHER-DOYLE MEMORIAL INSTITUTE, INC.",44,4,NO
2AP,0-17,Clinton,CLINTON COUNTY COMMUNITY SERVICES BOARD,26,2,
3AP,18+,Essex,County,136,1,
3AP,18+,Brooklyn,"BRIDGING ACCESS TO CARE, INC.",100,0,
2AP,0-17,Onondaga,ST. JOSEPH'S HOSPITAL HEALTH CENTER,194,14,NO
2AP,18+,Jefferson,County,459,55,
2AP,18+,Schenectady,County,365,40,
3AP,0-17,Onondaga,SUNY HEALTH SCIENCE CENTER-UNIVERSITY HOSPITA,357,1,
2AP,18+,Orange,County,1417,191,
2AP,18+,Columbia,COORDINATED BEHAVIORAL HEALTH SERVICES IPA,68,5,
2AP,18+,Columbia,County,230,27,
3AP,18+,Brooklyn,VILLAGE CENTER FOR CARE AI,156,1,
3AP,0-17,Brooklyn,NYC-HHC WOODHULL MEDICAL & MENTAL HEALTH CENT,56,0,NO
2AP,18+,Brooklyn,CITYBLOCK MEDICAL PRACTICE/OLUWATOYIN AJAYI,28,4,
3AP,18+,Suffolk,SAYVILLE PROJECT SUNY SB SCM,53,0,NO
2AP,18+,Oswego,County,412,30,
2AP,18+,Washington,County,115,12,
3AP,18+,Oswego,NORTHERN OSWEGO CNTY HLTH SVC,74,0,
2AP,18+,Monroe,A C CENTER INC,48,2,
3AP,18+,Queens,MEDISYS FAMILY CARE,59,0,NO
2AP,18+,Manhattan,"COORDINATED BEHAVIORAL HEALTH CARE, INC.",2913,369,
3AP,18+,Saratoga,County,114,1,
3AP,18+,Otsego,County,759,2,
3AP,18+,Manhattan,ENGAGEWELL IPA,3728,7,
3AP,18+,Bronx,MONTEFIORE MEDICAL CENTER,5863,23,
3AP,18+,Broome,OMH STATE PC NETWORK,135,1,NO
3AP,18+,Manhattan,NYC-HHC JACOBI MEDICAL CENTER,412,4,
3AP,18+,Erie,MERCY HOSPITAL OF BUFFALO,268,1,
2AP,18+,Brooklyn,HOUSING WORKS INC AI,101,6,
2AP,18+,Allegany,County,171,10,
2AP,0-17,Schenectady,County,308,15,
2AP,0-17,Staten Island,County,155,5,
2AP,18+,Otsego,County,756,65,
2AP,18+,Monroe,County,4186,319,
2AP,0-17,Albany,HUTCHINGS PSYCHIATRIC CENTER,21,0,
3AP,0-17,Manhattan,MOUNT SINAI MEDICAL CENTER,115,0,
3AP,18+,Staten Island,"HUDSON RIVER HEALTHCARE, INC.",44,0,
3AP,18+,Herkimer,County,279,0,
3AP,18+,Brooklyn,"HOUSING WORKS HEALTH SERVICES III, INC.  D/B/",126,0,
3AP,18+,Nassau,NEW ISLAND HOSPITAL,102,1,NO
2AP,0-17,Albany,County,1530,56,
2AP,0-17,Albany,ALBANY MEMORIAL HOSPITAL,32,2,
3AP,18+,Dutchess,ASTOR SERVICES FOR CHILDREN & FAMILIES,27,0,
3AP,18+,Oneida,"ROME MEMORIAL HOSPITAL, INC.",116,0,
2AP,0-17,Albany,ALBANY MEMORIAL HOSPITAL,22,1,NO
3AP,18+,Bronx,"MONTEFIORE MOUNT VERNON HOSPITAL, INC.",130,0,NO
2AP,0-17,Schenectady,County,228,13,
2AP,18+,Franklin,ADIRONDACK HEALTH INSTITUTE INC,71,5,
2AP,18+,Allegany,County,36,6,
2AP,18+,Oneida,"NORTH COUNTRY TRANSITIONAL LIVING SERVS, INC.",52,5,
3AP,18+,Albany,"COMMUNITY HEALTHCARE NETWORK, INC.",23,0,
3AP,18+,Dutchess,County,1281,9,
2AP,18+,Dutchess,VASSAR BROTHERS MED CTR,311,23,NO
2AP,0-17,Saratoga,THE SARATOGA HOSPITAL,93,3,
3AP,18+,Westchester,"SANCIA WELLNESS, INC.",24,0,NO
3AP,0-17,Monroe,VALUE NETWORK IPA,97,0,
2AP,18+,Onondaga,County,2668,256,
2AP,18+,Bronx,County,13240,1281,
2AP,18+,Schoharie,County,119,12,
3AP,18+,Albany,County,5929,36,
2AP,0-17,Livingston,NICHOLAS H. NOYES MEMORIAL HOSPITAL,52,0,
2AP,18+,Manhattan,UPPER ROOM AIDS MINISTRY AADC,62,5,NO
2AP,18+,Putnam,ST CHRISTOPHERS INN INC,46,2,NO
2AP,0-17,Cayuga,County,126,5,
3AP,18+,Madison,County,296,1,
2AP,18+,Clinton,"BEHAVIORAL HEALTH SERVICES NORTH, INC.",107,15,
2AP,18+,Bronx,NYC-HHC AGENCY NETWORK,167,8,
3AP,18+,Seneca,County,112,0,
2AP,18+,Columbia,County,96,5,
3AP,0-17,Steuben,HILLSIDE CATHOLIC CHARITIES BHCC,65,0,
3AP,18+,Ulster,"GATEWAY COMMUNITY INDUSTRIES, INC.",37,0,NO
2AP,0-17,Staten Island,County,176,6,
2AP,18+,Hamilton,County,7,1,
2AP,0-17,Dutchess,County,301,14,
3AP,0-17,Jefferson,CARTHAGE AREA HOSPITAL,29,0,NO
3AP,18+,Cortland,"ONONDAGA CASE MGMNT SERVICES, INC DBA CIRCARE",27,0,
2AP,0-17,Monroe,ALBANY COUNTY DEPARTMENT OF MENTAL HEALTH,32,0,
2AP,18+,Steuben,County,211,26,NO
2AP,18+,Schenectady,PLANNED PTHD MOHAWK HUDSON,80,3,NO
2AP,18+,Brooklyn,County,11991,1325,
3AP,18+,Manhattan,County,25698,80,
3AP,18+,Erie,"FAMILY & CHILDREN'S SERVICES OF NIAGARA, INC.",33,0,
2AP,0-17,Oswego,County,103,1,
2AP,0-17,Orange,County,249,15,
2AP,0-17,Westchester,"FAMILY SERVICE LEAGUE, INC.",45,4,
3AP,18+,Wyoming,County,123,0,
2AP,18+,Erie,ROSWELL PARK CANCER INST,125,12,NO
2AP,18+,Erie,"HORIZON HEALTH SERVICES, INC.",267,16,
2AP,18+,Erie,"TRANSITIONAL SERVICES, INC.",110,24,YES
2AP,18+,Erie,CHAUTAUQUA COUNTY MENTAL HYGIENE SERVICES,67,3,
3AP,18+,Jefferson,UCPA OF THE NORTH COUNTRY,28,2,NO
2AP,18+,Niagara,"COMMUNITY MISSIONS, INC.",44,8,
3AP,18+,Brooklyn,"PAUL J. COOPER CENTER FOR HUMAN SERVICES, INC",82,0,NO
3AP,18+,Tompkins,County,386,2,
3AP,0-17,Ulster,ULSTER COUNTY MENTAL HEALTH DEPARTMENT,51,0,NO
2AP,0-17,Chautauqua,"WOMAN'S CHRISTIAN ASSOC. OF JAMESTOWN, NY",102,0,NO
3AP,18+,Chautauqua,"EHS, INC.",48,0,
2AP,18+,Manhattan,CENTER FOR ALTERNATIVE SENTENCING & EMPLOYMEN,59,6,
3AP,18+,Wayne,County,85,0,
2AP,0-17,Schuyler,County,16,0,
2AP,18+,Brooklyn,SOUTHWEST BROOKLYN HEALTH HOME LLC,962,64,
3AP,18+,Washington,County,115,0,
2AP,18+,Sullivan,County,580,70,
2AP,18+,Erie,County,4112,377,
3AP,18+,Steuben,County,448,2,
2AP,18+,Essex,County,43,7,
2AP,18+,Monroe,County,4309,347,
3AP,18+,Saratoga,WARRENSBURG HEALTH CENTER,49,0,
3AP,0-17,Sullivan,County,132,0,
2AP,18+,Fulton,NATHAN LITTAUER HOSPITAL,55,4,
2AP,18+,Madison,ONEIDA HEALTHCARE CENTER,32,1,NO
2AP,18+,Queens,"BLEULER PSYCHOTHERAPY CENTER, INC.",116,10,
2AP,0-17,Steuben,County,121,6,
2AP,18+,Manhattan,County,26119,2773,
2AP,18+,Oneida,FAXTON - ST. LUKE'S HEALTHCARE,95,17,
2AP,18+,Queens,County,10406,1353,
2AP,0-17,Greene,County,58,7,
