UID,Client,Pro Class,Contract Title,Route to Market,Agreement Type,Contract Start Date,Contract Term (Months),Maximum Duration of Contract (Months),Contract End Date,Ext. Applied to Contract,Maximum Extend Date,Review Date,Estimated Annual Value,Estimated Total Value,Supplier Name,Supplier Type,Registered Number,Postcode,Council Directorate
1321,Stockport Council,361600-Public Transport : Taxi Services : Home to School,Home to School Transport DPS,-,-,-,-,-,-,-,-,-,-,-,TC Travel Services Ltd,SME,5866052,M16 8HN,Stockport- Services to Place
1321,Stockport Council,361600-Public Transport : Taxi Services : Home to School,Home to School Transport DPS,-,-,-,-,-,-,-,-,-,-,-,Trevor Bunter,SME,Supplier does not have company number,M34 7QA,Stockport- Services to Place
1321,Stockport Council,361600-Public Transport : Taxi Services : Home to School,Home to School Transport DPS,-,-,-,-,-,-,-,-,-,-,-,Westfield Minibuses,SME,Supplier does not have company number,SK1 2NE,Stockport- Services to Place
1321,Stockport Council,361600-Public Transport : Taxi Services : Home to School,Home to School Transport DPS,-,-,-,-,-,-,-,-,-,-,-,Youbus,SME,8588545,M32 0AH,Stockport- Services to Place
1324,Stockport Council,271300-Information Communication Technology : Services : Maintenance & Support,SIMS Annual Entitlement (including LA Charge and Additional Module Maintenance),Call Off (External),Contract,01/04/2015,48,84,31/03/2019,No,31/03/2019,31/10/2018,"Â£125,176.50","Â£876,235.50",Capita Business Services Ltd,Large,02299747,DL1 9HN,Stockport- Corporate & Support Services
1327,Stockport Council,191000-Facilities & Management Services : Advertising : ,Management & Promotion of Stockport Town Centre Managed Sites,Tender,Concession,12/02/2016,48,48,12/02/2020,Yes,12/02/2020,15/12/2019,"Â£40,000.00","Â£80,000.00",PinPointer Ltd ,SME,5196344,M3 5EJ,Stockport- Corporate & Support Services
1333,Stockport Council,321800-Social Community Care Supplies & Services - Adult : Independent Supported Living : ,Supported Living for Adults with a Learning Disability (103.5 - Phase 3),Mini Competition (Internal),Contract,13/04/2015,48,48,12/04/2019,No,12/04/2019,01/01/2018,"Â£339,744.76","Â£1,358,979.04",Creative Support,VCSE,27440R,M1 2HF,Stockport- Services to People
1352,Stockport Council,321800-Social Community Care Supplies & Services - Adult : Independent Supported Living : ,Supported Living Services for adults with an LD (103.4 - Phase 2),Mini Competition (Internal),Contract,26/01/2015,48,48,25/01/2019,No,25/01/2019,01/09/2017,"Â£364,853.00","Â£1,459,412.00",Choice Support,VCSE,298149,SK5 6DA,Stockport- Services to People
1366,Stockport Council,191700-Facilities & Management Services : Property Management : ,Fire Risk Assessments,OJEU Tender,Framework Agreement,04/01/2016,24,48,03/01/2020,Yes,03/01/2020,01/10/2019,"Â£50,000.00","Â£100,000.00",Various - see below,Various - see below,Various - see below,Various - see below,Stockport- Services to Place
1366,Stockport Council,191700-Facilities & Management Services : Property Management : ,Fire Risk Assessments,-,-,-,-,-,-,-,-,-,-,-,Firesec North West Ltd,Small,6702659,CH65 3EY,Stockport- Services to Place
1366,Stockport Council,191700-Facilities & Management Services : Property Management : ,Fire Risk Assessments,-,-,-,-,-,-,-,-,-,-,-,The Oakleaf  Surveying Ltd,Medium,6151373,NN3 6WL,Stockport- Services to Place
1366,Stockport Council,191700-Facilities & Management Services : Property Management : ,Fire Risk Assessments,-,-,-,-,-,-,-,-,-,-,-,Fire Protection Association,Small,3806681,GL56 ORH,Stockport- Services to Place
1366,Stockport Council,191700-Facilities & Management Services : Property Management : ,Fire Risk Assessments,-,-,-,-,-,-,-,-,-,-,-,BB7 Fire Limited,Small,7088332,ME1 1XF,Stockport- Services to Place
1367,Stockport Council,201800-Financial Services : Insurance : ,Insurance Advisory and Broking Service,Call Off (External),Contract,01/01/2016,36,60,01/01/2019,No,31/12/2021,01/08/2018,"Â£14,000.00","Â£70,000.00",Arthur J Gallagher ,Large,08887139,M3 5AG,Stockport- Corporate & Support Services
1378,Stockport Council,321800-Social Community Care Supplies & Services - Adult : Independent Supported Living : ,Supported Living Services (103.7 - Phase 5),Mini Competition (Internal),Contract,01/12/2015,36,48,30/11/2018,No,30/11/2019,01/07/2018,"Â£214,766.76","Â£859,067.04",Home Focus,VCSE,2147139,M30 0DL,Stockport- Services to People
1401,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Alternative Provision and One to One Tutoring Services ,Tender,Framework Agreement,01/03/2016,12,19,31/08/2017,No,31/08/2017,01/03/2017,"Â£600,000.00","Â£1,800,000.00",Various - see below,Various - see below,Various - see below,Various - see below,Stockport- Services to People
1401,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Alternative Provision and One to One Tutoring Services ,-,-,-,-,-,-,-,-,-,-,-,Acorn Education,SME,"05019430
 
 ",BL2 1BX,Stockport- Services to People
1401,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Alternative Provision and One to One Tutoring Services ,-,-,-,-,-,-,-,-,-,-,-,Agricultural and Rural CIC,SME,"07003228
 ",SK6 4BA ,Stockport- Services to People
1401,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Alternative Provision and One to One Tutoring Services ,-,-,-,-,-,-,-,-,-,-,-,CVS Specialist Tutors,SME,"06153495
 ",SK10 4SZ ,Stockport- Services to People
1401,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Alternative Provision and One to One Tutoring Services ,-,-,-,-,-,-,-,-,-,-,-,Educ8 Liverpool,SME,"07552260
 ",L8 6SE,Stockport- Services to People
1401,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Alternative Provision and One to One Tutoring Services ,-,-,-,-,-,-,-,-,-,-,-,Groundwork MSSTT,SME,3233208,M17 1TU ,Stockport- Services to People
1401,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Alternative Provision and One to One Tutoring Services ,-,-,-,-,-,-,-,-,-,-,-,In School Out Teaching,SME,Does not have one,SK4 5AB,Stockport- Services to People
1401,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Alternative Provision and One to One Tutoring Services ,-,-,-,-,-,-,-,-,-,-,-,Next Level Learning,SME,"06277818
 ",M28 7DH,Stockport- Services to People
1401,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Alternative Provision and One to One Tutoring Services ,-,-,-,-,-,-,-,-,-,-,-,Nisai Academy,SME,"05030261
 ",HA1 1XB ,Stockport- Services to People
1401,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Alternative Provision and One to One Tutoring Services ,-,-,-,-,-,-,-,-,-,-,-,Norman Mackie,SME,"03889154
 ",SK15 1EB ,Stockport- Services to People
1401,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Alternative Provision and One to One Tutoring Services ,-,-,-,-,-,-,-,-,-,-,-,Prestige College,SME,"08422831
 ",SK3 0EX,Stockport- Services to People
1401,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Alternative Provision and One to One Tutoring Services ,-,-,-,-,-,-,-,-,-,-,-,Professional Learning Systems Ltd T/AS PLS Care,Micro,9607876,M3 4EN ,Stockport- Services to People
1401,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Alternative Provision and One to One Tutoring Services ,-,-,-,-,-,-,-,-,-,-,-,Pure Innovations,SME,"05241249
 ",SK3 0RF,Stockport- Services to People
1401,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Alternative Provision and One to One Tutoring Services ,-,-,-,-,-,-,-,-,-,-,-,SMS Education,SME,"08720021
 ",SK4 5HS,Stockport- Services to People
1401,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Alternative Provision and One to One Tutoring Services ,-,-,-,-,-,-,-,-,-,-,-,Sport Works,SME,"09213501
 ",WA4 3DU ,Stockport- Services to People
1401,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Alternative Provision and One to One Tutoring Services ,-,-,-,-,-,-,-,-,-,-,-,Starlight ,SME,"L43803000
 ",SK8 4JQ ,Stockport- Services to People
1401,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Alternative Provision and One to One Tutoring Services ,-,-,-,-,-,-,-,-,-,-,-,Teaching Personnel,SME,"03225158
 ",AL7 1GL,Stockport- Services to People
1401,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Alternative Provision and One to One Tutoring Services ,-,-,-,-,-,-,-,-,-,-,-,The Manchester College,SME,"10139143
 ",M11 2WH ,Stockport- Services to People
1401,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Alternative Provision and One to One Tutoring Services ,-,-,-,-,-,-,-,-,-,-,-,The National Teaching & Advisory Service,SME,"06779537
 ",SK9 2TB ,Stockport- Services to People
1401,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Alternative Provision and One to One Tutoring Services ,-,-,-,-,-,-,-,-,-,-,-,The Prince's Trust,SME,"RC000772
 ",M5 5WG ,Stockport- Services to People
1401,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Alternative Provision and One to One Tutoring Services ,-,-,-,-,-,-,-,-,-,-,-,The Together Trust,SME,301722,SK8 1JE ,Stockport- Services to People
1408,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,"Stockport Information, advice and support",Tender,Contract,01/04/2016,36,36,31/03/2019,Yes,31/03/2019,31/10/2018,"Â£50,000.00","Â£150,000.00",KIDS,VCSE,1346252,B72 1EA,Stockport- Services to People
1415,Stockport Council,191000-Facilities & Management Services : Advertising : ,Provision of an Advertising Service on agreed sites in the Borough of Trafford and/or Stockport,Tender,Concession,08/12/2015,48,48,07/12/2019,Yes,07/12/2019,30/11/2018,Income,Income,Marketing Force Limited,Large,3744053,SL9 7PZ,Stockport- Corporate & Support Services
1423,Stockport Council,201800-Financial Services : Insurance : ,Terrorism Insurance Cover - Stockport Council ,Quote,Contract,29/11/2017,12,12,28/11/2018,No,28/11/2018,01/03/2018,"Â£42,900.00","Â£42,900.00",Ark Syndicate Management Ltd,SME,05887810,EC3M 3AD,Stockport- Corporate & Support Services
1444,Stockport Council,371000-Utilities : Electricity : ,"Unmetered Supply, (UMS) Half Hourly Metered (HH) & Non-Half Hourly Metered (NHH): 'Electricity for: Houldsworth Business and Arts Centre (HH), Street Lighting (HH-UMS), and Feeder Pillar Station Road (NHH)",Call Off (External),Contract,01/04/2015,48,48,31/03/2019,No,31/03/2019,01/04/2018,"Â£454,047.00","Â£1,816,188.00",Npower,Large,03653277,LS14 3WY,Stockport- Corporate & Support Services
1571,Stockport Council,152100-Consultancy : Strategic Planning : ,External Provision of Planning Consultancy Services,Quote,Contract,20/06/2016,36,36,19/06/2019,No,19/06/2019,20/06/2018,"Â£8,333.00","Â£24,999.00",Hollissvincent,SME,110580459,M3 1SQ,Stockport- Services to Place
1578,Stockport Council,261410-Human Resources : Temporary & Agency Staff : Accountancy,Carer Support Service (Supporting MH Recovery),OJEU Tender,Contract,01/11/2015,29,53,31/03/2020,Yes,31/03/2020,01/09/2017,"Â£57,245.00","Â£252,832.08",Stockport & District Mind,VCSE,5879337,SK1 3NP,Stockport- Services to People
1579,Stockport Council,321800-Social Community Care Supplies & Services - Adult : Independent Supported Living : ,LD Supported Living Contract (103.8 - Phase 6),Tender,Contract,09/05/2016,36,48,08/05/2019,No,08/05/2020,01/11/2018,"Â£320,924.25","Â£1,283,697.00",Fitzroy Support,VCSE,2699902,GU32 3JY,Stockport- Services to People
1580,Stockport Council,Social Care Services: Adults,Supported Employment,OJEU Tender,Contract,01/04/2016,36,60,31/03/2019,No,31/03/2021,01/11/2018,"Â£220,000.00","Â£1,100,000.00",Pure Innovations,SME,"05241249
 ",SK3 0RF,Stockport- Services to People
1606,Stockport Council,321013-Social Community Care Supplies & Services - Adult : Day Care : ,Day Care Services,OJEU Tender,Framework Agreement,01/04/2016,36,48,31/03/2019,No,31/03/2020,01/04/2018,"Â£1,100,000.00","Â£4,400,000.00",Various - see below,Various - see below,Various - see below,Various - see below,Stockport- Services to People
1606,Stockport Council,321013-Social Community Care Supplies & Services - Adult : Day Care : ,Day Care Services,-,-,-,-,-,-,-,-,-,-,-,Altruistic Care t/a plane tree,SME,2916556,UB3 2RR,Stockport- Services to People
1606,Stockport Council,321013-Social Community Care Supplies & Services - Adult : Day Care : ,Day Care Services,-,-,-,-,-,-,-,-,-,-,-,Disability Stockport,VCSE,1133529,SK1 1EG,Stockport- Services to People
1606,Stockport Council,321013-Social Community Care Supplies & Services - Adult : Day Care : ,Day Care Services,-,-,-,-,-,-,-,-,-,-,-,Indian Senior Citizen Centre,SME,1040167,M16 8AB,Stockport- Services to People
1606,Stockport Council,321013-Social Community Care Supplies & Services - Adult : Day Care : ,Day Care Services,-,-,-,-,-,-,-,-,-,-,-,Lifeline Project Ltd,SME,1842240,M1 1JF,Stockport- Services to People
1606,Stockport Council,321013-Social Community Care Supplies & Services - Adult : Day Care : ,Day Care Services,-,-,-,-,-,-,-,-,-,-,-,NAS Services Ltd,SME,269425,EC1V 1NG,Stockport- Services to People
1606,Stockport Council,321013-Social Community Care Supplies & Services - Adult : Day Care : ,Day Care Services,-,-,-,-,-,-,-,-,-,-,-,Pure Innovations,SME,"05241249
 ",SK3 0RF,Stockport- Services to People
1606,Stockport Council,321013-Social Community Care Supplies & Services - Adult : Day Care : ,Day Care Services,-,-,-,-,-,-,-,-,-,-,-,Step Out Stockport,SME,8881836,SK1 3AQ,Stockport- Services to People
1606,Stockport Council,321013-Social Community Care Supplies & Services - Adult : Day Care : ,Day Care Services,-,-,-,-,-,-,-,-,-,-,-,Stockport CP Society,SME,1009768,SK4 4JZ,Stockport- Services to People
1606,Stockport Council,321013-Social Community Care Supplies & Services - Adult : Day Care : ,Day Care Services,-,-,-,-,-,-,-,-,-,-,-,The Weekend Day Centre,SME,1009768,SK2 5EA,Stockport- Services to People
1606,Stockport Council,321013-Social Community Care Supplies & Services - Adult : Day Care : ,Day Care Services,-,-,-,-,-,-,-,-,-,-,-,The Together Trust,SME,301722,SK8 1JE,Stockport- Services to People
1612,Stockport Council,271700-Information Communication Technology : Telecommunications : Fixed,WAN (Wide Area Network) & PSTN (Public Switched Telephone Network) Lines,Mini Competition (Internal),Contract,01/03/2016,24,48,14/03/2018,No,14/03/2020,01/12/2018,"Â£150,000.00","Â£600,000.00",Virgin Media,Large,01785381,RG27 9UP,Stockport- Corporate & Support Services
1612,Stockport Council,271700-Information Communication Technology : Telecommunications : Fixed,WAN (Wide Area Network) & PSTN (Public Switched Telephone Network) Lines,Mini Competition (Internal),Contract,15/03/2016,24,48,15/03/2018,No,15/03/2019,30/06/2017,"Â£150,000.00","Â£600,000.00",Virgin Media,Large,01785381,RG27 9UP,Stockport- Corporate & Support Services
1617,Stockport Council,261520-Human Resources : Training & Conferences : Training,Counter Terrorism Training,Exemption,Contract,14/12/2015,39,39,31/03/2019,No,31/03/2019,,"Â£5,400.00","Â£17,550.00",Mobedia,SME,05593917,SK9 7BQ,Stockport- Services to People
1633,Stockport Council,361300-Public Transport : Passenger Transport : ,School Swimming Transport,Tender,Contract,01/09/2016,36,48,31/08/2019,No,31/08/2020,01/06/2019,"Â£103,409.02","Â£413,636.08",Belle Vue Manchester Ltd,Large,3272014,Sk4 5DZ,Stockport- Services to Place
1634,Stockport Council,201300-Financial Services : Cash Collection : ,Bailiff Services,Call Off (External),Contract,01/11/2014,48,60,31/10/2018,Yes,31/10/2019,31/10/2016,nil,nil,Various - see below,Various - see below,Various - see below,Various - see below,Stockport- Corporate & Support Services
1634,Stockport Council,201300-Financial Services : Cash Collection : ,Bailiff Services,-,-,-,-,-,-,-,-,-,-,-,Equita,SME,316 8371,NN1 4BZ,Stockport- Corporate & Support Services
1634,Stockport Council,201300-Financial Services : Cash Collection : ,Bailiff Services,-,-,-,-,-,-,-,-,-,-,-,Jacobs,Large,07923864,CH414PE,Stockport- Corporate & Support Services
1634,Stockport Council,201300-Financial Services : Cash Collection : ,Bailiff Services,-,-,-,-,-,-,-,-,-,-,-,Phoenix,Large,3753408,CR0 2LX,Stockport- Corporate & Support Services
1634,Stockport Council,201300-Financial Services : Cash Collection : ,Bailiff Services,-,-,-,-,-,-,-,-,-,-,-,Rossendales,Large,05070065,BB4 4NB,Stockport- Corporate & Support Services
2268,Stockport Council,271400-Information Communication Technology : Office & Reprographics Equipment : ,SAP Maintenance & Support,Exemption,Contract,01/01/2016,12,12,31/12/2016,No,31/12/2016,01/06/2016,"Â£106,000.00","Â£106,000.00",SAP UK Ltd,Large,2152073,TW14 8HD,Stockport- Corporate & Support Services
2273,Stockport Council,340000-Stationery :  ,Stationery and Office Supplies,OJEU Tender,Framework Agreement,01/03/2017,24,48,28/02/2019,-,28/02/2021,01/09/2018,"Â£250,000.00","Â£1,000,000.00",Lyreco UK Limited,SME,442696,TF2 7NB,Stockport- Corporate & Support Services
2279,Stockport Council,181810-Environmental Services : Technical Equipment : Laboratory,COMA - High voltage Transformers,Quote,Contract,01/03/2016,48,48,28/02/2020,No,28/02/2020,01/10/2019,"Â£2,929.20","Â£11,716.80",SPEC,SME,GB759355684,WF20XW,Stockport- Services to Place
2293,Stockport Council,401102-Social Community Care Supplies & Services - Children : Disabled Children : Short Overnight Breaks,Respite Services for Children with Disabilities - Lot 1 ,OJEU Tender,Framework Agreement,01/04/2016,24,36,31/03/2019,Yes,31/03/2019,31/10/2018,"Â£500,000.00","Â£1,500,000.00",EAM - 07910045   Birtenshaw - 02978546 Seashell - 4216714 Fairfield - 03607854 Together Trust - 0301722,VCSE,EAM - 07910045   Birtenshaw - 02978546 Seashell - 4216714 Fairfield - 03607854 Together Trust - 0301722,EAM - M31 4DJ              Together Trust - SK8 1JE Seahsell Trust SK8 6RQ,Stockport- Services to People
2294,Stockport Council,401199-Social Community Care Supplies & Services - Children : Disabled Children : Not Elsewhere Classified,Respite Services for Children with Disabilities - Lot 2,OJEU Tender,Framework Agreement,01/04/2016,24,36,31/03/2019,Yes,31/03/2019,31/10/2018,"Â£500,000.00","Â£1,500,000.00",Various - see below,Various - see below,Various - see below,Various - see below,Stockport- Services to People
2294,Stockport Council,401199-Social Community Care Supplies & Services - Children : Disabled Children : Not Elsewhere Classified,Respite Services for Children with Disabilities - Lot 2,-,-,-,-,-,-,-,-,-,-,-,Crossroads Fairfield ,Large,NI030717,M34 5GB,Stockport- Services to People
2294,Stockport Council,401199-Social Community Care Supplies & Services - Children : Disabled Children : Not Elsewhere Classified,Respite Services for Children with Disabilities - Lot 2,-,-,-,-,-,-,-,-,-,-,-,HG Care Services Ltd,SME,04626258,SK43GN,Stockport- Services to People
2294,Stockport Council,401199-Social Community Care Supplies & Services - Children : Disabled Children : Not Elsewhere Classified,Respite Services for Children with Disabilities - Lot 2,-,-,-,-,-,-,-,-,-,-,-,INDEPENDENT OPTIONS (NORTH WEST),SME,"
Company: 02560910  
Charity: 1022680",SK75PE,Stockport- Services to People
2294,Stockport Council,401199-Social Community Care Supplies & Services - Children : Disabled Children : Not Elsewhere Classified,Respite Services for Children with Disabilities - Lot 2,-,-,-,-,-,-,-,-,-,-,-,Rainbow Trust,VCSE,1070532,OL8 4QQ,Stockport- Services to People
2294,Stockport Council,401199-Social Community Care Supplies & Services - Children : Disabled Children : Not Elsewhere Classified,Respite Services for Children with Disabilities - Lot 2,-,-,-,-,-,-,-,-,-,-,-,Stockport CP Together Trust ,VCSE,209782,SK8 1JE,Stockport- Services to People
2302,Stockport Council,271510-Information Communication Technology : Services : Application Service Provision,"Provision of a System for Public Safety and Protection, Planning, Building Control and Land ChargesÂ (Divided into 2 Lots) Utilising the CCS Framework RM1059 Lot 3",OJEU Tender,Framework Agreement,01/04/2016,36,48,31/03/2019,No,31/03/2019,01/10/2018,"Â£42,000.00","Â£168,000.00",Idox,Large,2933889,G2 7JZ,Stockport- Corporate & Support Services
2303,Stockport Council,271510-Information Communication Technology : Services : Application Service Provision,Provision of a Management Information System for Stockport Continuing Education Service,Tender,Contract,01/04/2016,24,36,31/03/2018,No,31/03/2019,01/10/2017,"Â£16,100.00","Â£48,300.00",West March Systems Ltd,SME,6245182,CA1 2SQ,Stockport- Corporate & Support Services
2304,Stockport Council,271510-Information Communication Technology : Services : Application Service Provision,Provision of an Education Management Information and Case Management System ,OJEU Tender,Contract,01/04/2016,60,108,31/03/2021,No,31/03/2021,01/10/2020,"Â£108,996.05","Â£980,964.45",Tribal Education Limited,Large,04163300,BS2 0HQ,Stockport- Corporate & Support Services
2305,Stockport Council,271400-Information Communication Technology : Office & Reprographics Equipment : ,Pecos Support & Maintenance,Exemption,Contract,01/12/2015,37,37,18/12/2018,No,18/12/2018,01/09/2018,"Â£65,000.00","Â£200,000.00",Elcom Systems Ltd,Large,2838561,MK11 1JR,Stockport- Corporate & Support Services
2329,Stockport Council,261100-Human Resources : Interpretation & Translation : ,British Sign Language,Tender,Contract,03/10/2016,36,48,02/10/2019,No,02/10/2020,01/01/2019,"Â£12,500.00","Â£50,000.00",Various - see below,Various - see below,Various - see below,Various - see below,Stockport- Services to People
2329,Stockport Council,261100-Human Resources : Interpretation & Translation : ,British Sign Language,-,-,-,-,-,-,-,-,-,-,-,Action on Hearing Loss ,Large,207720,EC1Y 8SL,Stockport- Services to People
2329,Stockport Council,261100-Human Resources : Interpretation & Translation : ,British Sign Language,-,-,-,-,-,-,-,-,-,-,-,Manchester Deaf School ,Large,1110373,M13 9GH,Stockport- Services to People
2333,Stockport Council,191200-Facilities & Management Services : Document Archiving & Storage : ,Off Site Storage ,OJEU Tender,Contract,01/06/2017,36,60,31/05/2020,No,31/05/2022,31/05/2019,"Â£10,069.00","Â£50,346.00",DataSpace UK Limited,Small,03816685,CW9 6GB,Stockport- Corporate & Support Services
2334,Stockport Council,271430-Information Communication Technology : Software : Commercial Off-The-Shelf,Attendance and Exclusion Monitoring service for out of  area Looked After Children,Quote,Contract,01/05/2016,36,48,30/04/2019,No,30/04/2020,01/01/2019,"Â£5,801.25","Â£23,205.00",Welfare Call,Small,6835180,S36 6FH,Stockport- Services to People
3007,Stockport Council,271300-Information Communication Technology : Services : Maintenance & Support,CoronerÂs case management system,Call Off (External),Framework Agreement,01/04/2016,36,36,31/03/2019,No,31/03/2019,01/10/2018,"Â£5,200.00","Â£15,600.00",Civica UK Ltd,Large,1628868,SW15 6AR,Stockport- Corporate & Support Services
3014,Stockport Council,182011-Environmental Services : Waste Management : Consumables (was Equipment),Litter Bins ,Call Off (External),Contract,01/08/2017,36,48,31/07/2020,No,31/07/2021,01/05/2018,"Â£50,000.00","Â£150,000.00",Wybone,SME,952455,S74 9TF,Stockport- Services to Place
3020,Stockport Council,321115-Social Community Care Supplies & Services - Children : Community Based Services : Childcare Services,Young People's Youth Club ,Quote,Contract,01/04/2016,12,36,31/03/2019,Yes,31/03/2019,28/11/2018,"Â£8,000.00","Â£16,000.00",Pure Innovations,SME,"05241249
 ",SK3 0RF,Stockport- Services to People
3021,Stockport Council,269999-Human Resources : Not Elsewhere Classified : ,Occupational Health Service,Call Off (External),Contract,01/03/2016,48,48,29/02/2020,No,29/02/2020,31/10/2019,"Â£100,000.00","Â£400,000.00",Health Management Ltd,Large,4369949,BN8 5NN,Stockport- Corporate & Support Services
3022,Stockport Council,Animals : Dogs : ,Collection of stray dogs,OJEU Tender,Framework Agreement,01/10/2015,36,48,30/09/2018,Yes,30/09/2019,30/04/2019,"Â£17,000.00","Â£51,000.00",Animal Wardens,SME,3078092,BL1 4RA,Stockport- Services to Place
3033,Stockport Council,321800-Social Community Care Supplies & Services - Adult : Independent Supported Living : ,Supported Living Services (103.9 - Phase 7),Mini Competition (Internal),Contract,01/08/2016,36,48,31/07/2019,No,31/07/2020,31/07/2018,"Â£355,887.62","Â£1,423,550.48",Royal Mencap Society,VCSE,550457 comp no  222377 charity,EC1Y 0RT,Stockport- Services to People
3056,Stockport Council,131312-Cleaning & Janitorial : Washroom Sanitation Service : ,"Sanitary, Medical & Sharps Etc",Call Off (External),Contract,01/08/2016,32,32,31/03/2019,No,31/03/2019,01/12/2018,"Â£79,670.00","Â£212,453.33",PHS ,SME,00770813,CF83 1XH,Stockport- Corporate & Support Services
3059,Stockport Council,269999-Human Resources : Not Elsewhere Classified : ,Physiotherapy services for Stockport Council ,Tender,Contract,01/08/2016,36,36,31/07/2019,No,31/07/2019,01/02/2019,"Â£42,000.00","Â£126,000.00",John Bowden / Physio.co.uk ,SME,Supplier does not have company number,M3 4DN,Stockport- Corporate & Support Services
3060,Stockport Council,269999-Human Resources : Not Elsewhere Classified : ,Counselling Services to Stockport Council ,Tender,Contract,05/09/2016,36,36,04/09/2019,No,04/09/2019,30/03/2018,"Â£47,000.00","Â£141,000.00",Beacon Counselling,SME,5429473,SK7 1BA,Stockport- Corporate & Support Services
3078,Stockport Council,321800-Social Community Care Supplies & Services - Adult : Independent Supported Living : ,Supported Living Services (103.10 - Phase 8),Tender,Contract,16/01/2017,36,48,15/01/2020,No,15/01/2021,01/09/2019,"Â£880,584.00","Â£3,522,336.00",Royal Mencap Society,VCSE,550457 comp no  222377 charity,M16 9HU,Stockport- Services to People
3110,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Independent Travel Training 2016 - Stockport,Tender,Contract,01/09/2016,24,36,31/08/2018,No,31/08/2019,31/03/2018,"Â£130,000.00","Â£390,000.00",Pure Innovations,SME,"05241249
 ",SK3 0RF,Stockport- Services to People
3153,Stockport Council,321930-Social Community Care Supplies & Services - Adult : Respite : Community,Development of a Wellbeing Centre in Stockport,Tender,Contract,01/07/2016,24,36,30/06/2018,No,30/06/2019,30/06/2017,"Â£45,000.00","Â£135,000.00",Disability Stockport,VCSE,7063608,SK1 1EG ,Stockport- Services to People
3163,Stockport Council,151514-Healthcare : Public Health : Specialist Services,TENDER FOR THE PROVISION OF COMMUNITY BASED LIFESTYLE SERVICES,OJEU Tender,Contract,01/10/2016,36,72,30/09/2019,No,30/09/2022,01/09/2018,"Â£914,993.00","Â£5,489,958.00",Various - see below,Various - see below,Various - see below,Various - see below,Stockport- Services to People
3163,Stockport Council,151514-Healthcare : Public Health : Specialist Services,TENDER FOR THE PROVISION OF COMMUNITY BASED LIFESTYLE SERVICES,-,-,-,-,-,-,-,-,-,-,-,ABL HEALTH LIMITED,Medium,7074944,BL4 0JL ,Stockport- Services to People
3163,Stockport Council,151514-Healthcare : Public Health : Specialist Services,TENDER FOR THE PROVISION OF COMMUNITY BASED LIFESTYLE SERVICES,-,-,-,-,-,-,-,-,-,-,-,STOCKPORT SPORTS TRUST t/a LIFE LEISURE,Large,4304674,SK8 7BS   ,Stockport- Services to People
3169,Stockport Council,310000-Healthcare :  ,"Sexual and Reproductive Health Services for the boroughs of Stockport, Tameside & Trafford",OJEU Tender,Contract,16/09/2016,31,55,31/03/2019,No,31/03/2021,01/05/2018,"Â£1,652,313.00","Â£7,435,408.50",Central Manchester University Hospitals NHS Foundation Trust,NHS,1049274,M13 0ZY,Stockport- Corporate & Support Services
3173,Stockport Council,199999-Facilities & Management Services : Not Elsewhere Classified : ,Consolidation of franking equipment in the Corporate mailroom,Quote,Contract,01/06/2016,24,36,31/05/2018,No,31/05/2019,01/03/2018,"Â£7,133.00","Â£14,266.00",Pitney Bowes Software Europe Ltd,Medium,01977325,AL10 9UJ,Stockport- Corporate & Support Services
3181,Stockport Council,379999-Utilities : Not Elsewhere Classified : ,"Water, Waste Water, and Ancillary Services",Local Services,Contract,01/04/1974,531,531,30/06/2018,No,30/06/2018,,"Â£1,973,000.00","Â£84,674,583.33",Water Plus,Large,04141390,ST1 4FD ,Stockport- Corporate & Support Services
3184,Stockport Council,271699-Information Communication Technology : Telecommunications : ,Unified Communications,Mini Competition (External),Contract,06/04/2017,36,60,05/04/2020,No,05/04/2022,01/06/2019,"Â£69,973.94","Â£500,895.25",Virgin Media Business,Large,01785381,S98 1HS,Stockport- Corporate & Support Services
