UID,Client,Status,Pro Class,Contract Title,Route to Market,Agreement Type,Contract Start Date,Contract Term (Months),Maximum Duration of Contract (Months),Contract End Date,Ext. Applied to Contract,Maximum Extend Date,Review Date,Estimated Annual Value,Estimated Total Value,Supplier Name,Supplier Type,Registered Number,Postcode,Council Directorate
1316,Stockport Council,Live (Ongoing),321000Â  Social Community Care Supplies & Services - Adult,Stockport Council Wellbeing and Independence Network (WIN) Lot 3 - Wellbeing and Independence through Community Transport,OJEU Tender,Contract,01/10/2015,36.0,60.0,31/03/2021,Yes,31/03/2021,30/09/2020,"Â£120,000.00","Â£576,000.00",Stockport Car Scheme,SME,1091546,SK4 3LD,Stockport- Services to People
1366,Stockport Council,Live (Ongoing),191700-Facilities & Management Services : Property Management : ,Fire Risk Assessments,,,,,,,,,,,,Firesec North West Ltd,Small,6702659,CH65 3EY,Stockport- Services to Place
1366,Stockport Council,Live (Ongoing),191700-Facilities & Management Services : Property Management : ,Fire Risk Assessments,,,,,,,,,,,,The Oakleaf  Surveying Ltd,Medium,6151373,NN3 6WL,Stockport- Services to Place
1366,Stockport Council,Live (Ongoing),191700-Facilities & Management Services : Property Management : ,Fire Risk Assessments,,,,,,,,,,,,Fire Protection Association,Small,3806681,GL56 ORH,Stockport- Services to Place
1366,Stockport Council,Live (Ongoing),191700-Facilities & Management Services : Property Management : ,Fire Risk Assessments,,,,,,,,,,,,BB7 Fire Limited,Small,7088332,ME1 1XF,Stockport- Services to Place
1367,Stockport Council,Live (Ongoing),201800-Financial Services : Insurance : ,Insurance Advisory and Broking Service,Call Off (External),Contract,01/01/2016,36.0,60.0,01/01/2021,,01/01/2021,01/08/2018,"Â£14,000.00","Â£70,000.00",Arthur J Gallagher ,Large,8887139,M3 5AG,Stockport- Corporate & Support Services
1378,Stockport Council,Live (Ongoing),321000Â  Social Community Care Supplies & Services - Adult,Supported Living Services (103.7 - Phase 5),Mini Competition (Internal),Contract,01/12/2015,36.0,48.0,31/12/2020,No,31/12/2020,01/07/2018,"Â£214,766.76","Â£859,067.04",Home Focus,VCSE,2147139,M30 0DL,Stockport- Services to People
1401,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Alternative Provision and One to One Tutoring Services ,,,,,,,,,,,,Acorn Education,SME,"05019430
 
 ",BL2 1BX,Stockport- Services to People
1401,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Alternative Provision and One to One Tutoring Services ,,,,,,,,,,,,Agricultural and Rural CIC,SME,"07003228
 ",SK6 4BA ,Stockport- Services to People
1401,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Alternative Provision and One to One Tutoring Services ,,,,,,,,,,,,CVS Specialist Tutors,SME,"06153495
 ",SK10 4SZ ,Stockport- Services to People
1401,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Alternative Provision and One to One Tutoring Services ,,,,,,,,,,,,Educ8 Liverpool,SME,"07552260
 ",L8 6SE,Stockport- Services to People
1401,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Alternative Provision and One to One Tutoring Services ,,,,,,,,,,,,Groundwork MSSTT,SME,3233208,M17 1TU ,Stockport- Services to People
1401,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Alternative Provision and One to One Tutoring Services ,,,,,,,,,,,,In School Out Teaching,SME,Does not have one,SK4 5AB,Stockport- Services to People
1401,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Alternative Provision and One to One Tutoring Services ,,,,,,,,,,,,Next Level Learning,SME,"06277818
 ",M28 7DH,Stockport- Services to People
1401,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Alternative Provision and One to One Tutoring Services ,,,,,,,,,,,,Nisai Academy,SME,"05030261
 ",HA1 1XB ,Stockport- Services to People
1401,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Alternative Provision and One to One Tutoring Services ,,,,,,,,,,,,Norman Mackie,SME,"03889154
 ",SK15 1EB ,Stockport- Services to People
1401,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Alternative Provision and One to One Tutoring Services ,,,,,,,,,,,,Prestige College,SME,"08422831
 ",SK3 0EX,Stockport- Services to People
1401,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Alternative Provision and One to One Tutoring Services ,,,,,,,,,,,,Professional Learning Systems,SME,"09607876
 ",M3 4EN ,Stockport- Services to People
1401,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Alternative Provision and One to One Tutoring Services ,,,,,,,,,,,,Pure Innovations Limited ,Medium,"05241249
 ",SK3 0RF,Stockport- Services to People
1401,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Alternative Provision and One to One Tutoring Services ,,,,,,,,,,,,SMS Education,SME,"08720021
 ",SK4 5HS,Stockport- Services to People
1401,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Alternative Provision and One to One Tutoring Services ,,,,,,,,,,,,Sport Works,SME,"09213501
 ",WA4 3DU ,Stockport- Services to People
1401,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Alternative Provision and One to One Tutoring Services ,,,,,,,,,,,,Starlight ,SME,"L43803000
 ",SK8 4JQ ,Stockport- Services to People
1401,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Alternative Provision and One to One Tutoring Services ,,,,,,,,,,,,Teaching Personnel,SME,"03225158
 ",AL7 1GL,Stockport- Services to People
1401,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Alternative Provision and One to One Tutoring Services ,,,,,,,,,,,,The Manchester College,SME,"10139143
 ",M11 2WH ,Stockport- Services to People
1401,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Alternative Provision and One to One Tutoring Services ,,,,,,,,,,,,The National Teaching & Advisory Service,SME,"06779537
 ",SK9 2TB ,Stockport- Services to People
1401,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Alternative Provision and One to One Tutoring Services ,,,,,,,,,,,,The Prince's Trust,SME,"RC000772
 ",M5 5WG ,Stockport- Services to People
1401,Stockport Council,Live (Ongoing),321100-Social Community Care Supplies & Services - Children :  ,Alternative Provision and One to One Tutoring Services ,,,,,,,,,,,,Together Trust,SME,301722,SK8 1JE ,Stockport- Services to People
1578,Stockport Council,Live (Ongoing),321000Â  Social Community Care Supplies & Services - Adult,Carer Support Service (Supporting MH Recovery),OJEU Tender,Contract,01/11/2015,29.0,53.0,31/10/2020,Yes,31/10/2020,31/08/2020,"Â£74,000.00","Â£369,999.67",Stockport & District Mind,VCSE,5879337,SK1 3NP,Stockport- Services to People
1580,Stockport Council,Live (Ongoing),321000Â  Social Community Care Supplies & Services - Adult,Supported Employment,OJEU Tender,Contract,01/04/2016,36.0,60.0,31/03/2021,No,31/03/2021,01/11/2018,"Â£220,000.00","Â£1,100,000.00",Pure Innovations Limited,Medium,5241249,SK3 0RF,Stockport- Services to People
1606,Stockport Council,Live (Ongoing),321000Â  Social Community Care Supplies & Services - Adult,Day Care Services,,,,,,,,,,,,Altruistic Care t/a plane tree,SME,2916556,UB3 2RR,Stockport- Services to People
1606,Stockport Council,Live (Ongoing),321000Â  Social Community Care Supplies & Services - Adult,Day Care Services,,,,,,,,,,,,Disability Stockport,VCSE,1133529,SK1 1EG,Stockport- Services to People
1606,Stockport Council,Live (Ongoing),321000Â  Social Community Care Supplies & Services - Adult,Day Care Services,,,,,,,,,,,,Indian Senior Citizen Centre,SME,1040167,M16 8AB,Stockport- Services to People
1606,Stockport Council,Live (Ongoing),321000Â  Social Community Care Supplies & Services - Adult,Day Care Services,,,,,,,,,,,,Lifeline Project Ltd,SME,1842240,M1 1JF,Stockport- Services to People
1606,Stockport Council,Live (Ongoing),321000Â  Social Community Care Supplies & Services - Adult,Day Care Services,,,,,,,,,,,,NAS Services Ltd,SME,269425,EC1V 1NG,Stockport- Services to People
1606,Stockport Council,Live (Ongoing),321000Â  Social Community Care Supplies & Services - Adult,Day Care Services,,,,,,,,,,,,Pure Innovations Limited ,Medium,5241249,SK3 0RF,Stockport- Services to People
1606,Stockport Council,Live (Ongoing),321000Â  Social Community Care Supplies & Services - Adult,Day Care Services,,,,,,,,,,,,Step Out Stockport,SME,8881836,SK1 3AQ,Stockport- Services to People
1606,Stockport Council,Live (Ongoing),321000Â  Social Community Care Supplies & Services - Adult,Day Care Services,,,,,,,,,,,,Stockport CP Society,SME,1009768,SK4 4JZ,Stockport- Services to People
1606,Stockport Council,Live (Ongoing),321000Â  Social Community Care Supplies & Services - Adult,Day Care Services,,,,,,,,,,,,The Weekend Day Centre,SME,1009768,SK2 5EA,Stockport- Services to People
1606,Stockport Council,Live (Ongoing),321000Â  Social Community Care Supplies & Services - Adult,Day Care Services,,,,,,,,,,,,Together Trust ,SME,301722,SK8 1JE,Stockport- Services to People
1634,Stockport Council,Live (Ongoing),201300-Financial Services : Cash Collection : ,Bailiff Services,,,,,,,,,,,,Equita,SME,316 8371,NN1 4BZ,Stockport- Corporate & Support Services
1634,Stockport Council,Live (Ongoing),201300-Financial Services : Cash Collection : ,Bailiff Services,,,,,,,,,,,,Jacobs,Large,7923864,CH414PE,Stockport- Corporate & Support Services
1634,Stockport Council,Live (Ongoing),201300-Financial Services : Cash Collection : ,Bailiff Services,,,,,,,,,,,,Phoenix,Large,3753408,CR0 2LX,Stockport- Corporate & Support Services
1634,Stockport Council,Live (Ongoing),201300-Financial Services : Cash Collection : ,Bailiff Services,,,,,,,,,,,,Rossendales,Large,5070065,BB4 4NB,Stockport- Corporate & Support Services
2273,Stockport Council,Live (Ongoing),340000-Stationery :  ,Stationery and Office Supplies,OJEU Tender,Framework Agreement,01/03/2017,24.0,48.0,28/02/2021,,28/02/2021,01/09/2018,"Â£250,000.00","Â£1,000,000.00",Lyreco UK Limited,SME,442696,TF2 7NB,Stockport- Corporate & Support Services
2294,Stockport Council,Live (Ongoing),401199-Social Community Care Supplies & Services - Children : Disabled Children : Not Elsewhere Classified,Respite Services for Children with Disabilities - Lot 3,,,,,,,,,,,,Crossroads Fairfield ,Large,NI030717,M34 5GB,Stockport- Services to People
2294,Stockport Council,Live (Ongoing),401199-Social Community Care Supplies & Services - Children : Disabled Children : Not Elsewhere Classified,Respite Services for Children with Disabilities - Lot 4,,,,,,,,,,,,HG Care,SME,4626258,SK43GN,Stockport- Services to People
2294,Stockport Council,Live (Ongoing),401199-Social Community Care Supplies & Services - Children : Disabled Children : Not Elsewhere Classified,Respite Services for Children with Disabilities - Lot 5,,,,,,,,,,,,INDEPENDENT OPTIONS (NORTH WEST),SME,"Company: 02560910
Charity: 1022680
",SK75PE,Stockport- Services to People
2294,Stockport Council,Live (Ongoing),401199-Social Community Care Supplies & Services - Children : Disabled Children : Not Elsewhere Classified,Respite Services for Children with Disabilities - Lot 6,,,,,,,,,,,,Rainbow Trust,VCSE,1070532,OL8 4QQ,Stockport- Services to People
2294,Stockport Council,Live (Ongoing),401199-Social Community Care Supplies & Services - Children : Disabled Children : Not Elsewhere Classified,Respite Services for Children with Disabilities - Lot 7,,,,,,,,,,,,Stockport CP ,VCSE,209782,SK8 1JE,Stockport- Services to People
2304,Stockport Council,Live (Ongoing),271510-Information Communication Technology : Services : Application Service Provision,Provision of an Education Management Information and Case Management System ,OJEU Tender,Contract,01/04/2016,60.0,108.0,31/03/2021,No,31/03/2025,01/10/2020,"Â£108,996.05","Â£980,964.45",Tribal Education Limited,Large,4163300,BS2 0HQ,Stockport- Corporate & Support Services
2329,Stockport Council,Live (Ongoing),261100-Human Resources : Interpretation & Translation : ,British Sign Language,Tender,Contract,01/05/2017,36.0,48.0,30/04/2021,Yes,30/04/2021,01/01/2020,"Â£12,500.00","Â£50,000.00",Various - See Below,Various - See Below,Various - See Below,Various - See Below,Stockport- Services to People
2329,Stockport Council,Live (Ongoing),261100-Human Resources : Interpretation & Translation : ,British Sign Language,,,,,,,,,,,,Action on Hearing Loss ,Large,207720,EC1Y 8SL,Stockport- Services to People
2329,Stockport Council,Live (Ongoing),261100-Human Resources : Interpretation & Translation : ,British Sign Language,,,,,,,,,,,,Manchester Deaf School ,Large,1110373,M13 9GH,Stockport- Services to People
2333,Stockport Council,Live (Ongoing),191200-Facilities & Management Services : Document Archiving & Storage : ,Off Site Storage ,OJEU Tender,Contract,01/06/2017,36.0,60.0,31/05/2022,Yes,31/05/2022,31/05/2019,"Â£10,069.00","Â£50,346.00",DataSpace UK Limited,Small,3816685,CW9 6GB,Stockport- Corporate & Support Services
3013,Stockport Council,Live (Ongoing),121000-Cemetery & Crematorium : Burial & Cremation : ,Public Funerals ,OJEU Tender,Contract,03/04/2018,36.0,60.0,31/03/2021,No,31/03/2023,31/10/2020,"Â£9,150.00","Â£40,920.00",Aidan Gaunt Funeral service,SME,,SK1 42SW,Stockport- Corporate & Support Services
3014,Stockport Council,Live (Ongoing),182011-Environmental Services : Waste Management : Consumables (was Equipment),Litter Bins ,Call Off (External),Contract,01/08/2017,36.0,48.0,31/07/2020,No,31/07/2021,01/05/2018,"Â£50,000.00","Â£150,000.00",Wybone,SME,952455,S74 9TF,Stockport- Services to Place
3078,Stockport Council,Live (Ongoing),321000Â  Social Community Care Supplies & Services - Adult,Supported Living Services (103.10 - Phase 8),Tender,Contract,16/01/2017,36.0,48.0,15/01/2021,Yes,15/01/2021,01/09/2020,"Â£880,584.00","Â£3,522,336.00",Royal Mencap  ,VCSE,"550457
222377",M16 9HU,Stockport- Services to People
3163,Stockport Council,Live (Ongoing),151514-Healthcare : Public Health : Specialist Services,TENDER FOR THE PROVISION OF COMMUNITY BASED LIFESTYLE SERVICES,OJEU Tender,Contract,01/10/2016,48.0,72.0,30/09/2020,No,30/09/2022,01/09/2018,"Â£914,993.00","Â£5,489,958.00",Various - See Below,Various - See Below,Various - See Below,Various - See Below,Stockport- Services to People
3163,Stockport Council,Live (Ongoing),151514-Healthcare : Public Health : Specialist Services,TENDER FOR THE PROVISION OF COMMUNITY BASED LIFESTYLE SERVICES,,,,,,,,,,,,ABL HEALTH LIMITED,Medium,7074944,BL4 0JL ,Stockport- Services to People
3163,Stockport Council,Live (Ongoing),151514-Healthcare : Public Health : Specialist Services,TENDER FOR THE PROVISION OF COMMUNITY BASED LIFESTYLE SERVICES,,,,,,,,,,,,STOCKPORT SPORTS TRUST t/a LIFE LEISURE,Large,4304674,SK8 7BS   ,Stockport- Services to People
3169,Stockport Council,Live (Ongoing),310000-Healthcare :  ,"Sexual and Reproductive Health Services for the boroughs of Stockport, Tameside & Trafford",OJEU Tender,Contract,16/09/2016,55.0,55.0,31/03/2021,Yes,31/03/2021,01/10/2018,"Â£1,652,313.00","Â£7,435,408.50",Central Manchester University Hospitals NHS Foundation Trust,NHS,1049274,M13 0ZY,Stockport- Corporate & Support Services
3184,Stockport Council,Live (Ongoing),271699-Information Communication Technology : Telecommunications : ,Unified Communications,Mini Competition (External),Contract,06/04/2017,36.0,60.0,05/04/2020,No,05/04/2022,01/06/2019,"Â£69,973.94","Â£500,895.25",Virgin Media Business,Large,1785381,S98 1HS,Stockport- Corporate & Support Services
3189,Stockport Council,Live (Ongoing),209999-Financial Services : Not Elsewhere Classified : ,Early Payment Scheme - Early payment of suppliers ,Call Off (Internal),Concession,05/04/2019,60.0,60.0,04/04/2024,,04/04/2024,01/04/2022,Income,Income,Oxygen Finance Limited,Large,5288899,B2 5QB,Stockport- Corporate & Support Services
3223,Stockport Council,Live (Ongoing),141100-Clothing : Protective : ,"Personal Protective Equipment, Footwear, Corporate Clothing & Equipment Framework Contract",,,,,,,,,,,,Arco Ltd,Large,133804,HU1 2SJ,Stockport- Corporate & Support Services
3223,Stockport Council,Live (Ongoing),141100-Clothing : Protective : ,"Personal Protective Equipment, Footwear, Corporate Clothing & Equipment Framework Contract",,,,,,,,,,,,Ioma Clothing Company,Large,505191,L24 9WF,Stockport- Corporate & Support Services
3223,Stockport Council,Live (Ongoing),141100-Clothing : Protective : ,"Personal Protective Equipment, Footwear, Corporate Clothing & Equipment Framework Contract",,,,,,,,,,,,J & K Ross,SME,1246794, FK3 9XB,Stockport- Corporate & Support Services
3223,Stockport Council,Live (Ongoing),141100-Clothing : Protective : ,"Personal Protective Equipment, Footwear, Corporate Clothing & Equipment Framework Contract",,,,,,,,,,,,Lion Safety,SME,SC498428,BS35 2NT,Stockport- Corporate & Support Services
3223,Stockport Council,Live (Ongoing),141100-Clothing : Protective : ,"Personal Protective Equipment, Footwear, Corporate Clothing & Equipment Framework Contract",,,,,,,,,,,,MWUK Ltd t/a Alexandra,SME,2411540,BS35 2NT,Stockport- Corporate & Support Services
3223,Stockport Council,Live (Ongoing),141100-Clothing : Protective : ,"Personal Protective Equipment, Footwear, Corporate Clothing & Equipment Framework Contract",,,,,,,,,,,,Rexel UK Ltd T/A Newey & Eyre ,SME,216596,LS26 0DU,Stockport- Corporate & Support Services
3223,Stockport Council,Live (Ongoing),141100-Clothing : Protective : ,"Personal Protective Equipment, Footwear, Corporate Clothing & Equipment Framework Contract",,,,,,,,,,,,SBA Ltd,SME,381000,LE2 7SQ ,Stockport- Corporate & Support Services
3233,Stockport Council,Live (Ongoing),271510-Information Communication Technology : Services : Application Service Provision,Social Care Case Management System,Call Off (External),Contract,01/12/2017,48.0,96.0,30/11/2021,No,30/11/2025,30/11/2020,"Â£93,149.00","Â£1,446,773.00","Liquidlogic Ltd

",Large,40006349,ME14 1RF,Stockport- Services to People
3238,Stockport Council,Live (Ongoing),271300-Information Communication Technology : Services : Maintenance & Support,The Chest eProcurement Portal,Call Off (External),contract,01/08/2015,48.0,96.0,31/07/2023,Yes,31/07/2023,06/12/2021,"Â£2,250.00","Â£18,000.00",Proactis,SME,3182974,LS22 6LE,Stockport- Corporate & Support Services
3245,Stockport Council,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 1 (Building & Roofing) ,,,,,,,,,,,,A Connolly Ltd,SME,3860866,wn3 4bw,Stockport- Services to Place
3245,Stockport Council,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 1 (Building & Roofing) ,,,,,,,,,,,,Allied Roofing ,SME,2518468,SK4 1BJ,Stockport- Services to Place
3245,Stockport Council,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 1 (Building & Roofing) ,,,,,,,,,,,,Avonside Roofing Ltd,Large,2330586,S80 3LR,Stockport- Services to Place
3245,Stockport Council,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 1 (Building & Roofing) ,,,,,,,,,,,,Dawnus Construction,Large,4230579,SA7 0AP,Stockport- Services to Place
3245,Stockport Council,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 1 (Building & Roofing) ,,,,,,,,,,,,Designed Roof Systems Ltd,SME,3392877,PR2 9ZG,Stockport- Services to Place
3245,Stockport Council,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 1 (Building & Roofing) ,,,,,,,,,,,,F Parkinson Ltd,SME,446626,FY3 7UN,Stockport- Services to Place
3245,Stockport Council,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 1 (Building & Roofing) ,,,,,,,,,,,,H Bell & Sons (Rochdale) Ltd,SME,1557160,OL12 0HA,Stockport- Services to Place
3245,Stockport Council,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 1 (Building & Roofing) ,,,,,,,,,,,,Harry Fairclough Construction ,SME,1305987,WA1 2DN,Stockport- Services to Place
3245,Stockport Council,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 1 (Building & Roofing) ,,,,,,,,,,,,Henry Boot Construction,SME,2880202,S18 2XN,Stockport- Services to Place
3245,Stockport Council,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 1 (Building & Roofing) ,,,,,,,,,,,,J Greenwood (Builders) Limited,SME,1017470,M24 1SW,Stockport- Services to Place
3245,Stockport Council,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 1 (Building & Roofing) ,,,,,,,,,,,,Kaberry Construction ,SME,479502,OL10 3JY,Stockport- Services to Place
3245,Stockport Council,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 1 (Building & Roofing) ,,,,,,,,,,,,Keepmoat Regeneration Ltd,Large,1738371,M50 3BF,Stockport- Services to Place
3245,Stockport Council,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 1 (Building & Roofing) ,,,,,,,,,,,,Liquid Roofing Limited,SME,5348142,M30 0ET,Stockport- Services to Place
3245,Stockport Council,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 1 (Building & Roofing) ,,,,,,,,,,,,M & J Group (Construction & Roofing) Ltd,SME,1371473,MK41 0UD,Stockport- Services to Place
3245,Stockport Council,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 1 (Building & Roofing) ,,,,,,,,,,,,Mac Roofing and Contracting Ltd,SME,1224597,CH62 3PT,Stockport- Services to Place
3245,Stockport Council,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 1 (Building & Roofing) ,,,,,,,,,,,,Manchester & Cheshire Construction Co,SME,1021959,M5 4WB,Stockport- Services to Place
3245,Stockport Council,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 1 (Building & Roofing) ,,,,,,,,,,,,McGoff & Byrne ,SME,1127310,Wa14 5EF,Stockport- Services to Place
3245,Stockport Council,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 1 (Building & Roofing) ,,,,,,,,,,,,PLP Construction Ltd,SME,3244506,OL10 1PF,Stockport- Services to Place
3245,Stockport Council,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 1 (Building & Roofing) ,,,,,,,,,,,,R Walker & Sons (Preston) Ltd,SME,207315,PR2 2YL,Stockport- Services to Place
3245,Stockport Council,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 1 (Building & Roofing) ,,,,,,,,,,,,Schofield and Sons Ltd,SME,2459259,M30 9PS,Stockport- Services to Place
3245,Stockport Council,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 1 (Building & Roofing) ,,,,,,,,,,,,Seddon Construction Ltd,Large,3578140,B37 7YE,Stockport- Services to Place
3245,Stockport Council,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 1 (Building & Roofing) ,,,,,,,,,,,,Strategic Team Group,Large,3901222,WF10 4UA,Stockport- Services to Place
3245,Stockport Council,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 1 (Building & Roofing) ,,,,,,,,,,,,Thomas Kershaw Builders Limited,SME,1809894,OL15 9EW,Stockport- Services to Place
3245,Stockport Council,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 1 (Building & Roofing) ,,,,,,,,,,,,Truline Construction & Interior Services Ltd,SME,2131606,WN5 0LD,Stockport- Services to Place
3245,Stockport Council,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 1 (Building & Roofing) ,,,,,,,,,,,,Warden Construction Limited,SME,533082,PR4 2HU,Stockport- Services to Place
3246,Stockport Council,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 2 (Mechanical & Electrical)   ,,,,,,,,,,,,Alternative Heat Ltd,SME,54205,BT32 3QD,Stockport- Services to Place
3246,Stockport Council,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 2 (Mechanical & Electrical)   ,,,,,,,,,,,,Copeland Group Ltd,SME,1176225,OL7 0NZ,Stockport- Services to Place
3246,Stockport Council,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 2 (Mechanical & Electrical)   ,,,,,,,,,,,,CPL Heating and Plumbing Ltd,SME,1783689,PR2 2YL,Stockport- Services to Place
3246,Stockport Council,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 2 (Mechanical & Electrical)   ,,,,,,,,,,,,Dodd Group (Midlands) Limited,Large,1179878,B66 2NN,Stockport- Services to Place
3246,Stockport Council,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 2 (Mechanical & Electrical)   ,,,,,,,,,,,,Ford-mainwaring Ltd,SME,1302151,ST5 0UU,Stockport- Services to Place
3246,Stockport Council,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 2 (Mechanical & Electrical)   ,,,,,,,,,,,,G R Bailey ,SME,787449,SK11 6SA,Stockport- Services to Place
3246,Stockport Council,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 2 (Mechanical & Electrical)   ,,,,,,,,,,,,GTM Electrical Services Ltd,SME,4212774,OL12 9BF,Stockport- Services to Place
3246,Stockport Council,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 2 (Mechanical & Electrical)   ,,,,,,,,,,,,Herbert T Forrest ,SME,1060906,BL5 3NU,Stockport- Services to Place
3246,Stockport Council,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 2 (Mechanical & Electrical)   ,,,,,,,,,,,,Sudlows Enterprise Limited ,SME,2253701,M40 8HH,Stockport- Services to Place
3246,Stockport Council,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 2 (Mechanical & Electrical)   ,,,,,,,,,,,,J C Mills & Sons Ltd,SME,5058262,OL16 4RP,Stockport- Services to Place
3246,Stockport Council,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 2 (Mechanical & Electrical)   ,,,,,,,,,,,,KDE limited ,SME,4675574,WA7 3EG,Stockport- Services to Place
3246,Stockport Council,Live (Ongoing),"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Associated Building Contractor Framework 2 (Mechanical & Electrical)   ,,,,,,,,,,,,New Charter Building Company Limited,SME,3807120,SK16 4XP,Stockport- Services to Place
