Indicator Name,Age Group,County,Provider,Eligible Population,Number With QI Flag,Rate High?
3AP,18+,Columbia,County,235,1,
2AP,18+,Cayuga,CAYUGA COUNTY COMMUNITY SERVICES BOARD,174,24,
2AP,18+,Chemung,County,592,70,
2AP,18+,Manhattan,OMH STATE PC NETWORK,101,30,
3AP,18+,Tioga,County,56,0,
3AP,0-17,Nassau,CATHOLIC CHARITIES OF ROCKVILLE CENTRE,36,0,
2AP,18+,Greene,GREENE COUNTY COMMUNITY SERVICES BOARD,82,9,NO
3AP,18+,Niagara,"HORIZON HEALTH SERVICES, INC.",55,0,
3AP,18+,Suffolk,"SEAFIELD CENTER, INC.",27,0,NO
3AP,18+,Cortland,County,226,0,
3AP,18+,Greene,County,262,0,
2AP,0-17,Onondaga,County,583,27,
3AP,18+,Manhattan,County,2,0,
3AP,18+,Broome,"THE FAMILY AND CHILDREN'S SOCIETY, INC.",58,0,NO
2AP,18+,Saratoga,County,610,61,
3AP,18+,Chautauqua,"SOUTHERN TIER ENVIRONMENTS FOR LIVING, INC.",48,2,
2AP,18+,Brooklyn,KINGSBORO PSYCHIATRIC CENTER,117,22,NO
3AP,18+,Queens,"OHEL CHILDREN'S HOME & FAMILY SERVICES, INC.",48,0,
2AP,18+,Monroe,County,5091,439,
2AP,0-17,Manhattan,County,1669,65,
3AP,18+,Queens,JAMAICA HOSPITAL MEDICAL CENTER,744,0,NO
2AP,18+,Suffolk,WELLLIFE NETWORK INC.,53,14,
2AP,18+,Nassau,"SO.SHORE ASSOCIATION F/INDEPENDENT LIVING, IN",55,8,NO
3AP,0-17,Nassau,CATHOLIC CHARITIES OF ROCKVILLE CENTRE,25,0,NO
2AP,18+,Brooklyn,BROOKDALE HOSPITAL MEDICAL CENTER,763,75,NO
2AP,18+,Saratoga,"CAPITAL BEHAVIORAL HEALTH NETWORK, LLC BHCC",47,5,
2AP,18+,Brooklyn,SOUTHWEST BROOKLYN HEALTH HOME LLC,1255,110,NO
2AP,0-17,Tompkins,County,81,3,
3AP,18+,Erie,"LAKE SHORE BEHAVIORAL HEALTH, INC.",389,0,NO
3AP,18+,Niagara,County,497,3,NO
3AP,18+,Lewis,County,123,1,
2AP,18+,Nassau,NASSAU HEALTH CARE CORP/NASSAU UNIV MED CTR,601,65,
2AP,18+,Greene,County,260,18,
2AP,18+,Westchester,ROCKLAND PSYCHIATRIC CENTER,22,8,YES
3AP,18+,Erie,MH SERVS-ERIE CO SE CORP V DBA SPECTRUM HSVCS,372,1,
3AP,18+,Queens,"INSTITUTE FOR COMMUNITY LIVING, INC.",36,2,
2AP,18+,Suffolk,HUNTINGTON HOSPITAL,136,10,NO
2AP,18+,Staten Island,NORTHWELL HEALTH NETWORK,419,32,
2AP,18+,Greene,County,60,8,
3AP,18+,Orange,ORANGE REGIONAL MEDICAL CENTER,488,3,
2AP,0-17,Madison,County,83,6,
3AP,18+,Queens,"MEDICAL ARTS SANITARIUM, INC.",267,2,
3AP,18+,Manhattan,NYC-HHC LINCOLN MEDICAL & MENTAL HEALTH CENTE,1468,3,NO
2AP,18+,Sullivan,County,1791,213,
2AP,18+,Nassau,County,5105,635,
2AP,18+,Region,Region,6404,694,
3AP,18+,Staten Island,"PSCH, INC.",32,0,
3AP,0-17,Erie,County,656,0,
3AP,18+,Manhattan,County,25787,92,
3AP,18+,Manhattan,"NEW HORIZON COUNSELING CENTER, INC., THE",323,4,
3AP,18+,Brooklyn,PREMIER HEALTHCARE D & T CTR,126,1,NO
3AP,18+,Schoharie,County,58,1,NO
3AP,0-17,Steuben,"ST. JAMES MERCY HEALTH SYSTEM, INC.",42,0,NO
2AP,0-17,Broome,OMH STATE PC NETWORK,65,8,NO
2AP,18+,Schuyler,SCHUYLER HOSPITAL,65,1,NO
2AP,0-17,Queens,"LIFELINE CENTER FOR CHILD DEVELOPMENT, INC.",23,0,
3AP,0-17,Staten Island,RICHMOND MEDICAL CENTER DBA RICHMOND UMC,54,0,
2AP,18+,Brooklyn,CENTER FOR ALTERNATIVE SENTENCING & EMPLOYMEN,148,9,
3AP,0-17,Queens,NYS CATHOLIC HEALTH PLAN INC,49,0,NO
3AP,18+,Suffolk,"THE WAY BACK, INC.",31,0,
2AP,18+,Otsego,County,218,13,NO
2AP,18+,Westchester,"REHABILITATION SUPPORT SERVICES, INC.",27,7,NO
2AP,0-17,Cortland,GUTHRIE CORTLAND MEDICAL CENTER,33,1,
2AP,0-17,Greene,County,58,4,
2AP,18+,Queens,LONG ISLAND JEWISH MEDICAL CENTER,830,131,
3AP,18+,Nassau,COUNSELING SRV OF E D N Y INC,39,0,NO
2AP,0-17,Tioga,County,10,0,
3AP,0-17,Columbia,County,46,0,NO
2AP,0-17,Tompkins,"FAMILY & CHILDREN'S SERVICES OF ITHACA, INC.",23,0,NO
3AP,18+,Bronx,County,13240,50,
2AP,0-17,Saratoga,County,329,2,
2AP,0-17,Niagara,County,272,7,
2AP,18+,Saratoga,County,597,55,
3AP,0-17,Onondaga,CENTRAL NEW YORK BHCC,377,0,
3AP,18+,Bronx,NYC-HHC MORRISANIA DIAGNOSTIC & TREATMENT CTR,53,0,NO
3AP,18+,Rensselaer,County,442,3,
3AP,18+,Saratoga,"SARATOGA-SCHENECTADY ENDOSCPY, LLC",43,0,
2AP,18+,Tompkins,County,401,33,
2AP,18+,Dutchess,"MENTAL HEALTH AMERICA OF DUTCHESS COUNTY, INC",318,43,
2AP,0-17,Otsego,County,254,5,
3AP,18+,Chautauqua,"SOUTHERN TIER ENVIRONMENTS FOR LIVING, INC.",66,1,NO
3AP,18+,Ulster,THE INSTITUTE FOR FAMILY HEALTH,666,4,
2AP,0-17,Erie,ERIE COUNTY MEDICAL CENTER,33,0,
2AP,18+,Westchester,County,8932,1202,
2AP,18+,Manhattan,HOUSING WORKS SVC II AADC,23,2,NO
3AP,18+,Brooklyn,PREMIUM HEALTH INC,83,2,NO
3AP,0-17,Onondaga,HUTCHINGS PSYCHIATRIC CENTER,38,0,
3AP,18+,Nassau,"FEDERATION OF ORG. F/T NYS MENT.DISABLED, INC",124,2,
3AP,18+,Oneida,County,1410,5,
2AP,0-17,Nassau,County,628,17,
3AP,18+,Albany,County,15,0,
2AP,18+,Westchester,ROCKLAND PSYCHIATRIC CENTER,23,6,NO
2AP,18+,Erie,CHAUTAUQUA COUNTY MENTAL HYGIENE SERVICES,24,2,
3AP,18+,Manhattan,"UNION SETTLEMENT ASSOCIATION, INC.",80,0,
3AP,18+,Brooklyn,"INTERFAITH MEDICAL CENTER, INC.",900,4,NO
3AP,18+,Brooklyn,County,12344,62,
2AP,18+,Bronx,NYC-HHC MORRISANIA DIAGNOSTIC & TREATMENT CTR,57,6,NO
3AP,18+,Lewis,County,109,0,
3AP,18+,Bronx,NYC-HHC AGENCY NETWORK,34,0,
2AP,18+,Bronx,NYC-HHC AGENCY NETWORK,1322,174,NO
2AP,18+,Niagara,HEALTH HOME PARTNERS OF WNY LLC,33,1,
2AP,0-17,Sullivan,County,132,7,
3AP,18+,Queens,HELP/PSI AIDS ADHCP,70,0,
3AP,18+,Chautauqua,"SOUTHERN TIER ENVIRONMENTS FOR LIVING, INC.",46,0,NO
2AP,18+,Herkimer,County,286,23,
3AP,18+,Nassau,"SOUTHEAST NASSAU GUIDANCE CENTER, INC.",60,0,NO
3AP,18+,Westchester,NORTHERN WESTCHESTER HOSPITAL CENTER,90,0,
3AP,18+,Ontario,F F THOMPSON HOSPITAL,36,0,NO
2AP,0-17,Niagara,CHHUNY LLC,36,1,
3AP,18+,Manhattan,NYC-HHC NORTH CENTRAL BRONX HOSPITAL,121,0,NO
3AP,18+,Franklin,County,126,0,
3AP,18+,Bronx,County,15045,71,
3AP,18+,Onondaga,TOMPKINS COUNTY MENTAL HEALTH SERVICES,26,0,
2AP,18+,Suffolk,County,4234,483,
2AP,18+,Queens,"NEW HORIZON COUNSELING CENTER, INC., THE",311,68,YES
3AP,18+,Warren,WARRENSBURG HEALTH CENTER,337,0,
3AP,18+,Albany,County,6139,46,
3AP,18+,Brooklyn,"BRIDGING ACCESS TO CARE, INC.",38,0,NO
3AP,18+,Dutchess,"REHABILITATION SUPPORT SERVICES, INC.",30,1,NO
2AP,18+,Oswego,County,419,29,
3AP,0-17,Queens,JOSEPH P ADDABBO FAMILY HLTH,34,0,
2AP,18+,Manhattan,DENNELISSE CORP  AI,40,6,
2AP,0-17,Lewis,County,40,1,
3AP,18+,Putnam,County,389,2,
3AP,18+,Queens,"GOODWILL INDUSTRIES OF GREATER NEW YORK, INC.",40,1,NO
2AP,0-17,Nassau,County,535,13,
2AP,18+,Warren,County,798,61,
2AP,0-17,Onondaga,"ARISE CHILD AND FAMILY SERVICES, INC.",34,0,
3AP,0-17,Chemung,County,181,0,NO
2AP,0-17,Oswego,CENTRAL NEW YORK BHCC,118,1,
2AP,0-17,Westchester,OPEN DOOR FAMILY MEDICAL CENTERS,23,0,
3AP,18+,Schenectady,County,1230,3,
2AP,18+,Orange,EZRAS CHOILIM HEALTH CENTER,143,17,
2AP,18+,Ontario,County,698,71,
2AP,18+,Manhattan,SES OPERATING CORP D/B/A HARLEM EAST LIFE PLA,240,29,NO
3AP,18+,Nassau,"TRANSITIONAL SERVICES FOR NEW YORK, INC.",31,0,
3AP,0-17,Brooklyn,County,241,1,
2AP,0-17,Rockland,County,165,6,
3AP,18+,Warren,County,432,1,NO
2AP,18+,Rockland,County,1012,273,YES
2AP,18+,Westchester,HUDSON VALLEY CARE COALITION,867,131,
3AP,18+,Warren,County,798,0,
2AP,18+,Warren,County,774,59,
3AP,18+,Cattaraugus,County,391,3,
3AP,18+,Schenectady,County,188,2,
2AP,0-17,Manhattan,NYC-HHC BELLEVUE HOSPITAL CENTER,112,2,NO
2AP,18+,Ulster,County,948,98,
2AP,0-17,Cortland,County,62,2,
3AP,0-17,Manhattan,NYC-HHC WOODHULL MEDICAL & MENTAL HEALTH CENT,66,0,
2AP,0-17,Brooklyn,BROOKDALE HOSPITAL MEDICAL CENTER,80,1,
2AP,0-17,Ontario,County,157,6,
3AP,0-17,Bronx,BRONXCARE HEALTH SYSTEM,248,0,
3AP,18+,Bronx,County,12658,47,NO
3AP,18+,Manhattan,HOUSING WORKS INC AI,363,0,
2AP,18+,Fulton,County,229,20,
2AP,0-17,Chautauqua,CHHUNY LLC,26,0,
3AP,18+,Brooklyn,A MERRYLAND OPERATING LLC,37,0,
2AP,18+,Ontario,County,677,70,
3AP,18+,Ulster,County,401,0,NO
3AP,0-17,Seneca,County,18,0,
3AP,0-17,Westchester,ST. JOHN'S RIVERSIDE HOSPITAL,26,0,
3AP,18+,Clinton,"BEHAVIORAL HEALTH SERVICES NORTH, INC.",95,0,NO
2AP,18+,Manhattan,NYC-HHC WOODHULL MEDICAL & MENTAL HEALTH CENT,1521,122,NO
2AP,18+,Bronx,CONCOURSE MEDICAL CENTER INC,84,10,NO
2AP,0-17,Monroe,County,979,34,
2AP,0-17,Broome,OMH STATE PC NETWORK,69,4,NO
3AP,18+,Nassau,EPISCOPAL HEALTH SERVICES INC.,202,1,NO
2AP,0-17,Ulster,County,174,5,
2AP,18+,Oneida,ROME MEMORIAL HOSP INC,43,1,NO
3AP,0-17,Jefferson,THE CHILDREN'S HOME OF JEFFERSON COUNTY,31,0,NO
2AP,18+,Orange,County,1470,172,
2AP,0-17,Broome,County,360,10,
3AP,0-17,Westchester,MENTAL HEALTH ASSOCIATION OF WESTCHESTER COUN,62,0,NO
2AP,18+,Sullivan,County,1801,234,
3AP,0-17,Saratoga,"TRANSITIONAL SERVICES ASSOCIATION, INC.",22,0,
3AP,0-17,Chautauqua,CHAUTAUQUA COUNTY MENTAL HYGIENE SERVICES,79,0,
2AP,18+,Cortland,County,226,11,
3AP,18+,Orange,CATHOLIC CHARITIES COMMUNITY,50,0,NO
2AP,0-17,Ontario,County,121,5,
2AP,18+,Oswego,County,383,28,
2AP,18+,Orange,County,1470,172,
2AP,0-17,Warren,County,237,5,
3AP,18+,Queens,JOSEPH P ADDABBO FAMILY HLTH,123,1,
2AP,18+,Rockland,NYACK HOSPITAL,57,8,
2AP,18+,Rensselaer,County,433,49,
2AP,0-17,Warren,County,223,5,
2AP,0-17,Montgomery,County,141,7,
2AP,18+,Livingston,County,314,21,
3AP,18+,Queens,County,10032,62,
2AP,0-17,Ontario,County,138,6,
2AP,18+,Brooklyn,LUTHERAN MEDICAL CENTER,984,94,NO
3AP,18+,Westchester,WHITE PLAINS HOSPITAL MEDICAL CENTER,142,1,
3AP,0-17,Clinton,CLINTON COUNTY COMMUNITY SERVICES BOARD,38,0,NO
3AP,0-17,Erie,INDEPENDENT HLTH ASSOCIATION,21,0,NO
3AP,18+,Chenango,County,156,1,
3AP,18+,Wyoming,County,153,2,
2AP,18+,Manhattan,"ACMH, INC.",332,35,NO
2AP,18+,Schoharie,County,120,15,
2AP,18+,Rensselaer,County,484,54,
2AP,0-17,Saratoga,County,299,5,
3AP,18+,Ontario,County,400,2,NO
3AP,18+,Jefferson,UCPA OF THE NORTH COUNTRY,26,2,
3AP,0-17,Broome,CATHOLIC CHARITIES OF BROOME COUNTY - DIOCESE,62,0,NO
2AP,18+,Dutchess,County,1338,140,
2AP,0-17,Onondaga,County,603,28,
3AP,18+,Broome,County,165,1,
2AP,18+,Yates,County,99,7,
2AP,18+,Herkimer,HERKIMER COUNTY COMMUNITY SERVICES BOARD,38,0,NO
2AP,0-17,Rensselaer,County,166,5,
3AP,18+,Cayuga,CAYUGA COUNTY COMMUNITY SERVICES BOARD,149,1,NO
3AP,18+,Bronx,BRONX AIDS SERVICE AI,42,0,NO
2AP,0-17,Fulton,County,164,2,NO
2AP,0-17,Herkimer,County,45,2,NO
3AP,18+,Brooklyn,FIRST MEDCARE PRIMARY CARE,68,1,
3AP,0-17,Brooklyn,NEW YORK METHODIST HOSPITAL,33,1,NO
2AP,18+,Westchester,"UNITED BRONX PARENTS, INC.",235,18,
3AP,0-17,Broome,County,391,1,
2AP,18+,Herkimer,County,296,20,
2AP,0-17,Jefferson,"NORTH COUNTRY TRANSITIONAL LIVING SERVS, INC.",29,0,NO
3AP,18+,Orange,County,1434,7,
2AP,0-17,Clinton,County,90,5,
3AP,18+,Manhattan,WELLCARE OF NEW YORK INC,30,0,NO
2AP,0-17,Livingston,County,85,1,
3AP,18+,Lewis,County,122,1,
2AP,18+,Bronx,County,14540,1484,
2AP,0-17,Westchester,County,918,50,
2AP,0-17,Suffolk,ADVANCED HEALTH NETWORK IPA,238,8,
2AP,18+,Hamilton,County,7,1,
3AP,18+,Manhattan,NYC-HHC MORRISANIA DIAGNOSTIC & TREATMENT CTR,60,0,
3AP,18+,Tioga,County,53,0,NO
2AP,0-17,Erie,County,644,22,
2AP,18+,Queens,COORDINATED BEHAVIORAL HEALTH SERVICES IPA,688,71,
3AP,0-17,Erie,MH SERVS-ERIE CO SE CORP V DBA SPECTRUM HSVCS,74,0,
3AP,0-17,Jefferson,NORTH COUNTRY CHILDRENS CLIN,25,0,
2AP,18+,Nassau,County,5239,589,
2AP,0-17,Dutchess,VASSAR BROTHERS MED CTR,44,0,
3AP,0-17,Washington,County,53,0,
3AP,0-17,Brooklyn,COALITION FOR HISPANIC FAMILY SERVICES,27,0,NO
3AP,0-17,Schenectady,"CAPITAL BEHAVIORAL HEALTH NETWORK, LLC BHCC",239,0,
2AP,18+,Washington,County,111,10,
3AP,18+,Monroe,THE UNITY HOSPITAL OF ROCHESTER,868,2,NO
3AP,18+,Bronx,County,14367,53,
2AP,18+,Ontario,County,704,72,
3AP,18+,Albany,County,6038,40,
3AP,0-17,Jefferson,SAMARITAN MEDICAL CENTER,69,0,
3AP,18+,Queens,"NEW HORIZON COUNSELING CENTER, INC., THE",272,4,NO
3AP,18+,Ulster,County,1103,10,
2AP,0-17,Steuben,County,117,4,
2AP,18+,Queens,SERVICES FOR THE UNDERSERVED,110,17,NO
3AP,18+,Dutchess,County,1274,8,
3AP,18+,Manhattan,NEW YORK UNIVERSITY HOSPITALS CENTER,81,0,NO
2AP,18+,Herkimer,County,307,24,
3AP,0-17,Suffolk,County,529,0,
3AP,18+,Brooklyn,NYC-HHC WOODHULL MEDICAL & MENTAL HEALTH CENT,119,0,
3AP,18+,Westchester,"OPTIONS FOR COMMUNITY LIVING, INC.",90,0,
3AP,18+,Suffolk,"SKILLS UNLIMITED, INC.",26,0,
3AP,0-17,Westchester,ST. JOHN'S RIVERSIDE HOSPITAL,39,0,
2AP,18+,Schoharie,County,118,16,
2AP,18+,Dutchess,County,1322,153,
2AP,0-17,Fulton,County,104,3,
2AP,18+,Washington,County,123,13,
3AP,18+,Orange,County,772,5,NO
3AP,18+,Rensselaer,County,853,5,
3AP,0-17,Steuben,County,145,0,NO
3AP,18+,Livingston,County,155,0,
3AP,0-17,Niagara,NIAGARA FALLS MEMORIAL MEDICAL CENTER,49,0,
2AP,0-17,Warren,County,237,6,
3AP,18+,Broome,County,1109,3,
3AP,18+,Orange,ORANGE COUNTY DEPARTMENT OF MENTAL HEALTH,27,0,
3AP,18+,Ulster,"HUDSON VALLEY MENTAL HEALTH, INC.",54,0,
2AP,0-17,Greene,County,68,1,
3AP,18+,Nassau,HUDSON RIVER HEALTH CARE,47,1,
2AP,18+,Sullivan,County,1801,234,
2AP,18+,Tompkins,County,401,33,
2AP,18+,Queens,"QUEENS COUNTY NEUROPSYCHIATRIC INSTITUTE, INC",63,13,
2AP,0-17,Ulster,ASTOR SERVICES FOR CHILDREN & FAMILIES,32,1,
3AP,18+,Brooklyn,HOUSING WORKS INC AI,44,0,
2AP,18+,Fulton,County,282,25,
2AP,0-17,Region,Region,1681,54,
2AP,18+,Steuben,County,112,16,
2AP,0-17,Orange,County,206,12,NO
2AP,0-17,Brooklyn,LUTHERAN MEDICAL CENTER,27,1,NO
3AP,18+,Schenectady,NORTHEAST PARENT & CHILD SOCIETY,21,0,NO
3AP,18+,Niagara,NIAGARA COUNTY DEPARTMENT OF MENTAL HEALTH,83,0,NO
3AP,18+,Otsego,BASSETT HEALTHCARE,141,0,NO
3AP,0-17,Westchester,"CAPITAL BEHAVIORAL HEALTH NETWORK, LLC BHCC",49,0,
2AP,18+,Broome,County,1109,79,
3AP,18+,Queens,"AIDS CENTER OF QUEENS COUNTY, INC.",21,0,NO
3AP,18+,Queens,County,10152,47,
3AP,18+,Oneida,MOHAWK VALLEY PSYCHIATRIC CENTER,52,0,
2AP,18+,Saratoga,County,597,55,
3AP,18+,Cayuga,"CAYUGA COUNSELING SERVICES, INC.",22,0,NO
2AP,18+,Franklin,ST. JOSEPH'S REHABILITATION CENTER INC,36,0,
3AP,18+,Tompkins,County,387,1,
2AP,18+,Wyoming,County,153,17,
2AP,0-17,Albany,ALBANY MEDICAL COLLEGE,60,3,
2AP,18+,Niagara,County,1382,110,
3AP,18+,Suffolk,OUTREACH DEVELOPMENT CORP,22,0,NO
2AP,18+,Saratoga,County,599,60,
3AP,18+,Yates,County,89,1,
3AP,18+,Allegany,"ALLEGANY REHABILITATION ASSOCIATES, INC.",67,1,
2AP,18+,Suffolk,County,4150,534,
3AP,0-17,Jefferson,County,126,0,
2AP,18+,Nassau,ANGELO J. MELILLO CENTER FOR MENTAL HEALTH,47,9,NO
2AP,0-17,Cattaraugus,County,106,2,
2AP,0-17,Dutchess,VASSAR BROTHERS MED CTR,39,1,NO
3AP,18+,Suffolk,ST. CATH OF SIENA MC-D/B/A ST.CATH SIENA HOSP,178,0,
3AP,18+,Manhattan,RYAN/CHELSEA CLINTON COMM H C,147,2,
2AP,18+,Chautauqua,CHAUTAUQUA COUNTY MENTAL HYGIENE SERVICES,545,57,
3AP,18+,Orleans,County,115,0,
3AP,0-17,Chemung,OMH STATE PC NETWORK,27,0,
2AP,18+,Rockland,County,182,31,
2AP,0-17,Ontario,SOLDIERS & SAILORS MEMORIAL HOSPITAL,22,0,
2AP,18+,Manhattan,NYC-HHC KINGS COUNTY HOSPITAL CENTER,468,44,NO
2AP,18+,Schenectady,CAPITAL DISTRICT PSYCHIATRIC CENTER,43,6,NO
2AP,18+,Delaware,County,111,4,
2AP,0-17,Schuyler,County,19,1,
3AP,0-17,Queens,PREMIER HEALTHCARE D & T CTR,33,0,
2AP,0-17,Brooklyn,NEW YORK UNIVERSITY HOSPITALS CENTER,31,2,NO
2AP,0-17,Brooklyn,NYC-HHC AGENCY NETWORK,207,9,
3AP,18+,Steuben,County,401,0,
2AP,18+,Queens,NEW YORK PSYCHOTHERAPY AND COUNSELING CENTER,321,99,YES
2AP,0-17,Saint Lawrence,County,143,4,
2AP,0-17,Suffolk,County,593,33,
2AP,18+,Queens,"LONG ISLAND CONSULTATION CENTER, INC.",117,10,
3AP,18+,Brooklyn,"SPANISH SPEAKING ELDERLY COUNCIL-RAICES, INC.",35,0,NO
3AP,18+,Ulster,County,957,7,
2AP,0-17,Orleans,County,22,0,
3AP,18+,Wayne,County,212,0,
3AP,18+,Schenectady,WESTCHESTER CARES ACTION PROGRAM,32,0,
2AP,18+,Bronx,NYC-HHC SEGUNDO BELVIS RUIZ DIAGNOSTIC & TREA,46,2,
3AP,18+,Ulster,County,948,4,
2AP,18+,Albany,ALBANY COUNTY DEPARTMENT OF MENTAL HEALTH,120,20,NO
2AP,18+,Manhattan,County,23088,2371,
2AP,0-17,Orleans,County,29,0,
2AP,0-17,Brooklyn,NYC-HHC AGENCY NETWORK,78,1,
2AP,18+,Niagara,County,1350,96,
3AP,18+,Onondaga,"SYRACUSE RECOVERY SERVICES, LLC",54,0,
3AP,18+,Wyoming,County,130,0,
2AP,18+,Chemung,County,571,57,
2AP,18+,Livingston,County,310,25,
3AP,18+,Rockland,County,1130,11,
2AP,0-17,Queens,LI JEWISH MEDICAL CENTER ZUCKER HILLSIDE DIV,173,10,NO
2AP,18+,Bronx,OMH STATE PC NETWORK,199,66,YES
2AP,18+,Clinton,County,347,40,
3AP,0-17,Westchester,County,850,1,NO
3AP,18+,Brooklyn,CENTER FOR ALTERNATIVE SENTENCING & EMPLOYMEN,151,0,
2AP,18+,Orange,CORNERSTONE FAMILY HEALTHCARE,491,61,
3AP,18+,Brooklyn,VERSA CARE INC,42,0,NO
2AP,18+,Saratoga,County,584,56,
3AP,0-17,Monroe,"NEWARK-WAYNE COMMUNITY HOSPITAL, INC.",23,0,
3AP,18+,Brooklyn,KINGSBROOK JEWISH MEDICAL CENTER,473,2,
2AP,18+,Westchester,"SANCIA RECOVERY, INC",39,3,NO
2AP,18+,Delaware,County,97,6,
2AP,18+,Orange,BON SECOURS COMMUNITY HOSPITAL,92,9,NO
3AP,0-17,Westchester,NEW YORK PRESBYTERIAN HOSPITAL,88,0,NO
2AP,18+,Hamilton,County,3,0,
2AP,18+,Oneida,OMH STATE PC NETWORK,146,31,YES
3AP,18+,Oneida,"UPSTATE CEREBRAL PALSY, INC.",566,1,
3AP,0-17,Monroe,OAK ORCHARD HEALTH,26,0,
2AP,18+,Sullivan,SULLIVAN COUNTY DEPARTMENT OF COMMUNITY SERV.,131,20,
3AP,18+,Onondaga,"SYRACUSE BRICK HOUSE, INC.",89,0,NO
2AP,18+,Dutchess,County,1312,150,
3AP,18+,Madison,ONEIDA HEALTHCARE CENTER,32,0,NO
2AP,0-17,Manhattan,NYC-HHC WOODHULL MEDICAL & MENTAL HEALTH CENT,44,2,
2AP,0-17,Nassau,CATHOLIC CHARITIES OF ROCKVILLE CENTRE,21,3,NO
2AP,0-17,Erie,County,623,31,
3AP,0-17,Suffolk,OPTI-HEALTHCARE,41,0,NO
3AP,18+,Greene,COLUMBIA MEMORIAL HOSPITAL,173,1,NO
2AP,18+,Cattaraugus,"DIRECTIONS IN INDEPENDENT LIVING, INC.",21,2,
3AP,18+,Onondaga,CENTRAL NEW YORK BHCC,2586,13,
2AP,18+,Chautauqua,CHAUTAUQUA COUNTY MENTAL HYGIENE SERVICES,318,19,
3AP,0-17,Oneida,CENTRAL NEW YORK HEALTH HOME NETWOR,78,0,
2AP,18+,Dutchess,County,1255,152,
2AP,0-17,Columbia,County,39,5,
3AP,18+,Brooklyn,BRIDGE BACK TO LIFE CENTER INC,80,0,
3AP,18+,Warren,County,782,2,
3AP,18+,Schuyler,County,40,0,
2AP,18+,Westchester,County,9958,1268,
3AP,18+,Westchester,"THE GUIDANCE CENTER OF WESTCHESTER, INC.",145,1,
2AP,18+,Yates,County,89,8,
2AP,18+,Saratoga,VISITING NURS SVC/SCHTD & SAR CNTY,52,8,
3AP,18+,Westchester,"FEDERATION OF ORG. F/T NYS MENT.DISABLED, INC",132,0,NO
2AP,18+,Manhattan,County,25262,2645,
3AP,18+,Westchester,WHITE PLAINS HOSPITAL MEDICAL CENTER,355,2,NO
2AP,0-17,Brooklyn,JEWISH BOARD OF FAMILY & CHILDREN'S SERVICES,69,5,
2AP,18+,Cayuga,County,283,29,
2AP,18+,Washington,ADIRONDACK HEALTH INSTITUTE INC,28,2,NO
3AP,18+,Manhattan,"WESTON UNITED COMMUNITY RENEWAL, INC.",96,0,NO
3AP,18+,Nassau,NORTH SHORE UNIV AT PLAINVIEW,55,0,NO
2AP,0-17,Manhattan,THE INSTITUTE FOR FAMILY HEALTH,29,0,
2AP,0-17,Warren,County,265,8,
3AP,0-17,Saint Lawrence,County,122,0,
2AP,18+,Schenectady,County,1357,115,
2AP,0-17,Otsego,OTSEGO COUNTY COMMUNITY SERVICES BOARD,22,1,NO
2AP,0-17,Erie,"BESTSELF BEHAVIORAL HEALTH, INC.",39,1,
3AP,18+,Cortland,FAMILY COUNSELING SERVICES OF CORTLAND CO.INC,36,0,NO
2AP,18+,Monroe,"BADEN STREET SETTLEMENT, INC.",22,0,
2AP,0-17,Nassau,County,509,17,
3AP,18+,Madison,MADISON COUNTY COMMUNITY SERVICES BOARD,57,0,
3AP,18+,Saint Lawrence,ST. LAWRENCE PSYCHIATRIC CENTER,31,0,
2AP,0-17,Westchester,County,1211,60,
2AP,0-17,Wyoming,County,29,1,
2AP,18+,Manhattan,"THE COLLABORATIVE FOR CHILDREN AND FAMILIES,",64,7,
2AP,18+,Columbia,County,235,24,
2AP,18+,Nassau,ADVANTAGE CARE D AND T CTR,145,18,
2AP,0-17,Franklin,County,96,3,
3AP,18+,Erie,KENMORE MERCY HOSPITAL,336,1,
3AP,18+,Nassau,COORDINATED BEHAVIORAL HEALTH SERVICES IPA,309,2,
2AP,0-17,Brooklyn,County,960,39,
3AP,0-17,Manhattan,COORDINATED BEHAVIORAL HEALTH SERVICES IPA,239,0,
2AP,18+,Chemung,County,590,74,
2AP,18+,Brooklyn,VILLAGE CENTER FOR CARE AI,26,4,
3AP,18+,Rensselaer,County,455,2,
2AP,18+,Brooklyn,County,12037,1304,
3AP,18+,Franklin,County,126,0,
2AP,18+,Suffolk,ST. CATH OF SIENA MC-D/B/A ST.CATH SIENA HOSP,131,19,NO
2AP,18+,Suffolk,HANDS ACROSS LONG ISLAND,29,4,NO
3AP,18+,Chemung,County,323,0,NO
2AP,18+,Manhattan,"PROJECT HOSPITALITY, INC.",43,2,
2AP,18+,Orange,County,1403,179,
3AP,18+,Rockland,County,1071,4,
3AP,18+,Staten Island,County,1757,12,NO
3AP,18+,Westchester,"FOUR WINDS, INC.",46,0,NO
3AP,0-17,Suffolk,HUDSON RIVER HEALTH CARE,34,0,
2AP,0-17,Rockland,County,84,3,
2AP,18+,Suffolk,"TRANSITIONAL SERVICES/NY FOR LONG ISLAND,INC.",32,12,
3AP,18+,Rensselaer,SAMARITAN HOSPITAL,537,5,NO
2AP,18+,Essex,County,29,3,
2AP,18+,Nassau,NASSAU HEALTH CARE CORP/NASSAU UNIV MED CTR,612,67,
2AP,18+,Columbia,County,221,22,
3AP,18+,Putnam,County,255,0,
