,name,year,city,zipCode,cuisine,price
454,Masons Arms,2019,Knowstone,EX36 4RY,Classic French,
455,Salt,2019,Stratford-upon-Avon,CV37 6HB,Modern British,
456,Le Champignon Sauvage,2019,Cheltenham,GL50 2AQ,Modern cuisine,
457,Gidleigh Park,2019,Chagford,TQ13 8HH,Modern cuisine,
458,Hambleton Hall,2019,Upper Hambleton,LE15 8TH,Classic cuisine,
459,wilks,2019,Bristol,BS6 6PG,Modern British,
460,Bulrush,2019,Bristol,BS6 5TZ,Modern British,
461,Casamia,2019,Bristol,BS1 6FU,Creative,
462,Paco Tapas,2019,Bristol,BS1 6FU,Spanish,
463,Pony & Trap,2019,Chew Magna,BS40 8TQ,Modern British,
464,The Dining Room,2019,Malmesbury,SN16 0RB,Asian influences,
465,Bybrook,2019,Castle Combe,SN14 7HR,Modern British,
466,Restaurant Hywel Jones by Lucknam Park,2019,Colerne,SN14 8AZ,Modern British,
467,Olive Tree,2019,Bath,BA1 2QF,Modern cuisine,
468,Lympstone Manor,2019,Lympstone,EX8 3NZ,Modern cuisine,
469,The Neptune,2019,Hunstanton,PE36 6HZ,Modern cuisine,
470,Elephant,2019,Torquay,TQ1 2BH,Modern British,
471,Oxford Kitchen,2019,Oxford,OX2 7HQ,Modern British,
472,Nut Tree,2019,Murcott,OX5 2RE,Traditional British,
473,Morston Hall,2019,Morston,NR25 7AA,Modern British,
474,Red Lion Freehouse,2019,East Chisenbury,SN9 6AQ,Classic cuisine,
475,Blackbird,2019,Newbury,RG20 8AQ,Classic cuisine,
476,Woodspeen,2019,Newbury,RG20 8BN,Modern cuisine,
477,The Coach,2019,Marlow,SL7 2LS,Modern British,
478,Crown,2019,Burchett's Green,SL6 6QZ,Regional cuisine,
479,L'Ortolan,2019,Shinfield,RG2 9BY,French,
480,Hinds Head,2019,Bray,SL6 2AB,Traditional British,
481,Black Rat,2019,Winchester,SO23 0HX,Modern cuisine,
482,Matt Worswick at The Latymer,2019,Bagshot,GU19 5EU,Modern cuisine,
483,Coworth Park,2019,Ascot,SL5 7SE,Modern cuisine,
484,Tudor Room,2019,Egham,TW20 9UR,Modern cuisine,
485,The Glasshouse,2019,Kew,TW9 3PZ,Modern cuisine,
486,La Trompette,2019,Chiswick,W4 2EU,Modern British,
487,Tim Allen's Flitch of Bacon,2019,Little Dunmow,CM6 3HT,Modern British,
488,River Café,2019,Hammersmith,W6 9HA,Italian,
489,Kitchen W8,2019,Kensington,W8 6AH,Modern cuisine,
490,Trishna,2019,Marylebone,W1U 3DG,Indian,
491,Roganic,2019,Marylebone,W1U 3DB,Creative British,
492,Locanda Locatelli,2019,Marylebone,W1H 7JZ,Italian,
493,Texture,2019,Marylebone,W1H 7BY,Creative,
494,Portland,2019,Regent's Park,W1W 6QQ,Modern cuisine,
495,Harwood Arms,2019,Fulham,SW6 1QP,Modern British,
496,Pied à Terre,2019,Bloomsbury,W1T 2NH,Creative,
497,The Ninth,2019,Bloomsbury,W1T 2NB,Mediterranean cuisine,
498,Kai,2019,Mayfair,W1K 2QU,Chinese,
499,Pollen Street Social,2019,Mayfair,W1S 1NQ,Creative,
500,Hakkasan Mayfair,2019,Mayfair,W1J 6QB,Chinese,
501,The Square,2019,Mayfair,W1J 6PU,Creative French,
502,Alyn Williams at The Westbury,2019,Mayfair,W1S 2YF,Modern cuisine,
503,Benares,2019,Mayfair,W1J 6BS,Indian,
504,Hakkasan Hanway Place,2019,Bloomsbury,W1T 1HD,Chinese,
505,Social Eating House,2019,Soho,W1F 7NR,Modern cuisine,
506,Galvin at Windows,2019,Mayfair,W1K 1BE,Modern cuisine,
507,Murano,2019,Mayfair,W1J 5PP,Italian,
508,Marcus,2019,Belgravia,SW1X 7RL,Modern cuisine,
509,Sabor,2019,Mayfair,W1B 4BR,Spanish,
510,Clock House,2019,Ripley,GU23 6AQ,Modern cuisine,
511,Yauatcha Soho,2019,Soho,W1F 0DL,Chinese,
512,Céleste,2019,Belgravia,SW1X 7TA,Creative French,
513,Gymkhana,2019,Mayfair,W1S 4JH,Indian,
514,Amaya,2019,Belgravia,SW1X 8JT,Indian,
515,Pétrus,2019,Belgravia,SW1X 8EA,French,
516,Veeraswamy,2019,Mayfair,W1B 4RS,Indian,
517,Barrafina,2019,Soho,W1D 3LL,Spanish,
518,Hide,2019,Mayfair,W1J 7NB,Modern British,
519,Ritz Restaurant,2019,Westminster,W1J 9BR,Modern British,
520,Elystan Street,2019,Chelsea,SW3 3NT,Modern British,
521,Seven Park Place,2019,Saint James's,SW1A 1LS,Modern cuisine,
522,Ikoyi,2019,Saint James's,SW1Y 4AH,Creative,
523,Aquavit,2019,Saint James's,SW1Y 4QQ,Scandinavian,
524,Five Fields,2019,Chelsea,SW3 2SP,Modern cuisine,
525,Dining Room at The Goring,2019,Victoria,SW1W 0JW,Traditional British,
526,St John,2019,Clerkenwell,EC1M 4AY,Traditional British,
527,Quilon,2019,Victoria,SW1E 6AF,Indian,
528,Club Gascon,2019,London,EC1A 9DS,French,
529,A. Wong,2019,Victoria,SW1V 1DE,Chinese,
530,The Clove Club,2019,Shoreditch,EC1V 9LT,Modern cuisine,
531,Leroy,2019,Shoreditch,EC2A 4NU,Modern British,
532,Angler,2019,Finsbury,EC2M 2AF,Seafood,
533,Brat,2019,Shoreditch,E1 6JL,Traditional British,
534,Lyle's,2019,Shoreditch,E1 6JJ,Modern British,
535,Galvin La Chapelle,2019,Spitalfields,E1 6DY,French,
536,City Social,2019,City of London,EC2N 1HQ,Modern cuisine,
537,La Dame de Pic,2019,City of London,EC3N 4AJ,Modern French,
538,Story,2019,Bermondsey,SE1 2JX,Modern cuisine,
539,Trinity,2019,Clapham Common,SW4 0JG,Modern cuisine,
540,Chez Bruce,2019,Wandsworth,SW17 7EG,French,
541,Sorrel,2019,Dorking,RH4 2JU,Modern British,
542,Restaurant Tristan,2019,Horsham,RH12 1HU,Modern British,
543,Gravetye Manor,2019,Gravetye,RH19 4LJ,Modern British,
544,The Sportsman,2019,Seasalter,CT5 4BP,Modern British,
545,West House,2019,Biddenden,TN27 8AH,Modern British,
546,Fordwich Arms,2019,Fordwich,CT2 0DB,Modern cuisine,
547,Samphire,2019,Saint Helier/Saint-Hélier,JE2 4TQ,Modern cuisine,
548,Bohemia,2019,Saint Helier/Saint-Hélier,JE2 4UH,Modern cuisine,
